,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
297,0,9,10,8,11,10,14,2,-5,10,11,9,11,9,15,-10,10,9
298,-1,8,10,8,6,10,9,2,-3,9,9,6,9,9,15,-9,9,9
299,-3,6,8,5,4,12,10,1,-4,8,8,3,6,5,12,-10,9,8
300,-2,4,8,2,4,10,6,-1,-2,6,7,4,5,4,10,-10,7,5
301,-4,4,8,2,4,9,5,-3,-6,3,3,2,3,4,6,-8,5,4
302,-2,-1,4,0,1,6,4,-4,-6,3,3,1,5,1,3,-7,4,2
303,-1,0,4,-3,1,2,1,-6,-8,5,2,-2,-1,1,2,-7,5,1
304,-4,-2,-1,-3,-2,-1,-1,-9,-8,1,2,-5,-1,-1,0,-3,4,0
305,-6,-3,-2,-4,-1,-2,-3,-10,-6,-3,0,-5,0,-3,-3,2,1,-1
306,-3,-3,-3,-8,0,-4,-3,-10,-3,-2,-4,-5,-3,-5,-6,2,-2,-3
307,-3,-6,-6,-10,-5,-9,-3,-9,-2,-2,-7,-5,-2,-4,-8,3,-3,-6
308,-2,-8,-8,-9,-5,-11,-3,-10,-2,-3,-6,-7,-6,-5,-11,6,-5,-5
309,0,-6,-11,-8,-6,-9,-3,-8,-4,-3,-5,-7,-6,-4,-12,8,-6,-7
310,2,-7,-11,-8,-6,-10,-6,-8,-1,-7,-6,-9,-8,-4,-11,11,-10,-7
311,4,-7,-11,-12,-4,-12,-5,-9,2,-7,-6,-8,-7,-5,-11,11,-8,-6
312,5,-6,-12,-11,-7,-12,-6,-7,2,-6,-7,-8,-7,-5,-10,16,-10,-6
313,5,-5,-9,-9,-6,-11,-5,-2,4,-6,-8,-8,-6,-7,-10,15,-8,-7
314,6,-6,-12,-6,-8,-10,-5,-4,2,-6,-8,-8,-5,-10,-9,13,-10,-8
315,4,-6,-10,-6,-9,-5,-7,-2,6,-8,-7,-7,-6,-7,-10,10,-10,-7
316,5,-3,-9,-5,-8,-6,-5,3,6,-8,-4,-6,-7,-9,-7,10,-9,-6
317,7,-4,-9,-4,-7,-5,-4,4,6,-6,-4,-7,-9,-6,-6,9,-9,-8
318,6,0,-10,-6,-4,-4,-5,7,7,-8,-5,-9,-5,-4,-5,9,-9,-7
319,7,-1,-8,-5,-4,-2,-4,7,8,-6,-3,-5,-6,-3,-4,7,-8,-8
320,4,0,-6,0,-3,-1,-6,7,7,-2,-4,-6,-8,-3,-1,5,-6,-6
321,4,1,-1,0,-2,0,-4,10,6,-2,0,-4,-7,-3,2,2,-6,-5
322,1,5,0,1,2,-1,-2,10,7,-3,-4,0,-6,-1,0,0,-5,-5
323,0,6,-1,1,1,4,-3,10,6,-1,-1,0,-4,2,3,-1,-1,-4
324,-4,8,0,1,1,3,-3,9,4,2,0,-1,-2,1,5,-3,-2,-2
325,-3,6,3,4,2,4,-1,10,2,2,1,-1,-1,1,4,-7,0,-1
326,-2,6,5,4,1,6,0,9,-2,4,4,5,-1,1,6,-8,2,1
327,-6,5,6,5,4,4,1,9,0,5,4,3,-1,4,7,-9,4,1
328,-8,5,6,7,5,5,3,9,-4,6,3,6,1,5,7,-10,4,0
329,-7,6,6,7,5,6,4,6,-6,5,4,6,5,4,8,-10,5,3
330,-7,6,6,6,4,6,5,5,-6,8,3,8,5,5,6,-12,4,8
331,-8,1,7,4,3,3,5,5,-7,8,2,7,3,6,8,-9,8,6
332,-7,3,4,5,4,5,4,2,-9,7,4,8,4,7,7,-7,6,6
333,-7,1,7,4,6,5,6,2,-8,7,6,6,6,5,7,-8,4,6
334,-5,-1,7,6,5,5,5,0,-9,5,3,7,4,4,4,-7,5,5
335,-4,0,4,3,6,5,6,-1,-10,6,4,5,4,3,4,-6,6,4
336,-4,1,2,1,4,4,4,-2,-8,4,3,4,5,2,2,-5,6,5
337,-3,0,5,1,4,2,6,-3,-8,0,1,3,3,0,0,-2,5,2
338,-2,-1,4,0,3,3,4,-3,-4,1,2,0,2,-1,1,-2,5,2
339,0,-1,1,1,1,0,1,-4,-4,-1,2,-1,3,-2,0,1,4,2
340,0,1,0,-1,0,-2,1,-3,-4,-2,0,-4,2,-3,-2,0,0,0
341,2,-3,-1,-2,0,-1,-4,-6,-3,-3,-1,-2,1,-4,-4,1,0,0
342,5,-6,-3,-3,-2,-1,-4,-6,-1,-3,-3,-3,-2,-3,-4,1,0,1
343,4,-7,-4,-5,-3,-2,-4,-7,-1,-5,-3,-2,-3,-5,-2,3,-1,0
344,3,-5,-2,-7,-1,-5,-4,-8,-1,-4,-5,-7,-3,-4,-4,3,-3,-2
345,3,-6,-6,-6,-3,-4,-4,-10,2,-6,-5,-4,-5,-6,-4,4,-2,-3
346,4,-6,-7,-6,-2,-5,-3,-8,2,-5,-3,-5,-5,-8,-5,2,-5,-3
347,5,-5,-8,-5,-2,-4,-4,-9,6,-6,-3,-6,-3,-6,-5,4,-4,-4
348,8,-4,-5,-5,-1,-3,-3,-9,7,-6,-4,-3,-2,-1,-4,3,-5,-4
349,7,-5,-2,-4,-2,-3,-4,-8,7,-2,0,-4,-1,0,-4,4,-5,-3
350,6,-4,-4,-2,-3,-2,-2,-11,6,-1,-1,-1,-1,-1,-3,2,-5,-1
351,4,-1,-2,1,0,0,-1,-9,6,1,1,0,1,1,-3,1,-5,0
352,5,0,0,3,1,1,0,-7,7,-1,0,1,2,3,0,0,-4,0
353,6,2,1,4,0,2,1,-5,6,1,2,2,3,2,-1,-2,-3,1
354,6,4,2,7,3,4,3,-5,6,1,6,4,3,3,0,-3,0,1
355,5,5,3,7,3,4,1,0,5,1,5,4,2,4,2,-5,1,2
356,6,5,5,7,3,6,2,-2,6,3,5,4,2,2,2,-6,4,0
357,6,5,5,6,3,6,4,0,5,3,5,2,2,5,3,-8,4,1
358,0,5,3,6,5,5,5,4,3,2,4,2,2,4,5,-9,6,1
359,-1,6,2,6,5,5,5,4,4,2,7,2,3,4,4,-4,6,4
360,-4,4,3,2,5,5,7,5,1,5,5,1,1,2,3,-7,5,1
361,-5,3,2,1,2,3,6,5,1,3,5,-2,1,2,4,-5,5,1
362,-8,2,3,1,1,2,2,6,1,2,5,0,-1,4,2,-3,3,1
363,-6,1,3,4,2,1,-1,7,0,1,2,-1,-1,2,0,-1,2,-1
364,-7,-4,3,-1,-1,1,-3,9,1,1,3,-1,-3,1,2,-2,-1,-1
365,-7,-3,2,-3,-4,0,-3,6,-2,1,0,-3,-1,-1,-1,-1,1,1
366,-5,-4,2,-3,-5,-4,-3,7,-3,0,-2,-1,-2,0,-1,3,0,0
367,-7,-5,0,-3,-4,-1,-7,8,-2,-1,-3,-1,0,-2,-2,4,-2,-3
368,-5,-4,-1,-3,-4,-2,-5,5,0,-1,-6,0,1,-4,-5,4,-3,-5
369,-5,-3,-1,-4,-3,-4,-4,5,-4,-3,-4,0,1,-5,-4,7,-2,-1
370,-1,-4,-2,-5,-1,-3,-3,4,-2,-2,-5,0,-2,-5,-4,11,-3,-1
371,0,-1,-1,-4,-1,-3,-3,4,-1,-1,-4,5,-2,-4,-5,13,-5,0
372,-3,-1,-1,0,1,-5,-1,1,-1,0,-3,6,1,-3,-5,13,-5,1
373,-1,0,0,0,4,-3,0,-3,-2,1,-2,8,1,-1,-5,13,-3,3
374,-2,1,0,2,4,0,1,-4,0,3,-3,8,1,0,-3,14,-2,3
375,0,5,-1,5,3,1,3,-4,1,3,-4,7,5,3,-3,10,-1,2
376,2,4,0,4,6,2,4,-4,1,4,0,5,5,2,0,9,2,4
377,3,3,1,6,9,4,6,-5,1,5,2,4,5,2,3,6,5,5
378,2,7,1,6,7,5,8,-5,0,6,3,2,7,2,4,3,6,4
379,3,7,1,6,6,5,8,-6,0,5,6,3,8,2,4,0,8,4
380,2,7,2,4,5,4,7,-4,0,3,6,1,7,5,3,1,10,7
381,1,5,0,2,3,5,7,-4,0,2,6,-2,4,6,4,1,9,7
382,0,2,-2,-1,1,2,7,-1,-2,2,5,-3,3,5,5,-4,5,7
383,0,2,-1,-2,-1,2,3,-2,-2,1,4,-5,3,2,5,-4,3,7
384,0,0,-3,-2,-3,1,3,-2,-2,-2,3,-5,1,3,3,-4,4,8
385,-2,-6,-5,-2,-4,-1,1,3,-1,-2,0,-9,-3,2,4,-4,1,3
386,-2,-5,-5,-3,-7,0,-3,3,-5,-4,-3,-9,-2,0,1,-5,-2,2
387,-1,-4,-5,-5,-7,-4,-7,2,-3,-5,-2,-9,-4,-3,2,-6,-2,-2
388,-3,-7,-6,-5,-12,-6,-8,4,-4,-7,-5,-9,-5,-4,3,-4,-6,-4
389,-1,-8,-5,-6,-11,-6,-9,3,-3,-8,-6,-12,-8,-5,1,-5,-8,-6
390,-1,-8,-7,-8,-12,-8,-10,1,-1,-9,-7,-12,-7,-7,-2,-3,-10,-9
391,2,-8,-7,-8,-12,-9,-10,0,-1,-8,-9,-8,-11,-7,-4,-4,-9,-10
392,2,-7,-7,-9,-13,-8,-10,1,-1,-8,-10,-10,-12,-10,-5,-1,-10,-14
393,1,-9,-7,-6,-10,-7,-8,-1,-2,-10,-10,-9,-10,-9,-6,0,-10,-14
394,3,-8,-8,-5,-7,-6,-8,-1,0,-9,-10,-6,-10,-7,-7,-1,-10,-13
395,2,-7,-4,-6,-7,-6,-7,-3,3,-9,-8,-6,-10,-8,-9,0,-10,-12
396,3,-5,0,-3,-4,-4,-7,-4,5,-6,-8,-2,-8,-7,-10,1,-7,-12
397,4,-3,1,-2,-3,-3,0,-4,2,-3,-7,-1,-7,-7,-9,1,-7,-12
398,7,-1,5,0,0,-2,1,-2,2,-1,-5,3,-6,-3,-9,3,-6,-8
399,5,2,7,0,4,-1,2,-1,5,1,-4,4,-4,0,-10,2,-3,-2
400,8,3,9,2,4,1,4,-2,6,1,-3,5,-2,-1,-9,1,-1,-1
401,8,3,9,6,7,3,7,-1,4,4,-2,7,2,2,-6,2,-1,-1
402,7,7,10,7,9,3,10,-1,5,10,4,12,5,6,-2,2,1,2
403,4,9,10,9,7,3,8,-1,4,10,5,10,8,6,-2,1,1,4
404,4,9,9,7,11,1,10,-1,3,10,8,13,8,8,2,1,3,8
405,2,11,8,10,11,5,11,2,1,10,9,14,9,9,4,-1,7,9
406,4,11,11,10,13,4,13,4,1,9,10,13,13,11,5,-1,8,10
407,2,9,9,10,11,7,14,4,3,10,10,10,11,12,7,-2,8,11
408,0,8,9,10,9,6,12,6,0,8,11,10,14,11,9,-6,10,12
409,1,10,4,7,9,6,8,8,-1,7,8,7,12,11,11,-4,10,14
410,-1,7,1,5,8,5,5,6,0,6,8,5,10,9,11,-7,10,10
411,-3,7,3,4,5,5,8,6,-2,6,7,4,9,6,10,-7,8,9
412,-3,4,2,1,3,2,4,5,-4,3,7,0,6,4,9,-4,9,8
413,-4,4,0,1,1,5,3,4,-1,5,5,0,5,2,8,-5,8,6
414,-6,6,-3,0,0,2,2,1,-4,2,1,-1,3,1,5,-6,5,4
415,-5,5,-5,-1,-1,4,1,-1,-5,-3,3,-5,2,-1,4,-8,2,2
416,-5,-1,-5,-2,-3,4,-2,-1,-5,-5,2,-5,-3,-3,5,-6,2,-2
417,-5,-1,-7,-4,-5,1,-6,-5,-4,-3,-2,-8,-5,-4,4,-5,0,-2
418,-7,-5,-7,-4,-7,-2,-7,-6,-4,-6,-4,-11,-6,-5,1,-4,-3,-4
419,-6,-4,-9,-5,-6,-1,-9,-6,-5,-9,-5,-8,-10,-5,0,-3,-6,-7
420,-5,-8,-8,-6,-6,-2,-13,-9,-5,-10,-7,-9,-11,-7,-3,-1,-4,-9
421,-4,-8,-9,-8,-7,-4,-10,-8,-3,-7,-9,-11,-10,-7,-2,0,-6,-9
422,-1,-7,-8,-7,-6,-3,-9,-8,-1,-9,-8,-9,-9,-7,-5,1,-7,-11
423,-2,-7,-8,-8,-7,-3,-8,-7,-3,-6,-6,-10,-8,-7,-4,4,-7,-7
424,0,-7,-7,-6,-7,-4,-7,-10,0,-4,-8,-7,-9,-5,-5,2,-7,-8
425,0,-6,-4,-6,-4,-4,-7,-8,3,-2,-8,-7,-7,-6,-5,5,-5,-8
426,-2,-5,-2,-5,-6,-3,-6,-5,6,-2,-4,-3,-5,-3,-5,6,-4,-6
427,2,-5,-1,-3,-2,-3,-4,-4,7,0,-4,-2,-3,0,-2,5,-3,-6
428,3,-4,-2,-2,0,-1,-3,0,8,2,-3,1,-2,0,-2,9,-3,-4
429,5,-1,2,0,1,0,0,2,8,1,-1,1,-2,0,-2,8,-3,0
430,6,1,3,4,2,3,4,6,9,4,-1,4,1,2,2,8,1,1
431,7,2,4,5,4,5,3,6,10,4,-1,5,3,3,-2,8,2,1
432,7,3,5,3,6,5,4,5,9,7,0,4,4,2,-1,5,5,3
433,8,3,5,4,9,3,8,8,7,4,2,6,6,3,1,1,5,5
434,7,6,7,6,11,4,9,10,8,7,6,8,6,3,2,3,4,5
435,8,6,5,4,10,6,8,9,4,5,6,6,7,3,2,4,4,8
436,4,7,6,3,9,7,10,9,3,6,5,6,6,2,2,0,4,7
437,2,6,8,4,10,4,10,9,2,6,6,7,7,6,-2,0,2,6
438,3,6,6,3,6,5,9,8,-2,6,6,8,7,6,3,-2,4,8
439,2,6,6,5,5,5,8,3,-5,8,5,7,7,5,2,-2,2,8
440,0,4,4,3,6,7,8,2,-6,5,5,4,6,2,3,-4,4,10
441,1,4,4,3,6,7,4,0,-8,4,6,4,6,7,3,-6,4,8
442,4,5,3,1,4,4,5,-1,-11,4,4,1,5,3,4,-6,3,5
443,-1,2,-1,0,2,4,3,-4,-13,3,2,2,3,0,2,-7,1,6
444,-1,2,0,1,2,3,2,-5,-13,2,3,1,4,1,3,-6,2,4
445,-3,1,-1,0,-1,1,-2,-5,-13,-1,2,0,2,2,3,-7,2,3
446,-5,1,-1,-1,-1,0,1,-6,-14,-1,1,-4,0,1,2,-8,3,3
447,-8,0,-5,-3,-2,-1,-2,-8,-13,-2,3,-7,1,1,0,-5,1,0
448,-10,0,-5,-2,-3,-2,-3,-5,-11,-4,1,-5,-1,0,0,-4,3,2
449,-9,-2,-6,-3,-4,-1,-5,-4,-8,-4,2,-4,-4,-3,1,-4,1,0
450,-12,-4,-7,-6,-7,-3,-6,-4,-8,-4,3,-6,-4,-6,2,-3,-1,-5
451,-12,-2,-6,-6,-8,-5,-4,-7,-7,-4,0,-6,-6,-7,0,0,-1,-5
452,-9,-6,-7,-3,-9,-2,-9,-6,-5,-8,-1,-6,-6,-8,-2,2,-4,-7
453,-11,-8,-9,-6,-8,-3,-9,-6,0,-6,-3,-7,-5,-6,-2,4,-3,-6
454,-8,-6,-7,-5,-6,-6,-9,-4,1,-9,-3,-7,-6,-5,-5,5,-2,-7
455,-9,-8,-7,-4,-7,-4,-10,-3,3,-10,-7,-5,-8,-5,-5,3,-6,-9
456,-5,-7,-6,-6,-6,-7,-11,-2,5,-8,-6,-4,-7,-6,-6,5,-6,-9
457,-2,-7,-4,-6,-5,-5,-11,1,6,-4,-9,-5,-6,-8,-5,8,-7,-9
458,-2,-5,-2,-5,-3,-4,-11,2,7,-4,-9,-4,-9,-7,-4,8,-6,-10
459,0,-2,1,-5,-5,-7,-7,4,10,-6,-7,-2,-7,-8,-7,8,-5,-8
460,1,-4,3,-4,-3,-4,-8,4,10,-4,-9,-3,-7,-7,-5,11,-7,-9
461,2,-6,1,-4,0,-2,-6,6,8,-1,-9,0,-5,-7,-5,7,-6,-5
462,6,-3,2,-3,0,-2,-5,6,8,2,-6,2,-4,-5,-4,8,-5,-3
463,8,-1,3,1,4,-1,-5,8,8,4,-5,7,-3,-5,-1,6,-1,-2
464,9,-2,1,1,3,1,-1,6,7,4,-4,7,-1,-5,0,4,-2,-3
465,8,0,4,3,4,4,1,7,5,5,-2,9,1,-3,-1,3,1,1
466,6,2,5,3,8,2,4,3,3,9,0,8,3,1,-1,1,3,3
467,11,3,2,3,6,5,5,5,0,7,1,10,6,2,3,0,5,3
468,8,5,2,3,6,5,10,4,0,8,3,7,7,3,2,-5,5,5
469,6,4,2,2,5,3,11,1,-3,5,5,6,10,3,3,-7,8,6
470,6,5,1,5,6,3,12,1,-5,7,5,7,9,4,4,-9,10,6
471,6,4,0,3,4,3,9,1,-6,6,4,3,9,4,2,-9,9,9
472,6,4,-1,4,4,4,9,-1,-7,5,4,1,6,3,2,-9,6,8
473,5,4,-4,2,3,6,7,0,-8,2,4,-2,5,4,2,-8,6,8
474,5,3,-2,4,0,3,3,0,-8,1,2,0,4,5,3,-10,4,4
475,3,-1,-1,1,1,2,4,-3,-9,-2,3,-4,3,3,1,-11,1,2
476,2,-1,-3,1,1,2,2,-5,-9,-4,1,-4,3,2,-2,-7,-1,2
477,-1,-1,-3,-1,-2,0,-1,-5,-6,-2,2,-8,-2,1,-4,-7,-2,-1
478,0,0,-4,-1,-3,-1,1,-6,-5,-4,-2,-6,-4,0,-4,-4,-5,0
479,-2,0,-4,-3,-2,-1,0,-5,0,-4,-2,-6,-5,-1,-1,-6,-5,0
480,-1,0,-4,-3,-2,-2,0,-5,1,-1,-2,-4,-6,-1,0,-4,-4,0
481,-2,0,-3,-3,-3,-4,-3,-3,2,-2,-4,-2,-6,-1,1,0,-3,-1
482,-3,0,-2,-3,-4,-3,-5,-4,3,-4,-6,-3,-4,0,0,0,-4,0
483,-6,1,0,-1,-3,-2,-3,-3,5,-3,-3,-3,-6,-2,3,1,-4,1
484,-4,0,1,1,-3,-1,-4,-4,7,-5,-3,0,-7,0,2,3,-4,-2
485,-4,2,2,3,-1,-1,-4,-4,8,-1,-2,1,-5,2,2,4,-1,-4
486,-5,1,4,1,-2,-2,-3,-7,8,0,-2,0,-3,1,3,5,-1,-4
487,-3,1,2,0,-1,-1,-2,-8,8,0,-1,2,-4,4,3,5,2,-2
488,-2,-1,5,0,-2,2,1,-5,7,3,0,2,-2,2,1,5,2,-2
489,-1,1,7,1,-1,3,1,-3,9,3,2,3,-1,2,2,6,2,-4
490,-2,5,10,3,1,4,2,-4,10,4,4,4,3,3,2,6,3,-5
491,0,4,10,5,1,7,4,-4,7,4,2,4,0,6,2,6,3,-3
492,-1,7,8,5,3,6,7,-1,6,4,4,6,5,5,3,7,6,-1
493,1,5,7,5,3,4,6,-2,7,5,7,4,6,4,3,4,6,1
494,1,4,6,6,3,3,6,2,4,6,6,4,5,2,1,4,6,2
495,0,3,6,5,3,4,6,1,0,4,6,6,4,4,2,4,6,4
496,1,2,6,2,3,2,5,4,0,3,4,2,2,2,-1,1,5,2
497,1,1,4,-2,3,0,3,4,0,2,5,0,3,4,-2,1,2,1
498,2,0,2,-1,0,-2,1,5,-3,3,2,-2,3,-1,-3,0,1,1
499,1,-2,1,-2,-2,-2,3,6,-7,1,1,-2,1,1,-3,-1,0,0
500,0,-4,-1,-4,0,-4,1,5,-7,-1,0,-2,0,0,-3,-1,0,-2
501,2,-4,-3,-6,-1,-7,-3,5,-10,-2,1,-4,-2,-2,-5,-5,1,-2
502,2,-7,-3,-5,-3,-7,-5,2,-11,-2,-1,-5,-1,-3,-5,-5,-2,-4
503,3,-4,-7,-6,-4,-7,-2,2,-11,-3,-3,-5,0,-5,-3,-4,-3,-3
504,1,-4,-7,-7,-5,-10,-4,2,-10,-4,-5,-6,-1,-6,-4,-7,-5,-3
505,2,-2,-7,-6,-5,-10,-5,1,-10,-4,-5,-7,-4,-6,-4,-7,-7,-5
506,1,-3,-8,-7,-4,-8,-4,-1,-10,-8,-5,-5,-6,-6,-4,-5,-4,-5
507,2,-3,-7,-4,-4,-5,-6,-2,-8,-4,-5,-4,-5,-8,-2,-6,-5,-5
508,1,0,-7,-3,-3,-5,-3,-3,-9,-5,-4,-3,-4,-7,-2,-7,-5,-4
509,1,-2,-3,-1,-3,-5,-6,-5,-7,-4,-3,-3,-1,-5,-2,-7,-4,-4
510,3,0,-2,-2,-4,0,-2,-6,-6,-5,-2,-1,-1,-4,-2,-3,-5,-3
511,1,-1,-3,3,-3,3,0,-4,-3,-2,-1,-1,-2,-3,-1,-3,-5,-2
512,1,1,0,3,-1,3,2,-4,0,-4,1,2,-2,-1,0,-1,-2,2
513,3,1,3,6,0,5,1,-2,1,-3,1,4,1,0,3,-1,0,1
514,0,2,4,9,1,8,5,-1,1,1,4,3,2,1,3,4,0,0
515,1,7,6,9,3,10,5,0,2,2,4,3,3,5,2,3,1,4
516,0,8,8,8,7,9,5,2,2,3,5,4,4,5,3,4,3,6
517,4,8,7,9,4,11,6,3,4,5,4,4,4,6,8,3,4,7
518,3,6,8,9,4,12,5,4,6,5,4,5,4,8,8,3,7,5
519,4,7,6,8,7,11,7,7,6,5,5,8,3,8,6,1,7,7
520,2,6,6,6,4,9,2,8,6,8,5,6,5,10,8,2,5,6
521,1,6,6,4,4,9,0,12,4,7,5,2,5,6,8,0,7,7
522,0,4,3,4,1,7,1,9,5,4,6,2,4,8,7,0,7,7
523,0,2,4,2,1,3,2,8,4,4,3,0,1,5,5,1,9,6
524,1,0,1,-2,-4,3,-3,5,3,4,4,-1,-1,2,3,-2,7,5
525,-3,-5,-3,-3,-6,3,-3,5,0,0,1,-4,-2,-2,1,-2,5,2
526,-4,-6,-5,-7,-6,-4,-4,4,1,-3,-2,-7,-4,-2,-2,-1,2,-1
527,-3,-8,-7,-8,-7,-6,-4,1,-1,-5,-5,-6,-4,-3,-3,-1,0,0
528,-3,-11,-10,-10,-11,-6,-8,1,-2,-6,-6,-5,-6,-8,-6,0,-2,-5
529,-1,-13,-10,-11,-10,-6,-8,-2,-1,-9,-6,-9,-7,-11,-9,-3,-4,-6
530,-1,-11,-10,-13,-9,-10,-9,-7,-3,-10,-10,-9,-7,-11,-14,-5,-6,-5
531,1,-12,-10,-12,-7,-8,-10,-8,-7,-10,-11,-11,-10,-12,-11,-1,-9,-6
532,2,-11,-8,-12,-7,-10,-9,-10,-2,-9,-11,-12,-10,-13,-10,-3,-10,-10
533,2,-10,-7,-11,-8,-11,-7,-10,-1,-9,-10,-9,-8,-14,-12,-2,-10,-11
534,1,-11,-7,-10,-5,-10,-6,-11,-4,-8,-11,-5,-7,-11,-12,0,-12,-11
535,0,-9,-5,-7,-4,-8,-4,-11,0,-8,-11,-5,-8,-9,-12,0,-10,-9
536,0,-5,-2,-6,-2,-6,-2,-9,1,-3,-6,-5,-7,-11,-10,-1,-10,-9
537,0,-1,-2,-6,0,-4,-1,-8,2,-5,-5,-3,-5,-7,-8,0,-9,-6
538,-1,0,-1,-3,1,-2,-1,-6,0,-5,0,0,-2,-4,-4,3,-10,-3
539,2,-1,2,-1,2,0,3,-6,3,-1,0,1,-2,-4,-2,3,-7,-2
540,1,2,2,2,4,3,6,-3,4,1,1,5,1,1,0,4,-4,1
541,3,6,3,4,7,3,7,-1,7,2,5,4,2,4,2,4,-2,0
542,4,5,6,3,9,5,5,1,9,2,4,7,4,8,5,4,2,3
543,5,7,6,7,7,7,5,3,9,6,6,10,8,10,9,4,4,8
544,4,9,7,8,9,7,6,4,9,6,7,11,8,11,9,3,4,8
545,4,11,9,10,11,10,8,4,8,6,8,6,11,12,10,4,6,9
546,5,11,8,9,9,12,7,7,8,9,8,7,10,11,11,5,7,10
547,4,11,7,9,9,9,5,8,7,7,8,6,9,11,11,4,8,9
548,2,10,7,9,4,10,5,10,7,6,9,5,8,8,12,3,8,9
549,2,10,6,7,5,9,4,11,3,5,7,5,7,6,10,2,11,8
550,-1,6,3,7,6,7,0,11,4,4,6,5,7,6,11,3,10,9
551,-1,4,0,6,1,7,-1,10,1,3,6,2,5,3,8,1,8,6
552,-1,4,2,5,1,4,-3,9,0,2,5,0,5,2,6,-1,9,5
553,-3,1,3,2,-1,3,-2,9,-1,3,4,-1,3,-1,6,-1,7,1
554,-5,1,2,1,-2,3,-1,6,-3,0,-1,-1,1,-5,2,-1,4,-2
555,-8,0,3,2,-2,0,-1,4,-6,-1,1,1,-2,-3,-1,-3,4,-1
556,-8,-2,3,0,-4,-2,0,0,-7,-2,0,1,-3,-3,-3,-3,1,-3
557,-10,-3,1,-1,-5,-4,1,-1,-8,-1,-4,1,-2,-3,-2,-5,2,-4
558,-12,-4,-1,-2,-5,-5,0,-6,-9,-2,-6,3,-3,-5,-2,-6,-1,-2
559,-11,-3,-3,-2,-5,-3,-4,-7,-9,-2,-6,3,-2,-6,-3,-7,0,-5
560,-11,-7,-2,-2,-6,-5,-2,-7,-7,-4,-4,0,-4,-3,-4,-6,0,-6
561,-12,-5,-2,-3,-4,-4,-2,-10,-8,-2,-6,-3,-4,-6,-4,-7,1,-5
562,-10,-3,-4,-4,-2,-4,-2,-11,-7,-5,-5,-1,-3,-6,-6,-7,0,-5
563,-8,-3,-5,-2,0,-4,-2,-11,-6,-1,-7,-1,0,-3,-7,-8,-1,-4
564,-7,-3,-2,-1,0,-3,1,-10,-4,2,-5,-1,-1,-2,-7,-4,-2,-5
565,-6,-1,-3,-1,3,-3,3,-10,-3,-1,-5,-1,1,0,-5,-2,-3,-4
566,-3,-1,-3,-1,1,-2,3,-9,-1,-1,-4,-1,2,2,-3,-1,-3,-2
567,-1,-2,-2,1,1,-2,3,-6,1,0,-4,3,1,1,-1,1,-5,-1
568,2,-1,-2,2,5,-2,2,-5,3,3,0,3,3,4,-1,2,-4,-1
569,3,2,-3,0,5,0,4,-6,4,2,1,2,3,5,0,3,-4,1
570,5,0,-2,1,5,1,6,-2,4,2,1,5,4,6,3,5,-2,2
571,6,1,-2,0,5,1,5,0,5,4,1,4,3,7,4,6,0,3
572,7,1,0,1,5,3,4,2,7,2,3,4,6,6,5,6,0,5
573,7,2,0,3,5,2,6,5,4,7,2,7,5,6,4,7,3,7
574,8,3,0,6,5,4,6,6,4,6,3,6,4,6,8,8,4,7
575,6,5,0,5,5,4,7,8,4,5,4,5,4,4,11,10,6,8
576,6,4,1,3,4,4,6,11,2,6,8,4,6,4,12,8,4,8
577,7,3,4,4,4,4,2,10,1,5,8,2,5,6,9,8,3,9
578,5,2,3,6,3,6,4,6,1,4,8,1,3,4,8,9,2,10
579,3,4,3,2,0,2,4,8,-1,1,7,-3,2,3,6,5,2,9
580,2,4,0,2,2,3,5,7,-2,1,6,-2,3,4,3,7,3,4
581,2,2,4,3,2,3,-1,7,-2,0,5,-4,2,4,4,4,1,4
582,-1,3,3,3,0,4,1,4,-4,0,5,-3,3,2,2,2,1,2
583,-3,6,2,3,-1,2,0,2,-6,-1,4,-4,0,1,0,0,1,-2
584,-3,5,3,3,-2,3,1,0,-6,-1,3,-4,-1,-1,-2,-3,1,-3
585,-5,3,3,4,-2,5,-1,-1,-7,1,2,-5,-2,1,-6,-3,1,-4
586,-6,1,1,1,-2,5,-2,0,-7,-2,2,-3,-3,1,-7,-5,-3,-5
587,-8,0,0,-1,-2,2,-3,-2,-9,-2,2,-3,-3,-1,-7,-5,-4,-4
588,-7,-1,0,-2,-2,-1,-4,-3,-7,-4,2,-6,-3,-3,-6,-7,-4,-6
589,-7,-3,-2,-3,-3,-2,-6,-4,-4,-4,-2,-7,-5,-4,-9,-9,-4,-8
590,-6,-6,-5,-5,-6,-5,-5,-4,-7,-3,-4,-5,-4,-3,-9,-11,-5,-7
591,-3,-6,-4,-4,-6,-5,-5,-3,-3,-5,-7,-6,-6,-8,-11,-10,-5,-3
592,-3,-4,-5,-6,-4,-9,-5,-3,0,-5,-6,-3,-6,-6,-9,-11,-6,-5
593,-1,-4,-6,-5,-7,-10,-5,-3,1,-3,-7,-5,-7,-8,-11,-10,-7,-6
594,1,-5,-5,-5,-7,-11,-5,-5,1,-5,-8,-2,-6,-7,-7,-8,-9,-6
595,0,-4,-5,-6,-3,-12,-6,-3,4,-5,-7,-4,-8,-6,-7,-6,-6,-5
596,5,-3,-5,-6,-4,-10,-4,0,7,-5,-5,-3,-7,-7,-7,-6,-8,-6
