,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
288,4,16,4,-12,-3,14,18,13,11,14,17,0,4,1,20,-2,10,-2,-4,-8,16,16,0,18,7,14,2,-5,12,12,1,2,13,3,-1,3,-1
289,0,14,2,-13,-5,10,14,14,10,14,16,-4,2,2,18,-4,7,-5,-7,-11,14,12,-1,17,1,15,2,-6,12,9,-3,-2,14,1,-3,0,-3
290,-2,10,-1,-14,-6,8,13,8,7,11,18,-3,0,1,16,-3,1,-4,-7,-16,10,13,-3,12,-3,9,1,-8,10,4,-3,-4,11,-2,-6,-3,-6
291,-3,9,-3,-16,-4,5,10,6,5,8,14,-4,1,-1,13,-3,1,-5,-7,-16,8,12,-1,11,-7,8,-2,-11,7,0,-2,-8,9,-4,-5,-3,-7
292,-5,4,-1,-16,-4,4,7,6,5,7,12,-5,2,-3,10,-4,0,-7,-8,-18,5,7,-3,11,-7,6,1,-13,5,-3,-3,-11,7,-4,-7,-5,-4
293,-6,2,-2,-15,-6,2,6,3,0,4,11,-2,0,0,6,-3,-2,-6,-6,-19,3,5,-5,7,-11,4,2,-11,1,-8,-1,-14,2,-4,-9,-6,-4
294,-6,1,-4,-10,-3,-2,3,1,0,3,10,-1,-1,0,5,-1,-2,-3,-5,-17,2,2,-4,4,-15,1,0,-11,2,-12,-3,-16,2,-5,-7,-6,-3
295,-5,-1,-6,-9,-1,1,1,-1,1,-1,8,1,1,0,-1,-1,-2,-1,-1,-15,1,5,-3,3,-17,1,-1,-12,1,-13,-2,-16,1,-5,-6,-4,1
296,-5,0,-5,-7,2,2,0,-2,3,1,7,5,1,0,-5,3,0,2,-2,-13,-2,2,-1,0,-20,0,1,-7,1,-14,1,-15,0,-2,-3,-1,4
297,1,-5,-1,-2,6,1,2,-2,2,3,6,7,2,2,-11,5,1,7,4,-9,-2,0,1,-4,-18,-2,2,-5,0,-15,3,-16,-1,-1,-1,-1,5
298,5,0,2,6,9,0,1,-1,3,2,3,9,3,5,-14,9,2,10,8,-7,-2,1,3,-1,-15,-3,7,0,-1,-13,5,-15,0,2,5,3,7
299,8,4,4,8,12,1,0,0,2,1,3,14,6,5,-15,13,5,14,11,-2,1,1,8,-1,-14,0,9,2,2,-12,8,-14,1,6,6,8,10
300,8,4,5,10,15,3,1,-1,7,2,2,16,4,8,-16,14,5,17,13,3,-1,2,12,1,-11,2,14,5,4,-10,13,-11,2,8,10,12,16
301,11,5,9,15,17,6,3,4,6,6,4,17,7,11,-17,18,7,21,15,9,2,4,14,2,-5,5,16,10,6,-5,14,-9,5,12,15,15,18
302,13,8,14,17,18,7,6,3,6,5,6,18,7,12,-15,19,8,23,18,12,1,6,19,5,-4,5,20,10,5,0,19,-7,8,15,19,15,20
303,17,6,16,18,22,5,7,5,8,6,6,18,5,12,-14,21,10,24,19,13,3,6,20,8,-3,6,22,16,6,5,19,-3,9,17,19,19,22
304,19,9,19,21,19,5,7,9,9,5,8,19,5,13,-13,22,8,25,21,18,5,7,21,8,0,7,22,17,8,10,19,3,11,18,23,20,22
305,18,10,19,20,19,7,6,8,8,6,9,19,1,15,-10,22,9,24,21,18,6,8,22,6,6,9,22,18,6,12,20,6,10,21,24,22,22
306,19,11,23,19,19,7,7,6,8,6,11,15,-1,17,-7,21,8,22,20,17,6,7,21,10,6,7,21,18,6,15,23,5,10,22,21,22,23
307,20,8,22,17,19,5,7,7,6,8,10,14,-1,18,-2,17,6,19,19,18,6,7,20,11,6,7,22,17,5,16,21,7,8,21,21,19,19
308,20,8,20,16,15,5,8,4,5,5,12,12,-4,18,2,14,3,15,14,18,5,5,21,9,7,8,18,17,4,17,17,6,7,21,18,17,14
309,17,6,19,13,12,0,8,4,1,3,14,7,-7,14,1,12,0,9,14,18,5,2,16,10,8,6,15,13,2,19,12,8,2,17,16,14,14
310,16,2,16,11,7,-2,5,1,-3,-1,10,4,-10,12,4,8,-5,5,9,14,3,0,12,7,5,2,10,9,-1,18,9,7,-1,18,14,13,10
311,10,0,12,7,3,-4,2,-2,-8,-2,6,-3,-14,10,8,3,-11,0,4,14,1,-3,9,2,6,-2,6,7,-3,16,4,5,-5,12,8,10,3
312,7,-6,9,4,-1,-4,-1,-6,-12,-3,2,-5,-17,9,9,-2,-14,-6,1,14,-1,-6,4,-1,5,-6,1,0,-8,12,-3,2,-12,8,4,3,-1
313,2,-10,4,-2,-3,-12,-3,-10,-16,-9,1,-9,-19,4,9,-6,-18,-8,-4,9,-4,-10,1,-6,1,-8,-3,-5,-11,7,-5,-2,-17,4,0,1,-5
314,-1,-11,0,-4,-7,-13,-9,-15,-21,-12,-3,-12,-21,3,9,-9,-20,-11,-7,5,-8,-12,-5,-9,-3,-12,-6,-10,-15,3,-10,-4,-20,-1,-5,-3,-10
315,-4,-14,-4,-5,-13,-15,-12,-19,-23,-15,-7,-12,-23,-2,8,-14,-22,-15,-11,2,-11,-16,-10,-12,-6,-15,-9,-13,-19,1,-13,-3,-22,-2,-10,-5,-14
316,-10,-19,-7,-6,-15,-17,-17,-21,-24,-19,-10,-15,-19,-7,8,-16,-23,-18,-12,1,-15,-19,-13,-16,-6,-18,-13,-12,-20,-4,-15,-6,-25,-8,-14,-10,-17
317,-12,-21,-12,-8,-18,-21,-19,-21,-25,-20,-14,-17,-20,-9,8,-17,-24,-20,-15,0,-18,-22,-16,-19,-9,-21,-14,-14,-24,-10,-18,-11,-27,-11,-17,-14,-18
318,-13,-25,-14,-10,-18,-23,-21,-23,-26,-20,-19,-19,-20,-14,6,-19,-25,-20,-15,-4,-22,-25,-17,-22,-13,-23,-17,-14,-24,-12,-16,-12,-28,-13,-19,-14,-20
319,-15,-26,-17,-11,-17,-23,-24,-26,-25,-22,-20,-16,-18,-14,4,-18,-24,-21,-17,-9,-25,-27,-17,-25,-13,-24,-17,-12,-23,-13,-18,-13,-31,-14,-21,-17,-19
320,-17,-25,-18,-10,-20,-23,-26,-23,-22,-20,-24,-14,-14,-16,2,-17,-21,-19,-17,-7,-23,-26,-20,-25,-15,-24,-17,-13,-24,-15,-18,-13,-29,-16,-20,-18,-20
321,-16,-24,-18,-9,-19,-22,-26,-20,-18,-19,-24,-13,-9,-16,-2,-16,-18,-18,-16,-9,-25,-24,-19,-25,-14,-22,-17,-11,-19,-18,-17,-11,-24,-19,-17,-20,-16
322,-16,-21,-17,-6,-17,-17,-22,-18,-14,-18,-26,-9,-3,-17,-1,-12,-9,-14,-17,-7,-25,-20,-16,-23,-12,-21,-16,-7,-19,-13,-15,-13,-19,-19,-16,-19,-13
323,-16,-18,-17,-6,-11,-13,-20,-14,-9,-16,-28,-6,2,-16,-1,-9,-6,-11,-13,-8,-18,-18,-12,-19,-11,-18,-12,-4,-11,-12,-11,-12,-15,-16,-14,-15,-11
324,-12,-15,-13,-4,-8,-10,-16,-9,-5,-11,-26,-4,6,-14,-5,-7,-2,-6,-11,-8,-15,-14,-9,-17,-9,-13,-11,-3,-8,-12,-7,-9,-8,-14,-12,-14,-8
325,-9,-10,-9,-2,-5,-5,-11,-6,2,-6,-21,0,11,-10,-6,-1,3,-3,-6,-7,-12,-9,-6,-11,-5,-4,-9,-1,-3,-10,-4,-4,-1,-9,-8,-12,-3
326,-7,-6,-7,2,-1,1,-4,-1,7,0,-17,3,14,-8,-8,0,6,-1,-4,-5,-8,-3,-3,-8,-1,0,-5,6,1,-5,2,-5,4,-8,-3,-7,-1
327,-5,0,-2,4,2,5,1,4,12,4,-12,6,18,-2,-7,3,13,2,-2,-2,1,2,1,-1,0,2,1,8,6,0,4,0,11,-5,-1,-7,1
328,-1,6,0,7,5,9,6,8,16,9,-7,8,21,2,-5,5,15,9,2,-1,4,6,4,3,3,10,4,9,12,4,8,2,15,1,1,-3,6
329,3,9,4,7,6,13,8,15,20,11,-3,9,23,4,-3,6,19,9,7,2,4,12,4,7,7,14,5,9,14,8,10,8,20,3,4,0,7
330,4,16,7,9,10,17,12,17,22,16,3,8,22,9,-2,9,19,10,7,0,13,19,7,14,10,15,6,9,18,10,11,13,22,4,10,4,10
331,6,18,8,11,11,19,14,20,23,19,9,7,20,11,-2,11,20,9,11,2,17,19,7,18,11,19,8,8,19,10,8,14,24,7,10,6,10
332,8,21,10,11,15,20,18,21,23,23,15,10,19,11,0,9,21,8,15,3,21,21,9,19,13,23,9,8,19,12,9,18,26,8,11,6,11
333,10,21,11,11,14,20,18,20,21,21,16,6,15,11,1,9,16,7,11,5,21,20,7,20,18,24,12,9,22,13,6,18,25,10,11,6,10
334,6,22,12,13,11,18,16,20,19,19,22,6,12,10,4,7,15,6,8,7,21,21,9,21,18,24,9,8,22,14,7,19,23,7,11,5,8
335,5,20,11,11,9,15,18,17,15,18,23,4,7,10,4,2,12,3,7,8,18,20,5,20,18,21,7,7,20,11,5,19,21,10,12,4,4
336,4,20,8,8,7,11,18,13,12,16,24,2,4,7,6,3,9,1,4,8,17,18,2,20,16,20,6,2,15,10,2,19,18,11,7,4,2
337,1,17,7,5,2,8,17,11,5,10,24,-5,-5,6,8,0,4,-1,-1,7,14,14,-1,19,16,14,5,-1,9,7,0,19,11,8,5,3,-2
338,-1,14,4,3,-2,3,11,4,2,8,22,-4,-8,1,10,-3,1,-7,-5,4,8,9,-3,15,16,9,0,-3,7,4,-4,17,6,4,1,2,-5
339,-5,8,0,-1,-6,0,8,-1,-4,4,18,-8,-11,-2,10,-7,-2,-11,-8,3,3,4,-6,10,13,3,-2,-5,1,0,-6,13,1,-1,-3,-2,-8
340,-8,4,-4,-7,-12,-5,3,-4,-7,0,15,-10,-13,-8,11,-9,-5,-12,-11,4,0,-1,-9,6,13,-1,-6,-10,-3,-2,-8,12,-4,-2,-7,-4,-11
341,-10,-2,-10,-8,-15,-7,-2,-6,-13,-7,10,-13,-13,-10,12,-10,-10,-11,-16,1,-1,-4,-11,1,8,-7,-13,-12,-7,-6,-12,9,-9,-5,-7,-5,-14
342,-12,-7,-11,-14,-18,-12,-6,-10,-14,-10,6,-17,-15,-13,8,-14,-11,-15,-19,-3,-6,-9,-14,-4,5,-11,-13,-12,-12,-6,-15,6,-13,-10,-12,-9,-17
343,-14,-11,-14,-15,-18,-13,-9,-15,-14,-14,4,-15,-14,-16,8,-17,-12,-15,-20,-8,-11,-14,-12,-10,3,-15,-16,-12,-15,-10,-17,1,-14,-14,-15,-14,-17
344,-16,-13,-16,-17,-18,-14,-13,-15,-14,-15,-2,-14,-12,-18,7,-16,-11,-16,-18,-8,-11,-15,-13,-11,-1,-16,-15,-11,-15,-12,-16,-2,-15,-14,-16,-13,-16
345,-16,-15,-17,-18,-17,-16,-16,-14,-15,-18,-7,-15,-10,-18,4,-17,-10,-15,-17,-13,-12,-16,-12,-14,-1,-18,-16,-11,-15,-14,-14,-5,-15,-17,-15,-12,-16
346,-18,-13,-18,-19,-18,-16,-18,-14,-12,-15,-11,-15,-7,-16,3,-15,-9,-12,-15,-15,-14,-15,-11,-15,-5,-17,-15,-11,-14,-15,-12,-6,-16,-16,-17,-12,-15
347,-16,-14,-17,-24,-15,-12,-20,-10,-9,-12,-15,-11,-4,-15,-1,-14,-7,-9,-14,-17,-14,-15,-8,-16,-7,-17,-14,-9,-13,-14,-11,-9,-14,-17,-16,-10,-14
348,-14,-14,-14,-24,-13,-8,-17,-7,-7,-13,-14,-8,-1,-14,-2,-8,-2,-6,-10,-19,-9,-13,-9,-15,-8,-16,-14,-6,-13,-14,-9,-10,-11,-15,-12,-9,-12
349,-11,-10,-12,-24,-5,-2,-16,-2,-1,-7,-14,-5,5,-12,-3,-5,2,-1,-3,-21,-7,-9,-6,-12,-9,-12,-9,-1,-7,-9,-6,-9,-6,-10,-10,-8,-6
350,-9,-7,-8,-21,-3,1,-12,-1,3,-3,-14,-2,9,-9,-5,-1,7,-1,-1,-20,-5,-4,-2,-9,-8,-9,-5,3,-4,-8,-3,-8,-3,-9,-9,-4,-2
351,-4,-4,-5,-19,3,6,-7,2,8,1,-15,5,12,-6,-4,2,9,1,6,-19,-1,-1,3,-6,-9,-3,-3,5,0,-5,0,-11,1,-4,-2,1,2
352,2,3,-3,-16,5,9,-3,8,11,5,-12,5,15,-2,-4,5,13,6,8,-19,3,4,3,-3,-8,5,4,10,6,-3,5,-8,5,1,3,2,4
353,6,10,3,-13,8,14,0,12,13,11,-10,11,18,2,-6,10,14,12,11,-17,8,9,8,2,-8,7,9,16,12,3,9,-6,10,7,5,6,7
354,13,10,8,-6,13,17,6,15,16,12,-4,14,19,8,-7,11,17,14,17,-14,10,11,9,6,-3,12,14,17,15,6,12,-3,15,10,10,11,11
355,14,15,9,-5,16,19,9,18,21,18,0,18,16,10,-6,16,19,15,19,-10,13,15,15,8,-1,15,17,18,19,9,15,-2,14,12,12,13,13
356,18,17,10,-2,16,19,12,21,19,19,5,19,15,13,-3,19,19,15,22,-5,16,17,19,15,1,19,19,16,20,9,18,1,17,14,16,16,17
357,19,15,14,2,21,20,16,19,20,22,11,21,16,19,-4,21,20,20,25,-1,15,19,21,16,2,19,20,16,21,14,19,2,19,17,18,19,17
358,21,17,18,9,21,19,18,18,17,19,13,24,10,20,-1,21,17,20,24,2,19,22,22,17,5,23,22,16,21,16,20,4,18,19,20,19,18
359,20,19,20,12,20,15,19,14,14,19,18,22,8,21,-1,21,13,22,19,4,18,23,22,16,8,19,22,16,20,18,21,6,16,21,21,20,19
360,21,15,18,14,18,10,18,12,9,15,20,20,2,18,0,21,10,18,20,10,16,17,16,17,7,16,21,14,19,16,19,8,15,18,20,21,20
361,21,13,19,17,19,7,17,9,9,12,20,14,-1,21,0,18,5,16,18,13,14,14,16,17,9,12,21,9,13,15,17,12,14,18,17,18,20
362,19,10,21,20,16,4,15,6,3,6,22,13,-5,20,1,16,1,15,15,16,11,11,16,14,10,7,19,5,9,16,14,9,9,16,19,18,16
363,16,8,18,20,11,0,11,3,-2,3,23,11,-6,16,1,12,-2,14,12,19,8,9,12,10,9,5,17,2,5,13,13,9,6,15,19,14,14
364,12,2,15,21,10,-3,5,-4,-6,-2,19,6,-8,15,1,8,-6,8,10,18,3,2,8,5,10,1,13,-3,0,9,11,9,1,11,14,15,10
365,11,-4,14,19,6,-8,1,-8,-9,-6,15,3,-13,12,4,4,-8,4,5,18,1,0,7,2,8,-2,11,-8,-2,4,7,8,-5,7,9,10,8
366,7,-6,12,19,2,-13,-3,-8,-11,-9,12,2,-15,8,2,2,-13,2,1,17,-5,-3,4,-2,6,-7,7,-9,-7,-1,5,4,-8,4,6,4,7
367,4,-8,7,14,0,-13,-5,-11,-13,-13,6,-3,-15,4,1,0,-13,-1,-2,17,-8,-5,-1,-6,4,-8,1,-14,-12,-1,3,2,-10,1,3,2,3
368,0,-12,4,11,-4,-13,-9,-15,-14,-15,0,-6,-14,1,3,-5,-15,-3,-6,15,-10,-9,-4,-8,2,-9,-1,-13,-12,-6,-4,1,-13,-1,-2,-2,1
369,-2,-12,1,13,-5,-17,-11,-16,-15,-17,-4,-10,-11,-2,0,-5,-14,-7,-6,13,-14,-12,-5,-10,-1,-14,-6,-15,-17,-7,-6,-4,-16,-4,-2,-4,-5
370,-5,-15,1,7,-6,-16,-12,-13,-15,-16,-9,-11,-11,-2,-3,-9,-11,-11,-8,10,-15,-14,-6,-12,-6,-14,-7,-13,-17,-12,-7,-7,-15,-4,-5,-5,-8
371,-8,-14,-4,7,-9,-14,-14,-15,-13,-15,-14,-10,-6,-6,-1,-11,-11,-11,-11,8,-16,-15,-8,-15,-10,-13,-10,-15,-17,-14,-8,-11,-14,-6,-6,-8,-9
372,-9,-13,-7,3,-12,-12,-15,-14,-9,-15,-17,-11,-4,-12,-2,-12,-8,-13,-12,7,-16,-16,-8,-14,-13,-13,-12,-11,-16,-13,-13,-14,-11,-7,-5,-12,-9
373,-10,-14,-10,3,-10,-9,-12,-10,-6,-14,-16,-10,-1,-10,-6,-11,-6,-11,-11,4,-12,-14,-10,-13,-12,-11,-12,-9,-15,-14,-10,-15,-11,-10,-4,-9,-10
374,-11,-10,-11,2,-9,-6,-13,-8,-4,-9,-17,-8,4,-12,-8,-12,-1,-10,-11,5,-10,-13,-9,-12,-14,-8,-12,-7,-11,-13,-10,-20,-9,-8,-2,-10,-9
375,-12,-8,-9,1,-10,-1,-9,-5,-3,-7,-18,-8,6,-12,-10,-10,1,-7,-11,6,-5,-9,-9,-9,-17,-5,-11,-3,-7,-14,-11,-20,-5,-8,-5,-10,-9
376,-10,-4,-10,-2,-7,4,-7,-1,2,-2,-17,-6,9,-9,-12,-6,5,-10,-10,4,-3,-5,-9,-7,-18,-1,-11,-1,-3,-12,-9,-20,-2,-8,-6,-8,-9
377,-7,-1,-9,0,-5,5,-3,3,5,1,-13,-3,10,-10,-12,-5,8,-4,-8,4,2,-4,-5,-4,-22,2,-8,1,3,-8,-9,-20,2,-8,-7,-7,-4
378,-6,5,-9,3,-3,10,0,5,8,3,-9,1,14,-9,-13,0,10,-2,-6,6,4,2,-4,0,-21,3,-6,3,3,-3,-6,-20,6,-4,-5,-5,-1
379,-5,9,-6,2,-5,12,3,8,6,6,-8,0,14,-7,-11,1,11,-2,-4,2,7,5,-1,1,-20,5,-3,9,7,0,-2,-18,7,-2,-7,0,0
380,-1,8,-4,3,1,13,4,10,9,10,-5,3,14,-5,-12,2,11,1,0,4,11,8,-2,5,-18,8,-1,8,11,2,-2,-16,11,2,-3,2,4
381,0,11,-1,6,1,13,8,11,9,13,2,7,11,-4,-8,5,13,5,2,5,13,12,4,8,-19,9,1,9,12,4,1,-12,12,2,-1,1,5
382,2,12,1,9,5,13,11,12,10,14,5,6,9,0,-7,6,12,7,4,6,14,13,7,10,-16,10,2,11,12,9,4,-12,10,3,1,6,4
383,5,13,1,7,5,13,10,15,11,13,10,9,7,4,-2,7,11,7,6,8,15,14,9,12,-13,12,8,10,13,11,7,-8,9,5,0,7,8
384,7,11,3,9,7,9,11,13,7,11,11,9,4,6,0,11,6,11,6,7,15,12,8,13,-9,11,7,10,11,15,6,-3,8,8,2,6,9
385,9,10,6,9,8,8,11,11,7,11,14,9,0,7,5,11,3,8,9,6,14,10,9,14,-5,10,12,7,10,14,6,2,10,7,5,9,10
386,8,8,8,7,7,4,11,9,5,8,14,8,-3,7,10,10,1,7,6,9,11,10,6,13,1,7,10,5,9,12,10,6,2,8,5,9,8
387,9,6,8,7,5,0,10,7,-2,6,14,7,-5,10,14,10,-4,10,7,6,8,9,6,9,4,6,12,4,7,11,10,7,1,7,8,12,9
388,8,2,9,4,6,-3,6,2,-5,4,11,4,-10,9,14,8,-5,7,8,3,4,6,6,6,7,1,14,1,2,10,9,13,-2,8,8,11,6
389,10,-1,10,2,5,-6,6,-4,-6,1,10,6,-13,9,19,6,-9,3,6,3,-1,2,4,4,11,-3,11,-1,-2,5,8,15,-5,7,8,9,6
390,7,-3,10,1,3,-8,4,-6,-8,-4,7,1,-13,8,24,6,-10,0,2,1,-4,-3,3,0,16,-7,8,-7,-5,2,5,19,-6,6,7,10,3
391,4,-7,8,-3,0,-12,-1,-8,-12,-7,4,0,-15,6,23,3,-13,0,0,1,-8,-7,2,-7,17,-8,8,-11,-6,0,2,20,-9,3,6,6,1
392,1,-9,5,-6,-3,-13,-4,-11,-14,-9,1,-4,-15,5,23,1,-14,-2,-2,-2,-11,-9,-2,-8,21,-8,5,-15,-10,-2,0,19,-10,1,3,1,-2
393,0,-13,4,-8,-6,-14,-7,-13,-14,-11,-2,-8,-14,1,24,-2,-16,-6,-6,-9,-12,-11,-5,-8,21,-12,1,-16,-11,-6,-3,21,-9,2,2,-3,-6
394,-3,-14,1,-11,-8,-14,-10,-12,-13,-12,-6,-11,-14,-3,24,-7,-14,-9,-10,-12,-12,-11,-6,-11,18,-11,-3,-14,-10,-10,-6,20,-12,-5,0,-8,-10
395,-4,-14,-3,-13,-10,-13,-12,-16,-13,-15,-6,-13,-13,-6,24,-10,-14,-13,-10,-16,-12,-13,-10,-14,22,-12,-6,-15,-9,-12,-9,16,-11,-6,-3,-11,-12
396,-7,-14,-6,-18,-12,-13,-10,-14,-13,-14,-11,-15,-11,-9,19,-12,-13,-13,-12,-19,-13,-14,-12,-15,18,-13,-8,-14,-10,-13,-12,17,-11,-11,-8,-13,-13
397,-12,-12,-11,-23,-17,-10,-9,-13,-8,-12,-13,-17,-5,-13,14,-14,-10,-17,-14,-22,-16,-13,-13,-14,15,-14,-13,-13,-9,-14,-17,15,-8,-13,-12,-16,-15
398,-13,-14,-13,-25,-16,-8,-8,-12,-5,-12,-13,-18,-2,-16,15,-16,-6,-20,-19,-22,-13,-11,-18,-12,13,-7,-15,-13,-8,-14,-16,12,-5,-16,-15,-17,-18
399,-15,-11,-16,-27,-17,-5,-8,-7,-3,-13,-14,-17,3,-20,7,-18,-1,-19,-20,-26,-12,-9,-18,-12,11,-8,-18,-8,-6,-14,-21,9,-5,-17,-19,-20,-22
400,-19,-8,-19,-28,-21,0,-7,-4,0,-8,-13,-17,6,-20,3,-20,3,-21,-20,-26,-8,-7,-20,-9,7,-6,-20,-4,-4,-14,-21,7,-1,-20,-19,-23,-22
401,-20,-5,-21,-25,-19,2,-7,0,6,-6,-10,-19,12,-22,-5,-21,6,-19,-22,-24,-5,-4,-19,-6,7,-2,-23,0,0,-12,-22,5,1,-21,-22,-22,-20
402,-23,1,-23,-23,-17,7,-4,5,10,0,-9,-19,14,-23,-11,-22,10,-17,-19,-24,0,-2,-18,0,4,2,-21,4,3,-10,-18,3,3,-22,-24,-20,-20
403,-23,6,-21,-20,-17,9,0,8,14,2,-3,-17,15,-21,-15,-15,12,-16,-18,-19,2,4,-18,1,2,6,-21,6,6,-5,-20,0,5,-20,-22,-21,-19
404,-21,6,-24,-14,-16,13,6,11,15,7,-2,-15,16,-19,-20,-15,15,-16,-15,-15,7,5,-18,6,3,10,-19,13,11,-1,-18,-3,7,-21,-19,-21,-15
405,-19,11,-20,-9,-14,17,8,11,17,10,0,-10,15,-19,-23,-15,16,-10,-12,-11,11,9,-12,11,-1,12,-16,17,14,2,-13,-3,7,-21,-15,-20,-15
406,-17,12,-18,-4,-12,18,12,15,18,14,3,-4,18,-14,-29,-9,19,-8,-6,-6,14,12,-11,10,-3,16,-13,18,15,6,-10,-3,8,-19,-13,-19,-9
407,-13,16,-15,0,-6,20,11,16,16,15,9,-4,18,-12,-31,-5,17,-4,-2,1,18,11,-10,13,-2,17,-11,20,16,10,-8,-2,8,-14,-11,-10,-5
408,-9,17,-10,6,-2,19,14,16,14,15,10,1,14,-6,-32,-1,15,-1,0,5,21,14,-4,13,-3,15,-6,21,15,14,-3,1,7,-10,-8,-7,1
409,-5,16,-7,10,3,19,16,15,14,15,14,6,11,-2,-30,3,13,3,5,13,21,14,1,14,2,16,-2,20,14,17,2,4,9,-4,-3,-3,4
410,-2,16,-4,16,6,16,16,15,10,15,15,10,8,2,-29,9,14,8,10,14,18,13,6,17,-1,16,3,18,15,18,5,6,9,2,2,1,5
411,4,15,2,19,7,14,16,15,8,14,14,14,5,5,-27,9,9,9,14,15,18,12,10,14,2,15,7,16,13,21,8,7,8,4,6,5,10
412,7,12,6,21,13,9,12,12,4,11,16,18,0,10,-22,13,5,10,16,19,14,10,14,14,4,10,10,15,9,21,12,9,5,11,11,9,13
413,11,11,11,21,15,5,9,9,1,7,16,19,-3,13,-17,16,2,14,18,20,11,6,17,11,6,6,14,10,6,20,14,9,3,14,14,14,16
414,12,6,13,23,14,0,8,4,-1,7,12,21,-9,16,-11,17,0,17,20,20,6,2,18,9,8,5,17,5,2,16,15,9,1,17,13,14,17
415,17,-1,17,19,19,-5,7,-1,-5,2,9,20,-11,16,-6,19,-4,18,19,20,3,0,19,6,11,0,17,2,0,13,17,7,-1,20,16,18,16
416,18,-4,16,17,20,-7,3,-2,-8,-2,8,20,-12,20,0,21,-4,19,18,16,0,-2,22,1,13,-2,19,-1,-3,9,16,6,-4,22,17,20,17
417,21,-4,19,13,19,-12,0,-6,-9,-4,4,19,-14,20,7,22,-7,19,18,15,-6,-3,22,-2,11,-5,20,-5,-6,4,18,7,-5,22,19,22,18
418,21,-8,18,9,18,-12,-3,-7,-13,-4,2,17,-12,20,10,19,-10,17,22,12,-9,-8,20,-4,7,-9,19,-10,-10,2,18,6,-7,19,18,19,17
419,20,-10,17,4,17,-12,-5,-11,-14,-8,-1,16,-13,21,16,18,-13,15,18,6,-10,-11,20,-7,6,-11,18,-13,-11,-2,14,0,-6,19,18,19,15
420,17,-13,17,2,16,-15,-9,-12,-11,-11,-7,12,-11,19,18,16,-13,15,14,3,-13,-11,18,-10,5,-12,18,-15,-11,-5,15,-4,-9,17,18,18,16
421,16,-13,16,-4,16,-14,-11,-12,-12,-10,-9,8,-10,17,21,14,-13,12,14,-3,-14,-13,15,-9,-2,-14,14,-17,-14,-10,13,-6,-8,14,16,16,13
422,15,-12,17,-6,14,-13,-11,-11,-11,-9,-9,7,-7,15,19,9,-10,10,9,-6,-17,-11,10,-12,-6,-13,12,-20,-12,-13,9,-9,-5,16,12,13,8
423,11,-13,13,-9,10,-11,-11,-12,-8,-9,-12,6,-4,12,20,8,-10,7,9,-11,-15,-9,8,-14,-11,-13,8,-18,-11,-15,9,-13,-4,9,10,11,5
424,8,-10,11,-11,7,-10,-12,-9,-7,-8,-13,2,-3,11,19,5,-5,5,7,-11,-15,-8,6,-12,-16,-12,8,-16,-11,-14,9,-16,-4,8,9,6,6
425,7,-8,8,-10,7,-7,-12,-6,-5,-7,-13,2,1,7,17,2,-3,2,3,-15,-12,-8,0,-10,-19,-9,7,-13,-9,-16,4,-21,-2,5,8,3,5
426,3,-5,5,-8,2,-3,-11,-6,-3,-4,-12,-1,6,6,15,-1,0,2,-1,-14,-8,-6,-1,-7,-21,-6,6,-8,-7,-16,4,-22,2,3,4,2,1
427,2,-3,5,-6,2,0,-9,-4,1,-3,-12,-3,9,3,12,-1,3,1,0,-15,-7,-4,-1,-7,-24,-2,3,-6,-5,-13,3,-25,5,2,1,1,0
428,3,-1,4,-6,0,1,-3,-1,4,-2,-9,0,11,1,11,-1,7,1,-3,-15,-4,-2,-1,-3,-28,1,2,-3,2,-11,4,-25,6,-1,0,-2,1
429,3,1,4,-4,-2,6,1,3,7,2,-6,0,12,1,6,-1,6,-2,-3,-12,0,3,-2,0,-29,3,0,1,1,-8,1,-22,11,-2,-1,-2,4
430,-1,4,2,2,-2,9,4,3,10,4,-4,1,13,-1,3,-2,10,1,-2,-7,4,4,-3,6,-27,4,0,4,7,-5,4,-22,12,-1,0,-2,1
431,0,7,1,4,-2,10,4,8,13,5,0,2,14,0,-3,-2,12,4,-1,-4,6,8,1,6,-23,8,0,5,10,-1,2,-20,14,1,0,0,2
432,3,10,2,8,2,10,8,11,10,8,0,1,12,3,-5,1,13,1,-1,1,9,9,3,11,-20,10,1,8,11,3,3,-15,14,3,1,-1,1
433,4,11,1,11,1,11,11,11,10,9,4,2,12,2,-8,1,11,3,0,8,12,10,5,12,-15,9,2,13,11,6,7,-10,13,3,1,2,2
434,2,11,2,11,2,12,11,11,12,10,9,5,9,1,-10,7,13,5,1,11,11,9,5,13,-9,11,3,11,12,7,7,-6,10,4,2,4,4
435,6,11,3,15,5,8,9,9,11,12,10,4,3,4,-9,8,10,7,2,14,10,10,7,11,-4,10,6,13,9,10,8,0,12,7,5,5,8
436,6,10,4,16,7,6,11,8,7,9,12,3,1,6,-8,8,7,7,6,19,9,9,9,12,2,8,6,9,8,11,6,3,8,7,4,5,9
437,8,7,4,19,8,6,11,7,5,8,11,2,-2,8,-8,9,5,10,5,21,7,8,8,12,9,8,6,9,7,11,7,9,7,8,7,10,9
