,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
140,10,-17,15,4,4,-13,-11,-15,-10,-19,-23,-1,-3,17,-9,3,-9,3,3,3,-19,-17,5,-16,4,-12,6,-11,-14,-19,5,2,-17,13,12,7,3
141,5,-13,11,3,0,-9,-13,-13,-8,-15,-21,-5,-1,11,-13,-2,-6,-3,-2,1,-15,-12,1,-17,6,-14,1,-8,-12,-17,0,4,-13,8,7,2,-1
142,1,-10,5,1,-7,-5,-9,-10,-3,-12,-20,-10,5,5,-17,-5,-3,-6,-6,0,-14,-10,-5,-12,5,-10,-4,-8,-11,-13,-7,-1,-9,3,2,0,-7
143,-4,-7,0,0,-11,-1,-7,-8,0,-6,-18,-12,7,-1,-19,-10,1,-13,-13,0,-10,-7,-7,-10,2,-6,-8,-2,-7,-12,-11,1,-8,-4,-2,-6,-12
144,-7,-5,-7,-3,-14,2,-4,-3,2,-2,-13,-17,7,-6,-22,-14,4,-18,-15,-2,-5,-4,-12,-5,3,-2,-11,3,-3,-8,-13,-2,-5,-6,-8,-8,-14
145,-10,1,-10,-2,-18,5,-3,0,7,-1,-10,-20,8,-10,-23,-19,7,-19,-21,-3,-3,-1,-15,-3,2,2,-17,2,-2,-2,-17,-3,-1,-10,-13,-13,-17
146,-14,4,-13,-2,-21,7,1,2,7,2,-5,-21,5,-15,-23,-21,9,-21,-20,-3,1,0,-16,-1,0,1,-18,4,0,-1,-20,-5,2,-13,-17,-18,-19
147,-21,6,-18,-1,-22,8,0,7,7,2,-2,-23,9,-19,-25,-21,8,-21,-22,-3,5,1,-18,3,-3,3,-22,4,4,4,-22,-3,4,-15,-17,-21,-22
148,-23,5,-17,-2,-24,9,1,6,8,4,1,-23,7,-21,-23,-23,9,-22,-23,-1,9,5,-21,6,-3,6,-23,7,7,4,-24,-6,4,-16,-21,-21,-24
149,-23,8,-22,-2,-27,9,2,8,9,6,4,-23,4,-23,-23,-25,8,-23,-23,-3,10,4,-22,9,-5,6,-24,7,6,6,-24,-6,7,-20,-22,-22,-25
150,-23,8,-22,-3,-26,6,1,8,8,7,8,-20,2,-25,-15,-23,5,-22,-22,-3,10,8,-22,8,-6,4,-25,6,6,9,-25,-5,9,-21,-21,-23,-23
151,-25,4,-23,-1,-23,5,2,10,7,9,10,-18,0,-23,-14,-23,2,-20,-18,-1,10,7,-20,9,-6,7,-24,5,5,9,-19,-2,9,-20,-25,-23,-21
152,-22,6,-22,-4,-20,4,4,8,4,7,11,-14,-1,-20,-7,-21,4,-17,-13,-2,8,5,-18,9,-4,6,-19,3,4,10,-17,1,7,-20,-21,-20,-19
153,-20,5,-21,-5,-18,2,3,7,2,6,11,-14,-2,-18,-3,-15,1,-14,-9,-4,7,5,-16,8,-1,6,-19,1,3,9,-15,5,6,-18,-20,-21,-18
154,-17,2,-18,-5,-12,2,2,4,1,5,13,-8,-3,-17,0,-13,-1,-11,-5,-6,4,4,-13,5,-1,4,-15,0,2,6,-12,8,6,-16,-16,-17,-14
155,-14,2,-14,-6,-11,1,2,2,-2,3,11,-3,-4,-15,3,-9,-3,-8,-3,-5,2,1,-10,4,2,0,-13,-2,-1,6,-9,10,4,-15,-12,-13,-11
156,-11,-2,-14,-6,-4,-4,1,-2,-5,1,8,-1,-6,-10,10,-8,-4,-7,0,-7,0,1,-6,0,4,-2,-12,-7,0,1,-6,12,2,-11,-9,-9,-7
157,-8,-3,-10,-5,-1,-2,-2,-3,-8,-1,6,1,-6,-7,15,-1,-6,-3,2,-5,-2,1,-4,2,6,-2,-7,-9,-2,-2,-2,14,0,-9,-7,-6,-3
158,-3,-5,-6,-9,3,-2,-4,-4,-8,-1,3,7,-5,-5,16,0,-6,1,3,-8,-3,-2,0,-3,10,-4,-4,-11,-4,-7,2,18,-1,-4,-4,-3,-3
159,-2,-4,-4,-10,5,-4,-4,-3,-5,-1,-2,8,-3,1,21,0,-6,1,4,-11,-5,-3,1,-4,13,-8,-1,-12,-6,-9,4,21,-1,-2,-1,-1,1
160,3,-5,-1,-11,7,-4,-4,-5,-4,-2,-4,7,1,1,20,5,-5,3,3,-12,-6,-6,4,-5,15,-7,-1,-12,-4,-10,4,22,-1,0,0,3,2
161,5,-8,1,-12,7,-4,-5,-6,-3,-3,-6,7,2,4,20,8,-3,2,1,-11,-6,-5,5,-6,16,-7,2,-10,-4,-11,4,23,-2,4,1,4,5
162,6,-6,2,-15,7,-2,-7,-3,-2,-4,-5,4,4,7,18,8,-2,4,3,-14,-4,-2,4,-6,17,-8,4,-11,-1,-16,5,19,-2,4,3,6,4
163,5,-4,6,-17,5,-1,-6,-1,1,-1,-8,4,8,6,17,8,3,3,2,-15,-4,-1,5,-6,17,-7,5,-10,-2,-15,4,18,-2,7,4,4,3
164,8,0,6,-16,4,2,-3,2,2,2,-9,2,12,4,16,3,6,2,0,-14,-4,-1,3,-4,17,-6,4,-7,3,-13,4,16,3,5,5,4,3
165,7,1,6,-16,0,5,1,5,7,2,-7,-1,15,4,10,4,8,0,-5,-15,1,4,3,-1,16,-3,3,-6,6,-12,4,15,6,3,5,2,2
166,6,5,5,-15,0,11,2,8,12,6,-7,-4,17,3,4,2,11,1,-6,-16,5,3,1,3,16,0,1,-2,7,-9,6,12,8,3,3,0,2
167,4,7,4,-15,-2,11,6,10,16,7,-3,-7,20,0,0,0,14,0,-6,-14,7,7,-1,6,14,4,1,2,11,-9,1,8,11,1,1,0,1
168,2,11,2,-12,-3,13,7,13,18,12,0,-9,22,0,-3,0,19,-2,-10,-12,10,12,-3,9,10,8,-1,6,14,-5,-1,7,15,-3,-1,-1,-1
169,-3,17,0,-9,-5,18,11,14,22,15,3,-9,20,-2,-8,-3,19,-5,-9,-11,15,15,-5,14,6,13,-2,8,17,-2,-2,4,18,-4,-1,-4,-4
170,-4,21,-1,-5,-7,18,13,15,24,17,7,-10,21,-2,-11,-5,22,-5,-7,-8,15,17,-5,18,4,14,-2,12,17,2,-3,2,19,-7,-3,-6,-4
171,-6,21,-2,-4,-8,20,17,21,24,19,10,-9,20,-6,-13,-3,21,-6,-9,-4,19,20,-6,19,2,18,-5,15,21,4,-6,1,20,-5,-3,-5,-5
172,-6,20,-4,2,-6,20,22,20,21,18,12,-9,20,-6,-14,-4,21,-5,-8,0,19,20,-7,23,2,21,-4,17,23,8,-5,-2,21,-5,-5,-6,-7
173,-7,21,-4,6,-6,20,20,21,17,18,16,-6,16,-7,-16,-5,20,-2,-5,1,21,23,-6,24,0,22,-3,18,21,12,-3,-3,20,-5,-5,-6,-3
174,-8,22,-5,6,-3,19,19,19,18,18,19,-3,13,-3,-16,-2,18,-1,-3,2,20,21,-4,23,-1,22,-1,20,19,16,-2,-5,19,-5,-3,-5,-1
175,-4,20,-5,9,0,19,18,18,15,19,21,-1,9,-3,-11,1,16,0,1,8,21,20,-1,20,-1,23,-2,21,18,18,-1,-6,17,-5,-4,-3,-1
176,-3,19,-4,11,2,12,20,15,10,17,23,6,3,-4,-9,1,12,1,4,10,20,18,1,21,-3,22,-1,18,14,18,1,-7,13,-4,-1,-2,4
177,0,15,-3,12,4,10,18,11,7,13,22,9,2,0,-5,5,6,5,8,14,16,15,5,16,-5,17,1,15,10,18,4,-7,8,-1,2,0,6
178,2,10,0,14,10,7,14,7,-1,10,23,13,-3,1,-1,8,0,8,13,15,13,10,6,16,-5,14,3,15,8,17,8,-7,4,2,4,4,8
179,6,8,3,12,13,3,10,5,-2,7,20,18,-10,4,3,9,-7,10,14,15,10,6,10,10,-3,12,6,12,2,16,9,-5,0,8,8,7,10
180,9,4,4,12,14,-2,8,2,-8,3,17,20,-13,7,11,13,-6,14,17,13,5,-2,15,7,-2,6,9,9,-1,14,12,-7,-3,10,11,11,16
181,13,0,9,12,13,-6,3,-3,-9,-2,16,21,-14,12,12,18,-9,16,19,11,-1,-4,18,2,-5,-1,11,5,-4,12,14,-4,-6,11,12,13,19
182,15,-3,12,10,18,-8,-2,-6,-13,-5,10,22,-16,14,15,20,-13,16,21,9,-4,-8,21,-5,-3,-5,12,4,-6,8,14,-7,-10,15,14,17,20
183,16,-8,15,7,19,-11,-6,-9,-16,-10,8,24,-18,14,16,19,-14,19,23,11,-7,-13,19,-8,-5,-9,13,0,-11,6,18,-5,-11,17,17,18,18
184,20,-12,17,2,16,-16,-11,-12,-19,-12,2,23,-18,16,18,19,-16,19,21,10,-9,-16,20,-12,-5,-12,17,-5,-14,4,16,-5,-14,17,16,20,20
185,19,-15,19,2,18,-19,-18,-16,-19,-17,-3,18,-19,16,20,17,-16,17,21,8,-15,-18,21,-16,-8,-18,17,-6,-15,-2,15,-4,-19,21,18,20,20
186,19,-15,20,0,16,-20,-18,-17,-19,-18,-9,18,-18,17,19,16,-15,15,23,6,-19,-17,20,-17,-8,-18,14,-8,-17,-3,15,-4,-19,23,19,20,17
187,19,-17,19,-1,15,-17,-20,-15,-19,-17,-8,18,-13,18,16,15,-18,15,18,6,-17,-18,19,-20,-9,-20,14,-9,-18,-3,15,-7,-20,19,19,19,17
188,19,-19,19,-3,12,-16,-19,-15,-17,-18,-14,12,-13,17,14,14,-15,12,13,4,-16,-20,13,-17,-9,-18,15,-8,-20,-5,13,-6,-21,18,19,18,13
189,17,-19,20,-3,11,-15,-21,-14,-15,-17,-19,8,-8,16,10,11,-12,11,12,0,-18,-19,11,-18,-11,-17,14,-9,-19,-10,10,-9,-17,16,18,15,11
190,13,-16,16,-2,7,-12,-20,-13,-13,-16,-22,5,-6,10,5,10,-10,6,11,0,-17,-15,10,-18,-12,-16,13,-8,-17,-6,9,-9,-16,12,17,14,9
191,10,-14,13,-2,5,-9,-17,-10,-8,-14,-20,3,-2,9,0,6,-7,2,8,0,-13,-15,6,-14,-14,-12,11,-7,-12,-7,7,-12,-11,9,13,10,6
192,6,-11,10,-1,1,-5,-16,-4,-5,-9,-22,1,1,8,-2,2,-5,3,3,-1,-12,-11,5,-13,-17,-8,9,-5,-11,-9,3,-13,-6,6,12,7,3
193,6,-9,7,4,0,-3,-11,-3,-2,-6,-23,1,4,5,-6,2,-4,-1,0,0,-9,-5,3,-11,-18,-5,7,-4,-5,-10,2,-15,0,5,6,6,0
194,6,-8,8,3,-3,1,-8,0,1,-3,-21,-1,8,6,-10,0,1,-2,0,0,-5,-1,0,-5,-15,0,5,-2,-1,-8,-2,-13,1,3,3,4,-2
195,2,-1,5,6,-1,4,-2,3,5,-1,-16,-2,11,2,-12,-2,4,-1,-1,-1,-3,0,2,-4,-16,2,4,0,2,-5,-2,-12,4,2,0,3,0
196,0,3,2,9,-1,6,2,3,6,4,-14,-4,9,1,-15,-1,5,-2,-2,2,2,6,-3,0,-14,4,3,4,5,-3,-3,-11,8,-1,-1,0,-1
197,-2,6,1,10,-4,7,5,5,8,7,-11,-3,7,0,-15,-3,7,-4,-5,5,2,8,-4,3,-11,6,1,5,7,-1,-2,-10,12,-4,-5,-2,-3
198,-3,8,0,14,0,9,8,6,9,9,-5,-5,8,-3,-15,-2,11,-3,-4,8,6,11,-2,4,-10,10,0,6,11,2,-3,-8,11,-4,-7,-4,-3
199,-4,10,-3,13,-1,6,10,6,10,8,-2,-5,9,-3,-15,-5,11,-3,-9,11,7,9,-3,9,-6,11,0,5,13,3,-5,-5,12,-4,-8,-6,-3
200,-4,10,-4,16,-3,8,13,8,10,8,2,-4,5,-6,-12,-6,9,-5,-6,12,7,9,-6,11,-3,11,-1,9,13,2,-5,-1,12,-7,-5,-6,-5
201,-5,10,-7,14,-3,7,13,7,10,8,4,-4,2,-4,-10,-2,5,-4,-7,13,8,9,-4,9,2,11,-3,9,12,4,-3,1,10,-8,-5,-5,-4
202,-3,9,-6,14,-5,6,12,6,6,7,9,-5,-1,-4,-7,-2,3,-4,-6,13,8,8,-3,8,5,11,-2,9,10,7,-2,4,7,-6,-5,-6,-1
203,-5,7,-5,12,-3,4,12,3,5,4,10,-4,-6,-6,-3,-3,1,-2,-6,17,5,6,-5,8,5,8,-1,6,7,9,-4,9,2,-7,-6,-5,-5
204,-4,4,-6,12,-4,1,10,0,2,2,11,-3,-10,-6,4,-3,-2,-3,-6,16,3,3,-6,6,9,5,-1,7,4,12,-6,10,-1,-7,-4,-6,-4
205,-5,2,-4,10,-7,-2,7,1,-1,-1,13,-6,-11,-4,6,-5,-6,-4,-6,15,0,2,-6,4,10,1,-4,4,2,9,-6,12,-4,-5,-1,-7,-6
206,-6,-2,-6,7,-5,-6,2,-4,-6,-3,12,-8,-17,-4,6,-2,-7,-5,-7,13,-2,-3,-6,1,14,-3,-4,3,0,10,-4,14,-6,-6,-3,-6,-3
207,-4,-2,-8,4,-6,-8,-3,-8,-10,-7,8,-8,-17,-6,12,-6,-9,-7,-5,9,-5,-7,-8,-2,14,-6,-3,-3,-6,11,-5,13,-10,-6,-3,-4,-4
208,-3,-5,-8,2,-4,-13,-5,-9,-11,-10,7,-9,-19,-5,15,-8,-14,-6,-5,4,-6,-8,-5,-5,14,-10,-3,-3,-9,9,-6,12,-13,-9,-1,-5,-6
209,-7,-11,-6,-3,-8,-15,-9,-10,-16,-13,7,-11,-20,-6,14,-8,-16,-9,-9,2,-11,-12,-6,-8,15,-11,-4,-6,-12,5,-5,12,-13,-6,-3,-5,-9
210,-9,-13,-6,-7,-7,-14,-11,-13,-14,-16,3,-12,-18,-10,13,-7,-14,-10,-7,-5,-15,-12,-8,-14,10,-13,-6,-9,-12,1,-6,10,-15,-7,-4,-6,-9
211,-11,-11,-7,-11,-11,-13,-13,-16,-14,-17,-3,-13,-14,-11,12,-10,-14,-10,-10,-7,-15,-15,-11,-14,10,-13,-7,-11,-17,-2,-10,7,-16,-7,-7,-8,-12
212,-10,-13,-9,-16,-12,-12,-15,-15,-15,-17,-4,-15,-10,-11,8,-11,-12,-14,-11,-11,-12,-15,-12,-13,10,-14,-10,-13,-16,-5,-12,6,-18,-11,-9,-8,-14
213,-13,-14,-10,-19,-14,-12,-14,-16,-13,-13,-7,-15,-6,-14,7,-12,-8,-15,-10,-15,-15,-15,-10,-12,8,-14,-11,-17,-14,-7,-12,0,-15,-12,-8,-8,-16
214,-13,-15,-11,-22,-14,-9,-13,-13,-10,-14,-9,-17,-4,-16,4,-13,-8,-15,-11,-19,-15,-14,-12,-13,5,-12,-12,-20,-14,-9,-14,0,-12,-13,-10,-8,-16
215,-12,-12,-9,-23,-14,-6,-15,-9,-8,-12,-12,-15,3,-15,-1,-14,-5,-16,-12,-22,-11,-14,-13,-14,1,-10,-13,-20,-14,-13,-13,-2,-8,-12,-14,-9,-17
216,-13,-9,-12,-24,-15,-2,-12,-5,-4,-9,-10,-14,5,-18,-5,-15,-3,-18,-9,-22,-5,-10,-15,-13,-2,-9,-12,-21,-9,-16,-15,-3,-5,-12,-14,-8,-17
217,-14,-8,-15,-25,-15,2,-9,-3,0,-3,-10,-12,8,-17,-5,-16,1,-17,-11,-24,-4,-7,-13,-11,-1,-6,-15,-22,-7,-19,-17,-4,0,-14,-16,-9,-16
218,-14,-4,-15,-23,-14,7,-6,1,4,2,-8,-11,14,-17,-8,-15,4,-15,-12,-23,-2,-2,-13,-7,-3,0,-14,-21,-2,-21,-15,-2,5,-12,-18,-12,-15
219,-14,-1,-13,-20,-13,10,-5,3,8,4,-6,-8,16,-17,-13,-11,8,-13,-11,-21,0,-2,-12,-4,-2,3,-15,-20,5,-21,-16,-2,8,-13,-17,-13,-11
220,-11,3,-14,-17,-10,14,1,7,11,8,-5,-6,18,-15,-13,-7,13,-11,-8,-17,5,2,-10,0,-3,4,-13,-17,7,-20,-15,-1,9,-11,-15,-10,-13
221,-10,5,-14,-15,-11,18,6,10,15,11,-4,-2,20,-14,-14,-5,14,-6,-7,-14,11,8,-9,3,-2,5,-11,-12,11,-20,-11,1,10,-10,-13,-10,-9
222,-8,9,-12,-9,-8,19,9,13,18,15,-1,0,22,-11,-14,-2,17,-3,-5,-13,16,10,-7,6,-2,9,-10,-10,12,-19,-7,6,11,-9,-11,-9,-7
223,-7,13,-10,-5,-4,21,11,15,17,16,3,6,22,-6,-15,1,19,-1,-1,-9,17,13,-3,11,0,12,-5,-4,17,-16,-5,6,16,-7,-9,-6,-3
224,-5,16,-6,-2,1,19,13,17,20,18,6,7,20,-4,-13,3,20,6,2,-5,19,17,-1,15,4,16,1,2,20,-14,-1,8,17,-6,-4,-5,3
225,-1,16,-4,0,3,22,17,19,19,19,8,9,21,0,-13,7,18,9,6,-2,18,17,0,16,8,18,4,2,20,-11,2,11,16,2,-1,-1,5
226,3,19,1,5,5,19,19,20,20,19,11,12,19,4,-9,8,20,9,7,3,19,17,4,20,10,22,4,10,20,-5,8,13,17,3,2,0,5
227,6,20,4,6,9,14,18,21,15,20,16,15,13,9,-3,12,15,12,8,4,19,18,8,20,10,21,8,12,20,0,9,14,15,3,5,2,10
228,9,19,7,10,12,15,17,18,17,18,17,14,11,11,0,15,13,13,11,4,21,18,9,20,12,17,11,13,20,5,13,17,13,6,11,6,12
229,10,20,10,8,13,11,18,12,14,15,16,14,7,13,5,16,11,13,12,7,17,18,12,19,15,15,13,17,17,7,15,18,13,12,11,9,11
230,11,18,11,9,15,9,18,14,12,16,17,13,5,15,8,15,9,15,12,8,13,17,15,18,15,16,12,17,14,11,17,16,12,10,13,11,11
231,12,15,14,8,14,5,18,12,10,11,18,12,5,16,10,13,5,12,12,7,10,15,15,19,16,12,15,18,11,16,15,18,10,13,15,10,14
232,15,10,15,7,12,3,17,6,7,9,17,11,-1,16,14,13,0,13,11,6,8,10,12,16,19,8,16,17,7,19,13,15,5,12,15,11,15
233,16,5,13,8,11,-1,16,4,2,6,13,9,-2,16,15,9,-3,11,10,4,4,9,10,10,17,7,14,18,5,19,11,12,2,13,13,14,12
234,13,5,13,5,10,-3,12,1,1,1,11,5,-5,16,16,11,-4,10,8,4,1,3,9,9,15,3,11,16,1,21,10,8,1,10,10,13,9
235,9,1,12,3,8,-5,7,-3,-3,-1,8,1,-7,13,16,7,-7,7,6,1,-2,1,7,8,15,0,9,13,-2,20,7,8,1,10,10,9,7
236,7,0,13,0,5,-7,5,-7,-4,-3,6,0,-7,11,18,3,-9,6,3,0,-6,-1,3,2,12,-1,7,10,-4,17,7,4,-2,7,9,8,6
237,8,-5,8,0,2,-10,2,-7,-6,-9,4,-2,-7,10,15,4,-9,2,1,-2,-6,-2,3,-1,6,-4,5,7,-7,16,2,-2,-6,6,7,6,3
238,1,-7,4,-1,0,-10,-3,-9,-6,-6,2,-3,-9,6,14,2,-10,-1,0,-4,-7,-8,0,-6,4,-6,2,4,-9,17,3,-5,-6,3,4,6,1
239,2,-8,2,-5,-1,-10,-7,-12,-6,-9,-1,-2,-7,3,10,0,-9,-2,-3,-4,-7,-11,-2,-8,-3,-7,0,4,-11,14,-2,-9,-7,1,0,1,0
240,-1,-11,1,-4,-2,-8,-9,-9,-5,-9,-4,-3,-6,3,9,-2,-10,0,-3,-4,-9,-9,-4,-10,-8,-9,-2,2,-9,11,-3,-13,-7,-2,0,-1,0
241,-2,-10,-2,-4,-3,-10,-10,-10,-6,-8,-7,-4,-6,-2,5,-2,-9,0,-2,-3,-11,-10,-5,-11,-14,-8,-4,0,-8,11,-1,-19,-6,1,0,-4,-2
242,0,-7,-4,-2,-1,-8,-11,-10,-6,-11,-6,-3,-1,-3,3,-4,-6,-3,0,-4,-10,-10,-2,-9,-16,-8,-6,1,-7,5,-2,-19,-7,-1,-1,-4,-3
243,-2,-7,-4,0,-2,-7,-11,-6,-6,-10,-8,-1,-2,-1,-3,-5,-2,-2,3,-2,-9,-9,-2,-9,-18,-9,-4,1,-8,3,-3,-25,-6,-1,-4,-3,1
244,-3,-7,-4,2,0,-3,-10,-6,-5,-6,-9,1,-1,-3,-7,-5,-1,0,3,0,-6,-10,0,-9,-22,-6,-3,0,-8,2,-1,-25,-3,0,-2,-4,0
245,-3,-3,-5,5,4,-2,-7,-3,-2,-6,-8,2,1,-4,-11,1,2,1,4,4,-7,-7,1,-8,-27,-4,-2,0,-4,0,0,-24,-1,0,-1,-3,0
246,-1,-2,-1,8,5,-2,-6,0,1,-4,-8,2,4,-2,-12,4,3,4,5,7,-5,-4,5,-8,-28,-1,-2,2,-4,3,4,-23,1,0,3,-2,3
247,4,-2,1,11,7,2,-6,3,1,-1,-6,8,4,1,-12,6,3,5,8,9,-1,0,6,-5,-28,2,1,3,-2,2,6,-21,2,2,4,3,6
248,5,0,2,14,11,2,-4,4,4,1,-4,10,5,5,-14,8,5,7,10,11,1,1,9,-3,-29,4,5,6,2,0,8,-21,6,2,4,5,9
249,7,3,5,16,11,1,-1,7,5,3,-2,12,5,5,-12,11,8,7,13,14,2,1,10,-1,-27,2,7,8,2,1,10,-17,8,6,7,5,8
250,8,4,6,18,12,4,2,9,5,5,-1,14,9,8,-11,13,10,11,12,16,4,4,14,1,-21,7,11,10,4,1,10,-11,8,7,8,8,10
251,8,5,8,20,15,6,0,10,7,6,2,19,7,10,-10,13,8,10,12,20,7,7,13,2,-17,7,13,13,5,1,15,-8,7,8,13,13,11
252,14,6,13,21,15,9,4,10,11,8,4,17,7,14,-10,15,7,13,14,21,8,4,16,7,-12,7,16,10,9,4,17,-3,11,11,14,13,14
253,13,5,16,19,16,7,8,10,9,9,4,17,6,17,-7,15,6,15,13,21,9,7,17,6,-8,5,17,12,7,8,15,-1,11,13,15,16,16
254,16,5,17,18,14,7,6,10,8,11,7,16,4,19,-3,15,7,16,12,21,11,9,15,6,-1,6,16,14,6,8,16,2,10,14,17,18,13
255,17,7,18,16,16,7,9,7,5,10,5,14,1,19,0,12,6,15,13,21,10,11,18,8,2,5,16,11,7,7,14,5,8,15,16,19,14
256,15,4,18,14,14,6,9,4,7,9,7,13,-3,17,-1,12,3,12,12,19,8,12,16,7,4,3,18,9,10,7,13,7,8,15,15,19,14
257,15,6,19,12,13,3,7,3,3,8,6,11,-3,16,2,11,2,9,7,16,8,8,13,4,6,2,14,6,6,9,8,12,5,15,16,17,10
258,16,3,18,8,11,0,4,2,-3,4,5,6,-7,15,8,7,0,6,6,12,5,6,9,4,11,0,12,5,4,8,9,11,4,13,15,14,9
259,12,1,16,1,6,-3,4,0,-3,2,5,2,-7,11,6,6,-4,4,-1,7,3,5,6,3,12,-3,10,-1,2,7,5,10,-1,12,10,12,5
260,7,-2,12,-2,3,-5,1,-3,-7,1,4,-4,-10,8,7,2,-7,0,-2,5,0,1,2,2,11,-4,6,-6,0,7,0,9,-4,8,7,8,1
261,3,-4,7,-8,-2,-8,-1,-6,-8,-3,3,-7,-15,6,8,-1,-11,-6,-5,-1,-5,-3,-4,-2,13,-7,0,-9,-3,3,-3,9,-7,6,4,3,-2
262,0,-7,4,-11,-3,-12,-4,-10,-13,-6,2,-12,-16,-1,7,-7,-13,-8,-13,-6,-7,-7,-5,-4,13,-7,-3,-14,-7,-2,-9,9,-9,-1,-2,-1,-6
263,-2,-10,-1,-12,-7,-13,-5,-13,-17,-10,-1,-15,-19,-5,8,-10,-14,-10,-17,-11,-9,-8,-11,-4,11,-11,-7,-19,-8,-5,-12,5,-12,-4,-6,-6,-8
264,-9,-10,-6,-14,-13,-16,-10,-18,-18,-11,-1,-17,-21,-6,7,-12,-16,-13,-16,-13,-12,-11,-13,-9,11,-13,-12,-20,-11,-9,-14,3,-15,-11,-10,-10,-11
265,-13,-14,-10,-16,-18,-20,-12,-18,-19,-14,-5,-18,-21,-14,5,-16,-19,-18,-20,-15,-15,-13,-18,-12,4,-15,-16,-23,-14,-14,-17,0,-19,-15,-12,-14,-18
266,-16,-18,-14,-15,-20,-22,-15,-20,-19,-18,-8,-22,-20,-15,3,-19,-20,-18,-22,-18,-18,-16,-17,-14,4,-15,-17,-24,-15,-17,-18,-4,-22,-18,-15,-17,-20
267,-19,-18,-16,-15,-20,-22,-19,-19,-21,-22,-12,-24,-19,-20,0,-20,-20,-20,-23,-21,-21,-18,-21,-16,0,-15,-17,-25,-21,-17,-20,-5,-21,-21,-18,-20,-20
268,-20,-18,-19,-17,-21,-20,-21,-21,-20,-22,-15,-21,-17,-23,-2,-22,-20,-21,-23,-20,-20,-19,-23,-17,0,-18,-19,-26,-23,-20,-20,-6,-23,-23,-20,-23,-21
269,-24,-19,-22,-17,-21,-22,-20,-22,-20,-23,-15,-20,-13,-23,-4,-22,-18,-20,-19,-20,-20,-19,-24,-17,-2,-16,-21,-24,-20,-21,-18,-6,-21,-23,-18,-25,-22
270,-23,-22,-23,-16,-19,-21,-21,-18,-18,-22,-16,-18,-12,-24,-6,-21,-17,-20,-17,-18,-19,-18,-23,-19,-1,-16,-21,-21,-21,-22,-17,-6,-19,-23,-20,-22,-19
271,-24,-19,-22,-13,-18,-17,-20,-18,-13,-20,-16,-15,-7,-24,-8,-17,-15,-17,-15,-17,-18,-18,-18,-19,-2,-16,-20,-19,-20,-23,-17,-4,-18,-23,-19,-22,-16
272,-22,-18,-21,-8,-17,-16,-20,-16,-12,-17,-18,-11,-4,-23,-10,-15,-12,-15,-12,-13,-17,-19,-13,-18,-1,-15,-18,-15,-19,-21,-14,-4,-14,-18,-17,-20,-14
273,-17,-15,-17,-4,-13,-10,-16,-13,-8,-15,-18,-8,-1,-20,-14,-13,-5,-13,-7,-9,-12,-17,-12,-16,-1,-11,-17,-9,-15,-17,-11,1,-11,-17,-15,-16,-10
274,-17,-12,-17,-1,-9,-6,-14,-9,-5,-12,-17,-5,4,-17,-12,-9,-1,-8,-4,-6,-12,-15,-11,-15,2,-7,-15,-3,-9,-14,-8,4,-7,-15,-12,-11,-6
275,-13,-7,-13,1,-6,-1,-11,-5,-1,-7,-16,-2,8,-16,-11,-7,3,-7,-1,-1,-6,-9,-7,-11,6,-2,-12,3,-6,-12,-5,6,-3,-12,-12,-9,-6
276,-9,-4,-10,2,-2,6,-7,-1,4,-2,-13,1,12,-10,-11,-3,7,-3,1,3,-2,-4,-5,-8,9,-1,-9,7,-3,-7,-1,11,1,-7,-8,-7,-2
277,-4,-1,-8,5,1,9,-2,2,8,2,-12,5,15,-8,-12,1,12,1,6,2,2,3,-2,-4,10,2,-7,13,1,-4,1,15,4,-5,-3,-2,0
278,-2,4,-4,8,1,13,1,6,10,5,-10,7,17,-3,-10,5,15,3,10,8,5,6,0,1,16,6,-7,17,5,1,1,18,8,-2,1,0,2
279,1,8,-1,7,3,16,4,9,12,9,-4,7,19,-1,-6,8,15,6,10,10,11,9,5,1,18,11,-2,18,11,5,4,18,11,4,3,5,5
280,5,12,2,10,4,16,8,14,15,12,-1,8,17,5,-1,8,20,5,10,13,12,11,7,7,17,14,1,21,12,9,6,20,14,6,8,7,6
281,7,15,4,9,7,19,10,18,16,17,0,10,17,4,3,9,22,4,11,14,14,13,7,12,18,17,4,18,14,16,6,21,18,6,10,9,7
282,9,15,5,9,5,20,13,17,17,17,6,8,17,3,5,8,21,5,12,12,17,15,10,13,18,15,4,20,15,18,6,23,18,10,10,8,6
283,8,18,7,4,4,21,16,20,17,18,5,7,17,5,9,6,20,5,9,12,18,18,11,16,17,17,5,19,16,21,9,21,19,9,9,10,6
284,8,19,5,1,6,19,15,20,16,22,10,7,10,4,15,7,19,7,6,9,21,19,10,18,14,20,8,15,17,20,6,18,19,7,8,9,4
285,9,20,5,-4,3,19,17,22,15,19,11,5,12,8,15,4,19,5,5,3,20,20,7,17,18,19,8,11,16,19,3,16,18,8,6,7,6
286,8,18,3,-4,1,17,17,17,13,18,13,3,9,6,18,1,13,0,2,-2,20,19,6,18,14,17,7,6,16,18,3,11,15,9,5,4,1
287,7,15,2,-7,0,16,16,16,12,16,15,0,7,4,19,-1,12,1,-2,-6,17,19,5,18,11,15,5,1,15,19,0,6,14,4,2,3,-1
