,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
251,-5,5,-2,-3,-1,-3,5,12,-4,8,3,2,4,-1,6,0,-5,8,-7,1,3
252,-7,-1,-4,-5,-4,-8,6,10,-5,6,-3,-4,3,-5,4,-5,-7,5,-9,-5,-2
253,-7,-5,-7,-5,-6,-6,2,5,-5,6,-4,-4,3,-4,0,-6,-5,3,-4,-5,-4
254,-6,-4,-5,-5,-5,-4,0,0,-3,1,-3,-3,-2,-8,-2,-6,-3,3,-4,-6,-5
255,-5,-1,-6,-1,-2,-3,0,-5,0,-1,-1,-4,-3,-8,-3,-10,-1,0,-2,-3,-5
256,0,0,-1,6,-1,-1,-6,-3,2,-5,0,-1,-5,-2,-5,-1,0,-3,6,-1,-4
257,1,2,-2,2,-5,4,-7,-3,2,-5,5,2,-4,1,-4,2,2,-4,5,1,0
258,-3,4,-2,2,-4,0,-3,-1,-2,-1,1,2,2,2,-3,-1,-2,-2,-1,2,3
259,-4,1,-3,-1,-6,-4,3,5,-1,3,-3,-1,5,-6,0,-1,-4,-1,-1,-3,0
260,-5,1,-6,-3,-6,-2,6,5,-2,6,-4,-3,5,-3,7,-3,-3,3,-3,-4,2
261,-6,-1,-6,-5,-9,-3,8,5,-7,3,-7,-2,10,-4,7,-5,-6,4,-6,-6,-3
262,-10,-4,-12,-8,-9,-8,13,7,-9,5,-8,-7,7,-10,8,-10,-10,9,-10,-10,-4
263,-6,-6,-9,-4,-8,-9,7,2,-1,2,-11,-11,5,-9,6,-8,-6,6,-6,-10,-5
264,3,-7,-6,-1,-1,-2,1,-4,0,-5,-5,-5,-4,-5,1,-5,0,0,0,-6,-8
265,6,-2,-3,4,3,6,-3,-5,5,-5,1,0,-5,2,-3,-3,2,-3,3,-2,-3
266,7,2,6,7,7,8,-6,-4,3,-8,1,3,-4,5,-4,3,5,-4,5,4,2
267,7,5,7,7,5,9,-4,-6,3,-8,4,8,-4,7,-5,6,4,-4,5,3,8
268,10,5,6,5,6,9,-3,-3,8,-5,6,6,-1,7,-3,7,8,-2,9,5,5
269,11,3,8,9,11,12,2,2,8,-3,6,8,2,8,0,8,9,0,11,7,6
270,10,7,11,10,14,11,5,0,7,0,11,8,3,13,-1,10,9,2,12,11,10
271,8,9,9,6,7,7,2,-1,2,-2,7,15,-3,14,-2,15,3,-3,5,11,11
272,-2,5,2,-5,-1,1,0,-4,-7,-3,2,10,-5,4,-3,7,-4,-5,-3,4,8
273,-7,0,-3,-9,-4,-7,-5,-6,-8,-4,-6,-1,-5,-6,-4,-1,-8,-4,-4,0,2
274,-9,-8,-3,-10,-9,-7,-8,-9,-10,-6,-7,-6,-8,-7,-6,-2,-7,-6,-6,-4,-6
275,-11,-10,-9,-12,-10,-8,-10,-11,-11,-6,-7,-6,-12,-10,-10,-5,-9,-13,-9,-7,-7
276,-10,-10,-11,-14,-11,-10,-10,-8,-12,-7,-10,-11,-5,-13,-8,-7,-13,-9,-14,-11,-10
277,-7,-11,-11,-10,-7,-7,-5,-1,-3,0,-9,-13,2,-11,0,-8,-6,-5,-10,-12,-13
278,2,-10,-2,0,0,-1,-1,4,6,4,-2,-8,2,-4,2,-3,3,0,1,-5,-11
279,9,-1,5,7,7,8,4,6,9,5,9,3,5,2,5,4,6,1,8,3,-6
280,6,9,8,7,9,7,5,6,9,6,10,6,7,9,5,11,6,5,7,10,1
281,7,10,7,5,5,3,4,7,5,7,6,5,4,6,4,10,3,6,4,8,6
282,7,7,5,6,4,4,6,10,5,11,4,7,9,6,10,6,6,6,4,4,6
283,3,9,3,5,2,3,10,13,0,13,3,3,11,5,11,5,1,12,0,3,6
284,-9,7,-2,-3,-6,-7,12,7,-10,6,-2,3,5,0,2,0,-8,11,-8,3,6
285,-17,-5,-8,-13,-16,-15,1,1,-11,-5,-13,-6,-5,-7,-5,-7,-15,0,-15,-10,0
286,-11,-11,-14,-12,-13,-17,-7,-3,-10,-6,-14,-13,-11,-13,-7,-12,-13,-7,-11,-16,-11
287,-11,-13,-12,-8,-10,-12,-6,-8,-7,-8,-6,-14,-8,-12,-6,-12,-9,-7,-8,-10,-13
288,-8,-7,-6,-5,-8,-11,-9,-11,-7,-12,-4,-11,-10,-7,-12,-8,-5,-5,-7,-5,-9
289,-6,-7,-8,-4,-10,-8,-10,-11,-4,-12,-6,-8,-13,-7,-14,-8,-4,-11,-6,-8,-7
290,0,-7,-4,2,-2,-4,-13,-10,3,-10,-2,-5,-8,-5,-9,-7,1,-7,1,-4,-6
291,5,-1,5,10,7,4,-3,1,8,-2,8,-1,4,1,0,2,8,1,8,0,-2
292,8,4,12,15,12,10,8,6,9,4,10,6,9,11,4,7,11,6,12,6,7
293,10,10,10,13,8,9,10,4,8,4,9,10,8,13,6,11,9,8,10,9,8
294,4,9,6,7,4,9,8,1,5,2,8,10,6,9,2,7,5,4,5,8,12
295,1,7,4,6,5,3,5,3,2,1,4,9,5,8,3,5,2,5,4,6,8
296,1,6,1,4,4,2,6,1,1,0,-1,7,1,6,1,3,1,3,3,0,6
297,-3,3,-4,-4,-2,3,-2,-9,-5,-8,-3,3,-4,1,-7,-2,-5,-4,-1,-3,2
298,-8,0,-8,-8,-6,-5,-9,-15,-11,-15,-7,-4,-10,-6,-13,-7,-9,-10,-7,-4,-2
299,-10,-5,-10,-7,-8,-6,-14,-12,-10,-12,-10,-6,-7,-10,-10,-11,-6,-13,-9,-10,-5
300,-2,-10,-6,-5,-3,-2,-14,-7,0,-9,-9,-9,-4,-10,-4,-8,-1,-10,2,-9,-9
301,6,-7,-1,3,5,6,-9,-8,4,-10,0,-4,-3,-5,-6,-6,4,-9,3,-3,-8
302,4,0,5,4,8,10,-9,-6,3,-8,1,0,-1,1,-4,0,3,-7,4,1,0
303,5,6,6,5,5,8,-8,2,3,-1,1,2,3,3,2,4,1,-2,3,3,6
304,4,2,4,4,5,10,-2,5,4,6,1,2,10,1,8,3,2,4,5,4,5
305,8,1,9,8,13,12,6,12,10,7,4,2,11,0,9,5,6,11,8,6,3
306,9,5,14,12,15,12,7,10,7,7,9,9,7,6,8,11,7,10,8,11,8
307,3,9,10,6,10,9,4,5,-1,7,3,11,6,6,7,15,2,6,3,11,11
308,-1,5,0,-2,0,1,3,1,-4,5,-1,5,2,-2,2,9,-6,6,-6,4,8
309,-2,0,-3,0,0,-2,3,-1,-3,2,-1,-4,1,-6,0,1,-2,3,-4,-1,0
310,2,-3,5,2,1,1,-2,-5,2,-1,0,-5,-4,1,-5,5,2,-2,3,4,-2
311,-2,-2,3,-3,-3,-1,-5,-8,-6,-6,2,3,-9,3,-9,6,-4,-8,-2,3,1
312,-13,-1,-5,-11,-10,-9,-9,-11,-14,-10,-8,-5,-9,-5,-8,-1,-15,-7,-12,-2,1
313,-11,-9,-12,-13,-13,-15,-9,-5,-8,-4,-13,-12,-5,-12,-5,-11,-12,-4,-9,-10,-10
314,-4,-15,-7,-8,-5,-9,-4,-1,2,5,-7,-13,0,-8,3,-10,-1,0,-3,-8,-15
315,1,-8,2,-1,-2,-2,3,2,2,4,1,-4,1,-2,2,-4,3,1,2,0,-10
316,-2,1,3,-2,-4,-4,5,5,-1,3,2,4,2,0,4,-1,-3,4,-3,1,-2
317,2,1,0,1,-5,-3,3,3,6,7,-1,-3,5,1,5,-5,2,4,0,2,1
318,13,1,4,10,4,4,6,7,20,10,6,-1,7,4,8,0,15,4,13,3,-2
319,21,4,15,20,16,17,9,10,21,12,18,8,9,15,11,8,21,7,18,15,5
320,16,20,20,20,16,18,9,3,15,8,18,17,6,21,4,15,16,6,16,22,15
321,7,22,11,9,6,9,4,-1,5,0,13,18,-2,14,-1,13,8,-2,8,15,20
322,-3,12,1,1,-2,1,-1,0,-3,0,0,8,-1,8,0,0,-1,-5,-3,6,14
323,-9,4,-5,-5,-7,-4,3,4,-11,2,-6,-3,0,-1,3,-7,-5,-1,-8,-3,2
324,-14,-2,-9,-10,-12,-7,7,-2,-14,-1,-10,-9,-3,-6,-2,-12,-8,-1,-13,-5,-2
325,-19,-9,-16,-14,-16,-13,-1,-9,-17,-12,-16,-13,-13,-11,-13,-14,-13,-11,-15,-13,-9
326,-17,-16,-19,-16,-17,-14,-8,-8,-19,-15,-19,-18,-13,-18,-12,-21,-14,-13,-17,-22,-15
327,-9,-18,-17,-10,-8,-10,-6,-1,-5,-5,-15,-22,-2,-14,-3,-19,-6,-6,-7,-16,-18
328,6,-14,-5,4,3,4,0,3,10,0,-3,-9,0,-7,0,-7,7,-1,11,-7,-13
329,16,-3,9,14,16,16,2,-2,17,-1,10,6,-1,9,-1,7,17,-1,17,9,-2
330,20,12,18,19,22,21,1,1,16,-2,19,16,2,19,3,16,18,-1,21,18,12
331,21,17,19,21,24,21,6,11,17,11,20,20,13,23,14,16,20,6,19,20,19
332,23,19,21,22,27,22,15,21,23,19,22,21,20,22,21,19,24,18,24,23,19
333,22,20,22,23,27,22,22,17,17,18,23,23,17,22,18,23,23,18,21,21,19
334,10,20,18,15,19,17,16,5,6,8,19,21,8,21,8,18,13,8,12,20,22
335,-1,15,7,3,5,4,2,0,-5,1,6,15,1,9,-1,11,-1,-2,-1,10,17
336,-8,3,-6,-9,-8,-8,-4,-6,-14,-6,-5,4,-5,-5,-4,-1,-7,-10,-11,-5,3
337,-11,-9,-13,-12,-10,-13,-8,-11,-15,-13,-10,-10,-10,-13,-11,-10,-13,-12,-14,-10,-7
338,-15,-12,-13,-14,-13,-15,-16,-18,-17,-17,-15,-13,-14,-17,-17,-9,-12,-20,-17,-10,-13
339,-18,-15,-16,-19,-18,-18,-21,-17,-20,-15,-21,-16,-14,-17,-14,-14,-21,-20,-21,-14,-13
340,-22,-17,-20,-20,-22,-19,-19,-8,-22,-11,-24,-17,-7,-24,-7,-21,-24,-16,-21,-19,-20
341,-19,-20,-24,-20,-18,-20,-5,7,-19,7,-20,-22,9,-24,7,-23,-21,-1,-22,-19,-23
342,-13,-18,-15,-13,-15,-15,8,18,-13,19,-17,-19,18,-19,15,-19,-17,12,-18,-14,-20
343,-9,-16,-13,-11,-12,-12,15,22,-11,20,-14,-15,20,-15,19,-13,-14,16,-12,-13,-20
344,-6,-13,-10,-9,-8,-8,18,20,-6,21,-7,-12,20,-12,19,-11,-10,19,-10,-9,-15
345,1,-6,-3,3,-1,-5,19,21,3,23,-1,-7,22,-4,20,-7,-1,23,-1,-2,-10
346,10,-4,7,11,8,7,21,23,14,23,6,-3,19,2,22,1,9,23,8,7,-1
347,19,7,15,21,15,17,18,13,21,13,16,9,9,12,10,13,16,15,18,15,5
348,20,17,22,24,21,22,9,0,20,-1,22,19,-2,19,-4,16,19,3,19,22,13
349,19,23,25,22,17,20,-6,-11,17,-8,23,22,-12,22,-13,21,18,-6,17,24,22
350,10,22,19,13,12,16,-15,-12,6,-13,18,20,-14,21,-15,19,11,-10,11,18,23
351,-1,17,5,2,4,5,-13,-16,-4,-15,5,14,-15,10,-16,9,1,-12,1,9,15
352,-11,8,-5,-10,-8,-8,-17,-22,-11,-21,-3,4,-21,1,-21,-3,-9,-15,-9,-3,8
353,-21,-6,-14,-16,-19,-16,-22,-22,-21,-22,-14,-8,-23,-13,-19,-12,-17,-23,-18,-15,-2
354,-24,-13,-24,-24,-22,-21,-24,-21,-24,-21,-22,-17,-17,-20,-17,-22,-21,-19,-22,-22,-13
355,-21,-19,-27,-22,-23,-24,-19,-19,-17,-14,-23,-24,-12,-26,-15,-26,-18,-14,-22,-26,-22
356,-8,-24,-19,-8,-11,-14,-12,-13,-1,-10,-16,-24,-10,-21,-10,-24,-6,-11,-11,-22,-23
357,9,-14,-2,8,5,4,-9,-7,13,-10,0,-10,-3,-7,-3,-7,12,-9,6,-9,-15
358,19,1,7,18,16,17,-4,-1,19,0,15,6,6,4,5,5,21,-1,14,5,-1
359,21,14,17,22,20,19,5,10,24,8,19,16,16,13,11,13,22,9,22,18,13
360,26,22,24,29,22,26,13,19,26,16,21,21,21,19,20,22,25,17,26,22,18
361,22,24,23,23,24,27,20,23,23,21,25,25,22,24,22,26,24,20,26,27,24
362,9,27,15,14,14,17,23,22,6,18,19,25,18,21,18,21,10,25,8,24,27
363,-7,20,0,-1,-1,1,21,13,-11,13,1,13,9,5,9,10,-8,19,-8,10,20
364,-18,4,-14,-12,-15,-11,9,1,-16,0,-16,-2,0,-8,2,-5,-15,6,-15,-7,6
365,-17,-13,-21,-18,-20,-15,-1,-12,-22,-11,-20,-10,-10,-19,-9,-14,-17,-4,-19,-17,-10
366,-22,-17,-21,-22,-22,-20,-11,-20,-25,-19,-21,-18,-18,-22,-18,-19,-24,-16,-22,-18,-16
367,-25,-20,-21,-23,-25,-24,-19,-24,-24,-24,-26,-21,-21,-20,-25,-19,-29,-22,-27,-21,-18
368,-18,-25,-23,-22,-23,-22,-26,-23,-18,-23,-23,-25,-20,-25,-21,-23,-22,-23,-22,-23,-21
369,-10,-23,-14,-13,-11,-11,-20,-10,-6,-14,-15,-21,-7,-21,-11,-21,-10,-14,-12,-20,-22
370,2,-14,-1,-2,3,-1,-3,8,2,3,-2,-11,10,-9,6,-7,-1,2,0,-10,-15
371,6,-3,8,3,9,8,8,16,8,17,6,2,18,3,17,3,4,11,9,1,-3
372,12,2,11,6,9,12,16,23,11,21,12,9,20,8,21,8,8,16,10,6,2
373,12,6,13,9,13,12,21,24,13,24,12,11,22,9,27,9,11,24,11,7,6
374,16,10,17,17,18,16,24,24,19,26,15,12,25,14,24,12,17,27,17,15,9
375,17,14,20,15,18,18,20,13,17,14,21,19,10,20,12,17,19,13,18,20,13
376,6,18,14,6,13,12,6,-6,3,-4,17,21,-7,17,-6,16,6,-3,5,18,18
377,-4,15,1,-6,-2,-4,-8,-13,-7,-15,0,9,-14,3,-17,8,-8,-12,-3,6,10
378,-11,-1,-8,-13,-9,-11,-16,-17,-9,-18,-5,-5,-19,-5,-18,-5,-7,-19,-9,-7,0
379,-8,-10,-7,-11,-9,-11,-20,-22,-8,-22,-8,-10,-22,-6,-22,-7,-5,-21,-8,-8,-10
380,-13,-7,-9,-11,-9,-11,-22,-22,-14,-26,-7,-9,-25,-7,-27,-8,-13,-23,-13,-9,-8
381,-21,-6,-15,-15,-14,-21,-23,-22,-17,-20,-15,-11,-19,-12,-24,-12,-17,-21,-19,-11,-8
382,-14,-14,-17,-13,-15,-21,-17,-9,-10,-11,-19,-17,-10,-19,-14,-16,-12,-14,-15,-17,-14
383,-2,-17,-13,-3,-6,-11,-4,-1,1,0,-7,-16,1,-14,-3,-15,2,-1,-1,-12,-17
384,3,-3,2,10,8,0,4,8,7,8,5,-7,7,-1,4,0,10,10,7,1,-10
385,5,9,8,10,7,4,9,10,4,12,11,5,7,11,10,9,8,11,7,9,6
386,5,10,5,5,6,2,11,11,5,14,7,8,11,12,12,7,8,11,6,6,10
387,7,8,6,11,9,5,17,17,9,17,8,4,16,7,15,5,10,19,12,5,5
388,12,10,13,16,13,12,20,19,12,18,16,5,18,14,17,9,14,22,14,12,10
389,10,13,16,14,9,11,14,9,6,11,15,12,8,18,9,13,7,13,10,14,13
390,2,10,5,1,1,4,1,-8,0,-6,7,12,-6,9,-7,8,-1,-3,0,4,13
391,0,5,-1,-4,1,-1,-8,-13,0,-9,0,1,-9,4,-11,1,-1,-9,-2,-2,6
392,3,0,2,2,1,2,-10,-10,1,-5,2,-2,-7,2,-8,1,4,-7,3,1,0
393,4,0,2,0,5,5,-12,-14,2,-10,4,3,-11,4,-10,0,4,-11,3,1,0
394,2,5,2,0,5,5,-17,-18,1,-19,2,1,-15,0,-16,1,-1,-16,2,2,-2
395,4,5,1,4,5,5,-19,-18,3,-14,3,2,-13,-1,-14,0,4,-17,6,0,0
396,8,5,4,8,9,10,-13,-3,5,-5,4,4,2,3,-3,6,8,-7,9,2,2
397,11,8,9,10,11,13,0,7,5,4,7,11,9,7,8,11,10,4,13,7,4
398,4,11,6,6,6,11,6,6,-1,8,5,9,12,7,8,11,5,7,5,9,8
399,2,8,2,0,-2,5,5,5,-5,7,0,6,10,1,6,7,-1,7,0,5,7
400,-2,1,-1,-4,-5,1,5,10,-6,10,-3,2,9,-5,11,2,-3,7,-3,-2,4
401,-4,-2,-6,-9,-8,-1,10,14,-9,14,-7,-3,14,-8,13,0,-8,12,-8,-5,-1
402,-9,-5,-8,-10,-13,-7,16,11,-14,12,-9,-5,8,-14,9,-4,-13,12,-14,-8,-6
403,-16,-12,-11,-13,-17,-12,11,4,-15,4,-15,-9,2,-18,4,-11,-16,6,-20,-13,-8
404,-15,-13,-14,-13,-19,-16,3,1,-17,-2,-19,-14,-2,-18,1,-14,-18,1,-16,-17,-12
405,-13,-16,-13,-15,-18,-15,4,5,-11,0,-13,-16,2,-17,1,-16,-15,0,-15,-17,-18
406,-7,-15,-9,-8,-13,-10,7,6,-1,0,-10,-16,2,-15,1,-13,-9,4,-10,-11,-15
407,1,-11,-4,-2,-5,-4,2,5,1,2,-4,-9,-2,-8,-1,-7,-2,0,-2,-6,-9
408,6,-7,3,0,3,2,4,3,4,3,3,-2,3,0,4,-1,6,0,2,1,-4
409,7,0,7,5,5,5,7,6,8,7,9,2,7,8,5,4,6,5,6,8,1
410,10,3,11,12,6,8,11,8,11,8,11,7,7,11,9,9,10,6,9,10,6
411,11,9,14,12,10,9,8,5,12,6,10,10,5,15,7,11,12,3,11,13,9
412,6,9,11,7,6,7,6,-3,3,1,8,10,-2,12,0,10,5,-2,5,10,11
413,0,7,6,1,5,-1,-1,-6,1,-1,4,5,-4,9,-3,3,0,-5,2,6,9
414,1,3,4,1,-1,-2,-3,-6,3,-7,-1,1,-9,5,-7,4,-3,-5,1,0,6
415,-2,0,-3,-2,-1,-3,-5,-12,-3,-11,0,-1,-13,3,-11,0,-2,-11,-4,1,1
416,-7,0,-5,-4,0,-6,-11,-15,-4,-14,-2,-1,-18,1,-16,-4,-7,-15,-5,-1,-1
417,-6,-5,-4,-1,-2,-5,-14,-18,0,-17,-4,-6,-19,-4,-17,-7,-1,-16,-2,-5,-2
418,4,-4,2,4,5,2,-13,-14,7,-14,2,-5,-12,1,-14,-3,8,-15,5,-1,-3
419,9,2,8,9,11,10,-10,-8,9,-9,7,3,-9,10,-8,3,12,-8,7,6,0
420,8,8,7,10,13,10,-3,-2,8,-2,9,7,-1,10,-5,6,11,-1,7,12,6
421,9,10,9,13,13,11,2,3,10,3,7,8,5,10,3,4,15,4,12,9,6
422,13,9,10,14,15,16,8,6,11,5,11,11,7,12,7,8,20,8,15,9,10
423,9,14,11,10,15,14,11,8,6,9,11,11,10,13,10,11,12,10,10,11,13
424,3,13,6,6,8,6,15,11,0,10,4,10,12,7,10,7,4,12,5,8,16
425,0,4,-1,0,0,3,14,3,-3,8,-1,4,10,2,8,2,2,7,2,1,10
426,-1,1,-1,-2,-2,2,8,0,-3,0,-3,-1,2,-3,-1,-4,-4,3,0,-2,1
427,-9,-2,-3,-5,-5,-5,5,0,-13,-2,-6,-3,2,-5,-1,-7,-8,0,-7,-5,-1
428,-16,-5,-10,-11,-12,-10,3,-1,-19,-3,-15,-8,2,-11,-3,-9,-15,0,-13,-12,-4
429,-15,-14,-17,-15,-16,-13,-2,-5,-14,-6,-18,-12,-5,-15,-5,-17,-15,-5,-12,-17,-11
430,-8,-20,-14,-11,-10,-8,-3,-3,-7,-3,-13,-14,-1,-15,-2,-18,-10,-6,-9,-15,-15
431,-5,-11,-6,-5,-7,-4,1,5,-6,3,-8,-12,8,-9,4,-8,-9,1,-5,-8,-12
432,-6,-9,-6,-6,-9,-5,6,10,-9,9,-8,-5,10,-5,8,-7,-7,7,-9,-9,-5
433,-5,-10,-7,-7,-10,-7,7,7,-3,6,-9,-4,8,-9,7,-9,-6,7,-6,-9,-6
434,6,-6,-1,2,-2,-3,8,11,2,6,-3,-5,10,-5,9,-6,-1,7,4,-2,-9
435,8,-2,5,5,7,5,12,12,6,12,3,2,14,1,13,3,3,12,4,7,-2
436,5,4,8,4,5,6,11,11,1,12,2,7,7,7,9,8,3,12,5,4,5
437,2,5,4,-2,0,2,8,2,-4,6,1,6,1,1,3,3,0,4,-1,3,5
438,-3,1,0,-2,0,-4,2,-1,-1,1,-3,0,-2,-1,-1,0,-2,0,0,2,2
439,2,-2,0,0,-2,-3,-1,2,-2,-1,-2,-1,-4,1,-4,2,-3,-3,1,1,0
440,0,-4,-2,-5,-2,-2,-2,-7,-3,-5,-1,0,-12,0,-8,1,-3,-6,-3,0,-1
441,-7,-4,-3,-9,-7,-9,-10,-13,-9,-14,-5,-3,-17,-6,-16,-2,-10,-16,-12,-1,-5
442,-7,-6,-7,-8,-8,-12,-16,-14,-4,-14,-9,-8,-14,-9,-15,-8,-8,-15,-10,-5,-6
443,-2,-11,-6,-5,-3,-8,-16,-8,2,-7,-5,-10,-10,-7,-8,-7,-2,-13,-4,-6,-9
444,5,-7,2,5,3,0,-10,-3,3,-7,2,-4,-9,-2,-8,1,2,-9,0,-2,-9
445,2,1,5,3,7,2,-7,-6,4,-6,6,0,-10,3,-9,2,0,-6,0,5,-1
446,4,5,3,4,2,1,-10,0,5,-6,3,4,-7,3,-9,2,2,-6,2,3,2
447,6,3,5,6,5,4,-5,4,10,1,4,3,2,3,0,3,7,0,6,3,2
448,9,7,7,10,10,6,2,9,11,9,9,4,9,6,6,8,9,7,10,7,4
449,8,13,9,11,8,9,5,6,9,7,9,8,8,8,4,11,6,7,9,10,7
450,8,10,7,11,11,7,4,0,14,2,9,8,1,9,1,8,9,3,9,9,8
451,13,10,10,15,14,10,-2,-1,14,-1,12,7,-1,7,0,10,15,1,13,7,5
452,14,13,11,15,17,17,2,-3,15,-2,17,10,-1,14,2,14,14,2,15,11,10
453,7,18,15,12,11,14,2,-5,7,-4,13,13,-2,15,1,15,6,1,10,13,17
454,-2,15,4,1,1,5,-2,-10,-4,-10,4,11,-7,6,-6,9,-2,-3,2,6,14
455,-11,5,-6,-5,-6,-4,-5,-13,-8,-10,-4,2,-5,-3,-9,-4,-8,-7,-6,-2,7
456,-12,-4,-9,-6,-12,-9,-5,-4,-9,-7,-8,-6,-1,-12,-4,-7,-9,-3,-8,-7,-3
457,-14,-9,-9,-9,-13,-8,0,3,-11,2,-12,-8,4,-12,2,-10,-10,2,-13,-12,-6
458,-14,-10,-13,-12,-11,-9,4,-2,-11,2,-13,-9,2,-10,2,-10,-11,4,-12,-11,-9
459,-11,-12,-12,-9,-10,-8,3,-1,-8,1,-12,-11,3,-15,2,-11,-10,2,-11,-13,-11
460,-1,-12,-6,0,-2,-3,4,3,3,4,-8,-10,7,-10,6,-9,0,6,-2,-8,-10
461,6,-4,4,9,7,7,7,7,9,9,4,1,8,1,11,3,8,8,9,0,-6
462,6,8,11,7,10,13,10,6,5,8,9,10,8,8,10,11,8,10,7,9,4
463,3,11,8,7,6,6,8,9,2,8,7,9,8,10,10,8,2,8,3,9,11
464,2,7,5,1,-3,3,10,13,-2,11,2,6,15,4,13,2,0,10,-2,2,9
465,1,3,2,-1,-2,3,13,15,-2,15,0,2,19,2,18,2,-1,12,2,-1,4
466,-4,1,-1,-5,-4,0,13,10,-5,10,-2,1,12,0,10,0,-6,12,-5,0,1
467,-10,-4,-6,-11,-10,-7,6,0,-8,4,-7,-2,1,-7,3,-4,-12,0,-11,-6,-1
468,-9,-9,-11,-11,-11,-9,-7,-6,-11,-5,-13,-9,-6,-13,-5,-7,-9,-9,-7,-8,-9
469,-3,-13,-8,-6,-5,-3,-10,-10,-7,-9,-9,-9,-9,-9,-6,-13,-4,-11,-5,-8,-13
470,-2,-10,-3,-1,0,-2,-12,-11,-2,-9,-2,-6,-12,-6,-10,-8,-1,-10,-3,-1,-7
471,0,-3,0,-2,-2,-3,-14,-8,-3,-10,-4,-2,-14,-5,-13,2,-3,-13,-4,1,-3
472,-1,1,-6,-5,-4,-4,-16,-9,0,-8,-3,-2,-12,-4,-9,-2,-1,-14,0,-1,-4
473,4,-2,-2,0,1,-1,-9,0,3,-2,-2,-6,-2,-1,-4,-3,1,-5,0,0,-6
474,8,0,5,6,5,4,0,9,6,6,5,2,6,3,5,1,7,6,6,4,-2
475,10,6,9,10,8,6,6,12,7,11,7,6,6,10,9,7,10,10,8,7,4
476,10,9,10,9,8,6,8,6,9,4,9,9,0,8,4,8,7,8,8,9,8
477,7,10,9,6,8,3,5,1,8,2,10,6,-1,6,1,6,8,6,7,11,11
478,7,10,9,6,5,2,2,0,5,-1,9,5,0,7,-1,7,4,4,6,9,8
479,2,8,3,0,2,-2,2,-4,3,-5,6,5,-6,6,-4,7,2,-3,4,6,7
480,-2,6,1,-4,0,-4,-3,-9,-2,-11,2,4,-11,3,-12,2,-3,-5,-2,5,3
481,-5,1,-3,-4,-2,-8,-10,-8,-2,-13,0,0,-12,-1,-12,-4,-3,-9,-2,-1,0
482,-5,-5,-4,-3,-1,-7,-10,-7,-1,-5,-3,-3,-5,2,-6,-5,-2,-5,0,-2,-3
483,0,-1,-2,-1,1,-4,-3,-2,-1,-2,0,0,-4,2,-3,-5,1,-2,2,-2,-4
484,2,2,-1,2,4,2,1,-2,4,-4,3,-1,-4,1,-4,-6,7,-1,5,-2,-1
485,5,4,4,7,9,4,-4,-3,9,-5,4,3,-3,4,-6,3,9,0,10,2,0
486,9,7,8,9,8,8,-2,3,7,0,9,7,-2,8,1,10,8,-1,8,7,4
487,7,9,5,9,8,9,5,6,5,4,8,9,7,8,4,9,6,6,6,7,8
488,4,10,5,5,6,6,7,10,4,8,2,7,9,3,6,8,2,10,6,5,8
489,3,6,4,6,7,8,7,7,7,9,5,4,9,1,7,6,7,8,7,1,8
490,5,5,5,7,5,10,9,7,8,6,6,5,9,2,7,6,9,9,7,5,6
491,3,9,2,6,3,11,8,6,1,5,7,9,6,2,5,9,5,6,3,5,6
492,-4,7,1,-3,-2,5,6,0,-4,0,0,4,5,-1,3,5,-2,5,-1,2,8
493,-5,1,-4,-4,-9,0,1,0,-3,-4,-4,0,0,-5,1,0,-4,3,-2,-3,2
494,-5,-4,-7,-6,-9,-2,0,-5,-7,-7,-6,-3,-3,-9,-1,-9,-3,0,-6,-6,0
495,-11,-6,-8,-10,-13,-7,-1,-3,-14,-5,-10,-6,0,-11,-2,-9,-13,0,-14,-8,-4
496,-15,-9,-13,-16,-22,-13,4,-2,-19,-1,-18,-9,2,-16,1,-14,-17,-3,-18,-12,-6
497,-17,-16,-18,-19,-22,-16,4,2,-14,1,-19,-14,3,-20,4,-18,-16,-1,-16,-18,-13
498,-8,-19,-14,-13,-15,-10,9,6,-8,3,-15,-18,7,-16,6,-16,-10,2,-8,-15,-18
499,-1,-13,-5,-4,-7,-4,12,8,-1,5,-7,-11,12,-8,10,-11,-3,6,0,-8,-12
500,4,-5,3,1,2,1,12,7,5,7,0,-2,6,-1,7,-1,5,4,5,1,-6
501,14,0,8,6,7,8,8,4,11,2,6,5,2,4,6,4,13,1,11,3,0
502,18,6,14,14,17,13,5,4,18,4,13,9,6,13,5,9,15,1,15,12,4
503,17,14,19,15,20,15,7,8,15,6,17,17,8,19,6,19,15,6,16,19,9
504,6,15,14,5,10,7,7,6,2,5,12,18,4,16,6,16,5,1,4,13,15
505,-9,11,-1,-8,-4,-7,2,-1,-11,-1,-3,8,-3,4,-1,4,-9,-4,-7,4,9
506,-12,-3,-13,-13,-10,-16,-2,-2,-11,-4,-10,-6,-5,-10,-5,-10,-12,-6,-13,-10,-3
507,-6,-13,-10,-11,-7,-13,-5,-4,-6,-6,-12,-12,-7,-11,-8,-12,-8,-5,-10,-11,-13
508,-2,-12,-5,-7,-6,-9,-9,-11,-7,-10,-8,-12,-14,-5,-14,-7,-3,-9,-4,-8,-14
509,-4,-6,-6,-6,-3,-6,-13,-18,-3,-15,-4,-8,-18,-4,-19,-5,-1,-17,-8,-5,-8
