,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
236,5,4,5,5,4,2,4,2,-1,5,-3,-1,3,2,2,1,5,-2,1,2,5,2,6,4,7,5,6,2,-1,1,4,3,6,3,2,1,2,-1,3,6,1,-2,3,2,4,6
237,1,1,1,9,2,4,9,3,1,-2,0,5,1,5,8,7,7,4,4,3,0,6,5,8,3,0,8,9,2,3,7,7,8,8,3,4,-4,2,0,2,3,1,-1,3,4,11
238,-1,-2,-5,7,-3,9,9,0,-1,0,9,7,-3,8,10,7,8,4,7,8,-1,4,3,13,-3,-6,7,11,5,9,8,8,5,8,8,6,-6,7,-2,-1,6,5,-1,7,8,10
239,3,-4,-4,8,-2,9,6,0,-6,1,7,4,-1,7,8,10,7,6,8,10,-2,4,1,13,2,-2,4,6,8,7,12,7,5,5,9,8,-4,9,-1,2,9,4,0,11,6,8
240,3,-1,6,7,4,5,4,7,-3,6,4,1,4,5,5,8,2,2,10,6,2,1,6,7,4,3,1,5,5,3,9,4,0,-1,8,2,2,8,5,6,8,2,3,7,4,4
241,6,0,7,3,5,6,0,8,2,6,2,-2,5,4,3,3,-1,2,8,3,3,-1,6,4,6,4,-1,4,2,3,5,3,-2,1,6,-1,3,8,5,5,6,0,5,3,1,1
242,2,1,3,-2,5,3,-1,7,1,4,1,-4,5,1,-2,1,-5,-2,2,-1,0,-6,3,1,3,-1,-4,0,-1,-1,2,-4,-5,-4,3,-2,2,2,4,6,3,0,3,-2,-1,-2
243,2,0,4,-3,2,-1,-3,2,0,2,-4,-8,1,-4,-4,-3,-4,-5,-3,-5,0,-6,0,-4,1,2,-6,-2,-2,-3,-3,-4,-6,-5,-3,-7,3,-3,4,6,-3,-3,1,-6,-3,-3
244,4,-1,5,-2,5,-3,0,3,0,3,-6,-7,4,-4,-5,-5,-2,-6,-2,-6,1,-6,3,-1,6,5,-4,-3,-5,-4,-5,-4,0,-4,-7,-8,3,-2,4,7,-4,-10,0,-5,-4,-4
245,4,3,4,2,4,-2,1,3,1,1,-2,-3,4,-1,-3,-6,-1,-3,-3,-9,2,-5,1,0,4,3,-2,1,-7,0,-5,1,2,0,-5,-7,4,-3,4,6,-2,-6,0,-5,1,-1
246,2,2,2,3,2,1,4,-1,2,0,4,0,-1,-1,-1,-3,7,0,0,-3,-3,2,-3,6,1,-1,1,5,-2,3,-1,1,7,3,0,-1,2,-1,0,1,3,-1,-2,-1,3,3
247,-2,-4,2,7,-3,5,7,-6,-1,-2,4,5,1,2,5,1,7,2,4,3,-5,3,-4,9,-2,0,7,7,1,3,2,6,7,4,4,4,1,3,-1,1,3,3,-3,3,9,7
248,1,-2,1,6,-3,6,10,-4,1,0,7,8,1,7,5,3,8,7,7,2,-2,6,0,8,0,1,5,10,4,6,2,4,10,7,9,5,3,7,0,3,7,7,0,3,8,7
249,3,3,0,3,4,9,8,-2,1,4,8,9,5,10,4,4,8,9,6,4,0,8,4,10,3,4,6,9,7,8,5,2,4,6,10,8,5,6,4,5,10,6,3,7,7,5
250,4,6,7,-5,7,6,-1,0,7,6,6,2,8,6,2,4,4,5,6,4,5,3,8,6,4,8,2,4,7,5,6,-3,-4,-1,10,7,10,4,10,8,5,4,6,6,8,-1
251,6,9,9,-11,9,3,-5,1,11,7,3,-3,12,-1,-4,0,-5,1,6,2,5,1,7,-1,6,13,-2,-4,2,0,2,-8,-5,-3,5,3,10,1,10,6,-1,1,6,2,-3,-4
252,6,8,9,-11,10,-4,-8,2,9,5,-4,-1,13,-4,-4,-7,-7,-6,0,-5,2,-6,6,-5,6,10,-5,-4,-5,-5,-2,-5,-6,-5,0,-5,10,-2,8,5,-7,-5,3,-2,-6,-8
253,0,10,4,-12,3,-3,-11,0,8,4,-6,-6,6,-6,-7,-9,-4,-2,-3,-7,1,-3,3,-5,3,6,-5,-7,-7,-6,-8,-7,-7,-5,-5,-1,5,-9,5,4,-6,-6,2,-1,-5,-7
254,-3,4,1,-12,0,-4,-9,-3,2,-1,-5,-6,2,-6,-5,-6,-4,-1,-4,-2,-3,-2,-2,-5,-1,4,-4,-8,-5,-6,-6,-7,-8,-4,-5,-4,2,-8,2,0,-4,-6,-4,-3,-5,-4
255,-8,-1,-1,-5,-2,-2,-5,-6,2,-4,-7,-2,-1,-3,-2,-5,-1,1,-6,-5,-1,-2,-2,-4,-6,1,0,-5,-8,-1,-6,-1,-3,-1,-4,-4,-3,-7,-3,-5,-5,-6,-3,-3,-4,-2
256,-6,-1,-7,-3,-5,-1,-1,-7,-4,-5,-4,1,-3,-2,-1,-3,2,4,-3,-5,-3,2,-5,-2,-7,-3,4,0,-5,3,-3,2,-3,1,-3,2,-5,-1,-6,-4,-1,-3,-2,3,0,1
257,-6,-2,-7,-5,-5,4,-2,-9,-4,-4,0,1,-2,3,1,1,1,4,1,1,-3,2,-4,2,-4,-2,2,-1,-4,1,-1,0,-3,1,3,5,-2,0,-3,-1,3,3,-2,4,7,1
258,1,0,-4,-6,-3,3,-4,-6,-4,-1,0,0,-2,0,0,2,-2,4,0,4,1,1,-1,-2,1,0,-1,-4,1,0,0,0,-3,-1,2,2,-1,2,0,3,-1,2,3,2,4,2
259,5,4,-3,-3,5,-2,-2,0,-3,3,-2,-2,5,-2,-1,0,-4,0,0,3,5,-4,3,-2,5,1,-3,-4,1,-2,0,-1,-1,-3,-1,-1,-1,3,2,3,-1,-2,8,0,-1,2
260,8,7,-1,-7,3,-4,-4,4,4,9,0,-2,4,-2,-2,-2,-2,2,-4,-1,6,-3,5,-3,5,5,-3,-3,-3,-1,-1,-2,-7,-1,0,-1,4,-3,4,8,-1,0,12,-2,1,2
261,8,6,4,-12,4,-2,-8,5,4,8,-2,-6,7,-6,-5,-2,-8,-3,-3,-1,7,-6,4,-5,10,9,-7,-9,-2,-7,1,-9,-11,-4,-1,-2,6,0,6,6,-4,-3,11,-5,-3,-1
262,4,8,4,-8,6,-8,-8,9,8,5,-6,-10,9,-7,-9,-6,-10,-9,-6,-4,10,-10,5,-9,10,6,-8,-9,-8,-11,-2,-10,-8,-9,-3,-6,5,-3,8,8,-7,-6,10,-9,-7,-2
263,2,6,-1,-3,3,-10,-5,9,5,3,-9,-8,4,-9,-8,-9,-5,-7,-8,-8,3,-7,0,-10,4,4,-5,-3,-9,-9,-7,-6,-1,-2,-7,-8,2,-7,3,2,-8,-8,4,-8,-7,-2
264,-6,0,-7,0,-3,-4,1,1,-1,-3,-4,-4,-3,-7,-3,-7,-1,-6,-10,-5,-3,-1,-8,-3,-5,-4,-1,0,-3,-8,-4,-3,1,1,-2,-3,-5,-7,-3,-3,-3,-4,-3,-4,1,5
265,-5,-4,-8,4,-7,0,5,-3,-5,-4,1,-1,-8,0,0,-1,1,-2,-6,0,-6,1,-10,1,-7,-5,3,2,0,-3,0,-1,2,1,0,0,-7,-2,-6,-5,1,0,-4,1,3,5
266,-5,-3,-10,5,-3,2,7,0,-7,-5,3,4,-7,3,3,0,1,-1,1,2,-4,5,-9,2,-2,-4,4,4,0,1,2,2,7,5,1,3,-8,1,-7,-7,3,2,-4,1,1,4
267,-6,-6,-8,8,-5,3,5,1,-5,-4,5,4,-6,1,4,3,3,1,4,3,-6,3,-4,4,-1,-8,4,7,1,1,4,0,6,3,7,1,-6,2,-6,-7,0,8,-4,4,4,5
268,0,-5,-5,11,-6,7,8,-2,-6,-1,5,5,-3,0,6,3,8,3,4,6,-4,8,-4,8,0,-4,5,5,6,2,7,1,8,4,4,3,-2,2,-2,-2,3,6,-2,6,6,6
269,0,-2,0,15,3,7,13,5,-1,5,7,8,3,4,9,8,8,2,5,6,2,12,1,11,4,3,9,7,5,6,7,7,9,8,8,6,1,5,1,2,4,7,-3,10,7,10
270,1,3,4,14,3,9,13,6,4,4,9,9,3,8,12,7,13,6,11,9,2,14,3,15,2,2,7,13,9,7,8,7,7,9,7,9,2,8,2,2,10,10,-3,12,10,7
271,-1,-3,0,7,-1,12,7,1,0,2,12,6,2,6,12,10,7,5,13,12,0,11,-2,14,-3,0,3,6,12,7,11,1,2,2,12,14,2,9,-1,-1,13,10,-6,13,8,3
272,-4,-3,-1,0,-3,6,-1,-1,-4,1,8,1,-1,2,7,7,-2,-2,11,7,-4,3,-1,4,-5,-2,-2,0,9,2,10,-3,-4,-4,7,5,-1,6,-1,-1,7,5,-5,7,2,-5
273,-1,-5,2,-2,-3,-1,-4,0,-3,-2,1,-4,-1,-2,1,-2,-3,-8,7,-1,-3,-2,-1,0,-5,-3,-5,-4,0,-4,1,-8,-4,-6,-1,-3,-2,1,-4,-3,-1,-1,-8,-1,-3,-7
274,-5,-5,-4,-7,-4,-3,-6,-4,-6,-5,-2,-6,-6,-6,-1,-7,-7,-10,-2,-6,-8,-4,0,-3,-11,-6,-10,-5,-6,-5,-5,-8,-9,-9,-5,-2,-8,-5,-5,-7,-2,-4,-13,-2,-6,-12
275,-9,-7,-5,-11,-10,-5,-12,-8,-7,-6,-7,-11,-9,-11,-5,-11,-9,-9,-6,-9,-8,-6,-4,-5,-15,-10,-14,-8,-9,-7,-6,-12,-11,-10,-6,-5,-8,-9,-8,-5,-4,-7,-11,-5,-7,-13
276,-6,-7,-3,-10,-4,-9,-11,-6,-8,-5,-11,-11,-3,-12,-9,-11,-12,-13,-7,-8,-4,-9,0,-9,-9,-3,-12,-8,-12,-10,-8,-12,-10,-11,-8,-8,-6,-10,-8,-3,-9,-10,-7,-9,-10,-10
277,-1,-3,1,-2,1,-11,-9,-4,-4,4,-14,-9,0,-9,-6,-12,-6,-14,-11,-11,-2,-9,6,-11,-7,0,-6,-5,-14,-9,-12,-7,-4,-7,-11,-7,-1,-11,-4,1,-10,-12,-1,-11,-7,-7
278,2,4,2,3,0,-3,-1,-3,-2,5,-7,-3,0,-9,-2,-12,3,-5,-10,-10,-2,-3,5,-3,-1,2,-1,-1,-11,-1,-13,1,4,-1,-6,-2,3,-8,2,3,-3,-7,3,-5,2,1
279,4,5,5,5,1,3,4,2,0,4,1,4,4,-1,4,-4,5,4,-5,-1,3,5,4,3,-1,3,5,5,-2,4,-4,9,6,4,0,2,4,-2,5,4,3,-1,5,0,11,6
280,5,4,6,4,3,6,5,1,5,4,7,7,6,5,7,1,5,6,4,3,8,5,2,5,-1,6,5,8,3,7,1,6,6,5,6,6,5,8,3,4,8,3,5,4,12,4
281,8,4,6,4,6,7,5,3,5,7,7,8,5,5,7,5,6,9,5,3,7,4,7,6,4,8,4,5,3,8,4,6,4,5,8,4,5,8,4,6,9,4,7,3,10,6
282,10,7,11,5,8,6,6,5,7,10,5,7,7,4,6,5,6,11,3,4,9,4,9,7,5,9,6,8,3,5,7,6,5,4,6,4,12,6,10,11,9,4,9,2,9,7
283,10,11,14,0,10,6,2,10,10,11,5,6,12,5,4,7,1,8,5,5,12,3,8,6,10,14,2,3,5,8,8,3,0,6,6,6,13,6,13,7,7,3,6,5,6,2
284,5,5,12,-7,9,3,-6,8,12,4,2,-1,10,3,2,3,-7,3,6,3,6,-4,7,-2,7,7,-10,-2,2,3,3,-3,-9,-1,7,1,9,5,11,2,5,1,2,2,-2,-7
285,-3,0,3,-13,1,-5,-13,1,6,0,-6,-8,0,-7,-10,-4,-12,-1,-2,-4,-2,-10,-1,-8,-2,0,-14,-10,-3,-3,-3,-10,-10,-7,-3,-8,3,-3,0,-3,-2,-7,-4,-4,-10,-13
286,-6,-3,-2,-9,-4,-10,-8,-5,0,-6,-13,-11,-4,-11,-12,-9,-13,-7,-10,-9,-6,-11,-6,-9,-6,-3,-12,-12,-7,-8,-8,-9,-9,-7,-12,-10,-2,-8,-2,-5,-9,-12,-9,-11,-12,-10
287,-10,-9,-6,-7,-5,-8,-4,-8,-2,-8,-11,-9,-7,-6,-7,-9,-9,-6,-13,-10,-7,-9,-9,-9,-5,-4,-7,-4,-13,-5,-11,-6,-7,-5,-12,-9,-8,-11,-5,-9,-10,-12,-10,-11,-8,-12
288,-11,-10,-11,-7,-10,-4,-4,-9,-8,-11,-7,-6,-9,-6,-6,-6,-8,-6,-7,-5,-11,-6,-8,-6,-11,-4,-6,-6,-7,-3,-10,-7,-9,-4,-9,-7,-8,-7,-6,-12,-7,-9,-12,-9,-9,-8
289,-13,-13,-16,-6,-12,-4,-5,-13,-11,-11,-7,-8,-10,-4,-8,-6,-7,-6,-9,-4,-8,-9,-10,-6,-13,-9,-7,-8,-7,-4,-9,-5,-3,-6,-7,-8,-10,-8,-9,-11,-9,-5,-13,-7,-10,-7
290,-7,-11,-10,-1,-12,-5,0,-13,-8,-7,-8,-5,-10,-4,-7,-4,0,-2,-7,-4,-4,-3,-5,-4,-6,-5,0,-3,-7,-5,-7,-1,3,0,-11,-5,-7,-6,-6,-9,-9,-5,-7,-5,-6,0
291,1,-6,-5,6,-4,0,8,-5,-3,0,-5,2,2,3,3,-3,6,2,-5,-1,1,3,3,4,3,5,5,4,-4,3,-3,6,9,6,-3,4,0,-3,0,-1,-1,0,-1,-1,2,7
292,6,4,1,7,4,11,10,1,0,7,5,9,4,8,6,7,8,8,2,4,5,7,8,10,7,7,6,8,5,7,2,10,9,6,2,10,5,5,6,4,5,7,6,9,6,9
293,5,8,5,5,5,11,9,5,5,7,7,7,9,9,7,12,7,8,10,13,8,9,8,10,9,6,6,6,11,6,9,6,6,3,8,11,9,9,9,4,8,11,3,12,7,8
294,5,5,3,5,6,7,5,3,7,5,5,7,6,8,7,12,3,4,7,11,8,8,9,7,6,6,5,5,8,3,7,6,6,1,6,9,7,9,7,4,7,7,5,7,6,8
295,5,8,4,2,5,5,5,4,5,6,4,7,5,6,7,6,3,3,6,8,8,6,11,5,9,7,4,3,6,4,5,8,7,4,3,5,6,5,6,6,5,4,5,7,2,6
296,2,9,3,-1,6,3,4,5,3,0,2,3,3,5,4,4,1,5,3,5,3,4,5,5,2,2,1,1,5,1,6,4,0,2,3,5,6,4,4,3,4,6,-1,6,3,4
297,-7,4,-2,-6,-4,0,-2,0,0,-6,0,-4,-3,3,-1,5,-3,-1,0,4,-2,0,-1,-2,-7,-5,0,-1,4,-3,3,-2,-5,-5,1,2,-1,1,0,-3,-1,1,-7,1,0,-2
298,-10,-4,-9,-8,-11,-5,-6,-8,-9,-12,-4,-5,-11,-6,-5,-1,-9,-7,-2,-1,-8,-4,-8,-4,-12,-12,-7,-8,1,-9,1,-6,-3,-5,-4,-4,-12,-1,-9,-9,-2,-6,-13,-2,-8,-5
299,-8,-7,-13,-7,-11,-10,-7,-10,-16,-8,-7,-7,-12,-6,-8,-8,-6,-9,-8,-6,-6,-8,-6,-8,-10,-13,-6,-8,-7,-8,-4,-4,-1,-7,-6,-8,-11,-6,-11,-6,-8,-8,-6,-4,-9,-6
300,-7,-5,-10,-2,-8,-8,-2,-5,-12,-3,-6,-8,-9,-8,-6,-8,-1,-8,-11,-7,-4,-5,-8,-7,-7,-10,-1,-4,-6,-8,-6,-5,1,-5,-8,-5,-5,-8,-9,-3,-7,-7,-9,-4,-3,1
301,-7,-7,-7,3,-9,-5,5,-5,-9,-7,-4,-3,-6,-3,-1,-4,1,-5,-7,-6,-7,0,-6,1,-6,-7,2,2,-1,-2,-3,2,5,-1,-1,0,-10,-4,-8,-7,-2,-3,-10,-4,0,5
302,-4,-6,-7,4,-9,0,5,-7,-9,-6,2,1,-7,1,2,2,3,-1,-1,0,-8,4,-4,4,-6,-9,2,3,1,1,0,2,6,2,4,0,-8,1,-7,-6,3,2,-5,2,4,4
303,4,-3,-5,3,-1,4,4,-3,-8,1,5,2,-4,0,0,0,2,1,2,3,-4,3,2,5,0,-5,-1,1,5,0,5,0,3,-1,6,-1,-3,4,-4,-1,5,2,2,6,0,4
304,9,1,4,5,6,2,7,5,0,6,4,3,4,-1,-1,1,5,-2,1,4,5,3,7,6,4,4,3,4,4,-3,3,3,4,2,4,0,3,1,4,8,2,1,5,2,4,9
305,10,8,8,10,10,5,12,12,7,11,4,7,7,2,5,2,8,1,3,3,9,7,10,8,9,7,7,10,2,2,2,8,8,7,7,3,6,3,8,6,7,4,5,4,6,10
306,6,10,9,10,10,9,11,12,7,8,10,10,6,7,8,7,7,5,7,6,6,10,9,11,6,6,7,13,5,7,7,10,3,7,11,9,7,7,6,5,12,10,6,11,7,7
307,2,10,5,2,7,10,5,5,6,6,10,5,5,7,5,7,9,7,11,9,3,6,5,8,2,3,1,8,8,7,12,0,0,1,12,9,6,8,4,6,9,12,2,11,6,3
308,1,4,5,1,6,4,1,4,5,3,5,-2,6,-2,2,6,1,-2,9,8,3,1,5,2,3,4,-2,1,4,0,6,-4,-2,-2,7,2,5,4,7,3,3,5,1,6,-2,0
309,2,2,2,6,4,-2,7,3,6,2,-1,-1,4,-2,0,1,4,-2,0,-1,3,-1,3,3,4,1,0,4,-2,-2,-1,0,5,0,1,0,3,-2,7,1,0,3,-1,1,-2,0
310,-4,0,-4,4,0,3,5,-1,3,0,2,3,1,3,3,-1,5,2,2,-3,-4,1,-3,7,-4,-4,1,5,-1,4,0,0,0,2,0,4,-1,-2,2,-3,2,3,-7,5,3,2
311,-12,-4,-8,-6,-6,5,-1,-9,-4,-7,2,-1,-4,1,0,4,-3,2,6,3,-9,-2,-8,7,-10,-7,-6,-3,3,1,5,-4,-10,-6,6,5,-5,-2,-1,-6,4,4,-10,3,0,-4
312,-8,-5,-9,-12,-8,-4,-11,-12,-5,-7,-4,-10,-3,-5,-9,1,-11,-8,3,-1,-6,-8,-7,-4,-8,-6,-12,-12,-1,-7,1,-12,-11,-14,0,-5,-5,-2,-1,-8,-4,-3,-9,-5,-9,-12
313,-1,-3,-6,-6,-1,-10,-10,-7,-6,-3,-12,-12,2,-12,-14,-12,-10,-14,-5,-13,-4,-14,-2,-9,-4,-3,-12,-12,-12,-11,-10,-8,-5,-11,-9,-12,-2,-8,-1,-4,-9,-13,-1,-12,-14,-11
314,4,4,-1,-1,1,-8,-6,-3,0,3,-11,-8,3,-11,-8,-14,1,-8,-10,-16,0,-8,3,-7,-2,3,-3,-4,-14,-6,-14,-2,-1,-5,-11,-10,4,-14,5,4,-8,-11,2,-10,-3,-3
315,3,5,1,-2,3,0,0,-2,6,3,-4,-2,5,-6,0,-6,-1,0,-8,-6,1,0,2,-3,0,7,-3,-3,-6,0,-5,2,-1,-3,-3,0,7,-8,8,1,0,-6,-1,-2,2,0
316,-1,5,0,-5,4,1,-3,0,4,2,-4,-1,4,2,-2,2,-2,-3,1,-2,1,-4,2,-3,2,3,-4,-4,-4,-1,-2,1,-3,-6,1,0,5,2,6,3,1,-3,3,-2,-1,-5
317,6,5,2,0,4,0,-2,-1,4,5,-4,0,3,-4,-4,-3,5,-4,-1,-8,3,-3,5,-5,5,3,4,-1,-5,-4,-2,2,4,0,-6,-1,7,1,3,6,0,-7,7,-3,-1,2
318,9,9,7,12,7,4,11,3,3,10,0,7,9,2,2,-1,14,5,-2,-3,9,7,6,3,8,10,14,8,-3,3,-1,14,15,13,-3,6,12,0,10,7,6,-1,9,2,10,17
319,6,11,10,18,8,13,18,8,9,10,8,18,10,15,15,12,21,14,4,9,11,16,7,13,8,9,21,18,8,16,8,23,17,20,8,13,14,10,12,8,18,9,11,11,22,21
320,4,8,4,11,5,21,17,7,9,2,17,22,7,23,20,18,15,21,17,17,4,18,1,14,7,5,16,16,18,19,19,18,10,17,17,20,9,22,6,2,27,17,3,19,21,13
321,-3,3,-3,1,-2,16,6,-1,0,0,15,13,-1,17,10,17,9,16,17,17,-1,8,-3,9,-2,0,7,6,18,9,21,7,-2,4,19,16,2,22,-2,-2,17,14,0,14,12,5
322,1,-1,-1,-5,-2,9,0,-2,-1,1,6,5,0,5,0,9,1,6,9,11,2,-3,1,-2,1,2,0,-3,10,1,13,-4,-5,0,9,5,3,12,0,1,8,4,3,3,4,1
323,3,4,2,-6,4,0,-2,6,3,3,-3,1,8,1,-5,4,-5,1,-1,1,4,-7,2,-8,4,8,-2,-2,2,-7,4,-3,-9,-5,3,-2,3,3,3,2,1,-3,6,-3,-3,-5
324,-7,5,0,-16,-3,-6,-11,6,6,-4,-6,-6,-1,-4,-9,-3,-10,-1,-2,-2,0,-13,-4,-12,-4,-1,-10,-6,-4,-7,-1,-9,-16,-11,0,-6,1,-3,0,-6,-6,-3,-4,-6,-7,-13
325,-15,-6,-10,-21,-13,-9,-14,-8,-5,-12,-12,-16,-11,-13,-17,-8,-17,-7,-10,-6,-11,-19,-13,-18,-10,-9,-17,-16,-8,-15,-2,-17,-20,-17,-6,-12,-11,-6,-10,-12,-11,-10,-15,-12,-16,-17
326,-13,-12,-14,-18,-12,-18,-15,-12,-12,-11,-21,-21,-11,-16,-20,-12,-19,-16,-17,-14,-14,-22,-11,-23,-9,-9,-16,-17,-14,-22,-12,-14,-16,-18,-16,-18,-13,-13,-13,-11,-20,-16,-8,-18,-17,-15
327,-1,-4,-5,-8,-7,-16,-7,-5,-11,-5,-21,-15,-2,-13,-16,-17,-7,-14,-18,-18,-4,-15,-2,-18,1,-1,-8,-9,-17,-14,-16,-5,-2,-4,-19,-15,-5,-16,-7,-3,-18,-17,-1,-16,-15,-5
328,-4,3,-1,6,-1,-5,5,0,-5,0,-11,-2,0,-5,-4,-10,5,0,-14,-9,-5,-2,1,-2,0,0,5,3,-10,-4,-9,6,9,9,-9,-4,-1,-11,-4,0,-9,-8,-1,-2,-3,9
329,-5,1,-2,12,-5,9,13,-1,0,-1,5,5,-3,6,8,4,11,10,-1,5,-6,7,-2,11,-5,-4,16,12,5,10,3,15,14,16,2,6,-2,0,-1,-1,5,9,-2,8,12,16
330,4,-1,-4,17,-2,15,18,1,-4,2,13,12,1,13,14,16,12,15,11,13,0,13,1,17,0,1,16,16,14,14,11,18,19,16,11,14,-5,12,-2,1,10,14,5,16,15,16
331,13,5,8,20,10,17,22,10,0,15,16,14,12,16,18,17,16,15,18,15,11,14,14,18,12,10,19,19,16,14,13,19,21,19,14,18,6,17,5,16,12,18,17,19,18,17
332,21,18,19,22,21,22,21,20,13,24,22,17,20,16,19,18,20,20,17,18,20,20,24,23,20,20,21,19,18,20,17,22,23,22,21,21,19,18,17,23,18,20,19,20,20,23
333,14,20,16,22,18,26,22,22,20,16,23,17,17,22,20,21,18,21,17,21,16,21,18,25,17,19,20,19,21,22,21,22,15,19,22,22,19,20,19,17,21,20,12,24,22,19
334,4,14,9,11,10,21,13,15,17,8,23,12,9,21,18,23,8,17,22,20,8,18,8,18,6,11,10,13,20,18,21,12,4,9,22,17,11,23,9,10,18,22,6,18,17,9
335,1,4,1,-1,2,14,-1,4,3,2,16,0,-1,10,9,15,-1,7,18,15,0,5,1,8,2,-1,-2,-1,16,7,13,-4,-5,-1,16,8,0,17,1,2,9,9,-1,10,3,0
336,-5,0,-4,-8,-3,1,-8,-3,-3,-2,3,-8,-4,-3,-1,4,-8,-5,3,3,-5,-6,-6,-4,-5,-4,-9,-9,3,-6,4,-11,-10,-11,4,-3,-3,5,-3,-2,-1,-4,-6,-4,-5,-6
337,-9,-7,-6,-10,-8,-6,-9,-8,-5,-9,-3,-11,-8,-11,-7,-6,-7,-12,-8,-7,-11,-6,-11,-11,-9,-9,-10,-9,-8,-11,-7,-14,-10,-12,-4,-7,-9,-7,-10,-9,-7,-11,-13,-11,-8,-8
338,-16,-18,-18,-14,-15,-8,-13,-17,-13,-17,-8,-12,-14,-12,-11,-9,-13,-12,-10,-10,-19,-12,-19,-9,-18,-17,-16,-10,-11,-10,-9,-13,-14,-12,-6,-10,-19,-10,-17,-18,-9,-11,-18,-11,-14,-13
339,-14,-16,-18,-22,-19,-10,-16,-24,-20,-15,-8,-18,-19,-16,-16,-16,-17,-15,-12,-14,-19,-16,-18,-12,-18,-20,-21,-18,-12,-13,-9,-20,-18,-18,-9,-14,-20,-12,-20,-16,-12,-14,-14,-14,-14,-20
340,-5,-15,-11,-22,-9,-17,-16,-17,-19,-7,-14,-22,-9,-19,-21,-20,-19,-22,-16,-16,-10,-18,-9,-18,-6,-11,-22,-21,-18,-23,-15,-20,-19,-21,-15,-22,-11,-16,-14,-7,-16,-19,-3,-19,-20,-18
341,8,-3,4,-18,4,-22,-16,-1,-5,5,-20,-21,7,-24,-19,-23,-16,-24,-23,-21,3,-19,5,-20,3,2,-20,-16,-24,-21,-21,-19,-15,-17,-18,-23,-1,-22,0,5,-21,-24,9,-23,-19,-17
342,18,11,17,-17,13,-18,-13,8,8,16,-16,-15,13,-19,-16,-26,-12,-19,-22,-21,12,-16,14,-17,14,11,-16,-15,-19,-17,-22,-17,-11,-11,-20,-20,9,-22,10,12,-17,-21,13,-18,-16,-14
343,18,16,18,-12,18,-14,-12,9,16,18,-13,-13,17,-16,-14,-21,-10,-15,-18,-15,16,-15,15,-10,16,14,-14,-13,-17,-13,-15,-14,-11,-13,-14,-18,14,-19,18,17,-11,-16,17,-12,-14,-12
344,20,19,20,-7,18,-15,-11,14,18,18,-10,-11,20,-13,-12,-17,-6,-13,-16,-17,17,-11,19,-10,17,15,-9,-6,-13,-9,-13,-11,-3,-8,-16,-16,16,-15,20,17,-13,-15,20,-9,-12,-7
345,23,19,20,2,22,-8,2,17,21,21,-9,-1,24,-6,-4,-10,2,-6,-12,-12,19,-6,23,-4,22,21,0,0,-9,-7,-10,-1,8,0,-13,-8,19,-11,21,20,-7,-13,22,-5,-6,2
346,19,22,24,9,23,2,9,18,25,22,0,8,23,3,5,-4,12,6,-4,-5,19,4,23,7,16,21,10,10,-3,4,-4,10,15,10,-3,2,24,-5,24,20,-1,-2,20,5,7,13
347,8,15,19,16,16,11,15,12,22,10,8,16,17,10,13,6,22,16,8,8,11,16,13,16,8,12,19,15,7,13,8,17,20,19,8,13,18,7,17,10,11,11,6,14,16,18
348,-6,2,4,22,4,17,21,1,11,-2,16,24,6,19,19,19,21,20,15,15,0,22,0,23,-5,3,23,26,13,18,15,23,23,21,18,22,6,15,7,0,16,18,-6,21,22,22
349,-10,-5,-9,16,-5,24,16,-8,-3,-8,22,25,-5,23,21,21,19,23,22,21,-6,21,-7,25,-10,-6,23,25,21,25,22,20,18,22,22,28,-3,21,-4,-9,22,21,-9,23,23,23
350,-14,-11,-13,6,-11,21,10,-12,-9,-10,19,19,-5,24,17,20,10,21,24,23,-10,15,-11,23,-12,-10,12,14,21,19,24,13,5,14,22,23,-7,24,-8,-8,22,22,-10,22,16,12
351,-18,-9,-14,-1,-13,9,-1,-14,-8,-13,10,8,-7,13,7,15,0,8,20,13,-12,8,-16,8,-14,-10,3,4,14,9,16,1,-7,3,15,13,-10,19,-7,-11,11,14,-14,11,8,1
352,-20,-13,-22,-13,-16,1,-10,-17,-13,-18,1,-3,-12,2,-3,4,-8,-2,10,5,-17,-4,-21,-4,-17,-15,-6,-7,4,-1,6,-8,-13,-8,5,3,-16,10,-12,-20,1,0,-18,-2,-5,-4
353,-24,-19,-23,-22,-20,-9,-19,-19,-21,-19,-7,-15,-17,-7,-12,-5,-20,-10,-4,-7,-20,-15,-24,-11,-20,-21,-14,-16,-6,-10,-5,-18,-23,-18,-5,-7,-17,-2,-15,-20,-7,-7,-16,-10,-13,-15
354,-19,-19,-21,-23,-21,-17,-23,-19,-19,-19,-19,-24,-17,-17,-22,-14,-23,-19,-14,-15,-18,-23,-22,-19,-17,-19,-21,-24,-15,-21,-16,-23,-25,-24,-15,-17,-16,-15,-15,-18,-16,-15,-13,-19,-20,-18
355,-16,-18,-22,-18,-16,-23,-22,-16,-17,-17,-28,-22,-13,-23,-24,-20,-22,-25,-23,-22,-13,-24,-20,-23,-12,-15,-17,-25,-21,-23,-23,-19,-16,-20,-20,-22,-16,-21,-13,-16,-23,-24,-10,-26,-23,-16
