,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
115,18,25,21,23,19,12,18,22,25,18,10,13,22,10,15,10,20,7,9,6,17,16,19,12,19,18,19,20,6,14,7,20,26,18,8,9,23,6,20,22,9,9,15,12,14,17
116,15,16,15,24,18,20,26,16,20,13,17,22,18,20,25,17,23,16,17,13,13,22,13,23,15,13,19,25,16,22,14,21,18,23,18,19,17,15,15,18,22,17,13,20,20,20
117,13,17,15,6,14,25,10,12,16,15,22,17,16,23,20,22,9,17,24,19,13,16,13,22,10,12,4,14,23,19,22,7,-3,8,26,20,12,24,17,14,25,24,13,23,15,3
118,8,13,12,-8,10,11,-6,10,15,9,9,-4,11,9,1,12,-7,2,18,12,8,-3,6,-1,7,9,-8,-6,12,2,17,-9,-11,-8,16,3,9,17,12,9,11,10,6,7,-4,-10
119,-3,6,4,-2,1,-8,-6,2,10,-5,-8,-9,5,-8,-8,-4,-7,-12,-1,-8,-2,-10,-2,-9,-3,-1,-8,-7,-8,-10,-3,-5,-3,-9,-2,-10,0,-1,4,-3,-6,-7,-6,-10,-7,-8
120,-16,-5,-9,-3,-11,-2,1,-11,-4,-14,-5,1,-10,-7,-4,-10,0,-6,-8,-12,-14,-2,-14,-1,-18,-14,-1,0,-11,0,-12,0,-4,0,-6,-5,-9,-6,-7,-17,-3,-9,-18,-8,2,-1
121,-23,-15,-21,-17,-22,2,-11,-21,-17,-22,0,-3,-21,2,-2,-2,-12,-2,0,-1,-24,-5,-25,2,-26,-22,-13,-7,0,-1,-1,-11,-26,-11,1,1,-20,2,-21,-23,6,1,-25,1,0,-15
122,-22,-20,-23,-28,-24,-14,-29,-27,-21,-23,-11,-20,-22,-11,-21,-7,-29,-20,-3,-7,-23,-25,-21,-20,-25,-22,-27,-24,-7,-18,-7,-27,-31,-30,-6,-15,-22,-2,-19,-24,-9,-12,-20,-16,-18,-29
123,-13,-16,-15,-12,-15,-28,-22,-18,-22,-13,-30,-22,-15,-28,-30,-26,-20,-31,-21,-26,-13,-31,-14,-26,-13,-13,-19,-22,-25,-28,-26,-16,-12,-18,-24,-28,-15,-19,-19,-16,-25,-31,-9,-29,-26,-17
124,-4,-5,-7,8,-8,-17,0,-7,-13,-4,-22,-3,-6,-17,-12,-25,4,-15,-28,-28,-6,-11,-2,-6,-6,-4,4,1,-25,-11,-28,5,3,1,-26,-15,-3,-23,-6,-5,-15,-21,0,-16,-3,5
125,0,1,3,9,-1,6,8,-1,-2,3,-1,11,-1,6,6,-3,10,6,-7,-5,2,9,4,12,-1,2,10,12,0,10,-7,11,3,9,-6,6,2,-3,2,0,7,3,2,7,16,10
126,5,4,5,7,2,10,6,2,2,6,9,8,8,11,6,13,4,11,9,10,3,5,7,9,3,6,7,8,11,8,9,6,5,4,8,11,6,12,4,2,10,7,5,9,6,6
127,13,9,8,17,7,6,11,6,5,11,3,9,9,4,3,6,13,8,7,6,9,4,11,7,10,9,12,13,6,5,7,14,21,11,4,8,11,8,11,8,7,2,14,6,8,16
128,20,15,15,30,17,17,27,13,9,18,10,23,20,13,16,9,30,18,6,10,18,20,17,20,21,21,32,23,12,19,8,30,29,27,7,16,16,6,16,21,17,10,22,18,22,31
129,18,22,20,19,22,32,26,23,20,21,24,29,23,28,28,27,27,29,20,24,24,27,21,29,22,26,27,27,23,28,22,25,15,23,25,29,23,22,25,24,29,27,18,30,27,23
130,5,19,15,-3,13,23,6,15,21,8,26,16,13,26,14,30,5,20,29,31,14,10,11,17,10,15,3,7,27,17,31,1,-7,4,30,22,15,31,20,9,24,23,2,26,10,0
131,-11,0,-7,-14,-6,4,-13,-1,4,-9,3,-5,-7,1,-7,12,-12,-2,15,13,-5,-13,-6,-6,-5,-3,-13,-12,8,-5,14,-15,-13,-13,14,-1,-2,14,3,-9,4,3,-9,3,-10,-13
132,-6,-8,-12,-11,-9,-14,-15,-9,-8,-6,-15,-15,-9,-14,-16,-11,-8,-12,-7,-9,-6,-16,-6,-18,-4,-6,-11,-15,-9,-18,-6,-13,-11,-13,-10,-10,-7,-10,-5,-3,-12,-12,-5,-14,-14,-8
133,-1,0,-3,-5,-1,-10,-6,-1,-4,2,-15,-8,4,-12,-10,-12,-4,-9,-15,-12,1,-10,1,-12,2,4,-4,-11,-12,-11,-13,-8,-5,-7,-14,-8,0,-12,2,2,-11,-11,-4,-9,-10,-4
134,-15,-2,-8,-7,-3,-8,-7,-1,-2,-9,-6,-4,-5,-4,-6,-5,-7,-5,-8,-6,-8,-5,-10,-11,-8,-9,-6,-4,-6,-5,-7,-6,-6,-5,-5,-5,-4,-5,0,-11,-6,-8,-17,-1,-8,-7
135,-29,-21,-27,-6,-26,-7,-5,-22,-14,-26,-4,-8,-27,-6,-8,-3,-6,-6,-5,-3,-24,-3,-29,-11,-27,-29,-4,-8,-4,-6,-3,-9,-3,-4,-2,-5,-23,-5,-23,-27,-4,-4,-26,-3,-7,-4
136,-16,-30,-30,4,-26,-6,3,-27,-27,-19,-6,-3,-23,-5,-3,-2,0,-6,-6,-4,-20,4,-21,-5,-19,-25,3,-1,-5,-2,-4,4,10,5,-4,-4,-25,-7,-27,-19,-6,-6,-12,-2,-2,8
137,10,-8,-6,18,-3,3,17,-8,-15,8,4,11,0,6,10,1,14,3,-2,0,5,14,5,5,5,-3,18,17,0,12,0,20,20,17,3,4,-4,-3,-7,6,2,4,8,6,12,20
138,13,9,7,23,10,19,25,8,5,13,20,22,10,18,22,14,24,19,12,15,10,26,11,19,12,8,22,25,14,22,14,25,22,22,15,18,11,12,8,10,18,18,8,21,23,25
139,6,7,5,14,4,24,20,6,9,7,28,21,6,24,25,26,16,22,22,26,6,23,7,21,5,2,15,22,25,25,26,15,9,15,24,22,9,19,6,6,23,26,4,25,23,16
140,18,5,7,-1,7,17,7,5,3,16,22,10,8,17,12,19,2,15,23,22,13,11,13,10,13,10,0,6,20,12,22,3,-3,4,22,13,8,21,4,14,16,16,15,17,9,2
141,30,19,21,-9,25,2,-3,24,14,28,9,-2,27,4,0,7,-8,0,12,9,29,-3,30,-4,30,23,-10,-4,8,-1,10,-3,-9,-6,13,0,28,10,17,28,6,2,26,3,-5,-8
142,25,32,28,-13,27,-9,-13,30,29,27,-5,-9,28,-9,-8,-5,-12,-10,-4,-6,27,-11,26,-8,25,25,-13,-10,-5,-6,-1,-10,-15,-12,-2,-9,31,-5,25,26,-4,-5,17,-5,-7,-12
143,2,16,9,-18,8,-13,-15,16,22,2,-12,-11,9,-13,-13,-10,-18,-16,-11,-8,3,-16,3,-13,3,9,-19,-15,-8,-13,-6,-17,-21,-16,-10,-13,12,-9,13,5,-10,-12,-7,-12,-10,-15
144,-14,-9,-8,-24,-8,-17,-21,-2,-2,-15,-15,-18,-10,-16,-20,-12,-25,-23,-16,-15,-11,-23,-12,-19,-13,-11,-23,-21,-16,-21,-13,-24,-23,-23,-15,-18,-10,-14,-8,-12,-18,-17,-18,-17,-21,-24
145,-9,-14,-12,-20,-12,-23,-19,-11,-17,-11,-22,-23,-16,-26,-26,-21,-19,-28,-22,-27,-16,-25,-9,-23,-13,-13,-22,-22,-25,-25,-20,-22,-15,-19,-23,-22,-17,-22,-16,-11,-21,-25,-12,-23,-24,-21
146,-6,-11,-6,1,-7,-19,-2,-5,-12,-6,-25,-15,-6,-21,-18,-22,-5,-20,-24,-25,-7,-16,-5,-13,-8,-6,-7,-6,-25,-21,-20,-6,5,-7,-23,-18,-9,-27,-6,-4,-18,-22,-7,-20,-10,0
147,-7,-6,-3,16,-5,-2,15,-2,-6,-7,-9,3,-3,-5,0,-7,13,-1,-16,-13,-7,2,-7,6,-9,-2,12,14,-10,0,-11,11,17,11,-12,-3,-7,-14,-3,-2,-4,-4,-9,-3,7,14
148,-7,-8,-8,23,-5,15,22,-3,-5,-8,7,15,-5,13,14,9,18,12,7,8,-6,13,-8,21,-6,-5,19,23,7,15,6,20,22,19,9,13,-8,8,-7,-4,12,10,-7,12,16,18
149,5,-3,1,25,0,22,25,-1,-4,1,17,19,-2,17,20,17,24,18,18,18,-2,15,5,23,1,1,21,24,18,20,18,22,23,22,18,19,2,17,1,6,20,19,7,21,20,21
150,17,8,13,30,12,27,32,9,5,17,19,23,13,19,21,20,31,21,21,21,14,21,15,29,15,17,29,28,20,23,21,28,28,28,20,21,15,20,14,19,23,21,19,26,28,29
151,21,20,24,28,25,31,29,22,18,24,25,27,25,30,30,26,26,28,23,24,24,25,23,32,21,25,28,31,25,27,27,29,24,27,26,26,23,26,26,25,28,25,20,29,29,27
152,13,23,21,15,21,32,19,20,22,16,26,21,21,29,25,26,19,26,31,29,21,20,18,26,17,19,16,21,29,29,31,16,10,19,29,25,23,31,24,16,29,27,12,29,23,13
153,-1,13,6,7,5,19,7,6,14,2,14,9,8,16,10,18,8,15,24,24,3,7,3,17,3,6,4,5,21,14,25,4,3,8,22,15,10,24,13,2,18,18,-2,17,12,5
154,-10,-1,-5,5,-7,6,4,-7,5,-8,4,1,-3,6,3,4,3,4,10,10,-7,3,-9,7,-10,-5,2,3,7,6,10,2,3,4,10,3,-4,12,1,-9,4,7,-8,5,6,3
155,-13,-7,-11,-3,-9,5,-3,-15,-6,-12,1,1,-6,4,3,1,-2,2,4,3,-9,3,-10,3,-12,-10,2,1,3,3,4,1,-6,1,6,2,-8,7,-8,-16,5,1,-11,4,2,-2
156,-20,-11,-14,-18,-15,2,-14,-18,-11,-15,0,-7,-12,1,-4,0,-14,-4,2,1,-15,-7,-16,-3,-19,-14,-15,-11,-1,-4,1,-14,-23,-12,1,1,-13,4,-13,-18,0,-1,-14,-2,-6,-16
157,-26,-16,-24,-29,-26,-10,-30,-28,-16,-21,-11,-22,-21,-14,-19,-11,-27,-18,-7,-7,-22,-18,-24,-21,-24,-22,-27,-25,-10,-19,-7,-23,-29,-24,-10,-14,-21,-4,-21,-24,-15,-16,-24,-17,-18,-27
158,-20,-23,-25,-26,-25,-24,-32,-28,-23,-20,-23,-26,-18,-22,-29,-23,-30,-30,-21,-21,-23,-23,-22,-28,-20,-21,-27,-30,-26,-28,-25,-25,-24,-25,-27,-27,-25,-17,-24,-24,-27,-31,-19,-28,-27,-26
159,-1,-14,-16,-21,-13,-25,-25,-18,-18,-6,-26,-23,-7,-26,-24,-28,-21,-27,-28,-29,-4,-21,-4,-26,-6,-9,-19,-25,-31,-24,-32,-20,-20,-21,-29,-27,-10,-24,-13,-3,-27,-30,2,-28,-21,-22
160,14,6,6,-15,3,-18,-19,0,-2,13,-19,-14,11,-21,-17,-22,-16,-18,-27,-23,13,-14,13,-19,12,11,-15,-19,-21,-19,-26,-13,-11,-14,-23,-17,8,-20,7,12,-20,-22,14,-20,-14,-14
161,18,19,17,-6,15,-14,-10,14,14,20,-14,-10,17,-11,-14,-15,-10,-13,-21,-17,19,-7,18,-13,19,17,-4,-10,-16,-13,-18,-4,0,-7,-19,-14,18,-13,20,21,-16,-14,21,-12,-8,-5
162,23,21,19,12,18,-6,8,20,19,23,-6,3,24,-2,-2,-12,11,-2,-14,-9,23,4,22,0,24,21,12,6,-10,-3,-15,14,19,11,-13,-4,20,-6,20,22,-5,-9,28,-2,3,11
163,28,25,26,28,23,10,26,26,20,27,10,23,28,13,17,7,26,18,-2,5,26,21,31,17,26,27,28,22,8,14,2,27,27,26,5,13,24,6,25,27,12,7,30,13,21,29
164,27,30,31,23,27,26,29,28,27,27,27,31,29,27,31,24,25,33,15,22,29,29,28,27,26,27,30,28,26,25,21,28,24,25,22,28,28,20,29,29,25,26,28,29,31,28
165,16,25,23,12,22,28,21,24,27,18,31,23,21,25,24,29,12,29,26,28,21,25,18,22,17,22,22,18,28,22,31,17,12,22,28,28,22,28,24,17,28,26,13,30,21,19
166,5,13,9,4,10,17,10,14,15,7,21,13,8,17,11,22,4,19,24,21,9,11,9,11,5,11,12,10,21,11,24,8,3,11,23,18,8,20,9,6,17,20,7,20,10,9
167,5,6,3,-10,4,7,3,5,2,5,13,3,3,4,3,11,-2,10,10,11,4,3,6,4,5,4,0,0,11,1,13,-6,-10,-1,13,7,4,10,2,5,5,8,5,9,1,-1
168,-3,1,2,-21,3,-1,-10,5,0,1,0,-9,3,-6,-8,2,-20,-3,1,4,0,-11,-3,-7,3,3,-16,-16,2,-11,4,-20,-26,-16,3,-2,1,2,0,2,-4,-1,-1,-4,-12,-16
169,-16,-7,-8,-33,-9,-21,-28,-3,-2,-12,-13,-29,-9,-20,-21,-12,-31,-20,-10,-12,-11,-25,-13,-24,-12,-11,-31,-29,-15,-26,-7,-32,-32,-30,-10,-20,-10,-14,-9,-13,-19,-17,-13,-18,-29,-29
170,-27,-20,-26,-28,-23,-32,-27,-19,-20,-24,-29,-32,-22,-34,-33,-32,-29,-32,-26,-24,-27,-31,-28,-34,-21,-25,-31,-32,-29,-33,-22,-32,-24,-30,-25,-32,-21,-28,-24,-25,-32,-28,-25,-31,-35,-22
171,-26,-26,-30,-15,-30,-29,-16,-24,-32,-25,-33,-27,-27,-32,-27,-33,-17,-30,-35,-29,-28,-24,-27,-24,-26,-30,-22,-21,-32,-28,-29,-19,-13,-23,-30,-30,-26,-36,-29,-25,-30,-28,-25,-30,-26,-14
172,-20,-22,-22,-10,-25,-19,-8,-21,-27,-18,-19,-17,-21,-19,-17,-20,-10,-19,-24,-21,-21,-10,-22,-14,-17,-22,-12,-11,-23,-15,-22,-9,-7,-17,-24,-18,-21,-27,-26,-21,-21,-20,-16,-18,-14,-7
173,-16,-16,-20,-5,-16,-10,-3,-14,-20,-11,-12,-11,-15,-10,-8,-12,-5,-14,-13,-12,-19,-8,-16,-7,-10,-16,-9,-7,-14,-9,-13,-6,1,-8,-13,-10,-18,-17,-20,-17,-11,-10,-12,-9,-10,-2
174,-2,-9,-11,8,-9,-3,5,-10,-13,-4,-4,-1,-10,-6,-1,-9,10,-7,-6,-8,-11,0,-8,-1,-8,-10,4,3,-7,0,-7,7,15,4,-6,-4,-11,-8,-13,-6,-3,-4,-2,-5,1,9
175,14,3,4,23,5,8,22,3,-6,13,6,12,8,5,13,-1,23,5,1,1,8,15,7,15,8,5,21,18,2,13,2,21,24,19,2,7,3,0,1,12,8,5,12,7,13,24
176,29,18,21,22,22,22,26,23,13,30,20,20,22,20,25,18,24,16,15,15,25,25,26,23,24,22,21,24,15,23,16,26,19,23,18,23,20,13,21,26,22,20,26,19,24,23
177,30,30,28,11,28,24,16,29,26,30,26,19,30,22,23,20,17,17,24,22,27,21,26,19,26,28,12,18,27,24,23,12,10,16,25,24,29,25,29,26,27,25,23,21,18,13
178,16,24,22,7,22,15,8,24,29,20,16,8,21,14,11,14,8,8,19,17,18,12,18,12,13,20,7,10,19,12,19,6,3,7,18,14,22,19,24,19,18,15,11,14,8,5
179,8,16,13,-2,13,6,1,11,19,10,9,5,10,7,7,5,3,1,11,8,7,6,8,5,1,7,3,5,8,6,11,0,-4,2,7,8,12,9,14,8,10,5,3,5,7,-2
180,-4,4,2,-15,5,3,-8,2,9,-1,5,-2,3,2,0,2,-9,-6,6,3,-4,-5,0,-4,-8,0,-11,-6,2,0,5,-11,-21,-8,4,4,3,7,5,-1,4,-2,-7,-1,-4,-14
181,-19,-6,-11,-26,-8,-10,-23,-9,-3,-18,-6,-17,-13,-12,-15,-8,-22,-15,-2,-5,-19,-19,-16,-17,-25,-15,-23,-22,-7,-12,-4,-22,-30,-23,-3,-9,-11,-3,-8,-16,-6,-11,-22,-13,-17,-28
182,-31,-23,-24,-21,-26,-22,-27,-26,-20,-31,-22,-26,-28,-26,-26,-24,-23,-27,-18,-20,-33,-26,-32,-23,-38,-29,-22,-25,-17,-23,-17,-25,-21,-25,-20,-20,-26,-17,-23,-31,-19,-24,-34,-27,-24,-23
183,-28,-34,-30,-10,-31,-23,-17,-32,-31,-31,-24,-19,-30,-25,-20,-28,-15,-27,-25,-27,-35,-18,-31,-21,-37,-29,-16,-15,-27,-20,-25,-16,-14,-15,-25,-19,-36,-26,-30,-31,-23,-26,-30,-26,-18,-14
184,-15,-24,-20,-10,-20,-14,-9,-26,-30,-17,-13,-10,-23,-14,-11,-20,-10,-14,-17,-20,-24,-16,-20,-12,-25,-19,-12,-9,-20,-10,-22,-9,-11,-10,-17,-11,-23,-20,-22,-19,-14,-17,-15,-17,-11,-12
185,-9,-13,-11,-5,-10,-8,-11,-19,-19,-9,-8,-7,-10,-9,-11,-13,-10,-9,-12,-12,-14,-12,-12,-8,-14,-10,-9,-9,-13,-9,-13,-9,-9,-7,-12,-6,-12,-13,-12,-10,-7,-11,-11,-9,-10,-9
186,-5,-9,-6,8,-5,-8,0,-11,-9,-6,-11,-4,-3,-10,-6,-8,-1,-8,-12,-11,-8,-7,-5,-6,-13,-4,1,-1,-11,-5,-7,1,6,0,-11,-3,-6,-9,-6,-5,-8,-9,-3,-12,-3,3
187,10,-1,3,17,5,4,14,-1,-2,6,-3,9,5,-2,6,-3,13,4,-6,-6,3,6,7,7,3,9,14,13,-4,5,-6,12,16,18,-2,6,1,-2,1,6,1,-2,9,-1,9,14
188,24,17,17,16,19,15,17,13,11,21,11,17,18,15,16,8,14,18,8,9,19,13,19,21,18,20,15,19,7,17,10,17,12,20,9,15,16,10,17,20,15,11,25,13,16,16
189,20,28,24,8,24,17,10,20,22,26,15,12,24,16,10,16,8,19,18,15,24,12,20,14,22,25,8,11,17,14,17,8,4,13,14,17,27,15,27,23,16,17,22,16,13,9
190,10,22,17,7,17,7,8,16,22,13,8,7,19,9,5,12,3,10,11,12,15,4,16,9,15,17,5,2,12,7,14,5,2,11,10,10,19,10,22,11,7,9,11,7,7,7
191,8,15,6,6,8,4,4,8,15,9,2,5,9,8,4,7,3,9,5,5,7,2,8,6,9,7,3,6,5,7,7,5,3,9,4,4,13,7,14,5,2,3,7,2,6,3
192,1,8,0,-3,2,9,0,1,10,2,2,2,4,5,0,3,-2,10,5,4,3,3,2,5,3,3,1,0,4,3,7,-1,-5,3,4,3,10,4,8,1,4,7,1,7,5,-2
193,-15,0,-8,-10,-8,0,-6,-7,4,-11,-3,-6,-7,1,-5,4,-11,3,3,5,-11,-5,-9,-2,-8,-7,-6,-6,3,-4,4,-9,-13,-9,1,-1,-2,5,-2,-12,0,3,-13,2,-1,-6
194,-27,-17,-19,-13,-21,-8,-11,-20,-7,-25,-9,-13,-23,-6,-9,-4,-15,-4,-3,-4,-22,-12,-24,-12,-22,-19,-9,-15,-7,-9,-5,-14,-13,-11,-8,-10,-16,-2,-16,-27,-10,-5,-25,-9,-11,-12
195,-23,-26,-27,-14,-25,-11,-11,-26,-25,-24,-15,-11,-23,-10,-12,-9,-14,-8,-12,-8,-25,-13,-25,-11,-22,-26,-12,-13,-11,-10,-10,-11,-12,-14,-12,-13,-25,-8,-25,-25,-16,-9,-21,-11,-13,-11
196,-14,-20,-17,-10,-21,-10,-9,-22,-24,-13,-12,-13,-16,-9,-11,-14,-8,-10,-14,-11,-14,-11,-15,-10,-14,-14,-10,-12,-12,-10,-13,-8,-8,-12,-11,-12,-17,-12,-15,-14,-15,-9,-12,-12,-9,-7
197,-9,-14,-12,-4,-14,-10,-4,-14,-17,-10,-10,-7,-11,-9,-6,-10,-4,-8,-13,-9,-8,-4,-9,-6,-7,-8,-2,-6,-8,-6,-11,-4,0,-5,-11,-9,-11,-8,-11,-12,-11,-10,-11,-7,-6,0
198,-8,-13,-10,1,-10,-6,2,-11,-11,-9,-4,1,-10,-2,1,-4,-2,-3,-9,-5,-6,0,-5,-2,-5,-9,1,-1,-5,1,-6,2,-1,-2,-6,-1,-12,-3,-9,-8,-3,-4,-4,-2,-3,2
199,7,-6,-5,-4,-3,0,-2,-4,-9,4,0,1,-5,0,-2,-1,-3,1,-1,-2,1,3,2,-1,6,-2,1,-3,0,2,-1,-1,-2,-4,1,2,-5,2,-4,1,0,-1,8,1,-3,1
200,15,5,8,2,10,-1,2,10,0,15,-2,0,8,-2,-1,1,1,-1,-2,-1,11,2,15,-1,16,12,2,-2,0,-2,3,2,4,-1,0,2,8,0,10,13,1,-1,16,1,-2,2
201,16,14,18,5,14,0,8,17,11,17,0,2,16,1,3,-1,6,1,-1,-1,17,6,19,2,18,17,7,8,2,1,0,4,11,6,-1,2,15,-2,18,17,2,0,16,1,1,7
202,11,15,11,4,12,5,9,15,14,12,7,6,8,7,7,2,4,5,2,3,12,6,10,7,12,10,5,7,5,6,6,5,3,2,5,9,10,5,13,11,9,6,7,9,2,4
203,4,6,6,-4,5,2,-2,8,5,8,5,-2,3,4,2,3,-3,2,5,6,6,3,7,1,5,4,-2,-1,6,-1,9,-2,-2,-8,7,5,5,7,9,10,7,7,7,5,-3,-3
204,3,4,8,-7,6,-6,-2,5,-1,6,-1,-5,0,-4,-5,-1,-4,-4,-2,0,3,-2,5,-7,5,6,-4,-4,2,-9,1,-6,4,-6,-1,-4,4,1,7,8,-2,-2,4,-3,-6,-1
205,-2,1,5,7,5,-4,6,7,2,0,-5,1,0,-5,2,-4,0,-4,-3,-4,1,1,1,-3,2,1,2,4,-3,-5,-2,3,10,0,-6,-4,0,-3,1,6,-3,-5,-2,0,-2,6
206,-9,-2,-4,4,-5,4,7,1,-2,-8,5,5,-7,0,6,3,6,5,0,-1,-9,6,-7,7,-7,-8,2,8,1,3,1,2,5,3,0,2,-6,-3,-4,-3,3,2,-10,10,6,4
207,-13,-9,-10,-1,-11,5,1,-8,-11,-12,5,0,-13,3,5,4,1,3,4,6,-13,2,-11,3,-14,-11,-4,-1,8,-2,7,-5,1,-3,8,2,-12,1,-11,-7,7,5,-15,6,1,-2
208,-11,-11,-11,-3,-13,-3,-1,-11,-13,-13,-3,-4,-13,-3,-4,1,-2,-5,1,1,-14,-4,-11,-5,-12,-13,-7,-2,3,-7,2,-5,2,-5,3,-5,-14,2,-13,-9,-2,-3,-11,-1,-5,-4
209,-7,-10,-11,6,-7,-3,4,-8,-11,-9,-4,-3,-9,-4,-1,-5,5,-3,-3,-5,-10,0,-9,0,-9,-12,1,4,-3,-2,-3,4,8,2,-3,-5,-11,-5,-15,-7,-4,-2,-9,-2,-2,2
210,-3,-6,-7,7,-5,3,7,-4,-9,-5,1,4,-3,2,6,0,10,4,0,-2,-7,7,-2,7,-4,-9,3,9,0,3,1,5,4,6,3,3,-6,-3,-8,-2,4,3,-4,6,5,4
211,-1,0,-1,-1,-3,7,4,-1,-2,0,5,0,0,4,5,5,4,2,6,6,0,7,-1,8,-3,-4,1,5,5,5,5,0,-1,0,5,4,3,3,0,1,8,7,-4,9,7,-1
212,-2,2,-2,1,2,3,-1,3,1,0,3,-6,2,0,-2,5,-2,-3,7,3,0,1,-1,1,-2,-3,-4,1,2,-1,2,-3,-3,-6,5,0,1,5,-2,0,4,3,-5,3,2,-1
213,2,2,-4,8,1,0,4,2,-1,1,-4,-4,2,-4,-4,-2,5,-4,1,-7,2,-1,3,-1,-3,-2,-1,4,-5,1,-3,5,5,0,-1,-3,2,0,-1,3,-1,0,2,-1,4,1
214,4,5,4,8,6,8,9,0,1,4,2,5,6,2,5,1,13,4,1,-3,4,8,5,9,1,4,7,12,-2,8,-1,8,10,9,3,5,6,1,5,4,6,5,4,4,12,8
215,3,9,6,4,9,12,4,5,7,3,6,7,8,9,12,10,6,9,8,7,5,9,5,12,3,5,6,8,6,10,9,6,0,5,9,11,8,9,9,3,11,10,1,10,13,4
216,-5,3,-1,-4,1,8,-5,0,6,-2,6,0,3,7,4,8,-1,1,13,5,-3,-1,-2,5,-5,-2,-2,-1,6,6,8,0,-5,-2,9,6,1,14,2,-6,8,5,-6,5,4,-5
217,-4,-2,-8,-2,-6,1,-8,-7,-4,-3,-2,-5,-3,-3,-4,-3,1,-5,2,-2,-7,-5,-3,0,-6,-3,-2,-5,-2,-1,0,-2,-1,-5,2,-1,-5,4,-4,-7,-1,-3,-4,-2,-5,-2
218,4,1,1,4,1,1,1,-4,-4,4,-3,-1,2,-1,2,-4,6,-4,-4,-5,4,1,4,4,-1,2,6,1,-4,4,-5,8,4,2,-3,3,0,-3,3,4,-3,-1,5,-2,5,7
219,3,7,8,4,6,9,4,3,5,6,3,8,10,5,6,3,3,4,3,0,7,7,4,6,4,8,6,5,1,10,1,9,1,6,0,8,8,5,8,3,6,1,4,4,10,3
220,-5,6,-1,-3,3,7,-2,0,3,-1,3,5,3,4,4,5,-2,4,8,6,-1,3,-1,2,-5,3,-2,2,4,4,5,2,-7,-1,7,6,1,10,5,-3,6,1,-1,5,5,-2
221,-4,-2,-4,-3,-2,3,-6,-5,-4,-4,1,-3,-4,-1,-4,-1,-4,-1,1,-1,-2,-4,-5,-3,-6,-3,-1,-4,0,-2,-2,-3,-3,-3,1,0,-3,4,3,-3,1,-4,-3,-3,-1,-1
222,5,-1,-1,3,1,-2,3,-3,-6,1,-5,0,3,0,-3,-2,0,-5,-5,-2,3,2,0,-3,1,3,6,0,-5,-1,-3,3,3,3,-4,-1,0,1,4,2,-1,-6,5,-3,2,4
223,5,5,4,5,7,4,3,6,4,6,1,5,10,5,1,2,4,2,-1,0,9,4,6,2,6,8,6,5,-1,3,0,5,1,7,-1,3,7,1,10,6,4,-2,6,0,6,2
224,0,8,1,-2,2,7,0,3,6,1,5,4,5,5,-1,2,2,4,2,5,1,1,1,-1,-1,2,3,0,6,1,5,2,-4,1,5,6,4,6,9,1,7,-1,1,2,2,0
225,-5,2,-3,-5,-5,0,-2,-2,2,-1,0,-3,-1,2,-6,0,-3,-1,0,2,-3,-3,-6,-5,-3,-4,-2,-3,5,-6,3,-2,-4,-1,0,0,2,5,3,-2,1,-2,-2,0,-2,0
226,6,1,2,-1,0,-3,-1,0,-1,4,-3,-2,3,-4,-7,-3,0,-3,-5,-2,4,-1,2,-7,2,2,2,-2,-1,-5,-2,0,3,3,-5,-4,2,1,-1,2,-5,-2,7,-3,-1,1
227,10,9,9,5,10,0,2,8,7,10,-2,4,11,2,0,-1,6,1,-3,-1,8,5,10,-3,9,9,5,4,1,-2,-2,5,5,7,-4,1,11,0,6,8,-1,-2,13,2,-1,5
228,4,14,9,2,8,4,3,9,12,11,4,6,6,5,2,2,5,6,1,4,8,3,7,-1,5,9,4,4,4,1,3,3,5,5,5,6,17,2,9,3,2,4,5,7,4,5
229,-4,6,-2,4,-4,6,6,1,4,-2,1,3,2,3,-1,6,0,7,5,7,-2,4,-3,0,-3,-1,2,3,7,-1,8,2,1,4,4,4,6,5,2,-5,3,6,-5,5,-1,5
230,-3,-2,-7,5,-5,0,6,-4,-1,-3,-2,3,-1,2,1,5,-1,4,4,4,-2,4,0,-1,-1,-3,2,3,3,0,6,1,3,3,4,5,-2,1,-5,-4,-2,2,-1,4,-2,5
231,7,4,0,3,2,2,6,-1,-2,6,0,2,2,2,4,2,4,4,3,5,5,2,7,0,8,4,3,4,4,2,4,1,5,7,3,5,5,2,1,3,0,1,7,5,-1,8
232,3,9,3,4,6,4,6,7,3,8,1,3,4,2,3,4,3,6,3,6,5,-1,4,3,10,7,2,2,4,2,6,2,1,3,6,5,8,2,4,5,1,7,5,8,0,4
233,-1,5,0,0,-4,3,4,1,5,0,-2,-1,-1,4,-1,5,0,0,4,4,2,-2,-1,2,1,0,2,1,0,1,5,-3,-1,1,3,2,3,2,1,-2,0,3,-2,2,3,0
234,-1,-3,-8,-1,-6,0,0,-5,-5,-2,-4,1,-5,-1,1,2,-3,1,1,1,-5,-3,0,1,0,-3,-2,-3,0,-2,4,-2,1,-1,2,1,-4,2,-7,-4,-2,-1,-2,0,-2,1
235,2,2,-3,0,-3,-2,3,0,-6,4,-2,-2,3,-2,-1,-1,0,-2,0,-1,1,-4,6,1,4,1,0,1,-1,0,0,-1,2,-1,3,-1,0,-2,-1,5,-1,-3,3,0,0,2
