,0,1,2,3,4,5,6,7,8,9,10
477,-3,-10,-9,-7,-8,-8,-11,-2,-3,-2,-6
478,-6,-11,-12,-10,-9,-10,-10,-5,-3,-3,-6
479,-8,-9,-12,-10,-9,-10,-11,-5,-3,-4,-7
480,-9,-9,-10,-8,-11,-12,-9,-8,-4,-5,-8
481,-10,-8,-12,-9,-11,-8,-11,-10,-7,-7,-8
482,-9,-8,-10,-9,-12,-9,-11,-8,-3,-6,-8
483,-6,-6,-12,-10,-12,-8,-8,-10,-7,-10,-8
484,-6,-6,-10,-8,-11,-10,-9,-11,-6,-13,-6
485,-7,-6,-8,-9,-9,-10,-11,-9,-6,-13,-8
486,-8,-5,-7,-11,-8,-10,-7,-10,-6,-14,-6
487,-7,-4,-10,-7,-10,-9,-8,-12,-4,-13,-6
488,-4,-8,-8,-7,-9,-6,-7,-11,-3,-12,-6
489,-5,-7,-8,-6,-7,-8,-6,-10,-2,-8,-7
490,-6,-7,-5,-9,-7,-8,-6,-7,-1,-5,-7
491,-8,-7,-4,-7,-7,-8,-4,-6,1,-6,-6
492,-7,-8,-4,-9,-6,-8,-4,-5,2,-4,-4
493,-7,-8,-4,-9,-3,-7,-3,-1,2,-2,-1
494,-6,-6,-4,-8,-1,-6,-1,-1,0,-1,0
495,-4,-5,0,-7,-1,-4,-1,2,4,2,1
496,-5,-5,0,-4,2,-1,0,4,7,2,3
497,-5,0,3,-1,4,1,2,5,5,3,4
498,1,1,3,1,7,4,6,7,6,6,3
499,2,4,7,4,7,7,6,9,6,7,7
500,3,3,8,5,9,8,9,7,6,7,7
501,4,6,6,6,10,7,9,8,5,7,9
502,8,6,11,10,13,8,8,7,2,6,10
503,7,10,11,10,11,10,8,6,4,8,9
504,9,11,11,10,10,8,9,7,4,7,10
505,11,12,11,10,12,8,11,7,3,8,10
506,11,13,11,10,9,11,8,5,7,8,10
507,11,13,11,13,11,9,10,2,4,8,12
508,12,11,9,12,11,10,10,1,3,5,11
509,11,11,11,12,11,11,8,0,3,5,8
510,9,9,8,9,9,8,6,-1,4,1,7
511,8,8,8,8,6,5,5,-3,3,-1,8
512,8,7,6,7,5,6,6,-2,2,-1,6
513,6,5,6,6,6,5,6,-5,0,-2,5
514,7,7,3,5,4,5,5,-6,-3,-3,5
515,8,5,2,4,6,6,4,-6,-1,-6,6
516,9,5,2,4,3,7,3,-5,0,-6,4
517,7,4,2,5,3,7,4,-6,-3,-5,2
518,6,2,2,2,0,5,0,-8,-6,-6,3
519,3,2,-1,2,0,2,0,-4,-6,-5,0
520,1,2,-1,1,-1,1,-2,-4,-5,-4,-1
521,1,0,-3,-2,-4,1,-2,-5,-3,-2,-2
522,-2,-3,-2,-4,-1,0,-3,-3,-4,-2,-4
523,0,-3,-4,-3,-3,-1,-3,1,-3,-3,-4
524,-2,-4,-3,-4,-4,-2,-4,1,-4,0,-2
525,-2,-2,-5,-5,-4,-5,-3,0,-2,2,-4
526,-4,-3,-6,-3,-5,-5,-3,3,-5,0,-6
527,-6,-7,-5,-7,-7,-6,-5,3,-3,2,-8
528,-8,-7,-3,-7,-6,-9,-3,4,-3,3,-6
529,-8,-7,-2,-7,-8,-9,-5,4,-6,4,-7
530,-9,-9,-4,-6,-5,-11,-6,4,-4,4,-7
531,-9,-6,-1,-6,-2,-8,-4,6,-4,4,-7
532,-9,-7,-2,-6,-2,-9,-6,6,-4,5,-6
533,-7,-4,-2,-4,3,-7,-4,5,-2,4,-5
534,-7,-1,-1,-4,0,-6,-3,7,-5,7,-2
535,-5,-1,0,-3,-2,-4,-6,7,-3,6,-1
536,-4,-2,0,-4,-2,-3,-5,6,-5,5,-5
537,-4,-2,0,-6,-5,-2,-6,7,-5,6,-6
538,-4,-4,0,-6,-6,-3,-6,5,-3,9,-5
539,-5,-3,-2,-7,-5,-1,-4,3,-2,8,-5
540,-3,-2,-2,-6,-3,-2,-3,3,0,7,-4
541,-6,-5,-6,-6,-5,-1,-3,2,-2,3,-7
542,-5,-5,-5,-7,-5,-1,-2,2,1,1,-5
543,-3,-6,-3,-6,-7,-1,-4,0,3,0,-3
544,-2,-5,-5,-7,-6,-2,-4,-3,3,-2,-3
545,-2,-5,-4,-4,-8,-1,-4,-4,3,-3,-4
546,-2,-5,-6,-4,-8,-3,-5,-7,3,-3,-2
547,-3,-4,-6,-4,-9,-5,-3,-6,5,-4,-4
548,-2,-4,-3,-2,-4,0,0,-5,6,-7,-1
549,1,-3,-2,0,0,1,0,-5,6,-6,0
550,2,-3,0,0,-1,1,2,-8,6,-5,2
551,3,1,1,5,1,1,2,-6,2,-8,1
552,3,4,1,8,3,2,3,-7,2,-7,0
553,1,3,2,2,3,3,2,-9,3,-8,-1
554,-1,4,0,4,5,1,2,-8,4,-7,1
555,1,3,2,2,5,2,4,-6,2,-6,0
556,0,3,1,4,4,1,6,-6,5,-6,4
557,0,6,5,2,7,2,6,-5,5,-5,4
558,0,8,4,2,8,5,6,-6,6,-2,5
559,2,8,7,6,11,5,7,-4,6,-3,5
560,2,8,8,8,11,7,6,-3,5,-4,6
561,4,11,8,7,9,6,5,-3,6,-2,8
562,4,9,8,5,8,5,8,0,7,-2,5
563,6,9,9,8,9,4,9,-1,9,-3,9
564,7,10,8,9,11,6,7,-1,7,-1,8
565,7,9,9,9,11,8,8,1,6,1,8
566,6,7,10,9,9,6,8,1,6,-1,9
567,9,5,11,8,10,7,8,1,5,1,10
568,8,7,10,9,9,8,10,0,1,0,10
569,11,8,10,9,9,7,8,0,1,0,10
570,10,8,6,10,6,3,5,2,-2,2,9
571,10,6,5,6,3,4,4,2,-2,3,4
572,8,3,4,6,4,2,-1,4,-4,5,5
573,6,2,0,5,1,0,-1,6,-7,4,2
574,5,-3,-1,-1,-1,-1,-1,6,-5,4,-1
575,3,-1,-2,-3,-5,-1,-4,3,-7,6,-3
576,2,0,-5,-1,-5,-2,-5,3,-6,4,-4
577,1,0,-5,-2,-6,-3,-4,3,-8,4,-4
578,1,-5,-4,-3,-7,-5,-6,4,-9,6,-3
579,0,-4,-6,-5,-10,-6,-7,3,-12,6,-6
580,-4,-7,-7,-6,-9,-6,-7,4,-11,4,-7
581,-5,-10,-9,-8,-10,-5,-8,5,-11,4,-10
582,-6,-9,-9,-8,-12,-7,-8,6,-10,5,-8
583,-9,-7,-10,-8,-11,-5,-9,5,-11,6,-7
584,-8,-8,-8,-9,-12,-7,-7,6,-11,5,-6
585,-8,-8,-7,-9,-7,-4,-5,5,-9,3,-7
586,-9,-10,-5,-8,-7,-8,-5,3,-8,5,-7
587,-6,-8,-6,-7,-6,-6,-4,3,-6,4,-7
588,-7,-9,-1,-7,-8,-7,-5,4,-3,6,-5
589,-9,-10,-4,-8,-8,-5,-4,5,-2,3,-6
590,-9,-9,-4,-8,-6,-3,-5,6,0,2,-6
591,-7,-8,-3,-6,-5,-3,-3,4,0,5,-5
592,-7,-5,-3,-5,-2,-3,-2,5,1,5,-6
593,-6,-4,-2,-6,-5,-2,0,4,3,3,-4
594,-6,-3,-1,-2,-2,0,2,2,3,0,-5
595,-4,0,3,-1,1,-1,2,2,4,-2,-2
596,-2,1,2,-2,1,2,2,-1,4,-2,2
597,-1,2,3,1,1,2,2,-2,5,-2,0
598,1,3,3,1,2,2,4,-3,4,-1,0
599,3,3,4,1,4,4,2,-2,7,-2,0
600,3,4,4,3,4,4,5,-1,8,-2,3
601,3,8,3,3,4,3,6,-2,8,-4,4
602,4,6,1,4,6,4,5,-3,5,-4,2
603,3,7,5,2,4,3,5,-3,6,-6,5
604,2,7,4,6,6,5,5,-6,5,-5,4
605,3,5,4,6,5,3,4,-6,5,-5,4
606,2,3,4,3,3,4,1,-5,5,-6,4
607,3,4,2,5,2,2,2,-7,6,-5,3
608,2,4,-1,2,1,1,1,-5,4,-6,1
609,1,2,-1,4,0,3,0,-8,5,-4,1
610,4,2,-1,3,1,4,4,-8,3,-4,0
611,3,1,-1,0,1,5,2,-9,3,-6,3
612,3,-1,-2,2,2,4,-1,-7,0,-8,5
613,5,2,-3,3,1,2,3,-10,1,-10,3
614,3,0,-4,2,2,2,2,-11,0,-11,1
615,3,1,-3,0,1,3,1,-11,0,-11,2
616,3,1,-2,1,0,1,1,-9,0,-12,1
617,1,2,-2,2,3,-3,3,-8,0,-10,2
618,3,2,-1,4,0,-1,3,-8,0,-10,3
619,2,3,1,1,1,-1,2,-10,0,-12,4
620,3,2,-1,2,0,-1,1,-11,0,-13,5
621,0,2,1,2,-1,-1,4,-7,-3,-10,2
622,1,2,1,2,1,0,1,-8,-2,-9,0
623,2,1,1,3,3,-3,1,-5,-1,-9,0
624,0,-1,4,0,3,-3,-1,-1,-2,-5,0
625,0,-2,3,-1,1,-4,1,0,0,-5,-1
626,-3,0,5,-2,2,-3,1,3,-2,-3,2
627,-3,-1,3,-2,-1,-1,0,5,1,-1,0
628,-4,0,2,-4,-1,-1,0,6,2,4,-2
629,-4,0,2,-3,0,-4,-3,7,1,6,-2
630,-3,-1,1,-2,0,-3,-2,9,-1,7,-2
631,-3,-1,-1,-4,-2,-1,-2,10,0,10,0
632,-3,0,0,-4,-3,2,-3,9,-2,10,0
633,0,-1,-1,-5,-1,3,-3,14,-2,11,1
634,0,-3,1,-3,-3,0,-2,15,-3,14,1
635,0,-4,3,-2,-3,2,0,16,-1,18,0
636,1,-4,2,-2,-5,1,-1,17,-3,16,-2
637,2,-4,1,-2,-2,2,-2,15,-3,17,-1
638,0,-5,0,-3,-2,0,-3,14,-2,16,-2
639,2,-4,0,-2,0,0,-6,13,0,14,-3
640,0,-4,-1,-1,0,-1,-4,13,-2,17,-3
641,1,-3,-1,0,0,1,-2,13,-1,16,-6
642,0,-2,-2,1,1,1,-1,11,-2,14,-4
643,2,-2,-2,1,1,2,-1,9,-3,12,-2
644,2,-2,-2,2,1,1,0,8,-2,11,-2
645,0,-1,0,1,1,1,0,6,-5,9,-3
646,-1,-1,2,4,2,1,-1,3,-6,7,-2
647,-1,-1,2,2,1,-2,-3,1,-6,2,-2
648,-2,1,0,2,1,1,-2,0,-5,-1,-3
649,-2,0,2,2,0,-1,1,-3,-4,-1,-2
650,-2,0,1,0,1,-1,-1,-4,-5,-4,-1
651,0,1,3,-1,2,1,3,-7,-6,-4,-2
652,0,5,4,-2,3,4,0,-7,-3,-9,-2
653,1,3,3,3,2,1,1,-10,-5,-11,0
654,1,2,0,0,2,0,3,-11,-1,-13,-2
655,-1,2,1,1,2,-2,2,-11,-1,-12,-2
656,-2,1,1,0,0,-1,1,-14,0,-12,0
657,-3,0,0,0,0,-1,2,-10,3,-13,-1
658,-3,0,1,-2,1,-2,3,-11,3,-14,-1
659,0,-1,1,-3,1,0,2,-12,3,-14,-1
660,1,0,1,-2,1,0,2,-12,5,-14,-1
661,0,1,-1,0,2,-2,-1,-12,6,-13,-1
662,-1,-1,-1,-1,3,-2,2,-10,2,-12,1
663,1,-1,2,0,2,-1,0,-10,3,-11,1
664,1,-1,0,-1,1,-2,-1,-7,4,-8,-1
665,1,-1,-1,-1,2,-3,0,-10,5,-9,0
666,2,0,1,0,3,-2,1,-7,3,-6,1
667,1,3,2,0,3,-1,0,-4,4,-3,1
668,1,4,2,0,4,0,3,-2,5,-2,2
669,4,5,4,2,3,1,3,0,3,0,2
670,4,3,7,4,1,1,4,1,1,-1,4
671,7,6,5,4,0,4,1,2,3,2,7
672,4,7,4,3,3,4,4,3,2,3,4
673,4,4,4,1,3,3,3,5,2,3,3
674,5,4,1,3,2,2,4,5,-1,4,4
675,3,2,3,4,1,0,1,3,1,5,4
676,2,1,2,2,-1,2,4,3,0,7,3
677,3,1,2,2,-2,4,3,3,1,5,4
678,1,-2,4,4,1,5,0,2,2,5,4
679,1,-4,4,2,1,4,1,3,1,5,2
680,1,-2,2,1,2,2,0,3,1,5,2
681,1,-5,-1,2,2,1,-1,2,1,3,0
682,0,-4,-2,2,1,0,-1,2,0,0,0
683,-3,-4,-4,-1,1,-1,-3,0,-1,1,0
684,-3,-4,-4,-3,1,-3,-1,0,-3,3,0
685,0,-5,-4,-4,0,-3,-5,-1,-5,1,-4
686,-4,-3,-4,-5,-4,-5,-3,0,-5,1,-4
687,-4,-2,-2,-6,-2,-5,-3,1,-4,4,-4
688,-6,-4,-4,-4,-1,-4,-4,2,-2,4,-2
689,-2,-2,-5,-6,-3,-4,-5,2,-1,3,-4
690,-1,-1,-3,-4,0,-6,-2,5,-3,3,-6
691,-4,-3,-4,-8,-4,-5,-5,6,-2,4,-6
692,-5,-2,-4,-8,-2,-5,-3,7,-2,8,-5
693,-3,0,-3,-5,-2,-4,-3,8,-3,5,-5
694,-4,2,-1,-3,0,-3,-2,9,-1,4,-3
695,-5,3,-3,-1,-1,-2,-1,8,1,9,-2
696,-3,3,-1,0,2,-2,-1,10,-1,9,-1
697,-2,3,1,0,0,-2,0,6,-1,6,-1
698,-1,2,4,1,2,1,1,7,0,7,0
699,-2,1,2,4,1,0,0,7,1,7,-1
700,1,2,2,1,1,3,0,8,-1,9,-2
701,1,1,0,3,4,4,1,7,0,5,0
702,2,1,1,4,3,3,2,6,0,6,-1
703,1,3,1,4,3,3,1,2,0,7,0
704,4,4,0,4,3,3,4,4,3,6,1
705,5,3,1,7,3,2,5,3,0,5,3
706,4,2,1,6,4,1,3,0,1,2,4
707,7,4,-1,4,1,3,1,1,0,3,2
708,5,3,-2,4,-1,0,0,-2,-2,2,2
709,4,2,-1,2,-2,1,0,-2,-1,0,0
710,3,0,-1,1,-3,0,2,-3,-1,-3,1
711,1,0,-3,0,-4,0,0,-6,0,-4,3
712,1,-5,-3,-2,-1,0,1,-7,-2,-6,0
713,0,-3,-2,-1,-1,-1,0,-8,0,-8,-4
714,0,-1,-2,-2,-3,2,0,-10,-1,-11,-3
715,-1,-3,-1,-3,-4,-2,-1,-13,2,-12,-4
716,-1,-4,-2,-3,-4,-4,-2,-15,1,-14,-6
717,-3,-7,1,-2,-5,-4,-1,-11,1,-13,-5
718,-5,-7,-1,-3,-5,-1,-3,-13,-3,-15,-4
719,-7,-3,-1,-5,-5,-2,-4,-13,-2,-13,-4
720,-5,0,0,-4,-6,-1,-1,-12,-2,-11,-4
721,-3,-4,-2,-5,-5,-3,-2,-11,-1,-11,-3
722,-3,-1,-2,-4,-7,-2,-2,-12,1,-9,-3
723,-1,2,-1,-4,-4,-2,0,-11,2,-10,-4
724,-1,0,0,-5,-3,-1,1,-8,2,-7,-4
725,-1,0,0,-5,-3,0,0,-5,3,-6,-2
726,-4,-2,0,-5,-3,-1,1,-3,1,-3,-2
727,-5,-1,0,-6,-2,0,1,-2,1,-2,-1
728,0,0,2,-5,-1,1,0,0,4,1,2
729,1,3,2,-4,0,0,2,2,4,2,3
730,1,3,3,-1,1,1,3,4,3,4,4
731,2,2,6,-1,2,2,4,3,3,5,4
732,6,0,4,1,5,4,3,5,4,7,5
733,4,-1,6,4,5,5,3,6,5,7,5
734,6,-1,6,6,4,6,2,7,6,6,2
735,5,0,6,6,6,5,2,8,6,7,1
736,6,3,4,6,6,6,3,9,6,7,1
737,4,2,8,7,6,2,3,8,3,11,1
738,4,1,3,10,4,3,3,7,1,8,1
739,3,2,3,8,4,3,4,7,2,8,1
740,4,2,2,8,5,3,5,5,1,8,2
741,0,1,0,8,3,4,3,7,0,5,-1
742,0,1,3,5,2,3,1,4,-1,8,-1
743,2,-1,4,3,1,5,0,3,-2,5,0
744,-1,0,2,1,0,1,-3,4,-3,7,-3
745,-1,0,-1,2,-1,2,-2,5,-3,7,0
746,-1,-2,-2,-1,-3,2,0,2,-3,5,0
747,0,0,-1,-1,-1,2,-1,2,0,5,1
748,-1,-1,0,0,-2,2,-2,1,0,2,-1
749,-3,0,1,-1,-3,0,1,-2,-3,-1,0
750,-3,1,0,-1,-3,0,-3,-2,-1,-4,2
751,-3,1,-2,-1,-4,-3,-3,1,-3,-4,0
752,-3,-1,0,-3,-1,-2,-2,-2,-3,-3,-1
753,-3,-3,-3,-5,-1,-3,-4,-1,-2,-5,0
754,-2,-4,-1,-3,-2,-3,-3,-4,-3,-4,-2
755,-2,-3,-1,-1,-1,-5,-1,-3,-3,-3,-2
756,0,-2,0,-1,1,-4,1,-1,-5,-4,-1
757,0,-2,0,-3,-1,-2,-1,-3,-3,-6,-2
758,0,-2,-1,-2,-1,-1,-1,-2,-2,-5,-2
759,1,-3,-1,-3,1,-1,-1,-4,-3,-7,-3
760,0,-1,-1,-4,-1,-1,-3,-2,-3,-6,0
761,-1,1,0,-3,0,-4,-2,-2,-2,-4,-2
762,0,3,-1,-4,0,-2,-2,-1,-3,-2,-1
763,0,-1,1,-1,0,-2,-4,0,-1,0,-1
764,1,4,2,0,-1,1,-3,1,-1,0,0
765,0,2,0,-3,0,0,-1,0,0,-1,1
766,0,2,-1,-1,1,2,0,0,0,-3,2
767,1,0,0,1,0,1,0,1,0,0,2
768,0,-1,0,0,0,1,-1,2,0,2,1
769,-1,-1,-3,1,-2,1,-1,2,0,1,2
770,-3,-3,-2,0,-3,-1,1,3,0,2,1
771,-2,-1,-2,0,-3,-1,0,2,1,4,-2
772,-3,-3,0,1,-1,-2,1,4,0,5,-1
773,-2,-4,1,0,0,0,2,1,1,2,-1
774,-2,-6,0,1,-2,1,4,-1,2,3,1
775,-2,-6,-1,1,-3,0,1,1,2,1,0
776,-2,-5,-1,1,-3,0,2,1,1,-2,1
777,1,-3,-2,-1,-2,0,1,-1,1,-3,-1
778,1,-3,-2,1,0,-1,0,-1,-1,-3,0
779,1,-2,-2,1,1,-1,3,-2,0,-2,1
780,3,-1,-3,0,1,-1,2,-3,0,-2,1
781,2,1,-3,0,3,2,2,-6,0,-5,0
782,1,5,0,0,2,3,3,-3,1,-4,2
783,2,4,0,-1,3,4,2,-7,1,-4,2
784,5,6,1,1,6,4,3,-5,-2,-6,4
785,5,5,2,1,4,1,2,-7,0,-5,2
786,4,4,2,-2,4,1,3,-7,3,-5,3
787,2,6,3,1,3,3,2,-3,1,-5,4
788,2,5,3,1,2,2,3,-2,0,-3,2
789,1,5,5,-2,0,2,2,-2,0,-1,2
790,1,6,5,0,2,1,6,1,0,0,1
791,2,7,4,2,4,1,6,0,1,2,1
792,2,4,4,2,3,3,3,1,2,1,1
793,2,5,4,4,3,1,2,-1,2,0,2
794,4,3,5,4,4,2,3,0,2,-1,1
795,1,2,5,4,4,0,2,3,1,2,-1
796,4,0,5,1,3,0,-1,1,1,3,-2
797,2,0,2,1,4,-1,-1,2,-2,3,-2
798,0,-1,1,0,2,-1,0,3,1,4,0
799,-2,0,-1,-2,3,-2,-1,5,1,7,0
800,0,-1,-1,-1,2,1,-3,5,2,7,0
801,2,-1,-3,0,1,-1,-2,6,0,4,0
802,1,-2,-3,0,0,-2,-2,5,-1,3,0
803,0,-2,-2,-1,1,0,-2,7,-2,5,0
804,1,-2,-4,1,-1,-1,-3,6,-2,5,-1
805,-1,-3,-6,-2,-1,0,-1,8,-1,6,0
806,-1,-2,-2,0,-2,-1,1,8,-2,4,-2
807,-2,-3,-3,1,-2,0,0,7,-1,6,-1
808,1,1,-1,0,-1,0,0,6,-2,7,0
809,1,1,1,1,-3,2,0,6,-2,4,2
810,1,1,2,2,-4,0,1,5,-4,2,2
811,1,2,4,2,-2,0,2,2,-4,1,0
812,-3,0,5,2,-3,2,3,1,-6,-1,0
813,2,1,5,1,-1,0,4,0,-4,-2,-1
814,0,2,1,0,-4,2,2,-1,-6,-1,-1
815,-1,2,0,-2,-3,0,1,-1,-6,0,-3
816,-2,2,2,-3,-2,-1,2,-1,-4,-3,-2
817,0,0,3,-1,-4,0,2,-6,-5,-4,0
818,1,0,2,-3,-5,0,-2,-4,-4,-4,-2
819,-1,-1,1,-6,-4,-1,-2,-6,-4,-3,-2
820,-1,0,-2,-6,-3,-2,-4,-6,-6,-4,-1
821,0,-1,-3,-8,-1,-4,-3,-8,-5,-7,-1
822,-1,-2,-3,-7,0,-4,-3,-5,-4,-5,-3
823,1,-3,-4,-8,0,-6,-4,-4,-6,-5,-7
824,-2,-3,-4,-7,1,-6,-5,-2,-4,-7,-6
825,0,-2,-2,-7,1,-6,-4,-4,-2,-4,-5
826,-1,-1,-2,-9,2,-5,-4,-4,-1,-3,-7
827,-5,-5,-3,-6,-1,-5,-4,-3,2,-4,-6
828,-6,-5,-3,-4,-2,-3,-2,-6,3,-5,-6
829,-6,-5,-3,-6,2,-6,-5,-4,4,-1,-6
830,-4,-4,-3,-2,0,-4,-3,-3,3,-1,-5
831,-5,-3,-2,-1,1,-2,-2,1,5,1,-3
832,-7,-2,0,1,1,-1,-1,1,7,-1,-4
833,-5,0,1,2,1,3,0,0,7,1,0
834,-5,1,1,4,1,0,2,0,6,3,1
835,-4,0,1,5,2,1,3,1,7,3,1
836,-2,0,2,4,1,2,2,3,6,4,4
837,-3,0,2,5,1,3,3,1,6,3,3
838,-3,1,2,5,3,5,4,2,6,3,5
839,0,2,4,6,3,5,3,3,4,5,5
840,4,4,4,2,5,6,1,3,6,5,8
841,3,5,1,3,7,7,4,3,5,8,10
842,3,6,3,5,7,7,5,1,5,6,9
843,7,7,4,2,7,8,4,2,4,6,9
844,6,4,5,5,6,5,4,1,5,5,6
845,6,6,3,7,5,3,6,2,5,3,5
846,6,6,6,6,3,5,6,0,4,1,5
847,7,5,6,5,4,3,4,-3,4,2,7
848,5,6,4,4,4,2,5,-3,-1,-1,6
849,5,5,2,2,1,2,3,-2,-1,-3,4
850,5,-1,2,2,3,2,2,-1,-2,-1,2
851,4,-1,4,0,0,2,0,-4,-4,-3,2
852,4,1,1,1,1,0,0,-4,-2,-3,2
853,4,1,-1,-2,0,0,0,-4,-2,-4,0
854,2,0,-2,-1,-2,-2,-2,-5,-2,-6,-1
855,1,1,0,-1,-4,-3,-2,-5,-4,-7,-3
856,-2,2,-2,-2,-2,-5,-2,-3,-3,-7,-4
857,-4,1,0,-3,-4,-4,-3,-2,-2,-5,-5
858,-5,-1,-2,-4,-3,-2,-3,-2,-2,-7,-5
859,-3,-2,-1,-6,-3,-1,-2,-3,-3,-6,-4
860,-3,-2,-1,-6,-1,-2,-1,-1,-5,-3,-2
861,-1,-2,-1,-4,-1,-1,-1,0,-2,0,-2
862,-3,-5,-2,-4,-2,-2,-4,-1,-2,1,-1
863,-3,-4,0,-2,-1,0,-3,3,-3,1,-3
864,-2,-6,-1,-2,-1,-2,-1,6,0,1,-1
865,-2,-4,-1,-2,-1,0,0,5,-2,2,1
866,-3,-6,-1,0,1,-2,0,7,-3,4,1
867,2,-6,-2,1,-1,0,-1,8,-2,8,0
868,1,-8,0,2,1,1,1,8,-1,8,2
869,-1,-7,1,1,0,1,2,6,-1,6,3
870,0,-5,1,-1,-5,0,0,6,-1,7,2
871,1,-6,1,0,-3,1,-1,6,-3,6,1
872,0,-5,1,-2,-4,-1,-2,4,-4,6,1
873,-2,-6,-1,-1,-5,-3,-2,4,-6,6,-1
874,-1,-4,-2,-2,-4,-2,-2,5,-5,6,-2
875,-3,-2,0,0,-4,0,-2,6,-5,6,-2
876,0,-1,-2,2,-4,0,-2,4,-4,3,-1
877,-2,2,-3,1,-2,-1,0,3,-4,2,-2
878,0,1,-3,-2,-1,0,-2,2,-5,3,-2
879,2,2,-2,-2,-2,1,-2,1,-3,0,-2
880,2,2,-2,-3,-2,0,-1,-1,-3,-4,-1
881,3,2,-4,-3,0,-2,-1,1,-2,-4,-3
882,3,1,-2,-4,-3,-2,-1,-2,-2,-6,-2
883,3,1,-1,-3,-1,-4,-2,-4,-1,-7,-3
884,0,1,-2,-3,-2,-5,-4,-5,-1,-8,-2
885,0,0,1,-3,0,-6,-4,-6,3,-7,-4
886,0,0,0,-3,-4,-6,-3,-5,2,-8,-3
887,-1,-1,0,-1,-1,-8,-3,-4,3,-8,-2
888,-1,-1,0,-2,0,-8,0,-4,4,-6,-1
889,-2,-1,0,-3,-2,-7,-1,-6,5,-5,-1
890,-1,-2,2,-2,-2,-6,0,-7,6,-5,-2
891,-4,-2,0,0,0,-6,-1,-5,5,-3,-2
892,-4,-2,0,1,1,-2,2,-4,6,-3,0
893,-2,-2,1,3,2,0,0,-2,6,-3,2
894,-1,0,1,3,2,2,5,-4,6,-3,1
895,0,0,2,5,6,5,4,-2,7,-3,4
896,4,1,1,6,9,6,4,-2,7,-2,2
897,3,3,2,6,5,8,1,2,10,-2,3
898,5,4,2,8,4,8,3,3,8,1,5
899,5,4,5,9,4,10,3,7,7,3,4
900,6,4,2,6,4,10,3,7,7,3,6
901,7,5,2,6,3,8,4,4,5,5,3
902,5,3,3,6,5,9,5,7,6,6,4
903,4,5,2,3,3,9,5,6,7,5,6
904,5,6,4,4,2,6,5,6,5,6,5
905,5,5,3,5,-4,4,3,5,5,6,4
906,4,3,2,4,-2,5,3,7,4,6,5
907,6,5,3,7,-2,6,2,4,1,6,3
908,5,4,5,5,-3,3,2,4,1,6,3
909,3,5,4,4,-1,3,4,3,-2,3,3
910,3,4,4,2,-1,3,3,3,-2,5,5
911,3,5,4,1,-1,4,3,-1,-4,2,3
912,4,6,3,2,0,1,4,-3,-3,1,0
913,7,6,5,1,1,1,3,-1,-5,-2,-2
914,6,4,5,1,0,3,0,0,-7,-3,0
915,4,2,2,-1,1,-1,-2,-4,-6,-5,1
916,4,1,2,-5,0,0,0,-4,-7,-5,-4
917,4,2,0,-6,0,1,-1,-3,-8,-3,-5
918,2,-1,1,-5,-1,-1,-1,-3,-8,-3,-4
919,2,-1,1,-5,1,-3,-2,-4,-6,-6,-5
920,-2,-3,0,-6,1,-4,-2,-3,-8,-6,-4
921,-5,-1,-2,-7,1,-5,-3,-4,-7,-9,-5
922,-5,-4,-1,-6,-1,-5,-3,-5,-6,-7,-9
923,-8,-4,0,-5,-5,-5,-3,-5,-6,-4,-9
924,-9,-5,-3,-5,-3,-5,-5,-5,-5,-2,-10
925,-8,-6,-3,-4,-2,-7,-5,-5,-4,0,-8
926,-10,-6,-4,-5,-4,-6,-5,-2,-1,3,-6
927,-10,-6,-4,-1,-3,-3,-4,-1,-2,4,-6
928,-10,-4,-4,-4,-4,-5,-5,-2,-4,2,-5
929,-9,-5,-3,-2,-4,-6,-6,-2,-3,1,-4
930,-10,-6,-3,-3,-3,-6,-5,0,-4,1,-2
931,-12,-5,-6,-5,-2,-4,-2,3,-3,2,-2
932,-8,-7,-7,-2,-4,-6,-5,5,-2,2,-1
933,-7,-7,-5,-4,-3,-6,-4,4,-2,5,-4
934,-7,-6,-9,-5,-4,-7,-4,7,-2,5,-4
935,-6,-8,-6,-3,-3,-6,-4,7,-2,7,-3
936,-5,-7,-6,-3,-5,-4,-6,6,0,7,-1
937,-1,-3,-5,-4,-5,-4,-7,6,3,7,-2
938,-1,-2,-3,-3,-2,-4,-6,5,4,7,-2
939,0,-5,-4,-1,-3,-3,-3,5,3,6,0
940,0,-4,-4,-2,-2,-2,-2,3,6,2,-1
941,0,-2,-4,-4,-2,-3,1,4,6,2,-1
942,0,0,-3,0,-3,0,2,3,3,4,0
943,0,2,-2,0,-2,1,2,3,4,5,1
944,1,4,2,2,-1,3,4,2,7,4,2
945,4,6,3,3,4,4,6,0,7,3,2
946,6,8,6,4,5,7,5,0,8,-1,3
947,9,6,6,7,5,8,8,-2,6,0,3
948,8,10,6,3,4,6,9,-4,8,-2,5
949,8,11,5,6,6,5,8,-5,7,0,6
950,7,9,9,5,8,7,7,-3,5,0,8
951,8,10,8,5,9,6,6,-3,4,-5,8
952,5,10,7,7,9,6,7,-3,3,-4,6
953,6,8,10,4,9,7,9,-5,3,-4,6
954,6,8,9,5,8,4,8,-5,4,-5,6
955,5,5,9,8,7,4,8,-6,1,-6,7
956,5,5,9,6,9,4,7,-6,1,-7,7
957,7,2,6,6,8,7,5,-6,2,-6,6
