,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
233,-55,-48,-44,-51,-50,-37,-37,-49,-48,-52,-51,-46,-46,-42,-49,-49,-50,-47,-45,-49,-32,-46,-27
234,-46,-36,-29,-51,-36,-19,-20,-38,-39,-45,-49,-34,-37,-26,-38,-45,-39,-32,-36,-38,-15,-34,-7
235,-33,-20,-7,-41,-22,7,3,-24,-23,-27,-36,-17,-21,-4,-20,-26,-22,-10,-18,-20,9,-18,13
236,-11,4,20,-17,1,31,27,-1,-2,-4,-15,2,-1,20,0,-3,0,13,4,6,31,6,38
237,16,28,38,4,24,46,44,23,23,20,8,25,23,37,27,24,26,34,29,28,48,29,52
238,41,46,48,30,43,52,49,44,41,42,36,45,44,48,45,40,44,45,44,43,52,45,51
239,54,53,46,52,50,46,41,51,50,48,50,51,53,49,54,52,51,45,52,46,46,49,41
240,55,49,34,58,47,32,28,46,49,46,54,46,48,36,46,51,46,38,46,39,30,39,23
241,45,33,15,50,35,10,9,36,38,37,43,33,34,15,34,37,34,22,30,25,10,28,2
242,29,12,-7,34,12,-12,-18,15,16,19,28,14,16,-6,15,17,15,2,9,6,-13,4,-23
243,3,-11,-28,15,-12,-33,-35,-9,-10,-2,7,-8,-6,-27,-10,-6,-7,-21,-10,-17,-32,-17,-39
244,-22,-33,-43,-12,-30,-48,-46,-28,-29,-24,-21,-27,-30,-42,-30,-26,-29,-41,-31,-35,-46,-37,-45
245,-44,-47,-47,-36,-46,-48,-47,-44,-46,-38,-41,-39,-48,-49,-47,-44,-45,-48,-48,-46,-46,-46,-47
246,-50,-49,-42,-51,-49,-40,-39,-48,-52,-45,-50,-44,-51,-42,-49,-48,-50,-45,-51,-46,-35,-46,-34
247,-43,-42,-26,-49,-42,-24,-22,-38,-45,-40,-46,-41,-44,-25,-43,-42,-43,-33,-40,-36,-19,-36,-20
248,-30,-23,-9,-39,-24,-1,2,-23,-29,-25,-38,-26,-26,-7,-28,-27,-28,-11,-26,-15,6,-17,4
249,-8,-3,17,-23,-3,26,24,-2,-8,-5,-18,-5,-7,17,-5,-6,-6,12,-1,8,29,4,26
250,13,22,39,2,21,44,46,21,16,18,9,18,15,40,18,18,19,35,21,29,46,28,41
251,37,41,53,30,44,51,54,42,40,39,33,38,38,51,38,41,39,52,40,49,51,46,45
252,49,52,52,48,55,47,48,53,51,49,47,46,51,50,50,51,50,53,49,54,46,51,38
253,46,48,41,51,52,33,33,52,50,48,50,42,48,43,46,51,50,42,44,50,34,46,23
254,35,35,23,45,43,13,14,37,41,36,42,32,37,25,39,43,37,26,35,33,11,31,1
255,21,16,1,29,20,-10,-6,18,25,21,27,11,21,3,20,23,19,5,15,13,-10,11,-25
256,-4,-5,-21,10,-2,-30,-28,-2,1,2,7,-14,0,-16,-3,1,-1,-18,-8,-10,-30,-9,-40
257,-28,-30,-36,-16,-25,-40,-40,-27,-20,-24,-19,-37,-23,-33,-26,-18,-23,-35,-28,-31,-42,-28,-45
258,-46,-43,-47,-34,-37,-47,-44,-38,-37,-37,-41,-48,-38,-43,-39,-37,-36,-46,-39,-43,-47,-40,-41
259,-53,-45,-46,-46,-42,-41,-41,-43,-42,-45,-48,-45,-39,-45,-42,-44,-43,-46,-43,-47,-42,-40,-30
260,-47,-44,-34,-49,-41,-29,-27,-41,-46,-41,-46,-38,-38,-34,-45,-42,-42,-37,-41,-38,-25,-35,-9
261,-33,-34,-16,-38,-30,-8,-8,-31,-35,-35,-35,-24,-32,-20,-31,-32,-31,-21,-28,-26,-9,-24,13
262,-10,-12,7,-20,-12,16,18,-13,-18,-17,-15,-2,-11,2,-10,-15,-16,0,-7,-5,16,-2,32
263,13,13,29,0,13,36,36,12,9,10,5,23,14,26,12,6,9,24,16,21,35,21,41
264,31,35,42,24,33,47,44,33,30,30,28,40,31,42,34,29,33,40,35,37,43,39,44
265,45,47,45,42,44,44,44,43,43,43,46,45,43,43,46,43,45,45,48,45,41,46,36
266,48,48,32,51,46,35,33,45,46,45,49,44,44,36,45,44,47,41,45,43,27,45,28
267,41,38,19,44,34,15,10,33,39,37,45,34,34,22,35,33,39,29,32,31,8,30,9
268,22,19,-8,36,18,-11,-16,15,21,21,31,17,15,0,19,17,21,0,15,9,-17,10,-10
269,4,-7,-30,17,-10,-33,-38,-8,-4,-7,9,-1,-10,-30,-5,-6,-5,-26,-9,-16,-38,-17,-28
270,-20,-31,-48,-7,-36,-46,-49,-30,-28,-31,-15,-21,-32,-44,-30,-32,-28,-42,-34,-39,-47,-37,-40
271,-40,-44,-50,-30,-49,-47,-49,-43,-44,-48,-37,-34,-47,-47,-43,-46,-42,-46,-44,-46,-45,-47,-39
272,-47,-48,-45,-45,-49,-38,-41,-46,-47,-50,-48,-37,-47,-42,-46,-46,-45,-42,-43,-47,-39,-46,-26
273,-46,-41,-31,-49,-40,-24,-25,-37,-39,-44,-47,-33,-37,-29,-37,-42,-41,-34,-35,-37,-20,-35,-15
274,-34,-24,-11,-43,-27,1,-5,-24,-29,-29,-36,-19,-29,-11,-23,-30,-29,-13,-22,-21,2,-20,-4
275,-15,-4,14,-25,-5,22,18,-2,-11,-8,-21,-6,-8,13,-3,-12,-6,9,-3,4,25,3,14
276,10,20,33,-2,16,36,36,22,15,14,3,9,15,30,20,14,13,32,20,22,40,23,30
277,35,38,42,19,35,43,45,37,34,35,28,28,33,41,34,32,30,44,35,39,45,38,37
278,49,46,44,38,43,45,41,47,42,47,45,36,41,48,43,40,44,47,42,47,43,44,32
279,55,46,40,51,46,37,31,45,43,45,54,36,41,38,43,47,44,41,40,42,30,40,17
280,46,36,27,47,36,19,18,37,36,40,46,27,34,28,33,39,39,30,32,31,18,29,7
281,28,21,8,34,23,2,-2,23,22,25,31,14,21,10,23,25,24,14,16,19,-3,14,-12
282,6,2,-12,14,5,-21,-19,6,3,6,13,-4,2,-10,5,6,8,-6,-2,-2,-20,-4,-30
283,-16,-18,-29,-5,-13,-38,-37,-14,-17,-14,-7,-22,-17,-28,-18,-12,-13,-25,-19,-20,-37,-24,-41
284,-34,-33,-37,-29,-32,-43,-41,-32,-33,-30,-28,-39,-35,-37,-35,-29,-32,-34,-35,-34,-39,-38,-46
285,-44,-43,-37,-40,-39,-37,-36,-41,-41,-39,-43,-46,-41,-35,-42,-36,-40,-34,-43,-37,-31,-40,-38
286,-48,-37,-26,-46,-35,-24,-24,-38,-40,-37,-45,-44,-40,-28,-36,-34,-38,-28,-36,-30,-20,-33,-25
287,-41,-26,-14,-44,-23,-11,-8,-26,-29,-24,-38,-36,-28,-14,-26,-27,-29,-17,-23,-20,-5,-21,-4
288,-24,-14,1,-33,-9,6,12,-10,-12,-13,-29,-15,-14,4,-11,-13,-13,1,-11,-7,11,-4,15
289,-2,4,20,-13,5,24,28,3,1,3,-7,1,1,20,7,3,1,17,7,10,27,11,30
290,23,22,36,15,23,36,39,22,18,21,22,22,20,35,22,21,19,33,25,28,40,28,44
291,42,38,40,35,39,39,40,35,37,37,40,37,34,38,38,36,33,43,38,36,39,41,44
292,46,39,33,46,42,32,33,38,40,42,45,46,38,37,40,40,40,38,39,41,29,38,35
293,37,30,20,47,34,17,19,34,36,36,44,43,30,22,32,37,33,24,31,29,14,29,21
294,25,15,8,38,20,-1,4,17,24,21,33,30,18,7,19,22,19,11,20,12,-2,14,1
295,2,1,-15,20,4,-18,-18,5,6,6,11,9,4,-10,5,4,3,-6,-1,-2,-20,-1,-16
296,-23,-16,-32,-7,-16,-34,-38,-15,-11,-12,-14,-7,-14,-25,-14,-13,-12,-25,-16,-21,-38,-20,-30
297,-42,-34,-44,-31,-33,-47,-47,-33,-30,-31,-34,-23,-31,-39,-31,-30,-31,-40,-33,-37,-49,-38,-33
298,-48,-44,-46,-45,-43,-45,-45,-46,-39,-43,-44,-28,-42,-46,-43,-42,-42,-44,-41,-45,-45,-43,-28
299,-47,-43,-40,-48,-47,-33,-37,-50,-44,-47,-44,-28,-44,-38,-43,-45,-44,-37,-43,-42,-28,-44,-18
300,-39,-34,-24,-42,-37,-15,-18,-41,-38,-40,-34,-22,-34,-22,-34,-37,-33,-27,-33,-31,-11,-31,2
301,-20,-21,-4,-26,-24,4,1,-22,-21,-25,-18,-6,-19,-6,-22,-22,-21,-9,-16,-17,7,-15,17
302,6,1,18,-7,-2,23,23,-3,-4,-5,2,9,-1,14,-1,-5,-2,11,2,6,26,6,27
303,25,22,34,17,17,39,36,16,16,16,23,22,18,33,23,15,21,28,22,25,40,25,33
304,40,37,43,36,34,47,43,35,34,34,39,28,34,42,35,37,35,41,35,37,47,38,33
305,45,44,42,47,46,43,41,43,43,44,42,31,45,42,46,43,44,44,42,43,42,45,22
306,40,45,33,43,40,31,23,42,43,43,39,29,44,32,47,42,44,38,39,38,28,37,9
307,30,32,17,39,31,12,3,31,32,33,30,17,33,16,35,34,35,17,28,27,10,24,-9
308,14,13,-4,23,14,-9,-13,15,18,16,16,2,17,-4,16,17,17,-1,12,5,-12,7,-23
309,-4,-6,-23,5,-8,-24,-26,-5,-1,-2,-2,-16,-4,-20,-3,-3,-4,-20,-8,-15,-24,-13,-34
310,-24,-25,-33,-16,-23,-33,-38,-21,-21,-21,-24,-31,-22,-28,-20,-21,-21,-30,-26,-27,-32,-30,-35
311,-38,-34,-34,-34,-35,-33,-36,-30,-31,-32,-36,-38,-34,-31,-33,-29,-32,-34,-32,-36,-31,-35,-36
312,-39,-35,-31,-41,-32,-25,-27,-33,-32,-33,-40,-38,-34,-27,-35,-31,-37,-30,-30,-29,-21,-31,-30
313,-30,-24,-16,-40,-27,-12,-12,-24,-30,-26,-35,-33,-27,-16,-27,-26,-29,-20,-22,-21,-7,-25,-16
314,-15,-12,5,-29,-14,8,5,-11,-17,-13,-21,-25,-13,2,-16,-12,-13,-2,-11,-8,13,-8,7
315,-3,4,20,-10,6,21,22,8,1,3,-8,-4,3,17,3,4,1,16,7,13,24,10,26
316,15,21,28,5,23,30,30,23,19,19,8,16,20,28,18,20,14,28,19,28,29,25,33
317,31,28,35,22,32,33,32,31,30,31,27,27,28,35,29,29,25,34,31,40,32,33,30
318,37,32,34,33,35,29,30,36,35,35,38,31,34,34,30,36,31,33,34,36,28,35,27
319,39,30,25,42,34,19,20,32,34,33,39,28,32,25,27,34,30,27,30,33,18,31,24
320,25,22,9,34,24,3,4,21,26,25,30,26,22,10,21,22,22,15,20,21,-1,18,7
321,10,7,-7,18,7,-16,-14,4,10,10,16,12,6,-4,7,12,5,-6,5,2,-14,0,-14
322,-7,-11,-24,3,-9,-29,-27,-15,-7,-9,0,-9,-12,-23,-13,-8,-11,-22,-12,-16,-31,-15,-25
323,-25,-26,-36,-16,-24,-37,-32,-29,-24,-25,-19,-23,-25,-35,-28,-23,-27,-33,-25,-30,-39,-29,-28
324,-39,-33,-37,-31,-34,-38,-35,-38,-34,-34,-35,-31,-35,-39,-35,-33,-37,-36,-34,-36,-34,-34,-26
325,-49,-37,-35,-43,-35,-33,-31,-38,-35,-39,-46,-30,-37,-34,-36,-37,-39,-35,-37,-36,-33,-34,-22
326,-43,-35,-26,-44,-34,-27,-22,-37,-33,-35,-42,-26,-36,-29,-32,-33,-34,-30,-34,-31,-25,-32,-10
327,-29,-25,-14,-36,-24,-8,0,-27,-24,-28,-33,-18,-26,-15,-25,-28,-27,-16,-25,-21,-3,-18,10
328,-10,-11,6,-20,-9,17,19,-9,-13,-12,-17,-2,-11,6,-6,-12,-13,6,-6,-3,18,0,30
329,11,17,24,3,14,31,29,9,9,12,4,19,13,23,17,11,10,22,15,19,31,22,44
330,29,31,30,23,28,32,33,29,28,29,25,39,27,30,29,30,29,30,31,29,30,33,46
331,41,35,28,37,31,28,29,32,34,36,38,46,32,30,34,34,33,29,30,30,29,32,33
332,45,32,26,48,31,27,24,30,30,34,43,41,30,28,30,30,33,25,29,27,28,31,22
333,39,29,22,47,27,17,12,26,27,29,41,29,28,20,28,30,30,21,28,20,13,26,7
334,24,21,2,35,17,-3,-2,20,21,25,26,14,22,7,17,20,20,4,18,10,-3,13,-12
335,2,1,-17,13,-2,-21,-23,2,4,5,6,-1,3,-17,1,0,5,-12,-2,-8,-22,-8,-30
336,-13,-17,-28,-5,-22,-27,-33,-19,-17,-16,-11,-22,-18,-29,-17,-19,-16,-28,-22,-24,-29,-26,-41
337,-27,-28,-32,-20,-28,-29,-29,-27,-30,-28,-28,-38,-28,-32,-28,-31,-27,-32,-26,-31,-27,-30,-38
338,-32,-28,-29,-33,-31,-26,-28,-26,-31,-29,-36,-42,-30,-30,-31,-32,-31,-28,-29,-29,-24,-31,-27
339,-34,-26,-23,-34,-26,-17,-20,-25,-28,-29,-34,-33,-28,-21,-27,-33,-24,-25,-27,-26,-16,-26,-15
340,-19,-20,-12,-26,-21,-4,-5,-18,-22,-25,-23,-18,-21,-10,-20,-24,-20,-13,-18,-17,1,-16,-2
341,0,-6,11,-14,-6,17,20,-3,-9,-8,-10,-6,-7,11,-8,-10,-10,7,-4,0,22,1,16
342,11,15,31,4,15,35,36,16,12,14,8,8,14,32,14,9,10,27,18,23,36,21,32
343,27,34,43,21,31,46,39,37,29,29,25,23,32,44,33,31,33,42,36,37,43,37,37
344,35,41,41,31,43,38,39,46,41,42,32,35,40,45,41,42,40,46,43,42,35,42,32
345,36,43,34,33,40,29,27,42,41,40,32,37,40,34,39,41,38,38,39,38,26,39,18
346,28,30,20,32,31,14,12,30,32,31,29,26,30,22,30,34,27,23,27,30,11,26,2
347,16,15,3,21,15,-3,-6,18,21,17,19,11,15,5,14,17,17,9,13,12,-5,11,-12
348,0,-1,-14,6,2,-24,-22,1,6,-1,3,-4,-1,-16,-2,3,-2,-6,-2,-6,-21,-7,-28
349,-18,-21,-31,-13,-16,-40,-39,-17,-15,-15,-15,-19,-18,-29,-21,-17,-18,-24,-21,-20,-38,-26,-36
350,-31,-39,-44,-27,-36,-43,-47,-35,-32,-34,-28,-33,-38,-42,-36,-31,-33,-39,-37,-37,-46,-42,-33
351,-35,-47,-37,-35,-43,-37,-37,-43,-42,-44,-35,-37,-43,-39,-44,-41,-44,-41,-43,-43,-36,-46,-21
352,-35,-40,-28,-37,-35,-21,-24,-37,-37,-40,-36,-27,-37,-25,-39,-38,-40,-27,-38,-32,-21,-30,-3
353,-31,-27,-14,-32,-23,-7,-9,-25,-27,-26,-30,-13,-23,-11,-22,-26,-26,-13,-23,-20,-7,-19,13
354,-21,-11,0,-26,-8,5,5,-10,-12,-10,-20,5,-9,1,-10,-12,-12,-1,-10,-7,9,-6,27
355,-2,5,15,-11,6,20,22,3,3,0,-2,21,3,16,4,1,2,14,5,8,24,11,35
356,19,21,31,13,22,36,37,19,18,15,18,32,22,32,22,18,18,31,22,26,41,27,38
357,29,37,39,28,36,40,37,34,33,31,33,35,35,38,36,35,36,41,39,39,38,41,30
358,31,40,34,32,39,27,28,38,40,37,35,31,39,30,38,42,39,35,43,36,25,37,17
359,27,32,16,30,31,13,12,29,34,32,29,24,32,17,30,32,32,20,32,25,11,25,3
360,24,20,1,28,12,-2,-4,11,21,12,26,11,16,0,17,16,16,5,19,10,-7,9,-13
361,9,0,-15,21,-3,-17,-18,-3,5,-1,17,-7,-2,-14,0,3,3,-13,4,-7,-19,-4,-25
362,-11,-14,-27,2,-14,-30,-31,-16,-9,-16,-5,-19,-18,-30,-16,-13,-12,-27,-13,-23,-32,-20,-29
363,-28,-26,-36,-18,-27,-37,-37,-29,-23,-28,-23,-24,-29,-36,-29,-29,-27,-34,-27,-30,-36,-32,-31
364,-32,-33,-37,-27,-35,-28,-28,-37,-33,-36,-29,-29,-35,-30,-34,-37,-34,-35,-35,-36,-26,-35,-27
365,-30,-27,-22,-31,-32,-12,-16,-32,-29,-34,-27,-29,-33,-21,-27,-32,-30,-22,-28,-27,-11,-25,-16
366,-28,-15,-5,-26,-17,3,3,-18,-15,-21,-25,-18,-19,-4,-13,-21,-16,-7,-13,-11,7,-9,-1
367,-20,5,12,-19,-2,20,19,3,0,-5,-16,-7,-1,12,2,-4,0,13,3,9,23,7,14
368,4,20,26,-3,16,33,30,19,15,16,1,7,16,27,18,13,17,26,18,21,36,21,22
369,25,34,34,19,30,39,38,32,29,27,22,21,28,36,31,27,30,32,30,33,35,34,30
370,41,38,32,35,37,37,33,36,34,36,38,30,35,35,37,35,34,35,35,33,33,37,24
371,43,34,28,46,36,28,24,36,35,38,46,29,34,31,37,34,38,30,32,31,27,31,15
372,38,30,16,43,28,15,12,31,27,30,43,22,25,18,32,29,30,19,26,19,12,24,1
373,28,16,0,32,15,-3,-6,16,15,18,28,8,16,2,14,17,16,5,13,7,-5,7,-15
374,11,0,-14,14,-2,-17,-20,0,0,6,11,-4,1,-11,-2,3,2,-9,-2,-6,-18,-9,-26
375,-6,-15,-24,-3,-19,-26,-27,-14,-15,-11,-4,-24,-16,-20,-16,-12,-9,-22,-16,-20,-25,-19,-36
376,-26,-27,-30,-21,-26,-31,-30,-25,-25,-21,-26,-38,-25,-27,-25,-21,-22,-31,-23,-29,-31,-27,-35
377,-40,-31,-31,-38,-29,-30,-33,-31,-31,-29,-40,-36,-30,-28,-30,-29,-29,-29,-29,-29,-32,-30,-25
378,-43,-32,-25,-45,-31,-24,-23,-33,-32,-26,-44,-31,-31,-21,-31,-30,-30,-26,-31,-26,-21,-31,-14
379,-33,-25,-15,-39,-24,-9,-9,-25,-29,-23,-35,-19,-29,-9,-26,-24,-23,-15,-25,-19,-10,-21,5
380,-15,-11,1,-28,-11,5,7,-12,-17,-13,-21,-4,-16,0,-14,-9,-14,-2,-10,-6,4,-8,25
381,-6,1,16,-13,5,16,19,6,1,4,-8,16,0,18,1,3,0,13,2,10,18,9,42
382,8,17,26,2,19,24,27,19,14,15,7,34,13,27,18,15,14,26,17,21,27,19,43
383,26,25,27,18,26,27,29,27,24,27,26,45,23,29,27,27,21,29,24,28,24,27,37
384,36,29,25,32,32,23,26,31,29,30,38,44,27,26,27,31,24,28,28,30,19,28,25
385,35,22,16,36,26,11,10,25,24,26,40,34,22,19,24,26,20,22,23,24,9,21,9
386,18,11,1,29,15,-4,-6,16,16,17,29,19,12,6,13,16,13,5,9,11,-6,9,-8
387,7,-2,-18,14,-1,-20,-25,1,3,1,17,1,-2,-11,-2,1,-3,-10,-2,-8,-25,-6,-27
388,-11,-20,-31,-5,-17,-35,-35,-15,-14,-16,0,-20,-18,-25,-21,-17,-19,-25,-20,-25,-34,-20,-34
389,-27,-33,-37,-19,-30,-36,-40,-27,-31,-31,-17,-33,-35,-33,-30,-34,-31,-35,-35,-35,-36,-33,-33
390,-37,-38,-35,-29,-37,-32,-33,-35,-36,-37,-28,-37,-39,-31,-35,-37,-39,-35,-37,-38,-30,-35,-26
391,-37,-34,-26,-35,-33,-24,-20,-30,-31,-34,-33,-32,-34,-22,-30,-33,-33,-26,-30,-28,-17,-25,-12
392,-30,-20,-12,-29,-22,-7,-7,-19,-23,-22,-26,-20,-22,-13,-19,-22,-23,-13,-20,-16,-1,-13,0
393,-14,-4,8,-14,-8,15,14,-6,-11,-10,-13,-10,-8,6,-4,-11,-9,0,-6,-3,15,-1,16
394,7,12,27,3,12,36,33,13,7,5,7,6,10,24,16,8,12,20,18,17,34,18,32
395,21,35,42,15,32,45,46,31,28,26,18,23,31,39,33,29,30,39,34,34,44,35,37
396,32,46,46,31,46,44,43,41,43,43,30,31,43,42,46,43,46,44,45,44,43,44,31
397,37,47,39,37,45,34,32,40,46,44,37,31,44,31,44,45,46,35,45,42,31,43,20
398,32,36,25,36,37,18,18,35,38,39,30,22,34,22,35,37,36,26,36,32,17,31,9
399,19,23,7,26,21,1,0,19,26,23,21,12,18,4,22,25,24,10,22,17,0,16,-8
400,6,2,-12,14,0,-17,-17,-1,7,6,9,-3,2,-14,1,8,7,-10,2,-2,-18,-3,-22
401,-10,-17,-29,1,-16,-30,-32,-18,-14,-14,-6,-15,-15,-32,-20,-12,-15,-29,-18,-20,-32,-24,-29
402,-21,-32,-42,-17,-34,-38,-38,-32,-28,-30,-21,-27,-32,-42,-35,-30,-31,-37,-30,-35,-36,-34,-31
403,-31,-41,-38,-27,-40,-33,-34,-40,-39,-38,-31,-34,-38,-38,-42,-41,-39,-38,-39,-36,-31,-39,-27
404,-33,-37,-27,-28,-34,-22,-24,-39,-34,-35,-30,-28,-36,-30,-35,-38,-34,-29,-32,-33,-20,-33,-16
405,-26,-27,-13,-28,-27,-11,-10,-26,-27,-26,-29,-19,-27,-17,-27,-27,-28,-18,-22,-22,-6,-22,1
406,-18,-10,1,-25,-12,6,5,-11,-12,-11,-24,-4,-13,0,-13,-14,-14,-2,-11,-6,9,-5,13
407,-4,6,16,-13,3,25,19,5,2,4,-10,9,2,17,2,2,3,14,5,10,24,10,26
408,11,19,30,4,20,32,31,23,16,20,7,22,18,28,16,20,17,26,21,27,34,24,34
409,24,33,34,17,31,33,33,34,31,33,19,32,30,33,29,32,27,36,35,34,29,35,33
410,31,34,27,25,34,26,24,33,34,38,27,33,34,27,31,34,32,31,31,37,24,34,21
411,28,26,17,26,28,13,12,29,29,31,28,28,24,18,23,31,28,22,24,27,11,21,13
412,22,15,4,22,15,0,-1,15,19,19,21,18,15,7,12,23,13,11,13,15,-3,9,-1
413,7,2,-8,11,4,-16,-15,2,5,5,6,4,1,-9,-1,7,-1,-4,-3,1,-18,-2,-14
414,-10,-14,-22,-5,-13,-30,-27,-14,-8,-10,-9,-9,-13,-23,-12,-8,-11,-19,-17,-15,-31,-18,-23
415,-28,-28,-31,-17,-24,-36,-35,-29,-23,-24,-23,-21,-28,-34,-25,-22,-26,-30,-29,-26,-35,-31,-23
416,-40,-35,-33,-33,-31,-34,-29,-32,-31,-31,-35,-24,-38,-37,-32,-31,-36,-33,-35,-33,-32,-30,-21
417,-40,-33,-26,-39,-33,-26,-21,-35,-34,-32,-37,-24,-34,-32,-31,-32,-36,-27,-38,-28,-21,-30,-17
418,-32,-26,-12,-35,-23,-10,-7,-26,-27,-26,-30,-20,-28,-13,-26,-24,-27,-15,-25,-18,-7,-19,-6
419,-18,-12,3,-20,-11,3,7,-10,-12,-13,-18,-10,-15,-1,-12,-8,-14,-2,-9,-6,5,-4,8
420,-1,3,16,-5,7,18,22,4,3,3,-3,0,0,16,6,7,2,13,3,10,23,10,21
421,20,18,26,12,20,33,34,19,18,17,18,15,16,28,20,21,18,27,19,23,33,23,25
422,39,29,35,34,34,35,37,30,32,32,37,22,28,34,31,31,30,35,29,32,35,32,25
423,45,35,32,48,38,31,30,35,40,37,46,25,34,30,37,37,34,34,36,33,27,33,22
424,42,34,23,46,30,20,19,29,37,33,46,25,33,22,33,31,31,24,29,28,16,27,11
425,29,24,11,37,20,9,8,21,26,21,35,16,22,13,24,23,26,13,21,18,6,16,-5
426,13,11,-1,24,11,-5,-7,8,13,9,22,4,11,-3,10,10,13,2,9,1,-10,5,-21
427,-3,-1,-16,7,-3,-17,-19,-4,-1,-7,0,-11,-1,-18,-2,-6,-1,-17,-7,-10,-20,-9,-29
428,-25,-14,-27,-15,-19,-24,-23,-16,-15,-16,-20,-23,-16,-24,-14,-20,-12,-25,-17,-20,-22,-20,-34
429,-38,-21,-26,-31,-28,-22,-25,-23,-23,-27,-34,-30,-23,-26,-22,-26,-22,-27,-21,-25,-22,-26,-32
430,-40,-21,-24,-37,-24,-20,-19,-23,-24,-26,-38,-34,-24,-22,-22,-27,-22,-23,-22,-23,-19,-22,-23
431,-32,-19,-20,-36,-24,-12,-11,-20,-22,-27,-35,-26,-21,-19,-18,-27,-17,-17,-19,-17,-12,-20,-12
432,-19,-14,-6,-25,-16,0,-3,-14,-19,-19,-22,-15,-14,-4,-13,-21,-11,-8,-13,-10,4,-14,8
433,-8,-1,10,-11,-1,14,11,-3,-9,-4,-5,2,-4,9,0,-6,0,6,2,3,15,6,25
434,13,15,19,2,9,27,21,14,8,9,10,18,14,19,16,9,12,18,15,16,24,15,35
435,27,25,24,20,20,28,26,23,21,21,22,33,22,25,24,16,19,26,23,23,29,21,37
436,32,29,25,30,24,27,25,28,23,24,33,39,24,27,27,24,26,27,27,26,27,24,27
437,35,29,21,32,26,18,17,26,24,26,35,34,26,22,27,27,26,22,27,24,16,23,18
438,23,24,11,23,22,7,6,25,22,24,23,26,21,13,21,21,22,12,19,14,2,17,5
439,11,9,-7,13,6,-9,-14,11,12,10,15,13,9,-2,8,10,8,-2,9,-1,-11,2,-13
440,-4,-10,-20,2,-10,-25,-27,-8,-10,-5,-2,-4,-8,-18,-8,-3,-7,-18,-11,-16,-25,-15,-29
441,-18,-21,-32,-15,-23,-35,-37,-21,-21,-20,-14,-18,-26,-30,-22,-17,-22,-27,-22,-28,-31,-25,-35
442,-32,-32,-35,-29,-30,-37,-36,-33,-32,-30,-29,-32,-35,-33,-34,-29,-31,-31,-31,-31,-31,-32,-30
443,-35,-34,-32,-35,-36,-30,-32,-33,-37,-34,-36,-32,-39,-31,-36,-34,-35,-31,-35,-34,-27,-31,-17
444,-27,-30,-20,-35,-31,-18,-20,-31,-35,-33,-29,-25,-33,-23,-32,-28,-36,-24,-31,-28,-18,-29,-4
445,-18,-22,-10,-24,-19,-3,0,-18,-24,-22,-22,-8,-22,-8,-22,-22,-24,-10,-17,-16,-1,-14,8
446,-5,-7,8,-11,-5,14,14,-4,-9,-8,-9,5,-9,10,-8,-8,-10,8,-3,0,20,0,21
447,13,11,26,5,11,29,30,13,5,9,7,14,9,27,10,11,8,22,15,19,36,17,34
448,24,28,37,21,30,37,39,31,25,26,25,31,26,37,27,29,24,35,34,32,39,32,34
449,33,38,38,30,37,32,34,38,38,39,35,35,39,38,36,37,34,40,40,36,34,38,26
450,33,33,28,37,37,23,23,36,35,36,33,30,38,30,35,37,34,30,36,33,23,34,16
451,24,25,18,33,27,11,10,25,29,27,30,21,28,16,26,28,26,20,26,20,9,22,2
452,16,14,0,26,17,-4,-1,14,18,18,21,10,18,5,14,17,15,6,12,8,-5,10,-13
453,-1,1,-17,13,1,-20,-19,-1,5,4,7,-6,2,-9,2,2,1,-8,-3,-3,-20,-1,-25
454,-13,-16,-29,-2,-18,-33,-36,-20,-10,-16,-6,-25,-16,-28,-17,-13,-15,-26,-22,-19,-33,-21,-33
455,-23,-35,-36,-14,-31,-38,-34,-30,-24,-28,-18,-35,-29,-34,-31,-27,-33,-33,-34,-31,-34,-33,-35
456,-26,-37,-30,-25,-35,-25,-21,-35,-30,-36,-25,-34,-36,-29,-34,-36,-37,-28,-37,-31,-24,-31,-33
457,-26,-28,-17,-24,-26,-8,-7,-28,-26,-28,-23,-38,-28,-14,-24,-29,-26,-18,-27,-17,-7,-18,-18
458,-23,-11,-6,-20,-11,3,3,-9,-10,-16,-18,-27,-14,-7,-12,-13,-13,-2,-11,-7,3,-7,0
459,-10,1,8,-12,1,15,14,2,1,-6,-11,-9,-1,7,1,-3,0,8,0,2,18,5,12
460,4,13,19,-2,13,29,28,13,11,11,1,9,11,24,16,6,14,20,15,17,29,20,24
461,18,27,32,14,25,38,34,25,23,24,17,20,26,34,29,24,27,30,28,29,36,31,37
462,25,36,34,23,34,32,33,34,33,36,22,34,34,34,34,34,35,34,38,34,33,36,40
463,28,36,24,26,35,23,24,35,33,34,25,43,31,28,37,33,35,29,34,29,22,32,25
464,24,27,14,27,26,14,8,26,24,26,24,34,26,16,29,29,25,19,23,20,9,22,8
465,14,13,1,22,13,-3,-7,15,14,16,19,12,12,3,15,17,16,2,14,8,-9,9,-3
466,1,-1,-17,7,-3,-19,-24,-2,-1,-1,5,2,-3,-14,-3,3,0,-14,2,-7,-23,-7,-20
467,-16,-19,-29,-8,-18,-30,-32,-17,-18,-17,-13,-9,-18,-27,-16,-18,-17,-27,-19,-22,-29,-22,-36
