,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
705,-9,-11,-8,-11,-10,-14,-11,-10,-13,-12,-8,-6,-13,-8,-11,-13,-13,-5,-9,-7,-13,-8,-13
706,-12,-12,-18,-13,-7,-22,-19,-10,-8,-11,-12,-16,-12,-16,-12,-12,-12,-13,-10,-11,-21,-11,-7
707,-6,-20,-20,-13,-17,-17,-18,-19,-16,-17,-7,-14,-21,-19,-19,-19,-19,-18,-23,-20,-16,-22,0
708,1,-20,-4,-3,-16,-1,1,-19,-21,-18,0,-4,-21,-2,-19,-22,-21,-10,-20,-12,4,-14,-4
709,7,-2,11,7,-2,11,12,1,-4,-6,5,0,-5,12,-2,-7,-4,9,0,5,11,4,-2
710,9,10,10,8,13,8,10,11,11,10,8,-3,12,11,11,8,10,11,13,13,6,13,5
711,9,7,6,8,10,9,8,8,11,9,11,3,11,9,9,10,12,9,9,10,8,8,15
712,16,9,16,15,9,18,18,6,7,6,21,11,5,16,9,6,7,14,11,11,17,12,12
713,16,16,18,21,19,20,20,16,18,13,23,15,17,20,16,15,14,19,21,19,15,22,11
714,7,21,8,14,20,5,1,20,22,19,14,17,20,11,21,19,23,14,20,18,-1,19,5
715,-1,5,-6,7,3,-6,-7,0,9,6,4,10,8,-6,7,9,9,-4,2,1,-8,-1,-8
716,-3,-7,-5,4,-5,-2,-1,-10,-5,-8,2,1,-7,-6,-5,-4,-5,-7,-8,-8,-5,-5,-10
717,-6,0,2,0,-4,-1,-3,-6,-3,-6,-2,-8,-3,-4,-3,-5,-6,-2,-2,-2,-6,-3,-9
718,-20,0,-11,-12,0,-13,-13,-2,1,-1,-13,-8,-4,-9,0,-4,1,-4,-4,-4,-14,-4,-14
719,-18,-11,-16,-15,-12,-14,-17,-13,-9,-10,-16,-10,-11,-16,-12,-10,-8,-16,-14,-15,-16,-15,-22
720,-10,-15,-10,-9,-19,-8,-4,-17,-16,-18,-9,-20,-18,-13,-19,-18,-16,-12,-17,-14,-4,-14,-12
721,-5,-7,-2,-7,-9,-2,2,-7,-7,-8,-6,-20,-7,-3,-10,-12,-6,0,-9,-4,-1,-2,1
722,-8,2,-3,-7,-1,-1,-2,-2,4,2,-6,-3,-1,-2,0,-3,2,0,-4,-1,-3,-2,5
723,1,-1,-3,-3,-2,0,1,-3,2,-1,-2,6,-3,-5,-2,-3,-2,-6,-3,-3,1,-4,7
724,13,1,4,7,-1,12,12,-1,2,-3,11,5,-1,5,0,-2,-1,5,-1,3,11,3,16
725,14,7,13,15,9,16,13,10,11,7,13,10,10,16,11,6,9,13,7,11,17,13,19
726,6,14,11,10,16,15,11,16,18,15,9,21,14,15,17,12,17,13,15,13,14,15,13
727,10,13,8,10,13,9,6,16,17,14,10,18,13,11,14,15,13,8,14,11,10,12,3
728,16,11,1,14,10,0,-3,15,14,12,13,9,9,3,12,9,11,4,9,8,2,7,3
729,5,3,-8,14,1,-5,-10,3,5,3,4,0,2,-4,4,4,4,-3,2,-3,-6,-2,-2
730,-9,-8,-12,-4,-9,-7,-11,-8,-5,-4,-9,-1,-9,-8,-7,-6,-5,-12,-10,-10,-6,-9,-16
731,-12,-9,-10,-12,-9,-9,-13,-8,-8,-6,-15,-9,-10,-8,-10,-8,-8,-9,-6,-13,-9,-7,-26
732,-8,-9,-17,-13,-9,-18,-24,-11,-11,-6,-12,-21,-10,-15,-10,-7,-9,-14,-10,-13,-19,-12,-24
733,-12,-18,-26,-12,-20,-19,-26,-19,-20,-15,-12,-27,-19,-20,-21,-17,-18,-23,-18,-20,-20,-23,-7
734,-18,-22,-15,-20,-23,-6,-9,-23,-28,-22,-23,-18,-20,-14,-23,-21,-24,-16,-22,-19,-8,-22,5
735,-13,-11,1,-21,-10,2,5,-10,-16,-9,-21,0,-9,1,-11,-10,-13,0,-11,-3,2,-6,-1
736,5,3,4,-3,4,3,3,5,-1,3,2,6,3,5,4,5,0,7,4,8,4,3,-4
737,11,2,5,8,7,8,11,3,0,7,12,-6,6,5,5,7,3,3,3,7,9,2,5
738,6,8,16,11,6,17,22,9,2,8,9,-2,8,16,4,13,6,14,7,14,19,11,27
739,9,19,21,8,16,21,18,20,14,21,12,19,16,22,20,21,16,25,18,26,18,21,22
740,21,18,16,17,22,9,9,21,19,24,21,28,20,14,23,25,22,17,18,24,8,19,2
741,14,10,4,21,11,2,4,12,13,16,19,12,8,5,14,17,12,7,11,10,2,6,-5
742,-3,3,2,4,7,1,6,6,4,6,5,-6,0,4,5,7,2,4,-1,5,1,4,2
743,-11,1,-5,-9,2,-4,-2,1,1,5,-4,-4,0,1,7,3,0,3,-1,5,-8,2,1
744,-2,-5,-15,-7,-5,-18,-19,-4,-3,-1,1,1,-7,-13,-1,0,-6,-12,-5,-8,-20,-7,-18
745,-5,-18,-26,-1,-17,-29,-24,-18,-13,-16,0,-10,-21,-26,-18,-14,-18,-23,-21,-24,-25,-20,-27
746,-17,-26,-23,-11,-24,-20,-15,-26,-26,-28,-11,-25,-31,-21,-22,-27,-27,-24,-28,-25,-15,-21,-18
747,-13,-20,-7,-16,-19,-1,2,-20,-23,-22,-11,-25,-24,-6,-15,-22,-20,-8,-19,-14,2,-14,-5
748,-3,-6,3,-6,-2,4,4,-5,-5,-7,-2,-11,-6,3,-3,-5,-5,6,-3,-1,4,2,5
749,-1,2,1,0,6,-3,-4,5,7,2,2,1,2,-3,4,2,6,4,5,2,-6,4,11
750,-3,-4,-6,-1,-3,-6,0,-3,0,0,0,7,-2,-4,-2,-2,1,-4,-5,-5,-2,-4,17
751,2,-5,4,1,-8,14,14,-6,-4,-6,3,17,-5,7,-3,-5,-2,4,-3,-1,19,1,25
752,12,10,26,9,8,26,29,10,8,7,14,24,10,25,8,8,10,23,14,16,29,20,25
753,13,31,22,16,27,16,18,26,27,24,14,27,27,23,27,26,31,26,29,25,13,27,26
754,10,22,1,13,17,-2,-3,15,22,22,11,28,21,6,18,22,25,7,19,9,-4,10,16
755,4,3,-7,10,-1,-3,-4,0,2,2,5,22,0,-2,-2,2,6,-7,-2,-4,0,-2,-1
756,-6,-1,0,4,-5,3,3,-3,-5,-5,-5,11,-6,3,-4,-5,-2,-1,-2,-6,3,0,-17
757,-10,6,-2,-5,1,-8,-9,3,2,4,-11,-8,3,1,3,2,5,0,5,3,-9,0,-24
758,-10,-3,-21,-6,-4,-22,-26,-3,-4,0,-12,-17,-4,-16,-3,-2,-1,-15,-3,-12,-25,-14,-24
759,-13,-22,-29,-8,-23,-24,-26,-20,-19,-20,-13,-19,-22,-29,-23,-19,-21,-30,-22,-26,-22,-29,-30
760,-21,-24,-19,-17,-24,-12,-9,-23,-30,-26,-24,-23,-28,-19,-28,-29,-29,-20,-26,-22,-9,-25,-23
761,-18,-13,-4,-22,-15,2,0,-9,-19,-13,-21,-25,-16,-3,-14,-18,-17,-4,-13,-9,3,-11,-8
762,-2,-1,4,-9,-2,7,5,4,-5,-3,-8,-14,-2,4,-2,-4,-6,0,0,0,7,0,14
763,6,5,9,5,2,11,12,10,3,3,1,4,3,9,5,4,-1,8,6,5,15,6,21
764,6,11,16,2,11,19,20,15,11,9,2,19,11,17,11,8,7,16,11,14,22,15,22
765,13,18,21,8,20,24,21,23,17,20,10,24,18,26,20,17,17,22,23,22,26,22,25
766,22,25,24,17,26,28,21,26,23,22,19,23,22,24,22,24,21,25,26,24,27,23,23
767,20,28,23,22,27,21,19,26,26,26,18,26,24,23,22,26,24,23,25,25,21,23,18
768,8,23,12,11,25,7,4,23,25,26,8,21,20,15,22,25,22,19,21,21,5,20,-2
769,4,9,-5,3,12,-9,-15,8,15,15,2,5,8,-3,10,12,11,0,7,6,-15,4,-27
770,1,-6,-20,4,-5,-22,-24,-10,-5,-4,1,-20,-11,-16,-8,-5,-7,-16,-8,-9,-23,-14,-32
771,-10,-19,-21,-3,-16,-26,-23,-21,-19,-16,-6,-34,-20,-21,-20,-19,-20,-19,-19,-19,-24,-21,-21
772,-24,-24,-26,-18,-21,-29,-27,-27,-24,-20,-20,-27,-23,-24,-23,-22,-25,-24,-27,-20,-25,-24,-20
773,-26,-27,-31,-24,-25,-28,-28,-26,-25,-24,-26,-21,-26,-26,-26,-24,-27,-28,-26,-24,-29,-27,-23
774,-12,-30,-24,-22,-27,-20,-17,-29,-28,-29,-14,-21,-27,-22,-30,-27,-32,-26,-27,-24,-15,-26,-9
775,1,-19,-4,-3,-20,0,4,-21,-21,-21,-1,-19,-22,-3,-20,-23,-23,-8,-18,-12,3,-13,12
776,2,-2,17,4,0,16,18,-1,-4,-6,4,0,-3,13,-1,-3,-2,11,1,9,21,9,30
777,-5,19,25,0,18,21,25,17,13,13,-3,25,16,21,14,16,14,22,18,26,24,21,37
778,-3,25,22,-3,24,23,26,24,23,21,-2,36,22,23,21,26,24,23,24,29,23,25,33
779,15,24,28,11,24,26,26,24,25,22,16,32,24,24,26,25,25,24,23,30,27,24,32
780,24,26,27,30,28,25,25,26,24,25,29,30,27,24,26,24,25,28,22,30,22,28,27
781,10,25,18,24,26,11,9,26,27,23,18,31,26,16,28,26,24,21,26,25,5,22,9
782,-7,12,-7,2,14,-14,-14,15,16,14,-2,20,16,-3,16,13,16,2,11,10,-19,7,-15
783,-3,-11,-29,-3,-8,-29,-34,-10,-4,-9,0,-5,-10,-28,-7,-8,-7,-22,-13,-17,-33,-19,-29
784,4,-29,-31,4,-27,-26,-27,-31,-27,-31,4,-25,-27,-31,-27,-29,-29,-34,-30,-31,-26,-31,-29
785,-12,-27,-25,-4,-28,-19,-18,-26,-27,-31,-8,-26,-29,-22,-28,-32,-31,-24,-27,-27,-20,-25,-24
786,-30,-19,-23,-25,-23,-20,-22,-21,-19,-20,-26,-23,-20,-21,-14,-22,-19,-19,-18,-21,-22,-18,-31
787,-21,-19,-25,-29,-22,-20,-20,-22,-20,-22,-28,-31,-19,-21,-19,-20,-19,-25,-18,-25,-18,-19,-26
788,-7,-22,-11,-15,-22,-3,-5,-22,-21,-24,-11,-29,-20,-11,-18,-21,-21,-16,-16,-21,2,-19,1
789,0,-5,13,-3,-4,22,20,-6,-10,-9,0,-10,-7,14,-2,-10,-9,7,-2,-4,28,4,26
790,4,20,31,5,17,35,29,18,12,15,4,19,14,32,20,15,18,29,22,23,34,25,32
791,15,35,34,15,32,35,29,33,32,32,14,31,32,33,35,36,35,36,35,32,33,33,26
792,22,36,31,22,34,31,31,34,33,36,22,27,34,31,33,36,36,34,34,29,33,32,25
793,24,36,30,22,29,32,27,33,32,34,24,22,32,32,32,34,33,34,31,28,30,29,24
794,24,35,27,26,30,21,18,31,31,34,25,25,32,27,30,32,34,28,32,28,18,27,10
795,18,26,8,25,23,-2,-2,21,24,27,21,21,23,10,23,25,27,14,23,16,-5,17,-15
796,1,5,-15,8,-1,-23,-24,5,5,8,7,-2,5,-15,3,5,6,-10,-2,-6,-26,-7,-34
797,-15,-18,-29,-8,-23,-27,-28,-17,-20,-15,-10,-25,-20,-26,-18,-19,-17,-25,-24,-22,-26,-26,-35
798,-23,-27,-25,-23,-29,-24,-25,-27,-31,-27,-18,-33,-30,-24,-26,-29,-26,-26,-30,-27,-24,-30,-27
799,-24,-25,-25,-24,-24,-29,-28,-23,-26,-24,-22,-28,-27,-24,-26,-27,-25,-24,-26,-24,-30,-25,-26
800,-31,-27,-33,-29,-28,-31,-31,-25,-29,-25,-26,-25,-30,-31,-26,-29,-26,-31,-28,-27,-30,-28,-28
801,-28,-33,-22,-31,-32,-18,-15,-30,-36,-31,-26,-29,-37,-24,-31,-29,-31,-27,-34,-29,-10,-32,-9
802,-12,-21,5,-20,-18,10,13,-20,-25,-22,-15,-20,-26,3,-22,-22,-23,-4,-16,-10,15,-13,19
803,8,7,27,-4,12,29,30,10,4,4,5,11,5,29,10,1,3,24,13,18,32,19,35
804,21,27,29,15,31,27,28,27,26,29,21,31,28,34,30,28,27,31,29,33,29,31,35
805,23,28,23,22,31,24,22,28,30,32,26,38,25,26,30,33,30,26,30,27,24,30,39
806,28,21,24,22,25,23,27,25,24,24,27,37,22,27,24,25,21,25,24,25,25,25,40
807,28,26,24,26,27,21,20,26,26,24,27,40,25,24,26,25,22,26,24,29,21,30,23
808,22,22,7,22,22,-1,-1,21,26,22,26,33,24,13,24,25,24,14,20,22,-3,18,5
809,3,1,-17,13,6,-25,-25,3,9,7,10,15,6,-14,4,9,6,-12,-1,-3,-27,-2,-6
810,-20,-21,-37,-9,-19,-36,-37,-23,-15,-20,-15,-5,-19,-34,-20,-17,-22,-30,-27,-25,-37,-26,-23
811,-30,-34,-34,-28,-33,-31,-32,-39,-35,-37,-31,-20,-32,-34,-32,-34,-35,-34,-40,-34,-27,-34,-39
812,-28,-33,-27,-27,-31,-26,-25,-33,-31,-33,-27,-37,-32,-26,-31,-35,-29,-25,-33,-28,-25,-27,-40
813,-19,-26,-25,-18,-25,-29,-27,-26,-25,-26,-17,-43,-26,-30,-25,-26,-25,-24,-26,-26,-28,-23,-24
814,-25,-26,-26,-17,-26,-25,-18,-27,-26,-27,-20,-32,-26,-28,-26,-28,-26,-26,-28,-26,-18,-22,-12
815,-20,-23,-4,-18,-25,4,7,-25,-21,-26,-16,-15,-24,-7,-21,-26,-21,-11,-22,-15,10,-16,-1
816,3,0,23,-8,1,30,32,0,-2,-4,0,-5,0,20,1,-5,-2,17,3,11,30,14,17
817,26,30,32,18,24,37,40,26,26,26,24,9,27,35,29,22,25,34,30,32,35,34,37
818,33,40,36,33,34,39,40,36,40,37,37,31,40,39,41,36,37,36,40,37,39,36,40
819,30,36,38,34,36,42,40,38,41,38,34,41,38,42,38,37,38,37,40,38,42,39,27
820,32,42,36,31,36,36,35,41,41,40,33,34,40,36,41,38,41,37,42,37,34,39,13
821,27,37,20,34,36,19,16,38,35,39,30,18,38,22,36,36,36,25,34,28,15,32,5
822,13,19,2,24,16,0,-5,19,23,24,19,8,20,5,19,21,23,7,20,10,-3,13,-16
823,-7,1,-13,3,-2,-17,-21,0,2,0,-3,-7,-1,-11,1,0,0,-10,0,-9,-18,-5,-35
824,-23,-15,-28,-19,-13,-33,-36,-13,-15,-12,-24,-28,-12,-27,-15,-12,-13,-26,-13,-20,-33,-17,-39
825,-23,-30,-44,-27,-32,-42,-45,-28,-30,-28,-29,-40,-30,-41,-27,-30,-30,-39,-29,-38,-36,-37,-34
826,-25,-43,-40,-24,-42,-33,-35,-42,-43,-41,-26,-38,-42,-36,-43,-42,-41,-41,-43,-43,-26,-44,-29
827,-30,-36,-27,-26,-34,-19,-19,-37,-40,-39,-30,-34,-39,-21,-35,-41,-36,-28,-34,-31,-14,-32,-17
828,-26,-20,-11,-31,-19,-7,-12,-20,-24,-21,-32,-23,-20,-12,-19,-24,-21,-15,-18,-19,-5,-16,5
829,-6,-9,-2,-19,-9,5,3,-10,-12,-8,-17,-2,-9,-1,-8,-11,-6,-4,-4,-7,9,-6,26
830,22,4,19,7,2,27,26,1,-3,-2,14,16,0,18,6,-1,1,14,5,8,30,8,28
831,32,23,39,28,24,40,43,24,18,19,29,28,22,39,23,22,22,36,26,32,42,30,35
832,25,41,39,27,43,35,34,44,40,44,24,34,41,41,42,41,40,45,42,43,32,40,41
833,23,37,23,23,40,20,15,36,37,43,22,44,40,23,38,43,38,28,34,34,17,30,30
834,24,21,12,26,23,9,6,20,23,27,26,39,23,10,20,28,23,12,18,17,6,16,3
835,16,13,4,23,12,-5,-5,10,11,13,22,15,10,1,8,18,7,7,7,5,-9,7,-12
836,-12,-1,-16,4,0,-26,-27,0,-1,3,-2,-6,0,-18,-5,2,-3,-10,-6,-6,-29,-7,-17
837,-36,-22,-35,-23,-21,-39,-41,-21,-20,-19,-23,-15,-22,-39,-25,-17,-20,-31,-27,-29,-42,-29,-26
838,-34,-40,-40,-35,-36,-39,-41,-38,-39,-35,-32,-21,-39,-41,-44,-34,-39,-36,-39,-39,-40,-38,-37
839,-29,-39,-35,-33,-38,-36,-32,-37,-39,-39,-27,-31,-41,-37,-43,-39,-40,-32,-39,-36,-36,-37,-37
840,-26,-32,-30,-28,-34,-26,-26,-35,-36,-36,-23,-42,-37,-29,-36,-33,-36,-25,-35,-32,-25,-34,-19
841,-28,-28,-16,-28,-25,-7,-7,-26,-29,-30,-25,-30,-30,-15,-29,-29,-29,-14,-28,-20,-5,-23,5
842,-14,-9,8,-23,-9,13,16,-7,-11,-13,-17,-7,-14,7,-11,-10,-13,7,-8,-2,16,-2,15
843,14,12,27,-1,14,26,28,14,10,9,10,9,12,25,10,10,8,27,13,18,28,21,19
844,32,26,30,30,27,32,32,27,26,22,31,14,24,30,26,24,24,30,24,27,32,31,34
845,37,31,38,42,33,41,42,31,30,28,37,22,29,35,31,33,30,33,30,31,42,33,43
846,37,37,42,40,42,40,41,41,38,38,36,38,39,46,42,38,40,41,38,43,39,45,34
847,37,42,26,42,41,23,16,42,44,41,37,39,39,31,45,42,43,31,42,36,17,40,9
848,27,23,2,40,24,-1,-7,23,27,25,33,17,26,7,25,26,29,2,20,11,-7,17,-5
849,7,-3,-11,22,0,-15,-14,0,4,1,10,-1,0,-12,2,4,5,-15,0,-8,-16,-6,-13
850,-7,-13,-15,2,-13,-16,-20,-14,-11,-16,-6,-9,-15,-17,-9,-15,-8,-19,-11,-15,-21,-11,-30
851,-21,-17,-25,-14,-19,-27,-34,-19,-15,-20,-20,-18,-19,-25,-16,-20,-11,-27,-14,-19,-32,-21,-42
852,-35,-26,-41,-29,-30,-38,-42,-29,-23,-25,-35,-34,-29,-40,-25,-25,-22,-40,-23,-34,-38,-32,-38
853,-42,-38,-34,-43,-41,-30,-29,-39,-37,-38,-45,-39,-39,-39,-40,-40,-36,-43,-36,-41,-25,-38,-25
854,-32,-31,-12,-35,-37,-5,-6,-30,-37,-35,-35,-30,-35,-17,-31,-40,-34,-22,-29,-28,1,-24,-5
855,-16,-7,9,-22,-12,13,10,-8,-14,-12,-17,-13,-10,2,-8,-14,-14,-1,-8,-6,16,-4,13
856,-6,10,13,-11,10,14,15,13,9,11,-9,11,10,9,6,5,6,12,10,10,16,10,28
857,10,16,20,0,13,22,24,17,13,17,5,27,17,13,14,13,11,15,15,16,27,13,36
858,34,21,34,22,20,39,38,19,18,23,29,34,23,31,19,19,18,29,20,26,42,23,40
859,42,38,42,39,33,43,39,38,34,38,40,41,39,38,33,33,34,41,39,40,41,38,31
860,30,42,27,37,41,23,21,41,44,44,34,37,43,28,41,40,38,34,44,38,20,38,9
861,14,27,5,21,25,1,-1,24,28,28,16,20,26,7,24,28,25,12,24,23,2,16,-11
862,5,4,-8,8,1,-7,-13,1,5,4,8,-4,4,-5,5,7,4,-6,4,1,-9,-4,-24
863,-11,-12,-19,-1,-9,-23,-21,-10,-7,-9,-9,-19,-10,-12,-8,-7,-8,-15,-10,-11,-22,-11,-31
864,-32,-20,-33,-23,-20,-39,-38,-21,-15,-19,-30,-27,-20,-30,-22,-17,-20,-26,-21,-25,-37,-23,-38
865,-40,-38,-42,-39,-39,-43,-46,-38,-33,-33,-42,-38,-34,-38,-36,-33,-33,-39,-37,-39,-43,-41,-35
866,-35,-45,-37,-41,-45,-35,-34,-43,-43,-41,-40,-41,-45,-36,-45,-41,-40,-37,-43,-43,-33,-42,-17
867,-29,-36,-22,-35,-38,-15,-14,-38,-39,-43,-33,-27,-39,-21,-38,-35,-40,-24,-36,-33,-16,-32,4
868,-20,-20,0,-28,-17,4,8,-19,-21,-23,-24,-5,-21,2,-19,-21,-24,-4,-19,-10,8,-12,18
869,3,0,18,-9,1,22,25,4,-2,-2,-6,16,3,20,2,0,-2,16,5,9,28,8,27
870,22,17,33,13,20,34,34,22,19,17,17,26,20,31,21,20,14,29,21,27,38,24,34
871,28,33,39,26,34,41,42,34,32,33,25,35,33,37,35,32,26,38,34,38,42,36,41
872,31,39,40,30,39,40,37,39,40,42,33,41,39,41,41,40,38,41,38,43,38,40,29
873,39,39,31,37,41,22,23,37,41,40,42,35,39,31,38,39,39,34,35,38,24,38,9
874,32,25,9,41,28,1,3,27,30,26,40,19,27,6,25,30,25,15,23,23,-2,21,-10
875,6,4,-11,23,7,-15,-15,3,9,7,16,-3,6,-12,5,6,6,-5,3,2,-18,0,-21
876,-14,-17,-22,-1,-13,-27,-25,-16,-8,-12,-7,-16,-12,-21,-13,-11,-12,-16,-13,-14,-28,-17,-30
877,-19,-28,-30,-14,-22,-35,-33,-28,-20,-25,-12,-27,-24,-32,-23,-23,-27,-27,-24,-26,-37,-26,-43
878,-24,-37,-38,-17,-32,-39,-35,-38,-30,-33,-17,-39,-32,-39,-32,-31,-33,-38,-33,-35,-40,-35,-43
879,-36,-39,-34,-28,-41,-26,-25,-43,-36,-40,-27,-44,-38,-34,-35,-40,-38,-35,-36,-38,-28,-36,-28
880,-40,-32,-13,-40,-29,-5,-3,-33,-31,-37,-39,-34,-31,-16,-27,-31,-31,-19,-30,-24,-5,-23,-6
881,-25,-9,8,-30,-9,12,15,-12,-12,-15,-30,-13,-10,4,-7,-11,-11,0,-6,-4,10,0,10
882,1,12,20,-7,10,26,26,8,9,9,-2,5,12,20,13,9,8,15,13,11,24,17,25
883,12,23,28,10,21,33,34,21,20,19,11,19,22,30,26,22,25,24,24,24,32,27,39
884,16,33,37,14,30,43,39,29,29,29,14,34,31,37,32,29,33,36,32,31,40,33,41
885,31,40,39,21,38,40,38,36,36,37,25,44,41,39,40,40,39,40,41,39,35,39,36
886,42,41,30,37,37,25,19,39,41,40,39,43,42,27,40,41,41,33,40,35,18,35,20
887,38,27,6,41,23,3,-3,23,28,28,37,26,24,7,25,28,29,12,26,15,0,15,0
888,17,3,-13,27,0,-13,-19,0,3,3,17,8,5,-11,1,5,5,-10,0,-7,-13,-5,-12
889,-2,-12,-20,3,-15,-23,-27,-14,-11,-13,-1,-5,-10,-22,-14,-12,-13,-18,-10,-18,-24,-16,-29
890,-13,-22,-33,-12,-24,-35,-41,-23,-23,-22,-15,-20,-21,-31,-23,-24,-21,-30,-22,-27,-36,-29,-35
891,-25,-32,-43,-18,-34,-43,-49,-34,-34,-34,-25,-32,-35,-42,-34,-33,-32,-41,-32,-38,-41,-40,-35
892,-36,-43,-38,-36,-45,-35,-37,-44,-46,-43,-39,-36,-45,-42,-45,-43,-44,-42,-42,-48,-31,-47,-25
893,-42,-39,-22,-44,-41,-18,-17,-39,-41,-39,-44,-30,-37,-22,-37,-44,-39,-28,-36,-33,-12,-32,-8
894,-30,-19,-4,-40,-22,3,1,-20,-25,-23,-34,-15,-23,-1,-21,-25,-22,-7,-16,-13,4,-14,13
895,-7,0,13,-19,0,17,16,-1,-5,-2,-13,4,-3,14,-6,-5,-5,8,2,6,20,1,26
896,14,16,28,2,14,31,33,18,13,14,9,22,12,28,12,10,13,22,15,18,35,19,34
897,28,32,42,18,29,41,41,31,27,29,25,33,28,44,31,27,25,38,26,34,44,32,36
898,38,41,45,32,45,39,38,42,38,42,36,40,41,46,41,41,38,45,38,43,39,40,33
899,43,41,35,41,44,24,28,47,43,44,42,38,41,36,40,46,40,37,37,38,25,37,18
900,39,32,18,41,33,8,12,35,31,31,36,28,33,22,29,34,31,23,26,28,8,23,-4
901,15,14,1,27,16,-7,-8,15,18,15,20,7,15,5,14,17,16,4,9,9,-8,7,-23
902,-4,-6,-11,4,-2,-22,-22,-3,1,-1,-1,-16,0,-11,-4,1,-2,-12,-7,-8,-23,-8,-34
903,-18,-21,-28,-16,-18,-37,-30,-17,-14,-13,-18,-28,-18,-26,-18,-14,-19,-24,-20,-22,-36,-23,-41
904,-29,-33,-35,-26,-31,-38,-37,-33,-25,-28,-26,-39,-30,-33,-30,-29,-31,-34,-34,-32,-39,-33,-44
905,-39,-39,-31,-35,-37,-34,-31,-39,-33,-37,-34,-46,-36,-31,-37,-34,-38,-36,-39,-34,-30,-36,-33
906,-38,-34,-19,-38,-33,-21,-13,-33,-28,-35,-34,-38,-32,-22,-34,-32,-35,-26,-30,-28,-15,-26,-13
907,-20,-18,-3,-32,-18,-2,7,-19,-19,-20,-24,-25,-18,-4,-21,-20,-21,-6,-17,-12,5,-9,8
908,-1,3,14,-9,1,16,22,-2,-1,-2,-4,-4,-1,15,0,-4,-4,11,2,7,23,7,30
909,17,19,32,11,18,31,34,15,18,13,17,17,18,26,17,13,15,23,20,20,34,21,47
910,27,29,38,23,34,37,41,31,30,26,28,36,32,35,29,29,29,35,30,34,38,35,54
911,33,38,40,32,36,40,42,39,38,37,35,50,40,39,40,36,37,40,36,41,36,39,44
912,39,39,33,41,40,28,30,37,40,40,43,48,42,33,40,42,41,35,36,40,25,37,22
913,34,29,16,44,32,7,8,30,35,31,39,33,33,14,32,32,33,22,33,27,7,26,-1
914,14,14,-6,25,12,-12,-10,12,16,15,20,8,13,-5,14,14,14,1,11,4,-14,5,-18
915,-8,-7,-25,5,-11,-24,-27,-10,-9,-8,-3,-12,-7,-23,-6,-7,-6,-20,-10,-13,-27,-13,-30
916,-18,-27,-33,-15,-27,-38,-38,-24,-23,-23,-16,-22,-25,-34,-22,-23,-20,-33,-26,-33,-38,-29,-39
917,-28,-36,-42,-22,-36,-44,-43,-35,-37,-36,-26,-35,-35,-43,-32,-36,-34,-42,-37,-41,-42,-38,-37
918,-43,-41,-45,-34,-44,-38,-38,-42,-42,-42,-39,-38,-43,-43,-40,-46,-42,-43,-43,-44,-40,-43,-23
919,-46,-41,-33,-46,-42,-23,-26,-42,-41,-42,-45,-30,-40,-31,-38,-43,-39,-34,-39,-37,-20,-39,-5
920,-30,-25,-13,-37,-26,-4,-5,-27,-31,-31,-34,-8,-29,-15,-28,-33,-24,-16,-27,-19,1,-22,7
921,-7,-5,8,-23,-8,16,17,-5,-10,-11,-16,2,-9,6,-6,-10,-9,8,-4,-3,20,-1,17
922,8,18,28,-2,15,36,33,13,10,11,1,11,15,27,15,10,10,26,15,21,38,19,31
923,21,34,44,13,31,50,48,33,30,29,16,23,31,45,32,31,33,41,34,38,53,37,41
924,35,50,53,30,47,53,48,48,44,47,30,37,48,50,46,46,47,50,48,50,51,49,34
925,45,54,41,40,52,37,35,53,50,52,40,38,54,43,48,51,52,46,50,51,33,49,18
926,40,40,18,42,36,12,9,40,39,42,40,26,43,21,37,43,40,25,36,31,10,28,3
927,26,13,-3,32,14,-9,-11,16,16,20,29,10,20,-2,10,18,16,4,12,9,-11,4,-12
928,7,-8,-17,12,-7,-23,-23,-3,-8,-4,8,-3,-4,-18,-11,-4,-6,-12,-8,-13,-24,-11,-28
929,-10,-19,-30,-3,-20,-31,-35,-17,-20,-17,-7,-22,-17,-26,-22,-18,-18,-25,-20,-22,-31,-27,-43
930,-25,-32,-40,-21,-32,-40,-41,-30,-32,-28,-21,-37,-31,-35,-36,-29,-29,-36,-32,-35,-39,-35,-46
931,-34,-39,-34,-33,-42,-31,-34,-40,-43,-40,-34,-47,-41,-36,-41,-35,-41,-39,-42,-41,-30,-38,-41
932,-37,-34,-18,-40,-35,-15,-13,-33,-39,-33,-37,-47,-36,-23,-35,-35,-37,-25,-32,-26,-11,-28,-24
933,-25,-14,-2,-36,-16,-1,1,-14,-20,-17,-32,-34,-19,-4,-16,-20,-18,-6,-14,-10,4,-10,-3
934,-9,-1,11,-20,1,10,11,1,-5,-3,-16,-15,-4,7,-1,0,-4,6,2,5,12,5,18
935,11,7,21,0,12,23,26,11,5,9,3,11,6,19,7,9,7,14,10,11,24,12,31
936,28,21,37,15,22,36,39,21,16,20,22,25,19,34,22,19,17,28,22,26,38,26,40
937,34,34,42,29,37,38,41,35,30,36,30,35,32,43,35,32,32,38,34,38,39,40,46
938,39,37,35,38,41,28,28,41,41,41,37,41,37,33,38,41,38,33,39,36,24,39,41
939,38,28,19,41,31,14,14,28,33,32,39,39,28,17,30,34,31,19,28,26,11,26,17
