,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
174,-94,-94,-83,-59,-64,-93,-99,-99,27,-201,-12,17,6,-2,-29,-38,-25,-71,-34,-32,-38,-10,-42,-15,-87,-82,-37,-86,-65,-30,-14
175,-85,-29,-6,29,22,-31,-62,-52,28,-198,-14,28,2,16,0,-17,7,-9,35,35,31,-11,26,51,-35,-31,24,-37,-13,30,44
176,-14,57,72,87,85,56,15,27,28,-197,-14,16,0,23,31,19,37,54,83,83,78,-8,81,84,40,46,70,40,51,71,77
177,56,92,88,79,77,89,69,71,26,-195,-16,2,-4,15,45,41,40,88,86,87,88,-5,87,66,88,86,71,86,81,68,60
178,75,62,48,30,30,61,76,73,27,-192,-12,-12,-5,2,27,37,20,80,44,41,52,-4,43,10,78,77,30,77,63,23,9
179,61,8,-7,-25,-24,7,54,48,27,-187,-6,-26,-7,-18,-2,12,-9,25,-33,-36,-21,-6,-25,-54,28,28,-32,30,9,-34,-47
180,29,-45,-55,-70,-67,-42,14,0,23,-181,-6,-33,-9,-32,-31,-19,-34,-49,-92,-93,-84,-6,-81,-90,-35,-34,-75,-31,-51,-72,-76
181,-26,-82,-86,-87,-88,-82,-47,-60,24,-178,-7,-13,-11,-27,-42,-41,-44,-94,-97,-97,-91,-5,-92,-72,-90,-88,-73,-82,-87,-68,-59
182,-82,-77,-69,-48,-56,-85,-94,-97,21,-171,2,22,-14,2,-26,-36,-25,-79,-40,-40,-46,-3,-47,-7,-97,-95,-28,-93,-72,-17,-3
183,-86,-21,-2,31,22,-28,-70,-57,19,-161,12,43,-12,25,5,-11,9,-19,36,38,23,-2,30,66,-41,-41,34,-42,-10,44,57
184,-16,57,75,93,86,53,14,31,17,-153,15,31,-15,27,33,22,30,46,86,88,78,-1,87,97,39,40,77,39,62,81,84
185,68,95,92,91,92,96,83,90,15,-145,16,3,-14,8,40,40,24,88,82,79,91,-1,86,70,99,98,72,94,91,69,59
186,92,72,57,44,47,75,86,79,13,-132,22,-17,-15,-6,22,33,6,79,30,31,49,1,41,12,97,96,26,99,67,18,6
187,58,17,1,-20,-15,19,41,27,12,-120,26,-31,-15,-16,-6,6,-4,22,-33,-34,-24,4,-27,-54,41,35,-38,44,10,-43,-53
188,2,-44,-62,-77,-75,-42,-13,-25,11,-110,26,-27,-13,-24,-29,-21,-19,-52,-81,-80,-88,7,-86,-99,-44,-48,-82,-37,-51,-83,-84
189,-49,-95,-102,-101,-100,-94,-60,-67,10,-97,26,-9,-11,-18,-39,-38,-40,-101,-89,-86,-100,9,-102,-83,-104,-104,-80,-98,-93,-77,-63
190,-83,-96,-82,-54,-60,-94,-85,-87,8,-84,21,21,-11,3,-26,-37,-30,-87,-45,-40,-50,6,-54,-14,-104,-103,-25,-101,-83,-18,0
191,-78,-21,2,39,31,-24,-61,-49,8,-73,17,40,-11,23,9,-10,11,-19,30,35,30,7,31,65,-46,-45,48,-49,-18,54,69
192,-14,69,84,98,97,67,13,31,6,-58,15,32,-9,28,32,25,42,58,92,94,86,7,99,106,42,44,90,37,60,89,92
193,62,100,95,89,85,102,81,91,3,-44,13,10,-6,10,26,33,35,94,94,96,87,7,106,85,113,111,76,106,99,68,62
194,97,68,55,35,37,70,92,86,4,-30,11,-16,-5,-11,9,21,5,73,39,38,42,7,54,11,117,114,29,117,81,19,6
195,66,15,-3,-24,-18,14,49,39,3,-14,10,-39,-1,-23,0,6,-16,15,-35,-39,-23,7,-32,-71,42,38,-33,48,13,-43,-54
196,9,-42,-61,-77,-73,-43,-13,-21,6,1,8,-34,0,-23,-16,-6,-21,-46,-84,-84,-74,5,-100,-115,-61,-63,-83,-52,-66,-89,-91
197,-51,-92,-100,-101,-102,-92,-71,-78,4,16,6,-5,0,-10,-37,-28,-18,-83,-81,-80,-88,5,-107,-93,-124,-126,-88,-118,-108,-86,-75
198,-96,-93,-83,-57,-66,-94,-105,-102,3,29,4,29,2,5,-28,-37,-6,-79,-31,-30,-51,5,-54,-20,-118,-113,-32,-117,-90,-28,-5
199,-88,-24,-1,35,29,-28,-71,-51,5,47,4,39,5,21,12,-12,12,-23,41,42,24,4,35,68,-44,-40,46,-48,-21,51,68
200,-12,70,84,105,99,64,21,40,7,62,0,24,4,23,43,30,26,55,93,91,87,4,115,124,60,67,100,54,64,98,102
201,75,112,105,96,96,110,92,99,7,79,-6,5,6,12,37,44,25,102,89,87,99,6,130,100,140,143,98,133,118,87,77
202,103,78,62,38,38,80,92,86,4,95,-8,-18,8,-7,9,20,12,86,32,26,51,4,60,8,132,132,40,134,98,23,5
203,65,16,-4,-22,-26,17,44,32,9,109,-3,-38,9,-19,-14,-6,-7,26,-45,-50,-23,5,-43,-89,43,41,-43,51,14,-57,-70
204,9,-47,-66,-80,-83,-49,-13,-24,13,123,3,-41,10,-23,-22,-21,-24,-49,-94,-98,-79,8,-118,-132,-75,-74,-99,-66,-80,-104,-106
205,-46,-95,-105,-104,-109,-96,-68,-79,15,136,8,-13,9,-8,-19,-21,-24,-84,-85,-83,-84,10,-123,-101,-145,-141,-95,-138,-125,-94,-83
206,-94,-94,-83,-62,-71,-99,-103,-103,15,148,12,22,10,15,-7,-13,-5,-69,-25,-22,-40,11,-57,-10,-133,-126,-37,-134,-99,-32,-10
207,-87,-27,-4,30,22,-36,-72,-56,20,163,16,39,7,26,10,3,24,-10,50,54,32,9,52,96,-49,-46,45,-55,-14,53,71
208,-14,64,80,102,95,56,19,40,24,175,14,31,8,16,22,21,34,61,93,97,87,10,137,149,65,69,110,57,87,112,118
209,77,115,115,107,109,110,98,106,22,189,10,9,6,1,24,27,18,97,79,79,95,8,144,111,154,157,105,147,143,107,90
210,111,94,78,55,55,93,103,96,22,200,11,-17,6,-12,10,19,2,81,16,12,42,8,57,-1,162,161,30,162,112,27,1
211,73,24,3,-27,-24,23,52,39,25,209,14,-39,4,-23,-7,4,-12,9,-64,-64,-34,7,-66,-108,71,67,-68,77,8,-70,-89
212,8,-57,-71,-88,-87,-52,-15,-28,25,220,9,-40,4,-33,-26,-14,-21,-65,-110,-109,-87,6,-145,-151,-74,-74,-126,-61,-99,-120,-125
213,-57,-102,-101,-99,-103,-101,-75,-86,21,229,5,-12,2,-19,-31,-28,-20,-100,-89,-86,-88,6,-143,-113,-174,-174,-113,-165,-145,-101,-89
214,-101,-89,-76,-55,-62,-93,-106,-105,16,235,4,22,4,14,-10,-20,-6,-74,-14,-11,-32,5,-65,-10,-168,-168,-39,-170,-114,-27,-3
215,-93,-28,-9,17,10,-35,-71,-61,13,243,4,35,2,36,18,8,18,-7,67,69,43,3,50,104,-70,-68,64,-75,-20,75,96
216,-22,47,66,83,80,42,13,32,10,250,-2,32,2,29,29,31,29,62,110,112,93,5,150,172,65,64,135,56,89,142,146
217,70,98,105,106,104,94,93,101,4,254,-10,15,0,7,15,27,18,92,91,89,86,1,171,144,159,156,127,152,157,122,106
218,111,96,83,63,65,95,112,108,5,258,-17,-16,1,-16,-2,8,-6,62,17,12,24,0,88,26,167,162,34,166,141,24,-1
219,86,28,7,-23,-21,32,67,50,-2,263,-22,-46,2,-28,-11,-7,-22,-11,-73,-77,-57,-4,-55,-113,89,83,-77,95,31,-84,-103
220,15,-58,-75,-90,-89,-53,-12,-31,-3,264,-22,-54,3,-30,-19,-17,-24,-84,-119,-122,-106,-6,-170,-185,-47,-50,-139,-32,-106,-141,-142
221,-58,-99,-102,-92,-94,-101,-81,-88,-8,262,-21,-20,2,-13,-21,-21,-17,-113,-95,-95,-93,-8,-182,-146,-164,-167,-122,-149,-181,-117,-99
222,-98,-79,-68,-43,-47,-82,-101,-98,-9,262,-22,20,2,15,-6,-12,0,-76,-13,-11,-24,-10,-88,-26,-186,-186,-38,-180,-146,-29,-3
223,-81,-19,-5,19,17,-22,-67,-54,-11,261,-23,38,0,38,19,9,16,7,78,79,58,-13,51,106,-88,-83,75,-95,-29,80,103
224,-18,43,55,72,71,39,2,19,-15,258,-23,30,0,38,31,29,24,84,128,127,110,-16,159,176,62,66,160,52,93,156,165
225,54,88,88,94,94,84,72,87,-14,253,-25,11,2,17,17,28,14,112,109,106,99,-17,180,152,163,162,163,156,165,149,134
226,99,90,80,61,65,90,104,106,-14,248,-27,-14,1,-10,-2,12,-4,77,22,18,29,-18,107,48,165,161,69,163,150,51,19
227,88,33,14,-17,-11,39,71,59,-14,240,-23,-38,1,-34,-18,-12,-21,-8,-78,-81,-62,-19,-28,-89,76,72,-71,82,55,-86,-114
228,18,-48,-68,-87,-85,-45,-12,-23,-16,232,-26,-41,0,-37,-24,-24,-27,-88,-131,-130,-116,-18,-157,-186,-48,-50,-169,-41,-80,-174,-180
229,-66,-98,-104,-102,-100,-100,-85,-92,-17,221,-29,-19,-1,-12,-17,-20,-16,-117,-106,-101,-100,-16,-197,-166,-148,-146,-159,-139,-174,-155,-137
230,-103,-88,-75,-56,-57,-88,-99,-92,-17,212,-29,17,0,22,-1,-12,8,-73,-23,-16,-22,-13,-108,-39,-167,-165,-57,-167,-164,-52,-18
231,-74,-24,-5,16,16,-30,-59,-41,-15,199,-24,42,-3,38,18,5,26,16,70,77,68,-9,47,106,-83,-79,73,-92,-46,78,103
232,-14,49,60,75,73,43,6,22,-13,185,-19,40,-3,28,25,19,22,103,125,129,126,-6,159,176,62,65,159,45,95,158,164
233,45,91,93,89,90,89,64,73,-12,171,-18,19,-2,10,16,21,8,135,112,108,116,-1,172,143,171,174,163,162,170,153,139
234,87,82,71,47,52,83,93,94,-13,156,-13,-10,-4,-12,-1,5,-3,93,28,23,37,4,91,33,174,176,84,175,142,69,39
235,85,29,8,-19,-17,27,72,59,-11,140,-8,-34,-5,-35,-19,-14,-16,-2,-76,-81,-65,7,-35,-89,74,69,-49,80,40,-60,-94
236,26,-39,-58,-73,-71,-40,0,-20,-10,122,-7,-40,-3,-40,-24,-25,-31,-96,-137,-142,-126,11,-144,-170,-68,-71,-163,-56,-78,-166,-184
237,-57,-82,-83,-82,-86,-79,-74,-92,-6,105,-6,-16,-6,-19,-17,-26,-22,-127,-115,-117,-111,14,-177,-154,-161,-162,-180,-154,-157,-171,-158
238,-102,-74,-66,-48,-55,-75,-102,-99,-4,88,-1,19,-6,18,6,-8,6,-84,-25,-25,-34,18,-103,-40,-166,-163,-82,-163,-152,-64,-32
239,-81,-26,-10,15,10,-30,-64,-51,-2,67,4,40,-5,39,26,16,39,6,72,74,61,21,42,109,-76,-72,65,-80,-46,77,106
240,-19,41,58,80,74,41,8,20,2,49,10,40,-3,34,24,24,43,92,126,127,122,23,168,189,61,64,160,52,95,163,170
241,54,96,101,100,99,94,72,78,2,28,12,20,-5,18,11,17,20,128,106,107,115,24,186,151,162,162,153,155,182,148,133
242,94,94,79,56,57,91,93,89,4,9,15,-8,-6,-7,-2,2,-6,95,25,22,42,27,91,24,166,167,65,165,152,57,29
243,79,26,1,-26,-24,27,60,49,8,-12,17,-32,-3,-34,-15,-9,-22,-1,-73,-75,-65,29,-53,-110,73,73,-56,82,33,-63,-89
244,21,-56,-70,-89,-88,-57,-5,-20,6,-31,12,-38,-1,-41,-27,-23,-28,-102,-129,-129,-136,25,-158,-177,-63,-63,-151,-49,-99,-152,-163
245,-46,-94,-93,-90,-90,-96,-62,-71,4,-52,12,-19,-1,-18,-24,-30,-20,-144,-106,-103,-126,23,-174,-143,-167,-166,-163,-156,-167,-153,-144
246,-78,-72,-61,-44,-43,-79,-81,-78,3,-71,7,13,1,16,4,-10,4,-98,-20,-13,-43,21,-90,-30,-176,-177,-79,-172,-145,-60,-32
247,-70,-17,-1,23,22,-23,-57,-47,1,-91,2,35,4,33,34,24,32,-2,76,82,60,16,50,104,-83,-80,64,-88,-36,80,110
248,-20,50,62,78,78,47,5,19,0,-110,1,41,6,33,38,45,40,91,125,129,121,12,161,177,60,59,170,50,92,175,182
249,52,92,95,94,92,88,72,83,-3,-132,-3,21,7,21,19,36,24,124,104,104,115,6,179,147,170,166,169,162,168,162,142
250,100,83,72,52,54,83,103,105,-6,-151,-9,-11,12,-6,-9,7,-4,88,23,21,39,2,94,32,185,177,64,182,145,54,19
251,87,22,2,-27,-20,25,70,54,-7,-172,-13,-39,13,-42,-24,-13,-31,0,-71,-74,-59,-3,-44,-105,88,83,-72,97,40,-81,-108
252,16,-57,-71,-90,-85,-52,-9,-28,-12,-189,-11,-41,16,-55,-29,-25,-41,-93,-127,-127,-124,-8,-162,-183,-67,-71,-158,-50,-94,-163,-168
253,-62,-102,-103,-102,-100,-100,-79,-85,-13,-204,-13,-16,17,-28,-22,-25,-24,-129,-107,-103,-112,-13,-188,-158,-183,-183,-158,-172,-178,-151,-136
254,-96,-93,-81,-60,-62,-96,-90,-86,-14,-220,-12,8,15,16,3,-7,14,-85,-19,-15,-31,-16,-103,-39,-184,-182,-64,-184,-158,-54,-24
255,-71,-35,-15,18,11,-37,-50,-38,-18,-231,-8,24,18,37,32,20,37,10,80,81,68,-20,43,103,-77,-77,71,-84,-48,78,105
256,-9,47,67,90,85,43,14,27,-22,-245,-2,30,15,36,39,40,34,97,129,130,127,-25,165,188,67,67,165,57,90,164,174
257,54,106,106,108,106,102,73,80,-25,-258,-1,22,15,18,27,33,16,131,103,99,113,-28,191,164,170,168,164,165,177,154,138
258,95,98,81,59,61,96,96,95,-26,-269,6,-2,12,-4,-1,12,-4,90,22,16,39,-28,106,37,185,181,67,185,161,54,25
259,80,27,2,-24,-21,31,62,49,-30,-278,13,-31,11,-29,-26,-17,-28,-2,-74,-79,-58,-27,-49,-117,95,90,-65,102,46,-80,-102
260,13,-51,-72,-87,-86,-50,-11,-28,-30,-283,17,-39,10,-40,-40,-41,-42,-89,-133,-139,-124,-30,-178,-201,-55,-60,-166,-47,-104,-170,-176
261,-61,-97,-105,-102,-105,-100,-82,-88,-30,-289,17,-13,5,-22,-23,-37,-29,-126,-120,-120,-112,-26,-195,-161,-182,-184,-170,-172,-189,-164,-145
262,-101,-92,-85,-66,-68,-94,-104,-101,-31,-295,14,22,2,13,11,-12,7,-85,-33,-25,-31,-22,-98,-31,-200,-197,-72,-199,-158,-64,-28
263,-88,-36,-19,10,7,-39,-72,-58,-30,-295,9,39,-2,36,38,23,35,12,77,81,71,-19,52,109,-89,-86,67,-101,-37,74,107
264,-24,47,66,91,84,43,1,21,-32,-296,6,31,-7,41,37,35,41,104,132,131,129,-15,167,190,75,73,168,60,101,170,181
265,55,112,112,119,118,108,81,88,-27,-299,6,13,-9,24,18,22,22,131,104,100,111,-11,192,166,185,184,175,176,183,167,153
266,108,111,93,70,74,112,109,106,-30,-298,4,-9,-11,-3,-1,5,-4,86,20,14,33,-7,113,48,191,190,80,191,164,64,30
267,90,38,14,-19,-17,41,69,56,-30,-295,2,-28,-12,-32,-25,-19,-28,-2,-70,-73,-61,0,-40,-108,95,90,-71,100,55,-84,-116
268,18,-53,-73,-91,-91,-51,-9,-24,-30,-293,3,-33,-15,-40,-40,-38,-45,-94,-121,-121,-130,2,-177,-207,-59,-60,-181,-45,-93,-183,-193
269,-60,-104,-110,-106,-109,-107,-76,-90,-29,-290,2,-15,-13,-28,-31,-39,-29,-138,-109,-107,-124,6,-209,-180,-183,-182,-177,-170,-192,-170,-148
270,-102,-93,-79,-57,-63,-95,-102,-104,-29,-285,2,13,-12,4,3,-12,8,-102,-32,-28,-42,10,-108,-38,-201,-196,-69,-199,-174,-54,-21
271,-89,-31,-6,22,17,-33,-75,-62,-29,-277,1,31,-12,32,32,25,33,3,70,72,67,13,55,119,-97,-95,71,-106,-45,85,111
272,-27,51,72,93,88,47,-2,13,-26,-267,6,30,-11,35,36,41,38,101,130,130,129,16,179,199,61,65,170,51,109,175,180
273,54,108,115,111,110,105,80,92,-24,-256,9,13,-9,20,21,36,29,134,107,104,110,17,201,170,185,186,177,176,195,171,152
274,113,101,91,66,65,99,120,116,-25,-247,10,-10,-7,-7,-4,14,6,84,21,16,33,18,112,46,200,198,86,201,171,73,37
275,105,34,13,-17,-17,35,86,71,-24,-236,15,-28,-3,-33,-33,-14,-31,-8,-74,-77,-61,22,-41,-108,94,92,-63,106,55,-76,-109
276,28,-51,-69,-88,-88,-49,-2,-24,-22,-222,18,-32,-3,-42,-47,-38,-55,-90,-120,-123,-119,21,-178,-208,-70,-69,-184,-52,-96,-188,-199
277,-63,-106,-108,-103,-112,-102,-84,-96,-21,-205,23,-13,-2,-28,-33,-39,-38,-124,-99,-102,-114,20,-211,-180,-193,-193,-195,-178,-194,-186,-165
278,-107,-98,-84,-61,-72,-102,-107,-107,-21,-189,21,15,4,5,1,-12,1,-90,-16,-13,-45,19,-118,-46,-206,-202,-82,-201,-179,-66,-28
279,-87,-37,-17,19,10,-40,-68,-56,-19,-173,17,31,7,31,29,23,34,-4,85,91,56,18,42,114,-98,-95,76,-107,-57,90,122
280,-20,48,68,95,89,46,9,25,-19,-156,14,26,8,40,36,38,38,90,136,137,124,15,176,209,62,64,183,49,96,185,195
281,62,107,114,111,110,105,83,95,-19,-137,11,9,10,29,27,35,23,132,98,97,112,14,208,183,192,190,184,181,194,177,162
282,112,97,83,61,61,99,112,112,-21,-119,10,-12,12,-3,8,19,2,86,8,4,31,12,115,48,214,212,86,210,177,73,41
283,96,27,1,-23,-22,29,78,63,-18,-99,8,-24,14,-34,-27,-9,-24,-9,-81,-83,-64,11,-49,-115,107,104,-64,117,51,-75,-108
284,24,-58,-73,-89,-88,-52,-3,-20,-21,-79,7,-25,12,-40,-50,-42,-42,-93,-122,-121,-120,9,-187,-210,-66,-70,-180,-51,-107,-184,-195
285,-59,-103,-106,-100,-102,-101,-81,-88,-22,-59,6,-8,13,-19,-39,-52,-36,-124,-93,-90,-108,6,-214,-180,-198,-198,-192,-187,-203,-187,-165
286,-106,-94,-84,-59,-60,-97,-111,-106,-26,-37,8,18,8,9,2,-21,-4,-82,-13,-8,-30,3,-117,-46,-203,-205,-88,-202,-184,-73,-37
287,-91,-31,-16,20,13,-35,-78,-65,-24,-14,12,35,10,26,33,20,28,12,74,82,74,-1,45,113,-99,-95,72,-103,-58,83,117
288,-29,49,68,90,86,46,1,18,-25,6,13,26,8,29,40,39,40,105,121,126,134,-4,185,214,58,60,191,47,99,190,201
289,60,103,108,106,110,103,82,95,-27,27,12,7,7,28,26,34,30,133,92,94,109,-6,226,193,185,186,198,178,203,187,169
290,109,95,81,55,64,99,112,111,-27,48,9,-11,5,5,6,17,7,77,4,1,24,-10,133,50,215,211,93,214,192,75,36
291,91,23,2,-29,-23,31,69,57,-28,69,9,-24,4,-26,-22,-9,-23,-18,-82,-84,-72,-11,-45,-124,116,113,-70,128,61,-86,-120
292,14,-57,-75,-92,-90,-54,-12,-28,-30,88,9,-23,2,-41,-43,-32,-40,-98,-108,-111,-118,-12,-188,-219,-58,-63,-187,-41,-107,-195,-204
293,-64,-103,-106,-102,-102,-101,-81,-88,-32,108,13,-7,1,-23,-35,-41,-33,-117,-79,-80,-97,-16,-212,-184,-197,-200,-196,-184,-209,-188,-170
294,-104,-92,-80,-57,-61,-91,-102,-101,-32,129,11,15,1,8,-1,-21,-1,-69,-16,-16,-22,-19,-113,-50,-211,-209,-88,-214,-180,-76,-38
295,-90,-28,-6,24,18,-31,-70,-58,-33,146,11,27,0,35,31,15,28,18,60,61,66,-17,42,109,-105,-100,67,-115,-56,80,116
296,-26,56,73,94,91,52,4,22,-35,163,11,23,1,32,42,39,38,97,121,116,120,-15,185,213,54,58,190,40,95,193,209
297,55,110,112,106,108,109,79,93,-31,180,11,5,-1,15,33,40,32,124,105,99,101,-16,229,197,178,180,206,167,202,198,183
298,107,97,82,55,58,98,111,109,-31,194,6,-15,0,-3,10,21,9,74,15,6,15,-12,140,61,204,205,95,199,194,82,42
299,93,26,3,-27,-24,29,73,54,-31,209,3,-28,0,-24,-16,-9,-22,-24,-82,-89,-73,-13,-36,-115,120,118,-79,124,71,-87,-124
300,21,-52,-72,-86,-87,-52,-11,-31,-32,224,3,-24,2,-33,-38,-35,-38,-98,-122,-124,-110,-9,-190,-218,-42,-43,-202,-29,-98,-201,-210
301,-60,-98,-105,-101,-104,-102,-82,-93,-28,235,3,-8,-1,-20,-33,-40,-29,-108,-86,-84,-87,-8,-222,-191,-184,-182,-204,-172,-210,-190,-167
302,-103,-94,-85,-62,-69,-94,-103,-103,-28,245,0,13,1,7,-3,-20,0,-68,-5,-2,-28,-4,-126,-55,-212,-209,-94,-209,-190,-74,-35
303,-84,-34,-13,17,12,-37,-68,-54,-26,257,0,27,2,27,28,14,29,1,78,76,48,-4,35,106,-111,-107,61,-117,-61,81,113
304,-17,49,68,93,90,49,9,25,-26,264,0,25,1,29,40,37,44,78,115,115,114,-1,170,205,53,56,184,41,94,193,207
305,63,106,111,108,110,107,86,97,-23,271,-5,14,2,17,34,41,38,121,89,87,110,1,213,192,179,180,207,170,191,202,184
306,115,93,78,50,56,97,111,108,-24,277,-10,-8,2,-5,9,21,12,79,14,9,26,-1,137,72,191,192,105,194,186,94,52
307,92,21,-3,-32,-28,23,69,54,-27,282,-12,-19,5,-27,-23,-7,-22,-24,-69,-73,-74,4,-25,-98,96,99,-66,109,77,-76,-115
308,19,-59,-70,-86,-87,-58,-14,-29,-29,285,-15,-22,5,-33,-42,-33,-40,-107,-110,-109,-122,4,-180,-213,-50,-49,-197,-33,-79,-198,-213
309,-59,-98,-98,-95,-97,-99,-77,-90,-30,289,-17,-2,5,-16,-34,-38,-25,-123,-82,-80,-92,6,-223,-193,-173,-168,-205,-156,-194,-199,-180
310,-103,-87,-73,-59,-58,-89,-105,-101,-30,285,-20,17,6,7,-10,-22,1,-66,-11,-11,-16,5,-133,-59,-200,-195,-97,-191,-190,-81,-45
311,-89,-32,-12,15,13,-36,-73,-61,-33,283,-22,22,5,28,21,9,23,20,67,69,69,7,33,103,-104,-100,61,-109,-68,74,106
312,-26,46,68,89,85,43,5,19,-34,280,-22,18,5,26,39,37,31,95,114,117,113,8,172,198,56,58,180,46,90,181,194
313,62,103,113,109,111,102,85,95,-33,276,-20,7,5,12,34,43,31,114,98,95,97,8,204,173,182,181,203,172,187,194,179
314,114,95,81,56,61,96,114,107,-34,269,-17,-7,0,-8,7,25,15,75,15,9,26,10,120,53,194,190,114,194,169,99,61
315,90,24,0,-29,-26,23,65,52,-30,263,-17,-22,1,-24,-25,-7,-16,-6,-79,-88,-61,11,-28,-96,90,83,-45,98,58,-61,-98
316,15,-62,-75,-91,-90,-60,-19,-33,-31,256,-19,-28,0,-28,-42,-32,-38,-84,-117,-121,-109,12,-161,-197,-62,-65,-181,-47,-84,-185,-200
317,-65,-102,-101,-98,-98,-99,-84,-88,-29,245,-21,-10,-1,-14,-29,-36,-31,-104,-79,-79,-89,12,-204,-180,-168,-168,-202,-159,-185,-193,-176
318,-98,-85,-73,-50,-56,-88,-99,-94,-27,234,-25,15,0,10,-1,-13,-1,-61,-4,-5,-22,10,-122,-52,-181,-181,-98,-178,-178,-86,-44
319,-82,-26,-5,24,18,-28,-67,-54,-29,223,-24,21,-3,30,19,13,29,13,64,65,57,11,43,111,-99,-97,64,-106,-60,77,112
320,-24,55,74,96,95,54,1,19,-28,210,-19,12,-5,26,32,25,37,86,102,102,110,12,181,206,49,50,181,37,98,184,196
321,56,113,118,116,120,113,79,92,-27,195,-15,-6,-7,10,34,30,23,118,84,85,105,10,209,175,178,173,190,164,192,179,162
322,106,106,92,67,71,107,112,111,-23,181,-14,-13,-7,-11,16,22,-1,80,10,9,26,6,112,42,194,186,95,190,169,77,44
323,88,35,6,-26,-21,37,68,55,-22,164,-14,-19,-6,-25,-14,-2,-21,-14,-83,-83,-72,8,-42,-103,85,77,-49,91,50,-64,-97
324,9,-56,-78,-94,-93,-55,-18,-33,-20,149,-8,-17,-8,-26,-37,-33,-32,-100,-124,-124,-118,4,-161,-186,-65,-70,-167,-56,-92,-175,-186
325,-70,-103,-112,-105,-106,-105,-87,-90,-15,134,-5,-5,-10,-12,-34,-45,-27,-113,-90,-90,-87,2,-191,-167,-161,-163,-192,-154,-177,-187,-167
326,-103,-87,-79,-56,-57,-94,-102,-95,-17,114,-8,14,-9,8,-1,-25,-3,-60,-11,-7,-12,-1,-118,-57,-170,-168,-94,-164,-164,-82,-43
327,-83,-20,-2,28,25,-25,-64,-49,-14,97,-8,26,-8,25,32,11,23,17,67,72,61,-3,28,99,-92,-88,65,-93,-62,76,110
328,-18,64,82,97,99,58,7,28,-11,80,-5,17,-7,26,37,30,32,82,109,114,104,0,166,198,45,46,185,36,86,183,196
329,66,120,119,117,116,113,86,100,-8,59,-3,4,-8,9,25,25,24,107,89,87,94,-3,202,170,166,165,188,154,187,176,158
330,117,107,87,61,65,102,120,119,-6,40,-2,-12,-4,-13,4,9,5,73,8,6,27,-4,103,33,187,183,81,181,166,62,29
331,102,33,8,-27,-26,30,82,61,-7,20,1,-21,-3,-25,-19,-13,-19,-13,-74,-80,-67,-2,-49,-107,90,83,-66,91,39,-81,-107
332,22,-61,-82,-102,-103,-60,-9,-26,-5,2,0,-14,-1,-25,-34,-33,-31,-98,-108,-110,-121,-3,-159,-178,-57,-59,-167,-49,-96,-173,-180
333,-64,-118,-123,-121,-124,-119,-87,-97,-2,-17,-4,2,0,-7,-28,-36,-26,-119,-81,-78,-96,-5,-179,-154,-159,-160,-176,-154,-167,-173,-159
334,-110,-109,-94,-70,-75,-111,-109,-107,-3,-33,-5,20,2,13,-7,-18,3,-69,-8,-4,-20,-1,-110,-52,-169,-163,-91,-169,-149,-79,-47
335,-86,-35,-8,19,16,-40,-69,-54,-2,-53,-6,22,1,29,19,9,27,16,73,77,62,-3,24,89,-83,-78,52,-90,-55,67,99
336,-16,56,74,94,93,52,17,31,-4,-73,-5,14,2,29,33,31,33,88,118,119,108,0,156,188,50,53,176,38,80,180,190
337,67,109,110,108,108,106,93,99,-4,-90,-5,-1,5,15,25,35,21,113,93,89,93,1,196,166,160,162,185,149,175,175,153
338,117,98,85,60,62,98,118,113,-8,-109,-3,-16,6,-2,6,21,0,72,4,1,22,1,113,42,178,176,72,175,161,59,23
339,98,27,9,-25,-23,34,75,58,-10,-126,-4,-23,8,-20,-16,0,-17,-17,-80,-85,-69,2,-39,-102,78,76,-72,85,45,-81,-107
340,22,-62,-80,-107,-102,-56,-12,-32,-8,-142,-5,-14,9,-24,-30,-19,-26,-90,-112,-110,-111,0,-155,-179,-67,-73,-161,-60,-91,-162,-167
341,-67,-123,-126,-125,-129,-121,-93,-108,-9,-161,-3,2,10,-10,-25,-25,-21,-108,-76,-72,-89,1,-177,-153,-163,-160,-162,-153,-168,-153,-140
342,-120,-113,-97,-69,-75,-115,-121,-121,-11,-176,0,17,10,11,-1,-10,2,-63,-2,6,-22,2,-103,-44,-156,-152,-81,-150,-147,-67,-39
343,-102,-34,-10,26,24,-41,-81,-64,-12,-190,-4,19,11,23,24,18,26,15,78,84,64,-2,32,91,-68,-63,51,-67,-48,65,97
344,-24,61,80,106,102,56,9,25,-12,-203,-9,14,9,15,33,34,31,92,114,118,116,-5,157,182,59,60,166,53,82,169,183
345,64,116,124,119,119,114,89,99,-12,-214,-6,2,9,8,20,32,16,118,82,81,99,-6,192,157,158,156,179,151,170,172,154
346,114,106,93,72,71,108,116,112,-12,-227,-3,-16,10,-3,-1,10,-4,71,-5,-8,19,-7,103,31,162,155,81,163,153,64,29
347,96,36,12,-19,-14,39,76,63,-11,-235,0,-22,9,-18,-19,-11,-20,-22,-89,-89,-71,-7,-48,-109,63,55,-62,67,34,-78,-105
348,21,-61,-80,-99,-100,-56,-7,-28,-11,-242,0,-15,5,-24,-26,-22,-29,-95,-116,-111,-112,-7,-157,-173,-75,-79,-158,-65,-103,-162,-167
