,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
525,-32,-78,-86,-95,-90,-75,-55,-66,-13,-113,-10,6,0,11,18,21,16,-74,-26,-26,-41,9,-64,-48,-64,-62,-62,-62,-64,-61,-52
526,-82,-82,-72,-61,-54,-86,-91,-89,-10,-125,-10,2,2,17,15,20,14,-10,51,52,35,8,-32,-1,-65,-60,-19,-62,-46,-13,1
527,-79,-32,-17,-1,4,-33,-67,-54,-11,-140,-6,-4,2,11,5,13,7,63,89,89,86,9,20,44,-18,-13,32,-18,6,38,45
528,-28,22,31,37,39,22,-8,5,-7,-149,-2,-4,2,1,-2,7,-1,93,69,69,81,9,56,64,44,46,59,41,54,61,60
529,27,46,51,48,52,44,40,50,-5,-160,2,-2,4,-10,-10,-1,-10,70,17,14,37,8,57,46,74,75,54,77,69,47,35
530,67,52,53,48,51,51,73,78,-4,-168,4,0,6,-17,-18,-12,-14,11,-44,-45,-28,9,29,6,56,57,15,62,44,9,-7
531,85,46,41,25,28,41,80,75,-2,-176,6,0,4,-18,-11,-10,-9,-54,-83,-85,-85,8,-18,-42,11,11,-33,17,4,-40,-50
532,61,12,-2,-21,-20,11,36,21,0,-183,7,-2,3,-12,3,0,4,-94,-76,-76,-91,9,-60,-71,-33,-33,-61,-30,-43,-68,-68
533,-14,-40,-49,-58,-62,-43,-44,-59,1,-190,9,1,7,0,14,14,15,-75,-20,-19,-36,4,-67,-53,-60,-56,-56,-56,-68,-51,-45
534,-78,-63,-61,-50,-56,-68,-91,-91,3,-198,6,-1,6,11,14,16,15,-5,53,53,41,3,-30,3,-59,-54,-11,-52,-50,-4,8
535,-79,-36,-24,-2,-8,-40,-64,-55,6,-203,9,-5,5,9,8,12,12,67,90,90,87,2,31,58,-24,-19,41,-19,7,46,53
536,-24,14,22,34,30,8,-5,3,9,-207,11,-8,5,1,0,0,3,92,70,66,78,3,69,76,29,36,62,35,62,67,62
537,28,35,34,40,35,33,39,41,8,-211,12,-4,5,-7,-9,-10,-7,61,12,4,26,1,63,44,67,70,52,69,79,50,39
538,50,35,29,33,30,32,52,53,9,-214,9,5,5,-10,-14,-14,-15,-1,-46,-49,-38,2,22,-2,58,59,14,60,47,9,-2
539,56,26,21,17,17,28,54,50,10,-218,10,4,2,-12,-8,-15,-11,-59,-72,-71,-80,1,-22,-42,9,9,-32,11,-4,-38,-47
540,45,3,-4,-12,-15,6,35,26,11,-220,12,1,0,-6,2,-7,0,-87,-61,-64,-80,0,-55,-62,-43,-47,-66,-44,-47,-66,-68
541,8,-34,-40,-45,-45,-31,-13,-21,10,-218,13,0,-2,5,11,8,9,-66,-21,-16,-32,-2,-62,-51,-72,-74,-60,-74,-64,-55,-46
542,-43,-51,-47,-37,-40,-49,-58,-63,9,-219,12,1,-3,10,13,16,18,-2,42,46,42,-2,-30,-4,-64,-60,-10,-60,-48,-3,12
543,-63,-27,-12,4,1,-23,-59,-51,11,-217,12,-2,0,7,12,14,15,68,84,87,88,-2,25,50,-18,-15,48,-16,-5,57,65
544,-31,16,25,36,37,14,-14,-3,9,-214,17,-3,-3,-2,3,5,7,88,68,68,76,-5,68,72,35,38,74,38,46,76,74
545,14,40,43,44,45,40,26,33,9,-210,17,6,-5,-7,-10,-5,-6,55,12,10,19,-4,66,45,68,68,52,69,70,49,37
546,33,40,40,35,37,41,35,36,9,-205,20,13,-6,-3,-14,-12,-15,-10,-49,-49,-40,-2,21,-3,62,61,6,62,45,-2,-13
547,30,27,23,14,14,32,28,29,7,-200,23,10,-6,-1,-14,-16,-17,-55,-75,-76,-67,-3,-33,-53,22,21,-37,25,-11,-45,-48
548,21,-1,-12,-24,-21,2,17,17,9,-195,23,2,-6,2,-3,-6,-11,-71,-60,-58,-67,-5,-67,-72,-35,-39,-61,-34,-58,-65,-62
549,-1,-46,-53,-58,-56,-41,-11,-19,11,-186,18,-1,-4,7,11,4,5,-53,-14,-10,-26,-5,-66,-51,-80,-81,-54,-79,-77,-50,-43
550,-37,-64,-60,-47,-48,-62,-42,-48,9,-180,12,-4,-3,7,18,13,15,-4,44,48,37,-4,-26,1,-76,-69,-12,-75,-50,-7,5
551,-51,-34,-18,1,-3,-35,-45,-37,9,-172,9,-6,0,4,18,17,13,58,81,82,84,-3,28,51,-17,-14,42,-20,3,44,55
552,-22,19,27,43,39,19,-7,1,11,-162,5,-5,0,-4,8,13,7,88,63,63,75,-3,67,70,47,50,73,49,53,71,69
553,21,48,47,48,50,47,31,35,13,-149,2,4,4,-2,-4,2,-5,57,2,-1,20,-1,68,54,82,80,62,80,73,49,39
554,42,44,40,31,32,45,43,42,12,-142,1,9,4,2,-10,-11,-11,-3,-57,-60,-39,-1,35,7,71,73,11,69,54,-3,-15
555,42,25,19,10,12,28,37,35,12,-130,1,5,6,0,-15,-18,-16,-57,-76,-75,-74,-1,-25,-53,26,27,-45,29,5,-54,-63
556,29,1,-13,-23,-20,1,17,11,12,-116,-3,-2,8,3,-6,-13,-13,-72,-53,-52,-66,2,-75,-85,-34,-32,-70,-32,-50,-78,-77
557,-4,-35,-43,-50,-51,-32,-19,-29,10,-103,0,-9,9,5,4,-2,-1,-49,-10,-8,-22,0,-81,-60,-82,-80,-57,-82,-84,-59,-46
558,-47,-54,-56,-50,-51,-52,-58,-60,11,-90,3,-9,11,8,14,13,9,3,43,41,39,0,-30,3,-81,-79,-11,-84,-60,-4,12
559,-58,-35,-30,-10,-15,-39,-56,-46,9,-78,5,-7,12,-3,17,17,15,60,81,80,81,1,35,61,-29,-23,43,-32,5,48,56
560,-26,14,22,36,34,11,-9,3,7,-64,6,0,15,-7,9,13,6,84,75,72,69,0,76,79,39,47,68,36,64,68,68
561,25,54,54,52,54,51,36,41,9,-52,9,6,15,0,-4,4,-5,53,12,6,11,-1,75,59,83,85,57,80,82,53,45
562,50,51,41,26,27,53,48,46,5,-40,10,10,15,4,-13,-7,-12,-13,-60,-66,-53,-1,33,9,80,80,14,79,59,9,-5
563,44,18,1,-11,-10,17,35,32,7,-24,10,10,14,2,-16,-13,-12,-64,-82,-83,-77,-1,-30,-55,33,31,-44,32,9,-47,-60
564,25,-20,-26,-32,-32,-19,16,7,7,-9,14,2,14,1,-11,-15,-6,-68,-50,-52,-60,-3,-82,-93,-35,-35,-85,-34,-51,-83,-88
565,-2,-31,-31,-31,-34,-33,-15,-24,4,5,14,-3,13,2,-1,-7,0,-40,-2,-1,-16,-1,-91,-73,-87,-87,-75,-86,-89,-66,-56
566,-37,-30,-33,-29,-32,-30,-49,-49,3,17,10,-6,10,2,12,9,9,7,44,43,33,1,-49,-12,-87,-85,-14,-87,-70,-1,14
567,-57,-26,-23,-15,-20,-27,-52,-49,2,32,9,-6,8,-2,15,16,10,55,75,74,74,-1,23,52,-39,-34,49,-38,-5,60,71
568,-33,-5,12,25,22,-5,-15,-6,0,45,8,-1,4,-5,9,12,-2,85,72,69,75,0,76,84,28,33,79,29,60,83,82
569,17,45,56,63,62,41,35,43,-1,58,7,4,4,0,-4,3,-4,59,22,15,18,3,83,67,77,80,69,76,87,67,53
570,54,67,61,47,50,65,58,56,1,71,6,15,3,5,-10,-6,-1,-13,-48,-53,-56,4,40,10,81,79,24,81,68,17,3
571,46,27,9,-13,-9,30,37,29,0,84,8,14,-1,8,-11,-7,2,-76,-80,-80,-87,5,-23,-58,40,36,-39,41,10,-42,-56
572,10,-32,-41,-46,-48,-28,-1,-9,-4,99,5,4,0,1,-7,-9,3,-82,-55,-53,-60,5,-79,-93,-26,-29,-81,-25,-57,-83,-88
573,-22,-49,-45,-38,-36,-49,-26,-28,-2,113,5,-5,-2,-1,2,-4,7,-41,0,5,-11,7,-89,-76,-78,-80,-77,-78,-93,-71,-63
574,-30,-35,-27,-22,-22,-34,-30,-31,0,123,5,-8,-5,2,10,6,11,6,52,57,34,7,-48,-15,-84,-84,-21,-82,-73,-12,5
575,-32,-23,-19,-17,-16,-20,-28,-26,-2,136,3,-8,-4,-4,9,11,6,46,79,83,68,8,22,51,-39,-36,48,-38,-13,54,63
576,-26,-11,-4,10,11,-10,-19,-14,-2,146,0,0,-5,-5,1,8,-1,69,64,67,71,12,77,86,25,27,87,26,53,84,86
577,1,25,39,59,56,26,17,29,2,157,-3,7,-5,0,-5,-3,-5,53,11,8,27,9,88,72,76,76,80,77,84,72,61
578,49,65,68,69,70,65,61,64,4,166,-5,11,-4,8,-5,-5,-3,-8,-51,-54,-42,9,53,18,85,85,30,89,71,21,3
579,65,55,43,26,31,57,56,47,4,175,-5,11,0,8,-1,-2,-2,-68,-82,-82,-82,9,-13,-47,41,40,-38,47,17,-44,-60
580,19,3,-12,-26,-23,7,-1,-11,6,183,-6,12,-3,1,1,1,-4,-82,-62,-60,-61,11,-70,-85,-24,-26,-86,-22,-49,-91,-92
581,-38,-40,-47,-46,-47,-41,-43,-47,9,191,-4,3,-1,-4,1,4,3,-43,-4,-2,-6,13,-85,-72,-69,-68,-81,-65,-86,-80,-69
582,-50,-47,-47,-39,-40,-46,-39,-37,10,197,-6,-13,1,-5,8,9,5,16,53,52,48,13,-49,-16,-70,-68,-29,-66,-72,-23,-4
583,-31,-35,-31,-23,-23,-35,-27,-23,13,201,-6,-24,1,-6,5,8,1,64,74,69,78,9,18,45,-37,-37,39,-37,-17,45,56
584,-21,-13,-6,7,6,-14,-19,-16,14,207,-6,-18,2,-7,-2,1,-4,80,53,50,67,6,72,85,11,13,81,13,48,80,82
585,-8,22,30,46,45,21,1,9,15,212,-8,3,3,2,-4,-4,-5,55,7,3,18,5,90,80,60,61,79,58,84,72,63
586,31,53,57,53,58,56,47,55,14,216,-9,12,4,8,-1,-4,0,-4,-44,-47,-46,2,53,25,76,76,33,75,78,23,8
587,70,48,37,21,25,50,67,68,14,214,-14,14,6,5,0,-2,4,-61,-76,-83,-83,-1,-14,-40,44,43,-34,44,26,-42,-57
588,54,6,-10,-20,-18,4,33,25,16,217,-15,10,6,-1,0,-3,3,-77,-70,-72,-65,-2,-64,-71,-12,-14,-80,-11,-39,-86,-89
589,-3,-29,-34,-35,-33,-27,-22,-28,11,215,-14,3,4,-7,5,-1,4,-42,-16,-15,-10,-5,-76,-63,-55,-55,-81,-55,-69,-80,-69
590,-44,-32,-33,-32,-31,-31,-48,-47,12,216,-17,-6,3,-8,11,7,4,19,55,56,49,-6,-52,-25,-64,-62,-32,-65,-59,-27,-12
591,-47,-31,-31,-30,-30,-30,-42,-41,14,212,-18,-15,3,-7,4,6,4,66,88,84,77,-7,-6,27,-32,-33,31,-35,-20,37,49
592,-33,-27,-18,-8,-11,-25,-24,-25,12,211,-18,-12,2,-4,-4,-2,-3,75,64,60,61,-10,51,72,12,15,79,13,32,81,82
593,-11,10,24,36,38,8,1,3,10,206,-23,-2,5,4,-4,-3,-1,49,6,0,14,-9,75,73,45,47,83,43,72,81,69
594,28,52,59,58,60,52,38,42,4,203,-26,12,3,10,3,1,5,-1,-47,-52,-37,-10,48,27,50,47,37,47,68,31,9
595,63,53,42,25,27,50,56,54,4,195,-22,17,2,11,5,8,7,-51,-68,-73,-74,-11,-5,-31,30,29,-26,26,26,-37,-51
596,48,4,-6,-22,-18,4,30,19,2,187,-22,13,-3,6,3,9,7,-77,-53,-53,-75,-11,-52,-64,-2,-4,-67,-9,-30,-70,-74
597,2,-29,-29,-33,-30,-28,-13,-24,4,180,-20,2,-1,-1,3,5,3,-58,-9,-10,-22,-7,-68,-58,-37,-40,-65,-43,-63,-63,-54
598,-26,-27,-25,-25,-25,-30,-33,-34,3,170,-16,-16,-1,-3,5,6,3,6,42,41,48,-11,-47,-23,-51,-52,-34,-51,-55,-28,-14
599,-30,-23,-24,-25,-29,-26,-28,-30,2,158,-16,-25,-3,-7,1,3,0,68,71,70,86,-6,-3,19,-29,-27,16,-27,-16,23,36
600,-32,-22,-22,-14,-19,-24,-26,-28,2,149,-15,-16,-2,-4,-2,-4,-4,85,57,55,67,-5,34,45,2,6,63,8,30,68,71
601,-23,-3,8,25,18,-3,-10,-8,2,137,-12,-4,-2,3,-4,-7,-3,46,11,11,11,-3,50,45,25,26,72,27,47,76,65
602,15,39,45,54,47,39,37,40,1,125,-10,7,-4,11,4,-5,4,-12,-40,-38,-48,-1,38,20,29,29,38,30,40,34,17
603,56,50,42,35,31,48,63,56,1,110,-10,13,-5,13,5,4,10,-62,-63,-64,-76,0,9,-20,23,23,-20,21,16,-21,-38
604,46,16,8,-5,-7,19,35,22,0,99,-12,14,-6,4,3,1,4,-74,-52,-47,-65,1,-31,-48,4,1,-59,0,-20,-58,-66
605,-1,-16,-22,-24,-28,-16,-15,-23,-1,86,-15,6,-3,-5,-1,-3,0,-48,-16,-8,-20,2,-50,-48,-21,-24,-63,-27,-50,-59,-56
606,-33,-27,-25,-23,-28,-28,-31,-32,0,70,-14,-8,-3,-10,0,-5,-2,0,26,29,34,6,-33,-19,-31,-31,-30,-29,-47,-21,-11
607,-32,-25,-25,-18,-24,-24,-24,-23,1,56,-12,-17,-2,-9,-1,-5,-8,48,49,52,68,9,-1,11,-7,-7,15,-3,-16,25,33
608,-28,-18,-12,-2,-8,-17,-26,-22,-1,41,-9,-13,-2,-5,-5,-8,-8,66,46,44,60,9,19,25,23,21,46,27,17,49,50
609,-25,4,13,27,21,4,-22,-10,-4,24,-6,0,1,2,-6,-7,-3,44,13,12,19,8,29,29,23,19,45,29,29,43,39
610,-1,37,38,46,43,34,13,26,-1,7,-7,9,3,8,5,-1,4,-6,-28,-30,-33,9,31,22,0,-1,23,4,30,19,9
611,41,45,39,36,34,44,48,51,-3,-11,-6,19,0,9,8,6,7,-52,-44,-48,-61,11,15,-3,-17,-20,-11,-19,17,-15,-23
612,46,24,11,1,5,21,36,34,-3,-25,-3,21,2,14,3,5,-1,-62,-33,-32,-52,11,-14,-28,-15,-17,-42,-20,-11,-44,-50
613,14,-10,-23,-29,-22,-11,-1,-5,-2,-41,-5,13,5,8,-2,4,-8,-43,-3,0,-16,11,-31,-27,1,0,-51,-5,-31,-47,-44
614,-20,-33,-39,-37,-34,-34,-24,-25,-4,-55,-7,0,4,-6,-4,-1,-9,-3,26,24,25,10,-15,2,13,15,-25,14,-27,-18,-10
615,-27,-31,-29,-23,-18,-35,-28,-25,-6,-72,-5,-8,5,-19,-8,-4,-9,34,37,37,53,11,13,26,26,28,11,29,5,16,21
616,-25,-12,-7,1,7,-14,-25,-21,-7,-88,-7,-11,5,-15,-11,-6,-4,53,29,25,52,11,20,15,32,32,31,37,30,32,29
617,-17,13,12,18,24,9,-11,-4,-6,-101,-7,-5,7,2,-4,-5,3,41,-1,-2,21,7,2,-7,24,23,34,28,22,31,28
618,8,25,27,26,33,26,18,24,-7,-115,-6,0,5,14,7,7,9,4,-27,-26,-23,8,-14,-18,-6,-6,24,-2,-4,18,11
619,38,30,30,27,33,35,39,44,-9,-128,-4,14,5,15,9,13,11,-33,-31,-32,-46,4,-13,-8,-45,-45,1,-46,-23,-6,-15
620,43,23,19,6,13,28,33,32,-7,-139,-3,23,3,10,5,12,7,-45,-14,-16,-34,6,1,6,-59,-56,-27,-64,-15,-31,-34
621,18,-7,-14,-32,-26,-1,6,-1,-8,-151,-2,13,5,3,-1,3,2,-23,9,10,-4,5,8,20,-29,-27,-28,-35,4,-28,-26
622,-15,-41,-48,-56,-52,-39,-26,-29,-8,-164,-7,-8,2,-7,-6,-2,-4,10,29,27,25,1,17,25,18,22,-3,16,23,2,9
623,-33,-49,-46,-37,-32,-52,-39,-35,-6,-173,-2,-17,2,-18,-7,-5,-5,35,33,30,40,0,21,27,45,50,24,48,38,29,28
624,-31,-18,-11,7,5,-21,-28,-20,-3,-185,-3,-10,2,-18,-4,-5,-5,39,15,11,31,-1,18,12,41,44,24,49,41,24,18
625,-11,24,26,34,31,20,-1,2,-7,-191,-2,-3,2,-5,4,1,0,22,-12,-15,6,-4,-5,-21,25,30,1,32,26,-5,-12
626,15,35,34,33,31,35,16,19,-5,-202,2,0,-1,10,11,8,8,-8,-28,-34,-23,-4,-40,-52,1,4,-19,7,-12,-25,-28
627,29,28,24,22,21,29,28,29,-2,-208,3,9,-3,18,13,13,13,-28,-28,-32,-31,-4,-56,-52,-33,-32,-19,-30,-52,-22,-19
628,30,15,10,8,5,14,30,27,0,-214,0,15,-3,16,10,12,9,-28,-9,-9,-20,-5,-29,-10,-59,-56,-2,-60,-58,-3,1
629,24,-4,-8,-13,-17,-2,16,7,0,-221,2,11,-4,8,3,4,-2,-9,16,17,5,-4,16,33,-51,-47,15,-53,-18,16,20
630,-8,-27,-30,-31,-32,-26,-22,-30,1,-229,4,-5,-3,-5,-3,-2,-9,17,36,33,28,-6,43,47,-8,-4,28,-13,31,32,34
631,-44,-36,-35,-25,-31,-38,-50,-54,1,-232,5,-17,-6,-21,-5,-6,-9,34,31,29,32,-8,37,36,34,39,34,36,53,38,35
632,-50,-20,-13,1,-4,-23,-38,-33,4,-234,9,-14,-5,-15,-5,-7,-7,29,5,2,16,-8,25,16,48,51,25,52,43,25,17
633,-15,14,25,34,33,12,2,8,7,-236,13,-6,-5,-1,2,-4,0,5,-26,-29,-11,-7,5,-9,30,29,-7,34,20,-12,-25
634,25,44,47,53,49,41,31,34,8,-238,17,3,-6,7,10,3,6,-18,-39,-41,-31,-6,-24,-42,-3,0,-48,2,-8,-54,-61
635,35,45,41,32,29,45,34,29,9,-237,20,13,-7,16,12,11,7,-34,-25,-21,-32,-5,-49,-58,-23,-19,-62,-21,-45,-63,-60
636,26,16,5,-9,-10,16,22,16,8,-234,23,17,-8,16,9,11,13,-27,5,9,-14,-5,-45,-37,-33,-31,-28,-35,-65,-26,-12
637,15,-27,-34,-39,-40,-22,8,3,10,-233,26,10,-6,10,-3,4,10,-4,29,31,14,-5,-9,10,-33,-29,23,-34,-48,26,37
638,-3,-49,-50,-41,-43,-45,-11,-16,8,-229,28,-9,-8,-6,-10,-7,-4,25,36,37,32,-6,31,44,-12,-8,50,-14,2,54,54
639,-26,-42,-36,-19,-24,-39,-30,-34,9,-226,27,-17,-6,-18,-13,-11,-22,34,26,28,30,-5,45,44,20,23,46,21,46,48,45
640,-38,-15,-7,3,4,-16,-33,-28,11,-219,25,-10,-5,-15,-8,-9,-26,24,3,3,7,-4,29,18,39,41,31,47,52,29,23
641,-17,11,17,27,26,9,-6,4,11,-213,22,-5,-3,-6,2,-2,-10,-5,-25,-28,-23,-6,4,-7,34,35,3,43,24,-1,-11
642,17,32,38,47,50,33,30,39,10,-208,17,5,-4,3,6,3,5,-34,-44,-44,-38,-6,-13,-22,9,12,-33,16,-9,-38,-48
643,46,48,49,46,50,51,49,52,6,-197,13,16,-4,13,7,8,13,-40,-30,-28,-26,-4,-23,-28,-17,-18,-57,-16,-29,-63,-63
644,41,36,25,11,15,40,33,33,2,-187,9,23,-3,18,9,8,9,-17,4,6,7,-2,-28,-24,-32,-35,-50,-37,-37,-48,-38
645,13,-12,-22,-40,-36,-9,-3,-7,0,-178,5,14,0,11,7,12,7,14,31,27,28,-1,-12,3,-26,-28,-3,-31,-30,0,12
646,-27,-55,-59,-60,-59,-54,-38,-41,-3,-170,4,-5,0,-3,-4,5,-1,33,32,31,36,2,18,31,-7,-4,43,-7,-2,45,52
647,-48,-55,-48,-37,-35,-54,-47,-43,-6,-157,0,-15,0,-11,-22,-11,-13,34,22,22,30,1,35,42,21,22,52,24,34,57,51
648,-38,-24,-15,-2,-6,-24,-26,-23,-9,-144,-1,-14,0,-16,-26,-25,-18,25,9,6,11,5,33,28,38,38,31,40,45,31,24
649,-11,6,9,21,18,7,-3,6,-12,-128,-4,-3,0,-10,-11,-16,-9,-3,-18,-22,-21,6,16,0,27,28,-2,34,34,-4,-12
650,15,26,30,34,35,27,21,27,-15,-117,-2,10,-1,-4,9,4,5,-35,-48,-49,-42,9,-9,-23,-3,-6,-24,0,2,-27,-31
651,37,41,43,44,43,42,42,43,-17,-103,2,19,1,10,11,13,15,-45,-47,-46,-32,8,-28,-35,-32,-33,-35,-35,-27,-35,-40
652,50,38,29,17,22,36,49,48,-20,-86,1,22,1,25,9,11,18,-18,-8,-9,3,10,-26,-24,-33,-33,-33,-39,-38,-35,-29
653,34,0,-10,-25,-22,4,19,8,-19,-71,6,10,-1,18,7,8,13,15,33,35,30,11,-9,1,-9,-13,-12,-18,-26,-8,1
654,-16,-35,-44,-45,-45,-34,-34,-45,-22,-55,6,-8,3,-4,1,2,-2,37,46,41,37,9,11,24,5,5,23,3,4,30,37
655,-56,-39,-38,-33,-32,-44,-60,-59,-20,-39,12,-24,0,-17,-12,-7,-17,36,29,22,28,10,26,31,12,12,42,13,32,47,44
656,-50,-19,-16,-6,-5,-24,-42,-34,-24,-22,11,-22,-2,-12,-18,-17,-19,25,2,1,12,13,22,14,19,19,35,22,43,35,30
657,-17,6,10,16,16,5,-9,-3,-22,-6,14,-8,-1,-3,-9,-14,-6,4,-14,-18,-14,13,-5,-19,20,21,13,23,28,9,-4
658,10,26,30,33,33,25,16,15,-26,8,15,5,-2,2,6,0,7,-25,-34,-38,-42,8,-36,-38,0,2,-18,3,-11,-22,-35
659,31,38,39,34,35,38,33,36,-27,24,14,19,-2,10,18,12,17,-47,-42,-44,-46,9,-35,-27,-31,-30,-36,-32,-38,-39,-45
660,45,34,26,15,18,30,43,40,-25,41,14,17,-2,17,21,20,19,-38,-14,-11,-14,8,-13,-5,-40,-37,-28,-45,-32,-33,-26
661,35,6,-3,-14,-14,6,26,13,-26,57,14,2,-1,15,18,19,17,2,36,32,32,6,0,4,-12,-9,-2,-20,-6,-2,4
662,-6,-23,-29,-33,-34,-21,-18,-26,-27,70,14,-16,1,2,1,8,3,39,57,53,47,4,1,11,25,26,25,18,8,28,32
663,-38,-36,-31,-29,-31,-35,-44,-44,-25,87,11,-25,0,-13,-13,-8,-12,38,40,37,31,1,6,19,31,36,40,36,19,41,40
664,-41,-21,-17,-9,-9,-22,-34,-29,-20,102,10,-19,1,-17,-16,-19,-14,16,8,9,7,-1,15,15,16,22,30,26,26,26,21
665,-19,0,7,13,12,0,-8,-6,-16,116,7,-9,-1,-9,-6,-13,-5,-5,-17,-19,-12,-3,-1,-10,1,5,-5,8,23,-9,-20
666,8,19,25,31,26,17,13,19,-15,128,4,7,0,-3,6,2,4,-22,-39,-37,-35,-4,-26,-36,-8,-6,-35,-4,-5,-36,-43
667,27,33,33,34,32,32,30,35,-11,142,2,23,3,7,14,14,14,-46,-40,-40,-46,-6,-35,-29,-20,-18,-36,-17,-38,-33,-33
668,36,32,25,19,19,30,37,35,-6,157,-1,23,1,16,16,19,20,-44,-15,-15,-21,-7,-11,6,-26,-23,-14,-26,-40,-11,-7
669,27,10,2,-6,-7,8,21,17,-6,168,-2,9,3,10,15,19,16,-7,21,24,29,-6,22,32,-17,-12,3,-18,-7,8,9
670,4,-16,-24,-28,-27,-17,-7,-16,-5,177,-4,-11,-1,-8,1,10,4,39,42,45,56,-5,33,29,7,10,13,8,29,16,20
671,-27,-31,-34,-29,-31,-30,-30,-35,-2,189,-3,-22,1,-20,-15,-7,-7,52,36,39,42,-6,20,11,26,32,24,32,36,26,29
672,-36,-28,-25,-16,-19,-26,-32,-31,-1,199,-3,-18,1,-15,-19,-17,-12,29,13,16,12,-7,4,0,24,29,24,35,20,21,20
673,-19,-13,-4,4,2,-10,-13,-9,2,208,-4,-5,1,-8,-13,-16,-11,1,-14,-16,-14,-11,-2,-8,-1,4,2,11,4,1,-9
674,4,11,16,24,24,11,7,14,1,218,-3,14,2,-1,-2,-7,-9,-22,-37,-40,-34,-10,-8,-19,-26,-25,-32,-23,-7,-35,-42
675,21,29,31,29,32,26,27,29,3,225,-5,25,1,9,9,2,5,-42,-40,-42,-42,-8,-13,-18,-33,-29,-43,-34,-20,-42,-39
676,32,26,23,17,21,30,34,32,0,229,-4,20,0,17,15,12,19,-38,-14,-15,-21,-6,-6,-1,-13,-15,-16,-18,-26,-12,-2
677,28,7,-6,-10,-5,10,21,21,-1,234,-8,8,1,15,13,17,20,-5,18,15,17,-6,12,22,8,6,23,4,-13,27,33
678,5,-22,-30,-29,-29,-19,-3,-7,-1,236,-12,-12,-1,-1,3,8,2,32,34,33,41,-6,30,34,20,20,34,18,16,36,35
679,-21,-35,-32,-33,-30,-32,-25,-29,-4,238,-13,-21,-4,-17,-10,-8,-15,50,26,24,39,-4,27,25,25,24,22,24,35,23,19
680,-33,-24,-21,-17,-16,-26,-32,-32,-7,240,-15,-19,-4,-17,-12,-13,-17,36,8,3,17,-3,4,-5,20,17,6,23,29,6,3
681,-27,-5,-1,8,7,-8,-22,-18,-10,241,-17,-6,-6,-7,-12,-13,-7,11,-13,-15,-8,-2,-21,-25,-4,-9,-5,0,-1,-7,-10
682,-8,18,21,26,28,16,-2,3,-9,239,-18,11,-5,7,-10,-14,0,-18,-29,-29,-33,1,-27,-22,-34,-36,-16,-31,-28,-23,-22
683,16,32,33,32,36,32,21,20,-15,236,-18,22,-6,22,2,-4,4,-38,-28,-34,-39,4,-10,0,-36,-39,-23,-41,-30,-30,-26
684,29,32,26,20,21,31,31,30,-16,233,-19,23,-8,26,19,13,14,-34,-8,-9,-19,3,7,17,-8,-11,-14,-18,-11,-15,-9
685,27,12,0,-9,-3,10,19,15,-20,228,-20,7,-9,17,21,24,18,-3,22,23,15,3,17,25,22,19,12,15,11,11,20
686,4,-20,-28,-31,-30,-14,-5,-14,-22,224,-18,-7,-8,-2,2,17,7,28,43,41,34,6,20,24,33,33,34,34,21,33,36
687,-22,-30,-37,-34,-33,-32,-30,-33,-22,217,-16,-16,-7,-15,-13,-2,-10,36,35,30,31,7,11,9,27,27,31,30,26,29,25
688,-28,-23,-25,-15,-14,-26,-35,-32,-25,208,-14,-11,-8,-21,-14,-13,-15,24,9,4,10,7,-14,-21,12,13,7,11,17,3,-6
689,-20,1,2,16,11,-2,-19,-15,-27,199,-9,-3,-5,-9,-6,-9,-10,2,-17,-24,-10,6,-40,-39,-9,-10,-25,-7,-12,-26,-31
690,-1,27,31,37,34,26,5,7,-28,190,-6,8,-5,7,2,1,-2,-20,-27,-36,-25,7,-42,-32,-26,-27,-31,-24,-40,-32,-31
691,22,45,44,42,39,44,25,28,-26,178,-6,15,-4,20,6,3,7,-30,-24,-29,-32,6,-13,2,-27,-25,-14,-31,-36,-15,-12
692,36,39,30,21,20,36,36,31,-27,163,-6,13,-5,23,15,9,16,-27,-1,-3,-16,5,20,26,-8,-7,8,-14,-6,7,7
693,30,7,2,-11,-13,10,28,17,-26,154,-6,0,0,12,17,13,16,-3,28,24,17,4,31,32,18,23,20,13,22,19,20
694,8,-21,-26,-34,-35,-18,2,-10,-28,143,-6,-12,1,-10,9,9,2,31,40,37,40,6,24,20,32,38,27,32,32,25,24
695,-17,-36,-33,-34,-37,-36,-25,-31,-24,129,-8,-17,0,-22,-7,-6,-14,41,30,24,34,5,6,0,22,24,20,26,24,17,13
696,-31,-30,-23,-16,-22,-30,-30,-33,-25,112,-11,-17,0,-24,-14,-19,-17,28,3,1,9,2,-14,-19,-3,0,-6,3,9,-9,-17
697,-24,-5,3,12,7,-7,-16,-13,-26,99,-14,-5,1,-11,-10,-19,-9,-4,-25,-26,-19,2,-30,-33,-18,-16,-35,-16,-13,-38,-42
698,0,24,32,35,32,21,9,13,-25,83,-12,6,2,4,-3,-12,-1,-28,-42,-43,-34,2,-28,-25,-19,-19,-39,-18,-29,-39,-36
699,29,40,40,40,36,39,35,38,-23,65,-14,13,0,17,5,-4,7,-34,-39,-37,-31,3,-3,3,-12,-11,-14,-12,-27,-12,-7
700,41,32,24,16,16,32,41,40,-22,49,-12,10,1,21,15,7,17,-22,-9,-7,-10,4,22,30,-6,-2,17,-4,-3,20,23
