,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
20,-32,-42,-39,-37,-10,34,-2,-13,-88,-23,-29,-47,-33,-36,-22,-22,-21,-34,-33,-22,-12,-28,-30,-33,-35,-20,-35,-31,-31,-28,-20,-29,-33,-14,-26,-30,-26,-18,-19,-21,-22,-29,-29,-16,-27,-23,-25,-30,-32,-28,-38,-29,-27,-18,-17,-20,-24,-25,-22,-23,-33,-28,-23,-19,-32,-20,-26,-33,-19,-19,-30,-21,-20,-31,-14,-15,-27,-19,-36,-22,-35,-18,-25,-21,-27,-27,-34,-19,-21,-11,-32,-20,-33,-34,-29,-15,-33,-36,-15,-17,-21,-22,-16,-32,-23,-27,-31,-25,-30,-24,-31,-25,-23,-30,-22,-40,-34,-35,-23,-32,-34,-27,-31,-37,-31,-37,-16,-31,-29,-24,-24,-32,-32,-12,-36,-28,-22,-21,-22,-18,-37,-19,-30,-28,-28,-36,-23,-21,-30,-25,-30,-25,-15,-28,-22,-33,-31,-36,-30,-18,-36,-36,-24,-34,-32,-31,-25,-27,-29,-22,-25,-31,-29,-35,-35,-32,-30,-31,-30,-31,-42,27,63,-32,1,135,3,-14,-35,-43,1,1,-23,-43,-32,2,-39,-34,-42,0,-1,-42
21,-35,-39,-41,-32,-9,32,2,-11,-95,-33,-36,-57,-36,-30,-31,-31,-22,-32,-31,-33,-19,-24,-29,-38,-28,-31,-29,-36,-35,-35,-33,-34,-26,-17,-36,-33,-36,-21,-21,-19,-33,-34,-32,-20,-31,-32,-30,-33,-38,-33,-34,-35,-32,-21,-27,-32,-23,-30,-32,-32,-37,-29,-31,-18,-40,-20,-31,-34,-18,-22,-37,-30,-31,-34,-28,-26,-33,-31,-31,-22,-33,-29,-33,-29,-35,-33,-35,-30,-35,-23,-35,-29,-31,-29,-34,-25,-37,-31,-20,-20,-23,-32,-20,-34,-30,-33,-37,-34,-35,-32,-32,-35,-32,-34,-28,-32,-36,-30,-32,-32,-34,-34,-32,-33,-33,-30,-28,-36,-34,-35,-32,-35,-29,-17,-29,-34,-27,-33,-29,-23,-37,-31,-34,-34,-37,-33,-32,-22,-33,-35,-35,-34,-28,-35,-22,-33,-34,-31,-35,-20,-31,-33,-24,-31,-30,-33,-34,-31,-35,-24,-34,-33,-30,-46,-42,-37,-41,-37,-37,-37,-44,1,65,-41,2,144,9,10,-39,-20,8,6,-12,-23,-37,4,-39,-33,-19,5,11,-22
22,-27,-29,-31,-23,-11,30,14,-11,-111,-32,-33,-53,-35,-21,-36,-33,-16,-23,-25,-32,-14,-17,-20,-29,-20,-33,-17,-36,-32,-33,-35,-35,-12,-19,-38,-33,-36,-18,-16,-10,-35,-31,-31,-14,-31,-32,-31,-31,-33,-33,-27,-35,-33,-13,-33,-34,-12,-32,-34,-32,-31,-28,-38,-12,-38,-10,-35,-30,-8,-12,-33,-33,-34,-27,-34,-31,-31,-36,-22,-15,-24,-35,-32,-31,-35,-32,-29,-32,-36,-31,-34,-32,-25,-18,-34,-32,-35,-22,-17,-17,-17,-36,-16,-33,-33,-31,-34,-37,-31,-31,-29,-33,-34,-26,-34,-24,-36,-24,-36,-28,-31,-31,-33,-24,-33,-17,-35,-32,-32,-38,-36,-37,-20,-17,-17,-34,-24,-39,-36,-14,-28,-34,-34,-33,-36,-20,-36,-13,-35,-34,-32,-35,-35,-34,-11,-29,-29,-22,-32,-10,-20,-23,-14,-22,-17,-30,-33,-29,-35,-16,-37,-30,-24,-42,-39,-32,-40,-42,-37,-36,-37,-4,65,-45,2,149,-19,-7,-31,-10,-16,-19,-3,-8,-33,-22,-32,-22,-8,-23,-12,-5
23,-13,-12,-19,-4,-10,30,16,-7,-117,-27,-23,-40,-24,-6,-33,-28,-5,-11,-13,-27,-6,-3,-6,-18,-7,-30,-3,-25,-18,-26,-32,-29,1,-14,-34,-30,-29,-6,-7,5,-32,-23,-23,-4,-24,-29,-24,-19,-20,-26,-16,-30,-31,-2,-30,-30,0,-30,-32,-28,-18,-20,-34,0,-29,3,-24,-17,1,-1,-22,-28,-29,-17,-32,-31,-22,-32,-6,-1,-11,-33,-26,-29,-28,-25,-18,-29,-33,-31,-24,-28,-11,-4,-25,-31,-25,-6,-5,-3,-6,-32,-3,-25,-30,-26,-27,-30,-22,-26,-19,-25,-33,-13,-30,-8,-24,-13,-32,-16,-21,-25,-31,-13,-31,-5,-33,-25,-25,-31,-32,-29,-6,-9,-4,-28,-10,-38,-31,-6,-14,-31,-24,-24,-26,-10,-30,0,-27,-29,-20,-29,-33,-25,3,-19,-18,-6,-23,1,-8,-9,0,-6,-1,-20,-29,-20,-27,-4,-28,-17,-13,-34,-25,-13,-29,-27,-20,-25,-29,-2,64,-54,2,159,-21,-25,-17,-18,-25,-25,-6,-14,-17,-22,-18,-6,-16,-27,-23,-12
24,0,8,-3,15,-12,26,13,-1,-115,-12,-3,-20,-5,9,-20,-17,5,3,11,-13,6,17,13,0,7,-20,10,-10,-2,-7,-25,-14,16,-4,-24,-18,-15,5,5,11,-21,-6,-2,7,-10,-14,-9,-2,-4,-11,-1,-13,-21,9,-23,-20,11,-16,-21,-14,-2,3,-21,9,-13,11,-10,0,8,8,-5,-16,-19,2,-25,-26,-6,-20,9,8,3,-23,-17,-19,-14,-7,1,-17,-23,-25,-6,-16,9,11,-6,-23,-7,9,7,7,7,-23,8,-9,-16,-10,-10,-18,-5,-15,-1,-12,-19,6,-22,4,-5,2,-20,4,-1,-9,-19,3,-18,11,-27,-11,-8,-20,-22,-13,9,2,14,-14,1,-26,-23,4,6,-20,-8,-6,-11,4,-18,9,-11,-14,-3,-17,-24,-8,14,-1,0,12,-5,10,7,7,11,15,15,-1,-19,-2,-10,9,-18,1,-2,-17,-4,8,-12,-7,1,-4,-6,-18,60,-56,4,162,10,-7,-4,-14,8,6,-10,-11,-4,14,0,3,-11,4,2,-13
25,11,22,16,31,-10,25,18,3,-106,8,21,8,19,19,-3,3,13,18,28,10,13,32,31,21,19,-3,23,12,20,14,-6,7,26,7,-5,-1,6,14,10,19,-2,16,17,14,12,3,9,21,15,9,13,7,-6,15,-5,0,16,4,-3,3,22,23,-3,17,11,19,11,25,17,16,17,3,-4,25,-12,-12,17,-3,23,14,18,-6,3,0,9,15,22,2,-5,-10,16,2,27,23,18,-7,15,23,14,15,15,-2,13,12,4,12,12,1,16,7,23,5,1,29,-7,20,19,16,-2,24,21,13,-3,17,-3,25,-13,13,15,1,-4,6,21,12,25,8,11,-8,-3,13,28,-2,12,17,12,17,3,15,10,5,20,7,-7,14,20,23,22,32,15,17,22,21,18,30,26,21,4,21,16,16,2,26,8,8,15,20,9,17,14,16,18,-9,56,-57,4,169,27,26,6,19,31,29,0,20,5,31,7,19,25,26,30,21
26,26,36,31,39,-12,23,25,8,-91,27,38,28,36,29,21,26,20,28,38,34,18,42,41,38,31,21,32,33,38,32,15,30,33,14,19,19,26,21,16,24,22,36,35,19,36,26,30,39,37,30,23,31,14,23,18,21,24,28,22,27,40,41,21,22,29,24,33,44,21,23,36,25,19,42,8,9,37,17,29,23,30,17,24,24,31,33,43,23,18,14,35,23,41,31,37,16,35,30,21,20,19,21,21,34,26,35,33,25,35,28,42,29,25,44,19,29,37,26,21,41,38,32,15,30,21,33,10,33,37,22,20,30,30,17,30,30,16,15,18,19,43,20,35,39,36,26,28,23,33,28,38,30,14,33,26,38,42,40,34,21,30,31,23,40,33,40,26,39,33,22,26,41,19,27,23,28,31,24,26,27,38,22,52,-57,3,173,16,24,19,40,17,15,10,42,17,12,25,29,37,15,23,44
27,35,37,38,38,-12,19,35,10,-76,39,44,42,43,35,36,39,25,34,44,50,24,44,42,41,36,37,31,43,43,42,34,39,32,21,36,31,38,27,24,26,39,43,41,26,47,43,41,44,44,41,33,44,30,27,38,38,28,43,39,41,44,44,36,25,40,29,44,46,23,27,43,37,38,47,33,31,44,37,32,27,33,36,39,39,44,46,44,41,35,33,44,40,47,36,45,35,43,35,28,28,26,38,30,43,41,46,43,41,44,41,45,44,42,45,38,33,41,33,38,42,44,47,32,33,35,35,30,41,49,37,39,44,35,22,34,44,21,35,38,24,44,40,43,45,45,33,40,26,44,44,43,44,34,44,31,42,48,40,48,27,34,33,27,41,32,45,40,46,43,29,40,46,29,42,31,37,43,33,33,35,44,58,50,-58,2,178,-4,3,27,24,1,0,11,26,26,-2,33,30,25,-2,3,30
28,32,28,34,28,-13,13,39,12,-60,40,38,45,35,31,41,42,25,32,38,48,26,41,39,33,32,41,27,40,37,38,45,39,22,25,39,39,41,31,25,24,43,36,36,25,44,45,38,37,34,38,34,42,39,25,43,47,26,44,43,43,35,37,44,27,38,30,41,39,22,24,36,44,46,36,45,45,39,44,29,29,35,46,45,45,41,40,35,46,42,45,40,43,42,29,38,47,35,32,28,31,29,45,32,40,43,41,38,41,39,38,35,43,43,34,42,27,37,32,45,35,36,43,43,30,42,26,42,35,45,43,47,44,29,26,29,41,27,43,50,27,31,44,40,40,40,32,45,27,40,44,37,45,41,41,28,34,41,38,44,27,30,33,26,33,25,37,42,41,38,26,44,40,28,44,35,40,41,41,36,36,41,59,45,-57,3,184,4,0,19,14,1,2,11,15,21,6,23,18,13,2,0,16
29,23,19,25,15,-12,13,43,15,-38,28,24,42,21,16,34,33,21,21,27,36,18,25,25,19,23,34,15,25,22,27,42,29,7,27,36,40,33,24,19,12,33,24,21,20,30,38,26,22,23,24,29,31,43,17,41,38,17,35,38,29,21,20,37,16,28,19,25,24,13,19,23,34,38,24,40,43,24,39,16,20,25,37,35,36,32,25,19,38,36,41,25,34,31,17,24,42,23,18,20,22,23,34,21,27,35,27,27,31,26,28,23,31,35,19,37,16,23,23,39,17,18,31,45,22,45,16,41,21,31,34,43,33,18,25,14,32,19,43,43,23,16,37,28,25,26,23,33,19,29,34,21,34,35,30,16,17,23,24,31,16,19,22,19,20,11,22,31,24,27,20,33,26,18,32,29,34,31,38,31,32,34,34,39,-54,2,194,10,7,6,18,9,8,21,21,5,10,11,6,21,9,9,20
30,6,3,10,0,-9,8,53,17,-13,13,10,34,8,0,21,20,8,5,7,21,6,7,8,3,7,22,-3,12,5,11,30,10,-10,21,21,32,19,10,6,-1,19,7,5,9,15,20,9,4,5,9,17,15,39,4,26,26,2,18,23,12,4,3,25,4,10,4,10,7,-2,6,6,19,23,5,27,31,8,22,-1,6,10,26,21,21,17,7,2,21,22,30,6,17,12,2,8,30,5,3,7,8,8,20,7,10,20,13,12,15,12,13,3,16,19,2,23,1,4,9,26,-2,3,13,39,5,34,-2,29,4,11,21,29,18,2,17,-3,17,7,26,32,7,-4,23,9,7,10,6,19,4,11,16,3,19,20,12,2,1,5,4,10,0,4,6,2,2,-6,2,15,7,11,5,16,8,9,18,14,16,17,24,19,18,14,22,34,-52,2,197,10,11,5,14,7,11,27,20,1,6,9,8,17,9,11,22
31,-7,-13,-7,-21,-12,10,47,16,10,-6,-9,10,-12,-12,6,3,-7,-10,-17,3,-6,-16,-15,-16,-10,4,-19,-8,-13,-10,10,-7,-23,5,4,19,2,-3,-7,-15,2,-11,-15,-7,-6,2,-12,-16,-16,-9,1,-3,24,-9,11,8,-10,-1,7,-5,-13,-16,5,-10,-7,-6,-8,-15,-15,-10,-13,-2,4,-15,11,14,-11,5,-14,-8,-10,9,3,0,-6,-11,-17,3,2,11,-13,-1,-12,-18,-13,15,-14,-16,-9,-5,-6,4,-5,-8,1,-9,-7,-1,-10,-8,-15,-3,0,-20,6,-17,-12,-8,7,-18,-16,-8,24,-12,21,-19,9,-16,-9,4,11,0,-15,0,-18,-5,-7,8,15,-7,-21,5,-8,-11,-9,-12,1,-11,-9,-1,-16,1,3,-7,-12,-18,-12,-17,-9,-12,-15,-11,-9,-19,-22,-18,-6,-13,-10,-8,-3,-13,2,-2,-6,-3,-4,1,-1,0,-8,27,29,-47,1,204,5,8,3,-7,1,1,11,-4,0,2,8,-1,-10,4,8,-4
32,-17,-26,-21,-29,-13,8,43,13,30,-22,-25,-16,-28,-27,-15,-18,-17,-23,-33,-17,-18,-34,-32,-32,-22,-14,-30,-25,-31,-27,-7,-24,-33,-9,-13,-2,-20,-16,-18,-20,-15,-28,-32,-16,-26,-17,-30,-30,-32,-27,-18,-24,4,-15,-9,-11,-17,-17,-12,-21,-31,-32,-14,-15,-24,-20,-27,-30,-20,-17,-28,-20,-15,-28,-9,-5,-28,-14,-27,-13,-26,-12,-18,-18,-23,-30,-30,-17,-13,-7,-30,-21,-30,-28,-29,-9,-27,-27,-19,-16,-16,-14,-16,-25,-20,-29,-24,-22,-29,-24,-29,-22,-18,-33,-15,-30,-28,-24,-14,-36,-32,-21,5,-26,-2,-29,-9,-33,-30,-11,-10,-21,-30,-14,-28,-23,-14,-9,-6,-18,-36,-18,-26,-29,-30,-25,-22,-20,-25,-20,-33,-19,-15,-25,-21,-34,-31,-33,-25,-19,-27,-26,-20,-34,-29,-32,-22,-29,-23,-17,-22,-29,-11,-16,-17,-14,-23,-8,-15,-12,-24,9,21,-42,-1,212,-6,0,-16,-27,-3,-7,3,-24,-11,-2,-11,-20,-27,-6,0,-25
33,-27,-32,-31,-40,-18,7,43,9,47,-34,-32,-34,-34,-31,-32,-31,-20,-32,-38,-30,-26,-40,-38,-38,-32,-27,-33,-33,-36,-36,-21,-32,-34,-18,-28,-24,-32,-22,-23,-22,-31,-35,-40,-23,-37,-31,-40,-36,-39,-37,-27,-34,-21,-21,-27,-29,-20,-32,-28,-35,-37,-37,-29,-18,-34,-21,-36,-34,-22,-22,-38,-32,-30,-34,-26,-21,-37,-31,-33,-18,-33,-29,-31,-33,-31,-39,-35,-33,-32,-24,-38,-35,-39,-32,-36,-26,-36,-32,-24,-20,-22,-29,-22,-36,-34,-38,-38,-34,-35,-36,-37,-37,-31,-35,-30,-33,-35,-32,-29,-37,-36,-35,-17,-31,-24,-33,-25,-40,-41,-25,-24,-31,-34,-19,-34,-33,-18,-24,-26,-24,-39,-33,-36,-37,-40,-35,-33,-22,-37,-35,-37,-33,-34,-37,-23,-38,-35,-37,-35,-22,-32,-30,-22,-38,-31,-37,-35,-38,-35,-20,-35,-37,-23,-29,-24,-23,-35,-21,-25,-22,-32,-8,13,-37,-3,220,-9,-7,-29,-20,-6,-11,7,-21,-29,-6,-25,-28,-22,-10,-7,-19
34,-33,-34,-38,-36,-21,9,46,7,65,-36,-30,-41,-33,-31,-34,-36,-21,-33,-36,-34,-28,-33,-36,-31,-32,-35,-30,-35,-32,-34,-34,-35,-29,-22,-35,-37,-35,-25,-25,-24,-35,-34,-35,-24,-41,-34,-41,-34,-34,-38,-32,-37,-36,-21,-35,-35,-23,-38,-34,-37,-33,-33,-35,-21,-31,-23,-36,-29,-25,-22,-36,-38,-37,-28,-39,-33,-35,-34,-33,-20,-38,-39,-37,-36,-32,-36,-30,-38,-37,-35,-36,-39,-36,-30,-32,-35,-34,-31,-26,-22,-23,-39,-24,-35,-37,-34,-34,-36,-33,-37,-34,-37,-33,-30,-37,-31,-34,-30,-36,-33,-32,-35,-35,-35,-37,-31,-37,-39,-40,-32,-33,-37,-32,-23,-28,-38,-24,-33,-33,-27,-31,-39,-37,-33,-34,-34,-37,-24,-37,-36,-33,-37,-43,-34,-24,-32,-33,-35,-35,-26,-32,-33,-24,-34,-29,-33,-35,-35,-32,-22,-38,-33,-26,-36,-34,-33,-40,-32,-34,-29,-42,7,9,-27,-4,225,-1,-2,-24,-15,4,0,2,-14,-26,6,-19,-18,-15,2,3,-15
35,-28,-26,-34,-27,-20,11,34,2,77,-27,-21,-43,-23,-26,-32,-32,-24,-27,-26,-29,-29,-26,-27,-21,-28,-32,-20,-26,-21,-26,-32,-27,-17,-23,-28,-38,-28,-26,-23,-20,-30,-23,-25,-24,-34,-30,-33,-21,-26,-29,-29,-30,-42,-20,-31,-34,-20,-33,-31,-29,-23,-21,-34,-18,-22,-22,-25,-21,-25,-20,-24,-30,-36,-17,-37,-34,-25,-34,-24,-18,-34,-37,-28,-32,-26,-27,-20,-32,-33,-37,-25,-34,-25,-20,-25,-39,-23,-24,-27,-23,-25,-33,-22,-26,-33,-26,-26,-32,-23,-32,-22,-30,-31,-19,-34,-24,-23,-23,-33,-21,-21,-26,-39,-27,-37,-22,-38,-28,-32,-28,-31,-27,-27,-25,-18,-28,-21,-33,-34,-26,-18,-37,-28,-24,-24,-29,-28,-23,-26,-30,-22,-30,-39,-26,-22,-21,-23,-23,-27,-26,-23,-27,-19,-26,-20,-20,-29,-26,-23,-22,-32,-19,-23,-41,-34,-34,-43,-37,-37,-35,-44,1,4,-18,-5,237,20,15,-6,-15,19,18,-14,-18,-10,19,-5,-1,-15,18,21,-15
36,-10,-12,-20,-12,-26,12,23,-2,85,-17,-10,-37,-10,-9,-24,-21,-17,-14,-13,-19,-23,-10,-15,-8,-15,-21,-4,-13,-10,-12,-22,-17,5,-26,-16,-29,-16,-21,-18,-10,-18,-10,-10,-18,-23,-19,-18,-9,-10,-14,-20,-15,-35,-12,-24,-20,-12,-22,-19,-17,-8,-8,-23,-9,-6,-12,-14,-5,-13,-10,-11,-20,-24,-5,-30,-28,-14,-23,-9,-9,-21,-28,-17,-18,-15,-13,-8,-22,-23,-28,-10,-19,-13,-5,-10,-31,-11,-9,-19,-16,-20,-24,-15,-10,-18,-12,-14,-20,-10,-21,-7,-18,-18,-6,-22,-6,-10,-12,-22,-6,-9,-13,-33,-13,-32,-6,-31,-14,-20,-16,-23,-14,-13,-24,-1,-18,-17,-23,-26,-19,-2,-26,-15,-13,-11,-17,-17,-11,-11,-19,-9,-20,-26,-13,-13,-6,-11,-9,-11,-13,-8,-9,-11,-11,-1,-6,-18,-11,-11,-13,-22,-9,-14,-31,-24,-21,-31,-30,-24,-23,-30,-31,-1,-13,-1,246,15,21,-4,-4,18,12,-28,-9,-2,15,1,0,-7,15,20,-8
37,4,6,-4,6,-31,16,23,-6,96,-5,3,-19,3,13,-10,-8,-2,6,5,-6,-9,6,3,4,8,-6,20,-1,3,1,-11,-2,27,-17,-7,-19,-5,-8,-3,8,-6,2,1,-1,-10,-5,-3,7,3,-1,-2,-1,-24,5,-11,-9,3,-9,-9,-3,6,5,-9,10,6,3,-2,8,6,6,3,-8,-10,7,-16,-15,0,-9,13,7,-2,-15,-2,-8,-1,-1,4,-9,-7,-15,2,-7,1,15,3,-18,5,13,-2,0,-3,-9,-1,0,-8,1,-1,-5,2,-5,6,-3,-5,7,-9,14,1,9,-7,6,3,0,-22,6,-23,18,-18,3,-7,-2,-9,-2,10,-14,22,-3,-1,-8,-12,-4,8,-10,-1,0,3,3,-3,3,2,-7,6,-6,-14,3,2,5,2,9,3,2,14,11,4,7,23,8,-2,3,4,3,-4,3,-7,-10,-7,-6,-10,-14,-7,-9,-8,-38,-6,-7,1,250,-1,6,1,17,5,-1,-11,12,1,-1,3,6,18,2,8,16
38,17,21,11,23,-32,18,15,-7,105,6,15,6,13,31,3,4,13,28,24,4,3,26,23,12,28,5,38,9,15,11,0,10,42,-4,7,-3,8,8,12,16,4,11,14,15,6,5,8,16,13,11,17,9,-9,17,1,4,17,3,3,7,15,16,5,16,18,16,12,16,17,17,13,4,3,14,-1,1,10,3,33,18,21,1,8,3,9,13,16,3,6,-1,11,7,20,36,15,-4,14,33,12,14,9,3,15,12,5,12,9,6,12,9,17,9,9,17,3,35,17,30,4,16,14,13,-9,30,-4,36,-6,13,4,7,4,11,32,5,42,7,16,4,0,11,19,3,11,13,13,27,11,15,12,6,18,8,2,14,16,17,15,28,12,15,34,32,18,25,41,18,9,10,15,16,8,9,8,7,4,-1,9,-2,2,2,9,-20,-10,-1,-3,261,3,0,16,30,2,2,5,30,14,7,15,21,29,6,1,30
39,29,32,29,35,-36,21,-3,-11,106,14,20,28,20,41,15,13,19,43,36,10,15,35,35,22,41,15,42,20,17,22,11,18,42,11,16,13,18,17,17,18,15,19,23,23,13,14,17,21,23,21,36,17,7,24,11,13,23,15,15,16,22,20,13,22,27,21,20,21,23,21,21,14,12,20,8,10,18,13,44,23,36,11,17,12,17,20,21,16,16,9,22,15,34,44,24,5,22,45,20,22,17,14,20,21,17,22,18,18,19,19,21,16,20,22,13,44,22,44,15,22,23,19,11,45,15,44,6,22,12,16,12,19,44,15,46,19,23,16,10,20,23,13,19,20,23,43,19,20,22,14,22,15,15,22,21,25,22,36,21,20,48,43,23,35,46,26,15,20,23,23,19,19,22,20,19,9,22,9,12,12,19,-14,-14,8,-2,267,20,11,31,27,17,18,5,27,30,22,30,34,29,17,16,27
40,32,40,39,39,-42,24,-19,-13,101,21,29,45,25,39,23,21,23,44,35,17,16,34,38,27,39,24,39,26,27,24,19,25,36,21,23,30,22,19,21,22,20,24,28,23,18,21,25,25,27,27,40,25,27,21,19,22,23,20,19,26,27,25,19,22,29,25,27,23,25,22,29,21,19,23,18,21,25,22,43,27,41,19,24,22,24,24,26,23,24,22,25,23,36,39,26,14,29,42,23,22,21,23,22,28,23,28,24,24,24,26,26,24,25,25,21,40,26,44,22,26,29,25,28,45,31,41,17,31,17,23,20,26,43,21,41,26,25,24,18,23,28,21,25,26,27,44,28,23,27,21,25,21,23,26,22,28,28,39,25,24,44,45,25,34,40,29,25,28,25,22,28,24,29,28,31,23,30,22,26,22,29,-20,-19,14,1,274,21,27,31,26,22,20,-2,27,31,18,30,31,27,21,19,29
41,29,36,38,32,-47,24,-23,-16,98,23,26,55,25,26,26,25,26,34,29,23,21,25,35,25,28,26,24,26,23,28,25,28,21,22,27,38,26,23,27,21,27,23,27,25,21,27,29,24,23,29,34,27,37,25,25,26,27,24,25,26,27,24,26,21,32,27,29,21,26,25,31,26,26,21,26,26,24,29,29,26,34,23,28,26,26,25,24,26,29,28,27,28,29,24,27,19,30,30,25,25,23,25,23,27,30,28,26,28,25,29,24,26,27,21,27,26,25,34,27,21,27,27,39,34,38,26,24,29,20,26,28,28,29,24,27,28,28,28,23,24,21,25,28,27,28,33,29,24,26,23,25,25,29,28,22,25,27,28,26,25,31,32,27,27,25,27,27,25,27,24,28,20,31,37,34,28,36,30,32,33,33,-25,-17,17,-2,278,6,13,22,24,4,6,13,28,27,3,23,19,24,7,6,26
42,22,21,29,21,-47,25,-33,-19,101,20,18,49,15,8,25,22,23,18,17,16,23,15,25,13,13,24,4,17,11,18,23,18,3,23,24,31,22,23,25,16,25,14,15,25,16,25,23,13,13,24,19,21,35,21,27,23,23,20,22,20,14,11,26,17,21,19,22,10,21,17,18,21,24,7,28,27,14,27,13,23,19,23,26,22,19,18,10,24,29,26,18,23,20,8,16,21,19,12,22,23,21,24,20,17,26,20,16,22,17,22,13,23,23,8,25,7,15,19,25,10,15,20,40,17,35,9,25,22,14,23,27,19,13,27,7,23,27,30,23,23,5,25,19,14,18,20,25,20,18,21,13,21,27,20,17,14,15,20,17,19,17,14,23,17,8,15,19,17,17,20,25,11,23,37,28,21,37,28,24,25,31,-27,-18,21,0,283,-7,-4,14,8,-7,-3,33,12,14,-7,9,9,12,-7,-7,13
43,12,6,18,4,-50,26,-55,-23,96,7,5,37,-1,-9,16,13,10,-2,3,4,14,1,10,-3,-5,12,-14,7,-1,5,14,7,-16,19,13,24,9,13,15,2,14,-1,4,14,4,11,7,0,1,10,1,8,29,7,15,13,8,10,12,10,0,-1,15,4,5,6,5,-1,7,6,3,8,14,-7,23,21,2,15,-8,5,3,12,11,13,3,2,-1,16,16,20,4,13,6,-11,1,15,4,-7,13,12,11,16,8,6,12,6,5,11,2,10,-2,9,12,-6,17,-12,-1,0,15,-4,1,7,29,-2,23,-10,21,7,0,9,19,7,-4,21,-13,9,17,19,16,10,-5,14,5,-1,5,-2,9,7,4,9,-1,7,19,3,1,0,-1,4,4,7,-5,-4,9,2,-10,2,2,2,1,8,12,-1,13,23,17,10,24,16,16,13,19,-24,-15,23,-3,289,-1,-4,-1,-14,-6,-2,29,-8,1,-5,-2,-8,-10,-4,-8,-9
44,-2,-8,0,-13,-50,22,-63,-21,79,-5,-6,12,-8,-26,3,-1,-1,-21,-14,-8,3,-15,-11,-9,-22,2,-29,-6,-9,-6,1,-8,-31,13,-2,12,-4,-2,-1,-14,0,-9,-7,1,-6,-3,-3,-10,-4,-4,-19,-4,18,-7,2,-1,-8,-2,-2,0,-8,-10,0,-12,-3,-9,-6,-12,-11,-8,-7,-3,2,-15,8,6,-8,-1,-28,-10,-17,-1,-2,4,-6,-6,-10,-1,2,7,-5,-2,-13,-29,-8,3,-5,-23,1,-3,-2,1,-7,-8,1,-6,-6,-1,-12,0,-11,-5,-1,-10,3,-28,-11,-19,0,-12,-10,-3,19,-22,12,-29,6,-4,-10,-5,2,-8,-24,5,-30,-1,2,7,-1,0,-12,1,-9,-11,-8,-21,-4,-11,-6,-2,-9,-5,5,-5,-15,-8,-11,-17,-7,-10,-24,-26,-8,-20,-26,-8,-8,-6,-12,-7,-3,-12,0,4,8,6,4,10,9,6,2,-26,-17,25,-2,288,4,1,-15,-33,4,6,7,-24,-14,2,-20,-26,-25,1,1,-25
45,-18,-21,-14,-23,-51,18,-65,-21,74,-11,-10,-17,-11,-36,-7,-8,-16,-32,-34,-13,-12,-35,-30,-11,-37,-8,-40,-13,-10,-14,-8,-12,-34,-4,-7,-4,-14,-12,-15,-22,-10,-13,-13,-15,-13,-9,-9,-13,-11,-8,-35,-10,5,-18,-7,-7,-21,-10,-13,-9,-11,-14,-8,-26,-11,-19,-14,-15,-19,-20,-11,-9,-7,-19,2,-7,-13,-9,-38,-21,-30,-8,-12,-9,-14,-14,-14,-10,-8,-2,-8,-8,-32,-38,-13,-7,-11,-36,-13,-15,-17,-6,-20,-11,-8,-12,-12,-11,-16,-8,-17,-12,-10,-13,-8,-38,-15,-33,-10,-18,-12,-12,3,-37,-1,-39,-5,-8,-13,-11,-8,-14,-37,-7,-37,-10,-13,-5,-9,-15,-18,-8,-13,-14,-12,-34,-10,-23,-15,-11,-14,-12,-3,-11,-23,-15,-13,-32,-14,-22,-35,-35,-20,-37,-33,-12,-15,-11,-19,-21,-11,-16,-13,-8,-7,-7,-8,0,-5,-5,-11,-15,-16,23,-2,292,-4,-1,-28,-39,-6,-5,-6,-33,-26,-10,-31,-30,-33,-5,-4,-31
