,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
269,-3,0,3,1,3,0,0,5,-2,-1,3,1,2,5,-6,6,0,1,-3,1
270,-3,1,4,-2,-2,0,-1,1,-3,-2,1,2,-1,4,-1,8,1,-1,0,2
271,-3,2,5,-2,-4,1,0,-2,0,-1,-1,-3,-1,2,-4,6,2,-1,-1,0
272,-2,3,5,-3,-7,6,-2,-4,-1,-1,-3,-5,-5,0,-1,4,2,-3,-2,-2
273,-2,4,6,-3,-8,2,-1,-8,-1,1,-5,-10,-7,-1,1,2,2,-6,-1,-4
274,-2,3,4,0,-12,0,3,-7,-1,1,-8,-10,-9,-2,1,2,2,-5,-2,-4
275,-1,5,5,0,-12,1,1,-10,0,2,-9,-12,-9,-3,0,-3,1,-6,-2,-6
276,-2,6,3,1,-12,-1,-1,-11,-1,1,-9,-15,-11,-5,0,-5,0,-10,-2,-7
277,-1,6,3,2,-14,-1,1,-13,0,3,-10,-17,-10,-7,2,-5,0,-10,-3,-4
278,-1,5,4,-2,-13,0,0,-14,-2,0,-10,-15,-10,-10,1,-7,-1,-10,-1,-6
279,0,5,3,-1,-13,-3,-1,-11,-5,2,-9,-13,-11,-9,0,-12,-3,-9,-5,-7
280,2,6,1,0,-11,-2,-1,-10,-4,0,-7,-15,-9,-9,-1,-14,-4,-11,-4,-6
281,1,7,2,-3,-10,-2,-2,-11,-3,-2,-5,-14,-9,-8,-3,-12,-5,-8,-2,-7
282,0,8,2,-4,-8,-1,-5,-10,-3,-2,-5,-11,-7,-8,-2,-16,-6,-7,-2,-7
283,-2,12,4,-1,-4,-1,-4,-10,0,-2,-5,-6,-8,-9,-1,-14,-6,-9,-3,-9
284,-1,10,3,0,-2,1,-2,-1,-2,0,-7,-5,-9,-7,0,-14,-6,-9,-3,-9
285,0,10,2,-1,1,0,-2,-1,-1,-1,-8,-3,-8,-9,-1,-13,-6,-8,0,-9
286,-1,10,1,0,1,1,1,-1,0,1,-6,0,-8,-9,0,-11,-6,-11,1,-8
287,1,13,2,1,3,1,2,0,-2,1,-7,-1,-8,-6,2,-11,-3,-8,1,-10
288,0,13,2,2,4,3,0,4,1,4,-8,-1,-8,-7,-1,-12,-3,-8,1,-9
289,1,13,0,4,5,1,4,6,4,3,-6,0,-9,-6,2,-12,0,-7,3,-5
290,2,13,1,3,4,5,4,2,5,2,-6,3,-6,-3,1,-10,2,-6,4,-6
291,2,10,-1,4,7,3,6,2,4,4,-6,0,-4,-4,2,-9,3,-5,6,-8
292,7,12,1,6,6,4,7,2,10,6,-7,1,-1,-4,3,-4,7,-4,8,-4
293,5,13,1,8,4,7,9,2,12,6,-6,3,-1,-4,3,-4,7,-2,10,-4
294,6,11,-1,10,3,7,10,4,12,8,-5,4,-1,-1,6,-5,11,-1,10,-3
295,8,10,-2,11,4,6,11,6,12,8,-4,5,2,1,7,-2,14,0,11,-4
296,9,8,0,9,6,5,11,8,13,9,-1,5,3,-3,6,2,15,1,12,0
297,8,6,2,13,2,7,12,8,15,14,-1,5,2,0,7,5,14,1,11,1
298,10,6,3,13,3,9,12,8,13,10,0,8,4,2,10,6,15,3,13,-1
299,12,4,4,12,6,10,12,11,13,10,3,6,3,4,11,6,15,5,12,1
300,11,1,5,11,4,12,11,10,13,10,3,8,5,4,10,7,16,4,11,2
301,9,2,5,9,3,10,10,9,11,10,4,8,7,2,9,6,15,6,11,5
302,7,-1,3,8,3,11,8,9,7,10,7,8,5,3,11,7,16,6,11,4
303,7,-3,3,8,6,12,8,10,9,10,7,8,7,4,10,9,15,8,6,5
304,7,-3,3,6,5,10,5,9,8,9,11,8,8,6,8,11,11,9,6,6
305,6,-4,2,4,5,10,4,9,4,5,9,6,7,5,9,10,10,10,1,9
306,4,-6,-1,1,2,7,-1,8,3,3,12,5,5,6,8,10,4,8,-2,8
307,3,-7,-2,1,4,5,-3,5,-1,3,9,5,6,6,8,8,4,7,-6,8
308,1,-7,-4,-1,4,0,-6,3,-6,-1,9,4,7,6,6,8,-1,7,-7,9
309,-3,-6,-6,-2,1,-2,-9,2,-9,-2,8,3,5,4,-2,7,-3,6,-10,7
310,-4,-6,-6,-7,2,-4,-10,0,-11,-8,6,1,5,5,-4,7,-8,5,-11,10
311,-6,-4,-6,-10,1,-7,-14,0,-16,-9,9,2,3,7,-6,6,-11,5,-15,8
312,-8,-4,-9,-13,3,-9,-15,0,-17,-12,7,-2,4,5,-8,5,-14,2,-17,8
313,-10,-5,-9,-15,3,-11,-18,2,-18,-17,6,1,4,3,-10,2,-16,2,-18,7
314,-10,-7,-9,-17,2,-12,-19,-1,-20,-19,5,0,3,6,-13,3,-15,2,-17,6
315,-10,-6,-8,-16,2,-13,-20,1,-18,-18,4,0,1,3,-14,3,-19,-2,-15,7
316,-13,-7,-9,-16,3,-16,-14,1,-18,-18,3,2,0,2,-15,2,-19,-4,-17,1
317,-16,-8,-7,-16,0,-17,-15,1,-16,-17,2,-1,-1,2,-16,0,-20,-3,-14,1
318,-14,-10,-6,-16,-1,-14,-9,0,-11,-20,0,-2,-1,2,-16,-2,-18,-2,-15,0
319,-13,-9,-3,-14,-2,-13,-9,-2,-10,-17,-1,-3,-2,1,-16,1,-15,-3,-11,-1
320,-11,-8,-3,-8,-3,-11,-9,-2,-7,-13,0,-7,-2,1,-15,1,-14,-2,-6,1
321,-10,-10,1,-6,-3,-9,-5,-4,-3,-10,-1,-6,-2,-2,-12,-1,-10,-1,-2,-2
322,-9,-11,2,-3,-7,-7,0,-3,0,-7,-3,-5,0,-2,-8,-3,-4,0,2,-3
323,-5,-10,4,0,-6,-5,1,-5,1,-2,0,-6,-3,-1,-8,-3,-2,1,5,-3
324,-1,-11,4,2,-4,0,6,-6,2,1,0,-7,3,-2,-3,-4,1,1,7,-4
325,1,-8,6,4,-5,2,9,-7,7,5,1,-4,2,1,-2,-1,4,0,7,-2
326,3,-6,7,6,-4,4,9,-11,10,8,2,-6,5,3,-1,0,5,4,12,2
327,4,-6,9,8,-4,5,12,-9,13,10,7,-3,5,7,1,-1,10,5,13,1
328,7,-5,10,10,-4,7,12,-7,13,9,6,-4,6,9,3,4,11,6,14,3
329,8,-5,8,11,-2,9,11,-7,15,10,7,-4,6,9,4,4,11,6,13,4
330,7,-4,9,12,-2,8,12,-6,16,12,8,-1,8,10,4,6,10,7,12,4
331,10,-2,10,12,-2,9,11,-3,14,10,8,0,10,10,3,8,11,8,12,6
332,9,0,9,9,-2,8,9,-2,12,10,7,1,6,11,6,9,9,7,11,9
333,8,3,6,9,-4,8,9,-1,12,8,7,-2,7,10,5,7,9,8,10,9
334,8,4,5,10,-7,8,8,0,10,10,8,0,4,7,5,8,8,7,8,8
335,7,5,6,9,-5,7,6,0,7,9,5,-1,1,7,3,9,7,5,7,8
336,7,6,2,6,-6,4,7,-3,8,5,3,-4,0,4,5,6,7,-1,6,6
337,8,5,1,4,-7,3,5,-3,4,5,2,-4,-4,3,6,6,8,-1,3,3
338,5,6,-2,5,-5,5,5,-6,1,6,0,-3,-5,1,6,5,8,-3,1,0
339,5,8,-3,4,-4,2,2,-6,1,4,-2,-5,-5,-5,6,2,4,-4,2,-2
340,4,11,-3,1,-5,1,0,-7,2,4,-7,-4,-11,-8,7,-1,2,-8,2,-5
341,5,12,-4,0,-4,2,1,-6,0,3,-8,-3,-10,-9,9,-3,4,-9,1,-9
342,5,15,-2,1,-3,3,-1,-3,-3,2,-11,-2,-12,-12,7,-5,3,-10,1,-10
343,5,14,-4,1,2,1,-3,-3,-2,2,-13,1,-14,-15,6,-6,2,-10,0,-12
344,3,17,-2,2,2,0,-1,-2,2,0,-14,0,-15,-17,4,-10,2,-13,0,-12
345,0,13,-2,2,6,0,1,-1,0,2,-15,3,-17,-16,4,-11,0,-13,0,-16
346,3,11,3,2,10,-2,-1,3,-2,2,-13,6,-13,-16,2,-14,0,-12,-2,-13
347,0,12,4,0,11,-3,0,5,1,3,-12,10,-12,-18,1,-14,2,-13,0,-11
348,-1,5,4,1,14,-1,0,7,1,2,-11,12,-9,-12,2,-15,3,-10,2,-11
349,1,6,4,-1,14,0,0,11,3,3,-12,12,-7,-14,3,-12,2,-9,2,-12
350,0,5,4,2,17,0,0,13,1,4,-8,14,-7,-12,3,-12,1,-10,4,-10
351,0,4,5,3,14,2,1,15,1,2,-6,13,-5,-10,0,-12,1,-7,3,-9
352,3,4,6,3,13,4,1,13,-2,3,-5,11,-3,-8,5,-11,2,-8,3,-7
353,4,2,4,4,10,4,3,13,-1,4,-3,11,-1,-5,5,-9,3,-4,4,-5
354,3,-2,3,5,11,3,4,13,2,3,0,8,3,-4,4,-7,3,-3,4,-2
355,3,0,2,5,7,3,5,11,2,2,0,6,2,-1,4,-4,1,0,5,-3
356,4,-1,1,2,7,4,6,8,1,4,1,5,4,4,7,-3,2,1,4,-1
357,5,-1,1,0,4,4,2,5,0,1,5,4,7,5,4,1,6,2,4,-1
358,3,2,-2,1,2,4,2,5,-1,0,7,2,7,4,5,1,3,4,2,3
359,4,1,-2,2,1,2,1,4,-1,-2,6,2,7,5,5,1,2,5,-2,5
360,4,1,-2,1,-3,2,0,2,-3,-3,4,1,4,10,3,4,4,1,-2,3
361,1,1,-4,-4,-4,1,-3,1,-4,-4,4,-1,5,8,2,5,3,5,-3,2
362,-1,2,-5,-5,-5,-3,-4,-2,-7,-5,5,-1,4,7,0,5,-1,6,-6,4
363,-2,1,-7,-4,-3,-5,-5,-3,-8,-8,4,-2,5,9,-5,9,-3,4,-8,2
364,-7,0,-6,-7,-3,-6,-7,-2,-5,-9,3,-2,4,10,-6,8,-4,5,-7,2
365,-7,1,-8,-9,-6,-8,-8,-4,-8,-9,4,-4,3,6,-8,8,-7,4,-8,3
366,-8,-3,-11,-10,-3,-11,-8,-5,-9,-10,2,-3,-1,4,-10,7,-10,4,-10,4
367,-10,-5,-8,-7,-5,-7,-8,-6,-7,-8,1,-2,0,2,-7,4,-11,2,-10,3
368,-11,-8,-7,-8,-6,-6,-6,-5,-5,-8,1,-2,3,3,-11,1,-10,1,-10,5
369,-10,-7,-8,-7,-6,-7,-6,-5,-6,-5,2,-3,2,1,-8,-1,-11,3,-8,3
370,-10,-10,-7,-8,-4,-6,-7,-6,-5,-3,1,-1,1,2,-8,-2,-10,2,-7,5
371,-7,-12,-9,-6,-6,-7,-7,-4,-2,-6,4,-3,3,2,-7,-2,-9,3,-6,5
372,-7,-10,-7,-6,-4,-7,-6,-6,0,-4,5,-5,2,1,-7,-4,-8,4,-5,4
373,-9,-10,-7,-6,-4,-4,-3,-4,-2,-2,6,-5,5,2,-6,-5,-9,4,-5,7
374,-6,-11,-3,-5,-3,-6,-2,-1,-1,-1,6,-4,3,5,-3,-3,-7,5,-3,6
375,-3,-11,-1,-3,-3,-1,-3,-1,0,0,6,-2,4,4,-3,-2,-5,6,-4,6
376,-2,-11,0,-3,-2,1,-1,0,-2,2,7,0,7,6,-1,-1,-5,8,-1,8
377,-1,-10,3,0,0,5,-1,-1,-3,3,6,-2,7,7,2,1,-4,7,-1,8
378,-1,-10,6,1,0,3,1,2,0,4,8,0,7,7,0,2,-2,9,1,6
379,-4,-10,5,1,1,6,1,3,1,3,6,-2,8,8,4,3,-1,11,1,9
380,1,-9,7,3,0,6,2,2,0,3,3,-2,5,7,4,4,4,9,1,11
381,2,-9,8,1,0,6,2,-1,0,3,2,-2,8,8,2,7,4,7,0,10
382,2,-11,6,4,-1,2,0,-1,4,2,3,-3,7,8,3,6,6,8,1,7
383,3,-9,7,4,-1,2,1,-3,5,2,4,-3,6,7,3,7,6,5,4,8
384,4,-7,6,2,-2,1,3,-3,3,2,2,-5,5,5,5,9,7,4,3,5
385,4,-5,8,3,-3,1,1,-3,3,3,0,-8,3,6,4,7,6,2,3,3
386,1,-5,7,5,-6,2,3,-7,3,5,3,-8,1,6,3,6,7,4,5,4
387,4,-4,4,6,-10,2,6,-8,3,5,3,-9,2,4,4,7,7,4,6,5
388,4,-3,2,5,-8,1,5,-9,6,3,3,-12,2,2,3,5,6,1,4,-1
389,3,-1,4,5,-7,0,4,-9,8,5,2,-10,2,1,4,7,7,0,6,-2
390,2,0,6,7,-11,3,7,-11,7,5,2,-9,1,0,5,6,8,-1,8,-1
391,2,1,5,7,-13,3,8,-9,7,5,4,-11,-2,0,6,4,7,-1,10,-1
392,2,2,4,8,-10,4,9,-10,8,5,2,-8,1,1,6,2,8,-3,10,-1
393,1,4,3,8,-8,5,10,-9,7,6,1,-6,2,-1,7,4,9,-2,9,-2
394,3,5,4,7,-5,9,8,-6,10,9,1,-4,0,-1,7,3,9,0,9,1
395,4,6,4,8,-3,7,9,-1,10,10,1,2,-1,1,9,5,10,2,9,0
396,3,6,2,6,1,9,9,-1,8,9,3,2,-1,0,7,5,9,3,8,-1
397,4,6,5,8,3,10,7,3,8,7,3,5,-3,-1,6,5,10,2,10,-2
398,2,6,6,8,7,8,8,7,7,7,3,10,-2,0,8,3,9,3,8,-2
399,4,5,2,8,11,8,6,8,8,8,2,15,1,-1,6,2,6,2,10,-1
400,6,9,1,6,12,8,4,12,7,5,0,18,3,-2,5,3,7,1,5,0
401,6,8,5,6,14,7,3,14,5,4,1,17,0,-1,5,2,6,0,1,-1
402,5,8,3,4,16,4,2,15,1,3,-1,19,-4,0,4,3,3,0,1,-3
403,4,12,3,2,16,3,1,16,-1,1,-3,19,-4,-1,4,1,0,0,0,-3
404,3,11,3,1,18,2,1,17,-1,0,-3,17,-1,0,2,-3,-3,-3,-1,-1
405,2,13,3,-1,18,3,0,16,-3,-3,-5,18,-5,-4,1,-2,-4,-3,-3,-1
406,5,15,0,-2,18,-1,-3,15,-3,-2,-6,14,-6,-1,1,-4,-5,-4,-5,-2
407,4,15,1,-6,16,-4,-3,12,-4,-5,-6,11,-9,-5,-1,-7,-4,-5,-3,-3
408,2,17,1,-4,13,-5,-4,12,-5,-7,-8,7,-11,-6,-2,-7,-6,-8,-8,-4
409,0,18,0,-7,7,-7,-7,10,-8,-8,-12,4,-10,-6,-4,-8,-7,-11,-6,-8
410,-2,16,1,-7,5,-5,-7,8,-10,-7,-11,3,-12,-8,-7,-12,-8,-12,-8,-9
411,-4,16,0,-8,3,-7,-9,6,-10,-9,-12,2,-13,-10,-7,-9,-8,-15,-10,-9
412,-6,14,-2,-9,-3,-10,-8,1,-9,-6,-13,-4,-14,-13,-6,-14,-9,-15,-9,-10
413,-7,11,-3,-8,-5,-10,-8,0,-9,-9,-13,-6,-14,-14,-5,-15,-10,-15,-7,-13
414,-6,10,-2,-8,-7,-8,-7,-5,-6,-8,-12,-10,-13,-16,-6,-15,-9,-15,-8,-13
415,-10,9,-5,-7,-7,-7,-8,-7,-8,-8,-12,-11,-14,-15,-5,-15,-7,-14,-8,-13
416,-7,6,-6,-8,-9,-8,-8,-8,-9,-6,-15,-14,-11,-14,-5,-13,-9,-14,-8,-15
417,-8,4,-7,-7,-8,-8,-4,-8,-8,-6,-16,-14,-12,-16,-7,-12,-6,-12,-7,-15
418,-7,2,-9,-6,-11,-9,-6,-8,-5,-5,-15,-13,-10,-15,-7,-15,-7,-10,-7,-17
419,-8,-1,-9,-4,-10,-5,-5,-11,-4,-4,-12,-10,-8,-11,-6,-12,-5,-11,-5,-15
420,-9,1,-9,-4,-8,-7,-6,-9,-3,-5,-9,-12,-7,-11,-8,-10,-6,-4,-4,-12
421,-6,-1,-12,-6,-7,-6,-5,-9,-2,-4,-6,-8,-3,-9,-7,-8,-4,-5,-4,-12
422,-7,-1,-10,-6,-6,-5,-4,-9,-3,-3,-3,-8,0,-3,-7,-6,-4,-2,-4,-8
423,-7,-6,-13,-5,-5,-5,-4,-5,-3,-6,-1,-6,5,-1,-8,-4,-6,1,-4,-5
424,-4,-8,-11,-5,-1,-3,-3,-4,-1,-4,2,-3,6,2,-9,-3,-5,3,-3,-1
425,-4,-8,-9,-5,0,-4,-3,-1,-1,-6,5,1,8,6,-10,1,-3,6,-2,2
426,-6,-7,-9,-4,3,-3,-3,0,-2,-7,6,3,8,8,-7,4,-2,6,-2,4
427,-6,-8,-7,-3,3,-4,-2,3,-3,-6,9,6,10,10,-9,6,-2,8,-3,3
428,-3,-12,-6,-3,4,-5,-2,3,-3,-6,11,7,11,11,-5,8,-2,9,-1,7
429,-4,-10,-2,0,4,-2,-1,3,-2,-4,12,7,10,10,-5,7,-2,9,0,8
430,-4,-13,-1,0,4,-3,0,4,0,-4,13,5,10,11,-7,9,-1,10,-1,11
431,-2,-15,1,0,2,1,1,2,0,-3,12,4,11,11,-3,10,-2,11,-1,10
432,-3,-16,3,1,0,2,2,3,0,0,12,6,9,9,-2,9,-1,8,1,11
433,-2,-14,4,0,1,3,4,-1,1,0,11,1,11,7,0,10,-3,11,3,11
434,0,-13,5,1,-2,3,4,-2,2,2,12,0,10,9,2,8,-1,12,3,14
435,1,-12,6,5,0,4,6,-1,2,2,13,2,10,7,4,11,0,12,3,12
436,3,-10,7,5,0,3,4,-3,5,3,16,1,13,9,4,10,3,13,7,10
437,3,-7,5,6,-2,3,4,-3,7,3,12,0,9,8,6,9,3,12,7,12
438,5,-7,5,9,-4,4,4,-4,5,6,12,-1,9,7,7,11,3,13,5,11
439,5,-8,8,7,-3,5,4,-5,7,7,12,-1,11,7,6,10,2,12,4,12
440,7,-7,7,4,0,5,5,-3,6,6,9,-2,11,7,5,10,6,11,5,14
441,7,-6,7,6,-1,5,5,-3,6,8,7,-3,8,8,7,10,7,9,7,11
442,5,-7,6,8,0,6,8,-2,6,7,7,-4,6,8,10,9,5,11,6,13
443,7,-4,8,7,-1,7,7,-4,6,9,9,-1,7,10,9,8,8,10,7,10
444,7,-2,6,7,0,7,6,-3,6,8,10,-3,8,11,10,6,6,7,6,9
445,9,-1,4,9,-1,8,4,-2,7,7,10,-2,5,10,11,7,9,6,6,9
446,8,-5,4,8,1,7,6,-1,7,8,7,1,4,9,9,7,7,2,5,8
447,10,-5,4,7,1,7,5,-1,5,6,4,0,3,8,10,8,10,3,6,7
448,7,-2,3,6,0,6,4,-1,5,7,4,0,0,7,10,4,7,0,6,6
449,6,0,3,6,2,5,3,-1,3,7,3,-1,-1,7,10,5,9,-1,5,3
450,6,2,2,5,-1,6,3,1,3,4,4,-1,-1,3,7,3,8,-2,5,3
451,4,6,1,4,0,6,1,0,2,6,2,-1,-1,4,5,3,9,-1,4,1
452,6,9,2,2,1,3,2,2,1,4,0,1,0,1,5,3,7,0,3,1
453,3,11,3,1,1,1,3,3,1,1,-2,1,-1,1,2,2,4,0,-3,-1
454,1,12,3,1,3,1,-2,3,0,-1,-1,3,-1,-1,-1,1,3,0,0,-3
455,0,13,4,-1,1,3,0,4,0,-3,-1,3,0,0,-1,3,-1,-2,0,-1
456,-1,13,3,2,2,2,1,5,2,0,-1,6,-1,1,1,1,-3,-5,1,-3
457,0,11,4,3,3,0,1,7,3,-1,-2,5,-3,-2,0,2,-2,-4,2,-2
458,-2,14,5,2,0,1,2,4,4,1,-2,4,-2,-3,0,3,-5,-4,-1,-4
459,-1,13,5,0,1,2,1,5,2,-2,-3,4,-4,-3,0,0,-4,-3,0,-3
460,-2,14,7,2,0,3,3,5,4,3,-2,4,-3,-1,0,-1,-3,-4,4,-6
461,1,11,5,3,1,4,3,3,8,1,-3,6,-5,-3,0,-1,-2,-7,6,-4
462,-1,11,7,6,3,6,6,2,9,2,-3,4,-6,-2,1,-5,-3,-5,5,-6
463,2,11,4,6,3,7,6,1,6,4,-5,4,-7,-3,1,-4,-1,-6,7,-6
464,1,10,4,7,1,7,7,1,6,7,-5,3,-7,-5,4,-7,0,-6,7,-8
465,1,8,3,6,1,8,8,1,8,7,-7,2,-7,-4,6,-9,2,-6,7,-10
466,4,7,-1,7,-2,9,8,-2,8,6,-9,1,-6,-6,5,-11,2,-8,4,-9
467,6,7,-1,5,-3,8,7,0,6,9,-8,2,-9,-6,8,-9,2,-9,5,-7
468,5,7,-1,6,-2,7,5,1,5,9,-9,1,-10,-8,5,-9,3,-11,4,-9
469,6,8,-2,3,-2,6,4,-1,4,7,-8,-1,-10,-8,6,-10,4,-10,2,-7
470,6,8,-4,3,-3,2,1,0,3,3,-11,-1,-11,-11,6,-13,3,-10,1,-6
471,5,7,-4,2,-3,1,-3,-2,0,2,-10,-1,-11,-8,5,-12,4,-10,-1,-8
472,6,7,-5,0,-3,0,-5,-3,-2,2,-13,-2,-10,-9,1,-11,1,-12,-6,-9
473,4,7,-7,-4,-3,0,-7,-4,-5,-1,-13,-4,-11,-10,-1,-13,-1,-8,-8,-9
474,1,8,-8,-7,-4,-2,-8,-1,-9,-4,-13,-6,-9,-10,-2,-12,-4,-8,-6,-7
475,1,8,-8,-8,-4,-6,-9,-3,-11,-5,-14,-7,-10,-11,-4,-10,-3,-11,-10,-7
476,-4,6,-8,-12,-2,-7,-10,-4,-10,-6,-12,-6,-10,-11,-5,-9,-3,-11,-13,-7
477,-6,6,-8,-11,-3,-8,-11,-4,-11,-8,-10,-7,-7,-11,-7,-8,-6,-9,-11,-6
478,-9,3,-9,-10,-1,-12,-11,-2,-11,-8,-11,-8,-6,-8,-9,-7,-7,-8,-12,-6
479,-9,2,-10,-12,-1,-13,-14,-3,-11,-9,-11,-7,-8,-8,-11,-7,-8,-6,-14,-7
480,-12,-3,-11,-13,-1,-16,-12,-3,-12,-8,-10,-3,-8,-6,-10,-7,-9,-7,-13,-5
481,-13,-5,-6,-12,0,-16,-12,-3,-12,-7,-4,-4,-3,-6,-9,-5,-7,-6,-11,-7
482,-13,-7,-7,-10,-2,-16,-11,-3,-8,-8,-2,-1,-4,-4,-12,-3,-7,-6,-9,-5
483,-11,-12,-8,-9,1,-13,-11,-2,-9,-2,-2,-1,-1,-6,-10,-2,-6,-3,-9,-4
484,-15,-12,-7,-9,1,-11,-8,-1,-7,-2,4,-2,0,-2,-8,-3,-4,-2,-8,-2
485,-12,-15,-6,-6,1,-9,-6,0,-4,-3,3,1,2,2,-9,1,-4,2,-3,-2
486,-12,-16,-3,-5,3,-10,-4,1,-3,-2,7,5,6,1,-8,2,-4,4,-3,0
487,-10,-13,-3,-4,2,-6,-2,4,-1,-2,7,7,8,4,-8,4,-1,8,-1,5
488,-8,-15,0,-1,5,-3,1,4,-1,-3,9,5,8,6,-4,4,-2,8,-1,4
489,-5,-18,2,0,4,0,3,7,1,-3,9,7,9,7,-3,7,-1,9,1,8
490,-5,-14,3,0,4,1,4,7,1,0,12,8,13,11,-3,9,1,9,3,9
491,-3,-15,3,3,5,3,4,8,4,0,11,7,13,13,-2,10,3,11,1,12
492,0,-16,5,3,4,3,3,8,3,1,14,8,11,11,0,10,0,10,4,12
493,3,-12,8,3,4,4,5,7,4,0,14,6,16,11,0,15,2,13,3,13
494,2,-11,7,5,2,6,4,5,4,-2,14,4,14,14,0,15,3,11,4,14
495,5,-9,7,4,1,4,5,1,5,-1,14,0,14,12,3,16,1,11,6,13
496,5,-7,8,3,-1,3,6,2,6,0,13,0,15,13,3,14,2,15,4,12
497,5,-5,6,2,2,4,3,1,5,-2,13,0,12,12,2,12,4,15,4,11
498,5,0,4,3,2,3,4,0,3,-1,14,-3,12,15,3,14,2,15,2,14
499,6,3,2,5,1,4,4,-1,2,-1,13,-3,13,14,3,14,2,15,2,12
500,5,2,6,2,-3,3,1,-2,2,0,14,-3,11,15,2,14,1,13,-1,12
501,3,6,4,3,0,2,0,-4,3,1,15,-1,10,13,4,12,3,14,-2,13
502,1,6,4,-2,2,0,1,-4,1,3,13,1,6,13,3,12,1,13,1,12
503,4,7,2,0,1,0,2,-2,1,4,13,1,6,12,3,10,-2,10,0,11
504,1,7,1,1,1,-2,0,-1,1,1,12,1,6,11,0,11,-3,10,0,11
505,0,8,1,1,3,1,1,0,-1,3,6,3,5,10,-1,9,0,10,0,11
506,0,9,2,1,3,0,1,2,2,2,6,2,5,8,-2,7,0,8,1,8
507,1,8,0,3,3,2,2,2,3,5,6,2,3,6,-3,2,3,6,1,6
508,1,5,2,1,5,4,1,3,4,9,2,2,1,4,1,4,2,1,3,5
509,2,5,5,4,4,7,4,2,4,8,-1,3,-3,1,1,3,4,-1,4,5
510,3,5,5,6,3,6,5,3,7,9,-3,3,-4,2,5,1,7,-3,5,2
511,4,4,4,9,6,6,6,2,8,10,-2,3,-1,0,6,-2,8,-5,8,0
512,7,4,1,9,5,9,9,1,9,10,-4,1,-2,-3,7,-1,7,-4,6,-4
513,8,3,4,8,7,9,11,3,9,11,-6,2,-5,-2,10,-4,8,-5,9,-4
514,10,3,4,9,4,9,10,2,13,12,-5,0,-6,-5,9,-6,12,-8,9,-6
515,11,2,5,10,2,7,9,4,11,8,-6,0,-7,-5,8,-6,11,-9,7,-7
516,8,3,5,11,3,9,11,4,11,12,-8,-2,-7,-5,10,-6,12,-7,9,-7
517,10,5,4,11,1,9,7,3,10,8,-9,-2,-10,-7,9,-6,11,-7,9,-9
518,8,7,6,7,-1,9,6,3,9,6,-7,0,-7,-6,7,-6,9,-7,9,-11
519,8,11,4,5,-5,9,6,4,9,7,-6,-1,-9,-7,6,-6,9,-10,8,-10
520,9,9,3,7,-7,8,5,0,8,7,-7,-3,-11,-8,6,-8,7,-9,6,-12
521,9,13,3,5,-6,7,3,-3,5,5,-9,-4,-12,-9,6,-7,5,-10,5,-12
522,5,14,3,3,-8,6,2,-5,2,1,-10,-6,-11,-9,3,-9,5,-14,1,-12
523,4,12,2,3,-12,6,1,-8,2,2,-11,-8,-15,-10,0,-9,4,-16,1,-14
524,4,15,-1,2,-12,2,0,-9,-3,2,-11,-10,-17,-13,1,-10,0,-15,1,-16
525,-1,13,-2,2,-10,2,2,-13,-2,0,-14,-10,-16,-15,2,-13,-2,-16,0,-17
526,0,11,-4,-3,-13,2,-1,-13,-2,0,-16,-11,-15,-15,0,-13,-2,-14,-1,-17
527,-1,10,-6,-1,-14,1,-3,-13,-3,0,-16,-10,-17,-17,0,-13,-2,-17,-2,-18
528,-3,8,-5,-2,-11,2,-2,-14,-4,0,-18,-10,-16,-19,0,-18,-3,-18,0,-19
529,-2,6,-2,-3,-9,3,0,-14,-1,-4,-15,-8,-15,-20,0,-19,-2,-16,1,-17
530,-2,5,-5,-5,-5,2,0,-11,1,-1,-16,-7,-12,-18,1,-17,-2,-13,0,-13
531,-2,1,-5,-1,-3,2,-1,-9,-1,0,-13,0,-9,-15,1,-13,-2,-7,0,-11
532,-2,-1,-7,-1,2,1,1,-6,0,-2,-9,3,-6,-15,1,-14,-2,-8,0,-9
533,-2,-6,-8,0,4,2,0,0,1,-2,-7,6,-2,-13,1,-11,-2,-2,-2,-7
534,-1,-9,-7,-1,6,0,-1,2,-1,-2,-3,10,2,-7,2,-8,0,0,1,-4
535,-1,-9,-7,-1,11,2,-1,9,-2,-1,-3,14,3,-1,2,-6,0,4,-2,-1
536,-3,-15,-7,-3,13,1,-3,13,-3,-1,3,15,6,3,-1,-2,0,7,0,4
537,-3,-15,-7,-3,14,1,-2,15,-4,-2,5,18,9,7,0,0,3,10,2,4
538,-3,-15,-6,-5,17,-2,-3,18,-4,-2,5,19,10,7,0,2,0,11,-2,7
539,-4,-15,-2,-2,18,-4,-3,18,-4,-4,8,20,12,10,-2,6,0,13,-5,8
540,-3,-14,-5,0,19,-4,-4,17,-5,-3,9,18,11,13,-2,9,0,12,-4,9
541,-3,-15,-5,-2,18,-7,-7,16,-6,-2,10,16,11,16,-1,8,-3,13,-5,11
542,-2,-14,-3,-3,14,-8,-7,13,-6,-5,11,15,12,17,-1,10,-5,12,-9,12
543,-4,-13,0,-2,12,-7,-9,13,-8,-5,11,12,10,13,-3,10,-8,9,-9,14
544,-4,-9,0,-6,8,-9,-11,8,-9,-5,9,6,7,9,-3,12,-9,10,-12,11
