,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
545,-5,-9,-1,-7,6,-9,-11,6,-12,-9,11,3,9,10,-4,12,-12,7,-12,8
546,-8,-8,0,-11,3,-11,-12,2,-13,-11,11,1,10,11,-6,13,-12,5,-14,7
547,-9,-4,1,-12,-1,-12,-12,0,-15,-12,9,-2,9,10,-9,11,-13,7,-16,5
548,-10,-2,-1,-13,-3,-15,-13,-2,-16,-12,7,-4,8,10,-7,11,-17,4,-16,10
549,-10,-1,1,-12,-5,-15,-12,-4,-14,-12,5,-7,8,10,-9,7,-16,6,-15,6
550,-13,-2,-1,-11,-7,-13,-9,-7,-15,-14,8,-7,10,9,-10,7,-16,7,-13,5
551,-11,2,1,-13,-8,-11,-12,-7,-12,-13,12,-8,10,8,-11,8,-17,6,-12,5
552,-12,0,3,-11,-10,-12,-7,-8,-12,-13,10,-9,8,7,-13,9,-16,8,-9,6
553,-13,0,0,-9,-12,-12,-9,-10,-8,-14,11,-8,8,7,-14,8,-14,8,-7,8
554,-14,-2,2,-8,-12,-9,-8,-10,-5,-14,12,-9,12,8,-12,7,-12,8,-7,9
555,-12,4,1,-6,-13,-8,-4,-11,-2,-10,11,-10,9,9,-12,4,-8,8,-3,8
556,-10,-1,1,-3,-10,-4,-3,-10,-4,-8,11,-9,8,9,-11,4,-7,11,1,7
557,-8,-1,1,-1,-7,-2,-1,-8,1,-5,9,-6,9,11,-8,4,-3,10,2,7
558,-6,-1,1,0,-5,-3,0,-5,4,-2,10,-4,8,11,-5,4,1,10,4,8
559,-4,-4,0,3,-3,0,2,-6,8,1,9,-1,9,12,-3,6,3,10,3,7
560,-1,-4,2,4,0,3,4,-5,7,4,7,0,11,13,-2,10,4,12,7,8
561,2,-3,4,6,2,4,6,-1,9,5,10,4,12,12,-3,10,7,11,9,11
562,3,0,4,10,6,6,7,2,11,8,11,5,11,14,2,8,11,11,9,10
563,5,0,5,9,4,7,7,3,13,8,11,5,10,14,3,9,10,10,11,10
564,8,2,6,10,6,11,7,6,11,9,10,9,9,14,6,12,11,11,11,13
565,11,1,4,10,8,10,9,5,11,10,11,10,8,11,7,12,10,10,10,14
566,8,3,5,13,11,12,10,7,11,11,10,7,10,9,10,12,11,7,9,11
567,8,3,7,10,9,11,10,9,8,10,7,7,6,6,11,10,13,4,9,12
568,8,6,8,8,9,11,10,7,9,9,4,8,4,7,10,7,12,2,10,11
569,8,9,7,9,6,11,11,8,7,11,2,6,2,5,11,8,14,-1,11,8
570,7,9,6,9,3,10,12,6,9,11,1,0,-3,1,11,8,14,-3,9,4
571,8,10,5,11,2,13,10,2,10,13,-3,-2,-8,-2,11,7,12,-4,10,-1
572,7,11,4,10,-2,13,12,2,10,16,-6,-5,-9,-7,10,3,14,-10,10,-6
573,7,14,4,10,-7,10,11,0,8,15,-10,-7,-14,-10,8,1,13,-12,12,-9
574,6,12,2,8,-10,10,9,-1,6,14,-16,-10,-17,-14,11,-5,13,-15,12,-11
575,6,11,1,11,-8,11,8,-6,12,12,-19,-13,-16,-17,12,-10,13,-19,11,-15
576,8,13,3,11,-13,12,8,-10,12,13,-19,-13,-22,-17,12,-12,10,-21,11,-19
577,8,11,0,11,-14,10,8,-11,10,10,-19,-15,-24,-22,12,-13,7,-21,9,-22
578,9,11,1,11,-12,9,8,-9,9,9,-20,-13,-22,-22,10,-17,8,-22,7,-23
579,9,11,-2,10,-12,9,7,-10,8,8,-21,-12,-24,-25,12,-22,7,-24,7,-23
580,8,11,-2,7,-12,8,6,-12,7,6,-20,-11,-23,-23,9,-20,7,-21,7,-24
581,8,8,-3,8,-10,6,5,-10,6,3,-19,-11,-19,-20,8,-21,5,-18,3,-22
582,9,7,-3,7,-7,5,5,-6,3,4,-17,-5,-18,-20,8,-21,3,-15,5,-22
583,8,7,-3,5,-6,3,4,-6,5,1,-12,-4,-15,-18,7,-19,1,-15,3,-19
584,8,4,-4,2,0,2,4,-6,4,0,-12,-2,-11,-15,6,-19,-2,-15,1,-16
585,6,3,-2,1,0,3,5,-2,2,0,-11,1,-9,-13,3,-18,-1,-11,0,-14
586,5,1,-2,-1,3,4,1,1,1,-1,-8,2,-7,-11,4,-18,-2,-9,-1,-13
587,5,-1,-3,0,8,1,-1,3,1,-2,-5,6,-4,-9,2,-12,-1,-7,0,-9
588,5,-4,1,-1,9,0,1,5,0,-5,-5,9,-1,-5,3,-10,-2,-3,1,-8
589,4,-4,1,0,9,0,1,6,0,-5,-3,9,2,-3,3,-9,-3,1,-1,-6
590,-1,-5,0,-3,8,0,-3,9,1,-4,3,10,1,-3,0,-7,-3,2,-3,-5
591,0,-6,3,-4,9,0,-4,12,-2,-5,2,12,3,1,-2,-3,-3,0,-1,-1
592,0,-8,4,-2,12,-1,-2,9,-3,-1,3,10,2,1,-3,-1,-3,4,-3,-1
593,-2,-10,4,-2,12,-3,-5,10,-3,-3,5,11,5,1,-2,0,-3,4,-3,0
594,-3,-10,5,-3,13,-1,-5,11,-4,-2,2,11,6,3,-5,0,-3,4,-5,2
595,-4,-9,3,-4,13,-5,-5,12,-5,-4,4,10,6,5,-5,1,-4,9,-7,3
596,-5,-10,1,-5,11,-3,-7,11,-5,-3,4,12,7,6,-5,4,-5,8,-5,6
597,-7,-11,0,-6,10,-4,-7,12,-9,-4,8,10,8,6,-7,3,-5,7,-7,5
598,-8,-9,3,-6,10,-7,-8,8,-8,-5,10,10,10,7,-6,5,-4,11,-8,6
599,-9,-6,1,-4,7,-7,-8,8,-8,-5,10,7,8,8,-6,7,-5,10,-8,7
600,-8,-6,1,-6,4,-8,-8,5,-8,-8,10,6,9,10,-5,9,-6,9,-7,8
601,-10,-7,-2,-7,2,-9,-10,3,-8,-5,10,2,10,7,-8,8,-7,11,-8,8
602,-9,-7,-5,-10,1,-10,-8,1,-7,-7,8,0,9,9,-7,9,-10,11,-9,10
603,-8,-8,-3,-11,1,-11,-7,-1,-9,-7,10,0,6,7,-7,11,-9,10,-8,10
604,-8,-8,-3,-10,-5,-8,-9,-2,-9,-6,10,-4,8,7,-7,11,-8,8,-9,8
605,-7,-8,-3,-10,-6,-9,-9,-1,-10,-7,8,-8,7,8,-8,9,-8,5,-10,9
606,-8,-7,-2,-10,-5,-8,-7,-5,-10,-7,4,-7,6,8,-4,6,-8,7,-9,9
607,-7,-4,-2,-9,-6,-10,-9,-5,-8,-7,7,-5,7,8,-5,7,-9,5,-10,9
608,-6,-6,-4,-11,-3,-11,-9,-6,-6,-8,6,-5,9,7,-6,6,-5,4,-10,7
609,-9,-3,-5,-9,-2,-10,-7,-4,-7,-9,5,-7,9,6,-6,6,-6,3,-9,7
610,-8,-2,-2,-8,-4,-8,-7,-4,-9,-9,7,-6,7,8,-5,9,-5,5,-11,8
611,-8,-1,-2,-8,-2,-7,-8,-2,-8,-11,8,-5,9,5,-8,9,-6,4,-8,7
612,-8,-1,-3,-8,-2,-8,-9,0,-7,-11,9,-5,9,5,-8,8,-5,7,-6,5
613,-6,1,-5,-7,-2,-9,-6,1,-10,-11,9,-3,11,7,-7,8,-5,9,-4,6
614,-6,-2,-2,-5,0,-8,-7,3,-8,-8,10,-1,8,7,-8,9,-8,11,-4,7
615,-8,0,0,-5,5,-9,-5,4,-6,-7,10,-2,8,7,-9,11,-5,12,-5,8
616,-10,0,0,-7,1,-8,-2,4,-4,-6,11,-1,12,6,-8,12,-5,13,-1,7
617,-8,0,3,-3,0,-6,-2,1,-3,-3,10,-2,8,7,-8,12,-4,11,-1,9
618,-5,2,4,-4,-1,-4,1,0,0,-3,12,-1,9,8,-5,13,-3,11,3,8
619,-5,6,4,1,-3,-2,0,-1,3,0,10,-1,10,8,-5,13,-1,8,2,6
620,-1,3,6,1,-7,-1,3,-3,5,0,8,-5,7,7,-4,10,-1,6,5,6
621,2,4,5,4,-8,0,3,-6,7,3,7,-5,5,6,-1,9,2,5,6,6
622,2,4,5,6,-9,4,8,-9,9,6,6,-8,4,4,-3,8,4,1,10,4
623,3,6,5,7,-10,6,11,-9,11,6,3,-6,-1,3,3,4,7,-2,11,2
624,5,6,6,8,-10,8,11,-10,12,9,-1,-7,-4,2,6,4,7,-3,12,1
625,7,6,3,9,-9,9,12,-10,14,10,-2,-6,-5,-1,8,4,12,-4,14,-2
626,9,7,3,12,-9,12,14,-12,13,11,-6,-8,-8,-5,10,-2,15,-7,12,-5
627,9,8,6,12,-9,12,14,-10,13,9,-7,-6,-9,-5,11,-6,16,-11,12,-8
628,10,7,6,11,-6,14,13,-10,14,10,-12,-5,-12,-4,11,-9,12,-10,14,-8
629,11,6,6,10,-4,13,14,-7,14,13,-12,-2,-11,-5,12,-11,13,-11,13,-8
630,13,6,0,13,-1,11,11,-6,12,13,-11,-3,-14,-7,13,-13,15,-13,12,-10
631,14,7,2,13,4,11,11,-4,13,13,-13,0,-14,-9,12,-13,14,-13,13,-10
632,12,6,1,12,3,12,10,0,13,13,-13,3,-14,-8,13,-13,12,-10,13,-10
633,13,5,-1,13,4,13,12,2,11,13,-14,5,-12,-8,13,-14,13,-12,13,-11
634,13,8,-2,14,7,13,10,3,9,14,-16,5,-13,-9,14,-11,12,-13,11,-11
635,12,7,-3,12,10,13,11,6,9,15,-14,6,-12,-10,13,-11,10,-12,12,-11
636,12,7,-3,11,10,12,10,8,10,14,-14,8,-12,-11,14,-8,10,-11,10,-9
637,11,6,-3,11,10,10,9,6,9,13,-13,7,-10,-10,12,-8,7,-10,8,-8
638,12,7,-2,12,9,9,9,6,7,14,-13,7,-11,-9,15,-9,6,-10,8,-10
639,13,7,-3,9,10,9,8,8,9,11,-9,7,-11,-8,12,-7,4,-8,6,-9
640,11,7,-2,10,8,7,5,9,7,11,-9,10,-9,-9,13,-8,4,-10,4,-9
641,12,7,-4,8,8,6,7,8,5,10,-9,9,-8,-9,12,-7,5,-8,3,-9
642,8,4,-4,8,8,6,5,8,3,7,-7,11,-9,-7,12,-7,4,-9,1,-8
643,6,3,-3,5,10,7,6,10,1,4,-6,9,-4,-5,8,-9,1,-8,0,-8
644,7,2,-2,1,11,5,2,8,0,2,-6,10,-3,-5,7,-9,0,-7,-1,-6
645,7,1,-2,-1,9,2,-1,8,-3,1,-6,11,-3,-5,6,-8,-1,-3,-2,-7
646,4,-1,0,-3,8,0,-3,8,-7,-2,-7,11,-2,-4,5,-7,-1,-4,-3,-6
647,2,-1,2,-3,10,1,-5,8,-6,-6,-2,9,0,-3,1,-8,0,-3,-5,-3
648,0,-5,0,-7,8,-1,-5,9,-6,-6,-3,8,1,-1,1,-10,0,0,-7,0
649,1,-7,1,-7,7,-5,-4,7,-7,-7,-3,7,2,-2,-3,-7,-4,1,-5,1
650,-1,-8,2,-6,6,-2,-6,8,-9,-9,0,5,3,-1,-6,-5,-4,1,-5,2
651,-2,-6,3,-6,1,-5,-6,1,-7,-9,0,4,6,2,-5,-3,-2,2,-6,0
652,-6,-9,1,-6,3,-4,-7,4,-6,-10,2,2,3,6,-7,-1,-4,4,-7,1
653,-8,-9,2,-8,-2,-7,-10,1,-8,-9,2,-1,5,5,-5,0,-4,3,-10,-1
654,-9,-9,4,-9,-3,-10,-10,-3,-9,-9,4,-3,7,6,-9,2,-5,4,-12,3
655,-9,-8,5,-11,-7,-9,-12,-4,-11,-11,6,-5,5,6,-8,4,-6,3,-10,1
656,-11,-7,5,-13,-8,-9,-15,-3,-11,-11,7,-6,5,4,-11,3,-7,6,-11,2
657,-15,-5,3,-10,-9,-12,-14,-6,-12,-12,9,-8,6,7,-13,5,-9,5,-13,2
658,-19,-5,2,-14,-9,-16,-14,-8,-15,-13,7,-9,8,5,-13,6,-11,6,-16,5
659,-18,-2,4,-13,-9,-16,-13,-8,-17,-13,7,-11,9,7,-15,8,-14,11,-18,5
660,-18,-4,0,-17,-10,-14,-17,-9,-16,-11,10,-8,12,8,-14,8,-18,12,-19,9
661,-19,-2,3,-19,-7,-18,-19,-8,-19,-14,11,-9,11,7,-17,9,-17,12,-18,9
662,-19,-2,1,-18,-6,-16,-18,-11,-17,-18,13,-8,13,8,-18,9,-17,14,-18,10
663,-22,-4,-1,-17,-6,-15,-16,-8,-17,-16,13,-7,13,10,-20,12,-19,15,-17,12
664,-20,-5,0,-17,-6,-17,-13,-6,-16,-16,13,-8,12,11,-19,13,-20,14,-15,13
665,-18,-5,-3,-14,-7,-12,-13,-7,-12,-16,13,-5,11,11,-17,13,-16,14,-14,13
666,-18,-3,-4,-11,-7,-13,-11,-5,-8,-14,17,-6,14,13,-15,15,-14,13,-8,13
667,-15,-3,-6,-10,-6,-11,-7,-4,-7,-8,16,-8,15,15,-13,15,-10,15,-5,13
668,-12,-4,-6,-6,-4,-7,-3,-4,-3,-6,15,-7,12,15,-10,15,-7,13,-4,16
669,-9,-7,-5,-2,-4,-5,-1,-3,2,-3,14,-4,13,12,-9,16,-4,13,-1,15
670,-6,-4,-4,-1,-5,-2,3,-3,3,1,12,-4,9,13,-5,15,-2,14,4,16
671,-1,-3,-5,3,-4,-2,7,-2,2,4,11,-1,9,12,-2,15,-1,12,8,13
672,3,-3,-4,5,-2,3,8,-1,7,7,10,-2,7,11,1,15,4,9,9,13
673,5,-1,-3,10,-3,4,9,0,8,7,9,-2,4,12,1,11,7,7,10,10
674,8,0,-3,12,-2,9,10,1,10,9,8,0,3,11,6,11,7,6,11,9
675,12,0,-1,13,-2,10,11,-1,11,10,5,0,2,6,8,8,12,2,10,6
676,13,2,2,14,0,11,10,2,9,11,3,-1,1,5,9,7,13,-1,13,4
677,14,4,2,12,3,10,11,1,12,9,-1,0,-3,4,12,4,12,-2,12,2
678,16,3,4,11,3,10,11,2,12,11,-2,2,-3,1,11,3,10,-3,11,-1
679,15,6,7,11,2,11,11,3,14,11,-2,1,-3,0,8,2,8,-5,11,-1
680,13,7,8,10,1,12,10,2,11,9,-2,1,-5,-1,10,-3,9,-7,10,-6
681,15,6,10,11,3,10,11,2,12,10,-4,0,-7,-3,10,-3,7,-7,9,-7
682,14,4,11,8,3,11,11,2,12,10,-6,-1,-7,-5,11,-6,8,-11,10,-10
683,11,5,8,8,2,12,9,2,9,9,-7,-2,-8,-6,9,-8,5,-10,9,-9
684,9,3,8,6,1,9,11,-1,8,9,-6,-1,-10,-6,8,-10,7,-11,8,-9
685,7,6,7,8,0,9,9,-1,8,8,-7,0,-9,-6,7,-12,7,-10,9,-10
686,6,5,6,6,3,9,7,0,9,7,-8,0,-9,-10,5,-11,7,-11,9,-11
687,6,8,3,6,-1,11,10,0,10,8,-9,-2,-9,-10,7,-9,7,-12,9,-10
688,6,4,0,7,0,8,9,-3,9,9,-11,-1,-12,-10,9,-10,7,-12,8,-12
689,7,5,0,6,-1,7,8,0,8,8,-10,2,-11,-12,7,-11,8,-9,8,-12
690,5,5,-3,7,0,8,10,1,9,9,-11,0,-10,-13,7,-11,9,-11,11,-12
691,5,5,-5,8,0,9,10,2,7,12,-13,1,-12,-11,6,-12,9,-8,11,-11
692,7,4,-4,7,2,10,12,2,9,8,-10,1,-11,-10,8,-10,8,-7,9,-12
693,8,0,-6,7,6,10,10,2,11,10,-9,4,-11,-11,8,-7,8,-8,8,-8
694,6,-1,-4,9,2,8,7,3,11,9,-8,5,-11,-14,7,-7,9,-8,9,-9
695,6,1,-6,11,5,9,10,4,11,9,-7,8,-12,-9,8,-7,9,-8,11,-9
696,9,-2,-4,12,7,7,11,4,11,10,-6,7,-9,-7,9,-7,7,-5,12,-8
697,8,-2,-3,11,8,8,11,7,11,9,-7,9,-8,-7,7,-7,8,-3,10,-8
698,6,-3,-2,12,9,7,11,8,11,11,-8,9,-8,-4,9,-6,9,-3,9,-7
699,10,-4,-2,10,11,7,9,9,10,9,-7,10,-8,-5,8,-6,9,-5,9,-4
700,15,0,-1,11,12,7,9,9,11,8,-6,11,-5,-4,11,-6,9,-7,7,-4
701,13,-1,3,8,10,7,8,10,11,10,-5,11,-5,-6,12,-4,7,-8,7,-3
702,10,-1,3,7,9,6,6,11,10,9,-6,11,-6,-6,11,-5,4,-5,4,-2
703,11,1,5,4,12,7,4,9,6,6,-4,11,-4,-7,12,-5,4,-5,1,-1
704,8,3,8,4,12,6,0,13,4,2,-4,9,-4,-6,8,-6,2,-5,-3,-2
705,7,3,7,-1,12,2,-5,13,-3,0,-2,7,-4,-6,5,-7,0,-4,-6,-1
706,5,4,9,-3,11,0,-7,12,-6,-2,-3,7,-4,-7,5,-5,-2,-4,-9,-2
707,1,3,11,-7,9,-7,-12,12,-12,-6,-3,8,-1,-3,3,-6,-7,-4,-12,-2
708,-2,3,7,-9,6,-7,-16,11,-14,-9,-3,4,-1,-4,-1,-5,-9,-2,-15,-1
709,-7,5,4,-12,2,-11,-18,7,-18,-11,0,4,2,-5,-7,-4,-10,0,-18,1
710,-11,5,7,-16,-2,-14,-20,7,-24,-17,-1,-2,2,-3,-11,-2,-12,0,-18,-1
711,-13,5,4,-21,-2,-15,-22,4,-23,-18,3,-3,4,-3,-14,-3,-18,0,-20,-1
712,-17,3,1,-21,-6,-20,-22,0,-25,-22,4,-7,6,0,-17,-1,-20,2,-21,2
713,-18,1,0,-20,-10,-20,-21,-4,-25,-21,4,-10,8,2,-19,-1,-20,6,-21,3
714,-20,-4,-3,-20,-13,-22,-22,-8,-23,-21,5,-12,8,5,-23,3,-17,6,-19,5
715,-21,-3,-5,-20,-13,-21,-18,-11,-21,-23,8,-14,10,8,-25,4,-16,6,-18,4
716,-22,-3,-6,-18,-14,-19,-15,-14,-16,-22,7,-16,9,8,-25,6,-15,9,-18,5
717,-22,-5,-9,-17,-18,-19,-14,-18,-14,-18,9,-15,13,12,-23,7,-14,12,-13,7
718,-21,-9,-7,-13,-16,-18,-13,-17,-11,-15,12,-16,15,13,-21,9,-12,12,-11,10
719,-19,-9,-10,-13,-18,-15,-8,-18,-11,-17,12,-15,16,15,-16,12,-10,11,-10,11
720,-17,-8,-8,-9,-15,-12,-4,-17,-8,-14,13,-13,15,16,-16,13,-10,12,-10,10
721,-16,-9,-8,-7,-14,-8,-8,-17,-5,-8,14,-12,17,18,-13,13,-12,14,-6,13
722,-12,-6,-11,-6,-11,-5,-5,-15,-2,-7,14,-11,16,15,-10,13,-9,13,-2,10
723,-10,-8,-8,-5,-9,-2,-2,-13,-2,-6,15,-7,16,16,-6,11,-7,13,0,12
724,-9,-7,-7,-3,-6,-2,0,-9,-1,-4,13,-5,16,15,-4,13,-6,18,3,12
725,-7,-4,-3,-2,-1,-3,1,-8,-1,1,14,-2,13,16,-4,14,-5,15,1,15
726,-6,-3,0,0,3,0,0,-1,3,0,14,3,12,14,0,16,-3,13,1,12
727,-6,-1,2,1,3,1,1,1,2,1,10,5,12,15,1,17,-4,13,2,12
728,-3,1,4,2,6,-1,0,3,2,0,12,6,11,13,2,17,-3,11,4,12
729,0,1,4,3,7,3,1,3,2,3,13,6,9,11,2,17,-1,10,5,9
730,0,2,6,6,10,5,2,6,3,5,8,8,7,9,3,18,0,11,6,10
731,3,4,7,8,9,4,6,7,5,6,7,9,5,9,6,13,5,9,8,9
732,2,6,6,6,8,5,6,8,8,7,8,9,6,7,6,12,5,7,11,6
733,4,6,6,7,8,5,8,9,9,9,4,7,4,6,8,10,6,4,7,4
734,6,8,6,5,9,4,9,5,8,10,4,8,2,5,7,7,9,5,7,5
735,10,6,9,8,10,7,9,8,6,10,2,8,0,4,10,5,10,4,9,5
736,12,7,8,10,9,7,9,10,9,7,0,9,-1,2,9,1,9,-2,9,3
737,11,10,5,9,9,7,9,7,8,7,-2,7,-1,1,8,-1,10,-3,6,2
738,14,9,4,9,6,7,10,7,6,7,-3,4,-3,-2,10,-4,8,-5,7,0
739,12,9,2,9,8,7,8,7,8,9,-3,8,-5,-3,11,-5,11,-7,9,-3
740,12,7,2,9,6,7,8,6,8,6,-5,5,-5,-4,9,-8,13,-8,8,-2
741,11,6,0,10,6,8,8,6,7,6,-6,2,-8,-5,10,-9,11,-8,9,-3
742,11,7,-2,9,8,7,8,5,8,8,-9,0,-8,-6,11,-9,13,-9,9,-7
743,9,3,-2,7,4,6,6,2,9,7,-8,1,-9,-9,8,-10,14,-10,7,-9
744,6,2,-3,7,5,8,8,2,10,8,-7,2,-12,-9,10,-11,15,-11,8,-11
745,5,1,-6,8,5,8,5,0,12,9,-8,1,-9,-10,11,-14,12,-12,7,-11
746,4,1,-6,9,3,10,8,1,11,10,-8,0,-10,-9,9,-12,12,-14,9,-13
747,2,2,-4,9,1,12,8,1,14,11,-9,0,-12,-12,9,-12,14,-14,12,-12
748,3,-2,-4,9,1,10,10,2,13,9,-13,2,-14,-12,10,-13,13,-12,11,-12
749,4,2,-5,9,1,11,12,3,12,13,-13,3,-12,-11,12,-11,16,-14,12,-15
750,6,0,-1,10,2,14,11,1,12,14,-12,2,-12,-13,13,-12,14,-13,13,-14
751,8,3,-1,10,3,11,11,1,12,13,-12,1,-14,-14,13,-12,14,-13,11,-16
752,6,1,1,12,3,12,10,2,9,13,-13,0,-13,-13,12,-11,14,-14,10,-12
753,8,3,2,11,4,11,9,4,9,9,-12,2,-15,-14,11,-12,13,-13,8,-15
754,9,6,3,8,7,11,8,4,7,6,-9,4,-13,-13,9,-8,9,-10,7,-14
755,6,6,5,7,3,10,7,6,5,4,-10,4,-9,-10,10,-10,8,-10,5,-12
756,7,5,5,5,2,8,5,6,4,3,-9,3,-9,-12,8,-10,4,-7,4,-10
757,7,6,6,3,3,4,3,2,3,3,-7,4,-5,-10,6,-4,1,-7,2,-10
758,4,6,4,1,2,3,-2,4,-1,-4,-4,5,-4,-9,5,-6,-2,-4,-3,-7
759,3,6,2,-3,-1,-1,-4,2,-7,-6,-5,1,-2,-5,3,-4,-8,-3,-4,-4
760,1,5,6,-5,-4,-3,-7,2,-4,-9,-4,1,-1,-5,-2,-2,-9,-2,-7,-2
761,0,5,3,-9,-3,-3,-9,0,-7,-11,0,2,-2,-3,-4,0,-10,1,-8,0
762,-2,4,2,-9,-5,-7,-10,-1,-9,-15,1,-2,0,-1,-6,2,-11,3,-11,1
763,-5,2,1,-13,-7,-10,-12,-2,-13,-12,2,-5,-2,1,-7,0,-13,3,-12,3
764,-7,-1,1,-14,-9,-12,-11,-4,-17,-13,0,-7,0,2,-9,3,-17,2,-12,1
765,-9,-2,-5,-12,-10,-12,-11,-6,-13,-11,0,-8,2,3,-11,4,-15,6,-13,5
766,-10,-3,-2,-12,-12,-12,-12,-7,-14,-9,2,-9,6,1,-12,3,-14,6,-13,4
767,-8,-6,-5,-12,-12,-13,-10,-7,-15,-10,2,-9,4,1,-12,2,-16,6,-13,6
768,-9,-6,-7,-11,-11,-12,-10,-5,-13,-10,3,-8,3,3,-10,4,-12,5,-11,8
769,-9,-6,-8,-12,-9,-11,-12,-7,-12,-8,3,-8,6,3,-12,6,-12,3,-9,7
770,-9,-10,-9,-9,-8,-11,-12,-11,-13,-8,5,-7,4,5,-10,1,-11,5,-10,6
771,-10,-10,-6,-10,-7,-12,-10,-7,-15,-8,5,-7,4,4,-9,2,-10,6,-9,6
772,-11,-9,-7,-8,-7,-12,-11,-8,-10,-7,7,-7,5,5,-8,2,-11,4,-10,5
773,-8,-10,-5,-10,-3,-8,-11,-9,-9,-5,7,-6,10,6,-9,3,-11,5,-10,7
774,-9,-9,-3,-8,-1,-11,-10,-5,-10,-8,5,-6,9,9,-9,4,-8,8,-8,7
775,-7,-10,-3,-6,2,-9,-7,-6,-8,-8,8,-5,8,8,-12,5,-8,12,-8,8
776,-8,-7,-1,-7,0,-8,-6,-3,-7,-5,9,-2,10,8,-11,5,-6,7,-4,9
777,-8,-5,1,-4,2,-7,-5,-1,-6,-5,10,-2,14,10,-9,6,-7,10,-3,10
778,-7,-5,-1,-3,3,-7,-3,0,-5,-7,10,1,12,10,-10,7,-7,10,-3,9
779,-7,-5,2,-4,5,-4,-3,3,-5,-8,12,1,12,12,-7,8,-4,12,-4,9
780,-5,-1,4,-4,3,-4,-2,0,-2,-6,12,1,12,12,-9,9,-3,9,-3,12
781,-7,2,5,-2,3,-3,-1,2,0,-3,12,1,12,10,-5,11,-1,9,0,9
782,-4,2,5,2,4,-4,0,3,0,-2,12,4,12,11,-4,9,-2,12,0,11
783,-3,4,4,1,2,-1,-1,5,2,-2,11,3,11,11,-3,9,1,10,2,11
784,-3,3,5,3,2,1,1,4,3,-1,11,5,9,12,-1,10,4,10,3,9
785,-3,8,6,3,1,4,2,3,2,2,10,5,10,11,2,9,1,10,4,5
786,-1,5,6,3,2,5,2,5,6,1,9,6,9,9,-1,11,2,8,2,8
787,-1,7,5,3,3,6,2,4,4,2,7,5,8,10,0,11,5,5,3,8
788,0,8,5,2,3,7,3,3,5,0,7,1,6,10,0,8,2,5,6,5
789,1,7,7,2,1,6,5,4,7,4,3,5,4,9,1,8,4,5,5,3
790,3,5,7,4,6,6,3,5,5,4,3,7,3,5,2,6,5,5,4,2
791,1,3,5,4,6,7,5,4,5,2,4,6,1,4,3,6,3,3,5,4
792,0,1,6,4,6,5,6,5,8,3,0,8,-1,2,3,8,4,2,8,3
793,1,-1,6,7,6,4,5,4,7,7,0,6,-2,2,3,6,6,1,9,3
794,1,1,4,8,6,5,6,3,10,7,-1,7,-2,0,5,4,5,1,6,3
795,4,1,2,9,8,5,10,5,11,9,-2,8,-3,-4,4,1,5,0,8,-1
796,5,-1,2,11,6,5,9,8,13,9,-3,8,-4,-6,8,1,6,-1,9,-2
797,6,-1,-1,10,7,10,10,7,15,10,-4,6,-4,-7,8,2,9,0,10,-2
798,11,-1,-5,13,8,10,14,9,15,11,-7,9,-7,-7,10,-3,10,-3,8,-2
799,11,-1,-4,13,8,12,15,10,13,13,-7,8,-8,-7,9,-5,11,-3,10,-5
800,13,-1,-6,15,8,15,13,10,15,15,-7,8,-8,-8,11,-2,14,-5,13,-5
801,14,2,-5,14,8,16,13,11,17,17,-6,5,-7,-6,13,-5,14,-6,14,-7
802,13,4,-8,15,6,17,15,12,15,18,-8,3,-7,-6,12,-3,16,-6,14,-5
803,14,3,-8,13,5,14,14,9,14,19,-9,4,-8,-8,14,-6,16,-7,12,-6
804,14,5,-5,14,3,13,14,7,13,18,-7,4,-9,-9,12,-6,17,-7,12,-8
805,16,4,-6,15,3,14,10,8,11,16,-9,3,-10,-9,15,-9,17,-8,13,-7
806,17,5,-6,13,3,15,11,5,9,13,-8,3,-9,-8,15,-8,16,-9,10,-8
807,15,9,-4,12,1,12,9,4,7,14,-9,2,-11,-10,13,-8,12,-8,8,-9
808,12,8,-2,9,-1,12,7,2,6,11,-8,-1,-10,-8,10,-10,11,-9,6,-12
809,11,8,-1,10,-3,9,6,-1,3,6,-9,-4,-10,-8,10,-9,8,-12,5,-11
810,10,7,0,8,-4,10,6,-4,3,5,-12,-3,-11,-9,8,-9,7,-11,3,-13
811,10,4,2,4,-2,7,3,-6,3,1,-9,-6,-13,-8,6,-10,5,-13,1,-11
812,8,2,4,0,-5,4,2,-9,1,0,-9,-6,-10,-7,3,-11,0,-13,-1,-12
813,6,4,3,-2,-7,1,0,-7,-3,-2,-10,-7,-9,-8,4,-10,-5,-12,-1,-13
814,4,1,5,-2,-9,-4,-2,-8,-6,-7,-8,-6,-9,-8,1,-11,-6,-9,-3,-11
815,1,2,6,-5,-9,-5,-5,-9,-6,-8,-9,-7,-10,-8,0,-11,-9,-11,-5,-12
816,-3,-1,6,-6,-7,-7,-6,-11,-7,-11,-7,-6,-9,-8,-1,-10,-10,-12,-8,-12
817,-3,1,6,-6,-9,-8,-10,-10,-6,-11,-8,-6,-7,-6,-4,-9,-12,-11,-10,-10
818,-8,0,5,-10,-8,-9,-10,-8,-6,-13,-4,-5,-8,-4,-7,-9,-13,-8,-8,-9
