,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
333,1,4,17,0,14,-10,1,10,4,-7,7,-10,20,-5,3,-2
334,5,5,20,6,17,-1,6,16,10,-3,12,-5,23,2,10,3
335,13,6,24,14,23,2,14,19,15,2,17,0,30,8,16,9
336,18,8,24,19,24,10,18,23,19,8,23,6,30,13,22,16
337,25,9,28,24,26,16,18,25,24,15,27,13,31,20,25,18
338,25,8,29,28,27,19,24,27,25,20,30,18,29,20,27,22
339,28,6,26,29,27,23,26,28,27,22,27,21,27,24,29,26
340,29,9,22,29,25,27,28,25,30,23,30,25,23,25,28,27
341,26,8,18,28,18,27,29,21,29,26,27,27,17,25,27,27
342,24,7,12,22,14,30,26,14,25,24,21,26,12,25,25,24
343,18,6,5,19,11,28,21,9,20,22,17,24,4,23,18,22
344,14,7,1,15,3,24,14,5,16,18,9,22,-4,19,14,17
345,9,6,-5,11,-4,20,9,-3,9,16,4,17,-11,12,5,13
346,4,3,-11,4,-9,15,3,-6,0,11,-3,11,-19,7,-1,7
347,-3,2,-15,-3,-14,10,-3,-11,-4,7,-9,5,-22,5,-8,1
348,-8,-2,-21,-7,-16,3,-9,-16,-10,-1,-14,0,-22,-3,-14,-3
349,-12,-4,-22,-14,-18,-4,-17,-20,-15,-5,-20,-9,-24,-11,-19,-11
350,-17,-6,-27,-17,-19,-8,-20,-23,-22,-11,-22,-14,-27,-13,-20,-16
351,-22,-10,-25,-22,-25,-14,-23,-26,-24,-15,-25,-16,-27,-16,-23,-19
352,-25,-12,-23,-23,-23,-19,-27,-26,-26,-19,-27,-21,-25,-22,-24,-23
353,-24,-14,-22,-26,-20,-19,-27,-24,-28,-22,-28,-26,-20,-24,-26,-26
354,-24,-14,-19,-25,-20,-25,-27,-22,-26,-24,-26,-27,-17,-27,-25,-26
355,-21,-15,-14,-23,-16,-25,-28,-18,-26,-25,-24,-27,-11,-24,-25,-25
356,-20,-17,-10,-21,-13,-26,-23,-13,-22,-25,-19,-26,-8,-23,-18,-23
357,-17,-19,-5,-19,-7,-25,-17,-10,-19,-22,-13,-22,-1,-20,-17,-22
358,-11,-15,1,-16,-3,-21,-14,-6,-13,-15,-9,-18,4,-16,-11,-16
359,-7,-13,5,-11,3,-17,-8,3,-7,-12,-2,-14,9,-12,-5,-10
360,0,-13,13,-6,7,-14,0,6,-2,-7,3,-8,12,-4,2,-7
361,5,-11,14,-3,11,-7,6,8,4,-2,8,-5,15,0,8,-3
362,9,-7,18,2,15,-1,11,14,8,1,11,1,20,5,11,5
363,12,-5,19,6,19,3,18,18,14,7,16,6,23,9,16,10
364,16,-1,20,12,21,7,22,17,19,12,18,10,22,15,20,13
365,19,5,20,16,21,10,21,17,19,15,20,14,19,17,18,17
366,21,9,22,18,23,15,23,19,21,16,21,18,21,20,22,20
367,23,11,20,20,22,20,24,19,20,17,19,20,19,23,21,22
368,22,15,17,20,21,19,22,18,22,19,18,19,16,23,22,22
369,22,14,15,22,18,21,21,15,22,19,18,19,13,23,21,22
370,19,16,13,18,14,23,18,13,18,18,17,20,11,20,18,19
371,18,15,9,16,9,20,15,13,15,17,12,18,8,17,16,17
372,16,12,5,15,4,16,12,12,12,15,12,17,3,15,14,15
373,14,11,4,13,-2,14,9,9,12,13,8,15,0,11,10,12
374,9,8,2,11,-2,12,9,7,8,11,6,13,-2,6,6,9
375,3,3,-1,5,-5,6,5,3,3,9,1,10,-6,4,3,3
376,1,5,-5,4,-10,4,1,-1,1,6,-1,4,-11,2,-1,1
377,-2,2,-10,2,-13,3,-2,-5,-1,3,-1,3,-13,-3,-3,-1
378,-4,-3,-14,-1,-15,1,-4,-6,-4,0,-7,0,-16,-5,-6,-2
379,-9,-7,-14,-5,-15,1,-9,-12,-5,-3,-8,-6,-15,-3,-10,-7
380,-12,-6,-16,-7,-16,-3,-11,-14,-8,-5,-11,-8,-15,-8,-11,-10
381,-14,-8,-18,-9,-17,-8,-13,-15,-11,-8,-13,-11,-14,-11,-12,-12
382,-15,-11,-20,-10,-17,-11,-14,-14,-13,-9,-17,-10,-16,-11,-15,-13
383,-15,-11,-19,-13,-17,-14,-16,-15,-16,-11,-18,-11,-17,-13,-16,-14
384,-17,-6,-18,-15,-16,-14,-18,-15,-17,-15,-17,-14,-19,-14,-15,-15
385,-17,-7,-19,-14,-15,-15,-17,-16,-19,-15,-18,-14,-18,-17,-16,-15
386,-14,-3,-18,-15,-15,-18,-20,-17,-20,-16,-18,-15,-16,-16,-15,-16
387,-16,1,-13,-15,-15,-17,-18,-16,-22,-14,-16,-16,-14,-16,-15,-16
388,-15,6,-10,-16,-14,-15,-14,-15,-20,-15,-18,-14,-11,-16,-16,-14
389,-12,9,-10,-14,-9,-14,-15,-11,-17,-15,-15,-16,-7,-13,-15,-15
390,-10,11,-8,-15,-5,-17,-14,-8,-14,-14,-10,-12,-5,-10,-12,-14
391,-8,16,-1,-11,-4,-12,-11,-5,-13,-12,-6,-12,-2,-7,-9,-12
392,-5,17,1,-10,0,-10,-7,-2,-10,-11,-2,-9,3,-5,-7,-9
393,0,18,4,-10,4,-10,-3,0,-7,-7,-1,-9,6,-4,-3,-7
394,4,15,6,-3,6,-6,-1,2,-1,-5,4,-5,7,-2,1,-4
395,5,14,10,0,10,-3,2,4,2,-4,6,-2,6,-1,4,0
396,7,10,11,0,12,-2,7,8,7,-1,9,1,9,3,5,3
397,10,5,12,4,14,2,9,10,6,3,8,1,12,5,6,6
398,11,3,12,8,13,7,11,11,8,5,10,8,13,6,9,8
399,12,-1,11,10,15,7,14,11,11,8,12,10,12,7,12,9
400,13,-9,14,10,14,9,15,10,12,11,12,10,13,9,11,11
401,13,-13,14,12,15,10,15,9,15,12,13,13,11,11,13,11
402,11,-18,12,13,12,9,12,7,12,12,12,14,8,12,14,12
403,8,-24,7,11,10,12,11,7,12,12,11,12,4,12,11,11
404,6,-28,3,9,7,12,11,6,10,15,9,11,0,12,9,11
405,6,-25,1,9,2,13,11,1,9,15,7,10,-3,11,6,8
406,4,-24,-3,8,0,8,6,-3,7,10,3,11,-4,9,5,6
407,2,-27,-7,4,-5,8,3,-6,3,8,0,6,-8,8,3,2
408,-1,-26,-11,3,-10,3,-2,-8,0,5,-4,3,-11,4,-3,2
409,-6,-20,-12,0,-12,1,-6,-10,-5,2,-6,0,-15,-2,-7,-2
410,-11,-14,-16,-3,-13,0,-7,-12,-6,-2,-11,-1,-14,-8,-8,-5
411,-12,-7,-15,-7,-15,-4,-11,-16,-11,-8,-13,-6,-16,-11,-13,-10
412,-12,-1,-18,-9,-16,-8,-15,-17,-14,-8,-16,-10,-16,-12,-15,-13
413,-16,5,-17,-11,-14,-11,-16,-16,-16,-14,-18,-14,-17,-13,-12,-12
414,-16,13,-16,-13,-16,-14,-17,-14,-18,-16,-17,-16,-14,-14,-15,-14
415,-16,16,-17,-15,-14,-14,-17,-12,-19,-18,-17,-17,-10,-15,-16,-15
416,-17,21,-13,-13,-12,-14,-13,-11,-19,-15,-17,-17,-9,-17,-17,-16
417,-17,23,-4,-12,-9,-15,-12,-8,-15,-18,-13,-19,-7,-19,-13,-16
418,-13,29,-2,-10,-4,-14,-12,-2,-13,-16,-10,-16,-1,-17,-10,-12
419,-10,29,5,-4,2,-11,-8,2,-10,-10,-7,-14,9,-11,-6,-9
420,-2,29,10,-1,7,-8,-4,7,-5,-9,-1,-9,13,-6,-3,-6
421,3,26,16,3,13,-6,4,11,1,-5,4,-3,16,-1,5,0
422,8,22,17,7,20,-1,7,16,4,0,10,0,19,2,9,4
423,12,18,21,12,23,6,11,18,10,6,15,6,22,8,16,12
424,17,14,25,16,24,9,15,22,17,10,20,14,23,13,19,17
425,22,6,26,21,26,16,20,24,22,13,20,17,24,18,22,17
426,24,-3,28,26,27,17,25,26,22,18,24,22,22,22,23,24
427,24,-8,25,29,26,21,25,24,25,24,24,25,21,26,25,25
428,26,-14,20,29,24,22,26,23,26,25,23,25,17,27,24,28
429,25,-18,16,29,19,22,25,19,22,24,20,24,13,28,25,26
430,21,-22,11,29,15,24,22,13,23,24,18,23,8,23,21,24
431,18,-26,5,23,8,22,19,8,19,23,13,22,0,21,16,22
432,13,-25,-4,17,1,16,13,0,13,18,7,18,-7,18,10,18
433,7,-25,-11,10,-6,13,6,-6,6,15,1,14,-10,12,2,12
434,0,-24,-17,2,-12,12,0,-13,1,10,-7,9,-15,5,-4,8
435,-6,-24,-21,-5,-18,4,-7,-17,-7,5,-12,2,-20,-2,-7,2
436,-13,-16,-28,-11,-22,-1,-12,-23,-13,-3,-19,-5,-23,-9,-15,-7
437,-19,-12,-31,-17,-27,-8,-17,-28,-17,-9,-22,-12,-25,-14,-20,-13
438,-25,-9,-30,-23,-30,-12,-23,-29,-21,-16,-26,-15,-25,-21,-21,-19
439,-26,-1,-29,-27,-29,-18,-25,-29,-24,-20,-27,-22,-24,-26,-26,-24
440,-29,-1,-28,-28,-27,-22,-28,-27,-26,-26,-26,-29,-20,-29,-28,-27
441,-30,7,-25,-27,-23,-24,-28,-22,-28,-27,-24,-31,-17,-29,-25,-27
442,-30,11,-18,-27,-15,-25,-27,-20,-26,-28,-19,-28,-11,-30,-21,-28
443,-25,13,-13,-23,-12,-25,-25,-13,-24,-27,-18,-28,-6,-26,-20,-27
444,-18,18,-2,-18,-6,-24,-19,-8,-19,-24,-12,-25,0,-22,-16,-23
445,-15,21,5,-14,1,-21,-16,-1,-12,-22,-7,-21,5,-20,-9,-18
446,-9,19,10,-8,8,-17,-7,7,-9,-16,-2,-16,13,-12,-2,-13
447,0,19,15,-3,15,-12,0,13,-3,-10,3,-12,17,-7,4,-5
448,7,17,18,6,18,-5,8,15,5,-4,12,-3,22,1,11,2
449,11,19,20,10,20,1,12,20,9,3,15,1,23,7,14,7
450,15,18,23,14,22,7,17,23,15,10,20,9,22,12,18,13
451,21,14,23,19,23,14,19,24,20,15,22,15,21,16,23,19
452,22,11,23,21,21,18,22,24,21,20,23,18,20,21,23,20
453,22,9,21,23,21,18,25,23,21,23,22,23,18,23,23,23
454,23,7,17,20,18,21,26,19,22,25,20,23,13,23,22,24
455,21,3,15,20,13,23,24,15,19,25,18,26,6,24,21,23
456,18,-1,11,16,10,21,20,11,17,26,13,26,4,22,14,21
457,15,-3,6,12,4,19,17,6,15,21,8,24,0,19,11,16
458,13,-4,0,8,-2,15,10,-1,10,17,4,18,-8,14,5,13
459,8,-6,-2,4,-7,10,5,-6,4,14,0,14,-12,8,1,9
460,3,-9,-8,-2,-10,6,-1,-9,-2,9,-7,12,-14,1,-3,3
461,-4,-13,-13,-5,-13,0,-4,-14,-7,1,-10,3,-18,-1,-9,-3
462,-9,-15,-14,-9,-16,-6,-12,-18,-8,-4,-13,-1,-19,-8,-15,-6
463,-14,-14,-18,-13,-20,-12,-14,-20,-12,-7,-16,-6,-21,-10,-17,-10
464,-16,-15,-20,-19,-20,-14,-18,-22,-16,-14,-20,-10,-20,-14,-19,-14
465,-19,-15,-20,-21,-22,-18,-18,-20,-18,-17,-22,-11,-21,-19,-21,-17
466,-20,-15,-18,-23,-21,-20,-21,-20,-19,-18,-20,-18,-18,-22,-19,-20
467,-22,-13,-19,-24,-18,-23,-24,-20,-18,-19,-20,-21,-14,-22,-20,-21
468,-18,-13,-18,-23,-14,-24,-22,-14,-19,-22,-18,-21,-8,-22,-20,-22
469,-17,-11,-15,-20,-13,-22,-22,-9,-15,-22,-14,-20,-5,-21,-16,-21
470,-14,-7,-7,-18,-8,-21,-19,-5,-10,-21,-11,-17,-3,-22,-11,-21
471,-13,-5,-5,-13,-4,-17,-13,-1,-7,-19,-10,-18,3,-19,-6,-17
472,-7,-5,1,-9,-2,-13,-8,1,-5,-16,-4,-15,7,-14,-2,-12
473,-4,-3,6,-6,3,-7,-7,6,-3,-11,2,-10,11,-10,0,-9
474,-1,-1,9,0,8,-5,-3,8,5,-5,5,-8,16,-5,5,-5
475,5,2,14,4,14,0,3,12,7,-1,10,-3,20,0,11,0
476,9,5,17,10,17,3,8,17,10,2,12,1,17,7,14,5
477,12,8,18,14,19,9,11,17,12,7,16,7,20,11,14,10
478,16,9,21,16,19,15,13,18,17,10,16,11,21,13,17,14
479,18,9,20,17,19,18,20,19,17,15,17,16,20,16,21,16
480,19,8,16,20,17,19,20,18,17,18,19,18,17,20,19,20
481,19,10,15,20,16,22,18,17,18,20,19,18,12,19,19,19
482,20,11,13,22,14,24,19,14,18,21,17,18,10,21,19,18
483,17,10,10,21,12,21,16,10,17,20,15,18,4,22,16,17
484,16,8,5,19,8,19,14,6,15,20,14,20,1,20,12,16
485,14,5,2,13,5,18,10,4,10,17,9,16,-2,16,7,16
486,10,3,-3,10,-1,15,8,1,6,14,4,15,-7,11,2,14
487,8,0,-7,5,-4,10,4,-4,3,11,0,14,-10,9,-2,7
488,3,-2,-8,0,-8,8,2,-7,-1,7,-3,7,-12,4,-5,4
489,1,-7,-13,-4,-9,3,-2,-11,-6,4,-9,2,-16,-1,-7,2
490,-3,-10,-15,-8,-12,-2,-8,-16,-8,-1,-13,0,-17,-7,-13,-3
491,-10,-12,-18,-10,-15,-7,-10,-18,-13,-5,-17,-5,-19,-9,-15,-5
492,-15,-13,-15,-11,-16,-12,-11,-18,-13,-4,-20,-7,-16,-11,-15,-10
493,-13,-14,-16,-17,-15,-13,-11,-18,-17,-9,-21,-11,-14,-13,-18,-13
494,-16,-17,-15,-16,-16,-15,-14,-18,-18,-11,-19,-14,-14,-15,-15,-15
495,-19,-14,-11,-15,-13,-15,-13,-18,-19,-12,-17,-17,-9,-17,-15,-15
496,-17,-14,-11,-17,-11,-17,-11,-14,-17,-17,-15,-17,-7,-17,-15,-15
497,-13,-13,-6,-16,-8,-18,-11,-14,-14,-16,-15,-18,-3,-15,-14,-14
498,-14,-8,-4,-10,-6,-16,-11,-9,-14,-16,-12,-17,0,-12,-9,-14
499,-12,-3,-1,-8,-1,-15,-10,-5,-11,-18,-6,-14,7,-10,-6,-11
500,-8,0,1,-6,3,-12,-6,-1,-8,-16,-3,-15,11,-9,-1,-9
501,-4,5,7,-2,6,-11,-4,5,-4,-13,3,-11,12,-4,2,-6
502,-1,10,11,2,9,-6,3,9,2,-9,7,-6,14,-1,3,0
503,2,16,13,5,10,-1,6,12,5,-5,9,-4,15,-1,8,4
504,6,20,13,9,13,4,9,14,8,1,14,2,16,5,12,5
505,10,22,13,12,14,6,10,13,12,4,17,6,16,9,14,9
506,11,26,14,14,14,12,13,16,16,7,18,9,16,10,16,11
507,12,27,12,16,15,12,17,15,15,10,17,13,14,10,16,12
508,15,25,12,16,15,12,16,14,15,16,18,14,13,13,14,13
509,12,21,9,16,11,16,14,13,14,16,14,15,10,14,15,14
510,12,19,8,17,8,16,13,12,14,14,14,14,8,16,13,16
511,12,12,6,14,8,16,9,8,11,15,8,11,3,13,11,18
512,10,8,2,12,3,18,9,5,10,15,8,12,0,12,6,12
513,9,0,-2,11,-1,15,7,2,6,15,4,10,-6,11,5,10
514,5,-4,-4,8,-2,9,4,-1,4,11,0,10,-9,6,3,7
515,1,-13,-9,3,-8,7,0,-5,-2,7,-6,6,-12,6,-2,3
516,-4,-17,-11,0,-10,5,-4,-9,-6,3,-7,5,-15,3,-6,-1
517,-5,-24,-14,-2,-14,1,-7,-12,-7,1,-10,2,-19,-3,-11,-4
518,-7,-26,-16,-7,-16,-5,-10,-15,-12,-3,-13,-2,-23,-6,-13,-9
519,-9,-29,-18,-10,-17,-9,-14,-18,-15,-6,-17,-6,-24,-8,-14,-12
520,-11,-28,-19,-13,-18,-11,-14,-19,-18,-10,-19,-7,-23,-12,-18,-14
521,-15,-24,-18,-14,-20,-15,-17,-18,-17,-11,-20,-10,-22,-15,-21,-15
522,-17,-21,-17,-18,-19,-18,-17,-19,-19,-16,-18,-12,-19,-18,-23,-16
523,-18,-19,-19,-17,-19,-19,-18,-20,-21,-18,-20,-16,-19,-18,-22,-19
524,-17,-13,-15,-20,-17,-19,-19,-19,-19,-17,-19,-18,-15,-20,-22,-20
525,-16,-7,-12,-21,-13,-20,-17,-16,-17,-17,-16,-21,-9,-19,-21,-17
526,-17,1,-7,-20,-10,-18,-15,-14,-17,-17,-14,-17,-3,-17,-17,-18
527,-14,6,-6,-16,-6,-16,-12,-10,-14,-16,-11,-17,3,-17,-13,-16
528,-9,11,0,-14,-4,-15,-9,-6,-10,-15,-4,-15,7,-12,-8,-11
529,-4,17,4,-12,2,-12,-6,-3,-7,-11,-1,-13,10,-9,-5,-11
530,-1,19,8,-8,5,-7,-3,1,-1,-10,4,-10,13,-6,0,-7
531,2,20,11,-2,11,-5,2,6,4,-5,7,-5,17,-2,4,-2
532,6,23,16,2,14,-2,7,13,5,-5,9,-2,19,3,10,2
533,11,22,16,7,15,4,11,14,8,1,12,3,21,6,13,4
534,15,22,21,12,18,7,13,17,14,5,16,8,21,9,15,9
535,17,18,21,15,19,10,17,21,19,9,18,10,21,11,18,11
536,22,14,22,19,21,14,20,21,21,12,20,12,21,15,22,17
537,23,7,21,21,22,17,20,22,20,15,23,15,14,16,22,18
538,23,4,20,21,21,18,21,23,21,18,22,21,15,16,22,20
539,24,-2,16,22,21,21,21,21,23,20,23,22,13,19,22,22
540,22,-4,13,20,18,19,22,20,20,21,19,21,8,18,18,21
541,18,-10,11,19,14,21,20,14,21,22,17,22,4,18,15,21
542,16,-13,6,15,7,20,20,9,16,22,14,22,-1,15,12,17
543,10,-18,1,12,5,17,16,5,11,18,9,19,-5,14,7,14
544,6,-17,-3,9,-1,14,9,-1,5,16,2,14,-11,9,1,10
545,-1,-22,-10,4,-9,8,4,-5,2,11,-2,8,-15,3,-2,6
546,-6,-24,-12,-3,-14,5,-1,-10,-4,7,-7,7,-18,0,-8,3
547,-10,-21,-16,-6,-17,-1,-5,-14,-7,2,-14,0,-24,-3,-12,-3
548,-13,-20,-17,-12,-21,-8,-13,-18,-13,-4,-17,-5,-25,-9,-16,-9
549,-17,-14,-21,-15,-23,-12,-19,-22,-16,-7,-20,-9,-25,-14,-19,-12
550,-21,-12,-23,-21,-24,-16,-21,-23,-18,-9,-24,-14,-26,-17,-20,-17
551,-21,-7,-23,-20,-24,-19,-26,-23,-24,-16,-26,-19,-26,-20,-24,-21
552,-22,-3,-23,-23,-22,-22,-26,-23,-24,-21,-27,-24,-24,-22,-24,-23
553,-22,1,-18,-25,-19,-24,-24,-21,-25,-22,-25,-23,-16,-25,-23,-23
554,-21,6,-16,-26,-14,-27,-23,-17,-22,-23,-22,-25,-10,-23,-20,-24
555,-20,10,-10,-22,-9,-28,-21,-15,-22,-24,-18,-23,-7,-23,-18,-21
556,-15,12,-3,-18,-7,-25,-18,-10,-17,-21,-11,-22,0,-17,-13,-18
557,-11,16,2,-14,0,-20,-12,-2,-11,-18,-7,-19,7,-15,-5,-15
558,-7,19,8,-9,7,-19,-5,2,-7,-13,0,-15,13,-12,-4,-11
559,-1,23,15,-3,10,-12,0,8,0,-11,8,-9,17,-6,2,-7
560,6,21,19,1,17,-5,6,14,5,-3,12,-3,21,-1,8,1
561,12,23,22,6,20,0,12,19,13,4,16,3,25,7,13,7
562,17,21,25,14,24,5,17,25,17,6,20,6,26,12,17,13
563,21,18,26,18,25,14,19,23,25,12,22,13,26,19,24,17
564,24,14,25,19,27,19,23,26,27,18,25,20,26,21,26,23
565,25,9,20,23,26,21,24,27,28,22,25,22,21,23,27,24
566,25,5,17,26,21,24,26,21,28,25,26,24,18,26,26,25
567,24,-2,14,28,19,25,25,18,26,26,23,25,15,24,24,25
568,21,-7,7,23,14,24,22,15,24,26,18,27,8,25,21,22
569,16,-11,0,20,8,24,18,8,18,24,11,23,2,21,14,20
570,11,-13,-6,17,0,21,13,3,12,21,7,18,-6,19,9,18
571,7,-16,-10,10,-6,19,5,-4,6,15,0,13,-11,15,5,12
572,1,-16,-17,5,-10,9,0,-11,-1,9,-7,9,-17,6,-1,3
573,-7,-18,-22,-1,-16,4,-6,-16,-7,2,-10,2,-22,3,-7,-2
574,-12,-20,-27,-6,-21,-2,-16,-20,-13,-2,-18,-5,-26,-4,-15,-9
575,-18,-17,-24,-12,-23,-6,-17,-24,-21,-10,-18,-11,-25,-10,-19,-13
576,-19,-16,-27,-16,-25,-14,-22,-24,-24,-14,-20,-13,-25,-16,-20,-18
577,-21,-12,-27,-19,-24,-17,-26,-26,-25,-15,-21,-18,-23,-24,-24,-23
578,-24,-8,-23,-22,-26,-24,-27,-24,-26,-18,-23,-22,-21,-26,-25,-24
579,-24,-4,-19,-26,-24,-24,-27,-22,-26,-21,-22,-24,-14,-29,-26,-26
580,-21,-2,-16,-24,-18,-26,-27,-18,-27,-22,-22,-24,-14,-28,-24,-26
581,-18,1,-11,-22,-12,-26,-24,-12,-25,-22,-19,-24,-6,-27,-20,-24
582,-16,4,-7,-18,-8,-25,-19,-8,-19,-20,-16,-20,-2,-24,-19,-21
583,-11,8,-1,-16,-1,-22,-14,-4,-15,-19,-11,-18,3,-21,-15,-16
584,-5,13,6,-11,3,-16,-9,2,-9,-17,-6,-13,8,-14,-7,-12
585,-1,14,11,-5,9,-13,-5,5,-3,-9,1,-9,14,-11,-1,-7
586,4,17,16,-2,16,-8,1,9,2,-7,6,-2,19,-2,4,0
587,9,15,18,5,20,-2,7,13,8,-1,9,2,21,5,8,3
588,13,13,23,8,23,5,12,16,12,5,14,7,24,9,13,8
589,15,14,24,16,23,10,16,20,16,10,17,11,25,13,19,15
590,17,11,24,18,22,14,18,22,19,12,21,15,21,20,21,18
591,21,8,25,19,23,19,20,19,23,18,21,20,21,21,22,21
592,23,7,22,22,20,24,24,19,23,21,22,22,17,23,20,22
593,21,3,19,22,17,24,23,16,25,21,21,27,14,23,22,23
594,22,1,14,21,17,23,21,13,21,23,19,24,12,23,20,21
595,21,-3,11,20,11,20,19,11,23,22,16,23,7,21,18,22
596,15,-6,5,18,4,19,16,9,19,19,14,19,2,18,14,18
597,13,-11,2,11,1,19,14,5,13,14,7,16,-2,12,8,15
598,10,-14,-2,7,-5,14,9,0,8,13,4,13,-7,9,4,11
599,5,-15,-8,3,-10,10,5,-6,5,8,-1,9,-12,5,-1,6
600,-2,-18,-14,-3,-13,5,0,-10,-1,3,-6,4,-16,1,-5,1
601,-7,-21,-16,-6,-16,2,-3,-11,-7,-2,-12,-2,-16,-3,-8,-4
602,-10,-21,-20,-10,-18,-3,-8,-16,-9,-6,-13,-6,-19,-9,-13,-10
603,-14,-21,-20,-12,-20,-6,-15,-16,-12,-9,-18,-9,-20,-12,-16,-12
604,-19,-22,-23,-17,-21,-11,-15,-20,-18,-12,-19,-13,-19,-17,-17,-15
605,-21,-19,-20,-19,-22,-13,-20,-20,-19,-17,-20,-16,-18,-16,-20,-18
606,-22,-17,-18,-17,-17,-15,-22,-21,-18,-19,-20,-17,-15,-20,-20,-20
607,-21,-10,-15,-17,-16,-15,-22,-16,-18,-19,-21,-17,-13,-20,-16,-19
608,-20,-9,-15,-16,-15,-18,-21,-14,-17,-21,-19,-18,-12,-20,-13,-19
609,-19,-8,-11,-17,-12,-17,-19,-13,-17,-18,-15,-18,-7,-19,-13,-21
610,-16,0,-9,-12,-10,-15,-14,-9,-14,-17,-13,-16,-5,-17,-9,-19
611,-13,5,-2,-11,-4,-15,-11,-5,-13,-16,-8,-14,-1,-14,-6,-17
612,-10,9,0,-8,-1,-14,-10,2,-10,-14,-6,-9,3,-11,-4,-12
613,-5,15,7,-3,2,-10,-5,3,-6,-11,-3,-5,2,-6,1,-9
614,-3,18,9,3,6,-7,-2,6,-2,-8,1,-4,6,-3,2,-6
615,4,20,12,6,8,-3,-1,8,1,-4,6,1,9,0,4,-1
616,7,23,14,8,12,0,6,12,4,1,8,2,11,4,8,4
617,7,24,18,8,13,4,9,13,6,3,11,6,13,6,11,9
618,11,24,17,11,15,9,10,14,9,5,13,8,13,8,13,10
619,15,21,15,13,15,11,14,15,11,8,11,10,15,12,12,12
620,16,19,16,10,16,12,15,12,12,11,13,11,14,13,12,15
621,15,17,12,11,16,14,13,11,13,13,14,14,14,14,13,16
622,13,10,11,11,14,14,15,12,16,14,12,12,13,15,12,16
623,13,7,9,10,12,15,14,7,15,14,11,12,10,15,10,15
624,12,2,8,10,9,11,12,5,13,15,10,12,8,16,9,15
625,9,-1,4,8,8,11,9,5,11,14,9,12,3,12,9,13
626,9,-6,3,6,5,9,9,1,11,10,8,8,-1,10,6,9
627,6,-13,2,6,2,8,4,0,6,9,3,8,-3,8,3,6
628,2,-16,-2,1,-1,6,2,-2,4,9,1,8,-8,6,0,4
629,-1,-21,-5,-1,-6,2,1,-5,0,4,-2,3,-8,2,-2,0
630,-3,-24,-7,-3,-9,-1,-3,-9,-3,1,-4,-1,-12,0,-5,-2
631,-4,-25,-10,-4,-11,-2,-5,-10,-5,-3,-5,-4,-12,-4,-6,-4
632,-8,-23,-10,-6,-12,-5,-5,-11,-7,-4,-6,-5,-11,-5,-8,-8
633,-8,-24,-11,-9,-12,-7,-8,-10,-13,-7,-10,-8,-13,-9,-8,-12
634,-11,-20,-12,-10,-13,-8,-11,-13,-13,-7,-10,-12,-15,-13,-11,-15
635,-11,-17,-10,-11,-13,-10,-11,-13,-15,-11,-12,-13,-14,-14,-10,-14
636,-12,-12,-12,-14,-12,-10,-11,-12,-14,-14,-13,-14,-13,-16,-8,-15
637,-14,-7,-13,-14,-11,-14,-14,-13,-15,-16,-14,-14,-11,-14,-11,-14
638,-15,0,-12,-11,-11,-14,-15,-11,-13,-15,-12,-14,-8,-16,-13,-15
639,-15,6,-10,-11,-12,-12,-15,-8,-14,-12,-11,-14,-8,-16,-11,-13
640,-10,12,-8,-10,-9,-12,-13,-8,-13,-13,-7,-15,-4,-13,-10,-11
641,-7,16,-6,-9,-8,-11,-11,-4,-12,-9,-9,-13,-2,-12,-9,-7
642,-6,21,-3,-8,-4,-8,-11,0,-8,-8,-4,-9,3,-10,-7,-7
643,-6,24,-1,-3,-2,-7,-6,3,-7,-5,-4,-6,6,-8,-4,-5
644,-2,25,4,-3,3,-4,-3,3,-3,-3,0,-5,8,-5,0,-3
645,0,24,6,3,7,-1,1,8,0,-1,4,-2,10,-1,3,1
646,5,25,8,6,11,-1,3,9,4,3,7,2,14,1,6,3
647,5,24,12,7,13,4,5,11,5,6,8,5,17,5,10,7
648,11,19,15,10,15,7,11,13,8,8,12,8,15,10,10,8
649,15,13,17,14,13,8,11,17,11,11,15,10,14,10,12,11
650,15,10,17,15,17,10,15,16,13,12,14,11,15,11,12,13
651,16,5,17,16,17,12,17,16,16,13,16,13,16,13,14,14
652,15,-2,14,18,16,12,17,15,17,15,15,16,12,15,14,15
653,15,-5,14,15,17,12,16,13,16,16,13,16,10,16,15,16
654,16,-12,9,15,13,10,17,9,18,14,11,16,8,14,13,16
655,16,-15,7,13,10,11,14,9,14,15,8,14,6,15,12,14
656,11,-20,6,10,7,12,11,4,13,16,9,14,1,12,10,14
657,10,-22,3,10,1,12,12,3,12,15,4,13,-4,9,8,11
658,6,-25,-3,5,-1,9,7,-1,7,11,1,12,-6,8,3,8
659,1,-27,-8,3,-4,8,4,-6,4,8,-2,9,-10,6,-3,5
660,-1,-23,-10,0,-9,3,-1,-11,-1,5,-2,6,-13,1,-4,2
661,-5,-21,-14,-4,-11,1,-5,-10,-6,1,-7,2,-15,-1,-8,-1
662,-9,-16,-15,-6,-13,-2,-9,-14,-10,-2,-10,-3,-15,-3,-12,-7
663,-12,-11,-18,-12,-14,-4,-14,-15,-13,-5,-15,-6,-17,-6,-17,-11
664,-18,-5,-19,-15,-18,-9,-16,-18,-14,-11,-15,-9,-15,-13,-14,-12
665,-18,-1,-20,-16,-18,-13,-18,-18,-14,-11,-18,-17,-15,-13,-16,-18
