,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
666,-18,5,-19,-17,-19,-13,-20,-18,-18,-13,-17,-18,-15,-16,-19,-18
667,-19,9,-14,-18,-16,-14,-20,-19,-19,-14,-14,-18,-12,-17,-18,-20
668,-20,14,-11,-17,-13,-18,-20,-14,-17,-18,-10,-19,-7,-22,-16,-20
669,-17,17,-10,-15,-10,-17,-18,-11,-14,-15,-10,-20,-2,-22,-16,-20
670,-13,23,-6,-11,-7,-17,-14,-9,-14,-15,-10,-21,2,-18,-10,-17
671,-11,23,2,-9,-5,-15,-11,-5,-11,-13,-5,-17,7,-14,-7,-14
672,-7,24,3,-6,-1,-13,-9,0,-7,-15,1,-14,9,-13,-3,-11
673,-1,23,9,0,7,-8,-4,7,-2,-10,6,-10,10,-9,4,-7
674,4,21,11,4,13,-5,1,12,3,-7,8,-7,14,-3,7,-3
675,9,19,14,8,16,-3,8,16,7,-2,12,-2,17,1,11,4
676,16,12,19,11,19,2,12,21,10,4,14,2,19,7,13,8
677,19,7,20,15,21,10,15,20,15,7,16,9,16,13,17,13
678,20,4,22,17,21,12,17,22,18,11,16,14,14,17,20,19
679,20,1,20,16,22,17,22,20,19,17,19,18,15,17,21,20
680,21,-7,17,20,20,17,21,19,20,18,19,20,12,20,19,22
681,19,-10,14,19,15,20,19,17,18,21,16,21,8,21,16,23
682,17,-12,10,18,15,20,18,13,16,21,16,23,4,19,15,21
683,16,-17,6,16,9,19,14,8,14,21,11,21,0,17,10,20
684,12,-18,1,11,1,16,11,-1,12,17,7,18,-6,19,4,16
685,6,-20,-6,8,-3,12,6,-6,8,14,1,16,-11,14,0,10
686,2,-21,-10,3,-7,9,1,-12,3,11,-4,10,-14,7,-4,7
687,-2,-20,-15,-3,-14,4,-4,-17,-4,4,-10,4,-18,3,-9,1
688,-10,-20,-18,-8,-18,-2,-12,-20,-10,-3,-14,-1,-20,-4,-14,-5
689,-15,-14,-19,-11,-21,-9,-14,-21,-14,-8,-19,-6,-20,-11,-18,-10
690,-19,-13,-22,-17,-24,-13,-17,-24,-18,-13,-21,-12,-21,-14,-20,-16
691,-19,-8,-24,-20,-25,-17,-21,-24,-20,-17,-24,-18,-21,-19,-24,-19
692,-22,-4,-22,-23,-23,-22,-23,-24,-22,-20,-25,-20,-21,-22,-24,-20
693,-24,1,-19,-22,-23,-24,-22,-19,-22,-24,-22,-23,-17,-26,-23,-21
694,-21,1,-13,-22,-19,-24,-21,-17,-22,-25,-20,-23,-11,-23,-20,-23
695,-17,5,-11,-19,-14,-23,-20,-15,-22,-28,-18,-25,-6,-24,-18,-25
696,-16,6,-7,-15,-9,-22,-17,-10,-17,-23,-13,-22,-1,-22,-13,-21
697,-15,10,0,-12,-4,-20,-13,-5,-14,-22,-9,-18,5,-20,-8,-16
698,-9,11,3,-11,1,-17,-9,-1,-9,-20,-4,-15,8,-15,-4,-11
699,-5,11,8,-6,3,-10,-5,4,-4,-12,1,-11,12,-10,-1,-8
700,-1,14,13,-2,7,-4,1,8,1,-7,9,-6,14,-6,6,-3
701,5,12,14,2,13,-2,4,13,7,-2,11,-2,17,-2,7,1
702,9,11,16,7,15,4,8,16,10,4,13,1,19,4,10,3
703,12,10,17,15,16,10,12,16,14,9,16,8,19,7,14,10
704,12,10,15,16,20,13,14,18,19,11,17,10,17,9,15,12
705,16,5,15,21,20,16,18,18,17,14,18,16,17,16,17,14
706,15,5,14,23,17,18,19,17,17,16,19,18,16,17,16,17
707,15,4,13,24,15,24,18,16,20,20,16,22,13,18,15,16
708,15,-1,11,20,15,25,17,16,16,21,14,21,12,17,17,13
709,15,-4,9,17,10,22,16,14,12,19,13,18,8,15,14,14
710,13,-5,7,18,8,20,12,11,11,16,13,17,4,15,12,14
711,11,-6,5,14,5,15,12,9,7,16,9,13,3,13,9,13
712,8,-7,1,11,2,12,11,5,6,13,6,11,0,10,5,10
713,9,-13,0,8,0,9,10,3,4,11,4,8,-1,7,3,10
714,6,-13,-1,3,-2,5,7,1,1,8,2,6,-3,5,1,8
715,4,-15,-4,-1,-2,2,6,-1,-1,6,-3,3,-4,3,-2,5
716,1,-13,-6,-3,-2,2,1,-3,-3,3,-4,1,-4,-1,-3,3
717,1,-13,-6,-5,-6,0,0,-5,-5,1,-4,0,-7,-1,-4,-1
718,-3,-12,-4,-7,-7,-3,-2,-6,-4,2,-5,-2,-8,-3,-5,-1
719,-3,-11,-7,-11,-8,-5,-2,-9,-7,1,-7,-2,-11,-7,-8,-3
720,-3,-11,-6,-12,-9,-7,-5,-11,-11,-3,-10,-5,-12,-5,-11,-4
721,-8,-7,-6,-13,-10,-9,-5,-11,-8,-2,-10,-3,-15,-8,-10,-4
722,-9,-4,-6,-11,-9,-7,-3,-15,-9,-6,-10,-6,-13,-9,-12,-7
723,-9,-2,-9,-13,-9,-9,-5,-14,-11,-7,-10,-10,-14,-13,-14,-9
724,-10,0,-9,-15,-11,-10,-7,-15,-11,-11,-12,-11,-15,-12,-13,-12
725,-13,5,-13,-14,-11,-13,-10,-17,-12,-12,-12,-11,-12,-12,-15,-13
726,-14,4,-11,-14,-8,-14,-12,-14,-10,-14,-15,-15,-12,-13,-12,-14
727,-14,7,-11,-13,-8,-14,-15,-12,-11,-15,-12,-16,-9,-14,-12,-14
728,-12,10,-11,-12,-5,-12,-13,-12,-9,-15,-12,-13,-7,-12,-11,-14
729,-12,12,-8,-13,-4,-13,-13,-6,-9,-14,-11,-13,-5,-14,-8,-11
730,-11,15,-5,-13,-3,-14,-10,-4,-6,-14,-10,-13,0,-10,-5,-12
731,-8,16,-2,-8,0,-13,-10,-3,-6,-13,-6,-13,0,-10,-4,-10
732,-6,17,0,-3,1,-8,-7,1,-4,-9,-2,-10,3,-10,1,-6
733,-1,16,4,-2,4,-8,-3,4,-2,-5,1,-6,9,-6,4,-6
734,1,16,8,0,9,-2,0,11,2,-4,3,-5,12,-3,7,-2
735,3,13,10,5,7,2,3,13,6,1,8,-1,13,2,10,2
736,5,11,15,8,10,4,6,13,10,2,12,1,14,1,15,5
737,8,4,15,8,12,8,9,17,11,6,14,3,15,6,14,7
738,11,2,16,11,15,8,11,18,13,10,17,7,15,10,15,8
739,15,-1,15,12,16,10,13,16,16,11,18,11,15,11,18,13
740,16,-5,16,18,16,12,13,17,15,16,18,14,13,13,17,17
741,16,-8,12,16,13,14,15,16,14,18,16,17,10,14,14,16
742,15,-12,10,17,9,16,13,14,13,16,15,17,9,14,14,17
743,13,-12,6,16,9,15,11,9,13,16,13,17,4,15,12,16
744,12,-16,1,11,8,14,9,5,12,15,6,15,0,14,10,17
745,9,-15,-1,8,2,13,6,1,12,14,3,14,-4,15,6,13
746,4,-14,-5,9,0,13,3,-2,9,11,0,13,-9,12,2,9
747,1,-13,-11,1,-4,8,-2,-4,4,9,-4,9,-11,9,-2,3
748,-1,-14,-15,-2,-9,1,-5,-10,1,4,-10,6,-16,4,-9,1
749,-5,-12,-18,-7,-14,-1,-8,-14,-5,0,-14,0,-18,0,-10,-3
750,-10,-8,-18,-11,-19,-4,-12,-17,-9,-5,-15,-4,-21,-4,-15,-6
751,-15,-5,-22,-16,-23,-11,-15,-21,-16,-11,-18,-9,-23,-8,-16,-10
752,-17,-3,-22,-18,-23,-17,-18,-23,-20,-13,-20,-12,-22,-9,-18,-15
753,-20,3,-21,-18,-23,-19,-23,-21,-23,-13,-23,-13,-21,-13,-21,-16
754,-19,6,-19,-22,-22,-22,-23,-20,-23,-14,-22,-17,-19,-19,-24,-20
755,-22,11,-18,-24,-19,-23,-20,-17,-24,-18,-21,-20,-14,-19,-24,-24
756,-21,14,-15,-23,-17,-22,-21,-15,-24,-17,-17,-20,-11,-20,-22,-21
757,-19,16,-9,-22,-15,-23,-17,-11,-18,-18,-13,-17,-5,-22,-18,-20
758,-15,18,-4,-17,-8,-22,-16,-7,-17,-18,-7,-18,2,-22,-15,-19
759,-13,16,-1,-15,-3,-18,-12,-1,-12,-20,-2,-15,9,-17,-8,-15
760,-9,16,6,-9,1,-16,-7,4,-8,-14,1,-13,13,-15,-4,-10
761,-5,18,12,-3,7,-12,-2,8,0,-10,6,-8,17,-11,6,-6
762,2,12,15,3,12,-6,2,12,6,-6,11,-4,22,-5,10,-3
763,8,10,18,9,16,1,8,15,10,-2,14,-3,23,0,16,4
764,12,6,20,12,19,8,13,19,15,3,19,9,25,5,19,11
765,17,1,23,18,23,12,16,23,18,8,20,11,26,10,22,13
766,19,-6,24,22,22,16,21,25,20,13,22,15,27,16,23,15
767,22,-11,22,24,23,22,21,25,23,18,23,19,24,21,27,22
768,26,-16,20,29,22,24,23,24,23,19,23,22,20,23,27,24
769,27,-21,18,29,19,26,24,23,25,24,21,23,16,24,26,23
770,25,-23,14,27,16,24,24,19,24,22,20,25,9,24,24,19
771,23,-23,9,25,12,23,20,15,20,22,18,24,4,21,20,19
772,19,-24,2,21,7,23,16,9,15,20,13,24,-2,16,13,16
773,14,-22,-2,13,1,21,13,6,10,16,7,19,-7,16,7,16
774,7,-20,-9,7,-8,14,6,-3,3,12,1,16,-15,11,1,11
775,0,-18,-13,3,-13,8,1,-10,-5,9,-5,12,-21,2,-7,6
776,-6,-12,-19,-4,-18,2,-4,-14,-8,4,-11,4,-26,-2,-12,0
777,-12,-10,-22,-11,-19,-4,-10,-19,-15,0,-16,-1,-29,-8,-16,-7
778,-20,-7,-23,-15,-23,-8,-17,-23,-21,-7,-21,-6,-31,-14,-21,-11
779,-23,0,-24,-21,-24,-14,-23,-27,-24,-11,-26,-14,-29,-20,-23,-16
780,-25,5,-23,-26,-26,-18,-26,-28,-24,-16,-27,-17,-27,-21,-27,-19
781,-27,9,-19,-26,-23,-20,-28,-25,-25,-23,-27,-21,-23,-23,-28,-25
782,-28,13,-18,-25,-19,-25,-26,-24,-23,-26,-28,-22,-16,-25,-29,-26
783,-25,15,-14,-26,-15,-27,-26,-20,-22,-25,-24,-26,-11,-26,-27,-25
784,-24,17,-10,-25,-11,-26,-23,-17,-22,-25,-19,-25,-5,-24,-22,-24
785,-19,18,-2,-20,-5,-23,-17,-13,-16,-24,-16,-22,3,-21,-18,-20
786,-11,18,7,-16,2,-20,-13,-2,-10,-21,-9,-21,9,-15,-10,-17
787,-6,16,12,-12,9,-16,-6,3,-4,-16,-3,-15,15,-9,0,-11
788,2,12,17,-5,15,-12,0,10,2,-9,2,-10,21,-3,5,-5
789,10,13,20,4,19,-4,10,16,10,-5,11,-4,25,0,13,-1
790,16,10,26,10,24,4,15,21,15,2,16,4,27,7,18,5
791,20,9,26,15,27,9,20,24,20,7,22,10,29,13,21,12
792,22,6,25,22,29,17,26,27,24,13,24,15,30,19,26,21
793,26,6,27,25,27,22,28,28,27,19,29,21,27,23,28,25
794,30,2,25,26,25,24,30,26,29,22,29,25,24,27,31,26
795,28,1,20,29,22,28,32,23,31,24,28,26,20,28,28,28
796,26,-4,15,27,18,31,28,19,29,28,25,29,11,27,25,29
797,23,-5,10,26,12,31,24,13,24,26,20,30,5,24,22,25
798,19,-5,2,23,6,25,18,8,17,22,13,26,-1,20,14,21
799,13,-6,-6,17,-1,22,15,1,12,18,7,22,-11,16,8,17
800,6,-7,-13,12,-7,20,5,-7,6,16,1,18,-16,12,-1,11
801,-4,-10,-17,5,-14,14,-1,-12,-1,9,-5,12,-19,5,-7,5
802,-9,-13,-25,-3,-18,4,-10,-19,-10,3,-12,5,-23,-1,-11,-5
803,-14,-13,-29,-10,-25,-4,-15,-24,-14,-4,-18,-2,-29,-9,-20,-9
804,-21,-12,-32,-18,-26,-11,-19,-26,-19,-9,-24,-7,-30,-16,-23,-14
805,-25,-14,-31,-24,-28,-18,-26,-29,-25,-14,-29,-15,-30,-20,-28,-21
806,-28,-15,-28,-27,-27,-24,-30,-29,-30,-21,-29,-20,-27,-23,-30,-26
807,-29,-14,-27,-29,-25,-27,-32,-28,-30,-26,-30,-25,-23,-28,-29,-30
808,-31,-10,-20,-29,-23,-30,-32,-24,-31,-28,-32,-31,-15,-30,-29,-33
809,-30,-8,-15,-30,-17,-31,-30,-20,-30,-28,-27,-31,-11,-31,-26,-31
810,-25,-7,-8,-28,-11,-29,-26,-14,-26,-29,-24,-31,-4,-31,-23,-28
811,-21,-4,-2,-20,-6,-27,-18,-8,-19,-26,-15,-29,3,-25,-17,-23
812,-14,-1,4,-16,-1,-25,-11,-1,-16,-21,-8,-26,9,-21,-10,-16
813,-8,4,10,-9,7,-21,-5,3,-9,-16,-1,-19,13,-14,-3,-13
814,1,6,18,-2,12,-13,3,9,-2,-10,6,-12,17,-5,3,-7
815,7,9,20,4,19,-5,7,16,5,-4,10,-7,20,1,10,1
816,15,14,25,9,25,0,11,20,10,4,16,1,24,7,17,6
817,19,15,26,15,30,8,16,23,17,10,21,9,28,14,22,12
818,24,18,29,21,30,13,20,26,23,17,28,14,28,22,26,18
819,27,18,28,23,31,17,26,29,27,22,29,19,27,23,28,24
820,30,19,26,24,30,22,26,27,28,25,30,24,25,28,30,29
821,33,16,25,30,30,26,28,25,29,28,31,27,22,29,31,32
822,31,15,21,29,27,30,29,24,32,32,31,29,16,29,30,34
823,28,12,16,26,26,31,29,22,28,31,25,30,12,29,30,32
824,25,9,11,23,19,28,25,14,24,32,22,27,7,28,27,28
825,21,3,5,20,10,28,19,9,20,28,19,26,3,25,20,22
826,14,1,1,16,7,22,14,5,14,23,11,20,-2,18,17,19
827,9,-3,-5,11,1,20,10,-1,10,20,5,14,-6,17,9,15
828,6,-7,-12,3,-8,14,5,-6,3,13,1,9,-12,12,3,9
829,-2,-11,-15,-1,-11,7,-3,-12,-2,9,-3,4,-15,4,-3,2
830,-9,-16,-20,-4,-15,2,-8,-13,-7,1,-11,-1,-20,-4,-8,-4
831,-14,-19,-23,-9,-22,-4,-10,-19,-11,-5,-15,-6,-19,-8,-14,-9
832,-17,-21,-23,-14,-25,-10,-14,-22,-16,-11,-15,-12,-23,-13,-17,-14
833,-20,-24,-24,-17,-23,-12,-18,-23,-22,-14,-20,-15,-24,-17,-20,-16
834,-23,-23,-21,-20,-24,-15,-23,-21,-23,-16,-22,-19,-21,-22,-24,-20
835,-25,-21,-22,-20,-24,-18,-24,-21,-25,-19,-21,-20,-22,-22,-23,-20
836,-25,-19,-18,-22,-24,-20,-25,-22,-22,-21,-23,-20,-19,-24,-22,-21
837,-22,-17,-19,-20,-21,-22,-25,-20,-20,-24,-21,-23,-16,-24,-23,-22
838,-21,-13,-16,-19,-15,-22,-23,-16,-20,-24,-20,-23,-14,-22,-19,-22
839,-18,-7,-11,-19,-12,-20,-20,-11,-18,-22,-15,-24,-9,-20,-15,-20
840,-16,-1,-5,-15,-9,-18,-18,-9,-16,-18,-11,-18,-4,-17,-12,-17
841,-10,2,0,-12,-3,-17,-14,-4,-15,-14,-8,-16,2,-13,-6,-12
842,-6,8,7,-7,3,-12,-10,1,-11,-9,-5,-15,3,-7,-5,-9
843,-4,15,11,-4,3,-9,-4,7,-7,-5,0,-8,9,-4,-2,-5
844,1,15,15,0,9,-5,2,10,0,1,5,-5,14,0,3,-1
845,7,19,17,3,13,-2,5,14,2,2,9,0,16,4,7,3
846,12,25,21,8,17,1,9,17,7,4,13,4,19,8,10,7
847,13,25,23,14,20,7,11,19,12,9,16,10,22,11,13,11
848,19,26,26,16,22,9,17,22,16,10,19,13,23,14,17,14
849,20,23,26,18,25,13,21,23,17,13,22,15,24,16,19,18
850,21,20,27,21,24,16,23,24,21,16,24,18,24,18,21,21
851,24,14,25,21,24,21,23,25,23,20,26,21,21,20,24,25
852,25,10,19,23,23,23,27,24,25,22,24,23,18,22,24,27
853,24,5,17,23,19,22,27,19,24,23,22,23,13,23,22,24
854,23,2,13,22,17,24,25,18,24,24,22,24,10,23,19,25
855,20,-6,11,18,12,22,23,15,23,23,17,23,7,20,17,24
856,15,-13,5,17,7,22,19,8,19,20,13,20,1,18,14,20
857,14,-16,-2,15,2,17,12,2,14,17,7,19,-5,15,8,14
858,8,-20,-8,11,-2,14,7,-3,8,15,0,15,-8,12,4,9
859,4,-24,-13,4,-8,11,3,-11,3,12,-5,8,-14,7,-1,3
860,-4,-29,-19,-4,-15,6,-3,-17,-2,4,-10,4,-20,2,-6,-3
861,-7,-29,-23,-7,-19,1,-10,-21,-9,-1,-15,-1,-23,-5,-11,-7
862,-14,-27,-27,-15,-23,-5,-16,-27,-12,-8,-22,-7,-27,-12,-18,-12
863,-18,-24,-28,-16,-30,-12,-23,-29,-20,-15,-24,-13,-30,-18,-22,-17
864,-19,-20,-31,-21,-32,-16,-25,-33,-25,-20,-29,-18,-32,-25,-27,-24
865,-26,-16,-32,-26,-33,-19,-30,-33,-29,-26,-30,-24,-31,-29,-29,-27
866,-29,-12,-31,-30,-33,-27,-31,-30,-34,-30,-31,-25,-29,-32,-29,-33
867,-30,-4,-27,-31,-32,-31,-31,-30,-34,-32,-32,-28,-24,-34,-30,-34
868,-29,7,-21,-30,-26,-31,-34,-26,-33,-33,-29,-31,-18,-34,-31,-34
869,-29,12,-18,-30,-19,-32,-29,-20,-31,-32,-26,-34,-10,-35,-26,-33
870,-27,18,-10,-25,-12,-32,-25,-15,-26,-32,-21,-33,-3,-30,-21,-29
871,-21,23,-2,-20,-4,-29,-20,-7,-21,-27,-14,-26,6,-26,-16,-26
872,-13,28,8,-13,0,-23,-13,1,-16,-22,-6,-21,13,-22,-9,-20
873,-5,28,16,-5,10,-17,-3,12,-8,-17,-1,-16,22,-15,0,-14
874,3,29,23,3,19,-11,3,19,1,-10,9,-8,30,-9,8,-6
875,11,28,32,9,27,-4,12,25,9,0,18,-1,34,2,15,6
876,18,27,35,17,31,4,18,32,18,7,24,8,39,10,25,14
877,26,21,40,24,37,12,28,37,26,17,30,19,40,20,31,19
878,35,12,42,30,42,19,32,39,33,24,36,25,43,28,35,30
879,38,7,42,35,41,27,35,41,37,31,40,32,41,34,38,36
880,42,0,41,38,40,33,40,40,41,37,42,37,38,38,40,38
881,44,-7,37,39,38,35,41,38,37,38,38,40,31,41,38,40
882,41,-13,29,37,33,38,39,33,39,41,35,41,22,41,35,43
883,37,-20,19,34,23,36,36,25,37,41,31,41,13,40,30,39
884,30,-27,10,32,16,37,33,17,31,41,22,39,3,36,26,34
885,24,-31,0,26,8,31,26,7,23,34,13,33,-7,29,17,28
886,13,-29,-12,15,-2,26,14,-4,15,29,4,27,-20,26,8,22
887,4,-31,-20,7,-14,22,8,-13,6,19,-6,19,-25,16,-2,12
888,-4,-30,-29,-2,-26,12,-3,-23,-5,9,-15,13,-32,5,-10,3
889,-14,-28,-36,-12,-32,3,-14,-31,-15,-1,-24,0,-37,-5,-22,-8
890,-28,-21,-42,-19,-39,-5,-23,-35,-24,-9,-30,-11,-40,-15,-28,-20
891,-34,-16,-45,-28,-41,-17,-32,-40,-29,-19,-37,-19,-40,-24,-35,-29
892,-40,-10,-43,-36,-43,-26,-38,-44,-37,-29,-42,-32,-40,-35,-43,-35
893,-45,-3,-41,-39,-44,-34,-42,-43,-42,-37,-43,-36,-38,-40,-45,-41
894,-45,5,-39,-41,-41,-42,-44,-42,-42,-41,-43,-39,-30,-43,-43,-43
895,-47,11,-29,-42,-35,-44,-44,-37,-44,-42,-40,-44,-22,-44,-40,-45
896,-43,15,-21,-40,-29,-45,-42,-31,-39,-45,-35,-44,-13,-45,-36,-45
897,-40,23,-11,-36,-20,-41,-37,-22,-34,-43,-26,-41,-4,-42,-29,-40
898,-30,26,-1,-28,-9,-40,-27,-11,-27,-41,-18,-37,8,-33,-17,-34
899,-23,26,9,-21,4,-32,-19,-2,-17,-33,-6,-30,17,-28,-9,-28
900,-10,30,17,-10,14,-23,-8,10,-9,-25,5,-24,26,-18,-2,-19
901,1,28,27,0,24,-14,2,22,4,-14,13,-15,34,-8,12,-8
902,13,28,34,10,31,-5,15,32,15,-4,22,-4,42,6,22,4
903,23,22,40,21,40,7,25,38,22,8,32,8,48,16,31,16
904,32,20,44,32,46,20,34,43,33,19,39,16,51,25,38,25
905,38,18,45,40,49,29,40,47,41,29,44,26,50,34,43,34
906,44,11,47,45,50,36,44,47,42,37,47,36,45,41,46,40
907,47,4,42,47,47,42,48,47,45,44,47,42,40,44,47,46
908,47,-3,37,49,42,46,45,43,47,48,43,46,33,47,46,48
909,48,-7,30,47,37,44,45,37,43,49,38,47,22,47,44,51
910,45,-11,20,43,28,44,40,27,40,47,34,46,11,48,36,48
911,36,-14,12,37,19,41,35,21,33,44,26,43,1,41,30,41
912,27,-17,0,30,9,39,28,9,24,40,15,39,-9,34,22,34
913,21,-19,-11,19,-4,31,18,-2,15,32,7,29,-18,25,11,26
914,10,-22,-20,7,-14,20,9,-12,5,22,-3,25,-28,19,-1,14
915,-4,-22,-29,-3,-23,10,-4,-22,-6,14,-13,14,-35,6,-11,5
916,-12,-23,-36,-13,-29,-1,-12,-31,-15,2,-21,1,-38,-4,-21,-7
917,-21,-21,-40,-23,-35,-12,-22,-38,-25,-9,-30,-8,-43,-15,-33,-17
918,-30,-20,-43,-32,-39,-21,-29,-44,-31,-19,-35,-15,-44,-27,-39,-25
919,-37,-13,-44,-38,-42,-29,-36,-46,-38,-27,-41,-28,-44,-32,-44,-33
920,-41,-12,-44,-45,-43,-34,-39,-46,-42,-36,-45,-37,-37,-37,-46,-39
921,-42,-8,-37,-44,-39,-40,-44,-43,-45,-41,-42,-41,-33,-40,-44,-45
922,-43,-4,-32,-44,-35,-43,-43,-38,-41,-44,-39,-43,-27,-44,-41,-45
923,-40,0,-25,-42,-28,-44,-43,-33,-38,-45,-36,-45,-20,-44,-37,-43
924,-37,4,-18,-38,-21,-43,-37,-25,-36,-42,-30,-44,-10,-40,-33,-39
925,-31,8,-9,-32,-16,-39,-31,-16,-31,-38,-20,-42,-1,-36,-25,-35
926,-24,12,1,-24,-6,-34,-23,-10,-20,-33,-13,-34,6,-32,-15,-27
927,-16,17,9,-16,3,-26,-15,2,-11,-26,-4,-27,17,-23,-7,-19
928,-6,16,18,-5,11,-17,-6,11,-1,-15,4,-21,23,-15,2,-12
929,3,21,29,3,19,-8,3,19,9,-8,14,-9,29,-5,13,-3
930,13,23,34,11,29,0,14,29,19,3,24,-1,34,4,21,8
931,23,25,38,20,33,9,22,35,28,10,31,8,38,16,28,15
932,29,27,41,29,40,18,28,38,32,20,36,17,39,25,32,24
933,34,26,45,37,40,27,34,41,37,29,40,25,37,30,38,30
934,40,21,42,41,42,35,38,45,39,32,43,29,40,38,43,36
935,42,17,37,41,39,38,41,42,40,37,42,37,35,43,42,41
936,44,13,35,43,35,40,42,36,39,39,42,41,28,44,39,40
937,42,7,29,42,29,43,41,31,38,42,37,44,22,44,35,41
938,37,2,19,37,23,39,37,27,33,41,32,42,13,42,33,38
939,34,-5,11,34,19,38,34,19,29,39,24,41,5,37,26,33
940,26,-11,5,30,12,36,26,11,24,37,19,36,-3,32,19,31
941,18,-15,0,22,1,28,17,4,15,30,12,30,-10,24,12,26
942,11,-22,-10,12,-6,21,10,-3,8,22,2,24,-17,15,2,17
943,4,-23,-18,3,-11,13,3,-13,-2,16,-4,15,-25,9,-6,11
944,-4,-28,-25,-6,-21,5,-6,-23,-5,7,-16,9,-30,-1,-16,5
945,-14,-30,-30,-12,-28,-3,-14,-26,-14,0,-21,1,-32,-9,-23,-3
946,-19,-33,-35,-19,-30,-11,-21,-32,-25,-8,-27,-7,-37,-15,-32,-12
947,-28,-32,-34,-25,-35,-18,-27,-35,-29,-20,-33,-14,-40,-23,-34,-20
948,-32,-29,-37,-31,-38,-25,-28,-34,-32,-26,-36,-22,-38,-27,-37,-25
949,-35,-24,-37,-36,-37,-32,-33,-35,-38,-32,-39,-30,-33,-34,-38,-31
950,-37,-20,-32,-39,-36,-35,-38,-34,-37,-33,-40,-34,-28,-36,-38,-32
951,-38,-12,-28,-40,-31,-38,-39,-31,-39,-38,-37,-36,-23,-38,-36,-38
952,-35,-5,-22,-36,-24,-39,-34,-29,-35,-37,-32,-39,-17,-38,-33,-39
953,-29,3,-16,-33,-19,-38,-32,-25,-31,-40,-29,-37,-9,-35,-26,-35
954,-26,8,-7,-26,-12,-35,-29,-17,-25,-37,-22,-35,-1,-33,-21,-33
955,-18,19,2,-21,-5,-30,-21,-7,-19,-31,-13,-30,10,-26,-14,-27
956,-7,27,9,-13,6,-26,-12,1,-12,-26,-5,-24,17,-19,-5,-19
957,-2,30,14,-4,13,-18,-5,6,-4,-19,4,-18,21,-12,4,-12
958,8,35,22,5,19,-9,4,16,7,-11,11,-10,29,-4,13,-4
959,16,41,29,14,25,1,11,23,13,-3,22,-1,34,3,19,4
