,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
580,9,12,-5,9,-3,8,-17,9,12,7,10,9,13,6,13,-4,10,10,11,-33,-6,3,7,10,8,9,6,11
581,10,12,-5,8,-3,11,-9,10,14,6,10,8,12,6,11,-1,10,9,12,-28,-5,1,7,8,7,6,7,9
582,9,10,-2,6,-3,10,-5,12,10,3,13,8,12,5,9,-2,8,7,11,-21,-3,0,7,8,4,6,4,11
583,6,6,-2,5,-2,9,2,11,10,3,11,6,11,2,8,0,8,6,11,-11,0,0,6,6,2,3,6,9
584,7,7,1,5,-2,5,6,10,10,2,8,5,7,1,8,1,6,6,8,-7,6,2,6,6,1,1,3,7
585,6,5,1,3,3,4,12,8,6,0,8,5,4,1,5,4,4,1,5,1,8,1,6,3,-2,-5,2,5
586,4,3,1,1,5,2,15,6,2,-4,4,1,1,-1,3,4,-1,-1,4,8,14,2,5,1,-3,-7,0,2
587,2,2,5,-3,3,-2,15,4,1,-4,0,-2,0,-2,2,3,-3,-4,2,15,16,1,1,-1,-5,-7,-4,1
588,-5,-2,6,-6,2,-3,17,2,-1,-4,1,-3,-5,-3,1,5,-5,-6,-1,21,20,0,1,-2,-7,-9,-5,-1
589,-6,-5,9,-5,4,-3,19,1,-4,-7,2,-5,-7,-5,-2,7,-6,-6,-2,26,24,1,-3,-4,-8,-9,-7,-5
590,-6,-7,7,-8,8,-5,17,-1,-7,-9,-3,-5,-9,-6,-6,6,-8,-8,-5,32,25,1,-7,-8,-8,-10,-9,-5
591,-4,-6,6,-8,8,-7,15,0,-8,-9,-3,-6,-9,-10,-7,6,-8,-8,-6,31,26,1,-7,-7,-7,-10,-5,-7
592,-4,-5,4,-6,6,-8,16,-2,-8,-5,-3,-8,-9,-8,-8,7,-10,-12,-7,31,28,1,-9,-8,-5,-11,-7,-8
593,-4,-9,4,-9,6,-7,12,-6,-8,-7,-5,-8,-9,-8,-11,8,-11,-11,-7,32,29,2,-11,-9,-6,-7,-9,-11
594,-4,-9,5,-8,6,-8,8,-7,-5,-6,-7,-7,-9,-7,-10,4,-11,-10,-12,30,27,1,-9,-9,-4,-6,-7,-13
595,-4,-9,2,-6,5,-8,5,-8,-5,-6,-5,-7,-7,-6,-9,1,-7,-8,-9,28,24,2,-8,-7,-2,-3,-7,-12
596,-5,-6,0,-3,2,-4,3,-7,-7,-3,-6,-6,-6,-8,-10,2,-6,-9,-7,23,22,2,-9,-5,0,-2,-4,-11
597,-4,-4,0,-3,-1,-5,0,-7,-6,-2,-9,-6,-4,-8,-9,2,-4,-7,-8,20,15,1,-10,-8,1,-1,-2,-11
598,-2,-4,-4,-2,1,-2,-4,-4,-6,-1,-7,-5,-2,-7,-7,-1,-5,-3,-7,13,11,-2,-6,-6,3,3,-2,-9
599,-1,-2,-4,1,-1,-2,-8,-1,-3,-1,-6,-4,1,-4,-5,-6,-3,-3,-2,7,6,-3,-5,-3,5,5,-2,-9
600,1,-2,-5,2,-3,0,-10,-1,-4,3,-6,-3,6,-2,-4,-4,-2,-1,-3,1,-2,-4,-3,-1,5,3,0,-6
601,4,1,-8,2,-5,2,-13,1,-1,4,-5,0,6,-1,-4,-5,2,1,2,-7,-8,-5,0,2,5,4,2,-4
602,3,5,-10,5,-6,6,-16,2,2,5,-2,1,9,1,0,-8,3,0,2,-13,-14,-6,0,3,6,5,3,1
603,4,5,-7,7,-9,8,-16,2,4,6,0,1,9,2,1,-8,3,3,3,-15,-23,-5,-1,6,5,4,6,1
604,5,5,-7,7,-9,8,-17,3,4,3,4,6,9,4,4,-7,6,4,7,-21,-26,-5,2,7,4,4,6,4
605,6,6,-7,6,-10,6,-17,3,5,2,3,4,6,4,5,-6,6,5,8,-25,-28,-6,5,8,5,4,7,4
606,5,8,-9,7,-7,6,-17,4,5,2,7,4,3,2,6,-5,6,6,8,-25,-33,-6,6,12,3,3,7,6
607,5,7,-5,6,-6,5,-17,1,4,1,8,3,2,5,7,-5,5,8,7,-27,-35,-6,4,11,2,1,8,6
608,3,5,-1,1,-5,6,-13,3,3,0,10,5,2,4,5,-6,3,6,6,-28,-34,-6,5,10,0,-1,9,7
609,3,5,-1,1,-6,2,-13,0,4,-3,9,4,0,4,5,-1,3,5,6,-29,-33,-3,3,9,1,-2,7,7
610,2,5,2,0,-4,3,-9,-1,2,-3,6,2,0,5,4,-1,1,6,3,-26,-31,-2,6,6,-2,-3,2,6
611,1,1,2,-1,-2,-1,-5,-1,1,-5,3,0,2,2,2,1,-1,3,1,-24,-27,2,2,2,-3,-3,1,5
612,-1,-3,5,-4,0,-2,-1,0,0,-6,4,-1,-1,0,2,1,0,2,0,-21,-22,4,-1,3,-5,-3,1,2
613,-4,-3,7,-4,3,-5,4,-3,-6,-6,2,-1,-3,-3,-2,4,-3,0,-4,-17,-18,5,-3,-2,-7,-6,-3,3
614,-4,-4,7,-3,7,-5,9,-3,-4,-6,3,-2,-3,-3,-3,7,-4,-2,-4,-14,-11,6,-1,-5,-8,-5,-6,0
615,-3,-6,11,-7,9,-5,12,-6,-5,-8,-3,-5,-4,-7,-5,11,-5,-4,-6,-11,-3,7,-4,-7,-8,-5,-8,-3
616,-6,-9,12,-7,10,-5,17,-6,-7,-9,-5,-7,-6,-7,-5,13,-5,-5,-6,-8,4,11,-4,-10,-9,-5,-8,-4
617,-8,-8,14,-7,11,-7,22,-7,-8,-6,-4,-8,-7,-6,-5,12,-6,-8,-7,0,12,12,-5,-12,-7,-6,-11,-5
618,-6,-10,14,-5,14,-6,24,-8,-9,-8,-7,-9,-7,-10,-8,14,-5,-10,-8,8,17,13,-4,-13,-4,-3,-10,-8
619,-7,-8,13,-5,14,-6,27,-6,-9,-8,-8,-8,-7,-11,-9,14,-6,-10,-10,13,22,13,-5,-12,-3,-3,-14,-7
620,-7,-7,13,-6,14,-6,28,-4,-8,-4,-10,-9,-5,-10,-8,13,-2,-9,-7,13,26,14,-4,-13,-3,-1,-12,-8
621,-7,-7,11,-5,14,-6,30,-6,-8,-2,-9,-6,-7,-9,-7,12,-5,-8,-5,19,30,13,-5,-11,-2,-2,-11,-6
622,-3,-5,8,-4,13,-4,28,-5,-8,-1,-7,-6,-4,-8,-4,10,-2,-8,-6,23,31,12,-3,-8,0,-1,-10,-4
623,-3,-3,10,-2,10,-2,28,-3,-5,0,-8,-5,-2,-4,-2,9,0,-5,-8,24,30,12,0,-7,0,-1,-10,-2
624,-2,0,9,1,8,0,24,-1,-4,2,-7,-3,-3,0,-2,6,0,-4,-2,27,29,7,-2,-4,0,0,-9,-2
625,1,1,6,3,7,2,18,-1,-2,4,-5,0,-3,-2,-3,3,-1,-2,0,27,25,7,-4,-1,5,0,-3,-1
626,4,4,4,5,4,1,13,-1,-1,4,-5,0,-2,0,1,3,1,-1,0,24,19,5,1,1,3,4,0,0
627,5,5,-3,7,1,6,8,4,2,7,-2,1,0,3,0,-1,2,2,2,20,13,0,4,0,3,5,3,1
628,5,5,-4,8,0,8,0,3,5,8,1,5,2,5,2,-3,4,3,5,16,7,-3,4,5,7,8,4,2
629,7,6,-6,9,-3,7,-5,2,5,10,3,6,4,8,5,-4,5,4,5,13,0,-4,8,5,8,8,7,3
630,10,7,-10,8,-7,7,-14,7,5,8,5,8,5,8,7,-9,7,6,4,7,-5,-5,5,6,7,9,8,2
631,11,8,-13,5,-9,7,-17,8,8,9,8,9,7,11,8,-12,6,7,5,0,-11,-8,5,8,4,8,10,5
632,12,9,-15,6,-12,7,-23,7,9,7,11,9,6,9,8,-13,6,9,3,-6,-15,-11,6,9,4,7,11,4
633,9,8,-15,6,-17,6,-28,8,7,5,8,8,8,11,5,-15,4,7,5,-13,-19,-12,7,9,4,6,9,3
634,9,6,-15,4,-17,5,-32,6,7,3,7,8,6,7,5,-17,3,10,3,-18,-22,-13,4,9,2,6,8,5
635,7,6,-16,5,-18,5,-35,3,10,1,5,7,6,6,4,-14,4,10,3,-22,-24,-16,4,6,2,6,7,3
636,8,5,-15,2,-18,4,-35,4,8,0,6,7,5,6,3,-14,3,6,1,-23,-22,-16,5,6,0,4,6,3
637,6,5,-13,0,-17,4,-36,3,6,-2,6,4,5,5,3,-15,3,4,1,-29,-16,-15,4,7,1,0,7,3
638,7,5,-13,-2,-15,2,-35,2,2,-3,6,2,3,2,1,-15,3,5,0,-31,-17,-15,3,7,0,2,5,2
639,4,2,-9,-2,-13,1,-31,2,2,-5,7,5,3,4,3,-11,2,3,1,-28,-14,-12,2,5,-2,2,4,1
640,1,3,-4,1,-11,0,-27,2,1,-4,4,0,4,1,2,-9,0,3,0,-27,-9,-11,2,5,-2,-3,1,0
641,-2,3,-5,-2,-10,-3,-20,-1,0,-5,1,0,3,0,1,-5,0,0,-2,-21,1,-8,2,5,-1,-1,0,1
642,-1,2,-1,-2,-2,-2,-14,-5,-1,-5,2,-3,1,0,-3,-1,-1,1,-2,-15,6,-4,0,2,1,-1,-3,1
643,-4,1,3,0,0,0,-8,-3,-2,-5,1,-4,0,0,-2,5,-2,-4,0,-10,13,0,-2,3,-1,-1,-2,2
644,-4,-1,6,0,4,-1,-2,-4,0,-4,1,-4,1,-1,-1,6,-2,-3,2,-3,21,4,-3,1,-3,0,-4,1
645,-5,0,10,2,6,-1,7,-4,-1,-2,2,-1,-1,-1,-2,7,-2,-1,1,3,26,5,-4,2,0,-1,-4,0
646,-4,-1,11,2,11,0,12,-4,-4,-3,-1,-2,1,0,0,10,-1,-4,-1,10,28,7,-1,1,-4,-2,-2,-1
647,-4,1,12,1,12,1,17,-2,-1,-1,-1,-2,3,0,1,14,-2,-4,0,16,31,8,-1,0,-4,0,-4,0
648,-3,0,13,1,13,0,21,1,1,0,1,1,2,-1,0,14,-1,-4,-1,23,32,11,2,0,-5,-2,-3,3
649,-1,2,12,2,15,0,24,0,1,-2,2,1,2,-1,2,16,-1,-1,1,25,30,15,2,1,-1,-1,-3,2
650,-2,2,14,3,15,0,27,2,2,2,2,2,1,-2,0,16,1,-2,3,29,28,16,1,0,-1,1,-4,1
651,-1,1,15,2,14,0,31,1,3,1,2,4,0,0,0,16,-1,-4,1,30,23,18,-1,0,1,2,0,0
652,0,3,13,4,11,2,29,4,4,3,3,4,3,-1,1,14,-1,0,1,31,16,16,2,1,-1,4,2,0
653,1,2,11,3,14,2,27,5,1,3,2,1,2,-1,2,11,2,-1,1,33,9,14,1,1,-1,0,0,1
654,2,0,8,4,15,2,23,5,0,4,1,1,3,2,-1,9,3,0,2,28,3,14,1,1,-2,3,3,2
655,4,0,7,0,10,4,18,7,1,2,2,0,3,-1,0,7,3,1,0,24,-3,14,0,0,0,3,3,1
656,5,1,3,2,8,5,14,6,3,3,1,2,3,1,0,4,2,0,2,17,-9,12,3,0,1,2,3,0
657,4,1,1,0,6,2,7,7,1,0,-1,2,1,3,1,2,2,1,2,12,-18,6,2,1,1,1,1,1
658,4,-1,0,0,2,2,0,7,-2,0,2,-1,1,1,0,1,1,3,1,4,-21,5,3,1,1,-2,1,1
659,4,0,-3,1,-1,1,-6,5,0,1,2,-4,2,0,1,-2,0,3,-1,-5,-26,1,3,0,-1,-1,-2,2
660,3,1,-4,-1,-2,2,-13,4,-4,-1,1,-4,-1,2,2,-3,0,0,-3,-13,-29,-1,3,0,0,-3,-1,1
661,2,-2,-7,-2,-5,1,-17,1,-5,-2,1,-2,-2,2,1,-7,0,-1,-2,-23,-30,-4,2,0,0,-5,0,0
662,-1,-2,-9,-3,-5,0,-21,-2,-6,-3,-1,-4,-1,1,-1,-9,-3,-1,-2,-30,-28,-9,-1,1,-1,-4,-2,1
663,0,-2,-9,-4,-4,-2,-22,-5,-7,-5,-3,-5,-1,-1,-1,-8,-3,-2,-4,-35,-29,-11,-1,1,-2,-2,0,-1
664,-1,-3,-10,-2,-6,-2,-24,-4,-7,-5,-1,-2,-4,-2,-1,-10,-5,-2,-4,-41,-29,-9,-3,2,-2,-2,1,-4
665,-6,-4,-8,-5,-9,-4,-23,-8,-8,-4,-2,-3,-4,0,-3,-9,-4,-2,-4,-42,-23,-10,-3,0,-3,-2,0,-3
666,-6,-6,-9,-4,-8,-5,-18,-8,-7,-5,-2,-3,-4,-1,-3,-8,-4,-3,-4,-42,-18,-11,-5,-1,-2,1,-1,-2
667,-4,-6,-8,-5,-8,-4,-16,-8,-7,-5,-2,-5,-5,-3,-4,-7,-5,-5,-5,-42,-12,-9,-4,-1,-2,-2,-3,-3
668,-5,-7,-3,-5,-10,-6,-8,-10,-7,-6,-3,-6,-3,-1,-5,-4,-7,-4,-6,-39,-8,-9,-3,0,-5,-3,-3,-6
669,-5,-5,-1,-4,-8,-6,-3,-10,-5,-4,-4,-6,-2,-1,-4,-4,-8,-4,-4,-32,-1,-4,-4,0,-3,0,-4,-5
670,-7,-4,2,-1,-3,-5,2,-11,-3,-3,-3,-5,-4,-3,-2,-1,-6,-4,-5,-25,4,-5,-6,-1,-3,2,-4,-3
671,-7,-2,3,0,-2,-4,6,-10,-1,-3,-2,-6,3,-1,-1,3,-3,-1,-3,-17,10,1,-6,-1,1,1,-2,-3
672,-5,-2,6,-2,1,-4,13,-8,0,-2,-2,-5,1,-1,-2,6,-2,-2,-2,-6,15,3,-5,1,0,2,-1,-5
673,-2,0,7,0,4,-3,18,-6,3,-1,-1,-5,4,-1,-2,6,-1,-2,-3,4,15,5,-3,0,2,3,1,-2
674,-2,0,8,2,5,-1,23,-6,4,0,-1,-3,4,-5,-2,9,2,-1,-2,13,18,7,-1,2,4,3,2,-2
675,1,1,11,2,7,-2,25,-2,5,-1,-2,-3,5,-2,1,11,3,-1,-1,23,17,9,0,3,6,4,3,-2
676,3,2,12,4,11,4,27,-1,7,3,3,-3,6,-1,0,12,3,2,2,30,19,12,-1,4,7,5,2,1
677,4,2,11,4,14,2,26,0,8,4,4,-1,3,2,4,14,4,1,3,36,18,13,0,4,7,5,1,3
678,2,6,12,5,13,5,26,3,9,5,3,1,6,2,5,14,5,1,5,40,18,13,3,6,6,8,2,5
679,3,4,13,7,14,8,22,5,10,6,3,0,5,3,6,14,3,3,7,43,17,14,3,5,4,5,5,8
680,7,8,9,8,15,8,20,6,9,6,4,3,6,2,6,11,6,4,8,43,14,15,4,6,5,7,6,6
681,8,7,10,6,15,8,16,8,7,6,6,3,4,3,7,11,6,5,6,40,9,14,8,5,5,7,5,6
682,7,6,7,4,13,8,11,8,9,7,3,2,8,5,6,11,6,3,8,38,6,10,6,6,3,5,5,7
683,7,8,5,5,11,6,3,9,7,4,8,2,7,5,4,10,7,3,9,30,6,5,6,5,2,2,5,5
684,6,6,1,5,8,7,-3,9,5,3,8,4,5,3,4,4,6,3,7,21,2,3,6,5,2,1,4,5
685,4,6,-2,3,6,7,-9,7,2,3,8,3,3,2,4,0,4,1,5,13,-2,1,6,4,-2,-2,1,5
686,4,5,-4,1,0,4,-15,8,0,2,7,4,2,0,2,-3,1,-2,2,5,-3,-3,5,1,-4,-4,0,3
687,3,0,-8,0,-1,3,-19,7,-1,-2,8,3,0,-2,1,-6,-2,0,0,-2,-3,-4,4,1,-4,-4,1,2
688,4,-3,-9,-3,-2,0,-20,5,-5,-4,6,1,-2,-1,2,-10,-4,-1,0,-12,-5,-8,2,1,-4,-7,-1,0
689,0,-5,-13,-3,-10,-1,-24,3,-6,-3,3,0,-2,-3,0,-10,-3,-3,-5,-17,-8,-10,-3,-2,-7,-9,-1,-4
690,1,-6,-15,-7,-13,-6,-25,-1,-8,-7,0,-3,-5,-3,-4,-14,-4,-6,-7,-24,-9,-13,-4,-4,-10,-12,-3,-7
691,-3,-7,-17,-7,-14,-8,-23,-1,-10,-6,-3,-4,-5,-5,-6,-16,-8,-7,-4,-29,-9,-14,-6,-6,-10,-11,-5,-9
692,-2,-9,-17,-8,-15,-10,-25,-5,-12,-7,-4,-4,-7,-6,-9,-18,-10,-8,-7,-31,-7,-14,-10,-7,-9,-12,-7,-12
693,-7,-10,-16,-11,-16,-9,-22,-6,-14,-8,-7,-9,-9,-8,-10,-16,-8,-9,-9,-30,-6,-17,-12,-8,-8,-10,-8,-12
694,-8,-11,-15,-10,-15,-10,-20,-7,-11,-10,-12,-8,-10,-9,-12,-18,-7,-9,-8,-30,-5,-13,-13,-10,-7,-10,-7,-15
695,-6,-10,-13,-9,-13,-10,-16,-9,-11,-7,-12,-7,-11,-9,-11,-16,-8,-10,-9,-28,0,-14,-11,-9,-7,-7,-11,-14
696,-8,-9,-9,-9,-12,-7,-9,-9,-10,-5,-10,-8,-11,-7,-11,-11,-8,-7,-8,-25,0,-12,-13,-7,-5,-6,-7,-11
697,-5,-7,-8,-8,-8,-4,-6,-11,-10,-4,-11,-8,-10,-7,-10,-8,-7,-7,-9,-18,0,-8,-13,-7,-3,-4,-5,-11
698,-4,-5,-3,-4,-5,-4,-3,-10,-9,-3,-10,-6,-6,-7,-6,-7,-5,-4,-8,-11,6,-5,-10,-7,-2,-2,-3,-12
699,-3,-4,0,-2,-2,-2,-1,-10,-6,-2,-7,-4,-6,-5,-3,-5,-5,-2,-5,-6,10,-5,-9,-5,0,2,-3,-9
700,-1,-1,4,2,-2,1,2,-6,-2,1,-6,-1,-4,-1,-4,2,-4,0,-2,2,9,-2,-6,-2,2,3,0,-6
701,-1,2,7,2,3,3,6,-4,0,5,-4,1,0,-3,-4,5,-2,1,-1,7,12,0,-3,1,4,8,2,-3
702,2,5,8,4,5,4,7,-2,2,6,-2,0,0,-2,0,6,-2,2,2,13,13,5,1,4,5,9,3,1
703,5,7,8,7,7,6,12,0,5,9,-1,1,4,0,1,11,2,6,6,16,13,6,5,6,9,13,5,3
704,9,10,10,10,11,8,12,2,9,13,1,4,9,3,2,13,7,7,6,18,15,9,9,9,10,16,4,8
705,11,11,12,11,13,9,13,6,13,13,6,8,11,7,4,14,8,7,9,24,12,10,8,10,10,17,7,8
706,10,13,11,13,10,11,12,8,14,14,9,9,16,9,12,15,8,9,10,25,12,11,8,12,11,18,8,11
707,12,16,10,15,11,12,12,11,15,13,10,11,16,10,12,14,11,12,13,26,12,14,11,12,12,17,10,15
708,14,16,10,15,14,14,10,14,14,15,14,11,18,11,13,12,14,13,12,26,10,11,12,13,12,18,11,16
709,13,18,10,16,11,14,7,14,16,13,16,15,16,14,13,11,13,12,13,25,7,12,13,12,11,16,10,15
710,13,18,6,15,10,14,6,13,18,12,14,12,19,14,16,10,13,13,15,23,6,10,15,13,10,14,9,17
711,14,16,2,13,5,14,2,14,15,10,17,13,16,13,15,2,13,14,15,17,1,9,15,10,7,10,9,15
712,14,13,0,10,6,12,1,15,13,7,15,14,15,12,14,2,12,12,11,12,-1,6,13,9,6,8,6,15
713,12,11,-4,6,4,10,0,13,11,6,15,12,11,12,12,0,11,12,8,7,-1,1,12,9,4,6,6,14
714,10,10,-7,5,0,11,-2,9,8,4,13,9,8,11,9,-3,9,10,8,4,-6,-2,12,4,2,2,5,12
715,10,5,-8,1,-5,7,-4,5,5,2,10,10,6,8,6,-7,5,6,7,-2,-7,-2,8,1,-2,-3,4,9
716,6,3,-9,-2,-6,5,-6,5,2,-1,9,6,3,5,3,-9,2,5,5,-8,-10,-5,4,1,-3,-4,1,5
717,3,2,-10,-6,-9,1,-7,4,-2,-4,7,-2,0,3,2,-11,-1,2,2,-12,-16,-7,3,-2,-7,-11,-3,1
718,-1,-4,-11,-8,-10,-3,-9,0,-4,-6,1,0,-7,-1,-3,-14,-4,-2,-2,-16,-17,-12,0,-5,-10,-15,-4,-1
719,-2,-5,-11,-11,-11,-5,-8,-1,-7,-10,-1,-4,-9,-4,-7,-13,-8,-5,-5,-20,-14,-10,-4,-7,-13,-15,-8,-3
720,-6,-10,-10,-16,-13,-9,-7,-3,-12,-14,-5,-9,-13,-7,-10,-14,-10,-9,-9,-21,-16,-14,-4,-9,-16,-18,-11,-8
721,-10,-14,-8,-14,-13,-11,-6,-7,-15,-13,-7,-11,-14,-10,-11,-12,-14,-14,-11,-23,-18,-15,-10,-11,-16,-19,-12,-11
722,-14,-17,-6,-17,-12,-13,-4,-12,-20,-16,-14,-14,-18,-12,-14,-10,-14,-19,-14,-23,-17,-12,-12,-14,-17,-18,-14,-11
723,-14,-19,-2,-19,-9,-15,-2,-17,-20,-19,-13,-18,-16,-15,-17,-6,-14,-17,-16,-26,-16,-12,-14,-14,-16,-19,-16,-11
724,-14,-18,-1,-16,-7,-14,-2,-18,-21,-17,-16,-19,-19,-15,-18,-5,-17,-18,-19,-25,-16,-9,-12,-14,-14,-17,-15,-16
725,-15,-16,5,-17,-3,-14,1,-16,-19,-17,-18,-18,-18,-17,-19,1,-18,-20,-19,-24,-13,-5,-16,-16,-14,-14,-15,-17
726,-16,-17,9,-16,-1,-15,4,-17,-20,-14,-17,-19,-16,-18,-18,4,-17,-19,-20,-17,-11,1,-16,-16,-14,-11,-16,-18
727,-17,-16,12,-16,3,-16,6,-19,-19,-15,-17,-17,-15,-15,-18,8,-16,-17,-17,-15,-9,5,-17,-15,-13,-9,-17,-16
728,-16,-12,14,-13,8,-11,8,-17,-17,-11,-17,-17,-12,-14,-17,11,-15,-13,-17,-13,-6,7,-14,-14,-8,-5,-14,-16
729,-15,-12,13,-6,11,-11,10,-16,-15,-7,-15,-13,-9,-14,-15,15,-13,-13,-15,-9,-3,9,-14,-12,-4,-1,-11,-14
730,-11,-7,17,-5,13,-10,9,-13,-9,-6,-12,-10,-6,-12,-12,16,-8,-10,-13,-4,0,14,-13,-10,0,2,-7,-11
731,-9,-5,17,-1,16,-4,8,-9,-6,-2,-8,-6,-2,-8,-9,15,-6,-8,-10,2,6,14,-10,-8,4,6,-6,-8
732,-7,-3,14,3,16,0,6,-6,-1,1,-6,-5,2,-8,-5,15,-2,-3,-6,8,8,14,-9,-2,7,6,-2,-6
733,-2,0,13,5,16,1,8,-4,4,6,-3,-1,4,-3,-2,16,-1,0,0,12,10,16,-7,3,10,7,1,-3
734,2,5,12,9,13,5,7,-2,6,8,-1,1,6,1,0,13,4,4,3,12,15,16,-2,5,12,12,5,1
735,6,8,10,10,12,6,5,2,11,8,4,3,12,6,3,12,6,8,5,17,13,14,1,9,13,13,9,2
736,9,9,6,12,9,9,7,4,12,10,7,8,14,8,6,9,8,9,7,24,14,13,7,11,12,17,10,8
737,11,14,4,16,7,13,6,5,13,13,9,9,15,9,9,4,11,11,11,24,15,12,9,16,11,17,11,11
738,10,16,0,15,6,15,4,9,15,16,11,11,17,12,12,3,11,13,13,26,14,8,9,17,13,18,13,12
739,12,14,-4,19,1,16,1,12,15,13,13,14,20,11,16,-3,13,12,14,26,14,3,12,18,11,17,13,13
740,14,14,-9,17,-5,14,-1,12,18,14,15,14,17,11,15,-5,14,15,17,25,13,1,15,18,9,14,15,13
741,13,17,-13,15,-7,12,-3,16,17,12,13,14,17,15,15,-5,13,15,18,24,11,-1,15,19,6,12,16,16
742,12,14,-13,13,-10,13,-5,16,19,8,14,15,14,11,15,-10,12,12,15,22,7,-7,16,19,5,13,14,16
743,12,15,-14,11,-11,13,-5,14,13,8,16,13,14,12,17,-14,12,12,12,19,6,-7,13,17,3,8,13,14
744,9,12,-19,10,-14,10,-8,14,13,6,17,12,14,11,15,-16,10,10,12,16,2,-12,11,13,1,4,10,14
745,7,10,-17,7,-14,9,-7,12,11,4,14,8,9,8,13,-16,7,6,12,11,0,-15,11,11,-3,0,8,10
746,5,7,-15,2,-16,7,-10,9,9,0,10,4,4,5,9,-16,6,5,9,4,-3,-16,9,5,-3,-4,4,9
747,4,4,-15,0,-16,3,-13,10,1,-3,11,2,3,2,8,-16,5,4,4,1,-7,-16,7,3,-6,-6,3,5
748,1,4,-15,-4,-17,1,-13,7,-2,-4,8,-1,3,1,3,-14,0,1,4,-4,-9,-14,2,3,-8,-6,2,1
749,0,1,-12,-4,-13,-2,-15,3,-5,-7,5,0,0,-1,0,-12,-2,-3,4,-10,-9,-14,3,1,-6,-8,0,0
750,-1,-5,-9,-3,-12,-4,-17,1,-6,-7,1,-4,-4,-2,-2,-8,-4,-4,-3,-14,-10,-10,0,-6,-6,-10,-3,-3
751,-4,-4,-5,-5,-11,-6,-16,-1,-9,-8,-2,-7,-7,-4,-4,-8,-7,-7,-6,-18,-9,-9,-3,-6,-8,-9,-6,-7
752,-3,-6,-2,-7,-6,-7,-15,-3,-12,-11,-3,-8,-8,-6,-5,-4,-8,-8,-6,-22,-8,-10,-5,-8,-9,-9,-11,-8
753,-5,-10,0,-9,-1,-7,-11,-5,-14,-9,-6,-10,-7,-8,-8,3,-9,-9,-8,-26,-6,-7,-8,-8,-9,-11,-11,-12
754,-4,-9,4,-10,-1,-9,-12,-7,-14,-10,-8,-10,-10,-9,-8,4,-10,-10,-9,-27,-8,-2,-10,-10,-5,-11,-11,-11
755,-5,-8,6,-9,0,-8,-9,-11,-15,-9,-10,-10,-9,-7,-10,4,-10,-10,-7,-29,-1,1,-9,-12,-3,-8,-9,-10
756,-6,-9,8,-9,3,-6,-5,-10,-15,-8,-12,-10,-9,-9,-10,7,-7,-10,-8,-30,-1,4,-10,-10,0,-7,-9,-12
757,-4,-7,9,-6,5,-7,-2,-10,-13,-5,-11,-8,-7,-8,-11,8,-8,-8,-9,-28,3,6,-10,-8,-2,-4,-7,-13
758,-4,-7,7,-3,7,-5,0,-8,-9,-2,-12,-5,-6,-4,-10,8,-8,-8,-7,-23,5,9,-7,-6,1,-1,-8,-13
759,-5,0,7,1,8,-2,4,-8,-8,0,-10,-5,-6,-4,-8,7,-5,-7,-4,-18,6,10,-4,-8,5,5,-5,-10
760,-5,-1,6,5,8,-1,5,-8,-6,3,-8,-4,-3,-4,-6,6,-2,-4,-1,-12,8,11,-3,-3,7,6,-4,-5
761,0,0,8,7,8,1,7,-7,-1,4,-6,-3,1,-1,-3,7,-1,0,0,-10,13,12,-3,-2,9,7,3,-3
762,3,5,6,7,6,5,9,-3,3,8,-5,0,2,3,0,5,1,3,0,-4,12,9,2,3,9,12,4,-1
763,5,9,2,8,3,6,10,-3,5,9,-1,2,7,6,5,2,7,3,5,3,12,5,3,5,10,11,1,1
764,5,11,2,11,0,9,12,1,9,10,1,5,9,8,7,2,9,7,6,11,11,3,6,8,13,13,8,5
765,7,11,0,13,0,11,9,2,12,13,4,8,9,9,10,2,10,9,7,15,10,2,5,11,15,14,10,9
766,9,12,-1,11,-1,12,10,5,18,12,6,9,13,11,9,-1,10,10,10,15,10,2,9,13,14,15,9,11
767,11,13,-4,15,-2,13,8,7,17,12,9,11,14,13,14,-4,14,13,13,23,5,-2,11,16,14,15,12,12
768,12,13,-4,15,-3,13,5,11,18,13,12,12,17,16,13,-3,15,14,13,23,7,-6,13,16,11,13,16,13
769,11,15,-2,12,-4,11,5,11,19,11,14,13,16,15,12,-4,13,15,15,21,5,-7,12,17,8,11,15,13
770,11,16,-3,10,-5,8,2,10,19,9,14,11,15,14,15,-5,14,15,12,20,2,-8,11,16,6,13,13,14
771,9,13,-2,7,-3,9,-1,12,19,4,15,11,15,12,11,-2,12,16,14,18,-1,-9,12,14,5,9,12,12
772,7,10,0,6,-1,6,-2,12,15,3,15,10,13,9,11,-4,7,15,10,14,-2,-11,11,13,3,4,12,12
773,8,8,-1,2,-2,4,-2,10,12,-1,13,7,9,7,10,-3,5,10,9,9,-3,-9,9,12,0,-1,9,10
774,7,3,1,-1,-3,1,-4,8,9,-3,12,3,7,2,5,-2,3,7,5,1,-5,-9,5,10,-2,-5,5,6
775,0,-2,0,-7,-2,-2,-6,5,2,-5,5,3,1,0,2,0,-1,3,1,-2,-6,-6,3,5,-5,-10,0,2
776,-2,-4,1,-9,0,-4,-4,4,-3,-11,2,0,-1,-1,0,0,-4,-1,-2,-7,-5,-6,1,0,-9,-12,-3,-1
