,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
191,-16,-17,-16,-21,-21,-23,-8,-16,-21,-26,-14,-19,-24,-20,-18,-19,-22,-18,-22,-14,3,-24,-18,-19,-28,-23,-23,-16
192,-20,-22,-17,-20,-16,-20,-6,-21,-22,-26,-16,-21,-23,-24,-22,-16,-25,-24,-26,-16,-2,-22,-24,-24,-29,-24,-25,-20
193,-22,-22,-14,-23,-15,-22,-8,-26,-21,-24,-20,-23,-24,-25,-24,-13,-25,-25,-25,-17,-6,-19,-24,-27,-25,-22,-26,-25
194,-25,-22,-9,-22,-11,-22,-10,-26,-23,-24,-23,-24,-25,-26,-23,-8,-24,-26,-27,-16,-12,-15,-25,-27,-18,-17,-27,-24
195,-24,-22,-4,-19,-11,-21,-11,-29,-21,-20,-26,-24,-22,-25,-24,-3,-21,-25,-26,-12,-10,-8,-24,-27,-11,-11,-30,-25
196,-20,-20,-1,-13,-6,-16,-15,-29,-19,-14,-24,-23,-19,-22,-24,2,-18,-25,-21,-11,-12,-5,-21,-24,-5,-5,-24,-23
197,-17,-16,2,-8,-1,-13,-13,-24,-16,-8,-22,-22,-13,-18,-19,5,-14,-22,-17,-8,-15,-1,-19,-20,3,-1,-23,-19
198,-12,-9,6,-3,3,-8,-14,-21,-13,1,-19,-16,-9,-13,-13,9,-10,-16,-13,-2,-17,4,-14,-14,11,5,-16,-17
199,-8,-2,11,5,10,-2,-12,-15,-9,8,-16,-13,-2,-8,-8,13,-3,-12,-8,0,-16,9,-10,-9,15,13,-8,-9
200,-2,1,16,12,12,4,-11,-9,0,14,-9,-7,5,0,-4,17,3,-6,-4,3,-13,15,-4,-3,20,18,-2,-2
201,4,9,17,18,15,12,-8,-2,5,17,-5,-1,10,4,4,21,10,1,5,8,-12,19,3,5,27,25,4,5
202,9,13,21,22,18,18,-6,6,10,22,3,8,15,9,9,24,19,10,11,9,-10,21,9,12,30,27,11,10
203,16,15,21,27,20,20,-2,12,15,28,9,14,21,16,16,27,21,15,19,9,-5,24,13,17,33,32,17,18
204,21,22,22,28,21,24,0,18,20,30,16,20,27,18,21,28,26,21,25,12,-3,25,21,22,34,33,25,21
205,24,25,23,27,23,28,3,25,22,30,19,26,29,23,26,29,28,27,30,15,-1,26,27,28,32,33,29,26
206,27,25,23,29,25,29,8,29,24,27,24,29,31,28,30,26,32,29,31,14,3,28,29,31,32,31,31,32
207,29,26,21,28,23,29,14,32,23,24,29,30,30,31,29,24,30,33,33,15,6,26,32,33,26,25,32,31
208,28,25,19,24,23,27,15,31,23,22,31,32,27,27,29,19,29,33,33,11,10,24,30,35,21,19,32,31
209,28,21,13,19,19,23,19,30,22,15,32,27,26,29,30,14,25,32,31,8,12,20,30,30,16,15,31,30
210,24,19,10,12,15,19,19,28,20,8,31,24,22,26,24,13,19,30,27,10,11,18,28,27,5,4,25,27
211,17,14,8,5,13,11,22,25,16,0,28,20,16,21,18,6,13,23,19,9,15,14,23,22,-4,-4,19,23
212,14,7,3,-1,8,5,21,20,10,-8,26,12,8,16,13,-1,3,16,13,5,14,10,17,15,-10,-13,15,15
213,8,1,-3,-6,3,-1,19,13,4,-15,23,7,-3,9,6,-4,-3,9,5,0,12,5,10,10,-19,-20,6,8
214,-3,-5,-8,-17,-1,-6,19,5,-6,-20,13,-2,-9,1,0,-10,-11,0,-2,-2,9,-2,2,1,-28,-27,-2,-1
215,-8,-13,-13,-23,-5,-16,16,-4,-12,-29,2,-7,-17,-7,-10,-16,-18,-7,-10,-4,11,-7,-9,-7,-36,-32,-12,-10
216,-14,-21,-15,-25,-8,-23,11,-12,-18,-32,-4,-17,-21,-14,-15,-20,-25,-14,-18,-5,8,-12,-16,-16,-39,-35,-20,-17
217,-21,-23,-20,-32,-14,-29,6,-19,-24,-37,-14,-24,-29,-22,-20,-20,-31,-25,-27,-7,5,-17,-24,-24,-41,-38,-26,-25
218,-27,-27,-24,-33,-17,-34,4,-23,-28,-38,-20,-30,-32,-29,-28,-24,-33,-28,-33,-13,2,-19,-29,-31,-42,-40,-33,-31
219,-29,-30,-24,-37,-22,-37,-1,-30,-30,-38,-29,-33,-37,-35,-33,-24,-38,-33,-36,-13,-3,-21,-34,-34,-39,-39,-38,-35
220,-31,-31,-23,-35,-22,-37,-5,-34,-32,-37,-31,-39,-35,-37,-36,-26,-41,-35,-37,-14,-6,-23,-39,-36,-36,-37,-39,-40
221,-33,-32,-20,-33,-22,-37,-10,-37,-33,-34,-38,-40,-35,-40,-37,-25,-41,-36,-39,-13,-9,-24,-40,-37,-33,-31,-39,-41
222,-33,-31,-20,-27,-24,-33,-12,-36,-31,-28,-38,-40,-34,-39,-37,-25,-36,-38,-39,-16,-8,-23,-41,-37,-25,-24,-40,-40
223,-31,-30,-18,-20,-21,-28,-15,-36,-27,-24,-38,-39,-28,-40,-39,-18,-31,-37,-34,-14,-10,-21,-37,-34,-16,-15,-39,-36
224,-29,-24,-13,-13,-19,-23,-16,-34,-23,-14,-34,-36,-22,-34,-31,-13,-27,-32,-28,-12,-12,-21,-36,-29,-8,-5,-33,-31
225,-22,-15,-8,-7,-13,-17,-17,-29,-17,-5,-33,-28,-16,-29,-25,-8,-20,-29,-23,-10,-10,-16,-29,-24,1,3,-25,-27
226,-14,-10,-4,0,-8,-9,-16,-20,-8,3,-28,-21,-9,-21,-16,-2,-13,-23,-14,-7,-12,-12,-20,-18,11,13,-19,-20
227,-6,-2,3,9,-3,3,-15,-15,-2,15,-19,-14,0,-14,-8,4,0,-13,-6,-4,-14,-9,-11,-10,23,21,-12,-9
228,2,8,9,17,2,12,-13,-7,7,22,-11,-3,10,-3,0,9,9,-3,2,3,-13,-4,-2,1,29,29,-2,-2
229,10,16,14,22,6,18,-10,4,13,29,-4,6,16,6,8,15,18,5,13,3,-10,0,7,11,37,34,10,9
230,18,25,19,28,11,26,-8,12,21,35,6,15,24,12,19,20,28,15,20,5,-10,5,15,18,42,41,17,18
231,26,28,20,34,15,31,-4,20,27,38,14,25,31,24,25,21,33,22,28,10,-5,11,24,25,46,40,24,29
232,33,30,21,39,19,36,-1,28,35,39,22,31,36,31,33,25,36,29,34,14,-2,17,31,34,44,43,35,34
233,38,36,23,38,20,40,4,32,38,42,29,36,41,35,37,26,42,33,37,13,-1,19,36,41,42,43,41,40
234,37,39,22,39,25,41,5,36,40,38,35,37,41,40,40,26,42,39,42,17,2,24,42,44,39,36,40,43
235,37,38,22,35,22,40,10,40,39,36,38,42,40,43,40,24,41,42,42,18,4,26,44,44,35,32,45,44
236,39,37,18,31,22,38,13,40,36,32,39,44,37,43,40,19,40,41,41,17,5,23,47,43,27,26,42,42
237,36,32,14,24,17,32,15,40,35,26,39,40,33,42,37,16,35,39,40,18,7,24,42,40,17,17,39,39
238,33,25,10,19,14,26,15,33,27,18,36,34,27,37,34,10,28,34,33,16,10,20,39,32,11,8,35,35
239,27,17,4,11,9,20,16,28,21,9,32,29,20,32,26,3,21,28,27,17,9,15,32,24,2,-1,28,27
240,19,12,0,2,6,11,16,23,15,-1,27,21,12,25,18,-2,13,20,18,14,8,8,23,16,-6,-7,20,21
241,11,4,-6,-7,0,2,16,16,6,-8,19,12,2,16,9,-8,6,12,10,11,10,5,17,9,-16,-16,13,10
242,6,-1,-12,-12,-7,-6,13,8,-3,-17,13,6,-8,7,0,-13,-6,4,1,8,10,-3,8,-1,-24,-23,4,0
243,-3,-7,-14,-21,-11,-12,11,1,-9,-25,4,-3,-12,-3,-5,-20,-14,-5,-9,2,9,-9,-1,-11,-30,-28,-6,-7
244,-12,-14,-17,-24,-16,-20,6,-9,-19,-30,-4,-13,-19,-10,-12,-22,-22,-13,-15,-1,8,-15,-13,-15,-33,-31,-17,-12
245,-15,-18,-21,-28,-21,-27,3,-16,-22,-33,-13,-19,-22,-15,-18,-23,-27,-20,-24,-7,9,-21,-19,-24,-35,-33,-25,-20
246,-22,-24,-21,-28,-24,-29,1,-25,-23,-35,-18,-23,-25,-24,-27,-26,-31,-22,-31,-11,8,-22,-26,-29,-36,-30,-28,-26
247,-26,-25,-21,-29,-27,-30,-2,-27,-29,-33,-23,-27,-27,-28,-29,-26,-33,-30,-32,-13,6,-25,-33,-31,-31,-26,-35,-30
248,-27,-26,-19,-28,-25,-32,-2,-30,-31,-30,-27,-33,-29,-30,-33,-24,-33,-31,-34,-16,4,-28,-34,-33,-28,-24,-37,-33
249,-28,-28,-15,-24,-24,-30,-5,-33,-31,-27,-28,-34,-28,-31,-33,-21,-31,-32,-34,-18,2,-27,-34,-34,-23,-23,-37,-34
250,-27,-27,-14,-20,-21,-26,-9,-29,-27,-23,-31,-31,-27,-34,-34,-17,-29,-33,-34,-19,-2,-25,-35,-32,-17,-16,-37,-32
251,-25,-22,-8,-16,-18,-21,-11,-29,-23,-17,-30,-30,-23,-31,-28,-12,-25,-29,-27,-17,-2,-21,-35,-26,-12,-9,-31,-30
252,-22,-14,-1,-9,-12,-17,-9,-25,-16,-11,-26,-25,-16,-24,-25,-3,-18,-24,-23,-16,-5,-17,-29,-22,-5,-2,-27,-24
253,-16,-12,3,-3,-6,-10,-11,-21,-14,-6,-21,-19,-10,-21,-18,2,-13,-18,-16,-16,-7,-8,-26,-18,4,7,-21,-17
254,-11,-6,9,2,2,-4,-11,-18,-7,2,-19,-14,-2,-14,-14,8,-6,-12,-11,-15,-9,-2,-17,-10,10,11,-15,-11
255,-4,1,15,9,6,3,-8,-9,-1,10,-10,-5,3,-9,-7,16,-1,-5,-4,-11,-13,6,-13,-4,15,18,-10,-4
256,3,6,21,14,13,9,-9,0,4,15,-4,1,8,0,-1,20,8,1,4,-7,-13,12,-4,5,19,23,0,3
257,7,11,22,19,19,12,-7,6,13,21,1,6,16,3,7,27,15,6,11,-3,-13,20,4,10,24,25,9,8
258,10,15,26,22,23,19,-4,11,18,25,8,13,19,9,15,30,20,12,16,0,-17,25,9,16,28,28,14,15
259,14,20,28,25,28,22,-2,14,21,26,15,16,23,16,21,32,22,16,19,5,-18,28,15,23,28,26,19,19
260,17,21,29,29,30,25,-2,22,24,25,20,21,25,19,24,33,27,21,24,8,-16,32,21,25,28,26,24,24
261,21,24,29,27,33,25,0,24,27,27,24,25,29,23,26,33,29,27,28,13,-13,38,26,29,26,24,29,28
262,23,26,28,24,33,26,2,26,28,26,27,28,28,26,28,34,28,29,30,16,-11,36,30,27,24,25,31,29
263,26,24,21,23,31,27,4,26,27,22,28,28,28,25,28,31,28,26,30,17,-8,34,34,28,21,21,32,30
264,24,23,19,20,29,24,6,28,23,20,30,27,25,26,28,25,24,26,27,19,-5,33,32,26,17,18,30,29
265,22,21,13,14,25,22,7,26,22,16,28,24,22,25,26,21,22,25,22,17,-1,29,31,26,10,13,27,26
266,18,17,7,10,19,17,8,22,18,11,26,20,18,21,22,12,19,21,23,17,1,22,26,23,4,7,22,22
267,18,11,4,9,10,11,7,20,11,4,22,17,13,16,18,5,14,16,19,15,4,16,22,18,-2,1,19,16
268,14,8,-4,1,3,6,9,15,6,-1,18,14,7,12,11,-2,8,12,13,11,9,7,17,12,-4,-2,14,12
269,7,3,-10,-4,-2,2,8,10,1,-6,12,5,-2,10,7,-10,2,9,3,9,12,-1,11,6,-10,-7,7,6
270,3,-2,-15,-9,-5,-1,11,4,-5,-8,7,4,-5,3,1,-16,-4,3,0,8,15,-7,5,-2,-17,-15,3,-1
271,-2,-7,-20,-13,-13,-8,11,-1,-9,-13,3,-2,-9,-3,-4,-21,-9,-5,-5,2,17,-13,-2,-3,-18,-20,0,-6
272,-3,-11,-24,-16,-19,-11,11,-5,-13,-15,-2,-9,-14,-6,-9,-27,-14,-10,-9,0,19,-17,-8,-7,-22,-21,-7,-10
273,-6,-14,-27,-20,-24,-16,10,-12,-13,-18,-6,-13,-18,-13,-15,-29,-17,-13,-18,-3,21,-24,-9,-12,-25,-25,-12,-16
274,-10,-18,-28,-20,-24,-20,10,-14,-18,-22,-11,-18,-20,-16,-19,-30,-21,-19,-22,-10,22,-26,-15,-17,-26,-28,-16,-21
275,-15,-17,-27,-21,-26,-22,6,-20,-21,-22,-16,-21,-25,-19,-22,-32,-23,-22,-24,-13,21,-29,-21,-18,-27,-25,-22,-22
276,-16,-19,-25,-20,-26,-24,4,-20,-23,-23,-18,-23,-26,-22,-26,-30,-24,-23,-27,-15,17,-30,-23,-21,-29,-26,-25,-26
277,-18,-22,-21,-23,-28,-24,1,-21,-24,-25,-21,-26,-26,-23,-26,-28,-26,-26,-30,-17,11,-33,-26,-26,-26,-23,-24,-27
278,-20,-23,-19,-21,-27,-24,0,-22,-24,-26,-22,-27,-25,-24,-25,-26,-28,-26,-28,-17,9,-29,-26,-24,-27,-22,-23,-28
279,-21,-23,-15,-18,-23,-27,-2,-23,-23,-23,-24,-28,-24,-27,-26,-20,-27,-26,-28,-17,3,-27,-26,-25,-22,-18,-25,-28
280,-21,-19,-10,-18,-18,-22,-3,-21,-23,-20,-22,-27,-22,-25,-25,-14,-25,-25,-27,-16,-5,-24,-29,-24,-16,-12,-26,-27
281,-20,-20,-5,-14,-15,-19,-5,-21,-18,-17,-22,-24,-18,-21,-21,-5,-22,-22,-25,-12,-10,-16,-26,-22,-13,-10,-23,-25
282,-19,-19,0,-14,-12,-18,-8,-20,-14,-13,-21,-19,-13,-20,-22,-3,-18,-20,-21,-10,-15,-10,-22,-18,-9,-4,-18,-21
283,-16,-13,3,-8,-8,-12,-10,-18,-11,-10,-18,-17,-10,-19,-19,1,-14,-15,-16,-7,-19,-5,-19,-13,-5,2,-17,-18
284,-13,-7,9,-3,0,-6,-11,-13,-4,-5,-17,-12,-7,-13,-14,8,-8,-13,-12,-4,-22,-1,-13,-10,0,6,-13,-13
285,-7,-4,14,2,7,-3,-12,-10,0,2,-12,-7,0,-11,-9,13,-4,-8,-10,-2,-25,6,-9,-6,7,10,-9,-9
286,-4,2,13,6,12,1,-13,-8,4,8,-7,-2,6,-4,-5,15,1,-3,-1,2,-24,12,-4,-1,12,16,-3,-4
287,0,7,14,11,14,4,-15,-5,6,12,0,1,9,2,1,15,6,4,4,3,-26,16,2,6,19,21,1,3
288,3,8,18,12,16,11,-16,0,10,17,4,6,15,7,6,16,12,5,7,10,-28,19,6,11,24,24,6,9
289,7,14,16,16,15,13,-13,4,14,19,9,12,18,10,12,19,15,11,13,10,-22,20,12,16,26,28,12,14
290,13,15,13,21,17,18,-12,8,18,23,14,13,21,16,15,19,19,15,19,12,-18,21,18,19,30,29,18,17
291,16,20,14,25,18,21,-8,11,20,26,18,16,26,22,18,17,22,17,24,12,-15,21,18,22,31,29,21,23
292,18,23,12,27,14,23,-3,15,22,26,22,21,27,25,23,13,25,23,26,13,-8,20,23,25,29,27,23,26
293,21,23,10,27,13,28,0,19,21,26,25,23,29,27,23,12,27,23,29,10,0,18,27,27,27,28,27,26
294,22,26,7,27,14,28,5,22,23,27,27,27,29,28,27,10,27,27,30,9,8,17,28,27,27,25,27,28
295,22,26,4,26,11,28,9,23,19,25,27,30,28,27,26,6,27,28,30,7,12,13,28,30,24,22,26,30
296,25,24,2,24,6,27,10,24,19,22,27,26,28,26,28,1,25,27,27,6,18,6,29,28,20,18,24,29
297,24,23,-2,18,2,25,15,26,18,21,28,25,23,25,27,-1,25,26,28,3,25,6,28,26,18,12,24,28
298,23,19,-4,15,0,21,15,24,16,15,25,24,21,23,26,-4,19,22,23,4,30,0,24,23,11,7,23,26
299,21,17,-6,12,-4,20,19,23,11,9,22,21,16,20,21,-7,17,20,19,-1,32,-3,21,18,4,2,19,23
300,18,11,-9,8,-7,15,20,21,8,6,18,18,10,16,16,-9,11,14,12,-4,32,-8,17,14,-1,-5,15,17
301,14,7,-11,1,-12,7,24,16,5,0,16,11,3,11,10,-13,8,12,8,-6,31,-10,11,7,-8,-9,8,11
302,9,2,-13,-5,-11,1,23,10,-3,-7,11,6,-4,3,5,-15,1,6,2,-7,30,-12,7,3,-12,-14,5,2
303,5,-1,-13,-8,-13,-3,20,5,-11,-11,5,0,-11,3,0,-16,-6,0,-5,-9,26,-15,-1,-4,-17,-18,-2,-5
304,0,-7,-14,-13,-15,-10,21,0,-12,-17,1,-5,-13,-3,-6,-18,-11,-5,-10,-11,20,-15,-5,-9,-21,-21,-7,-9
305,-6,-12,-13,-19,-16,-13,16,-5,-14,-23,-5,-10,-18,-12,-11,-17,-18,-11,-13,-8,15,-16,-10,-12,-24,-23,-14,-15
306,-10,-16,-12,-22,-16,-18,10,-10,-19,-23,-9,-14,-23,-12,-15,-16,-22,-16,-20,-10,9,-18,-16,-17,-26,-27,-16,-18
307,-15,-20,-14,-24,-15,-22,5,-16,-20,-24,-12,-18,-26,-17,-21,-14,-24,-20,-24,-12,3,-16,-19,-24,-29,-30,-22,-22
308,-20,-21,-9,-24,-14,-24,-1,-21,-23,-27,-18,-23,-26,-20,-23,-13,-26,-24,-27,-10,-3,-16,-25,-24,-30,-28,-25,-24
309,-20,-24,-5,-25,-14,-25,-6,-21,-22,-28,-21,-25,-26,-24,-25,-7,-28,-27,-29,-8,-10,-11,-27,-26,-25,-24,-30,-28
310,-23,-24,-7,-24,-8,-24,-13,-24,-24,-25,-25,-25,-26,-26,-30,-4,-27,-28,-29,-8,-17,-10,-30,-26,-21,-21,-29,-29
311,-24,-23,-1,-21,-6,-24,-17,-24,-22,-20,-26,-27,-25,-26,-27,0,-26,-27,-28,-5,-21,-5,-31,-25,-19,-17,-28,-28
312,-23,-20,2,-18,-3,-22,-19,-25,-20,-16,-26,-27,-22,-26,-25,3,-27,-25,-26,-6,-24,-3,-29,-24,-13,-11,-24,-27
313,-23,-18,6,-13,1,-19,-23,-23,-17,-10,-24,-25,-18,-24,-23,9,-21,-22,-23,-3,-29,-1,-27,-21,-7,-5,-23,-26
314,-19,-15,11,-9,5,-14,-25,-19,-10,-6,-23,-21,-11,-18,-20,13,-16,-18,-17,1,-31,4,-25,-16,-1,3,-17,-23
315,-16,-11,16,-3,7,-10,-27,-15,-3,-2,-19,-16,-4,-19,-15,16,-11,-14,-14,2,-31,9,-18,-11,4,7,-10,-16
316,-11,-4,18,-1,13,-2,-28,-13,-1,3,-14,-11,1,-13,-8,22,-3,-9,-8,4,-29,11,-14,-6,11,15,-7,-9
317,-3,0,23,7,18,4,-24,-7,3,10,-10,-5,5,-5,-3,27,3,-2,-1,6,-28,16,-8,-2,17,19,-1,0
318,0,5,27,12,21,11,-22,-1,10,18,-5,-1,12,0,2,29,9,3,4,5,-22,19,-2,4,22,24,3,3
319,4,11,27,18,25,14,-16,4,13,19,1,6,14,5,8,30,15,10,10,7,-20,23,5,12,26,29,10,9
320,10,16,29,22,27,18,-11,11,16,22,8,11,19,12,13,32,20,15,14,11,-13,25,12,18,25,29,17,14
321,16,21,30,22,31,22,-4,16,18,24,13,18,25,17,21,32,23,19,22,11,-6,27,19,21,26,28,21,21
322,16,22,29,22,31,23,3,19,22,26,16,20,26,21,23,32,28,23,27,12,0,26,23,22,24,27,24,25
323,18,23,25,22,31,27,8,22,23,22,22,22,28,23,26,30,28,25,29,11,6,28,26,28,22,22,25,27
324,20,23,22,19,26,25,14,21,23,20,23,24,23,23,24,26,26,24,27,9,13,28,26,23,18,18,23,28
325,21,22,17,17,24,22,21,20,19,18,24,23,22,25,25,20,24,22,27,10,18,26,26,24,14,12,22,28
326,20,19,12,13,21,19,27,20,18,12,22,21,20,22,23,13,19,20,26,10,21,21,26,22,6,6,20,24
327,14,18,5,11,17,15,29,17,12,8,19,20,16,16,19,10,15,18,19,7,26,17,22,19,0,-1,16,21
328,11,11,1,4,10,13,32,14,8,2,18,15,11,11,15,3,5,11,15,6,29,11,19,13,-6,-8,10,13
329,8,7,-5,-4,5,6,33,9,0,-6,13,11,4,7,9,-4,1,6,8,7,30,6,14,8,-13,-13,8,8
330,3,0,-14,-7,-2,-1,32,3,-6,-11,8,5,-3,2,1,-11,-6,2,1,4,30,0,6,0,-20,-21,-1,1
331,-3,-6,-18,-12,-10,-7,30,-2,-11,-18,1,0,-12,-5,-5,-20,-11,-5,-5,2,26,-6,0,-6,-26,-26,-5,-5
332,-6,-13,-21,-19,-15,-14,25,-8,-16,-22,-5,-7,-15,-9,-11,-23,-18,-10,-13,3,23,-12,-7,-14,-28,-27,-13,-9
333,-11,-18,-26,-21,-21,-21,20,-13,-20,-25,-9,-12,-20,-13,-17,-27,-22,-16,-20,2,23,-20,-12,-18,-31,-29,-16,-17
334,-16,-21,-30,-24,-26,-25,14,-17,-23,-26,-15,-19,-23,-22,-22,-33,-24,-21,-25,0,17,-25,-20,-25,-29,-28,-22,-21
335,-19,-25,-35,-24,-29,-25,9,-22,-28,-25,-22,-23,-25,-27,-25,-37,-30,-26,-29,-2,10,-29,-25,-30,-30,-26,-27,-27
336,-19,-28,-34,-27,-33,-25,2,-24,-29,-26,-25,-23,-28,-27,-28,-37,-28,-28,-32,-2,5,-33,-28,-35,-26,-24,-30,-31
337,-20,-26,-32,-24,-35,-25,-5,-25,-26,-25,-29,-25,-26,-27,-26,-36,-31,-29,-32,-4,-1,-35,-33,-33,-21,-21,-29,-30
338,-21,-23,-31,-21,-36,-21,-11,-26,-26,-22,-32,-28,-25,-26,-29,-34,-27,-28,-31,-5,-7,-37,-32,-33,-15,-16,-28,-32
339,-19,-21,-28,-19,-34,-19,-18,-26,-23,-17,-30,-27,-22,-24,-27,-32,-23,-25,-27,-5,-12,-35,-31,-29,-9,-10,-26,-29
340,-17,-13,-22,-10,-32,-13,-22,-21,-17,-12,-28,-24,-18,-21,-24,-29,-19,-22,-22,-8,-14,-31,-27,-23,-3,-4,-24,-25
341,-12,-10,-16,-5,-28,-11,-27,-16,-12,-3,-23,-18,-11,-15,-18,-21,-13,-16,-17,-5,-18,-27,-22,-15,4,4,-19,-22
342,-8,-5,-11,2,-20,-6,-30,-13,-7,3,-17,-11,-6,-13,-14,-14,-7,-11,-12,-6,-21,-21,-16,-8,12,11,-13,-15
343,-2,-1,-5,7,-16,1,-27,-7,2,9,-11,-6,2,-5,-5,-7,-1,-7,-5,-8,-24,-14,-9,2,17,17,-5,-6
344,2,7,0,15,-9,9,-29,0,7,17,-4,0,11,2,2,0,10,1,2,-6,-26,-9,-4,9,22,23,1,-1
345,6,13,7,20,0,15,-29,5,14,22,2,7,16,8,10,8,14,8,9,-6,-25,-3,7,15,28,28,7,11
346,12,19,15,24,6,18,-25,11,21,27,10,14,26,14,18,15,18,15,18,-5,-26,6,12,23,31,31,14,18
347,17,24,19,30,12,23,-22,17,28,31,17,20,30,21,25,18,22,21,23,-4,-24,13,19,29,31,34,22,23
348,22,29,22,32,17,28,-14,25,33,33,22,26,31,23,30,24,29,27,29,-2,-23,19,25,36,34,33,25,26
349,25,30,26,33,24,31,-9,28,34,32,30,29,36,29,30,29,33,32,33,-1,-18,23,30,37,34,31,30,32
350,26,31,28,32,27,31,-3,31,37,30,32,29,38,33,33,32,34,32,34,-2,-16,29,34,39,30,32,34,35
351,29,32,30,31,30,29,3,34,35,28,34,32,35,31,36,33,34,33,36,-2,-12,31,36,39,26,30,35,34
352,28,31,27,27,29,28,10,33,34,26,36,34,32,29,36,32,34,35,34,3,-9,31,35,38,20,24,33,35
353,28,29,25,23,27,26,17,30,30,19,35,30,26,29,31,30,30,31,32,2,-2,33,33,33,15,18,32,33
354,24,25,21,16,25,24,20,27,22,12,30,29,23,24,29,26,24,27,28,4,3,31,29,30,9,12,27,30
355,19,22,15,10,21,17,26,25,16,5,29,23,17,21,25,18,17,26,22,3,10,26,26,24,-1,6,22,23
356,14,11,8,3,17,10,30,20,11,-2,25,17,10,17,18,10,10,16,17,3,14,21,23,17,-8,-5,15,18
357,7,8,1,-3,11,3,32,12,3,-7,19,9,5,11,13,4,4,8,11,3,18,14,15,9,-14,-12,8,10
358,3,1,-2,-10,6,-2,31,7,-4,-15,12,5,-1,4,5,-1,-2,0,3,2,22,8,9,5,-20,-19,1,5
359,-2,-7,-9,-16,1,-7,31,-1,-11,-18,6,-1,-11,-4,-4,-10,-10,-6,-4,2,24,3,-1,-4,-23,-23,-6,-5
360,-8,-12,-14,-21,-6,-14,27,-7,-17,-21,-3,-9,-17,-8,-12,-14,-18,-15,-11,2,24,-3,-7,-13,-29,-28,-15,-10
361,-11,-15,-17,-24,-11,-21,22,-11,-22,-23,-9,-14,-21,-16,-18,-19,-24,-21,-19,1,26,-9,-14,-20,-30,-31,-20,-16
362,-15,-21,-22,-24,-14,-25,19,-18,-28,-26,-15,-20,-27,-23,-21,-22,-26,-24,-21,-1,22,-15,-19,-24,-31,-31,-27,-23
363,-20,-24,-21,-27,-19,-26,14,-24,-29,-28,-22,-24,-29,-27,-25,-25,-30,-29,-23,-3,22,-18,-24,-27,-29,-32,-31,-27
364,-21,-26,-22,-25,-20,-29,7,-26,-32,-27,-27,-27,-32,-28,-30,-24,-31,-32,-29,-5,19,-23,-30,-30,-28,-29,-32,-29
365,-22,-27,-18,-27,-22,-28,3,-28,-33,-26,-28,-29,-31,-31,-32,-24,-31,-34,-31,-4,15,-25,-29,-31,-24,-25,-31,-32
366,-21,-27,-15,-24,-20,-27,-4,-28,-28,-27,-29,-28,-31,-30,-31,-20,-29,-32,-31,-4,11,-24,-32,-32,-21,-22,-33,-31
367,-21,-24,-11,-22,-16,-22,-5,-27,-28,-22,-29,-30,-28,-29,-29,-16,-26,-28,-29,-8,1,-22,-32,-31,-18,-17,-29,-29
368,-22,-21,-5,-14,-11,-18,-12,-24,-25,-17,-30,-24,-25,-27,-25,-9,-23,-26,-26,-8,-3,-19,-28,-28,-12,-11,-23,-28
369,-17,-17,-2,-12,-9,-16,-17,-20,-20,-9,-26,-21,-20,-21,-24,-2,-18,-22,-20,-8,-9,-12,-23,-23,-5,-5,-19,-24
370,-13,-13,4,-7,-4,-11,-19,-16,-15,-5,-20,-20,-15,-16,-19,3,-13,-16,-16,-10,-14,-7,-19,-17,0,2,-16,-21
371,-6,-6,10,-3,2,-8,-23,-11,-10,0,-17,-14,-8,-14,-16,10,-9,-12,-12,-8,-20,-3,-16,-12,5,8,-11,-18
372,-5,-3,18,1,9,-3,-23,-7,-4,3,-13,-7,-3,-8,-9,15,-4,-8,-6,-7,-21,4,-10,-7,9,10,-6,-9
373,0,1,19,4,11,3,-24,-1,2,7,-7,-2,0,-1,-4,22,0,-1,0,-5,-25,10,-5,0,13,15,1,-2
374,2,5,25,9,18,5,-24,6,8,12,-2,3,7,6,3,26,7,4,3,-5,-28,15,0,8,15,20,7,3
375,6,7,27,14,22,9,-23,10,14,14,3,11,11,6,7,29,11,8,8,-3,-28,20,5,12,16,23,12,8
376,10,11,28,14,25,12,-22,11,19,15,6,15,15,11,11,30,14,13,12,-2,-28,23,11,15,16,23,15,10
377,12,13,25,17,25,15,-18,14,21,16,9,17,17,16,13,30,16,17,15,-1,-25,30,14,19,17,22,18,16
378,13,15,26,15,26,17,-15,12,22,17,16,17,17,17,18,29,16,18,18,0,-19,30,17,21,16,21,20,16
379,14,16,21,15,24,15,-13,14,21,15,19,17,19,18,17,25,17,18,17,3,-14,28,18,23,14,19,20,19
380,15,17,19,15,21,16,-7,14,18,12,19,16,18,19,17,20,16,19,17,5,-8,28,18,20,14,17,19,20
381,14,15,13,14,21,14,-1,13,18,11,20,16,18,18,17,15,16,21,18,9,-2,24,18,20,13,11,18,19
382,13,14,6,14,16,11,2,12,16,8,22,13,16,17,14,11,13,18,16,10,7,20,17,19,9,8,16,16
383,12,12,0,9,12,10,5,11,13,5,18,13,14,15,16,3,10,17,13,10,16,13,15,16,5,5,14,14
384,8,9,-4,6,7,8,9,8,10,2,15,9,9,13,13,-3,9,13,12,13,21,8,12,11,1,1,11,11
