,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
127,-3,-43,-50,-42,-53,-34,-51,-53,-55,-49,-51,-53,-50,-54,-50,-47,-48,-52,-1,-46,-50,0,-44,3,-53,-44,-45,1,-56,-54,-53,-46,-48,-50,-47,-52,-45,-50,-43,-53,-50,-47
128,-6,-38,-50,-37,-55,-26,-54,-50,-56,-54,-49,-56,-43,-54,-55,-53,-51,-52,-5,-54,-45,6,-32,2,-53,-52,-39,5,-54,-52,-53,-38,-52,-56,-52,-50,-37,-46,-47,-54,-47,-51
129,-8,-31,-52,-31,-52,-16,-53,-44,-51,-56,-43,-55,-35,-50,-53,-53,-52,-54,-7,-52,-37,7,-25,-1,-49,-54,-30,12,-56,-49,-54,-32,-54,-53,-53,-46,-31,-41,-51,-54,-41,-54
130,-8,-21,-51,-19,-45,-8,-56,-36,-48,-53,-38,-53,-24,-46,-52,-51,-48,-49,-9,-49,-30,11,-12,-4,-42,-50,-17,16,-49,-44,-47,-23,-51,-50,-54,-38,-21,-35,-54,-49,-30,-52
131,-11,-9,-44,-5,-35,7,-46,-26,-41,-47,-30,-45,-17,-35,-50,-50,-44,-46,-12,-46,-16,11,-2,-8,-31,-48,-3,16,-44,-36,-43,-10,-50,-45,-50,-30,-11,-26,-50,-41,-23,-47
132,-17,0,-37,2,-29,17,-37,-15,-30,-39,-18,-39,-5,-26,-42,-44,-35,-36,-13,-40,-7,14,10,-13,-21,-42,9,14,-34,-25,-34,0,-42,-36,-42,-21,-1,-14,-46,-36,-14,-43
133,-15,14,-27,14,-14,28,-28,-4,-19,-32,-8,-25,7,-12,-32,-34,-26,-25,-15,-32,4,12,21,-14,-8,-34,18,17,-20,-12,-23,13,-33,-27,-31,-7,12,-1,-39,-22,-2,-36
134,-13,25,-17,23,2,36,-14,7,-7,-17,5,-12,17,2,-20,-26,-17,-15,-13,-21,15,13,31,-16,9,-24,31,13,-8,1,-9,22,-24,-14,-23,4,23,8,-29,-6,11,-23
135,-12,33,-2,33,15,41,-5,18,7,-5,14,2,25,14,-7,-13,-1,1,-10,-10,25,13,41,-22,21,-12,37,11,9,16,4,30,-11,-1,-13,14,29,17,-15,8,22,-12
136,-9,42,10,41,27,45,12,27,23,6,25,17,33,30,8,1,12,14,-8,4,34,8,46,-18,34,-2,45,8,19,30,17,38,3,13,6,27,37,28,-6,21,29,1
137,-4,47,22,46,38,46,23,34,33,20,34,32,40,39,22,17,26,26,-5,19,44,5,46,-12,41,17,49,6,32,38,32,44,17,29,16,35,42,36,8,33,39,14
138,-1,49,34,46,47,46,35,44,42,35,42,41,43,47,32,28,37,38,-2,30,50,6,49,-14,49,30,50,3,40,47,41,48,27,41,30,43,44,43,22,41,45,28
139,1,48,45,50,50,45,45,46,50,43,45,49,47,51,42,36,45,44,2,38,53,9,49,-8,54,38,51,3,48,54,46,46,37,49,39,47,47,46,34,48,44,38
140,2,51,51,50,54,40,50,48,56,49,49,53,47,55,47,47,51,53,-1,47,52,3,49,-2,55,47,50,-1,53,57,52,48,48,58,45,52,48,48,41,52,48,46
141,6,49,54,47,52,37,54,51,58,57,46,57,45,54,53,52,56,55,0,54,50,-2,42,4,56,54,47,-4,57,60,54,47,54,59,50,51,46,48,50,56,49,54
142,7,38,56,43,48,26,55,49,54,57,45,56,43,52,53,56,56,53,5,54,46,-3,36,4,50,55,38,-5,55,55,57,42,55,58,54,50,40,48,53,54,44,56
143,6,30,56,32,43,16,53,43,50,56,44,49,35,44,53,55,56,52,6,52,40,-4,27,5,43,55,28,-1,50,49,51,30,54,55,55,47,31,43,54,49,37,54
144,7,21,48,23,35,7,45,36,43,50,37,46,28,35,49,51,52,46,6,49,29,-6,15,7,31,54,21,-2,42,41,43,20,50,49,51,41,21,33,51,42,31,52
145,9,12,40,13,25,-2,37,28,30,42,28,39,16,24,42,44,45,38,7,42,18,-6,6,9,17,46,6,-6,30,31,34,15,43,40,42,33,11,25,45,33,26,44
146,13,-2,28,0,10,-16,29,18,17,34,19,25,7,11,35,36,34,27,8,35,10,-4,-9,6,4,34,-6,-5,21,18,21,3,33,26,37,24,-2,13,41,20,13,36
147,11,-11,16,-11,-2,-28,14,6,5,22,13,10,-5,0,20,25,20,13,10,23,-4,-4,-19,10,-10,22,-17,1,8,-1,6,-11,20,14,24,13,-16,7,30,8,2,23
148,10,-24,1,-22,-14,-37,0,-7,-12,9,-1,-2,-17,-12,5,11,4,-3,9,11,-16,-5,-31,14,-18,12,-27,3,-4,-13,-9,-22,8,-3,9,3,-23,-6,18,-6,-9,10
149,13,-35,-12,-33,-26,-47,-10,-19,-19,-6,-12,-12,-28,-24,-8,-1,-9,-13,13,-3,-27,0,-40,13,-26,-3,-36,3,-18,-27,-15,-32,-6,-16,-3,-14,-34,-17,4,-15,-22,-3
150,12,-42,-24,-41,-35,-54,-22,-31,-29,-19,-23,-27,-37,-33,-22,-12,-21,-21,15,-16,-37,0,-47,12,-36,-15,-45,1,-26,-36,-28,-40,-17,-29,-16,-25,-42,-28,-10,-25,-32,-15
151,15,-49,-32,-47,-42,-56,-30,-39,-38,-25,-32,-35,-44,-37,-29,-22,-34,-33,17,-27,-46,-3,-53,14,-41,-27,-53,4,-38,-44,-36,-49,-24,-37,-25,-35,-47,-37,-20,-37,-40,-26
152,13,-55,-38,-51,-43,-57,-39,-46,-47,-35,-41,-41,-49,-46,-38,-34,-41,-42,20,-37,-52,0,-58,13,-47,-34,-54,3,-45,-49,-40,-52,-32,-43,-35,-44,-53,-46,-28,-42,-47,-35
153,10,-57,-42,-55,-47,-55,-42,-53,-48,-44,-49,-44,-55,-47,-45,-42,-50,-47,19,-43,-57,2,-56,15,-45,-44,-54,4,-44,-47,-42,-54,-43,-49,-40,-52,-55,-52,-37,-45,-54,-41
154,9,-55,-46,-54,-47,-49,-44,-60,-45,-47,-50,-46,-52,-44,-49,-42,-53,-46,14,-47,-56,2,-51,17,-45,-47,-50,2,-48,-50,-46,-54,-47,-49,-46,-55,-54,-54,-45,-45,-55,-44
155,7,-50,-46,-50,-41,-42,-45,-55,-44,-48,-53,-46,-49,-42,-48,-46,-48,-46,14,-48,-53,0,-44,14,-40,-48,-46,0,-43,-45,-44,-50,-46,-47,-48,-55,-46,-54,-48,-42,-53,-48
156,4,-44,-43,-42,-35,-30,-39,-53,-38,-43,-50,-42,-45,-35,-46,-44,-44,-43,13,-44,-47,0,-37,13,-28,-45,-38,-3,-38,-38,-37,-43,-43,-44,-46,-54,-41,-53,-46,-39,-51,-43
157,-2,-35,-37,-32,-24,-21,-34,-48,-29,-41,-44,-36,-39,-23,-44,-39,-39,-33,8,-40,-39,-3,-24,8,-20,-42,-30,-7,-29,-27,-30,-34,-41,-37,-44,-53,-35,-45,-45,-31,-44,-39
158,-6,-22,-28,-23,-12,-6,-26,-39,-17,-32,-39,-24,-27,-10,-32,-34,-30,-25,-1,-32,-31,-6,-14,8,-8,-33,-18,-9,-20,-16,-22,-20,-32,-28,-37,-44,-23,-37,-39,-19,-34,-33
159,-7,-11,-17,-9,-2,9,-14,-25,-5,-21,-31,-11,-15,-2,-23,-23,-17,-16,-3,-22,-18,-4,-4,4,3,-22,-3,-9,-9,-4,-10,-7,-21,-14,-25,-34,-7,-26,-31,-7,-22,-24
160,-9,7,-2,5,11,23,-2,-15,2,-7,-19,0,-2,8,-9,-10,-6,0,-8,-13,-5,-4,12,-4,12,-10,11,-10,3,7,1,6,-9,-4,-14,-22,5,-12,-18,4,-12,-9
161,-15,20,9,21,19,35,11,-1,14,5,-3,10,11,20,5,0,3,11,-12,-1,9,-7,25,-6,22,0,25,-9,11,18,13,20,0,5,1,-9,19,1,-4,12,3,3
162,-15,33,15,32,28,42,18,13,22,15,7,20,25,27,13,9,16,20,-16,9,23,-8,35,-6,31,11,36,-12,23,26,21,33,14,18,10,8,31,15,4,24,19,9
163,-16,40,25,42,36,52,25,28,31,25,22,29,36,36,24,17,24,25,-20,16,33,-4,43,-10,37,21,46,-9,30,36,32,43,20,25,22,22,39,25,15,34,29,23
164,-16,47,32,50,41,56,35,37,38,30,35,36,45,43,31,29,32,34,-20,28,44,2,53,-14,39,29,53,-4,38,41,36,48,30,32,30,32,46,35,23,36,40,32
165,-24,55,40,55,45,57,39,46,45,38,45,42,51,47,39,36,39,40,-22,35,52,2,59,-16,40,37,56,0,45,47,40,57,37,40,37,40,56,46,31,45,46,36
166,-25,59,43,56,47,56,44,55,47,43,49,48,55,47,45,41,46,42,-27,43,54,6,56,-16,44,43,59,3,47,49,43,58,44,45,44,49,62,53,43,46,51,41
167,-23,57,47,56,46,49,43,60,47,46,54,48,54,45,47,46,48,47,-29,44,57,8,53,-23,40,45,56,4,45,48,44,57,45,46,46,54,57,55,45,48,56,45
168,-17,53,47,51,38,39,44,59,44,45,57,46,51,44,48,46,48,47,-27,46,55,11,49,-27,34,47,50,8,43,45,42,53,45,46,48,57,52,60,48,44,57,47
169,-12,46,43,44,29,30,39,54,38,43,53,39,46,35,45,45,47,43,-19,46,48,12,40,-27,27,46,41,14,37,36,38,46,46,45,45,57,44,56,50,39,53,42
170,-5,37,36,35,21,16,30,51,31,38,49,31,35,23,38,41,38,34,-14,41,44,11,29,-24,16,40,30,12,29,28,31,38,42,35,40,53,36,48,46,30,48,38
171,4,25,28,24,9,3,23,41,21,30,42,20,25,11,28,32,28,23,-8,31,36,12,15,-17,6,34,17,14,19,18,19,23,31,24,32,45,22,43,41,16,37,31
172,13,13,15,10,-5,-8,10,29,12,16,32,9,12,-1,23,22,17,13,3,20,22,10,3,-10,-6,23,3,16,5,4,9,11,18,15,20,34,6,34,31,4,25,22
173,19,-3,5,-7,-15,-20,-3,18,-1,6,17,-2,2,-12,10,9,7,-2,14,9,8,10,-12,-4,-15,10,-5,19,-6,-5,-5,-1,8,4,10,24,-5,16,20,-6,11,11
174,23,-16,-7,-16,-24,-31,-13,3,-12,-5,4,-13,-12,-22,-6,-2,-9,-12,20,-3,-5,11,-21,7,-24,-3,-16,16,-15,-18,-16,-12,-5,-10,-4,7,-18,3,7,-16,0,0
175,25,-27,-16,-29,-31,-41,-21,-9,-24,-14,-9,-24,-25,-31,-14,-16,-20,-21,26,-14,-17,9,-30,18,-34,-10,-30,13,-23,-26,-26,-27,-15,-21,-14,-6,-27,-10,-7,-25,-13,-12
176,31,-35,-28,-38,-37,-46,-30,-20,-30,-23,-18,-31,-30,-36,-21,-22,-27,-28,28,-22,-26,6,-39,24,-38,-22,-37,14,-28,-34,-31,-35,-26,-27,-21,-17,-38,-22,-17,-34,-26,-22
177,34,-41,-34,-44,-38,-48,-37,-28,-37,-31,-31,-32,-41,-40,-31,-28,-30,-35,31,-31,-36,2,-46,27,-38,-28,-42,8,-34,-37,-34,-41,-31,-34,-32,-26,-46,-31,-25,-37,-33,-31
178,32,-46,-38,-45,-38,-47,-40,-40,-38,-35,-37,-38,-47,-38,-33,-35,-37,-38,34,-37,-42,1,-47,31,-37,-37,-47,6,-34,-38,-39,-48,-34,-37,-35,-37,-48,-39,-31,-40,-43,-34
179,27,-49,-39,-47,-35,-44,-42,-45,-38,-36,-43,-36,-48,-34,-37,-36,-36,-36,34,-36,-44,-4,-45,36,-34,-39,-45,0,-36,-38,-40,-49,-37,-37,-38,-44,-50,-43,-39,-37,-47,-38
180,27,-45,-36,-45,-29,-38,-39,-48,-38,-34,-49,-33,-49,-30,-37,-37,-36,-35,31,-38,-47,-11,-45,38,-27,-39,-43,-6,-35,-34,-36,-47,-37,-33,-37,-43,-46,-48,-40,-34,-47,-38
181,28,-42,-34,-42,-24,-29,-34,-49,-31,-29,-49,-27,-44,-25,-36,-34,-35,-32,32,-37,-43,-13,-36,34,-21,-37,-37,-11,-28,-29,-27,-41,-36,-29,-36,-49,-40,-47,-38,-24,-44,-33
182,20,-36,-22,-33,-16,-19,-25,-45,-23,-26,-44,-25,-37,-17,-29,-32,-29,-23,29,-35,-38,-12,-27,30,-14,-31,-31,-14,-22,-22,-24,-35,-30,-23,-29,-46,-34,-43,-36,-22,-44,-28
183,9,-24,-20,-25,-10,-5,-18,-38,-18,-22,-40,-15,-28,-8,-22,-24,-21,-19,22,-22,-33,-17,-16,32,-8,-24,-17,-18,-15,-17,-17,-25,-25,-17,-22,-39,-23,-36,-29,-13,-37,-23
184,-1,-14,-13,-11,-2,6,-10,-30,-12,-14,-29,-8,-17,-2,-18,-17,-12,-10,12,-15,-18,-22,-4,29,0,-16,-4,-22,-7,-9,-7,-12,-17,-9,-17,-29,-9,-26,-24,-6,-23,-18
185,-7,-3,-3,1,6,15,0,-18,-4,-7,-19,-2,-5,6,-12,-8,-5,-2,2,-7,-9,-25,6,22,6,-10,3,-23,0,1,0,-1,-8,-5,-9,-20,3,-14,-14,2,-13,-9
186,-15,6,6,10,13,23,8,-6,4,0,-4,7,7,10,0,1,5,8,-2,2,1,-21,17,8,12,-3,16,-20,7,8,7,10,-1,2,-3,-9,13,-3,-8,6,-4,0
187,-26,18,9,18,16,33,10,5,9,5,4,14,17,16,6,9,12,11,-12,8,11,-20,27,-1,18,4,24,-21,13,8,15,21,7,10,2,3,23,6,-1,15,8,7
188,-31,28,16,29,22,42,17,16,16,12,15,19,26,21,12,12,14,17,-23,13,20,-17,34,-8,23,9,32,-18,17,18,19,32,11,13,10,12,33,17,8,21,17,13
189,-36,36,22,36,23,47,23,23,18,17,26,21,32,26,18,20,19,25,-30,19,30,-8,40,-17,23,13,37,-11,21,23,24,37,17,22,17,21,37,30,12,25,28,20
190,-37,43,23,41,21,49,24,34,23,21,34,23,40,26,22,24,22,27,-33,25,39,-4,43,-27,24,19,41,-5,21,22,24,42,22,24,24,30,42,36,20,25,35,24
191,-39,48,25,46,21,50,27,40,23,25,39,25,45,24,22,28,23,29,-35,25,46,2,44,-30,24,25,46,2,23,21,25,46,26,25,24,38,49,41,25,27,41,26
192,-40,48,26,48,21,47,25,46,22,23,43,24,44,22,24,24,22,28,-38,24,47,7,46,-37,21,24,45,8,24,22,24,51,26,22,27,42,50,43,26,25,47,26
193,-36,47,22,44,16,39,26,46,25,20,45,20,48,21,22,24,21,23,-34,24,48,13,40,-37,18,23,44,15,21,21,22,46,25,20,27,46,48,48,26,21,48,24
194,-29,44,22,41,13,27,24,47,20,20,47,16,45,17,21,25,21,22,-32,23,46,18,34,-42,15,22,38,18,20,16,19,42,26,19,25,47,43,45,23,19,48,23
195,-22,35,16,32,12,16,19,44,15,17,42,14,39,11,21,23,19,17,-27,18,39,22,25,-42,9,19,27,18,15,15,16,35,22,14,24,43,35,40,22,12,42,21
196,-15,21,13,20,1,5,15,34,11,14,36,10,28,5,13,16,12,11,-20,14,34,23,14,-36,4,17,14,22,10,11,7,20,16,13,20,37,21,34,19,7,35,20
197,-8,12,9,8,0,-8,7,26,8,10,30,2,17,0,10,11,10,5,-15,10,20,27,4,-31,1,12,3,23,5,4,5,9,11,2,14,29,10,22,13,3,23,11
198,2,2,1,-2,-4,-19,4,15,4,7,16,0,6,-4,7,6,3,-2,-6,4,6,25,-11,-20,-5,7,-7,28,-3,1,-3,-1,10,1,6,19,-1,8,10,-2,10,6
199,14,-12,-4,-12,-10,-29,-3,4,0,0,5,-3,-7,-10,2,0,0,-4,1,-1,-4,26,-18,-15,-8,5,-18,24,-4,-1,-6,-10,1,-3,1,4,-14,-4,4,-4,-1,1
200,21,-20,-7,-24,-14,-38,-7,-9,-2,-4,-8,-7,-21,-10,-2,-6,-2,-6,13,-6,-14,25,-27,-7,-11,0,-24,25,-10,-4,-10,-23,-5,-9,-1,-5,-26,-16,2,-8,-14,-3
201,26,-29,-8,-29,-12,-40,-8,-21,-7,-8,-17,-10,-28,-11,-7,-7,-6,-13,20,-6,-24,23,-34,4,-13,-2,-32,22,-11,-6,-13,-31,-10,-9,-6,-13,-33,-24,-4,-12,-22,-9
202,31,-36,-12,-35,-12,-41,-13,-27,-10,-10,-26,-14,-36,-11,-10,-12,-6,-14,24,-11,-31,18,-36,16,-9,-7,-37,19,-12,-8,-15,-35,-11,-11,-11,-23,-37,-32,-6,-10,-29,-12
203,36,-42,-13,-37,-14,-37,-12,-34,-10,-13,-33,-12,-41,-11,-11,-13,-9,-13,31,-14,-38,11,-37,25,-9,-11,-37,11,-14,-8,-15,-37,-13,-11,-11,-30,-41,-38,-7,-12,-38,-12
204,33,-39,-11,-39,-14,-36,-12,-37,-9,-13,-37,-13,-41,-9,-11,-14,-10,-10,34,-13,-36,5,-37,29,-11,-11,-38,5,-14,-10,-12,-40,-14,-10,-13,-33,-40,-40,-12,-11,-41,-12
205,29,-34,-12,-37,-10,-30,-13,-39,-11,-11,-38,-10,-37,-6,-10,-13,-9,-10,32,-14,-39,-2,-31,35,-7,-11,-32,-3,-13,-8,-13,-36,-13,-10,-14,-36,-36,-43,-12,-8,-40,-11
206,27,-33,-11,-32,-8,-23,-11,-34,-7,-9,-38,-7,-34,-7,-9,-11,-9,-8,27,-10,-34,-8,-25,36,-3,-12,-27,-13,-8,-7,-8,-30,-10,-7,-14,-36,-32,-39,-8,-8,-38,-11
207,23,-24,-6,-25,-6,-17,-7,-31,-4,-9,-34,-4,-29,-4,-11,-9,-5,-5,26,-9,-28,-17,-19,34,1,-12,-23,-18,-7,-2,-7,-24,-10,-7,-9,-32,-28,-33,-9,-5,-35,-11
208,17,-19,-5,-19,-1,-9,-3,-28,2,-7,-28,0,-23,4,-6,-7,-4,-5,22,-8,-22,-20,-13,31,3,-6,-16,-20,-7,-2,-4,-19,-7,-5,-6,-25,-18,-26,-8,-2,-29,-8
209,10,-9,1,-13,6,1,-2,-20,0,-1,-23,3,-14,7,0,-2,3,0,16,-3,-15,-23,-5,25,5,-4,-10,-24,-2,0,1,-12,-3,0,-4,-21,-8,-20,-4,4,-18,-6
210,6,0,4,-2,5,9,4,-13,4,3,-19,5,-7,4,2,0,5,1,11,2,-9,-24,1,18,7,-3,-2,-23,3,4,6,-1,-1,2,1,-14,-2,-14,-1,5,-12,-1
211,-2,5,7,5,3,11,5,-6,5,4,-10,7,3,6,2,5,5,5,7,5,-1,-22,8,16,6,1,4,-23,3,0,7,5,1,3,5,-7,3,-3,0,4,-6,2
212,-8,10,4,9,3,18,3,4,1,4,-2,3,9,4,3,6,6,4,-2,4,4,-26,14,11,6,2,11,-22,1,-1,5,11,5,3,5,1,14,5,3,2,3,0
213,-13,17,2,18,4,25,4,8,1,4,5,6,14,2,4,4,3,2,-8,6,12,-24,16,5,5,1,18,-22,4,-4,5,17,7,8,6,7,16,11,5,3,9,5
214,-16,22,5,22,1,23,3,13,0,2,11,4,18,-2,4,4,2,4,-9,5,16,-20,22,-4,-1,3,19,-20,1,-7,4,20,6,2,6,10,21,19,1,2,13,2
215,-23,23,5,23,-4,23,1,18,-1,2,17,1,24,-5,3,5,-2,1,-16,2,23,-18,23,-9,-5,0,19,-13,-3,-8,-2,23,2,0,5,17,25,23,1,-3,18,3
216,-24,24,-1,25,-5,21,-4,22,-10,-1,22,-5,27,-9,-4,1,-4,-5,-20,-2,26,-10,22,-12,-9,-1,19,-9,-8,-13,-4,23,2,-3,0,20,25,23,-1,-7,22,-1
217,-24,22,-6,22,-8,20,-6,24,-11,-6,26,-8,24,-10,-7,-6,-6,-8,-24,-6,25,-5,21,-18,-9,-5,19,-3,-8,-12,-9,22,-3,-8,-7,22,23,25,-3,-9,21,-4
218,-21,21,-8,23,-11,14,-5,20,-11,-8,24,-10,23,-10,-6,-7,-10,-7,-23,-7,24,5,18,-22,-10,-7,14,3,-10,-10,-12,20,-8,-9,-7,22,21,27,-6,-10,22,-5
219,-23,20,-8,18,-9,9,-12,22,-13,-9,24,-12,21,-12,-6,-8,-11,-9,-19,-9,20,12,13,-22,-14,-8,10,12,-10,-12,-11,19,-5,-10,-9,20,21,23,-9,-10,21,-7
220,-18,15,-14,15,-8,6,-14,18,-12,-9,22,-9,16,-9,-12,-9,-11,-11,-19,-11,16,18,7,-24,-7,-10,12,17,-11,-11,-11,15,-7,-11,-6,20,17,21,-7,-9,17,-9
221,-14,10,-10,11,-8,2,-9,15,-10,-11,19,-10,10,-8,-11,-12,-12,-9,-13,-12,13,24,3,-23,-6,-9,4,22,-11,-10,-8,11,-9,-10,-8,17,9,18,-8,-9,14,-11
222,-13,4,-7,5,-4,-2,-8,12,-4,-9,15,-7,6,-3,-8,-10,-10,-5,-14,-10,6,25,1,-20,-4,-10,-1,26,-11,-4,-5,2,-8,-9,-8,12,5,17,-13,-5,11,-10
223,-10,1,-5,1,-4,-7,-5,8,-6,-7,8,-4,4,-1,-7,-5,-5,-4,-10,-5,2,26,-5,-17,-4,-6,-2,25,-6,-2,-2,0,-3,-6,-8,10,0,7,-10,-4,6,-7
224,-5,-3,-3,-6,1,-8,-1,3,-3,-5,3,-2,-4,0,-5,-3,-2,-2,-5,-1,-3,24,-9,-16,1,-5,-6,20,-3,0,1,2,0,-5,-4,3,-3,2,-5,1,1,-2
225,-1,-4,0,-7,3,-10,2,-1,1,-3,-2,1,-7,6,0,-3,2,1,-1,0,-6,21,-8,-10,4,-2,-7,19,1,5,3,-5,-1,-2,0,0,-9,0,-1,3,-3,2
226,7,-10,4,-10,7,-12,2,-4,4,2,-6,3,-9,8,3,-1,4,7,2,5,-10,19,-8,-6,6,0,-9,16,3,9,6,-10,3,1,1,-6,-9,-5,0,6,-4,0
227,13,-8,8,-10,13,-12,8,-6,7,5,-11,10,-12,13,5,6,6,8,10,9,-13,15,-12,-3,14,3,-8,12,7,13,12,-10,5,7,5,-8,-12,-12,3,10,-8,4
228,19,-8,10,-7,14,-9,15,-9,14,10,-10,15,-12,17,10,9,10,11,21,10,-12,12,-12,0,20,8,-9,7,13,16,16,-12,9,8,7,-11,-15,-13,8,13,-10,10
229,16,-8,17,-10,17,-11,17,-11,20,14,-11,15,-12,21,17,13,15,17,21,13,-9,7,-8,7,21,14,-10,3,16,20,17,-10,14,11,13,-12,-14,-12,10,15,-12,10
230,18,-9,18,-8,19,-9,17,-12,20,17,-12,21,-9,20,19,16,20,19,21,19,-7,2,-10,13,23,16,-4,-1,18,23,21,-10,17,17,17,-10,-10,-14,18,19,-12,16
231,17,-9,20,-7,20,-6,20,-9,22,18,-10,23,-9,22,19,18,22,19,21,19,-7,-4,-6,14,23,22,-4,-6,22,27,23,-7,18,22,18,-10,-11,-11,20,21,-9,19
232,19,-7,21,-4,21,-3,23,-9,22,21,-11,23,-9,20,23,21,20,20,21,20,-6,-8,-3,13,20,22,-3,-10,22,27,18,-7,21,24,22,-11,-7,-10,22,19,-8,22
233,16,-3,18,-2,15,1,20,-7,20,22,-8,17,-6,19,24,22,21,20,19,20,-3,-12,2,16,15,24,-1,-12,19,24,17,-2,23,23,23,-10,-7,-5,25,16,-6,21
234,13,0,16,1,14,3,17,-3,17,20,-8,15,-2,12,22,20,23,18,15,19,-2,-19,2,15,13,24,5,-18,15,21,17,3,22,22,21,-5,-1,-5,23,17,-3,21
235,14,1,13,4,7,4,15,2,15,18,-2,14,0,8,18,18,16,10,12,15,4,-20,5,13,8,19,7,-18,13,15,13,4,18,18,19,-3,1,1,19,12,-2,19
236,8,1,10,2,2,1,9,4,10,10,3,6,0,3,14,13,14,9,15,11,6,-20,5,11,-1,15,4,-18,9,9,6,4,15,13,14,1,1,5,14,8,3,13
237,8,2,4,2,-8,1,2,7,1,8,3,1,0,-4,12,8,8,4,8,7,3,-20,0,12,-6,10,5,-18,1,0,-1,5,8,7,11,5,1,8,12,0,4,9
238,6,-1,-1,3,-9,-2,-2,5,-4,4,4,-3,-2,-9,4,3,5,-4,5,0,1,-16,-1,14,-13,5,5,-16,-3,-5,-4,5,1,3,3,4,0,7,7,-5,3,5
239,2,-1,-6,-1,-15,-6,-9,6,-11,-3,1,-11,-1,-14,-4,-4,-2,-6,5,-5,-2,-13,-2,11,-18,-4,0,-10,-5,-10,-11,3,-4,-5,0,6,1,7,0,-12,1,-4
240,-1,-4,-12,-3,-21,-7,-13,2,-13,-8,2,-15,0,-19,-7,-8,-8,-11,1,-9,-2,-10,-6,9,-20,-8,-3,-3,-14,-18,-16,-2,-11,-13,-6,6,-4,5,-6,-19,-2,-9
241,-3,-10,-18,-9,-26,-10,-21,-2,-22,-14,0,-18,-4,-20,-14,-13,-14,-17,-2,-13,-9,-4,-10,6,-22,-15,-7,3,-18,-22,-22,-6,-14,-18,-15,5,-6,0,-15,-18,-2,-16
242,-8,-13,-21,-12,-26,-12,-23,-6,-22,-16,-4,-20,-8,-22,-18,-18,-18,-22,-7,-20,-9,1,-11,4,-22,-19,-8,6,-20,-23,-22,-10,-19,-23,-19,4,-8,-6,-18,-21,-5,-17
243,-10,-14,-20,-13,-25,-13,-22,-9,-22,-22,-5,-23,-11,-20,-20,-21,-20,-22,-5,-23,-9,8,-11,2,-22,-22,-7,9,-22,-25,-24,-12,-22,-25,-23,-3,-11,-6,-22,-24,-8,-22
244,-11,-13,-22,-11,-22,-14,-24,-9,-21,-24,-8,-21,-10,-19,-21,-22,-23,-21,-9,-25,-13,8,-11,1,-21,-23,-9,13,-22,-24,-24,-13,-25,-28,-25,-4,-10,-9,-24,-21,-11,-26
245,-14,-13,-20,-11,-17,-11,-19,-13,-20,-21,-11,-19,-11,-16,-23,-22,-23,-22,-11,-22,-14,10,-12,-3,-15,-22,-8,13,-21,-24,-20,-14,-27,-22,-26,-6,-10,-10,-25,-18,-10,-25
246,-17,-11,-17,-9,-11,-9,-20,-16,-18,-19,-10,-16,-11,-13,-22,-21,-20,-19,-11,-21,-14,14,-7,-4,-15,-22,-7,14,-17,-20,-15,-12,-24,-21,-25,-12,-10,-9,-25,-17,-11,-23
247,-17,-8,-14,-9,-10,-3,-15,-16,-11,-15,-12,-13,-7,-6,-16,-18,-20,-16,-13,-20,-10,12,-4,-7,-6,-20,-2,15,-12,-15,-12,-10,-19,-16,-19,-11,-6,-9,-20,-12,-9,-18
248,-15,-1,-10,-5,-2,-6,-10,-12,-6,-13,-9,-6,-4,1,-14,-12,-14,-11,-14,-13,-6,12,-6,-9,-3,-16,1,15,-9,-11,-6,-6,-13,-8,-17,-10,0,-8,-16,-5,-7,-15
249,-13,2,-3,-1,5,-1,-4,-5,0,-6,-6,-2,-2,4,-8,-9,-8,-4,-15,-10,-6,11,-3,-15,6,-9,-1,13,0,-2,-2,-1,-9,-2,-11,-7,1,-5,-11,1,-5,-9
250,-9,3,2,0,9,2,1,-4,6,-1,-1,4,2,8,-3,-2,-4,4,-10,-3,-3,12,-1,-14,9,-4,3,11,5,7,4,-1,-3,2,-5,-5,1,-2,-6,6,-2,-2
251,-8,5,7,6,16,6,6,-2,13,4,3,8,4,14,4,4,1,13,-11,2,0,7,8,-12,16,2,6,8,11,12,11,5,4,6,3,-2,7,2,-3,10,0,3
252,-6,13,12,9,21,13,11,3,17,10,3,15,7,19,9,11,7,13,-7,9,5,4,9,-11,18,10,11,2,17,17,17,10,10,14,6,-1,13,1,5,14,6,10
253,-2,17,19,14,22,16,18,6,21,15,8,22,12,18,13,16,13,19,-2,14,11,5,15,-12,20,16,14,-1,21,19,21,14,16,17,14,1,15,7,8,17,9,15
254,1,20,21,19,25,21,20,10,24,17,12,21,14,20,20,20,17,23,0,18,16,5,19,-9,21,17,16,-2,22,23,21,18,20,18,18,8,18,12,15,19,12,21
255,5,21,23,20,26,24,24,14,25,21,16,24,17,22,19,22,19,23,1,22,19,2,23,-2,24,20,19,-5,23,26,22,20,22,23,22,13,20,16,19,20,18,20
256,7,24,24,22,26,25,23,20,25,22,17,24,18,22,23,22,23,23,3,22,22,-2,25,-1,20,21,19,-9,25,26,23,22,27,26,21,15,20,20,21,26,18,23
