,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
387,-24,-9,-6,-7,1,-3,-6,-13,1,-9,-14,-7,-9,1,-8,-7,-7,-5,-22,-12,-11,-25,-5,-18,-1,-8,-5,-22,-6,-2,-3,-9,-6,-8,-10,-13,-4,-12,-11,-1,-10,-10
388,-23,-7,-4,-2,2,6,-2,-10,4,-3,-10,-1,-4,3,-3,-3,-3,-2,-21,-4,-8,-22,-1,-21,4,-4,3,-20,-4,3,2,-5,1,0,-5,-12,0,-12,-7,2,-8,-5
389,-21,1,2,6,6,12,4,-4,10,-2,-4,1,0,6,-1,-1,0,2,-20,-2,-2,-19,7,-23,8,0,4,-15,3,6,6,2,4,1,-1,-10,6,-8,-2,4,-3,-2
390,-17,7,5,9,9,13,8,1,14,2,1,5,6,9,5,2,4,4,-18,2,3,-12,13,-21,12,6,9,-11,5,8,8,8,8,5,2,-3,10,-3,1,5,3,4
391,-15,13,7,11,9,18,8,5,13,7,6,8,13,10,11,7,8,8,-17,8,9,-8,15,-21,10,7,15,-6,6,10,11,13,12,12,5,4,15,3,4,9,9,8
392,-9,16,11,16,13,21,13,12,13,10,11,11,17,11,11,9,11,9,-13,6,15,-4,19,-24,12,11,19,-3,9,14,12,18,13,10,10,13,18,4,9,11,14,9
393,-3,21,11,23,14,21,14,16,15,11,16,12,20,12,11,11,11,10,-7,11,19,5,23,-21,12,11,22,4,13,15,11,23,12,13,11,15,19,13,12,10,17,15
394,2,22,11,22,15,22,12,23,17,10,19,12,22,14,13,14,14,14,-5,11,22,11,24,-17,12,14,20,11,12,12,14,25,14,13,11,20,20,15,14,13,21,13
395,10,22,13,20,12,21,11,24,15,13,20,13,24,12,15,14,17,14,1,15,24,16,20,-10,13,17,20,23,10,11,12,24,14,14,13,25,22,19,15,13,21,13
396,19,21,15,23,10,18,12,25,11,16,20,14,20,8,13,16,16,11,11,11,23,24,19,-5,11,16,22,28,10,8,11,24,15,13,13,23,19,24,13,13,24,14
397,22,21,12,20,10,13,12,25,9,14,19,9,18,6,15,13,14,11,20,15,21,30,17,4,6,13,14,33,8,6,8,21,13,11,13,24,15,23,12,9,23,12
398,24,16,9,16,2,8,9,21,6,10,19,5,16,3,13,11,11,8,23,13,19,35,13,11,3,14,11,38,5,1,6,17,11,10,11,24,12,20,13,6,20,11
399,24,12,8,10,0,2,5,22,1,8,19,3,12,-2,7,8,10,2,24,8,17,36,7,17,0,12,7,39,0,1,3,13,8,9,5,20,7,18,12,3,19,7
400,23,6,5,5,-3,-5,2,16,-4,2,13,-1,9,-2,3,4,3,0,25,5,12,37,1,21,-3,7,2,39,-2,-2,-1,8,1,2,2,16,3,14,7,-1,11,5
401,21,-1,0,-1,-7,-13,-2,11,-7,-3,10,-2,2,-4,1,1,1,-3,25,0,8,37,-3,24,-7,0,-3,38,-6,-4,-5,0,-1,1,-3,10,-4,9,3,-3,6,-2
402,14,-5,-3,-10,-9,-17,-8,2,-10,-3,-1,-3,-3,-6,-1,-2,-2,-8,19,-2,-2,32,-11,24,-6,-5,-7,33,-6,-7,-6,-6,-5,-2,-4,6,-6,2,3,-2,1,-3
403,13,-12,-3,-9,-8,-18,-7,-3,-10,-2,-5,-2,-10,-9,-4,-3,-5,-9,14,-8,-6,27,-16,21,-7,-5,-10,25,-6,-9,-7,-13,-6,-2,-6,-1,-11,0,0,-4,-5,-5
404,8,-18,-4,-15,-6,-21,-5,-10,-10,-4,-10,-6,-14,-6,-7,-6,-4,-6,13,-10,-10,24,-15,18,-6,-5,-16,17,-5,-6,-8,-18,-6,-7,-9,-8,-16,-5,-3,-6,-10,-8
405,3,-19,-10,-22,-7,-22,-7,-14,-7,-6,-13,-5,-16,-5,-8,-4,-8,-8,8,-8,-14,14,-21,15,-6,-5,-16,11,-6,-7,-6,-20,-9,-6,-6,-11,-18,-8,-6,-8,-17,-9
406,-2,-22,-9,-21,-3,-21,-7,-18,-8,-8,-17,-3,-19,-3,-11,-7,-6,-6,4,-7,-18,2,-21,12,-4,-8,-16,-3,-2,-6,-6,-21,-9,-4,-7,-14,-19,-12,-6,-2,-19,-8
407,-6,-22,-7,-20,-3,-18,-6,-20,-7,-6,-21,-2,-20,-3,-8,-9,-6,-5,-3,-9,-21,-9,-20,9,-2,-8,-17,-14,0,-3,-3,-19,-7,-3,-7,-18,-18,-16,-7,-4,-23,-7
408,-11,-20,-4,-17,-1,-14,-3,-21,-4,-4,-21,-2,-20,1,-7,-3,-5,-1,-8,-6,-18,-17,-18,6,0,-6,-15,-24,-1,-1,-1,-22,-5,-2,-6,-20,-18,-16,-7,-4,-23,-6
409,-13,-16,-2,-16,3,-16,-3,-21,0,-1,-18,-1,-18,3,-4,0,-2,1,-9,-5,-18,-28,-17,-1,1,-5,-13,-30,0,1,0,-18,-1,-1,-4,-19,-13,-14,-6,0,-21,-5
410,-18,-15,0,-13,6,-8,-1,-19,3,1,-18,3,-15,7,-3,-1,-1,-1,-15,-2,-18,-33,-15,-5,8,-4,-12,-38,4,5,2,-14,0,-1,-2,-19,-12,-12,-5,5,-18,-1
411,-21,-9,5,-8,6,-2,4,-17,5,3,-17,5,-11,7,2,1,3,4,-18,1,-12,-38,-7,-11,9,0,-9,-44,5,8,4,-9,4,1,1,-19,-7,-13,-3,4,-19,2
412,-22,-2,7,-6,8,2,5,-13,9,5,-12,9,-5,12,6,4,5,6,-18,5,-9,-41,-3,-14,9,1,-4,-43,6,10,6,-3,7,4,3,-15,-4,-11,-1,7,-14,8
413,-19,4,10,-2,10,4,7,-10,13,8,-8,11,-4,11,5,9,7,9,-17,7,-1,-40,3,-15,11,7,2,-41,12,11,10,0,10,7,6,-10,1,-5,5,11,-7,11
414,-15,8,13,-1,10,9,9,-1,13,7,-3,9,0,11,7,9,10,9,-17,8,3,-39,5,-20,11,6,4,-41,12,14,12,5,12,10,8,-5,1,-1,8,11,-1,10
415,-11,10,12,3,8,14,16,2,12,8,1,10,6,11,9,10,10,10,-9,11,7,-34,8,-20,9,8,7,-35,10,12,9,5,13,10,13,-2,3,4,9,9,1,14
416,-7,15,10,8,8,15,12,6,12,8,4,11,8,12,9,13,12,10,-8,13,11,-28,11,-19,8,8,12,-28,10,11,11,12,12,11,10,2,8,7,10,12,5,14
417,0,15,9,12,8,16,11,9,9,10,7,11,8,7,10,10,14,9,-4,13,14,-25,12,-15,7,11,14,-21,9,10,10,14,12,11,10,4,13,8,12,9,9,10
418,6,15,10,15,4,17,11,12,9,7,9,7,11,5,9,10,10,9,4,15,17,-11,13,-7,4,10,12,-11,7,8,9,13,11,10,12,6,12,11,11,7,10,13
419,9,16,7,15,-1,17,9,15,6,8,13,4,12,5,9,10,5,8,9,12,17,-1,16,-2,2,8,13,3,2,3,5,13,9,6,10,11,13,11,11,5,13,7
420,10,18,4,17,-4,13,6,13,3,7,13,2,13,-1,3,5,3,3,10,7,18,6,15,4,1,9,15,12,-2,1,2,14,5,7,6,10,16,13,9,4,13,5
421,12,14,1,16,-2,10,3,17,0,2,14,-3,14,-2,1,5,2,2,14,2,18,16,11,6,-2,8,12,20,-2,0,1,16,3,5,4,10,14,14,7,4,16,3
422,15,9,-2,14,-7,8,1,18,0,0,15,-2,13,-2,2,-1,-1,-1,15,1,14,25,11,9,-7,2,9,32,-2,-2,-1,14,1,2,2,13,11,13,7,-2,13,-1
423,13,7,-8,8,-7,2,-1,13,-5,0,13,-5,10,-7,-2,-1,-2,-5,15,-2,12,33,7,12,-8,0,6,41,-7,-7,-3,8,-2,-3,2,13,7,12,1,-3,11,-3
424,12,1,-6,4,-7,-2,-5,11,-8,-3,7,-8,7,-7,-5,-4,-3,-7,13,-5,7,39,3,15,-6,-2,4,46,-8,-8,-5,4,-3,-4,-3,10,4,9,0,-5,8,-5
425,12,-3,-9,2,-9,-3,-5,6,-8,-4,7,-5,4,-5,-5,-7,-5,-8,12,-6,3,44,-2,15,-6,-5,-1,44,-8,-7,-7,2,-6,-6,-3,5,-2,8,-2,-7,4,-7
426,10,-6,-8,-1,-9,-7,-4,2,-10,-6,5,-7,-3,-3,-4,-10,-4,-7,10,-6,-3,47,-1,13,-7,-6,-3,43,-8,-6,-6,-1,-6,-7,-3,2,-2,3,-5,-7,2,-10
427,5,-6,-8,-3,-5,-5,-7,-2,-5,-4,-2,-8,-3,-5,-3,-7,-4,-9,7,-5,-7,41,-4,11,-6,-5,-3,43,-8,-7,-9,-3,-6,-8,-4,-1,-3,-2,-5,-9,-4,-10
428,7,-9,-6,-4,-2,-4,-9,-3,-7,-4,-3,-4,-6,-4,-4,-11,-4,-6,3,-8,-8,42,-5,11,-6,-4,-5,37,-6,-8,-6,-4,-5,-9,-3,-5,-7,-4,-2,-5,-6,-7
429,4,-11,-4,-8,-4,-6,-8,-6,-4,-6,-6,-3,-7,-2,-3,-10,-3,-5,1,-7,-11,38,-5,8,-3,-6,-6,33,-3,-1,-5,-3,-7,-9,-3,-5,-7,-7,-4,-7,-8,-5
430,3,-9,-3,-9,-2,-5,-4,-10,-2,-3,-7,-3,-8,0,-1,-8,-3,-5,0,-4,-9,27,-6,7,0,-4,-6,23,-1,-2,-5,-9,-6,-7,-2,-5,-11,-7,-5,-4,-8,-4
431,-1,-5,0,-8,1,-6,-3,-9,-3,-1,-8,0,-11,-2,0,-3,0,-1,-4,-3,-9,17,-5,5,1,-2,-4,12,-1,0,1,-7,-1,-5,-5,-4,-8,-8,-3,0,-8,-5
432,-2,-6,0,-3,-1,-5,-1,-10,0,1,-7,3,-8,1,1,-1,0,0,-5,-2,-11,8,-6,1,6,-3,-5,1,1,3,0,-2,-5,-1,-2,-3,-6,-9,0,1,-10,-1
433,-7,-4,4,-2,2,-5,2,-9,3,0,-4,6,-8,3,3,1,0,1,-2,2,-7,-4,-1,0,6,2,-4,-11,3,3,0,-3,0,2,2,-3,-6,-5,-1,3,-12,0
434,-8,1,3,-4,2,-2,0,-5,6,2,-5,8,-4,3,7,4,3,6,-5,4,-6,-16,4,1,7,5,-2,-20,4,6,-1,-1,3,5,1,1,0,-5,1,5,-6,0
435,-8,2,2,1,2,1,0,-2,6,7,-4,9,-2,4,5,3,4,3,-8,4,-1,-26,7,-2,6,5,3,-32,6,8,2,4,3,6,2,-1,0,-4,4,5,-5,3
436,-11,5,5,5,3,2,3,0,5,4,-1,6,-2,6,6,6,2,6,-8,5,1,-34,9,-6,5,5,4,-40,7,7,4,6,1,6,2,1,4,1,5,7,-3,5
437,-12,8,4,4,1,5,4,2,7,5,1,6,3,5,8,5,3,5,-11,4,6,-42,13,-6,2,5,7,-44,4,4,3,6,-1,5,4,4,6,6,4,5,1,3
438,-11,10,4,8,4,5,3,6,2,7,6,7,8,3,7,4,6,2,-11,3,8,-47,12,-6,0,6,10,-51,5,2,5,6,0,8,4,7,10,7,4,6,6,4
439,-7,14,1,9,-2,6,2,10,0,4,8,5,6,3,2,4,5,0,-9,5,10,-47,12,-8,2,5,9,-53,3,-1,3,10,0,5,1,10,7,9,3,4,8,5
440,-3,14,1,12,-6,4,3,11,-3,4,9,2,8,1,-1,3,1,-2,-2,3,14,-45,12,-9,-4,4,9,-50,1,-3,2,9,0,2,1,10,9,15,3,2,7,4
441,-5,12,0,9,-6,4,-1,10,-3,0,10,-3,9,-1,-2,2,1,-3,-3,0,12,-41,11,-7,-8,2,7,-42,-4,-6,-4,9,0,-1,-1,11,12,14,0,-1,10,-1
442,-1,12,-7,8,-11,3,-4,10,-8,-2,10,-5,12,-8,-6,-5,-6,-6,-5,-3,11,-33,7,-6,-9,1,9,-33,-9,-10,-4,11,-3,-3,-4,12,13,12,0,-8,9,-4
443,2,9,-6,10,-12,0,-7,8,-12,-6,11,-9,7,-13,-9,-5,-10,-9,-1,-6,11,-27,4,-6,-14,-4,4,-29,-11,-13,-7,9,-6,-9,-7,9,11,13,-5,-8,7,-8
444,3,8,-9,7,-17,0,-10,7,-13,-9,13,-12,8,-13,-10,-9,-13,-9,2,-10,10,-20,3,-1,-14,-7,2,-19,-16,-15,-12,3,-11,-14,-8,7,7,12,-9,-13,7,-10
445,5,7,-13,5,-16,-2,-14,3,-15,-11,10,-12,6,-14,-13,-11,-17,-14,6,-11,6,-6,-1,3,-15,-9,-1,-5,-16,-18,-14,0,-12,-14,-12,5,4,8,-11,-15,7,-13
446,2,3,-14,3,-16,-4,-15,4,-16,-16,4,-14,3,-15,-16,-16,-18,-15,5,-16,2,7,-5,1,-14,-15,-1,8,-15,-17,-13,1,-14,-18,-17,3,3,5,-14,-15,5,-15
447,4,0,-13,1,-16,-5,-14,0,-11,-16,2,-16,1,-13,-18,-16,-21,-16,4,-16,2,20,-5,3,-14,-17,-3,17,-16,-17,-16,-3,-17,-19,-16,-2,1,3,-15,-15,0,-14
448,5,-3,-14,-4,-14,-5,-16,-3,-11,-19,1,-17,0,-13,-16,-16,-18,-14,7,-15,-2,27,-8,5,-12,-17,-8,29,-15,-16,-16,-4,-16,-19,-15,-1,-2,0,-17,-14,-1,-15
449,3,-6,-15,-5,-11,-2,-18,-5,-10,-16,-4,-12,-2,-12,-16,-12,-15,-12,6,-15,-6,36,-8,3,-8,-17,-6,41,-13,-14,-17,-3,-14,-16,-16,0,-4,-5,-14,-14,-3,-13
450,0,-8,-12,-5,-13,-4,-15,-7,-7,-14,-6,-8,-5,-11,-13,-9,-15,-11,10,-14,-7,43,-7,1,-8,-15,-9,47,-10,-13,-14,-6,-13,-16,-15,-6,-7,-4,-15,-10,-4,-13
451,-4,-5,-8,-6,-6,-5,-12,-6,-5,-14,-5,-9,-7,-9,-11,-8,-13,-10,3,-12,-6,46,-6,4,-7,-12,-11,51,-11,-6,-12,-5,-9,-13,-12,-8,-5,-7,-15,-8,-6,-10
452,-4,-6,-11,-7,-6,-3,-11,-5,-4,-12,-6,-6,-6,-2,-11,-5,-11,-8,-2,-9,-9,44,-4,4,-6,-8,-6,53,-8,-6,-6,-6,-8,-10,-9,-8,-5,-9,-11,-8,-7,-10
453,1,-7,-5,-4,2,-2,-8,-4,-1,-8,-5,-5,-6,-2,-9,-4,-5,-5,-1,-8,-8,42,-2,-3,1,-8,-8,49,-3,-1,-3,-3,-5,-6,-10,-8,-3,-7,-12,-3,-5,-7
454,-1,-6,0,-4,1,1,-2,-7,2,-3,-5,-3,-5,1,-2,-3,-5,-3,-2,-3,-4,37,0,-5,4,-4,-7,44,0,4,1,-4,-4,-2,-5,-8,-2,-7,-8,-2,-8,-3
455,-3,-5,1,-4,3,2,-1,-4,3,-2,-2,0,-1,3,2,1,1,2,-1,3,-2,35,0,-5,5,0,-5,37,2,6,3,-1,1,2,2,-7,-1,-6,-4,3,-5,0
456,-1,0,2,-2,8,7,1,-1,5,1,-4,4,-2,8,4,4,5,4,-1,4,-4,26,2,-3,10,1,-4,33,5,9,6,2,6,5,4,-2,2,-5,1,6,-4,2
457,7,2,5,0,12,6,6,0,8,6,-3,8,2,12,8,6,7,6,0,6,1,17,0,-4,14,5,0,19,10,12,8,5,5,9,5,-5,5,-1,4,10,-3,4
458,8,1,10,2,16,2,11,0,10,9,0,11,-1,16,12,9,13,12,6,13,3,9,6,-4,14,7,2,10,13,16,10,5,8,13,7,0,4,1,5,12,2,6
459,11,4,13,3,15,6,14,4,12,16,0,17,4,18,15,15,16,15,8,16,1,3,4,3,18,13,6,4,12,16,16,4,14,19,14,2,5,1,12,17,3,9
460,12,5,16,8,15,5,20,4,13,17,2,20,4,16,15,14,17,15,12,18,4,-7,4,4,16,19,6,-10,18,17,19,5,18,21,16,4,3,5,15,17,7,15
461,12,6,14,7,15,5,21,7,9,20,1,17,3,15,19,15,19,16,11,15,5,-17,4,10,15,18,6,-22,17,18,18,3,19,21,17,5,2,4,19,16,5,17
462,12,7,15,6,13,4,18,5,9,20,2,15,2,13,22,16,18,17,13,17,5,-26,4,13,14,19,7,-31,15,14,16,3,19,22,19,6,1,8,20,18,6,16
463,10,6,14,5,11,0,14,4,6,16,3,15,3,10,18,16,20,14,10,16,2,-34,3,13,10,19,7,-39,15,13,15,4,18,18,16,6,2,7,17,16,5,15
464,8,4,12,3,9,-2,16,5,7,15,1,14,1,8,15,14,15,10,9,13,2,-41,-1,13,9,16,5,-44,14,11,12,3,14,15,15,5,-4,5,21,11,6,14
465,2,1,12,3,6,-6,11,3,5,13,3,11,-1,5,13,12,13,9,8,12,0,-42,-2,10,5,13,-2,-48,13,9,11,-2,14,13,12,4,-3,4,16,7,1,12
466,0,-2,9,-3,5,-9,7,2,4,9,1,9,-4,3,13,9,12,8,2,7,-4,-49,-8,9,4,10,-3,-46,8,5,7,-3,9,10,8,4,-7,3,15,3,0,6
467,-1,-7,5,-6,1,-12,5,-3,2,8,-2,6,-7,2,7,8,8,3,-2,6,-4,-47,-11,7,2,8,-3,-48,5,4,3,-3,5,6,4,-2,-9,0,9,1,-3,5
468,-4,-10,3,-10,0,-15,1,-7,2,3,-5,1,-11,0,3,5,6,2,-6,1,-8,-42,-14,3,-1,4,-10,-45,4,1,-1,-8,4,5,2,-6,-14,-4,7,-1,-7,2
469,-9,-13,-1,-15,-3,-16,0,-9,2,2,-6,-1,-11,1,2,2,1,0,-4,2,-11,-40,-16,2,-1,-1,-13,-40,0,-4,-4,-13,-2,2,4,-9,-17,-7,5,-3,-12,0
470,-13,-15,-2,-14,-4,-15,-3,-11,-1,-2,-9,-2,-15,-3,0,4,-1,-2,-9,1,-16,-34,-18,-3,-2,-1,-13,-34,-3,-2,-4,-16,0,1,0,-11,-17,-10,2,-3,-16,-2
471,-12,-16,-2,-15,-5,-16,-4,-16,-4,0,-12,-3,-17,-5,1,-2,-1,-3,-12,-1,-16,-24,-18,-5,-5,-2,-16,-25,-5,-3,-5,-16,-1,-3,-2,-15,-17,-13,-2,-5,-17,-1
472,-16,-18,-4,-18,-7,-15,-6,-18,-3,-3,-14,-4,-18,-7,-4,-2,-5,-2,-11,-3,-17,-12,-17,-9,-6,-3,-18,-12,-6,-1,-6,-18,-6,-3,-3,-18,-19,-12,-4,-7,-19,-1
473,-23,-17,-6,-16,-7,-16,-5,-17,-6,-5,-15,-5,-17,-6,-4,-3,-5,-1,-17,-2,-19,-3,-14,-12,-8,-5,-16,1,-5,-6,-5,-16,-5,-4,-4,-19,-17,-11,-4,-7,-19,-4
474,-21,-13,-8,-16,-9,-11,-5,-16,-6,-1,-19,-8,-17,-8,-8,-5,-4,-5,-22,-2,-19,8,-15,-12,-10,-7,-13,15,-7,-6,-8,-17,-5,-6,-5,-15,-14,-11,-8,-8,-17,-4
475,-23,-15,-7,-13,-7,-10,-9,-15,-6,-6,-16,-11,-18,-11,-8,-7,-6,-6,-21,-6,-16,23,-11,-20,-13,-11,-13,26,-7,-9,-9,-15,-8,-7,-6,-14,-14,-11,-6,-9,-17,-7
476,-24,-12,-10,-11,-11,-5,-7,-15,-7,-10,-14,-13,-14,-10,-8,-9,-9,-8,-20,-9,-11,32,-10,-20,-12,-13,-9,34,-12,-10,-10,-13,-11,-10,-4,-13,-10,-11,-9,-11,-16,-5
477,-19,-8,-10,-7,-11,-2,-10,-11,-6,-10,-13,-12,-9,-10,-11,-9,-9,-9,-19,-11,-10,38,-7,-17,-10,-11,-6,40,-13,-12,-10,-12,-9,-10,-10,-12,-4,-8,-13,-11,-10,-10
478,-13,-2,-8,-5,-9,1,-10,-8,-7,-10,-11,-10,-8,-9,-14,-10,-7,-8,-17,-12,-10,41,-5,-17,-10,-12,-1,41,-11,-10,-8,-5,-10,-8,-11,-9,0,-12,-13,-8,-7,-10
479,-5,-1,-9,0,-10,4,-7,-6,-5,-11,-7,-11,-2,-6,-12,-10,-9,-10,-9,-13,-3,46,-2,-17,-6,-14,1,43,-8,-8,-7,0,-12,-9,-10,-6,0,-8,-12,-10,-4,-7
480,-1,3,-5,3,-8,5,-8,-3,-4,-12,-2,-10,0,-4,-13,-10,-9,-6,-5,-12,-1,45,4,-16,-5,-11,2,43,-6,-9,-4,2,-10,-9,-10,-4,6,-3,-13,-7,1,-9
481,5,6,-3,5,-2,11,-4,2,-1,-8,0,-5,5,1,-8,-7,-5,-5,-1,-9,1,42,8,-10,-2,-9,7,43,-4,-7,-2,6,-9,-4,-7,0,11,-3,-9,-4,4,-9
482,10,7,-3,13,3,14,0,4,2,-5,4,0,8,4,-5,-6,-3,-1,7,-7,5,38,8,-4,3,-6,12,37,0,-3,1,10,-3,-2,-7,3,13,-1,-6,2,7,-6
483,15,14,3,15,6,15,5,7,6,-3,7,2,11,11,-2,-2,1,1,15,-2,9,36,16,1,8,-1,11,35,4,2,5,16,1,1,-2,6,17,4,-2,7,9,-1
484,20,17,6,18,12,16,7,10,8,2,10,8,16,14,3,4,3,4,20,1,14,31,14,7,11,4,14,31,7,4,8,17,5,7,2,10,18,10,3,8,15,4
485,24,16,9,20,15,17,11,16,11,4,16,11,16,14,8,7,9,9,21,5,17,24,17,9,12,8,16,20,9,9,13,20,9,10,5,14,21,11,8,13,16,3
486,27,19,14,20,17,18,13,18,17,8,19,18,20,16,13,12,12,12,24,9,17,15,16,16,20,7,15,13,13,13,15,20,11,13,10,16,18,10,13,17,18,12
487,29,16,18,16,18,14,16,17,21,10,22,20,17,22,15,17,12,18,27,14,17,5,18,17,19,14,12,4,18,16,18,18,16,18,14,14,17,14,13,15,19,14
488,26,15,19,14,21,12,19,19,21,14,18,19,16,23,21,20,21,16,28,20,15,-2,13,20,23,19,10,-4,18,19,20,16,20,20,18,18,15,12,18,16,19,16
489,28,10,21,13,22,8,21,18,22,19,17,22,16,22,21,19,21,17,29,23,17,-7,7,25,23,18,7,-12,19,21,24,12,22,20,21,17,10,12,22,22,14,19
490,27,11,22,9,21,3,23,14,23,20,16,19,10,21,22,20,23,21,26,22,15,-16,7,22,22,19,4,-20,21,22,21,10,23,21,23,14,7,12,21,22,12,22
491,18,7,22,6,19,3,23,11,22,20,12,21,8,21,24,23,23,21,22,22,11,-25,5,27,20,20,2,-25,20,21,19,8,22,21,25,12,6,10,23,19,10,20
492,7,5,19,4,14,3,24,8,18,21,8,20,5,17,22,22,24,21,15,23,9,-28,4,26,14,21,3,-32,20,20,19,6,23,21,23,9,4,7,23,20,6,20
493,3,2,19,2,13,1,18,8,11,20,4,16,1,13,22,20,24,19,8,18,6,-34,1,19,12,19,1,-35,17,17,15,5,19,17,19,8,-2,6,24,15,3,19
494,-3,1,14,-1,7,-4,15,5,7,18,2,12,-1,11,19,17,18,16,2,18,5,-37,1,14,6,19,-1,-40,13,14,11,-1,15,13,18,4,-5,4,21,10,2,20
495,-11,-1,10,-4,4,-8,9,4,1,15,-1,8,-3,5,15,13,12,10,-6,12,4,-42,0,8,1,15,-1,-42,6,6,3,-2,13,10,12,3,-5,4,16,5,0,11
496,-14,-3,3,-6,-2,-6,5,4,-5,10,-1,5,-6,-3,8,10,8,0,-11,9,-1,-42,-5,1,-3,11,-2,-42,1,3,0,-2,8,6,11,3,-7,2,10,3,-3,7
497,-17,-6,0,-4,-12,-11,0,0,-10,6,-4,-3,-9,-10,2,6,0,-4,-13,4,-1,-37,-5,-6,-12,6,-4,-40,-4,-4,-6,-6,0,-2,5,1,-7,2,5,-5,-5,4
498,-24,-6,-5,-9,-17,-14,-6,-1,-13,-2,-6,-9,-9,-15,-2,-1,-3,-10,-18,-2,-4,-34,-4,-11,-15,0,-4,-33,-12,-11,-11,-4,-6,-6,-2,-1,-9,-3,1,-13,-8,-4
499,-23,-8,-14,-10,-22,-14,-13,-2,-18,-7,-7,-12,-8,-19,-10,-5,-9,-14,-23,-5,-5,-29,-10,-12,-15,-6,-4,-24,-16,-16,-15,-7,-9,-10,-9,-3,-10,-2,-4,-16,-5,-10
500,-26,-9,-18,-9,-21,-13,-18,-5,-22,-11,-6,-17,-11,-20,-15,-10,-15,-20,-24,-15,-6,-20,-9,-18,-20,-13,-9,-15,-18,-20,-18,-10,-16,-16,-14,-5,-14,0,-8,-18,-9,-15
501,-25,-13,-20,-11,-25,-12,-20,-8,-21,-17,-7,-20,-12,-21,-20,-17,-22,-23,-25,-19,-8,-11,-9,-18,-22,-17,-7,-7,-22,-22,-22,-11,-20,-18,-17,-10,-13,-2,-15,-21,-13,-19
502,-28,-12,-24,-13,-26,-13,-25,-11,-26,-19,-12,-22,-13,-22,-21,-19,-21,-24,-26,-20,-10,0,-10,-21,-23,-21,-6,5,-25,-25,-24,-11,-20,-20,-24,-8,-11,-7,-20,-20,-12,-22
503,-23,-12,-25,-11,-26,-12,-28,-9,-26,-24,-13,-23,-11,-23,-24,-22,-23,-26,-26,-27,-13,10,-12,-23,-22,-23,-7,13,-26,-23,-23,-9,-22,-23,-27,-9,-10,-8,-20,-22,-13,-26
504,-21,-13,-25,-9,-26,-9,-26,-12,-24,-25,-8,-22,-9,-23,-25,-23,-27,-27,-21,-27,-13,22,-8,-24,-25,-23,-7,23,-23,-21,-24,-11,-22,-24,-27,-12,-11,-6,-25,-24,-12,-24
505,-16,-11,-25,-9,-22,-4,-26,-11,-21,-24,-9,-26,-9,-20,-24,-25,-25,-23,-19,-28,-9,28,-6,-23,-20,-27,-6,32,-21,-22,-25,-10,-23,-24,-27,-13,-8,-8,-26,-24,-11,-26
506,-12,-3,-21,-7,-17,1,-24,-8,-18,-23,-7,-18,-5,-18,-24,-25,-23,-24,-15,-24,-10,37,-5,-19,-14,-25,-1,40,-21,-19,-20,-7,-21,-23,-27,-7,-3,-8,-25,-21,-10,-26
507,-8,0,-18,-1,-10,5,-21,-8,-14,-21,-5,-14,-3,-12,-25,-24,-20,-19,-10,-23,-5,42,1,-16,-9,-22,3,43,-16,-15,-16,-3,-21,-19,-26,-7,1,-6,-24,-14,-8,-23
508,0,6,-11,4,-4,6,-13,-2,-8,-16,-4,-12,0,-6,-14,-19,-16,-13,-5,-21,0,47,5,-12,-4,-19,5,47,-12,-9,-13,0,-17,-16,-19,-4,6,-1,-19,-10,-4,-15
509,6,7,-8,8,1,10,-7,-1,-2,-11,4,-6,4,-1,-10,-11,-11,-8,3,-11,5,48,8,-8,1,-11,7,48,-9,-4,-6,5,-8,-7,-12,0,8,5,-17,-6,0,-11
510,9,12,-4,9,8,14,-2,4,2,-4,6,0,9,6,-5,-7,-3,0,8,-7,7,49,14,-4,8,-8,11,46,-1,0,1,11,-1,-1,-8,4,11,5,-9,2,3,-5
511,12,16,5,14,9,16,7,7,9,1,10,6,12,10,1,-1,1,5,12,-2,9,48,17,1,10,-4,15,44,7,7,4,12,3,3,-2,8,13,8,-5,7,6,0
512,12,17,11,18,13,20,12,13,15,5,15,9,17,14,7,5,8,12,18,6,16,44,19,7,12,3,19,39,12,12,9,17,8,11,5,12,17,11,1,10,12,7
513,13,23,11,20,14,21,16,18,15,11,14,13,20,16,11,8,13,15,19,14,18,36,21,13,12,7,20,33,11,15,15,21,13,12,12,17,21,13,7,14,17,11
514,17,20,15,25,15,21,18,22,17,13,19,14,19,18,9,12,14,17,21,14,22,29,21,13,18,13,22,25,15,15,16,22,14,16,14,17,23,18,12,16,20,15
515,14,21,17,23,18,21,19,24,17,15,22,16,22,19,16,13,15,21,19,16,23,20,22,15,17,17,18,15,18,19,17,19,18,19,16,18,24,17,15,16,19,17
516,13,20,16,23,16,19,20,24,18,17,23,17,22,19,16,17,18,19,19,19,23,10,21,17,17,16,20,6,16,16,17,21,17,19,18,20,21,19,16,19,22,15
517,15,19,17,23,17,15,17,26,18,17,23,15,20,16,16,17,17,19,17,19,24,-3,18,17,15,20,17,-8,16,16,17,21,19,18,16,22,19,17,19,18,23,15
518,15,15,18,19,13,11,17,24,16,17,23,12,19,14,16,17,19,17,15,18,21,-13,15,15,10,19,13,-17,14,15,16,20,17,17,19,20,16,17,20,15,23,18
