,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
207,-15,-21,-22,-14,-8,-17,-21,-18,-20,-13,-16,-13,-9,-15,-17,-20,-17,-16,-17,-21,-16,-12,-26,-16,-17,-15,-13,-11,-24,-15,-14,-17,-17,-16,-15,-14,-17,-15,-14,-15,-13,-14,-11,-12,-13,-13,-15,-15,-15,-13,-15,-13,-11,-19,-14,-12,-26,-12,-14,-15,-12,-15,-15,-9,-13,-16,-13,-13,-16,-18,-15,-17,-11,-14,-12,-16,-11,-16,-15,-16,-27,-15,-26,-13,-17,-14,-14,-12,-27,-15
208,-15,-18,-18,-13,-5,-16,-17,-16,-16,-15,-18,-12,-9,-16,-18,-20,-19,-14,-16,-19,-15,-14,-24,-16,-18,-15,-13,-12,-24,-15,-13,-17,-18,-15,-17,-12,-17,-15,-15,-12,-13,-15,-13,-18,-15,-11,-15,-16,-18,-13,-14,-15,-12,-19,-16,-14,-24,-14,-14,-16,-13,-15,-17,-7,-16,-17,-14,-13,-15,-17,-15,-15,-11,-15,-12,-12,-12,-18,-14,-15,-24,-14,-23,-13,-15,-16,-16,-12,-24,-16
209,-16,-14,-16,-14,-5,-15,-15,-15,-14,-14,-18,-11,-13,-18,-18,-17,-18,-15,-13,-18,-10,-12,-23,-15,-17,-15,-17,-14,-21,-14,-14,-16,-17,-16,-16,-15,-16,-14,-12,-11,-18,-14,-15,-16,-13,-8,-14,-15,-16,-15,-15,-13,-9,-15,-16,-17,-23,-13,-11,-15,-12,-14,-16,-5,-15,-15,-16,-17,-16,-15,-19,-17,-7,-15,-13,-15,-11,-16,-16,-16,-23,-14,-20,-14,-15,-14,-16,-14,-24,-15
210,-12,-15,-16,-16,-2,-13,-14,-12,-9,-14,-16,-14,-14,-15,-15,-15,-19,-15,-13,-17,-9,-11,-20,-14,-15,-18,-15,-14,-18,-15,-16,-15,-17,-13,-19,-15,-13,-14,-12,-8,-16,-12,-17,-15,-17,-4,-13,-15,-15,-15,-12,-12,-4,-16,-15,-15,-22,-12,-14,-15,-7,-14,-19,-4,-17,-14,-15,-16,-16,-14,-19,-17,-4,-14,-13,-13,-10,-12,-17,-15,-22,-12,-16,-14,-14,-17,-14,-13,-17,-10
211,-13,-16,-14,-17,2,-12,-12,-11,-8,-15,-18,-14,-13,-12,-18,-15,-17,-10,-11,-15,-5,-11,-17,-10,-14,-15,-13,-16,-19,-14,-15,-12,-18,-14,-15,-13,-16,-13,-10,-6,-16,-13,-14,-14,-17,-1,-13,-15,-11,-15,-13,-11,0,-16,-12,-17,-21,-11,-10,-13,-7,-16,-17,-2,-14,-15,-15,-15,-18,-11,-17,-16,-4,-15,-14,-11,-9,-12,-16,-13,-20,-9,-15,-14,-13,-14,-12,-12,-17,-8
212,-11,-15,-14,-16,4,-12,-11,-11,-6,-14,-18,-13,-15,-12,-18,-13,-17,-9,-11,-15,-3,-9,-16,-6,-13,-14,-12,-18,-17,-14,-14,-11,-15,-12,-15,-13,-14,-13,-8,-6,-16,-8,-14,-12,-14,2,-9,-12,-11,-14,-14,-12,0,-15,-10,-15,-19,-12,-9,-11,-6,-12,-14,0,-13,-15,-15,-16,-16,-10,-15,-13,-3,-15,-14,-6,-8,-9,-12,-11,-17,-8,-16,-15,-10,-13,-10,-12,-16,-6
213,-8,-13,-14,-14,2,-14,-10,-9,0,-11,-15,-14,-17,-9,-17,-14,-13,-8,-10,-15,-1,-9,-17,-5,-9,-14,-8,-18,-15,-13,-13,-9,-12,-9,-14,-11,-11,-10,-7,-5,-15,-8,-14,-13,-13,4,-8,-10,-9,-12,-12,-10,5,-13,-10,-16,-16,-11,-7,-9,-4,-9,-11,2,-12,-14,-15,-15,-14,-11,-11,-11,1,-15,-10,-3,-6,-6,-10,-12,-16,-4,-15,-14,-7,-8,-7,-12,-15,-3
214,-8,-13,-14,-12,3,-13,-11,-8,1,-8,-12,-13,-17,-8,-14,-12,-11,-6,-7,-14,3,-5,-15,-2,-8,-11,-10,-14,-15,-11,-9,-9,-10,-10,-14,-9,-9,-7,-7,1,-8,-4,-13,-11,-12,6,-5,-7,-5,-9,-6,-5,4,-9,-7,-15,-15,-9,-5,-8,-1,-6,-10,3,-10,-13,-12,-14,-11,-11,-8,-9,4,-16,-8,-3,-3,-3,-7,-10,-13,-1,-13,-12,-4,-9,-5,-12,-13,0
215,-6,-12,-13,-8,6,-12,-12,-8,2,-4,-9,-10,-18,-2,-12,-12,-9,-1,-2,-13,2,-4,-12,-1,-5,-8,-9,-13,-13,-9,-9,-2,-8,-5,-11,-6,-8,-5,-4,1,-8,-1,-8,-6,-9,5,-3,-5,-2,-7,-5,-1,6,-6,-4,-12,-17,-4,-2,-5,2,-5,-7,5,-5,-13,-10,-13,-11,-12,-4,-5,3,-16,-5,1,-2,0,-3,-7,-15,1,-14,-10,0,-8,0,-11,-12,2
216,-5,-13,-11,-3,3,-12,-12,-10,2,-3,-6,-7,-17,-2,-10,-11,-7,1,-1,-11,5,-2,-11,3,-1,-8,-8,-13,-11,-7,-6,-2,-5,-4,-9,-3,-5,-4,-2,4,-6,1,-6,-4,-9,6,0,0,1,-5,-4,1,6,-2,-3,-9,-12,1,-2,-3,4,-1,-3,5,-6,-12,-10,-9,-7,-11,-1,-3,3,-14,-1,4,2,3,-5,-5,-16,2,-14,-10,3,-5,3,-10,-10,3
217,-3,-12,-10,-3,2,-9,-11,-10,2,-1,-2,-6,-15,0,-4,-11,-4,0,-3,-10,4,-1,-10,4,3,-4,-5,-11,-12,-4,1,-1,-2,-4,-9,-1,-2,-1,3,6,-4,-1,-5,0,-8,7,0,4,2,-3,-2,-1,6,3,-1,-8,-14,2,1,1,4,-1,-1,4,0,-11,-4,-6,-4,-11,4,0,4,-13,0,6,3,3,-4,-2,-14,4,-12,-5,4,-2,4,-7,-14,3
218,-1,-10,-13,-3,1,-7,-11,-6,4,1,-3,-3,-13,3,-2,-11,-3,4,0,-11,4,-1,-12,6,4,-2,-3,-6,-9,-3,0,1,1,-1,-6,0,-1,1,3,7,-2,3,-1,2,-3,7,1,3,3,-1,1,1,5,4,1,-3,-12,2,2,0,5,-2,1,6,3,-9,0,-4,-2,-9,5,4,6,-8,1,7,2,4,0,-2,-11,6,-11,0,5,-1,5,-5,-12,5
219,-1,-11,-10,0,1,-5,-8,-4,4,0,0,-1,-9,2,0,-8,-2,6,2,-10,4,3,-10,6,3,-1,0,-2,-4,1,2,3,4,2,-1,4,-1,1,5,7,0,4,-1,3,-2,7,2,6,6,2,5,3,4,4,4,-2,-11,6,4,3,4,3,3,5,2,-10,4,0,3,-6,5,4,6,-7,1,9,4,2,3,1,-11,7,-10,0,5,1,8,-4,-7,4
220,-3,-8,-10,1,4,-2,-6,-3,3,1,1,-1,-8,2,1,-7,2,3,4,-8,4,4,-8,5,4,4,2,1,-1,0,5,5,5,3,3,5,3,1,6,7,1,2,0,3,0,7,3,7,7,4,7,4,6,7,4,1,-9,7,5,4,6,3,3,6,3,-7,4,1,4,-3,7,6,9,-4,1,9,5,6,4,3,-10,6,-8,3,5,3,9,0,-6,3
221,-3,-4,-8,-1,4,-1,-2,-3,4,2,4,1,-5,3,1,-7,3,3,2,-5,6,6,-8,4,3,4,3,1,1,1,5,5,7,4,3,4,3,4,6,6,1,3,3,5,3,7,3,8,6,2,5,5,6,7,5,2,-8,6,4,6,6,2,5,5,5,-4,4,2,4,1,6,8,8,1,1,7,5,7,8,4,-10,7,-5,2,6,4,7,-3,-6,1
222,-2,-4,-5,2,6,2,-1,-1,3,5,4,3,-2,5,3,-4,4,4,4,-1,7,7,-5,5,4,8,5,4,2,4,4,3,6,2,2,4,4,4,5,5,5,5,5,5,5,8,1,6,5,2,5,7,4,7,4,3,-7,8,5,8,4,5,7,6,5,-3,6,4,3,0,6,7,6,2,4,7,3,4,4,3,-9,7,0,6,8,5,8,-1,-3,0
223,-1,-3,-1,2,7,4,2,0,2,5,5,3,1,5,2,-1,3,2,5,-1,4,5,-1,5,2,10,3,5,7,6,6,5,7,5,4,2,3,4,5,3,6,4,6,6,7,10,3,6,5,3,5,6,7,6,4,5,-5,9,7,7,7,4,7,8,6,1,5,5,4,4,5,7,9,8,5,7,5,7,3,5,-5,6,3,5,8,5,7,0,4,2
224,-2,-1,3,3,7,6,5,5,3,8,5,3,1,5,3,2,3,-1,2,1,6,4,3,6,3,9,4,5,9,7,6,4,7,4,7,2,5,3,6,0,7,3,5,8,5,8,5,5,6,4,4,4,9,6,5,7,0,7,5,7,4,3,6,8,7,5,5,7,4,9,5,8,10,5,5,7,5,9,4,4,1,7,4,4,8,6,6,1,7,3
225,0,0,2,3,12,9,6,6,2,6,4,0,3,6,4,4,3,2,4,4,6,2,3,5,3,8,4,5,11,6,7,7,7,3,6,4,6,2,7,4,7,2,6,4,5,10,6,7,5,5,6,8,10,4,4,5,4,8,6,7,6,6,6,12,5,8,7,4,4,10,3,5,11,8,5,6,5,11,5,8,3,8,7,6,9,5,6,3,8,5
226,1,2,7,3,13,8,7,7,4,7,8,1,6,5,5,7,4,3,8,9,8,4,6,6,4,6,3,3,11,5,4,4,6,4,9,6,4,3,8,5,9,4,7,5,5,12,6,8,4,6,4,9,10,6,4,6,6,9,5,8,4,6,7,13,7,11,4,8,4,11,6,7,11,10,5,6,5,14,3,6,5,8,10,9,8,5,6,4,6,4
227,3,5,10,4,16,7,8,8,6,8,6,4,5,6,5,9,4,3,8,10,12,6,7,10,4,7,3,6,11,5,4,7,6,4,4,5,5,2,10,5,8,4,7,5,7,13,7,5,6,5,4,8,13,8,4,5,8,6,8,5,7,6,7,18,9,10,4,8,3,12,3,5,15,9,5,13,7,13,5,7,8,10,10,8,7,7,8,5,9,6
228,8,5,12,3,19,7,10,10,10,9,7,5,4,7,6,10,8,5,7,7,15,2,11,13,4,10,6,5,12,8,5,10,7,6,4,7,9,5,11,6,8,4,10,3,8,18,8,8,7,5,6,9,15,10,4,7,8,10,9,9,10,7,7,19,8,12,3,6,7,13,6,8,17,7,6,13,8,17,5,7,13,11,11,10,8,6,7,6,9,8
229,10,5,9,9,20,8,7,8,13,14,7,4,6,8,7,9,8,7,9,8,16,4,11,13,7,9,7,4,11,9,3,10,7,10,5,9,9,7,16,7,10,6,9,7,9,20,8,9,9,8,5,10,18,13,9,7,12,10,10,9,10,12,8,21,7,12,4,7,7,13,6,8,20,6,9,13,8,17,5,7,13,13,13,12,9,7,8,6,12,11
230,13,7,13,11,18,6,7,8,15,15,7,7,8,10,11,11,9,8,13,9,19,6,11,17,8,6,8,4,12,10,5,13,7,12,6,11,10,8,17,13,14,7,12,8,9,21,12,12,12,8,9,13,18,15,10,6,13,12,13,10,14,13,10,21,12,9,5,8,9,14,12,11,19,5,11,14,11,19,10,9,14,15,13,14,11,11,12,6,12,13
231,14,5,11,9,20,4,8,8,16,15,11,7,10,12,10,10,11,10,16,7,21,8,12,17,13,7,11,6,11,12,6,18,10,14,10,11,11,12,18,15,15,10,14,8,9,22,15,14,13,10,12,15,18,16,13,8,13,13,14,14,14,14,11,20,13,9,8,9,10,12,12,13,21,7,12,18,16,22,11,11,13,17,14,17,14,14,11,6,13,14
232,15,5,9,14,19,4,9,6,18,18,14,11,8,17,12,10,13,14,16,7,22,9,12,17,16,10,12,8,12,13,7,19,13,15,12,15,13,12,20,16,15,12,16,9,12,21,17,16,15,11,12,17,18,17,15,11,13,16,13,14,18,18,12,23,17,10,10,10,15,12,16,14,21,6,14,19,18,23,13,13,14,19,10,16,16,13,14,8,12,16
233,18,4,6,15,16,5,9,6,20,19,16,13,13,17,11,12,17,19,19,9,22,13,11,21,20,12,14,10,8,16,11,20,16,18,13,17,14,14,22,21,17,12,17,12,14,20,19,18,19,12,15,21,19,20,15,11,14,18,15,19,18,19,15,21,17,9,11,13,18,10,17,15,19,8,14,21,19,24,15,16,14,21,8,18,17,16,19,11,12,19
234,18,5,6,15,17,6,7,5,18,19,16,15,12,19,14,9,18,18,18,8,20,17,11,20,18,14,16,12,6,19,15,23,19,18,15,17,15,15,22,20,23,15,18,14,17,19,21,21,20,17,18,21,15,20,18,15,12,19,20,21,21,20,17,19,18,9,12,15,19,7,17,15,21,12,17,21,22,24,17,17,11,23,12,20,17,18,20,14,11,20
235,21,7,7,18,15,5,5,8,20,20,17,16,16,20,16,7,19,21,19,9,20,18,9,19,19,16,18,16,7,20,18,22,18,20,16,20,17,20,20,19,21,18,20,16,16,17,22,19,20,18,17,22,14,19,18,18,11,22,23,20,20,21,17,17,20,8,14,17,20,9,20,22,18,13,19,19,22,22,22,18,11,22,10,20,17,18,18,16,9,20
236,20,5,6,23,14,8,9,6,18,22,19,16,17,20,19,9,20,22,19,9,17,20,9,16,19,21,19,17,10,21,19,23,19,20,17,20,18,20,18,19,19,19,22,16,18,15,22,18,21,19,17,20,12,18,19,17,9,18,20,20,17,22,18,13,22,10,18,17,19,10,22,23,17,12,20,17,22,21,24,21,9,21,10,19,18,20,19,19,9,20
237,21,5,5,22,9,10,8,10,16,22,20,18,21,20,24,10,22,21,21,10,14,20,6,18,19,20,17,17,11,21,22,21,18,20,18,21,17,20,18,15,19,18,21,19,21,12,21,19,22,17,19,21,13,17,18,20,9,22,20,20,17,21,17,10,22,10,21,20,23,12,22,19,15,16,21,16,18,18,23,21,7,18,12,20,19,21,21,21,11,19
238,19,8,6,21,10,11,13,12,14,21,19,21,22,20,21,8,20,21,20,12,12,20,7,15,20,20,17,22,12,20,21,21,17,20,18,20,18,21,16,15,20,19,21,18,20,10,17,19,22,17,20,21,11,15,18,19,11,19,21,20,16,20,18,11,21,12,22,20,22,16,19,22,14,19,22,16,17,13,24,21,7,16,14,20,16,20,18,20,12,19
239,18,11,9,20,9,13,15,14,12,19,19,21,22,19,17,12,22,20,19,12,11,20,8,13,21,19,17,19,13,20,21,19,16,19,20,18,19,19,13,15,19,19,22,17,21,8,18,17,19,17,19,20,8,14,16,18,12,19,19,19,15,19,16,9,19,16,22,21,22,18,20,21,12,20,21,12,16,11,21,20,9,14,14,18,16,20,17,21,13,15
240,15,13,8,19,9,17,19,13,11,18,17,20,21,18,19,12,20,18,17,16,10,18,12,10,16,19,17,21,16,18,21,16,17,14,19,16,18,17,12,13,17,16,20,16,17,6,16,14,17,16,18,16,7,13,16,19,13,19,17,15,11,15,18,8,15,16,21,22,24,18,17,19,7,18,21,9,15,9,19,18,9,12,12,17,13,18,11,21,13,13
241,15,15,11,16,6,20,22,16,10,16,15,21,18,16,16,14,18,15,13,19,7,15,10,7,16,18,15,22,18,17,19,14,17,13,17,13,15,13,9,10,14,13,16,18,15,8,14,13,17,14,14,13,5,11,16,16,15,16,16,14,11,13,14,8,14,18,20,18,22,19,17,17,8,20,17,8,14,6,16,15,9,12,15,15,11,17,9,21,15,9
242,12,19,15,14,6,22,22,18,8,15,13,18,18,14,15,16,15,13,12,21,6,13,11,7,13,15,16,20,19,16,17,11,15,11,16,14,15,15,8,10,15,16,15,15,14,8,12,11,13,12,15,11,4,9,14,15,18,11,14,12,11,12,12,7,12,19,19,18,19,21,14,14,6,19,16,7,12,6,16,11,13,8,17,11,7,15,7,20,17,9
243,11,20,18,13,6,23,22,20,9,11,14,16,15,12,12,16,11,12,10,19,5,11,13,6,12,13,12,18,20,14,13,11,13,13,17,11,13,14,7,7,10,12,12,12,14,4,11,8,13,11,12,10,6,5,11,12,17,9,13,12,9,10,11,6,8,22,17,16,17,20,12,12,4,17,14,5,9,6,11,11,16,6,18,10,7,13,6,18,18,8
244,11,24,20,10,6,22,22,20,7,10,12,15,18,10,9,18,12,12,10,20,3,7,15,8,9,11,9,15,20,13,12,7,11,9,11,8,10,11,7,5,7,11,9,11,12,3,9,7,11,9,12,5,4,7,9,9,18,7,9,9,8,8,10,3,8,20,16,14,13,22,12,9,3,16,10,5,8,2,8,8,20,3,19,9,8,9,7,12,21,5
245,9,24,20,11,3,21,23,21,7,9,12,14,13,8,8,19,11,11,6,19,2,8,17,4,6,8,10,12,17,11,12,5,10,6,7,5,9,7,7,3,6,8,9,11,9,3,8,8,10,6,9,5,5,5,7,6,21,6,9,7,9,6,8,1,8,17,13,14,11,23,8,10,1,14,9,6,7,1,4,3,18,2,16,7,5,7,9,12,19,3
246,5,26,23,10,2,19,20,22,7,6,13,13,12,9,7,19,7,11,5,18,3,8,16,5,7,9,11,12,17,7,9,5,9,4,10,4,7,7,7,4,6,9,9,9,9,5,6,5,7,5,8,5,6,6,3,7,20,4,7,6,7,4,4,0,7,18,10,12,7,24,5,7,-1,11,11,5,6,1,3,1,18,3,15,5,6,7,5,12,20,4
247,4,22,23,7,-1,19,20,21,6,5,10,10,10,7,5,17,6,9,5,17,2,5,20,5,4,7,8,9,15,7,9,6,9,4,8,5,7,6,5,3,5,6,7,7,4,3,8,5,8,5,6,6,5,3,5,4,22,3,6,6,5,2,3,-1,5,16,9,8,6,20,5,8,-3,11,7,3,5,1,3,2,19,2,16,3,6,8,5,9,19,4
248,3,21,20,7,-5,16,16,21,4,2,9,7,6,6,3,16,4,10,4,15,0,8,19,5,5,6,8,7,13,7,7,5,9,5,5,5,5,6,6,0,3,7,5,8,4,2,7,2,6,5,4,5,3,3,2,2,21,2,6,5,7,1,7,-4,4,15,8,8,3,15,5,8,-3,7,8,4,6,1,-1,2,18,2,14,1,7,6,6,10,18,3
249,3,18,19,8,-8,13,12,19,4,3,8,9,5,9,6,16,5,8,3,13,-1,7,17,5,6,7,5,5,9,5,5,5,8,3,4,5,7,6,4,0,3,4,5,8,3,-1,4,4,5,3,5,3,0,4,2,2,19,1,5,5,4,1,4,-8,4,13,7,6,1,13,3,6,-3,5,5,2,4,0,-1,0,20,1,13,3,5,5,2,7,15,4
250,-1,13,19,7,-12,12,9,16,4,2,8,8,3,6,4,14,6,5,3,12,-4,6,15,2,6,8,4,6,10,3,6,4,7,3,6,1,4,4,3,-1,3,4,4,5,3,-3,-1,1,2,2,4,5,-4,3,2,4,18,0,1,3,3,-1,3,-11,5,10,6,7,0,13,3,4,-4,7,4,3,2,-1,0,2,18,2,11,1,3,3,3,6,14,2
251,2,12,17,4,-14,10,8,14,0,2,6,6,3,3,5,12,5,5,3,10,-6,5,14,-1,3,5,3,8,8,2,5,4,3,1,6,2,4,4,-1,-2,3,5,1,4,1,-8,1,2,2,2,6,3,-6,3,2,2,18,0,1,2,2,-2,3,-12,4,9,4,5,1,9,1,3,-9,5,2,1,1,-1,-1,0,15,-1,9,2,3,3,4,5,12,-1
252,1,12,15,3,-19,6,9,13,-4,-3,2,8,2,3,3,9,3,3,1,8,-8,6,13,-3,0,4,0,7,5,2,5,1,0,2,8,-1,3,4,0,-8,1,2,1,3,1,-9,-2,1,0,-1,5,0,-10,1,0,3,12,0,1,1,-4,-1,3,-15,2,5,3,5,0,5,0,5,-12,5,3,1,-1,-7,-4,-2,15,-3,8,-1,0,0,2,4,10,-2
253,-4,11,12,2,-24,4,6,12,-8,-6,2,6,2,0,1,7,0,2,-3,5,-12,0,10,-5,-4,1,-1,4,5,1,4,-2,2,-1,7,-3,2,0,-3,-11,1,-1,1,-1,-1,-13,-3,0,-1,-2,3,-4,-14,1,-4,1,8,-5,-4,1,-3,-4,1,-18,-1,3,1,4,0,2,-2,6,-15,5,-2,-3,-4,-9,-3,-3,11,-5,7,-2,-4,-3,-1,4,8,-4
254,-6,9,11,2,-26,5,4,8,-11,-8,1,3,0,-4,1,5,-3,-2,-4,5,-16,-2,9,-10,-6,-3,-2,2,3,-4,0,-4,0,-4,7,-6,0,-1,-8,-13,-1,-4,-2,2,0,-19,-5,-2,-4,-2,-3,-5,-16,-3,-6,0,8,-4,-6,-3,-7,-6,-3,-21,-1,1,-2,3,-3,2,-3,-1,-18,5,-5,-7,-7,-10,-4,-1,6,-7,4,-4,-6,-4,-2,0,7,-8
255,-7,7,9,-1,-25,3,3,5,-15,-8,-4,0,-1,-4,-2,4,-5,-7,-8,3,-20,-4,8,-15,-5,-4,-4,-1,1,-4,-1,-7,-8,-7,1,-10,-3,-5,-8,-18,-5,-8,-6,-2,-2,-22,-10,-5,-6,-5,-5,-9,-22,-7,-10,3,5,-5,-9,-5,-11,-8,-3,-22,-6,2,-4,1,-7,2,-4,-4,-22,3,-8,-10,-11,-13,-6,-1,5,-14,2,-7,-9,-4,-8,-1,5,-13
256,-11,7,8,-4,-29,1,5,5,-18,-12,-8,-2,-1,-10,-4,6,-4,-11,-11,3,-21,-6,7,-17,-11,-8,-10,0,0,-4,-2,-12,-9,-11,-1,-10,-6,-10,-10,-21,-6,-10,-8,-3,-5,-22,-12,-9,-11,-10,-8,-13,-22,-11,-15,-1,4,-11,-10,-9,-15,-10,-6,-24,-9,0,-4,1,-8,0,-7,-4,-23,3,-9,-12,-14,-18,-9,0,5,-17,3,-10,-13,-8,-12,-4,5,-15
257,-15,10,6,-7,-28,-1,3,4,-21,-15,-11,-8,-1,-12,-6,2,-9,-11,-13,2,-24,-12,5,-19,-16,-7,-10,-3,1,-8,-6,-14,-12,-12,-5,-16,-8,-10,-15,-24,-12,-14,-9,-5,-8,-25,-16,-12,-14,-11,-12,-17,-24,-13,-17,-4,5,-12,-15,-14,-20,-14,-8,-27,-12,-1,-8,-3,-9,2,-9,-7,-25,1,-13,-18,-19,-20,-11,-5,4,-20,2,-12,-15,-11,-15,-7,7,-21
258,-21,6,5,-11,-26,-3,1,1,-25,-19,-12,-10,-5,-17,-12,0,-14,-14,-15,-1,-24,-14,4,-22,-18,-10,-13,-6,0,-11,-9,-18,-14,-17,-8,-20,-12,-16,-17,-25,-12,-17,-11,-11,-10,-25,-18,-18,-17,-16,-13,-19,-25,-17,-18,-4,1,-16,-19,-14,-21,-19,-13,-28,-13,-2,-12,-6,-15,0,-11,-14,-29,-1,-16,-19,-20,-22,-16,-9,2,-19,1,-16,-20,-16,-17,-9,5,-22
259,-21,5,4,-15,-26,-8,2,1,-25,-21,-16,-12,-9,-20,-14,0,-16,-21,-21,0,-25,-18,2,-25,-21,-16,-20,-6,-1,-16,-13,-20,-16,-19,-16,-22,-16,-21,-21,-27,-18,-19,-16,-15,-14,-24,-20,-18,-18,-19,-19,-20,-26,-21,-21,-6,1,-18,-23,-16,-24,-21,-18,-26,-17,-4,-13,-8,-19,-3,-14,-15,-26,-5,-19,-21,-22,-23,-17,-10,2,-23,0,-21,-23,-18,-21,-11,2,-24
260,-24,3,2,-22,-24,-10,0,-2,-24,-23,-19,-15,-10,-23,-17,-2,-17,-23,-24,-5,-25,-21,2,-24,-23,-17,-21,-8,-6,-19,-16,-24,-19,-23,-16,-24,-20,-25,-21,-28,-20,-25,-18,-17,-18,-26,-22,-21,-21,-21,-22,-21,-24,-23,-22,-11,1,-21,-24,-19,-26,-24,-20,-25,-21,-8,-17,-14,-20,0,-19,-17,-23,-7,-21,-23,-25,-24,-19,-15,1,-23,-1,-23,-24,-19,-23,-14,-2,-26
261,-25,-1,0,-21,-20,-12,-5,-5,-27,-25,-22,-19,-14,-24,-19,-5,-19,-23,-25,-6,-26,-22,-2,-26,-28,-18,-24,-12,-7,-22,-20,-25,-21,-23,-21,-24,-21,-23,-23,-27,-21,-27,-18,-21,-20,-22,-24,-23,-25,-23,-27,-23,-22,-24,-23,-13,-1,-23,-25,-20,-24,-25,-21,-20,-21,-9,-21,-16,-21,-5,-21,-19,-22,-10,-24,-25,-26,-23,-20,-15,-2,-24,-4,-21,-27,-24,-23,-19,-3,-26
262,-22,-5,-2,-23,-18,-16,-11,-9,-24,-24,-23,-22,-16,-27,-21,-9,-22,-25,-24,-9,-24,-24,-4,-25,-28,-21,-25,-16,-13,-19,-22,-23,-26,-25,-27,-26,-23,-26,-26,-25,-21,-28,-19,-23,-22,-22,-23,-22,-26,-25,-28,-24,-21,-24,-26,-18,-6,-25,-26,-22,-23,-25,-21,-18,-21,-16,-22,-19,-23,-8,-23,-21,-19,-12,-23,-25,-24,-24,-22,-19,-2,-22,-7,-24,-28,-24,-26,-22,-6,-25
263,-23,-9,-6,-26,-18,-21,-14,-14,-24,-23,-27,-23,-20,-26,-24,-12,-23,-26,-24,-14,-23,-27,-7,-24,-27,-22,-26,-18,-16,-21,-25,-27,-24,-25,-27,-24,-26,-30,-24,-25,-23,-29,-20,-27,-24,-19,-24,-23,-24,-25,-31,-22,-22,-26,-27,-20,-5,-25,-27,-23,-22,-25,-23,-17,-23,-18,-23,-19,-26,-13,-21,-23,-17,-16,-23,-22,-24,-21,-22,-20,-5,-25,-13,-25,-28,-23,-25,-24,-12,-24
264,-23,-12,-7,-24,-18,-25,-16,-20,-24,-24,-29,-23,-20,-25,-24,-16,-22,-28,-22,-19,-19,-28,-11,-24,-27,-24,-27,-21,-21,-24,-27,-27,-25,-26,-27,-21,-22,-29,-22,-23,-23,-27,-20,-29,-26,-18,-24,-25,-26,-25,-29,-21,-17,-27,-26,-23,-6,-24,-26,-23,-22,-26,-26,-17,-25,-21,-25,-24,-26,-19,-24,-25,-17,-21,-25,-22,-24,-19,-22,-22,-9,-25,-17,-22,-28,-22,-28,-23,-16,-24
265,-23,-18,-12,-24,-14,-29,-22,-23,-20,-23,-27,-24,-23,-23,-28,-22,-23,-26,-20,-22,-16,-27,-13,-21,-27,-26,-27,-20,-26,-22,-26,-24,-26,-25,-28,-21,-25,-26,-22,-19,-24,-25,-20,-28,-24,-16,-22,-23,-25,-25,-29,-22,-14,-24,-23,-22,-8,-22,-25,-24,-23,-23,-26,-12,-25,-27,-25,-24,-25,-24,-21,-26,-15,-21,-22,-18,-20,-17,-22,-21,-15,-21,-21,-24,-27,-25,-24,-26,-20,-22
266,-22,-24,-16,-24,-14,-34,-25,-29,-19,-19,-25,-26,-26,-20,-25,-25,-21,-24,-20,-25,-17,-26,-19,-19,-26,-23,-27,-22,-31,-22,-25,-21,-26,-22,-31,-22,-22,-24,-20,-18,-23,-24,-22,-27,-24,-16,-22,-22,-22,-24,-28,-21,-13,-23,-23,-24,-11,-21,-24,-24,-23,-20,-24,-13,-23,-29,-24,-23,-26,-30,-20,-26,-13,-26,-20,-19,-19,-16,-20,-24,-17,-19,-28,-23,-24,-24,-23,-25,-26,-19
267,-20,-31,-20,-21,-16,-39,-29,-32,-17,-17,-24,-23,-27,-18,-24,-29,-21,-19,-20,-29,-12,-24,-25,-18,-22,-23,-24,-22,-35,-23,-24,-21,-24,-21,-28,-22,-21,-21,-19,-16,-22,-22,-21,-23,-24,-15,-20,-21,-21,-23,-23,-17,-11,-19,-21,-24,-16,-20,-22,-24,-17,-19,-24,-12,-22,-31,-24,-24,-25,-35,-22,-24,-12,-26,-20,-18,-19,-16,-21,-22,-20,-15,-27,-23,-22,-21,-18,-27,-32,-16
268,-18,-34,-24,-21,-13,-37,-35,-36,-17,-18,-24,-22,-25,-16,-22,-34,-21,-16,-18,-33,-11,-20,-28,-16,-20,-21,-21,-25,-36,-20,-21,-16,-21,-19,-28,-20,-21,-21,-17,-15,-20,-21,-21,-25,-23,-13,-15,-19,-21,-18,-23,-16,-10,-17,-17,-24,-20,-17,-20,-21,-17,-17,-23,-10,-20,-32,-24,-24,-23,-37,-19,-21,-13,-26,-20,-16,-17,-15,-18,-20,-28,-13,-32,-21,-19,-19,-17,-24,-35,-16
