,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
477,22,28,23,25,-4,28,28,28,9,19,25,29,27,20,26,24,24,21,20,25,5,29,24,10,21,25,25,29,29,25,29,20,25,24,29,22,23,22,16,13,25,24,28,27,26,1,20,25,22,22,24,19,0,19,23,25,27,23,20,23,15,18,25,-5,22,27,24,33,23,27,24,28,-2,33,21,14,19,9,23,22,22,13,28,23,21,23,20,28,28,18
478,14,28,25,20,-10,29,30,31,7,15,23,27,27,16,21,25,21,16,16,25,1,23,23,8,17,20,21,28,30,20,25,15,21,20,24,15,19,21,13,11,21,20,26,23,23,-2,13,18,17,18,22,15,-5,14,17,26,26,19,15,18,14,11,20,-10,19,29,21,31,20,29,21,25,-5,31,17,9,13,7,19,19,23,9,29,18,17,21,14,25,32,15
479,9,30,26,18,-11,29,30,31,4,10,20,23,25,13,18,27,17,11,12,26,-4,19,26,2,12,18,19,27,30,19,21,8,17,14,21,9,18,13,6,6,16,15,22,19,20,-8,11,14,8,14,16,11,-9,8,15,22,28,14,9,14,7,7,17,-13,13,29,17,26,16,29,17,19,-10,30,12,3,7,1,13,17,25,3,28,13,12,14,10,24,31,8
480,6,32,30,12,-10,29,28,32,-2,8,14,18,23,8,14,26,14,7,7,28,-6,15,27,-1,7,13,13,25,29,15,14,3,12,9,20,4,12,11,3,1,13,11,17,13,17,-9,4,7,3,12,12,6,-11,3,10,18,29,9,5,10,3,0,13,-16,11,27,13,21,12,30,13,14,-11,27,6,0,3,-5,9,13,26,-3,27,7,7,10,3,19,29,0
481,-1,30,28,10,-15,31,28,33,-4,2,10,14,22,2,11,25,9,4,3,25,-9,8,27,-6,2,10,6,22,29,13,12,0,8,6,13,0,8,4,1,-3,11,4,12,11,12,-15,1,3,-1,7,7,2,-15,0,5,16,29,5,2,6,-3,-3,8,-18,7,26,9,16,8,27,6,8,-15,24,5,-4,-2,-10,3,8,27,-4,27,3,2,6,-1,13,29,0
482,-7,28,27,6,-18,26,27,33,-7,-4,7,11,20,-2,4,26,4,-1,-2,25,-15,5,26,-8,-4,4,4,18,27,8,6,-4,3,2,10,-6,6,2,-6,-9,4,1,8,5,7,-17,-4,-3,-2,0,1,-3,-15,-5,-2,10,30,-2,-1,0,-8,-6,1,-23,1,27,7,10,3,25,2,3,-18,18,-3,-9,-9,-14,-1,1,27,-7,25,-2,-4,2,-6,10,26,-11
483,-7,28,30,4,-21,23,25,29,-11,-7,1,6,17,-5,2,26,1,-6,-7,24,-20,-1,28,-12,-7,1,0,12,25,1,2,-8,-2,-3,6,-9,1,-5,-8,-15,1,-4,4,2,3,-17,-8,-8,-10,-3,-3,-6,-19,-9,-5,6,27,-3,-10,-6,-11,-10,-3,-25,-3,21,2,5,-3,20,-4,-5,-22,15,-6,-11,-13,-15,-7,-2,28,-12,23,-5,-9,-4,-9,8,24,-13
484,-9,29,31,1,-23,19,23,25,-14,-10,-1,3,11,-9,-4,25,-1,-9,-11,20,-20,-6,28,-17,-10,-3,-5,9,24,-1,-3,-12,-8,-6,2,-13,-7,-9,-11,-19,-5,-9,0,-2,-2,-21,-12,-10,-12,-6,-8,-10,-20,-13,-9,-2,28,-7,-14,-8,-15,-14,-7,-24,-8,19,-4,-1,-6,18,-8,-9,-23,12,-11,-13,-15,-14,-12,-5,26,-14,23,-13,-12,-10,-13,-1,22,-16
485,-15,25,27,-3,-24,16,20,22,-15,-14,-5,-4,6,-14,-6,21,-5,-11,-11,17,-21,-11,25,-19,-14,-7,-7,2,18,-4,-6,-12,-10,-11,-3,-15,-8,-12,-13,-24,-6,-12,-5,-6,-8,-22,-14,-12,-15,-8,-11,-12,-22,-15,-13,-5,26,-14,-16,-14,-15,-17,-12,-27,-8,15,-5,-8,-13,16,-12,-12,-25,6,-14,-18,-19,-18,-16,-9,25,-17,20,-16,-18,-13,-17,-6,22,-18
486,-19,21,25,-7,-25,13,19,20,-20,-18,-9,-7,2,-14,-9,18,-8,-14,-12,14,-23,-14,24,-19,-17,-8,-13,-1,15,-9,-10,-12,-14,-14,-7,-17,-12,-14,-14,-24,-10,-16,-9,-12,-12,-25,-17,-13,-18,-10,-17,-13,-24,-17,-16,-7,23,-15,-18,-15,-21,-18,-16,-29,-13,12,-8,-12,-15,11,-15,-14,-26,0,-18,-19,-22,-19,-18,-14,21,-20,14,-17,-17,-13,-20,-10,17,-24
487,-20,17,24,-10,-28,7,13,15,-23,-17,-11,-11,-1,-16,-13,12,-13,-18,-14,10,-24,-15,22,-19,-19,-10,-17,-3,9,-13,-14,-16,-17,-14,-11,-19,-14,-18,-16,-25,-13,-17,-10,-14,-13,-26,-19,-19,-21,-14,-19,-16,-27,-20,-17,-12,19,-16,-22,-17,-22,-20,-21,-29,-15,5,-11,-15,-17,4,-19,-15,-26,-4,-20,-20,-24,-21,-22,-16,18,-23,12,-18,-21,-18,-19,-13,12,-25
488,-20,13,19,-13,-30,0,9,9,-23,-16,-13,-14,-8,-19,-15,10,-15,-19,-16,5,-26,-18,17,-21,-20,-13,-19,-6,6,-14,-15,-18,-19,-18,-12,-18,-17,-21,-19,-29,-16,-22,-15,-18,-16,-28,-21,-20,-21,-16,-21,-19,-29,-22,-18,-13,15,-19,-22,-19,-24,-21,-21,-32,-19,1,-15,-17,-19,2,-22,-19,-27,-7,-20,-22,-24,-23,-22,-17,14,-25,4,-22,-20,-21,-20,-18,8,-24
489,-23,7,16,-13,-30,-7,6,4,-24,-18,-16,-16,-14,-21,-16,6,-17,-23,-17,-1,-28,-21,15,-24,-21,-15,-22,-9,1,-15,-18,-17,-21,-20,-15,-22,-19,-21,-21,-31,-21,-23,-16,-20,-19,-31,-24,-20,-21,-17,-21,-21,-31,-24,-22,-18,11,-21,-24,-19,-26,-25,-21,-34,-20,-4,-17,-21,-20,-3,-22,-20,-31,-11,-22,-26,-24,-26,-24,-22,11,-26,0,-23,-25,-21,-24,-21,2,-26
490,-24,2,10,-15,-31,-11,0,-1,-27,-21,-18,-17,-18,-22,-16,0,-19,-24,-20,-5,-30,-22,9,-25,-25,-17,-23,-13,-6,-22,-19,-21,-22,-22,-18,-26,-21,-22,-21,-34,-18,-25,-20,-23,-19,-34,-24,-24,-23,-18,-24,-21,-34,-25,-26,-22,7,-22,-28,-23,-28,-25,-26,-36,-20,-9,-20,-22,-22,-8,-26,-24,-33,-17,-23,-26,-28,-30,-23,-24,6,-27,-3,-25,-27,-23,-24,-22,-2,-31
491,-25,-3,4,-18,-37,-13,-5,-9,-30,-21,-18,-20,-21,-25,-19,-2,-20,-26,-22,-7,-31,-25,1,-30,-26,-22,-26,-17,-12,-22,-22,-23,-24,-25,-23,-27,-22,-23,-23,-34,-21,-28,-24,-25,-25,-35,-26,-24,-26,-23,-25,-25,-36,-29,-27,-20,0,-23,-31,-25,-31,-27,-26,-36,-23,-11,-24,-24,-24,-14,-28,-27,-32,-20,-25,-28,-30,-32,-27,-23,1,-28,-9,-27,-28,-28,-27,-22,-8,-30
492,-22,-8,1,-21,-37,-18,-8,-8,-32,-22,-21,-22,-20,-28,-22,-6,-24,-28,-22,-10,-33,-26,-2,-34,-25,-24,-27,-19,-14,-22,-25,-25,-25,-27,-23,-25,-24,-24,-25,-36,-22,-30,-25,-28,-24,-37,-30,-27,-24,-23,-26,-27,-36,-29,-28,-23,-1,-25,-32,-28,-33,-31,-26,-36,-27,-18,-25,-24,-26,-16,-28,-26,-35,-22,-27,-30,-29,-35,-29,-27,-5,-32,-12,-30,-31,-29,-32,-23,-15,-32
493,-29,-13,-3,-20,-33,-20,-12,-11,-32,-25,-22,-24,-23,-28,-25,-11,-26,-28,-28,-15,-33,-27,-8,-36,-28,-26,-29,-22,-15,-26,-25,-28,-27,-26,-24,-29,-28,-26,-30,-38,-24,-31,-24,-30,-26,-39,-32,-29,-27,-26,-30,-31,-40,-28,-30,-23,-6,-29,-34,-31,-35,-33,-28,-36,-30,-20,-25,-27,-26,-17,-29,-27,-36,-22,-29,-32,-33,-37,-32,-30,-8,-35,-18,-32,-33,-30,-34,-24,-19,-33
494,-31,-15,-11,-24,-33,-24,-15,-18,-33,-27,-25,-27,-26,-30,-27,-14,-29,-30,-29,-16,-33,-31,-11,-35,-31,-29,-30,-24,-22,-27,-30,-31,-29,-27,-28,-31,-29,-30,-32,-37,-29,-35,-29,-30,-25,-39,-30,-32,-30,-30,-32,-31,-38,-30,-33,-26,-9,-30,-35,-33,-37,-36,-31,-36,-32,-23,-30,-27,-26,-20,-31,-31,-38,-24,-31,-37,-35,-38,-35,-30,-14,-36,-19,-34,-36,-31,-36,-23,-24,-34
495,-29,-18,-13,-29,-34,-24,-17,-21,-35,-28,-27,-25,-28,-30,-30,-17,-29,-31,-30,-21,-36,-33,-16,-39,-31,-29,-31,-25,-25,-29,-31,-35,-30,-31,-31,-33,-32,-32,-33,-39,-30,-37,-33,-34,-27,-39,-34,-32,-30,-31,-32,-35,-36,-33,-35,-30,-13,-33,-36,-34,-36,-36,-32,-37,-34,-26,-31,-29,-30,-23,-31,-34,-37,-23,-34,-38,-35,-40,-35,-32,-18,-38,-24,-34,-35,-35,-38,-27,-25,-35
496,-28,-19,-15,-31,-32,-27,-20,-21,-39,-30,-34,-27,-31,-32,-30,-21,-31,-35,-32,-21,-36,-35,-18,-39,-32,-31,-31,-26,-26,-32,-33,-36,-31,-32,-32,-34,-34,-33,-34,-40,-31,-40,-35,-36,-30,-40,-35,-35,-32,-34,-34,-38,-35,-35,-37,-30,-15,-35,-38,-35,-40,-39,-35,-34,-37,-25,-34,-31,-30,-24,-33,-33,-37,-26,-34,-40,-37,-42,-36,-36,-19,-40,-26,-38,-37,-36,-40,-30,-26,-37
497,-32,-24,-18,-34,-27,-29,-23,-25,-40,-33,-36,-29,-32,-32,-32,-25,-33,-36,-34,-26,-34,-35,-24,-37,-35,-33,-32,-27,-28,-33,-33,-37,-34,-35,-32,-33,-36,-35,-36,-36,-37,-39,-37,-38,-33,-34,-34,-36,-33,-35,-36,-37,-33,-40,-41,-33,-19,-36,-38,-35,-40,-38,-37,-30,-38,-31,-36,-34,-34,-27,-34,-37,-34,-29,-37,-40,-36,-42,-38,-39,-21,-41,-27,-39,-41,-36,-41,-32,-29,-39
498,-34,-24,-23,-35,-22,-32,-24,-27,-37,-32,-38,-31,-33,-36,-34,-27,-34,-37,-35,-29,-33,-36,-24,-37,-36,-33,-36,-31,-31,-35,-37,-38,-34,-35,-35,-37,-39,-35,-36,-35,-37,-40,-38,-38,-31,-31,-37,-39,-34,-39,-34,-39,-30,-39,-40,-35,-22,-37,-38,-37,-37,-38,-39,-23,-37,-35,-39,-36,-36,-29,-37,-39,-30,-32,-39,-39,-34,-36,-35,-37,-25,-41,-31,-38,-42,-38,-41,-33,-30,-38
499,-32,-23,-23,-36,-20,-32,-27,-29,-36,-32,-39,-33,-36,-34,-34,-27,-36,-37,-36,-31,-31,-38,-26,-35,-36,-35,-36,-31,-35,-36,-38,-40,-35,-38,-36,-35,-40,-36,-35,-33,-38,-37,-40,-38,-32,-27,-36,-38,-35,-38,-37,-40,-25,-40,-41,-36,-24,-36,-39,-38,-34,-38,-44,-20,-37,-33,-42,-36,-38,-33,-35,-41,-23,-35,-38,-38,-33,-36,-37,-38,-27,-38,-31,-39,-40,-39,-40,-37,-33,-37
500,-33,-30,-26,-35,-14,-37,-31,-29,-30,-33,-40,-34,-37,-33,-36,-30,-39,-36,-38,-31,-26,-36,-30,-36,-36,-37,-36,-34,-36,-35,-40,-38,-37,-38,-39,-34,-40,-35,-36,-29,-39,-36,-41,-39,-34,-21,-36,-38,-33,-39,-36,-36,-21,-39,-39,-36,-25,-37,-37,-38,-31,-36,-39,-15,-37,-34,-41,-37,-38,-32,-36,-40,-21,-35,-37,-35,-32,-30,-34,-39,-30,-35,-33,-38,-37,-39,-38,-37,-31,-32
501,-33,-29,-31,-34,-11,-34,-33,-31,-27,-34,-40,-34,-35,-32,-38,-35,-38,-34,-37,-35,-22,-35,-30,-30,-34,-36,-35,-37,-40,-36,-38,-33,-37,-36,-36,-33,-38,-35,-32,-25,-39,-34,-36,-38,-34,-14,-31,-36,-33,-36,-37,-34,-16,-38,-37,-37,-26,-36,-32,-35,-29,-32,-38,-11,-37,-36,-40,-38,-38,-34,-35,-39,-17,-36,-35,-32,-27,-25,-32,-38,-32,-34,-37,-36,-35,-37,-33,-38,-34,-31
502,-30,-30,-30,-35,-6,-33,-32,-33,-23,-32,-39,-34,-38,-29,-36,-36,-36,-32,-33,-36,-16,-34,-34,-26,-32,-33,-36,-35,-40,-36,-34,-31,-35,-34,-35,-31,-37,-33,-29,-21,-37,-33,-37,-37,-36,-11,-30,-35,-30,-37,-35,-34,-13,-35,-33,-37,-29,-32,-29,-35,-25,-30,-38,-6,-35,-39,-38,-37,-37,-37,-34,-36,-11,-39,-30,-29,-23,-21,-31,-36,-33,-27,-38,-33,-31,-35,-31,-38,-37,-26
503,-24,-33,-30,-32,-1,-34,-33,-31,-18,-28,-34,-34,-37,-26,-35,-36,-32,-29,-31,-39,-12,-30,-37,-21,-28,-31,-30,-34,-42,-33,-32,-30,-32,-30,-34,-27,-35,-29,-26,-16,-34,-28,-36,-34,-35,-5,-26,-31,-27,-34,-31,-31,-7,-30,-29,-35,-32,-30,-25,-31,-19,-25,-34,-4,-33,-38,-36,-35,-35,-39,-29,-34,-7,-42,-27,-24,-23,-17,-28,-32,-34,-23,-37,-28,-29,-31,-28,-35,-36,-22
504,-22,-33,-33,-31,3,-34,-37,-34,-14,-22,-31,-33,-38,-24,-33,-37,-29,-25,-25,-39,-8,-26,-37,-17,-25,-25,-26,-33,-45,-29,-28,-26,-27,-28,-31,-23,-31,-26,-21,-13,-33,-24,-31,-31,-33,-1,-22,-27,-24,-32,-28,-27,-4,-24,-24,-34,-35,-26,-18,-27,-16,-19,-28,0,-28,-38,-34,-33,-32,-40,-27,-30,-4,-40,-23,-18,-20,-10,-22,-32,-38,-17,-40,-25,-23,-27,-22,-32,-36,-18
505,-19,-35,-37,-28,6,-31,-37,-33,-6,-20,-30,-28,-37,-19,-30,-37,-27,-20,-21,-37,-4,-21,-39,-10,-19,-24,-24,-33,-43,-27,-24,-21,-23,-23,-28,-16,-25,-23,-17,-9,-28,-18,-27,-27,-30,4,-16,-21,-20,-29,-25,-19,-1,-19,-23,-33,-34,-22,-15,-22,-10,-16,-24,3,-22,-38,-30,-30,-27,-40,-24,-26,3,-38,-19,-12,-13,-6,-19,-28,-38,-13,-39,-18,-16,-23,-15,-29,-36,-12
506,-14,-35,-38,-22,5,-32,-38,-33,-5,-17,-23,-27,-32,-15,-25,-37,-22,-15,-17,-38,1,-18,-40,-5,-14,-21,-22,-29,-42,-24,-20,-14,-18,-19,-25,-12,-18,-18,-11,-4,-25,-13,-23,-22,-25,8,-12,-14,-13,-22,-20,-15,2,-14,-16,-32,-36,-15,-11,-20,-4,-10,-17,8,-15,-40,-24,-25,-22,-38,-18,-19,5,-35,-13,-6,-10,-4,-14,-23,-38,-6,-41,-12,-13,-19,-10,-27,-36,-7
507,-9,-34,-38,-17,8,-30,-37,-32,1,-8,-21,-21,-28,-7,-22,-37,-17,-10,-12,-37,4,-13,-38,1,-8,-16,-14,-25,-39,-17,-16,-9,-11,-14,-21,-6,-16,-11,-6,2,-20,-7,-16,-18,-20,13,-8,-10,-10,-16,-14,-9,6,-8,-13,-26,-39,-12,-6,-15,1,-7,-16,12,-12,-38,-18,-21,-17,-36,-13,-13,9,-33,-9,-1,-5,2,-12,-20,-41,-1,-38,-9,-8,-14,-5,-23,-36,-4
508,-4,-33,-39,-13,12,-28,-38,-32,5,-3,-14,-19,-21,-4,-16,-36,-15,-3,-10,-35,9,-9,-37,1,-3,-11,-10,-22,-36,-13,-12,-2,-9,-10,-13,-4,-11,-8,-2,3,-15,-2,-12,-15,-14,15,-4,-5,-4,-11,-10,-4,7,-3,-6,-21,-40,-8,2,-7,4,-3,-9,16,-9,-33,-11,-16,-10,-35,-9,-10,13,-29,-3,3,-1,8,-6,-14,-39,3,-35,-5,-2,-10,-3,-18,-35,-1
509,-1,-30,-36,-10,15,-26,-34,-31,4,1,-10,-11,-18,-1,-9,-35,-10,1,-5,-32,10,-3,-37,7,1,-7,-5,-20,-29,-8,-6,2,-4,-6,-12,-1,-5,-3,4,9,-9,3,-7,-8,-10,19,1,1,0,-8,-5,3,14,0,0,-14,-40,0,3,-3,8,2,-3,17,-4,-29,-8,-11,-8,-32,-4,-7,17,-25,-2,7,4,10,-5,-9,-38,6,-33,-2,5,-4,5,-11,-32,6
510,2,-30,-35,-4,16,-22,-29,-29,11,2,-6,-7,-15,4,-6,-29,-3,5,1,-30,14,0,-35,11,3,-6,-3,-16,-26,-3,-2,3,4,-2,-5,3,0,2,7,10,-4,6,-2,-4,-5,21,2,7,6,-2,-1,4,16,6,3,-8,-38,3,5,2,12,6,2,19,1,-24,-4,-6,-5,-28,0,-1,19,-17,3,12,7,14,1,-2,-36,10,-28,3,6,0,9,-8,-26,7
511,7,-27,-33,0,19,-18,-25,-26,15,5,1,-5,-11,7,-3,-25,0,8,4,-27,16,6,-32,15,8,-2,1,-13,-20,0,1,9,7,1,1,6,4,6,12,14,1,7,5,1,-1,22,5,10,8,2,6,8,17,10,7,-4,-38,6,11,4,14,11,5,21,6,-19,2,0,0,-22,6,2,22,-14,7,13,11,15,4,1,-32,12,-25,7,9,3,11,-2,-24,11
512,8,-24,-27,4,23,-12,-18,-19,15,12,4,-2,-3,12,5,-21,4,14,7,-21,21,9,-29,17,9,0,6,-7,-18,5,5,12,10,5,4,11,4,7,14,18,4,8,6,5,2,24,10,12,11,8,8,14,20,13,10,-1,-32,8,10,8,19,13,9,23,11,-13,6,5,3,-15,7,8,23,-7,10,18,14,18,4,5,-29,15,-22,12,12,7,15,-3,-21,13
513,12,-19,-25,9,24,-10,-17,-15,17,12,6,3,1,12,4,-17,8,17,8,-17,22,13,-26,18,10,5,10,-1,-12,10,9,14,12,9,6,13,9,11,16,18,6,12,9,10,5,27,12,19,14,11,13,14,22,14,14,0,-28,13,16,10,19,15,14,28,12,-9,12,8,6,-10,10,14,28,-1,12,21,19,20,9,8,-25,18,-14,15,15,10,15,3,-18,15
514,13,-18,-21,9,26,-8,-10,-11,19,14,8,9,4,16,8,-13,9,18,11,-14,24,15,-22,22,15,9,13,1,-7,14,13,16,15,13,8,16,14,12,23,19,12,16,11,10,11,29,14,17,16,13,13,16,24,17,16,5,-24,16,19,15,20,17,17,30,16,-6,14,12,10,-2,14,17,28,3,12,22,19,24,10,14,-21,21,-9,16,21,15,18,6,-11,17
515,18,-12,-14,11,29,-3,-4,-6,20,17,14,11,9,18,12,-6,13,21,15,-7,22,17,-15,25,19,12,14,2,0,13,13,19,17,15,12,18,17,14,27,20,15,19,16,13,13,31,18,21,18,17,17,22,29,18,19,11,-16,19,21,18,22,21,18,34,18,2,17,13,13,2,18,19,31,8,16,26,22,27,12,18,-17,22,-5,17,21,16,21,9,-7,20
516,22,-11,-8,13,30,4,1,-2,25,20,15,13,12,21,17,-4,14,22,19,-2,26,21,-11,27,20,14,19,7,3,18,16,20,19,17,14,20,18,17,26,28,18,22,18,19,15,29,21,24,22,19,18,25,34,18,22,11,-11,21,24,22,24,22,21,35,21,6,20,17,15,7,22,22,34,10,20,31,26,30,16,21,-12,27,-2,22,24,18,23,13,-1,25
517,22,-4,-3,19,31,5,5,2,26,22,18,16,14,21,19,2,16,23,22,1,29,24,-5,28,23,18,19,12,8,21,20,24,22,21,14,20,22,21,28,29,19,24,20,22,19,34,23,26,23,22,21,25,35,20,22,17,-6,24,27,23,29,24,23,36,24,9,23,20,18,9,22,25,36,14,23,30,29,33,21,24,-5,29,5,23,25,20,24,13,5,28
518,21,-2,-1,20,33,6,6,5,28,25,20,17,16,22,20,4,20,29,25,3,32,25,-3,29,25,23,22,14,11,23,21,27,26,22,19,26,22,24,29,32,23,27,23,22,22,35,27,29,27,25,27,29,34,22,24,17,-1,27,31,26,32,30,25,38,25,14,25,22,21,13,25,27,36,16,26,32,27,35,23,28,2,33,6,27,27,22,29,17,8,30
519,24,2,2,24,31,12,10,8,28,27,21,21,19,27,24,8,22,30,28,5,35,25,4,33,27,26,24,17,14,25,22,28,28,25,21,29,27,23,33,34,26,27,25,26,26,36,29,28,30,27,28,34,39,28,23,20,3,29,31,31,32,32,27,38,29,17,27,24,25,16,31,27,37,19,27,35,31,37,25,32,6,35,10,29,30,26,32,22,11,34
520,27,5,8,25,31,13,10,12,30,30,22,22,21,28,27,11,26,34,27,10,35,28,6,31,28,27,27,21,15,28,25,32,31,28,24,29,30,28,33,38,31,30,31,29,26,36,33,31,30,29,31,33,39,32,27,24,7,33,33,32,35,33,32,36,31,19,31,27,26,16,34,30,39,22,31,36,33,38,28,35,11,36,13,32,36,31,36,27,15,34
521,28,9,10,28,27,18,13,12,32,32,28,25,23,31,26,14,29,33,30,15,34,31,9,35,32,29,29,24,18,32,27,34,35,32,27,32,30,31,35,37,31,33,33,30,29,38,34,34,31,30,29,36,38,31,30,26,11,35,36,35,38,35,33,37,32,21,33,30,28,19,33,30,37,24,35,37,37,40,32,35,14,36,16,35,36,34,35,31,18,36
522,29,8,10,29,25,15,14,12,31,31,29,26,23,33,29,15,31,33,33,18,35,32,14,38,32,30,31,27,20,32,30,37,34,34,30,33,33,34,35,35,36,35,34,33,31,33,33,37,32,33,30,37,35,31,31,27,14,37,35,38,37,38,32,32,36,21,37,31,35,22,35,34,34,27,36,40,35,39,34,35,15,38,18,39,37,35,38,32,19,37
523,32,14,14,29,23,18,12,13,29,34,30,29,27,34,31,16,33,35,34,19,33,33,15,34,35,32,32,27,20,34,32,36,35,37,31,34,36,34,33,33,37,34,35,34,35,30,35,38,37,33,33,36,34,35,31,29,17,38,35,40,39,37,35,29,40,24,37,33,35,24,39,35,33,28,38,40,35,39,35,36,17,38,21,41,38,38,39,33,21,39
524,32,14,15,32,19,19,15,15,30,34,31,35,28,34,34,19,35,33,35,21,31,32,15,33,33,35,33,31,20,36,34,38,36,37,36,36,36,36,37,31,37,37,39,34,37,27,37,37,35,35,32,37,28,36,32,32,20,38,35,41,38,37,36,27,39,26,38,37,38,26,39,39,31,31,39,38,36,37,36,38,20,38,27,39,36,37,39,34,23,38
525,32,15,15,33,18,20,19,19,30,30,33,35,30,35,32,21,36,32,34,23,27,33,18,33,33,36,33,33,24,35,34,38,35,36,39,36,37,37,34,29,34,38,38,34,37,25,37,36,35,37,30,37,26,35,32,34,22,36,35,38,35,37,36,22,39,27,40,36,37,29,40,37,25,30,38,35,36,34,37,36,24,37,29,40,36,41,37,37,25,35
526,30,18,17,33,14,23,19,20,27,31,34,31,30,34,36,21,32,33,34,26,25,33,22,31,33,36,32,36,25,37,35,38,35,35,37,31,37,35,30,28,34,34,39,37,39,19,36,35,35,37,30,36,21,36,33,40,23,35,35,39,34,35,36,19,40,29,41,36,36,29,40,37,21,35,37,31,36,32,35,36,25,35,31,39,34,39,35,40,25,33
527,29,20,18,33,10,23,23,20,24,30,33,34,31,32,33,21,35,30,32,27,21,30,23,25,30,35,31,35,25,36,35,34,31,37,38,30,35,32,30,25,33,31,37,34,38,16,33,33,33,36,31,33,19,34,32,37,25,34,34,34,29,32,35,15,37,31,38,35,35,32,39,36,19,35,39,30,31,25,34,33,26,30,30,38,31,39,33,36,28,30
528,24,20,22,32,6,27,23,22,18,28,31,33,33,31,31,24,34,25,31,29,18,26,24,22,27,35,30,35,28,34,35,29,34,33,37,28,34,31,29,21,33,27,35,34,37,13,31,29,29,35,29,29,14,33,28,34,23,31,28,34,25,29,33,10,35,30,35,33,34,33,34,33,15,34,34,26,30,22,31,32,28,25,31,35,28,38,30,38,28,26
529,24,21,24,30,5,28,25,24,17,25,32,32,32,26,31,27,31,23,28,31,15,25,27,19,25,33,30,38,32,34,32,28,28,29,34,27,31,28,22,17,29,26,33,30,33,10,26,26,26,31,28,27,12,30,24,34,26,28,22,31,22,25,28,8,33,35,34,32,32,36,32,31,9,36,32,19,26,15,30,26,29,21,35,28,25,31,27,37,29,21
530,21,21,23,27,4,29,27,27,14,20,28,29,31,24,30,29,25,19,25,34,11,24,29,12,22,27,25,35,30,28,28,23,25,26,29,22,24,26,16,14,26,20,28,26,29,7,21,23,24,28,27,20,9,24,23,34,27,23,18,28,18,23,25,7,26,33,29,32,28,35,28,27,6,35,30,16,20,13,27,20,30,16,35,24,22,29,23,35,33,17
531,18,26,25,23,2,30,27,30,10,17,25,26,29,21,25,31,23,18,21,31,10,19,30,9,19,23,21,34,32,24,23,19,21,21,27,18,22,23,15,10,23,16,24,23,26,2,19,17,22,23,22,16,7,17,20,33,29,17,15,24,15,17,21,3,22,33,25,29,25,36,23,23,5,32,24,13,16,9,23,19,31,12,37,21,17,24,18,30,33,15
532,15,29,26,19,1,29,32,28,6,15,20,25,27,17,19,31,19,13,18,34,5,17,30,6,14,18,19,30,29,21,21,17,17,19,22,13,17,19,11,8,19,14,22,17,20,4,16,16,14,20,18,13,2,13,16,29,30,16,10,20,10,12,16,2,18,32,20,27,19,36,19,19,3,31,19,9,12,6,17,16,32,7,36,16,15,19,13,24,34,13
533,11,30,30,17,3,30,31,30,4,12,17,19,25,14,18,31,16,9,16,34,1,13,28,3,12,15,14,25,31,16,17,12,15,16,16,7,14,16,8,5,18,9,18,14,19,0,11,14,9,14,15,10,2,11,13,26,28,9,9,13,9,9,13,1,15,31,15,23,15,33,16,13,1,27,16,4,10,6,16,12,34,4,38,13,9,15,8,22,34,8
534,6,32,32,13,2,31,31,30,2,9,13,15,22,12,14,32,12,8,12,33,1,11,30,0,9,10,10,24,29,13,13,6,13,12,11,7,11,12,4,3,15,8,12,8,14,-3,9,10,6,8,14,7,2,6,9,20,29,9,6,10,5,5,10,-4,10,32,12,15,12,32,10,11,0,22,8,4,6,2,10,9,34,2,34,8,3,8,6,20,36,6
535,5,31,31,9,1,29,32,32,1,6,10,14,16,8,10,32,10,6,8,31,1,10,31,-2,6,7,6,20,27,10,11,4,9,10,9,4,7,7,2,1,11,6,8,7,11,-1,4,6,6,5,7,4,2,5,6,16,32,5,3,9,2,1,6,-6,7,27,7,13,12,33,8,10,-4,17,7,3,3,0,7,5,33,-2,33,3,0,4,4,14,34,5
536,6,31,29,6,-1,27,29,31,1,7,7,12,15,4,7,30,3,3,8,28,-1,6,30,-4,3,4,5,15,27,6,9,2,6,5,5,2,3,5,-1,0,4,2,7,5,9,-1,2,3,4,4,2,1,0,1,6,12,33,0,1,5,2,0,6,-5,5,24,4,10,5,32,5,6,-5,16,5,-1,2,-3,5,3,30,-4,29,1,2,3,3,10,31,0
537,1,32,31,6,-2,25,28,28,0,5,2,9,9,4,6,26,1,1,6,30,-4,3,29,-3,3,2,3,10,24,3,7,1,5,3,1,-2,3,4,-2,-2,3,3,4,3,5,-4,-1,3,2,-1,2,-2,-5,-1,1,9,33,3,-1,2,0,-4,2,-6,0,20,4,5,4,27,1,2,-7,12,1,-3,1,-4,3,2,30,-4,25,0,-1,1,-3,9,28,0
538,1,29,30,0,-5,21,26,27,-1,1,3,7,6,1,4,23,-1,-1,3,24,-8,0,28,-3,1,3,1,10,18,2,4,-2,4,0,-3,1,-1,1,-3,-2,1,2,2,2,2,-7,0,-1,2,-2,3,-4,-6,-2,0,6,32,0,-1,-1,-1,-4,0,-12,-1,17,0,6,0,21,-1,2,-8,9,1,-4,-1,-6,2,1,29,-7,23,-2,-2,-1,-2,7,27,-2
