,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
763,8,-17,12,8,7,3,10,2,2,0,6,-3,4,-7,-5,-67,-64,-70,2,2,0,-3,-13,-11,-12,-13,14,-9,8,4,12,26,22,5,7,6,-2,7,6,13,14,16,16,7,3,8,-4,-3,-2,-9,22,14,-3,-3,-5,-1,-13,14,23,9,14,7,5,-11,-3,-5,8,6,9,7,10,12,13,4,11,13,-3,12,10,9,8,15,9,-1,2,12,11,2,2,4,11,10,11,9,2,8,0,11,8,12,1,13,11,12,3,0,12,13,-6,3,-1,-2,-1,-1,30,25,28,27,21,22,6,-12,4,7,2,2,2,-11
764,9,-17,9,9,8,9,12,-2,6,0,11,-4,7,-9,-6,-63,-73,-61,1,4,-1,-3,-9,-14,-9,-12,17,-9,14,7,17,26,27,4,8,5,-2,8,7,19,16,18,17,5,4,10,-8,-10,-5,-14,20,14,1,0,-1,-1,-12,12,24,9,11,7,6,-11,-5,-5,7,5,8,7,9,10,11,5,6,11,0,11,12,7,10,13,12,0,2,8,9,4,3,5,11,9,11,9,1,8,1,11,9,9,1,9,12,14,2,0,9,10,-4,3,1,1,0,1,32,23,26,27,21,23,6,-8,4,6,2,3,4,-9
765,7,-18,4,12,9,12,14,-5,12,5,15,-8,10,-9,-7,-52,-74,-51,2,2,-2,-5,-2,-14,-9,-9,18,-4,17,10,23,30,30,5,3,4,1,8,5,20,17,20,19,7,6,9,-9,-13,-12,-17,23,15,-1,3,-1,4,-14,20,26,7,11,5,6,-14,-6,-5,7,2,7,7,9,8,10,5,6,11,1,7,9,9,9,13,10,2,5,10,8,5,3,4,8,9,12,6,-1,9,1,10,8,9,3,9,12,14,2,2,7,8,-1,6,0,1,1,5,33,23,27,22,19,21,6,-7,3,6,2,5,3,-5
766,3,-22,-2,12,7,14,16,-10,13,7,17,-8,11,-11,-9,-39,-72,-38,2,1,-3,-3,4,-13,-7,-8,24,2,17,14,27,33,30,4,3,2,3,7,5,21,16,20,21,8,6,7,-12,-13,-13,-18,23,14,6,7,2,7,-14,23,27,8,11,3,5,-14,-6,-5,4,0,8,4,6,6,9,2,5,9,2,8,10,6,9,12,11,4,8,7,10,7,1,8,7,5,8,7,-3,7,2,11,7,6,5,9,10,11,2,4,7,8,-3,6,3,2,3,6,35,22,29,21,16,20,4,-4,3,7,4,3,1,-1
767,-2,-22,-2,14,7,15,14,-9,16,11,18,-7,15,-10,-8,-26,-67,-25,1,1,-2,-3,8,-9,-4,-8,27,6,17,16,31,29,31,2,2,-1,1,4,4,21,15,20,18,6,7,9,-15,-17,-14,-16,21,12,7,8,5,7,-11,23,25,5,11,4,5,-14,-6,-4,5,0,6,5,6,6,6,2,5,8,4,5,9,6,7,11,8,7,13,4,8,7,2,6,5,5,8,9,-5,6,4,8,7,6,4,8,9,10,3,4,7,8,1,4,3,3,5,10,36,20,28,20,11,18,3,0,1,4,2,2,3,3
768,-5,-19,-6,16,5,14,15,-10,18,12,21,-8,15,-11,-9,-12,-55,-9,-3,-1,-4,-1,13,-7,-1,-6,28,11,17,17,30,29,31,0,-1,0,1,3,-1,20,12,18,15,7,9,10,-11,-16,-15,-15,18,12,8,9,8,11,-8,23,22,3,12,2,3,-11,-6,-5,5,0,4,3,4,5,4,2,1,11,5,5,5,4,7,9,8,7,13,6,5,8,2,11,5,6,7,6,-3,7,5,9,6,7,10,9,8,9,4,7,7,6,1,4,3,0,4,11,38,21,25,17,10,17,0,5,0,7,5,4,2,6
769,-7,-16,-9,16,3,12,13,-10,17,14,20,-4,19,-10,-6,5,-43,5,-3,-3,-5,-2,16,-1,1,1,29,15,17,19,29,27,28,-2,-2,0,0,1,-3,17,12,17,15,10,7,9,-12,-13,-13,-13,16,11,13,14,12,11,-2,25,19,-1,11,3,3,-10,-6,-4,5,-2,6,1,5,5,3,0,0,7,2,3,7,3,4,8,5,9,14,6,5,8,3,12,3,6,5,6,-2,5,8,9,7,3,11,8,7,9,2,8,5,4,1,0,4,1,4,12,41,19,23,15,8,14,0,7,2,6,8,5,3,9
770,-12,-15,-9,13,2,10,9,-11,19,16,22,-6,19,-8,-7,17,-33,20,-4,-1,-5,-4,21,5,4,7,29,20,16,18,28,23,26,-5,-5,-4,1,-2,-3,13,9,15,10,10,6,5,-10,-11,-13,-11,15,11,16,13,10,13,1,24,15,-2,11,2,2,-10,-3,-5,5,-2,4,-1,1,3,5,-1,1,7,6,3,6,1,3,7,6,8,17,5,4,12,2,10,2,5,6,7,-2,4,10,6,8,3,10,5,7,7,3,11,6,5,0,0,4,1,5,14,36,15,22,11,5,13,-2,8,1,4,8,2,2,10
771,-13,-12,-9,9,-2,7,8,-7,17,16,21,-4,18,-6,-2,27,-16,33,-4,-4,-5,-1,25,10,9,11,27,20,12,19,27,19,23,-3,-5,-4,1,-5,-5,9,3,9,3,8,7,4,-9,-9,-11,-8,10,9,15,11,14,11,6,15,7,-3,11,-1,-1,-5,-1,-4,6,-4,3,-1,1,2,4,2,0,8,9,1,6,1,6,3,6,12,18,3,3,11,3,11,1,4,3,4,-2,2,9,4,9,1,11,5,2,4,4,14,4,4,3,2,4,0,3,15,36,16,18,12,4,12,-2,8,2,4,10,4,2,12
772,-16,-9,-7,5,-6,4,7,-5,16,13,17,0,16,-4,-3,36,0,43,-5,-4,-3,0,26,13,15,16,24,23,9,17,23,13,15,-5,-6,-5,2,-6,-6,6,-2,6,-1,4,6,4,-3,-3,-7,-3,8,8,14,11,17,12,14,12,3,-8,12,-2,1,-2,0,-2,1,-4,3,-4,1,1,3,-1,0,8,10,1,3,2,5,6,3,12,19,4,2,13,4,12,0,4,1,4,-3,5,10,3,14,3,11,3,3,5,3,16,4,-1,1,-1,4,1,1,13,35,14,16,8,1,8,-3,7,4,3,10,4,1,7
773,-16,-3,-6,2,-9,3,3,-6,13,12,14,2,16,-2,-2,45,13,50,-2,-2,0,0,27,17,17,19,20,24,6,15,17,8,12,-5,-7,-6,1,-6,-3,0,-6,4,-2,3,5,1,-1,2,-5,4,6,8,14,10,15,10,16,11,-3,-10,12,2,0,-1,2,-2,4,-5,3,-4,1,0,2,-1,-2,10,13,2,2,0,5,3,0,12,18,3,2,13,5,14,0,4,1,6,1,4,12,4,13,1,12,4,4,2,5,18,4,0,-1,0,4,0,-2,14,34,12,16,7,0,8,-3,4,3,0,11,3,2,6
774,-17,1,-5,0,-11,0,0,-4,9,10,10,-1,14,1,1,48,27,53,-2,-2,0,1,26,21,20,24,14,22,1,12,14,4,7,-5,-8,-5,4,-6,-6,-3,-7,-1,-5,0,2,-1,0,2,2,5,3,4,13,7,14,8,17,3,-9,-9,13,-1,0,0,5,0,3,-4,5,-6,1,1,0,-2,-3,10,13,3,3,1,4,0,2,13,17,4,2,14,5,14,-1,4,4,5,1,6,14,3,15,1,10,3,2,0,5,17,4,2,-1,-1,5,-2,-5,15,33,11,13,8,1,6,-2,2,5,1,11,1,5,1
775,-14,5,-2,-3,-15,-3,-5,-3,5,7,8,1,9,2,1,49,39,50,1,-2,2,1,22,26,22,26,13,18,1,9,10,-1,3,-5,-7,-5,3,-5,-4,-11,-14,-6,-12,-4,2,-4,2,6,5,7,1,1,10,4,10,4,21,-4,-10,-6,11,-1,-3,6,5,1,0,-3,0,-7,-1,0,0,0,-3,9,14,2,3,3,7,2,2,13,16,5,3,12,5,15,2,6,4,4,1,5,15,3,15,3,13,4,2,0,4,17,4,1,-3,-3,5,-2,-8,18,29,9,8,6,-3,4,-3,0,6,1,11,0,5,-1
776,-13,5,1,-7,-15,-4,-5,1,1,5,1,1,2,-1,3,46,47,49,3,-3,3,0,18,26,25,26,9,16,-1,3,4,-7,-1,-1,-4,-1,1,-5,-2,-13,-19,-11,-16,-6,-1,-7,3,10,7,10,1,-1,7,1,9,2,22,-8,-14,-7,11,-4,-1,4,7,3,1,-4,1,-6,-1,-1,-1,-2,-3,8,14,2,3,6,7,0,3,15,15,6,3,11,6,13,3,7,3,6,4,5,17,0,16,4,13,6,5,-2,3,17,5,3,-4,-1,6,-4,-7,17,27,5,5,5,0,3,-5,-2,9,1,7,-3,4,-5
777,-14,7,2,-6,-15,-3,-7,-1,-3,3,-3,2,-2,-2,2,39,50,43,4,0,5,-1,12,25,23,25,3,14,-2,0,-2,-10,-8,0,-2,-1,3,-3,1,-16,-21,-15,-20,-10,-4,-9,5,11,8,13,-3,-1,3,-1,3,-1,21,-11,-16,-2,12,-2,-4,5,8,5,0,-1,2,-6,0,-3,1,-3,-3,9,11,5,6,6,10,1,4,15,14,6,6,12,6,11,4,6,5,7,8,7,17,4,15,7,12,8,6,-1,5,17,9,4,-4,2,8,-6,-8,14,26,5,3,2,-4,-1,-6,-5,8,-1,7,-2,2,-9
778,-10,8,5,-7,-14,-5,-8,-3,-6,0,-10,0,-4,-3,1,32,52,33,5,0,9,0,9,25,23,21,-4,10,-2,-3,-8,-14,-11,2,0,2,3,-1,2,-20,-24,-20,-22,-13,-8,-13,4,11,10,11,-5,0,1,-4,0,-5,18,-15,-18,-1,11,-2,-4,7,10,5,-2,-4,0,-4,-1,-4,-2,-3,0,11,12,6,6,5,8,5,3,12,11,5,6,9,5,10,5,6,6,9,8,9,15,8,13,9,11,7,5,1,4,16,8,5,-8,0,8,-9,-11,12,25,3,-1,1,-3,1,-7,-9,5,-4,6,-1,4,-9
779,-6,6,9,-7,-11,-7,-8,-1,-11,-4,-13,-2,-10,-6,1,24,51,22,5,3,11,-3,0,24,19,18,-6,8,-1,-9,-11,-16,-17,1,-1,4,1,-1,4,-23,-23,-23,-24,-17,-11,-15,4,11,12,10,-6,-2,-3,-8,-2,-8,17,-17,-19,4,9,-4,-5,10,9,6,-3,-2,1,-2,-3,-7,-1,0,0,11,12,7,8,6,9,5,5,13,7,4,9,8,7,8,7,9,5,7,9,9,11,7,10,9,10,8,5,3,8,13,7,6,-9,2,8,-9,-14,14,22,4,-5,2,-5,-1,-6,-12,6,-4,4,-4,3,-12
780,-2,8,11,-6,-10,-7,-7,-1,-12,-6,-18,-9,-15,-6,0,14,44,13,8,10,10,-4,-7,20,16,16,-10,4,-1,-12,-16,-16,-17,2,1,5,2,3,4,-26,-25,-25,-26,-17,-15,-18,6,9,9,9,-6,-4,-6,-7,-4,-10,11,-16,-16,6,14,-4,-5,8,7,7,-3,0,-1,-1,-4,-6,-3,1,-1,12,12,10,9,8,8,4,5,12,9,5,9,9,8,6,9,7,7,9,12,9,13,6,10,7,11,11,7,3,8,10,7,3,-9,2,11,-11,-14,10,22,1,-7,0,-8,-3,-6,-12,5,-5,-1,-7,2,-16
781,1,7,11,-5,-5,-7,-5,-2,-15,-8,-20,-6,-18,-8,1,2,36,2,12,12,8,-3,-12,19,15,13,-13,-1,3,-17,-16,-18,-22,4,2,5,-1,4,4,-27,-26,-26,-25,-19,-16,-19,3,8,6,6,-8,-5,-6,-10,-7,-11,8,-19,-14,11,12,-2,-7,7,7,7,-3,1,-2,0,-3,-6,-2,1,-1,12,11,11,7,8,9,6,8,10,5,5,8,7,6,5,7,9,7,9,14,7,10,6,5,8,5,10,5,4,9,9,9,5,-8,5,10,-7,-13,8,19,1,-11,-2,-11,-4,-5,-14,4,-7,-1,-5,2,-14
782,6,6,13,-4,2,-1,-3,-4,-19,-10,-22,-10,-20,-11,0,-8,29,-9,12,8,9,-3,-15,11,10,6,-15,-5,4,-17,-17,-18,-22,6,4,7,3,5,4,-27,-25,-28,-24,-20,-16,-20,1,3,3,4,-8,-4,-9,-10,-8,-14,3,-15,-11,14,12,-3,-5,4,6,6,-3,5,-3,4,-4,-9,0,2,-3,10,10,12,8,9,6,8,8,10,5,5,7,6,7,3,4,8,6,10,12,8,10,9,3,8,3,11,5,5,8,7,7,6,-8,5,13,-9,-12,4,17,2,-12,-2,-10,-5,-5,-13,2,-8,-4,-5,2,-12
783,7,4,9,-1,7,-1,-1,-8,-20,-8,-21,-11,-22,-10,1,-15,18,-18,11,9,10,-6,-20,4,4,1,-16,-8,4,-15,-18,-16,-18,7,6,7,3,8,5,-26,-21,-26,-24,-23,-18,-20,-2,-1,3,1,-8,-3,-12,-11,-11,-11,-6,-15,-5,19,13,-2,-6,4,3,7,-5,6,-2,5,-3,-5,-3,2,-2,9,10,12,8,9,3,6,7,8,2,6,10,4,8,4,5,6,6,9,12,6,10,6,-2,8,5,13,6,4,6,5,8,6,-10,8,12,-9,-11,6,14,-3,-10,-4,-10,-8,-7,-10,-1,-5,-8,-5,-1,-9
784,8,5,9,1,10,1,3,-10,-20,-10,-20,-12,-20,-13,0,-23,6,-22,8,10,12,-6,-23,-2,2,-3,-16,-9,7,-18,-16,-13,-17,5,7,9,3,8,6,-23,-17,-26,-20,-22,-18,-22,-5,-2,0,-5,-5,-3,-12,-6,-8,-10,-12,-8,2,21,13,-4,-5,1,4,4,-5,5,-4,7,-3,-5,-2,3,-2,9,8,12,8,11,4,7,9,7,1,6,11,5,7,3,6,5,5,9,13,3,9,7,-6,7,4,9,5,6,9,5,5,7,-8,10,12,-8,-8,4,13,-3,-11,-8,-10,-7,-4,-9,-2,-8,-9,-6,0,-8
785,8,4,7,2,13,3,4,-11,-24,-7,-19,-13,-20,-14,-3,-29,-6,-29,10,9,7,-5,-24,-2,-1,-6,-16,-9,11,-17,-16,-9,-14,8,7,8,0,11,6,-20,-14,-23,-16,-22,-20,-21,-6,-5,-3,-9,-4,-2,-8,-6,-9,-7,-16,-5,5,23,16,-2,-2,-2,1,6,-6,4,-6,9,-4,-5,-2,2,-2,6,8,12,8,12,3,8,9,3,1,3,8,0,7,1,6,2,6,7,10,3,4,8,-9,5,0,8,3,5,7,3,7,5,-6,13,11,-8,-8,3,12,-5,-13,-8,-10,-9,-5,-6,-3,-7,-11,-5,-2,-4
786,9,3,4,3,19,3,6,-13,-21,-6,-17,-16,-20,-13,-3,-32,-11,-32,9,7,3,-6,-21,-8,-6,-9,-15,-10,10,-14,-16,-11,-12,9,7,7,0,11,5,-17,-9,-19,-12,-18,-20,-18,-7,-5,-4,-9,-5,-2,-6,-1,-9,-6,-19,1,10,21,12,-2,-4,-3,-3,5,-7,5,-5,10,-5,-4,-5,4,-2,7,5,11,7,8,2,8,9,4,-2,-1,8,-2,4,0,5,2,3,4,8,-2,4,8,-12,5,1,8,1,6,6,1,6,4,-7,14,10,-8,-6,1,9,-7,-12,-10,-13,-10,-5,-2,-3,-6,-12,-4,-2,2
787,10,1,3,7,25,4,4,-15,-16,-3,-14,-16,-14,-14,-5,-33,-22,-32,5,3,4,-5,-19,-11,-10,-12,-14,-9,12,-11,-10,-7,-7,7,6,9,1,9,5,-11,-4,-15,-8,-17,-20,-16,-6,-9,-6,-10,-2,-1,-3,1,-8,0,-27,6,16,21,12,-3,-3,-5,-2,3,-6,6,-4,8,-3,-3,-5,3,-2,4,5,9,6,6,2,6,8,2,-2,-1,7,-1,0,-3,4,-2,2,4,6,-5,1,6,-18,6,1,9,1,6,5,1,4,3,-6,16,9,-4,-5,1,5,-9,-14,-11,-14,-13,-4,4,-5,-7,-12,-5,-5,6
788,11,1,3,9,26,4,7,-14,-11,-1,-11,-15,-11,-12,-5,-32,-27,-33,0,0,2,-7,-18,-10,-11,-14,-10,-9,13,-8,-9,-5,-6,4,6,7,-1,10,4,-5,-1,-11,-3,-14,-17,-14,-8,-10,-7,-12,-1,-1,0,4,-5,2,-28,7,18,19,14,-2,-2,-6,-5,1,-4,3,-5,9,-4,1,-4,3,-1,1,2,4,4,4,1,5,7,3,-2,-2,6,-3,0,-2,1,-3,3,2,6,-5,1,4,-21,2,-2,5,-3,5,5,-2,2,2,-3,16,9,-3,-3,-2,6,-11,-16,-12,-12,-16,-3,8,-7,-6,-11,-5,-7,9
789,8,2,-1,8,27,5,10,-13,-11,0,-4,-12,-8,-10,-7,-26,-32,-28,-1,0,-3,-6,-15,-10,-12,-16,-8,-7,11,-3,-8,-3,-4,3,3,5,0,7,2,0,6,-5,2,-11,-17,-8,-7,-11,-8,-12,0,-2,0,4,0,5,-25,9,16,15,13,-1,-3,-6,-5,0,-4,5,-4,7,-2,3,-3,-1,0,-1,-2,3,1,3,-1,6,5,0,-3,-5,4,-5,-1,-3,0,-3,0,1,2,-6,-2,2,-22,-1,-2,2,-3,1,5,-5,-2,0,-2,16,8,-4,-1,-3,4,-11,-14,-14,-16,-18,-5,12,-8,-4,-9,-4,-5,13
790,7,2,-3,6,29,6,10,-14,-6,0,-1,-11,-4,-7,-5,-17,-29,-20,-5,-3,-6,-8,-12,-13,-12,-14,-5,-5,10,0,-7,-2,-3,3,2,3,1,6,2,6,9,1,5,-5,-12,-1,-6,-10,-8,-9,2,-1,6,7,0,9,-23,15,18,10,13,-2,-1,-7,-6,-1,-6,4,-5,6,-1,2,-2,-2,-1,-2,-2,0,-2,2,-6,4,3,-1,-4,-7,3,-4,-1,-6,-4,-8,0,-2,-2,-10,-2,0,-25,-4,-4,1,-5,1,2,-7,-4,-1,-2,17,6,-2,-1,-4,3,-14,-16,-15,-15,-17,-4,18,-8,-5,-9,-5,-6,16
791,6,2,-5,6,30,5,9,-13,-3,1,4,-8,-1,-5,-6,-9,-30,-11,-6,-7,-9,-6,-3,-14,-11,-13,-3,-2,6,2,-4,-5,-1,1,1,2,1,5,-1,12,13,8,13,1,-8,2,-4,-8,-6,-7,2,-3,7,10,6,11,-20,14,15,4,15,-2,-3,-6,-4,-4,-4,4,-2,3,-1,4,-2,-4,3,-5,-3,-1,-5,-4,-6,-1,2,-4,-2,-11,-2,-6,-5,-9,-6,-10,-5,-4,-3,-12,-5,-2,-25,-7,-6,-1,-5,0,-2,-7,-6,-2,1,14,7,1,0,-3,2,-16,-18,-17,-17,-17,-5,19,-11,-3,-5,-4,-5,21
792,4,1,-8,4,25,1,6,-11,0,7,7,-5,3,-3,-7,-2,-30,-5,-10,-10,-13,-5,0,-11,-12,-12,-4,2,3,6,-2,-6,-1,0,2,0,1,4,0,13,17,12,14,4,-4,4,-3,-8,-4,-4,3,-3,9,11,7,11,-15,13,9,-1,16,1,-4,-3,-6,-2,-4,1,-1,0,1,7,1,-3,1,-8,-4,-2,-6,-4,-5,-1,0,-5,-3,-10,-6,-8,-9,-10,-8,-9,-6,-8,-5,-13,-7,-4,-24,-8,-7,-4,-8,-1,-3,-10,-7,-6,3,13,6,1,1,-5,1,-16,-16,-17,-16,-18,-4,21,-9,-2,-4,-3,-6,20
793,1,1,-11,2,22,-2,2,-6,3,7,8,-2,5,0,-6,7,-21,4,-15,-13,-15,-4,3,-11,-12,-10,-4,1,-1,7,-4,-4,-3,-2,0,0,-3,2,-1,17,19,17,19,10,1,11,-2,-5,-5,-3,2,-2,8,11,8,10,-10,11,6,-6,11,1,0,-1,-4,-2,-2,-3,2,-3,1,8,2,-5,4,-10,-6,-6,-6,-5,-8,-4,-3,-5,-4,-10,-6,-9,-8,-9,-9,-9,-9,-8,-9,-15,-8,-7,-27,-11,-9,-7,-9,-3,-5,-9,-8,-6,2,15,4,2,2,-6,3,-18,-18,-21,-18,-19,-1,19,-6,-3,-3,-1,-7,20
794,-1,3,-9,0,17,-4,1,-2,4,7,9,2,9,4,-6,16,-14,12,-18,-14,-18,-2,6,-9,-12,-8,-4,3,-1,11,-6,-6,-5,-4,-2,-1,-1,2,-4,22,23,20,21,15,7,17,1,-2,-1,0,5,0,10,11,10,10,-6,6,0,-13,14,1,2,-1,-3,0,-3,-4,1,-7,2,5,4,-8,7,-11,-8,-6,-9,-9,-9,-7,-3,-7,-4,-11,-7,-13,-10,-11,-11,-12,-9,-10,-10,-14,-11,-7,-26,-11,-12,-10,-14,-4,-4,-12,-10,-10,2,13,0,1,3,-5,4,-21,-17,-21,-18,-21,-2,19,-7,-2,1,-1,-6,20
795,0,6,-7,-4,12,-7,-3,1,8,4,8,7,11,6,-5,20,-3,20,-19,-17,-21,-2,6,-7,-9,-7,-6,5,-6,12,-6,-8,-6,-3,-4,-2,1,1,-5,25,26,24,27,18,13,21,4,0,2,1,6,0,13,9,10,9,3,3,-8,-17,13,2,2,2,-5,-1,-1,-6,2,-8,2,5,4,-11,4,-13,-9,-8,-10,-10,-12,-10,-8,-10,-4,-14,-9,-13,-12,-12,-11,-14,-12,-11,-8,-15,-11,-12,-23,-13,-10,-11,-15,-7,-6,-11,-10,-10,3,9,1,2,3,-8,4,-19,-19,-20,-15,-20,-3,15,-6,-2,4,-1,-4,14
796,-1,4,-6,-9,5,-10,-4,4,10,3,10,9,11,10,-4,24,4,21,-20,-19,-23,0,7,-5,-8,-6,-8,5,-6,8,-5,-7,-8,-2,-2,-2,-1,-2,-2,25,25,26,27,24,16,25,8,3,3,4,3,-4,12,7,10,5,12,-2,-15,-21,11,0,0,4,-3,-4,0,-10,5,-11,6,8,4,-13,5,-16,-9,-9,-9,-12,-11,-13,-9,-11,-7,-13,-10,-13,-13,-13,-13,-14,-13,-13,-9,-15,-10,-13,-21,-15,-10,-13,-10,-11,-8,-10,-10,-12,5,7,1,3,3,-8,3,-18,-21,-20,-15,-19,0,13,-5,-1,3,0,-5,12
797,-2,4,-5,-13,-1,-13,-10,8,7,3,8,10,11,14,-4,29,11,27,-18,-18,-22,2,7,-4,-5,-4,-9,2,-10,8,-7,-8,-9,-2,-2,-1,-1,-2,-2,29,24,27,26,28,20,29,9,3,2,5,3,0,7,5,6,4,15,-7,-15,-22,11,1,0,4,0,-3,0,-11,7,-13,3,4,5,-15,3,-13,-11,-11,-13,-13,-12,-13,-10,-11,-9,-15,-12,-15,-12,-13,-12,-15,-13,-15,-9,-15,-13,-14,-21,-14,-11,-15,-12,-11,-11,-11,-11,-14,2,4,-1,4,2,-9,2,-18,-21,-20,-13,-16,1,9,-6,-2,5,-1,-4,7
798,-1,5,-6,-13,-10,-13,-11,10,5,1,5,14,8,16,0,32,17,29,-21,-19,-17,4,5,-7,-4,-6,-11,-1,-14,6,-8,-11,-9,-3,-1,-2,-1,-4,-1,27,23,27,25,28,23,28,6,6,8,7,2,-2,5,2,4,-1,21,-11,-16,-24,11,2,2,4,0,-2,0,-10,8,-15,5,5,4,-15,4,-17,-15,-14,-14,-14,-12,-13,-12,-12,-9,-13,-11,-13,-17,-12,-14,-15,-11,-14,-10,-16,-11,-13,-16,-14,-11,-14,-11,-12,-9,-13,-13,-14,3,1,-2,4,1,-9,0,-17,-21,-17,-12,-15,0,5,-7,2,8,0,-5,1
799,-1,4,-4,-15,-18,-14,-11,12,8,-3,4,16,6,16,3,30,23,30,-19,-16,-14,4,3,-6,-5,-6,-13,-1,-15,3,-8,-14,-11,-2,1,-3,0,-3,1,26,22,26,27,32,26,31,6,6,8,8,6,-4,1,0,3,-2,25,-17,-22,-21,13,-1,3,7,1,-2,1,-10,8,-15,2,3,5,-14,2,-17,-14,-11,-11,-13,-12,-16,-15,-12,-8,-15,-14,-14,-14,-14,-15,-14,-13,-16,-6,-11,-13,-15,-11,-15,-13,-17,-13,-14,-12,-13,-12,-14,5,-6,-5,3,2,-9,-2,-17,-22,-18,-10,-14,0,-2,-8,2,7,-1,-5,-4
800,0,5,2,-13,-25,-13,-12,14,4,-7,2,16,7,17,3,27,28,28,-14,-16,-8,8,-1,-6,-5,-7,-17,-9,-16,-1,-12,-13,-12,1,3,0,-1,-3,3,24,20,25,24,31,27,29,5,5,8,6,4,-3,-1,-7,0,-8,26,-21,-25,-21,11,-2,0,11,2,-3,1,-11,6,-14,2,-1,5,-12,-2,-17,-13,-13,-14,-15,-13,-15,-15,-11,-12,-12,-15,-14,-13,-13,-14,-13,-12,-15,-5,-10,-11,-16,-9,-15,-11,-17,-13,-17,-14,-13,-14,-13,2,-6,-4,3,3,-10,-6,-19,-24,-14,-11,-13,2,-7,-6,2,6,-1,-4,-9
801,1,1,7,-13,-31,-13,-12,14,1,-7,-1,16,3,15,5,23,28,26,-10,-11,-7,7,-2,-8,-6,-10,-16,-13,-16,-6,-13,-10,-15,1,3,0,-1,-3,3,21,16,22,23,27,30,27,2,5,7,7,3,-2,-4,-7,-4,-10,27,-25,-25,-21,10,-4,-1,8,4,-1,-2,-9,6,-13,-1,-5,3,-13,-3,-17,-13,-13,-12,-14,-10,-18,-16,-13,-13,-9,-17,-14,-12,-13,-13,-12,-13,-16,-3,-9,-12,-15,-7,-14,-10,-16,-12,-17,-16,-13,-14,-15,2,-6,-8,3,3,-10,-9,-15,-21,-14,-8,-14,1,-12,-6,1,5,0,-6,-15
802,3,4,9,-12,-34,-12,-12,17,-1,-9,-3,16,1,13,6,20,30,20,-6,-6,-4,8,-4,-11,-9,-11,-16,-17,-14,-11,-14,-11,-12,3,4,2,-1,-1,3,17,12,21,19,23,27,25,3,3,7,5,4,-1,-10,-13,-6,-12,25,-24,-23,-12,10,-5,0,5,4,0,-1,-6,6,-7,0,-5,2,-7,-4,-15,-14,-12,-12,-13,-10,-14,-17,-13,-17,-10,-16,-14,-14,-12,-13,-9,-14,-15,-1,-7,-12,-15,-2,-13,-9,-12,-9,-18,-14,-14,-11,-12,1,-9,-9,7,1,-8,-10,-14,-19,-11,-8,-13,4,-16,-7,0,6,0,-7,-19
803,7,0,11,-11,-34,-11,-12,14,-2,-12,-4,13,-3,12,5,11,30,14,-5,-4,3,12,-7,-13,-10,-14,-16,-22,-11,-11,-15,-7,-10,3,5,5,-2,0,6,14,9,17,14,21,25,20,-1,1,4,2,3,-3,-11,-16,-10,-17,23,-27,-20,-7,11,-7,-1,6,3,1,1,-6,3,-6,-4,-5,1,-4,-8,-14,-14,-13,-11,-10,-7,-11,-17,-12,-17,-8,-12,-11,-12,-11,-13,-7,-10,-14,0,-7,-12,-14,2,-11,-12,-11,-10,-16,-16,-12,-8,-10,1,-9,-10,7,3,-10,-15,-12,-18,-12,-9,-12,3,-21,-7,2,2,0,-8,-23
804,10,-2,15,-11,-34,-8,-8,12,-2,-13,-4,13,-4,8,7,6,25,5,1,1,9,13,-11,-14,-14,-15,-13,-25,-9,-15,-14,-6,-8,5,6,8,-1,1,5,13,7,12,10,17,23,18,-3,-3,0,3,5,0,-17,-16,-13,-18,21,-23,-16,-2,12,-7,-2,6,6,3,-2,-3,-4,-2,-6,-11,-2,0,-12,-13,-11,-10,-8,-10,-7,-13,-19,-11,-16,-5,-12,-12,-11,-10,-11,-7,-9,-11,1,-7,-12,-12,3,-9,-11,-8,-8,-17,-17,-12,-7,-9,3,-10,-12,8,2,-9,-14,-12,-15,-9,-8,-9,5,-23,-8,3,1,0,-5,-26
805,11,-1,14,-6,-33,-6,-6,11,-3,-12,-7,11,-7,9,8,-1,21,1,5,5,12,12,-10,-19,-14,-19,-10,-25,-9,-15,-11,-2,-5,5,8,5,1,3,6,10,2,6,6,12,20,12,-4,-2,-1,1,4,0,-17,-17,-15,-18,17,-20,-9,4,11,-7,-1,6,6,2,-2,-3,-6,-2,-6,-12,-3,3,-13,-11,-11,-11,-8,-8,-3,-10,-15,-9,-18,-2,-9,-10,-12,-8,-9,-6,-7,-8,5,-6,-10,-10,4,-6,-9,-8,-7,-14,-15,-11,-3,-9,5,-10,-15,9,3,-9,-16,-11,-12,-8,-6,-7,5,-22,-6,0,0,2,-7,-27
