,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
224,-36,-6,-11,-32,-18,-31,-33,9,11,-23,7,7,10,7,11,-23,-28,-23,-1,0,1,-14,-11,-23,-18,-25,-13,2,-23,5,-15,-10,-15,-8,-13,-11,-5,-12,-8,-6,-8,-5,-6,13,14,16,-5,1,-3,-8,-1,-5,-21,-20,-16,-20,3,-5,-11,-6,-13,-12,-14,-9,-7,-2,-11,-13,0,-13,1,2,1,-14,3,1,-10,-3,-2,-2,0,-7,-4,-6,-4,-1,-2,-7,3,-5,-1,0,-6,-3,-7,4,-1,0,5,2,-6,0,0,-5,-2,-2,-2,-2,-4,-20,-9,-6,-2,-6,-4,-3,-2,-1,5,-2,14,1,-7,-16,5,-11,-5,3
225,-30,-10,-4,-32,-22,-34,-35,8,9,-21,5,5,9,6,10,-20,-29,-18,-1,0,2,-13,-6,-26,-21,-23,-12,2,-24,2,-16,-10,-13,-8,-14,-10,-6,-12,-9,-6,-5,-3,-6,11,14,15,-12,-7,-10,-14,-3,-7,-24,-21,-18,-20,0,-9,-9,-6,-12,-10,-12,-6,-9,-6,-11,-11,1,-11,0,-1,4,-11,2,2,-9,-2,1,-2,0,-7,-4,-6,-4,-1,1,-5,6,-4,-1,1,-3,0,-4,5,-1,3,6,3,-9,-1,1,-2,0,-3,1,-1,-1,-18,-6,-2,-3,-3,-4,0,0,1,7,2,13,7,-6,-13,6,-9,-6,6
226,-25,-12,2,-30,-25,-33,-34,8,6,-20,4,3,4,0,7,-12,-27,-14,3,2,6,-15,1,-25,-21,-25,-12,0,-24,1,-14,-9,-11,-6,-9,-7,-7,-9,-6,-4,-4,-3,-4,11,14,15,-18,-13,-15,-18,-4,-9,-22,-21,-18,-23,-3,-10,-13,-2,-11,-12,-11,-5,-7,-4,-10,-8,0,-12,2,-1,1,-9,4,4,-8,-2,0,-2,0,-5,-4,-9,-2,0,0,-1,6,-2,1,0,-1,-1,-4,5,0,4,7,3,-7,2,3,-2,3,-2,1,-1,-1,-16,-4,1,-1,0,-3,3,-2,2,9,4,13,10,-4,-11,8,-9,-3,10
227,-18,-14,6,-27,-23,-31,-28,4,6,-18,1,1,3,0,9,-5,-24,-7,4,4,7,-15,6,-25,-21,-24,-15,-1,-25,-2,-14,-9,-11,-3,-5,-5,-11,-6,-5,-2,-4,-4,-3,9,13,11,-22,-18,-20,-23,-5,-11,-22,-21,-20,-22,-3,-12,-13,3,-11,-9,-13,-5,-10,-8,-14,-5,1,-6,1,-2,3,-8,3,1,-7,2,2,-1,1,-3,0,-6,-4,3,1,-1,9,1,1,3,2,2,-3,6,-2,5,9,1,-3,2,2,-1,4,-2,1,0,1,-13,-1,1,-3,0,-3,6,0,5,12,7,13,12,-4,-7,9,-5,-1,13
228,-12,-13,9,-21,-22,-26,-22,4,2,-15,1,0,3,-2,8,1,-18,1,5,4,6,-15,12,-19,-20,-18,-14,-3,-27,-4,-14,-11,-11,-1,-3,-2,-10,-6,-2,-2,0,-2,0,10,15,9,-22,-24,-22,-27,-5,-12,-19,-18,-19,-16,0,-13,-12,6,-12,-11,-9,-4,-9,-6,-15,0,0,-5,-1,-2,3,-4,2,4,-4,5,1,3,1,-2,1,-6,-2,4,2,1,12,3,2,4,4,2,-4,9,-1,3,11,4,-2,6,2,0,4,-1,2,3,2,-8,0,4,2,1,-3,7,1,7,11,9,13,15,-2,-3,13,-2,-2,15
229,-5,-12,13,-15,-20,-18,-16,2,1,-11,-2,1,1,-2,6,11,-11,9,7,3,7,-14,18,-14,-15,-12,-12,-6,-26,-5,-12,-9,-7,3,-2,-2,-9,-1,-2,-4,-1,0,1,9,13,7,-23,-22,-22,-25,-7,-10,-16,-10,-14,-11,-3,-13,-10,9,-13,-7,-5,-4,-10,-8,-12,0,-2,0,0,-4,3,-1,0,5,1,5,4,2,6,0,2,-5,0,3,4,3,13,7,4,6,4,3,-3,9,-1,3,13,5,2,7,3,3,6,-1,4,3,2,1,3,5,6,4,-2,9,2,10,12,11,12,16,2,0,12,-3,-1,17
230,2,-10,13,-6,-18,-9,-8,3,0,-9,-2,0,0,-2,4,19,0,17,6,8,3,-14,22,-10,-11,-7,-9,-5,-23,-6,-9,-6,-3,3,3,1,-11,0,2,-1,0,-2,1,6,10,5,-24,-24,-23,-25,-7,-11,-10,-4,-13,-5,-2,-14,-10,10,-10,-5,-4,-1,-9,-7,-10,2,-3,3,-1,-4,3,2,3,5,3,8,5,4,8,1,2,0,3,6,6,6,13,9,5,6,6,5,0,10,1,4,14,5,5,8,3,2,8,2,6,6,4,3,8,5,7,6,-4,8,3,11,16,12,15,16,5,5,14,1,5,20
231,8,-12,12,2,-10,-3,2,0,-3,-7,-4,0,0,-2,3,25,6,26,4,4,1,-13,22,-5,-7,1,-7,-6,-19,-6,-6,-3,-2,8,7,7,-12,2,6,1,1,0,3,5,8,2,-23,-25,-24,-23,-8,-13,-5,2,-7,0,-2,-13,-4,15,-10,-4,-4,3,-6,-5,-9,7,0,4,-2,-3,-1,6,0,8,6,10,7,7,12,4,2,4,3,5,5,11,17,12,5,7,9,7,-1,13,1,7,14,9,5,8,4,2,6,4,7,7,6,5,9,3,7,10,-5,10,4,13,18,12,14,18,5,5,12,5,6,21
232,11,-9,7,9,-5,6,9,-2,-2,-4,-5,0,-5,-4,3,32,14,32,4,2,-1,-10,28,4,-2,9,-4,-7,-17,-5,-5,0,-1,10,11,12,-9,6,6,2,-1,1,4,1,9,0,-19,-23,-21,-19,-11,-10,2,9,-1,8,-3,-8,-4,17,-11,0,0,4,-5,-4,-5,9,-2,5,-1,-2,-2,8,2,7,11,12,8,9,12,4,4,8,8,9,7,14,20,16,9,6,8,6,-2,12,4,7,16,11,10,8,5,4,7,2,7,7,6,8,10,6,10,10,-8,10,6,14,18,14,10,16,7,11,12,7,9,21
233,15,-5,5,18,-1,15,15,-2,-3,-1,-4,2,-4,-3,0,37,23,37,2,2,-5,-12,26,14,5,17,1,-4,-14,-3,-5,-2,3,12,13,14,-10,9,10,1,1,3,2,-3,3,-1,-14,-16,-14,-13,-10,-11,9,14,4,16,-1,-4,1,17,-11,3,-1,6,-5,-4,-3,11,-5,7,0,-2,1,8,1,6,13,11,9,10,12,8,7,11,12,11,8,15,20,19,11,11,8,9,-1,11,5,10,16,10,12,9,5,6,10,7,11,9,8,14,13,8,8,12,-9,14,9,16,19,17,12,17,10,12,13,9,12,22
234,18,-2,1,25,5,22,22,0,-5,-1,-6,2,-2,-3,-2,43,29,42,-2,-1,-9,-11,24,21,13,18,3,-4,-12,-1,-2,1,4,15,16,15,-7,12,12,4,6,2,6,-3,2,-4,-9,-12,-8,-8,-11,-11,13,19,9,17,1,-3,2,20,-10,4,4,9,-3,-2,-2,13,-2,7,-1,2,1,10,3,7,18,11,8,10,9,10,9,12,15,13,10,16,21,21,13,11,11,11,2,11,7,9,17,10,15,10,7,8,12,12,12,10,7,16,14,10,8,16,-12,16,11,18,22,15,12,15,12,16,11,9,15,18
235,19,2,-4,29,13,28,27,-1,-7,2,-4,2,-4,-1,-4,43,36,43,-5,-4,-10,-7,20,24,19,26,4,0,-10,0,2,6,4,17,14,15,-3,16,14,2,4,2,5,-4,0,-6,-3,-7,-5,-1,-13,-12,17,23,13,20,4,-3,3,15,-10,5,4,9,-2,2,0,12,0,10,0,3,-1,10,2,9,22,10,10,14,10,9,8,16,17,14,11,19,21,21,12,11,10,10,3,11,12,11,14,10,19,10,11,8,15,13,12,11,7,16,14,9,10,16,-16,16,13,17,21,14,10,15,14,17,12,11,16,16
236,18,4,-9,33,18,31,29,0,-6,3,-5,3,-3,2,-3,43,42,44,-11,-8,-14,-7,19,29,23,29,5,1,-6,1,4,7,8,16,14,18,-3,18,14,5,5,4,4,-3,-1,-6,8,2,5,7,-13,-11,21,24,17,22,3,2,8,15,-7,7,7,10,0,0,4,13,1,9,2,5,-2,13,1,8,25,9,12,14,11,13,10,21,20,14,11,20,20,25,11,11,12,10,3,10,15,11,17,11,20,10,11,12,18,14,11,13,7,17,16,8,11,17,-13,16,15,20,23,17,11,10,15,19,10,12,15,11
237,14,9,-11,33,20,35,32,2,-4,3,-7,5,-6,5,-6,40,44,40,-13,-11,-16,-7,12,30,27,29,7,3,-3,5,6,7,10,14,14,16,0,17,13,3,3,4,6,-5,-3,-7,13,8,11,13,-10,-11,23,24,22,22,2,3,8,11,-8,10,6,10,2,3,7,13,1,10,1,9,-1,11,3,9,24,11,14,12,9,15,12,23,22,14,13,22,19,24,12,11,13,11,5,10,15,10,13,12,22,13,9,13,17,18,9,13,6,14,16,9,8,17,-15,17,17,18,22,18,9,9,16,17,9,13,14,8
238,10,10,-16,34,19,37,33,3,-6,3,-6,7,-10,4,-3,34,43,36,-15,-10,-18,-5,3,29,26,29,9,6,-1,5,10,9,11,12,12,13,1,16,11,3,3,4,4,-7,-3,-5,19,15,14,20,-12,-9,21,24,25,21,3,5,9,8,-13,9,8,8,2,3,5,12,4,11,1,7,0,9,3,11,23,12,11,13,11,14,11,24,23,13,14,20,21,24,13,10,10,13,9,9,16,11,12,10,24,13,11,12,18,21,10,12,4,15,16,7,7,16,-16,18,21,21,21,17,10,7,17,17,7,12,15,2
239,8,13,-21,29,18,32,29,3,-6,4,-7,8,-11,7,-1,31,44,30,-18,-14,-21,-4,-3,28,28,26,7,8,0,6,8,9,12,12,11,13,3,16,9,3,2,5,4,-5,-6,-4,24,19,20,26,-12,-8,21,21,20,19,0,7,11,3,-14,11,7,10,4,2,5,12,5,9,3,5,2,9,7,10,21,13,13,14,11,14,10,25,22,11,14,21,16,25,13,8,11,13,12,11,20,11,11,9,27,12,12,12,18,22,10,13,4,13,14,6,5,17,-18,19,20,19,21,18,6,1,14,16,3,11,13,-1
240,1,15,-24,27,17,28,28,5,-7,4,-11,9,-14,8,-2,21,41,21,-17,-15,-20,-5,-9,25,27,22,10,9,0,8,12,11,14,7,8,10,7,14,7,3,4,4,4,-4,-7,-6,24,25,26,28,-8,-10,17,17,21,17,0,11,11,-2,-14,10,10,9,3,2,9,13,5,9,3,8,4,11,6,10,22,10,11,12,9,13,11,25,22,13,13,22,16,22,12,8,9,12,12,7,24,9,8,12,26,11,12,12,19,21,8,14,3,13,14,8,8,19,-19,18,20,18,19,20,6,-2,13,12,2,11,12,-6
241,-4,16,-24,21,17,25,22,7,-11,2,-11,11,-14,9,0,12,35,12,-19,-13,-17,-4,-16,19,23,19,10,9,1,9,13,12,14,1,5,5,8,10,4,3,3,4,3,-3,-7,-3,25,27,27,27,-8,-6,15,15,18,13,-7,10,10,-3,-12,11,5,8,5,2,9,12,8,11,7,7,7,8,7,13,19,9,12,12,8,12,12,23,20,11,11,20,16,20,11,10,11,11,12,6,23,12,8,9,24,8,11,12,21,21,9,13,4,10,16,6,6,16,-22,19,24,22,19,18,7,-5,13,10,0,10,9,-9
242,-7,17,-23,15,13,20,16,9,-13,3,-12,11,-17,9,1,0,28,-2,-16,-14,-18,-4,-19,16,16,13,9,12,3,7,12,11,13,1,2,2,9,7,-1,5,0,3,2,0,-6,-2,23,26,27,25,-8,-3,10,9,13,5,-6,9,9,-7,-14,10,9,8,5,2,9,8,6,9,7,9,6,5,5,14,19,10,10,10,8,14,13,21,17,9,10,19,14,19,9,8,11,11,15,7,22,9,3,8,24,9,9,12,19,20,6,12,3,7,13,5,6,16,-20,21,22,23,20,18,5,-9,12,8,-4,8,6,-11
243,-10,17,-21,8,11,11,11,7,-16,2,-14,10,-19,7,1,-10,21,-12,-18,-13,-16,-4,-21,9,11,5,9,13,3,3,11,10,12,-3,-4,0,9,6,-4,2,-1,1,1,-2,-5,1,22,26,28,25,-5,-1,4,2,10,0,-10,8,9,-12,-12,9,7,6,4,0,7,8,7,6,6,10,4,7,5,12,19,9,7,9,7,12,9,19,14,8,10,18,12,15,6,4,8,9,13,6,22,9,3,7,21,7,9,9,18,17,6,8,2,6,11,4,6,16,-19,22,21,19,19,20,6,-9,8,5,-2,6,0,-16
244,-13,17,-17,-1,6,2,2,7,-15,1,-16,6,-18,8,2,-21,10,-24,-13,-13,-12,-4,-22,3,7,2,8,16,0,3,9,8,11,-8,-7,-5,8,0,-7,1,-2,1,0,0,-4,1,19,25,27,23,-3,2,-1,-5,3,-3,-11,10,6,-15,-12,10,8,3,-1,1,8,9,8,7,5,8,6,6,5,12,15,7,6,8,8,9,9,19,13,8,7,14,9,11,3,3,7,8,15,3,23,10,1,6,19,9,8,11,18,17,5,9,1,4,12,3,7,16,-19,19,22,18,15,20,5,-10,4,2,-5,4,-1,-16
245,-13,14,-11,-10,1,-4,-5,8,-19,0,-17,5,-21,6,1,-32,-3,-34,-12,-10,-5,-2,-22,-3,-1,-7,8,14,1,5,10,7,11,-8,-8,-11,10,-5,-11,0,-4,-2,-2,2,-5,2,13,19,22,16,-3,2,-7,-9,-6,-11,-13,5,4,-14,-16,10,7,1,0,1,7,8,8,8,5,5,5,2,4,9,12,3,6,6,8,11,8,15,10,5,8,11,5,8,2,5,7,9,15,4,22,9,-2,5,17,7,9,8,15,16,3,9,2,2,10,3,5,13,-19,19,21,19,14,18,4,-12,0,-1,-4,2,-4,-15
246,-15,12,-2,-13,-3,-9,-7,5,-21,-2,-17,3,-23,1,0,-40,-13,-41,-11,-6,-1,0,-20,-8,-8,-11,5,16,-2,4,8,4,11,-12,-11,-12,11,-10,-12,1,-4,-3,-4,2,-2,2,10,14,19,14,0,10,-11,-15,-13,-15,-17,6,1,-15,-14,8,9,3,0,-1,7,6,8,7,3,4,6,4,2,12,8,4,5,3,7,8,8,14,7,6,7,8,4,8,0,5,6,8,14,4,20,6,-3,7,15,7,10,8,13,15,3,8,1,2,9,4,5,9,-13,18,20,18,12,17,2,-10,-3,-4,-8,3,-9,-15
247,-14,7,3,-17,-6,-14,-14,3,-19,1,-17,0,-24,-2,2,-44,-26,-47,-6,-3,3,-1,-19,-11,-11,-17,6,13,-1,2,8,6,8,-14,-13,-14,7,-14,-13,1,-4,-1,-5,3,-1,2,3,10,13,6,0,12,-15,-22,-17,-17,-18,4,-1,-13,-16,9,9,3,-1,-2,5,2,7,6,3,1,3,2,-1,12,7,4,5,3,5,9,7,11,6,6,6,7,-2,5,3,4,4,7,13,5,20,7,-6,1,10,5,5,6,12,15,4,7,3,0,8,4,5,7,-7,17,19,17,9,15,1,-11,-6,-5,-11,0,-10,-13
248,-11,5,10,-19,-9,-16,-17,2,-21,4,-16,-3,-22,-6,3,-49,-34,-50,-3,0,7,0,-14,-15,-15,-19,3,13,1,-1,8,3,8,-14,-9,-13,4,-16,-13,-1,-5,-3,-8,1,-1,0,-2,2,9,1,2,12,-20,-25,-20,-22,-20,0,-2,-11,-17,7,8,1,0,-3,6,0,4,5,0,-4,2,1,-2,14,4,5,5,3,2,7,5,7,1,5,4,6,-1,-1,1,1,5,5,12,4,16,7,-6,1,5,3,5,6,11,12,3,7,3,2,8,4,5,6,-5,17,20,14,11,16,-1,-8,-9,-9,-11,-1,-10,-11
249,-5,3,17,-22,-10,-19,-20,-1,-19,5,-15,-6,-21,-8,3,-48,-39,-53,1,3,10,1,-11,-18,-18,-21,4,10,1,0,6,6,10,-14,-13,-14,-1,-19,-13,-2,-6,-2,-8,2,-2,-1,-5,-2,1,-5,3,13,-23,-26,-21,-24,-22,0,-5,-8,-18,6,8,1,-1,-3,2,1,3,4,-1,-5,1,1,-4,13,2,5,6,2,5,6,4,6,-2,4,4,1,-2,-1,0,3,2,7,12,5,12,5,-7,2,1,4,5,4,8,8,1,6,1,3,7,5,1,5,-6,18,16,15,12,15,-1,-5,-10,-7,-9,-3,-11,-9
250,4,-1,23,-23,-14,-20,-20,-6,-17,7,-13,-9,-22,-11,1,-49,-46,-51,4,6,12,0,-4,-20,-19,-19,5,10,0,-1,5,7,9,-14,-13,-15,-3,-17,-14,-1,-7,-4,-9,1,-1,-2,-11,-6,-5,-9,4,12,-21,-24,-21,-24,-18,-1,-6,-7,-17,7,7,0,-2,-5,2,-2,1,3,-2,-7,-2,-2,-7,13,2,4,6,2,6,5,3,2,-3,5,3,0,-7,-2,1,5,1,7,11,3,10,3,-7,2,0,2,3,2,6,6,2,4,4,3,8,5,2,3,-3,14,13,11,7,12,-4,-2,-9,-9,-9,-4,-9,-6
251,7,-2,28,-21,-11,-19,-19,-9,-13,9,-12,-13,-18,-13,1,-45,-49,-45,10,12,17,1,-2,-17,-17,-15,5,8,2,-6,4,7,6,-11,-11,-14,-7,-15,-11,-4,-8,-5,-12,0,-2,-1,-15,-11,-7,-13,4,11,-22,-23,-23,-22,-17,-1,-8,-4,-16,6,8,1,-2,-6,5,1,-2,2,-3,-6,-5,0,-6,11,2,5,4,1,5,5,3,1,-5,4,0,-4,-9,-5,-1,3,2,6,9,5,8,3,-6,1,-2,3,2,2,5,3,0,0,4,4,6,6,1,1,-1,14,13,12,3,13,-5,2,-10,-9,-4,-4,-9,-2
252,12,-5,29,-17,-10,-13,-14,-10,-14,12,-11,-17,-14,-14,1,-39,-51,-39,14,14,15,2,3,-13,-15,-14,6,7,4,-6,5,8,6,-10,-11,-11,-9,-15,-8,-6,-9,-6,-12,-3,-2,0,-19,-14,-11,-14,5,11,-18,-21,-20,-19,-15,-4,-9,1,-15,2,6,-1,-4,-3,0,0,-4,-1,-4,-9,-5,-1,-10,11,2,7,1,4,3,5,2,-2,-6,5,1,-5,-9,-5,-1,5,2,5,5,7,0,3,-6,4,-4,2,4,-2,2,1,1,2,6,7,5,7,1,-2,-2,11,12,9,-1,11,-4,5,-7,-7,-8,-3,-4,0
253,18,-8,32,-13,-6,-10,-11,-15,-12,15,-5,-20,-12,-18,0,-31,-50,-29,14,15,18,4,8,-11,-13,-10,5,5,7,-8,6,11,5,-8,-6,-8,-10,-11,-6,-6,-9,-7,-9,-2,-3,-1,-20,-16,-13,-18,2,11,-15,-13,-18,-14,-9,-7,-7,6,-18,3,4,-3,-5,-3,2,-2,-6,-2,-7,-7,-4,-5,-11,11,0,4,6,4,3,3,3,-2,-6,5,1,-6,-10,-4,-1,4,3,6,3,5,0,1,-7,3,-5,2,2,-1,0,-1,0,2,6,9,6,8,1,-4,-1,12,9,7,-3,8,-6,5,-6,-6,-9,-5,-2,6
254,24,-7,32,-7,-1,-6,-6,-19,-9,15,-2,-22,-6,-19,-4,-19,-46,-21,19,20,20,1,14,-3,-11,-5,7,4,10,-10,6,11,6,-4,-6,-5,-11,-8,-5,-8,-7,-7,-9,-7,-5,-1,-16,-17,-17,-15,3,8,-13,-10,-15,-10,-5,-3,-6,9,-17,2,4,-4,-3,-3,2,-5,-8,-4,-7,-8,-6,-4,-11,10,1,7,8,4,4,2,2,-5,-6,5,3,-6,-14,-5,1,6,-1,5,2,4,0,-1,-9,3,-4,2,2,0,-3,-3,0,2,5,11,4,7,-1,-5,4,10,6,5,-5,4,-8,9,-5,-6,-8,-4,-1,6
255,28,-4,29,0,1,2,1,-20,-5,18,0,-20,-4,-19,-3,-8,-40,-10,19,17,18,1,16,2,-3,1,8,-1,15,-9,4,12,7,1,-2,-4,-13,-6,-1,-7,-4,-8,-10,-7,-4,-4,-19,-14,-18,-14,3,8,-4,-6,-9,-5,-1,-5,-6,10,-16,4,3,-4,-2,-2,4,-4,-7,-4,-7,-5,-9,-8,-6,7,1,7,6,1,6,3,4,-5,-4,5,5,-5,-14,-6,1,5,0,5,3,3,-2,2,-8,2,-6,0,1,-2,-5,-5,2,2,3,15,2,6,1,-6,8,7,3,2,-11,2,-6,8,-4,-5,-8,-4,3,6
256,33,-4,25,7,6,11,5,-20,2,17,4,-18,1,-19,-7,4,-31,2,22,19,17,3,15,5,2,7,10,-1,18,-9,7,13,7,6,2,0,-12,0,5,-5,-4,-6,-8,-8,-5,-5,-13,-14,-19,-9,2,5,-1,2,-3,0,5,-3,-5,12,-14,2,4,-4,-4,-3,6,-5,-6,-4,-7,-5,-9,-7,-5,5,0,5,4,2,2,3,3,-4,-4,3,1,-8,-15,-5,0,2,1,3,-1,1,-5,5,-10,1,-5,3,-1,-1,-4,-5,3,1,4,17,1,4,3,-4,10,6,-2,-2,-15,-1,-7,9,-2,-2,-8,-4,5,6
257,32,-2,20,13,10,12,10,-19,5,18,7,-19,4,-18,-10,16,-19,15,20,18,17,4,18,7,6,11,11,-3,22,-11,9,13,9,8,4,2,-10,3,6,-5,-3,-3,-5,-8,-5,-4,-13,-14,-16,-10,1,5,3,6,2,6,9,-5,-2,14,-16,1,4,-6,-1,-2,3,-5,-7,-4,-6,-4,-7,-8,-2,6,-1,5,4,4,1,5,1,-3,-2,2,4,-8,-16,-6,-1,4,0,5,-1,3,-3,4,-9,2,-7,3,0,0,-6,-7,3,1,5,20,-1,3,1,-8,11,1,-4,-5,-16,-4,-9,6,3,-4,-7,-2,5,7
258,32,0,17,18,15,17,14,-20,8,18,10,-18,9,-19,-12,25,-8,26,22,18,18,5,16,10,10,14,12,-5,23,-8,11,14,10,9,7,8,-8,5,9,-6,-3,-4,-5,-8,-4,-3,-11,-12,-15,-7,0,0,6,13,8,10,12,-2,1,12,-13,0,1,-5,-2,-3,6,-5,-4,-3,-2,-2,-7,-8,0,0,2,3,2,3,0,4,2,-3,-3,1,3,-4,-18,-9,3,3,-3,3,-2,-1,-5,3,-11,1,-6,2,3,-1,-7,-7,0,1,4,20,-5,3,0,-4,11,-3,-6,-7,-20,-10,-7,6,4,-3,-3,-3,9,4
259,29,4,11,19,16,19,16,-18,11,18,12,-14,12,-15,-13,35,4,35,21,17,13,4,11,14,15,15,14,-6,28,-7,11,14,9,10,10,11,-7,8,14,-4,0,-3,-3,-5,-4,-3,-9,-6,-9,-3,1,-2,10,16,11,14,18,-1,1,11,-14,2,-3,-4,-2,-6,4,-8,-3,-3,0,0,-5,-10,2,-3,2,5,-1,1,-1,4,0,-4,0,2,3,-4,-20,-8,-1,0,-2,4,-2,-1,-4,2,-11,0,-6,1,-1,-2,-13,-8,-2,-4,4,22,-5,3,-1,-7,10,-5,-7,-10,-23,-11,-5,3,8,0,-1,-1,8,0
260,28,6,1,21,19,23,20,-16,13,18,16,-13,16,-12,-12,42,15,43,15,17,7,5,4,15,17,16,13,-9,29,-6,11,11,8,14,11,13,-3,11,12,-4,2,1,0,-2,0,-3,-1,-3,-6,1,-1,-5,13,21,14,16,23,0,3,8,-15,0,-6,-6,-3,-3,2,-7,-2,-5,2,5,-2,-9,4,-5,-2,1,-1,-1,0,3,4,-2,2,-2,4,-4,-20,-8,0,0,-4,4,-3,-2,-5,2,-12,1,-4,-1,-1,-1,-14,-9,-2,-4,1,19,-6,0,-1,-8,9,-8,-10,-14,-24,-15,-6,0,11,-1,0,-1,10,-2
261,21,8,-1,24,17,23,20,-12,17,16,15,-7,17,-10,-14,48,26,47,13,13,6,4,4,16,18,17,12,-6,29,-5,13,11,9,12,10,12,0,14,13,1,5,1,5,-1,-1,-3,2,1,-4,1,0,-7,15,21,20,18,23,2,3,8,-15,-6,-4,-8,-1,0,2,-4,-1,-5,6,7,0,-10,8,-8,-2,0,-1,-3,-2,1,2,-3,2,-3,3,-8,-21,-9,-3,-4,-6,3,-1,-6,-5,0,-12,0,-6,1,-2,-2,-15,-9,-3,-5,1,20,-8,-2,-2,-8,8,-13,-14,-17,-25,-16,-6,-4,11,1,3,-2,10,-4
262,16,12,-10,20,17,19,18,-10,19,14,14,-4,16,-7,-14,50,33,49,9,11,4,4,-5,14,16,12,10,-9,29,-5,9,7,8,11,11,13,3,13,10,-2,6,1,4,-3,0,0,2,4,1,3,-1,-10,16,22,21,20,24,5,3,3,-15,-6,-8,-7,0,0,0,-7,2,-4,7,8,3,-9,9,-12,-3,0,-3,-1,-3,-1,3,-6,3,-6,1,-8,-20,-7,-4,-5,-8,1,-1,-6,-4,-1,-12,-4,-8,1,-3,-1,-14,-8,-5,-6,0,16,-6,-5,-5,-10,7,-17,-17,-20,-27,-18,-5,-7,10,0,1,-2,7,-7
263,8,11,-11,17,16,16,13,-7,19,12,17,3,18,-3,-15,49,42,49,8,8,3,4,-9,13,15,9,9,-7,27,-2,8,5,7,11,10,12,6,14,11,2,6,2,7,1,2,0,5,5,4,6,-2,-11,16,19,23,17,23,4,3,1,-12,-6,-12,-4,0,-1,-1,-6,4,-3,8,10,4,-9,10,-12,-5,-3,-5,-4,-6,-2,1,-7,-1,-7,1,-7,-18,-9,-5,-9,-10,0,-3,-10,-7,-3,-14,-4,-9,-2,-6,-1,-15,-7,-7,-7,-3,14,-9,-8,-5,-11,10,-20,-17,-20,-27,-20,-5,-9,10,-2,-1,-1,6,-12
264,0,11,-15,12,17,14,10,-5,17,9,16,4,19,3,-16,48,50,47,5,5,-1,5,-16,8,10,1,9,-10,24,1,7,2,2,13,7,11,9,11,8,5,7,5,8,3,2,0,8,5,5,7,-4,-12,14,16,19,15,21,4,3,-4,-13,-8,-14,-5,2,2,-1,-6,7,-1,13,11,7,-7,11,-15,-6,-3,-6,-7,-8,-2,-1,-7,1,-9,-3,-9,-18,-11,-7,-10,-11,-3,-3,-10,-7,-2,-12,-5,-8,-1,-7,-1,-17,-8,-11,-8,-5,12,-10,-9,-7,-8,12,-21,-19,-22,-26,-20,-8,-13,7,1,1,-3,3,-14
265,-6,13,-17,4,12,9,5,-1,19,4,16,9,19,6,-13,40,50,43,0,2,-2,3,-19,3,6,-2,4,-8,23,4,4,0,-1,10,6,10,13,11,7,10,9,4,9,5,2,1,6,8,7,6,-5,-13,13,12,15,13,19,3,4,-8,-15,-9,-14,-6,2,3,-2,-3,10,0,11,11,10,-4,13,-14,-9,-7,-10,-11,-8,-4,-3,-8,1,-10,-5,-11,-18,-13,-9,-11,-12,-3,-3,-15,-4,-7,-12,-9,-8,-4,-9,-2,-16,-8,-12,-10,-3,7,-11,-9,-8,-10,8,-24,-20,-24,-25,-22,-6,-16,3,-1,0,-2,3,-18
266,-11,10,-18,0,7,3,-2,3,16,2,13,10,17,9,-10,32,49,33,0,-2,-3,5,-24,-2,-1,-8,3,-8,20,6,0,-7,-3,5,4,8,14,9,6,10,12,9,14,3,3,3,5,5,7,5,-3,-11,8,8,13,10,17,4,1,-11,-15,-10,-15,-5,2,3,-6,-1,9,0,12,9,12,-1,11,-13,-11,-7,-12,-12,-12,-9,-4,-9,-2,-16,-9,-13,-17,-15,-10,-13,-9,-7,-2,-13,-8,-6,-10,-12,-10,-8,-12,-6,-19,-8,-14,-9,-7,3,-10,-9,-8,-11,4,-26,-21,-24,-21,-22,-6,-16,-1,-2,2,-3,-4,-19
267,-15,7,-16,-5,2,-5,-8,6,16,0,12,11,15,12,-8,22,49,25,-2,-3,-6,3,-25,-9,-8,-13,0,-9,14,3,-1,-13,-7,5,1,5,14,8,4,11,14,10,16,2,6,5,1,5,4,1,-6,-15,6,6,7,9,14,4,0,-15,-17,-12,-14,-4,2,3,-7,-1,10,2,12,7,12,2,10,-15,-13,-9,-17,-11,-13,-11,-5,-13,-4,-19,-11,-15,-16,-16,-14,-14,-12,-9,-4,-15,-10,-8,-11,-13,-13,-10,-15,-8,-18,-11,-13,-14,-9,-2,-10,-9,-10,-9,7,-27,-21,-24,-20,-22,-6,-19,-3,-1,0,-4,-7,-20
