,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
288,-19,-18,-4,-20,-18,-16,-17,-4,-22,-18,-20,-18,-21,-18,-17,-17,-16,-15
289,-17,-15,-6,-19,-18,-17,-18,-7,-20,-17,-19,-18,-20,-16,-17,-17,-16,-18
290,-19,-15,-7,-18,-17,-17,-19,-9,-18,-16,-18,-18,-20,-16,-17,-18,-17,-16
291,-16,-14,-11,-18,-18,-17,-19,-11,-14,-17,-16,-17,-18,-15,-16,-18,-18,-17
292,-17,-8,-9,-17,-18,-16,-18,-13,-14,-15,-15,-17,-17,-13,-17,-16,-16,-15
293,-18,-6,-11,-15,-17,-14,-16,-13,-11,-13,-12,-14,-14,-10,-15,-15,-14,-14
294,-18,-4,-10,-12,-16,-11,-13,-12,-5,-11,-12,-11,-12,-9,-13,-13,-12,-9
295,-15,-3,-11,-9,-13,-9,-11,-11,-6,-10,-10,-8,-11,-7,-15,-9,-11,-6
296,-12,0,-9,-5,-11,-7,-5,-11,-3,-10,-7,-6,-9,-5,-11,-6,-8,-5
297,-10,1,-9,-5,-8,-3,-2,-11,0,-5,-6,-4,-7,-3,-9,-3,-6,-1
298,-5,1,-9,-2,-4,-1,0,-10,-2,-4,-4,-1,-4,-1,-8,1,-3,2
299,-3,3,-9,-3,0,2,4,-13,3,-1,-3,1,-1,0,-5,5,-1,5
300,0,3,-10,4,0,5,5,-12,5,2,1,4,0,3,1,6,0,7
301,1,5,-14,2,3,6,8,-14,4,2,2,8,3,5,2,7,4,11
302,5,6,-15,2,5,7,11,-14,6,7,4,11,3,5,4,9,4,14
303,6,5,-17,5,8,11,14,-14,7,7,4,14,6,5,6,11,9,18
304,9,6,-17,4,11,13,15,-11,7,12,6,16,7,5,8,14,11,20
305,10,8,-16,7,14,17,16,-9,6,12,7,14,7,6,10,16,11,20
306,11,8,-14,7,14,13,18,-8,10,14,6,16,8,5,12,18,13,19
307,13,9,-10,8,15,14,16,-6,8,17,11,15,9,10,13,15,17,17
308,12,9,-9,8,13,15,14,-4,12,16,10,14,8,7,14,16,14,16
309,9,4,-8,6,12,15,15,-5,11,14,8,13,7,7,12,15,15,14
310,11,6,-4,9,13,13,10,-2,13,12,9,14,7,4,12,15,14,14
311,10,6,-1,9,12,14,13,2,9,13,9,12,6,4,13,12,14,11
312,10,6,1,8,12,14,12,6,9,12,7,12,6,5,14,12,14,14
313,9,8,5,7,10,13,12,8,7,11,7,13,7,5,13,11,15,13
314,12,8,7,7,9,13,11,14,7,10,8,11,5,6,13,12,15,12
315,14,6,8,7,10,10,11,14,6,12,7,9,4,4,13,11,17,10
316,15,7,10,9,12,7,9,15,5,12,7,9,4,4,17,11,16,9
317,14,6,13,8,9,5,7,16,5,13,6,6,5,7,15,11,12,7
318,11,8,12,5,8,6,7,14,4,10,7,7,3,7,12,7,13,4
319,11,11,14,7,7,4,4,13,5,7,5,2,3,8,10,1,10,2
320,10,8,13,8,6,2,6,14,7,6,6,3,5,7,7,1,8,1
321,8,6,15,5,7,0,2,14,4,4,6,0,5,8,4,0,5,1
322,6,8,16,7,4,-2,-1,15,7,4,7,-4,7,5,0,-1,1,0
323,4,11,16,7,3,-4,-4,15,7,2,6,-4,9,10,-1,-4,0,-5
324,6,10,15,8,0,-5,-5,14,5,-1,6,-3,8,9,-2,-4,-3,-6
325,3,11,17,8,-4,-7,-4,13,9,-1,7,-4,9,10,-3,-3,-7,-4
326,2,8,15,8,-5,-4,-4,12,11,-3,6,-5,8,9,-7,-4,-9,-5
327,1,9,15,8,-5,-4,-4,11,7,-4,7,-4,9,12,-9,-3,-8,-5
328,-1,7,14,8,-4,-5,-4,9,7,-6,6,-2,12,8,-9,-5,-7,-5
329,-1,4,15,8,-3,-3,-4,7,5,-5,4,-1,11,9,-4,-1,-7,-3
330,0,3,15,6,-3,-1,0,9,3,-3,4,-3,10,7,-4,-2,-6,-1
331,1,3,13,4,-3,-2,1,8,1,-6,3,0,11,4,-5,2,-3,-1
332,0,-2,11,4,-1,-3,-1,5,-2,-2,2,0,7,4,-4,1,-2,1
333,-1,0,10,1,-2,-5,-2,5,-1,-1,0,-4,7,3,-2,-4,-3,-1
334,-1,-4,6,-1,-2,-7,-3,5,-4,-1,-3,-5,3,-1,-4,-2,-3,-1
335,-4,-6,4,-1,-4,-7,-1,0,-6,-4,-5,-4,1,-3,-6,-4,-4,-4
336,-5,-9,3,-2,-5,-5,-4,1,-5,-4,-7,-7,-1,-4,-4,-6,-6,-6
337,-4,-8,-2,-3,-4,-6,-4,-1,-7,-4,-8,-7,-4,-6,-5,-7,-8,-5
338,-5,-12,-7,-7,-2,-7,-6,-3,-10,-2,-10,-6,-5,-9,-4,-6,-5,-7
339,-6,-12,-9,-10,-3,-9,-8,-5,-13,-5,-13,-6,-8,-12,-7,-8,-7,-8
340,-8,-15,-11,-11,-7,-6,-8,-7,-14,-6,-14,-7,-11,-12,-8,-11,-9,-12
341,-9,-16,-13,-13,-11,-8,-6,-7,-14,-9,-14,-7,-15,-17,-9,-12,-9,-13
342,-8,-18,-14,-15,-9,-7,-8,-11,-17,-8,-16,-10,-17,-18,-11,-11,-8,-12
343,-8,-17,-18,-19,-10,-7,-9,-12,-18,-10,-16,-11,-18,-20,-7,-11,-9,-13
344,-11,-19,-19,-20,-11,-7,-10,-14,-20,-12,-15,-9,-19,-18,-9,-12,-10,-12
345,-12,-18,-18,-22,-12,-6,-9,-13,-18,-11,-18,-11,-20,-21,-10,-12,-10,-11
346,-12,-16,-19,-21,-13,-6,-9,-12,-15,-10,-20,-10,-20,-20,-10,-12,-7,-11
347,-11,-16,-20,-22,-12,-6,-10,-15,-16,-10,-18,-8,-19,-17,-9,-9,-6,-10
348,-9,-17,-19,-20,-12,-8,-9,-15,-15,-6,-13,-6,-19,-17,-7,-10,-7,-9
349,-11,-14,-16,-18,-11,-10,-11,-17,-13,-9,-13,-8,-19,-17,-6,-11,-7,-9
350,-13,-12,-15,-16,-11,-9,-12,-17,-15,-9,-12,-11,-18,-18,-7,-12,-7,-9
351,-11,-9,-12,-17,-13,-6,-11,-19,-13,-8,-11,-12,-18,-13,-7,-10,-6,-12
352,-13,-10,-13,-15,-13,-8,-8,-18,-12,-8,-10,-11,-15,-13,-7,-9,-7,-8
353,-11,-3,-13,-11,-12,-6,-8,-17,-8,-7,-9,-8,-12,-7,-7,-9,-8,-8
354,-10,1,-9,-10,-12,-6,-9,-14,-4,-7,-3,-8,-11,-4,-4,-4,-7,-3
355,-8,3,-9,-5,-9,-2,-6,-11,0,-2,-3,-5,-8,-1,-5,-4,-2,-1
356,-7,5,-6,-1,-7,-2,-3,-10,3,-2,-3,-1,-7,2,-2,-1,-1,2
357,-4,9,-4,3,-2,3,-1,-7,7,-1,2,2,-3,5,0,2,3,6
358,1,9,-1,5,0,5,4,-2,10,3,7,5,2,8,4,7,5,8
359,3,9,-1,8,4,8,9,-1,10,7,11,10,4,12,6,10,8,11
360,6,13,3,10,8,10,9,3,12,12,13,12,10,13,9,12,10,14
361,9,13,6,13,10,13,11,5,15,13,12,15,12,16,11,14,13,17
362,12,14,7,15,12,17,15,7,17,17,13,18,15,17,13,19,14,19
363,15,13,9,17,15,19,20,12,18,17,13,21,16,16,14,21,18,22
364,18,14,10,16,16,21,22,14,19,17,15,24,17,18,15,23,19,23
365,20,17,13,19,20,23,22,16,20,21,19,23,18,19,18,23,19,23
366,23,16,15,16,22,20,23,17,20,23,20,23,17,19,18,24,20,24
367,23,19,15,18,23,19,19,17,22,23,20,24,19,19,19,24,22,23
368,25,17,14,19,22,18,20,14,21,22,20,23,17,18,19,22,18,18
369,20,18,15,19,22,16,19,14,18,19,20,19,18,18,19,20,18,18
370,20,18,16,16,21,16,16,16,16,19,16,18,17,14,17,17,17,17
371,19,15,14,17,21,15,15,15,16,19,14,16,16,13,16,16,15,15
372,15,16,14,16,18,12,13,15,16,17,15,15,16,11,13,13,13,10
373,13,13,11,16,16,11,9,15,13,15,13,11,17,10,11,11,12,10
374,11,10,11,16,14,10,11,14,10,11,13,9,15,7,11,11,11,7
375,7,7,12,13,13,6,9,14,8,11,10,5,12,4,9,9,9,6
376,9,4,12,11,7,3,3,15,5,7,6,2,8,2,9,3,5,-1
377,8,1,9,8,3,-1,-1,12,4,4,4,-1,7,-1,5,-1,2,-3
378,3,0,7,4,2,-5,-2,11,2,2,1,-2,6,-1,1,-4,-1,-8
379,-1,-2,5,2,0,-5,-7,4,-1,-1,0,-7,3,-1,-3,-7,-3,-10
380,-3,-3,4,0,-5,-10,-9,3,-5,-6,-3,-11,1,-3,-5,-9,-5,-12
381,-7,-7,3,-2,-7,-12,-14,5,-8,-9,-4,-16,-2,-4,-8,-12,-8,-14
382,-8,-6,-1,-2,-10,-14,-15,0,-8,-13,-5,-16,-4,-6,-10,-15,-13,-15
383,-8,-8,-1,-5,-12,-14,-15,0,-10,-12,-6,-18,-5,-6,-12,-18,-14,-15
384,-10,-10,-1,-5,-13,-14,-15,-3,-10,-16,-8,-17,-7,-6,-13,-19,-15,-18
385,-12,-8,-4,-6,-15,-19,-20,-4,-12,-16,-7,-17,-8,-5,-15,-20,-18,-19
386,-15,-7,-3,-6,-17,-19,-21,-4,-11,-18,-10,-19,-7,-7,-17,-19,-20,-21
387,-16,-11,-4,-10,-19,-18,-22,-6,-9,-20,-9,-21,-9,-9,-18,-21,-22,-21
388,-18,-11,-5,-11,-22,-16,-21,-4,-8,-19,-11,-22,-10,-10,-22,-19,-22,-20
389,-18,-11,-4,-10,-19,-16,-19,-4,-9,-16,-12,-19,-9,-9,-22,-18,-22,-19
390,-18,-12,-2,-8,-18,-15,-19,-3,-12,-16,-11,-17,-9,-9,-21,-18,-17,-18
391,-18,-12,0,-11,-17,-15,-17,-3,-9,-16,-14,-18,-7,-11,-17,-16,-17,-16
392,-15,-11,0,-11,-15,-13,-13,-2,-10,-15,-15,-13,-10,-9,-16,-11,-14,-13
393,-12,-11,1,-12,-14,-14,-12,-3,-13,-14,-14,-11,-12,-11,-14,-11,-13,-9
394,-12,-12,-1,-12,-11,-10,-7,-4,-13,-12,-15,-8,-12,-8,-13,-9,-9,-6
395,-9,-12,-4,-11,-10,-8,-6,-5,-13,-10,-12,-5,-12,-10,-10,-5,-8,-4
396,-9,-11,-4,-12,-7,-5,-4,-6,-10,-8,-12,-4,-12,-9,-9,-4,-6,-2
397,-9,-9,-5,-12,-6,-4,-2,-6,-12,-6,-12,-1,-12,-11,-5,-2,-4,-2
398,-7,-9,-5,-12,-3,-1,-1,-7,-9,-2,-11,0,-15,-8,-4,0,-1,2
399,-5,-7,-6,-11,-1,1,3,-7,-8,-3,-7,2,-9,-9,1,2,0,4
400,-3,-6,-6,-8,0,3,3,-7,-7,-1,-4,5,-7,-6,0,3,3,5
401,-4,-5,-8,-10,0,5,7,-9,-4,0,-5,4,-6,-7,-1,1,1,5
402,-3,-3,-10,-6,1,4,4,-8,-2,3,-6,6,-5,-8,2,5,4,6
403,0,-1,-12,-4,1,5,3,-9,-1,4,-3,6,-4,-8,3,7,2,6
404,0,-2,-11,-5,2,8,6,-8,1,5,-3,7,-4,-5,4,6,4,9
405,1,-2,-11,-3,2,7,7,-7,2,5,-3,8,-5,-7,6,7,6,9
406,2,-4,-12,-3,3,7,6,-5,-1,4,-3,11,-4,-3,5,7,6,6
407,3,0,-11,0,5,8,8,-6,0,4,-1,9,-4,-4,7,7,9,8
408,4,3,-10,0,6,8,8,-5,1,5,0,9,-4,-2,9,8,10,8
409,7,2,-8,1,5,12,7,-4,1,6,3,8,-4,1,9,6,10,5
410,6,5,-9,5,5,9,10,-6,2,3,4,7,-3,4,7,5,12,7
411,6,6,-10,6,6,9,9,-9,5,3,7,7,-1,3,8,7,9,3
412,11,7,-13,4,5,11,8,-8,4,5,9,8,-1,6,10,6,10,5
413,10,9,-9,2,6,9,8,-10,9,7,8,6,-2,8,9,6,12,5
414,9,13,-8,7,6,10,6,-8,8,7,12,7,0,9,7,6,9,8
415,8,13,-6,10,7,10,7,-6,10,7,14,7,4,10,7,6,9,8
416,8,11,-3,12,6,8,10,-5,12,9,16,5,8,12,9,9,8,7
417,9,10,1,15,8,10,8,-2,13,5,15,7,10,12,11,8,7,6
418,6,14,3,13,9,11,7,2,14,5,16,8,12,13,8,8,5,7
419,9,13,8,15,8,10,8,6,15,7,17,8,14,13,9,7,7,6
420,8,14,10,14,8,10,8,7,14,7,15,6,13,13,9,7,7,9
421,12,15,14,16,8,8,9,10,12,7,14,8,14,16,8,8,7,4
422,8,18,15,17,7,9,9,13,13,9,15,8,16,16,7,8,8,8
423,10,15,17,17,8,11,8,16,15,7,16,9,18,16,9,8,7,10
424,11,14,19,17,6,8,11,18,13,8,16,11,19,15,9,7,8,10
425,12,12,19,18,7,7,10,20,13,12,13,10,19,14,9,8,7,11
426,13,10,19,18,9,8,9,19,14,10,13,9,19,14,11,9,6,11
427,12,8,19,13,12,6,11,20,10,12,12,8,18,14,9,10,7,10
428,13,6,20,10,10,7,9,20,7,9,11,7,16,11,9,10,6,8
429,12,9,21,7,10,4,9,19,8,10,8,9,15,10,7,8,5,7
430,8,3,17,6,8,4,6,21,7,9,9,7,10,9,5,6,5,7
431,9,2,17,5,7,2,4,18,6,7,5,4,9,6,5,4,3,3
432,9,0,15,2,6,0,5,16,1,8,5,2,8,6,3,3,0,1
433,6,-3,11,-1,5,-1,2,14,0,5,5,-1,5,3,0,0,-2,1
434,2,-7,8,-3,3,-4,0,15,-2,0,2,-4,2,1,-2,-3,-3,-3
435,0,-7,9,-6,2,-6,-3,9,-4,-2,-3,-5,1,-1,-3,-4,-4,-7
436,-1,-6,6,-8,-2,-9,-6,4,-7,-2,-5,-6,-1,-5,-4,-7,-10,-10
437,-4,-8,4,-7,-3,-10,-9,6,-8,-6,-8,-9,-7,-6,-7,-11,-10,-10
438,-6,-10,1,-9,-5,-11,-13,1,-11,-10,-10,-10,-8,-9,-10,-11,-10,-11
439,-10,-13,-3,-11,-11,-14,-12,-3,-10,-11,-12,-12,-11,-12,-10,-14,-14,-17
440,-10,-11,-5,-10,-11,-14,-14,-6,-12,-9,-12,-15,-12,-14,-12,-16,-14,-17
441,-15,-14,-8,-7,-15,-16,-15,-9,-13,-13,-15,-16,-15,-15,-14,-15,-15,-15
442,-12,-15,-10,-11,-17,-15,-18,-10,-13,-17,-15,-18,-14,-15,-16,-18,-16,-18
443,-17,-17,-13,-11,-18,-16,-18,-12,-16,-18,-15,-18,-16,-18,-14,-19,-19,-20
444,-17,-18,-13,-15,-17,-18,-21,-15,-17,-18,-14,-22,-20,-18,-16,-20,-16,-18
445,-18,-21,-15,-14,-21,-20,-22,-16,-18,-19,-18,-24,-19,-18,-19,-20,-19,-19
446,-19,-21,-16,-15,-20,-17,-21,-20,-18,-20,-17,-23,-20,-20,-19,-20,-18,-17
447,-18,-19,-19,-16,-21,-17,-20,-20,-19,-18,-18,-20,-19,-19,-16,-21,-18,-17
448,-20,-18,-17,-16,-19,-16,-20,-21,-20,-19,-17,-20,-20,-19,-16,-18,-16,-14
449,-19,-17,-19,-16,-20,-15,-18,-20,-19,-17,-17,-17,-20,-20,-16,-14,-15,-15
450,-19,-17,-18,-15,-19,-11,-16,-19,-16,-14,-17,-15,-19,-17,-14,-14,-13,-13
451,-18,-17,-15,-14,-16,-11,-13,-19,-13,-14,-17,-14,-16,-16,-14,-9,-12,-11
452,-15,-15,-15,-14,-14,-9,-11,-16,-13,-15,-15,-9,-17,-13,-13,-10,-11,-8
453,-12,-14,-13,-13,-11,-6,-9,-14,-13,-11,-16,-8,-14,-12,-8,-5,-7,-6
454,-7,-11,-13,-12,-9,-2,-5,-11,-9,-8,-15,-2,-10,-11,-8,-1,-4,-2
455,-5,-9,-8,-12,-7,0,0,-7,-9,-4,-12,0,-9,-12,-5,1,-3,1
456,-2,-6,-4,-9,-2,2,1,-6,-5,-1,-12,4,-9,-10,-2,4,2,4
457,-1,-4,-5,-7,0,5,6,-4,-4,4,-9,8,-7,-5,0,7,5,10
458,4,-1,-1,-3,5,8,11,-2,-2,6,-6,10,-6,-3,3,10,9,14
459,6,3,-1,-1,9,12,11,1,-1,9,-3,15,-4,1,6,15,12,16
460,9,6,-1,-1,10,14,15,2,5,12,-3,15,-4,3,9,16,14,16
461,11,10,1,2,15,16,17,4,5,15,1,17,-1,7,12,17,14,18
462,13,12,3,4,19,18,17,4,7,15,3,17,1,9,14,17,15,21
463,16,16,2,7,18,17,18,6,10,16,9,18,6,7,17,21,17,21
464,16,21,3,9,19,18,18,6,13,19,9,19,6,10,16,22,19,21
465,18,21,-1,10,21,18,19,7,14,19,12,20,7,12,17,20,17,21
466,17,21,3,13,20,17,20,8,18,21,17,22,11,14,18,21,19,20
467,19,22,3,18,20,18,21,7,20,20,18,20,15,13,19,23,19,21
468,19,24,2,20,19,16,21,7,20,18,19,21,17,15,20,22,17,19
469,18,23,2,21,19,15,17,9,20,18,23,19,19,16,20,20,19,17
470,18,22,3,22,18,16,19,7,21,16,21,16,19,17,21,17,18,16
471,17,23,5,20,17,16,19,9,22,17,20,17,22,16,19,14,18,15
472,15,22,7,21,17,16,15,7,22,17,21,15,20,18,17,14,17,12
473,12,21,4,18,13,11,11,5,21,15,20,13,18,19,16,13,17,11
474,14,19,3,21,13,8,9,8,22,13,20,12,21,18,14,9,15,9
475,13,17,7,20,11,8,8,10,17,10,19,8,21,20,11,7,12,5
476,10,16,6,17,9,3,5,8,16,8,18,6,20,17,10,4,8,4
477,6,14,7,19,6,3,3,8,13,5,17,5,18,18,7,0,4,4
478,4,11,6,15,5,1,1,8,9,3,14,1,15,16,5,-1,4,-2
479,1,10,7,14,4,-3,-2,9,8,2,12,-1,17,12,4,-3,0,-5
480,-1,7,6,11,-1,-4,-5,8,9,2,11,-3,15,12,1,-5,0,-5
481,-3,4,7,10,-2,-6,-8,6,7,0,8,-6,11,9,0,-5,-2,-7
482,-3,-1,8,9,-4,-7,-6,8,3,-3,6,-6,8,9,-3,-6,-3,-10
483,-2,-2,9,5,-6,-7,-9,8,2,-4,4,-6,8,5,-4,-9,-5,-11
484,-2,-3,8,1,-4,-9,-7,9,-1,-3,0,-9,4,5,-8,-10,-8,-11
485,-3,-6,11,0,-6,-12,-10,10,-3,-5,-2,-10,1,0,-6,-12,-9,-12
486,-6,-9,12,-1,-9,-12,-10,7,-8,-7,-3,-10,0,-1,-8,-13,-10,-13
487,-7,-12,12,-3,-10,-12,-11,9,-11,-7,-7,-11,-4,-2,-7,-13,-9,-12
488,-9,-15,10,-8,-12,-9,-9,8,-12,-11,-10,-11,-8,-10,-10,-11,-10,-10
489,-12,-15,6,-9,-13,-15,-12,4,-13,-12,-12,-9,-10,-8,-11,-11,-11,-12
490,-9,-14,7,-13,-11,-14,-11,4,-14,-13,-13,-11,-11,-12,-10,-13,-10,-11
491,-9,-16,5,-14,-11,-14,-11,4,-14,-12,-17,-13,-13,-14,-10,-13,-13,-12
492,-13,-17,3,-15,-12,-13,-9,3,-13,-14,-17,-12,-14,-14,-14,-15,-14,-14
493,-11,-16,0,-12,-10,-12,-12,2,-16,-14,-20,-12,-15,-13,-12,-14,-15,-12
494,-13,-16,-1,-16,-11,-14,-10,-2,-17,-15,-20,-10,-16,-13,-14,-13,-13,-14
495,-15,-17,-3,-16,-9,-15,-11,0,-14,-13,-18,-12,-16,-15,-16,-13,-14,-13
496,-15,-16,-7,-16,-11,-13,-11,-5,-13,-16,-20,-13,-16,-15,-14,-11,-13,-13
497,-14,-13,-8,-17,-11,-9,-11,-5,-13,-15,-19,-9,-15,-17,-16,-9,-15,-11
498,-15,-12,-10,-17,-10,-9,-8,-6,-13,-13,-17,-9,-16,-17,-13,-9,-12,-10
499,-15,-14,-13,-17,-12,-5,-7,-8,-12,-9,-18,-9,-15,-18,-13,-7,-8,-9
500,-12,-13,-16,-15,-9,-6,-8,-12,-14,-8,-17,-7,-16,-16,-12,-7,-6,-9
501,-11,-9,-16,-14,-10,-5,-7,-14,-13,-7,-13,-8,-16,-15,-9,-6,-6,-8
502,-8,-10,-17,-10,-7,-6,-5,-14,-10,-6,-14,-6,-16,-11,-8,-5,-5,-6
503,-9,-12,-18,-10,-7,-4,-3,-16,-12,-7,-12,-7,-14,-12,-8,-6,-3,-7
504,-8,-9,-22,-10,-4,-4,-4,-21,-10,-5,-11,-4,-12,-9,-5,-5,-3,-5
505,-5,-7,-20,-9,-5,-2,-4,-22,-9,-3,-10,-6,-14,-12,-3,-5,-3,-5
506,-6,-5,-20,-10,-7,-4,-4,-19,-9,-4,-9,-4,-14,-10,-4,-8,-2,-3
507,-4,-4,-19,-7,-6,-1,-2,-19,-10,-6,-7,-3,-12,-10,-4,-4,-2,-1
508,-4,-3,-16,-8,-4,3,-3,-21,-7,-3,-6,0,-13,-9,-1,-1,-1,0
509,-1,-3,-17,-6,-2,5,-1,-21,-2,-2,-3,1,-10,-6,1,1,1,1
510,-1,0,-15,-3,-1,5,4,-20,-2,1,-2,3,-10,-2,2,3,3,2
511,3,2,-13,0,1,7,2,-18,-1,2,-1,6,-5,-3,4,4,4,4
512,5,3,-12,-1,2,6,1,-13,1,3,0,5,-6,-3,5,7,3,7
513,5,3,-11,0,5,10,5,-10,1,5,1,8,-1,-1,6,9,6,10
514,6,3,-8,2,6,12,8,-8,4,7,1,8,0,3,10,9,8,11
515,7,6,-7,5,12,12,9,-5,6,7,5,10,5,3,11,10,10,13
516,10,8,-2,5,11,14,10,0,5,8,7,12,5,6,12,13,13,15
517,10,10,3,5,12,15,11,6,8,12,8,14,6,7,12,12,14,18
518,12,11,3,6,14,13,13,8,9,12,11,13,10,10,13,13,15,16
519,14,11,7,7,12,13,14,12,11,15,11,15,12,11,13,16,15,18
520,16,13,8,6,15,15,13,14,11,17,12,16,14,13,13,14,15,20
521,18,14,10,10,17,15,14,18,15,15,13,15,15,15,13,16,18,17
522,17,17,14,9,17,14,17,19,14,16,13,13,17,16,15,16,16,16
523,16,17,13,11,17,11,14,20,14,18,15,13,16,16,15,15,14,15
524,16,19,14,11,16,13,14,23,16,16,14,16,16,15,15,15,14,14
525,18,21,17,13,14,14,17,23,21,15,15,16,16,17,12,15,12,14
526,16,20,16,16,15,12,15,23,20,15,17,16,17,18,14,15,12,15
527,15,21,18,17,15,9,14,21,22,14,19,14,19,22,12,12,12,11
528,13,20,20,20,14,9,11,21,22,13,21,11,19,20,11,12,10,6
529,11,18,19,22,13,9,9,19,23,12,19,11,19,20,7,11,8,8
530,9,19,17,21,10,6,8,18,20,9,20,8,18,19,4,7,6,6
531,10,19,16,21,10,5,7,17,18,7,18,7,20,20,4,5,4,5
532,9,18,17,20,6,4,4,15,16,8,19,6,18,17,4,3,2,3
533,4,16,16,22,5,1,2,14,17,3,16,2,17,16,3,1,2,1
534,4,14,13,21,3,-4,0,10,18,2,17,-1,14,16,2,-1,-2,-1
535,2,12,11,17,0,-5,-1,6,13,-3,19,-3,12,15,-2,-2,-1,-4
536,0,9,10,17,-3,-6,-6,3,9,-6,16,-6,14,11,-3,-8,-6,-7
537,-5,5,4,15,-5,-9,-8,3,8,-6,15,-9,11,11,-7,-11,-9,-8
538,-8,-1,3,12,-7,-10,-9,1,4,-9,12,-9,11,7,-8,-11,-8,-12
539,-7,-4,3,8,-11,-11,-12,-3,-1,-10,9,-12,8,0,-11,-13,-10,-12
540,-10,-6,-2,8,-14,-9,-14,-5,-2,-12,4,-15,4,0,-12,-15,-11,-14
541,-9,-11,-4,4,-14,-11,-14,-8,-6,-13,2,-16,2,-4,-12,-14,-12,-16
542,-12,-13,-3,-2,-14,-13,-13,-6,-10,-13,-3,-16,-2,-8,-12,-15,-13,-17
543,-11,-18,-4,-4,-16,-14,-16,-6,-13,-15,-6,-16,-6,-11,-14,-17,-14,-21
544,-13,-19,-8,-8,-18,-16,-19,-7,-16,-16,-13,-18,-6,-15,-14,-21,-18,-23
545,-16,-24,-10,-8,-20,-17,-22,-10,-19,-18,-15,-20,-9,-15,-16,-21,-16,-22
546,-19,-28,-8,-12,-20,-19,-18,-12,-22,-21,-19,-19,-11,-18,-18,-21,-19,-22
547,-20,-28,-11,-16,-21,-17,-21,-12,-27,-20,-22,-18,-15,-22,-17,-20,-19,-21
548,-18,-27,-10,-20,-21,-15,-21,-13,-27,-18,-25,-17,-18,-25,-17,-20,-18,-18
549,-19,-26,-9,-23,-20,-15,-18,-10,-28,-19,-27,-17,-21,-27,-17,-19,-18,-18
550,-18,-28,-10,-25,-18,-16,-16,-11,-28,-18,-29,-17,-25,-29,-18,-17,-16,-16
551,-17,-26,-9,-25,-16,-15,-15,-11,-29,-18,-28,-14,-25,-27,-15,-15,-16,-16
552,-16,-25,-12,-26,-15,-11,-12,-14,-28,-15,-30,-14,-25,-27,-12,-13,-13,-14
553,-13,-24,-12,-26,-13,-11,-12,-15,-26,-13,-29,-13,-26,-26,-12,-13,-12,-11
554,-14,-24,-11,-26,-11,-11,-9,-12,-27,-12,-26,-12,-27,-24,-12,-11,-11,-8
555,-12,-23,-10,-28,-10,-9,-8,-15,-27,-10,-25,-9,-26,-22,-10,-9,-7,-6
556,-10,-21,-13,-26,-10,-7,-8,-12,-23,-6,-25,-7,-25,-22,-7,-7,-7,-3
557,-6,-20,-15,-27,-8,-5,-4,-14,-23,-6,-24,-2,-24,-23,-8,-4,-5,-2
558,-5,-14,-12,-24,-5,-2,-1,-11,-18,-3,-22,-1,-24,-22,-4,0,-2,3
559,-3,-9,-11,-22,-2,1,0,-8,-14,0,-16,2,-24,-19,-3,3,-2,7
560,-1,-7,-10,-19,-2,5,4,-10,-9,3,-15,4,-24,-16,-2,8,1,7
561,1,-3,-10,-13,0,6,8,-7,-6,4,-11,7,-19,-13,0,7,2,7
562,2,0,-9,-11,3,8,9,-7,-2,5,-5,8,-15,-8,3,7,8,10
563,5,4,-8,-5,6,10,9,-2,2,8,-2,11,-8,-5,6,12,8,16
564,7,8,-10,-1,8,13,14,-4,5,9,2,13,-6,-4,8,13,9,16
565,8,11,-9,1,11,16,13,-5,9,13,3,14,0,2,11,15,10,18
566,11,15,-8,4,12,17,18,-3,13,15,9,18,4,7,14,18,15,20
567,16,17,-4,8,15,17,19,-2,17,17,13,22,9,9,17,19,17,21
568,16,17,-5,13,18,20,19,-2,17,19,13,22,12,12,17,21,17,22
569,16,19,-2,16,15,20,24,-2,17,21,17,21,13,17,20,19,18,20
570,18,21,-1,17,20,19,22,3,20,21,21,21,15,21,21,18,21,19
571,19,21,2,21,19,22,20,5,22,22,22,21,20,22,21,20,20,18
572,18,22,1,25,20,23,20,4,22,22,23,17,22,23,20,21,22,17
573,20,25,3,22,18,21,20,10,23,21,23,18,23,23,21,19,21,17
574,20,25,5,23,18,19,17,13,23,23,23,18,22,25,21,18,22,16
575,18,25,5,23,16,21,18,12,24,23,23,18,22,24,20,17,21,16
576,18,25,10,26,15,17,16,17,23,23,24,17,24,26,21,14,19,14
577,17,21,11,25,16,14,15,15,24,21,23,15,25,27,17,15,20,12
578,17,19,9,24,17,11,13,16,23,18,23,12,24,25,16,11,17,10
579,16,18,14,23,12,9,11,17,18,15,23,10,24,24,16,8,14,9
580,12,15,14,19,11,8,7,15,15,14,20,7,22,21,13,6,9,7
581,12,12,15,21,8,6,6,16,14,11,18,6,21,20,9,5,8,5
582,10,9,18,16,7,4,4,15,12,8,14,5,19,16,7,5,6,1
583,6,5,14,13,7,1,1,16,8,5,11,3,20,15,5,0,3,-1
584,3,4,16,9,6,1,0,16,7,2,11,0,13,13,4,0,1,-1
585,3,4,15,8,3,-5,-2,16,6,-2,8,-2,9,11,1,-2,-1,-3
586,0,2,16,6,2,-11,-4,15,5,-5,4,-4,8,8,-2,-6,-3,-5
