,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
587,-1,-1,15,4,-3,-11,-7,12,2,-5,4,-8,7,8,-4,-8,-7,-6
588,-5,-3,11,3,-4,-12,-8,11,1,-7,2,-10,4,6,-6,-9,-8,-10
589,-7,-4,9,1,-5,-14,-10,11,1,-9,-3,-10,1,2,-10,-10,-11,-12
590,-9,-4,9,-2,-8,-17,-14,13,-2,-10,-4,-13,2,1,-13,-13,-15,-14
591,-12,-5,6,-1,-10,-17,-14,10,-4,-14,-4,-15,-1,-1,-14,-15,-17,-14
592,-12,-7,4,-3,-10,-16,-14,8,-4,-16,-5,-16,-3,-3,-15,-13,-15,-14
593,-13,-7,2,-5,-12,-16,-14,4,-9,-13,-6,-15,-3,-6,-17,-14,-16,-13
594,-13,-7,0,-6,-14,-17,-15,1,-5,-15,-6,-17,-4,-6,-16,-15,-12,-14
595,-14,-7,-3,-6,-14,-18,-17,-1,-8,-18,-7,-19,-8,-6,-19,-17,-14,-16
596,-13,-7,-6,-5,-15,-21,-16,-3,-8,-18,-7,-18,-8,-8,-18,-16,-17,-17
597,-15,-9,-7,-6,-16,-21,-16,-7,-12,-19,-7,-19,-8,-8,-17,-17,-17,-17
598,-14,-13,-8,-7,-18,-16,-14,-10,-10,-17,-9,-18,-11,-10,-19,-16,-15,-16
599,-15,-12,-12,-8,-17,-17,-14,-15,-13,-17,-13,-17,-13,-11,-16,-18,-17,-15
600,-16,-14,-11,-8,-18,-15,-12,-18,-16,-16,-16,-16,-15,-14,-17,-14,-16,-14
601,-13,-16,-12,-10,-17,-13,-15,-18,-15,-19,-16,-16,-17,-13,-16,-14,-15,-13
602,-13,-14,-14,-12,-16,-11,-13,-17,-16,-18,-15,-13,-20,-15,-15,-12,-14,-10
603,-13,-14,-17,-15,-14,-11,-15,-19,-16,-14,-16,-12,-19,-15,-14,-13,-12,-9
604,-13,-14,-20,-15,-13,-9,-13,-19,-18,-13,-16,-10,-18,-18,-10,-12,-10,-11
605,-15,-15,-22,-16,-12,-7,-12,-22,-17,-13,-16,-11,-19,-18,-8,-12,-10,-10
606,-13,-16,-22,-16,-14,-6,-11,-19,-15,-12,-16,-12,-19,-17,-9,-11,-9,-4
607,-11,-17,-21,-18,-10,-5,-10,-20,-19,-10,-13,-10,-20,-18,-8,-8,-8,-3
608,-8,-16,-22,-19,-10,-4,-8,-19,-17,-8,-16,-9,-17,-18,-5,-7,-7,-2
609,-8,-16,-23,-21,-9,-3,-5,-17,-18,-6,-15,-6,-17,-18,-4,-5,-2,1
610,-7,-14,-22,-20,-10,-3,-6,-14,-20,-8,-16,-6,-17,-19,-2,-4,1,0
611,-6,-14,-20,-20,-6,1,-5,-12,-16,-4,-16,-3,-16,-20,-3,-1,0,4
612,-5,-11,-15,-17,-4,2,-1,-13,-15,-3,-14,-1,-15,-18,-1,0,2,3
613,-1,-13,-12,-16,-2,5,-4,-9,-14,-2,-13,0,-15,-13,0,3,2,5
614,0,-10,-9,-16,0,5,-1,-9,-13,1,-11,2,-14,-14,2,6,4,5
615,3,-10,-8,-16,3,5,4,-6,-12,4,-12,2,-13,-12,3,7,4,4
616,4,-9,-8,-12,4,9,4,-4,-9,7,-11,5,-11,-10,5,6,3,6
617,7,-7,-5,-9,7,10,5,-2,-5,8,-10,7,-10,-8,6,11,6,9
618,9,-2,-2,-8,8,11,11,0,-4,9,-9,9,-10,-8,8,12,10,10
619,10,3,-1,-5,10,12,11,0,-2,12,-5,12,-7,-3,7,11,11,11
620,13,5,2,0,12,11,10,3,4,12,-1,12,-2,3,9,14,12,13
621,15,7,6,3,12,12,13,6,7,13,2,12,-4,4,12,14,11,13
622,13,12,6,3,16,14,11,6,8,14,3,16,0,7,12,17,12,14
623,16,16,9,7,16,14,16,8,12,14,10,18,4,10,13,17,11,17
624,17,20,11,10,17,19,16,11,15,16,15,16,7,14,13,18,12,18
625,17,22,12,12,16,19,20,11,17,17,15,16,10,17,12,20,16,21
626,17,26,16,16,17,19,20,12,18,17,18,20,11,19,15,19,16,23
627,17,27,14,19,18,21,21,13,24,19,22,20,15,22,15,21,16,21
628,20,28,17,25,21,19,22,16,27,20,24,22,18,25,20,22,18,23
629,20,29,19,28,21,19,22,16,28,21,27,21,22,27,19,22,19,21
630,20,29,19,32,20,16,20,17,28,21,30,20,27,27,19,19,19,19
631,20,25,19,30,20,15,20,19,31,22,32,19,26,26,18,18,19,17
632,20,24,18,31,21,17,18,18,31,19,31,19,28,29,18,18,15,17
633,19,22,19,32,20,16,16,18,29,16,33,17,28,27,16,16,16,17
634,19,19,19,30,19,15,18,17,28,18,29,13,29,25,14,14,14,12
635,16,18,19,29,17,14,13,17,25,16,27,13,30,23,14,11,13,12
636,11,15,17,31,14,12,12,17,22,13,23,10,29,20,14,11,14,9
637,11,13,16,27,12,8,9,17,21,10,22,6,28,18,15,8,8,5
638,10,8,15,20,11,5,8,14,17,10,18,1,23,17,11,3,7,3
639,6,6,14,18,7,1,2,13,13,7,15,-1,19,16,8,1,5,-1
640,5,5,12,17,3,-3,1,11,5,5,8,-4,17,13,3,-1,3,-4
641,2,1,7,12,-1,-5,-5,8,3,1,3,-5,13,8,2,-5,-3,-8
642,-2,-3,5,11,-3,-7,-7,7,0,-3,3,-9,8,5,0,-9,-5,-10
643,-4,-3,5,5,-4,-12,-10,6,-5,-5,-4,-11,4,1,-5,-10,-7,-14
644,-6,-6,2,0,-9,-14,-13,3,-8,-11,-4,-13,2,-3,-8,-13,-11,-15
645,-9,-9,-1,-4,-10,-17,-16,2,-12,-12,-6,-18,-1,-6,-11,-18,-14,-18
646,-11,-12,-3,-8,-12,-20,-19,-1,-14,-14,-8,-19,-6,-8,-14,-20,-17,-21
647,-15,-16,-5,-10,-16,-21,-21,-3,-19,-15,-13,-21,-7,-13,-18,-24,-17,-25
648,-19,-19,-6,-13,-19,-22,-24,-7,-21,-20,-16,-24,-12,-16,-21,-26,-19,-24
649,-19,-22,-10,-17,-23,-26,-26,-11,-24,-21,-20,-28,-14,-18,-22,-26,-25,-27
650,-22,-27,-13,-21,-24,-27,-25,-13,-26,-23,-23,-27,-19,-23,-24,-28,-27,-26
651,-27,-26,-14,-23,-23,-28,-27,-13,-27,-25,-26,-25,-23,-25,-27,-28,-26,-27
652,-26,-26,-16,-28,-25,-28,-27,-16,-29,-26,-26,-26,-24,-25,-25,-27,-25,-25
653,-27,-27,-15,-30,-24,-27,-25,-17,-26,-26,-28,-27,-28,-27,-28,-25,-25,-24
654,-23,-26,-15,-28,-25,-30,-23,-19,-25,-26,-27,-22,-29,-28,-28,-26,-27,-24
655,-26,-24,-18,-26,-24,-27,-23,-21,-23,-26,-26,-22,-28,-27,-26,-24,-24,-25
656,-25,-20,-19,-26,-20,-24,-23,-20,-22,-25,-29,-21,-27,-28,-26,-24,-23,-23
657,-25,-18,-19,-27,-24,-21,-22,-18,-20,-25,-27,-21,-27,-26,-26,-22,-24,-23
658,-23,-17,-21,-25,-23,-21,-19,-18,-17,-23,-26,-19,-25,-26,-23,-19,-24,-15
659,-23,-13,-19,-23,-21,-14,-16,-17,-16,-21,-20,-16,-23,-24,-23,-16,-22,-12
660,-21,-12,-17,-19,-18,-10,-12,-18,-15,-18,-19,-14,-21,-19,-19,-11,-18,-8
661,-16,-11,-16,-19,-16,-5,-8,-17,-13,-14,-16,-8,-15,-18,-14,-8,-15,-5
662,-13,-5,-15,-15,-15,-1,-5,-16,-10,-9,-15,-1,-14,-14,-8,-4,-9,-1
663,-9,-4,-14,-13,-10,3,-1,-15,-7,-7,-8,0,-13,-10,-5,1,-5,2
664,-6,-4,-14,-10,-2,4,3,-11,-5,-4,-7,3,-10,-7,-2,4,1,6
665,-3,-1,-13,-6,1,8,6,-9,-2,2,-7,6,-8,-5,2,8,4,7
666,-1,1,-12,-6,4,12,7,-10,-1,5,-6,9,-7,-3,6,12,6,11
667,2,0,-12,-3,7,14,11,-6,-2,8,-3,11,-6,-4,8,13,9,15
668,9,5,-9,-2,9,16,16,-5,0,11,-1,13,-3,0,12,16,13,17
669,11,5,-8,0,12,19,16,-4,3,16,1,16,-2,-1,13,18,17,20
670,14,9,-5,2,17,22,20,-1,8,19,5,18,1,4,16,19,17,22
671,17,11,-3,5,17,23,21,2,10,19,7,20,4,7,19,21,22,21
672,21,10,-4,8,19,22,22,2,11,22,8,21,7,4,22,22,21,20
673,21,13,-2,8,19,24,22,4,13,22,14,20,6,10,24,21,23,21
674,19,15,1,14,21,24,21,5,15,20,14,21,8,13,23,24,24,23
675,21,16,3,12,22,23,21,6,17,20,14,23,12,14,25,24,24,22
676,20,20,5,14,22,23,21,7,15,20,16,21,16,16,26,21,24,20
677,22,20,9,16,25,23,21,7,18,22,14,20,16,16,24,21,25,23
678,22,18,7,16,24,20,22,10,20,22,12,22,16,17,22,22,24,23
679,20,18,9,17,22,19,22,12,20,21,19,21,16,17,22,22,24,19
680,19,15,12,19,23,18,22,13,21,20,19,20,19,16,22,16,20,20
681,19,15,12,14,20,13,16,16,20,21,21,18,18,21,21,16,18,16
682,16,17,12,17,20,13,15,17,18,19,19,14,16,20,18,15,18,12
683,15,18,14,16,14,10,12,18,16,18,16,12,17,21,15,11,15,11
684,13,16,17,16,13,6,9,21,14,12,15,8,15,19,13,8,13,10
685,11,15,17,16,13,6,8,18,14,9,17,7,17,19,10,7,11,6
686,11,16,19,17,12,5,6,17,13,10,14,7,15,16,7,4,10,4
687,10,16,21,19,9,3,5,19,13,7,15,7,15,16,5,2,6,3
688,10,16,19,18,5,-1,3,19,15,8,15,3,20,16,2,2,3,0
689,7,16,21,18,4,-6,-1,17,15,5,17,-1,20,16,0,0,2,-2
690,6,15,18,17,1,-6,0,15,14,-2,15,-1,17,16,-3,-1,-4,-2
691,3,11,17,18,-2,-6,-5,13,12,-2,13,-2,19,15,-5,-4,-4,-5
692,2,7,15,15,-3,-6,-5,12,12,-5,12,-6,17,12,-3,-5,-5,-5
693,0,6,13,12,-5,-9,-5,11,6,-5,10,-6,14,10,-5,-8,-8,-6
694,0,3,13,8,-6,-8,-5,13,6,-5,8,-6,11,7,-8,-7,-9,-8
695,-3,0,12,4,-5,-8,-7,9,3,-6,4,-7,7,5,-7,-9,-8,-8
696,-3,-4,9,2,-4,-10,-9,8,1,-7,2,-9,5,2,-8,-6,-6,-8
697,-3,-4,7,-3,-5,-9,-9,5,-3,-9,-3,-7,1,-1,-9,-8,-10,-9
698,-6,-8,4,-5,-9,-12,-9,6,-6,-12,-5,-10,-3,-4,-10,-11,-11,-13
699,-10,-10,0,-7,-10,-14,-13,3,-10,-10,-8,-14,-8,-8,-10,-15,-14,-14
700,-11,-12,-1,-9,-13,-15,-15,0,-12,-13,-11,-14,-11,-12,-12,-14,-14,-14
701,-13,-15,-3,-11,-12,-17,-15,-1,-17,-15,-12,-17,-10,-14,-11,-18,-15,-13
702,-16,-19,-6,-15,-12,-16,-17,-3,-19,-16,-17,-18,-15,-18,-14,-18,-13,-12
703,-16,-20,-7,-17,-14,-15,-18,-4,-21,-15,-17,-18,-16,-21,-15,-17,-13,-15
704,-17,-19,-10,-17,-15,-14,-17,-9,-21,-15,-19,-19,-17,-22,-16,-19,-15,-15
705,-15,-19,-12,-17,-18,-15,-18,-11,-25,-16,-21,-19,-18,-22,-16,-18,-14,-16
706,-15,-21,-15,-16,-16,-16,-19,-12,-23,-16,-20,-19,-17,-22,-16,-17,-16,-19
707,-17,-22,-16,-17,-18,-13,-18,-14,-23,-18,-21,-19,-20,-24,-17,-17,-16,-19
708,-15,-24,-19,-16,-18,-15,-19,-19,-24,-18,-22,-16,-17,-24,-16,-18,-16,-19
709,-18,-25,-21,-18,-17,-15,-18,-22,-24,-15,-22,-19,-21,-25,-14,-18,-15,-21
710,-18,-23,-24,-22,-17,-14,-20,-21,-24,-17,-23,-17,-20,-26,-15,-17,-16,-19
711,-15,-23,-25,-22,-19,-14,-17,-23,-26,-15,-24,-17,-22,-24,-15,-14,-17,-17
712,-16,-22,-25,-21,-18,-14,-16,-23,-23,-15,-24,-15,-22,-22,-13,-16,-13,-17
713,-15,-19,-26,-19,-17,-15,-14,-22,-22,-13,-24,-12,-22,-22,-13,-14,-13,-16
714,-12,-18,-24,-19,-15,-11,-15,-23,-19,-12,-24,-12,-25,-21,-12,-11,-12,-11
715,-13,-15,-24,-18,-15,-9,-12,-23,-17,-10,-23,-9,-22,-17,-14,-12,-9,-11
716,-11,-11,-26,-17,-12,-8,-9,-25,-12,-11,-20,-8,-20,-14,-11,-6,-9,-8
717,-11,-8,-25,-17,-9,-6,-7,-25,-8,-8,-17,-4,-19,-12,-10,-6,-7,-4
718,-10,-6,-23,-13,-8,-4,-6,-21,-7,-7,-13,-3,-16,-8,-7,-1,-4,-1
719,-4,-5,-19,-9,-5,-2,-3,-18,-4,-3,-12,0,-12,-5,-7,1,-5,1
720,-5,-1,-16,-5,-4,0,2,-17,0,-1,-4,3,-9,-1,-5,2,-5,3
721,-1,2,-16,-4,-2,5,5,-15,2,0,-2,6,-7,1,-1,5,0,7
722,2,5,-10,-2,2,8,8,-9,6,1,2,11,-3,4,6,8,3,11
723,5,9,-7,4,6,11,10,-8,11,7,6,15,1,7,7,14,6,12
724,7,12,-5,8,10,14,15,1,12,10,11,15,4,14,10,17,12,19
725,9,14,0,10,13,16,17,4,14,14,14,17,9,13,13,18,14,23
726,13,15,4,13,15,20,20,7,15,17,18,22,10,16,15,21,16,25
727,17,17,8,15,17,24,20,9,17,19,19,26,12,17,19,26,20,28
728,19,16,10,18,22,26,23,14,19,21,21,27,15,16,21,28,22,30
729,23,17,12,19,23,27,26,17,19,24,21,26,16,18,25,28,25,28
730,25,20,16,20,26,28,30,19,21,27,21,26,19,18,27,29,28,29
731,26,24,19,21,30,30,30,19,22,28,19,27,19,20,30,30,29,28
732,26,25,18,22,28,29,29,21,24,27,19,28,21,21,32,30,32,28
733,26,25,19,23,26,28,26,21,23,26,22,27,21,21,30,29,26,24
734,28,24,20,23,29,27,25,23,23,27,23,25,21,21,28,28,25,24
735,25,22,20,22,25,25,23,25,22,26,20,23,23,22,28,25,24,20
736,24,22,23,21,23,22,23,25,20,25,18,20,25,23,26,21,25,19
737,24,20,20,20,23,19,19,26,19,23,18,20,21,21,22,19,22,14
738,22,19,23,18,19,16,18,26,18,19,17,17,21,19,22,18,20,14
739,21,16,21,16,17,13,17,25,16,14,17,12,19,20,19,11,19,8
740,19,15,19,17,14,10,14,24,14,16,13,7,19,17,16,7,14,5
741,15,12,18,16,12,4,8,20,10,11,14,5,16,15,13,3,10,3
742,9,10,16,15,8,0,6,17,9,6,12,2,14,14,9,2,4,-2
743,10,8,15,11,5,-1,2,16,8,3,9,-3,13,13,4,0,2,-5
744,4,5,13,8,2,-4,-2,12,5,-1,5,-10,11,10,-1,-4,-2,-5
745,-1,3,11,10,1,-8,-7,9,2,-5,3,-12,7,6,-4,-9,-5,-10
746,-1,0,9,5,-4,-11,-8,8,0,-6,2,-12,5,2,-7,-13,-9,-12
747,-5,-1,7,2,-7,-15,-13,5,-3,-10,1,-15,3,-1,-13,-15,-12,-15
748,-8,-4,4,1,-9,-19,-16,1,-4,-16,-2,-17,1,-4,-14,-17,-15,-18
749,-14,-7,2,-2,-13,-23,-19,-2,-9,-13,-5,-20,-1,-7,-16,-21,-19,-21
750,-15,-11,-1,-5,-17,-25,-20,-4,-7,-18,-7,-22,-5,-10,-20,-21,-22,-24
751,-17,-11,-1,-7,-21,-27,-23,-5,-10,-22,-6,-25,-5,-11,-23,-22,-28,-27
752,-22,-13,-3,-11,-23,-28,-24,-6,-11,-21,-11,-28,-9,-12,-27,-26,-29,-27
753,-23,-15,-6,-11,-25,-28,-26,-7,-12,-26,-15,-27,-11,-13,-28,-25,-28,-24
754,-25,-16,-8,-13,-28,-27,-27,-9,-12,-27,-17,-26,-13,-15,-29,-23,-30,-27
755,-26,-14,-8,-14,-27,-27,-24,-10,-16,-26,-19,-25,-16,-17,-30,-23,-28,-26
756,-26,-16,-10,-16,-26,-25,-22,-10,-16,-26,-19,-24,-17,-19,-27,-23,-26,-22
757,-25,-20,-11,-16,-25,-22,-22,-12,-18,-23,-19,-23,-19,-20,-24,-21,-25,-19
758,-23,-16,-12,-19,-24,-20,-19,-11,-16,-20,-20,-18,-21,-17,-24,-20,-25,-17
759,-23,-16,-12,-17,-22,-17,-18,-12,-18,-18,-18,-17,-21,-18,-21,-17,-23,-15
760,-21,-17,-15,-17,-19,-15,-15,-16,-19,-12,-19,-15,-21,-17,-19,-14,-19,-11
761,-18,-22,-17,-16,-17,-13,-11,-16,-19,-12,-21,-15,-22,-18,-17,-12,-16,-11
762,-16,-16,-17,-18,-16,-9,-8,-15,-20,-9,-19,-10,-18,-19,-14,-10,-14,-8
763,-16,-15,-16,-15,-15,-7,-7,-17,-19,-10,-18,-8,-21,-17,-12,-10,-9,-5
764,-11,-15,-17,-15,-13,-5,-5,-18,-20,-8,-17,-8,-22,-19,-9,-5,-7,-5
765,-9,-15,-17,-15,-9,-3,-6,-17,-17,-6,-15,-6,-19,-16,-9,-4,-8,-5
766,-7,-12,-17,-15,-9,-1,-7,-16,-13,-5,-12,-4,-17,-17,-3,-4,-6,-3
767,-6,-12,-17,-13,-6,2,-7,-16,-12,-6,-10,-2,-15,-14,-1,-4,-2,-2
768,-6,-12,-18,-10,-6,2,-2,-14,-11,-7,-9,-3,-15,-13,-2,-3,-1,-1
769,-6,-8,-18,-9,-4,1,0,-14,-10,-6,-8,2,-12,-10,-1,-2,0,2
770,-4,-6,-18,-8,-3,5,1,-12,-8,-2,-6,4,-9,-8,3,2,3,4
771,-3,-5,-17,-8,1,11,5,-12,-3,1,-7,8,-9,-7,6,5,8,7
772,0,-6,-16,-4,4,11,9,-10,1,3,-4,8,-7,-6,9,7,10,10
773,4,-3,-15,-3,6,14,13,-9,0,7,-1,11,-3,-2,11,7,12,13
774,5,1,-12,-2,9,16,11,-8,4,9,3,12,-3,-2,10,12,13,13
775,7,3,-12,3,12,13,16,-9,6,13,4,14,0,4,13,15,17,14
776,10,4,-11,3,15,13,19,-6,8,18,4,16,1,8,15,15,19,16
777,13,5,-10,4,15,18,18,-6,7,16,8,16,4,10,19,14,22,16
778,16,8,-6,5,15,20,18,-2,7,18,8,16,5,13,18,16,22,20
779,16,10,-5,6,18,18,16,-3,9,19,6,17,6,14,19,21,23,18
780,17,13,-3,9,20,18,22,-2,9,22,9,22,9,15,18,18,24,21
781,18,15,-2,8,19,18,21,2,11,22,14,20,12,17,19,19,23,22
782,20,16,0,11,21,18,18,5,16,19,16,20,12,18,17,20,22,21
783,21,19,5,13,21,16,18,6,16,19,16,18,16,19,18,16,20,20
784,22,18,7,15,21,16,18,9,20,19,18,18,19,19,16,15,15,18
785,21,20,14,16,19,17,15,13,21,21,18,18,21,22,16,15,16,20
786,19,20,14,17,19,15,15,15,21,18,19,18,19,23,14,15,12,17
787,17,21,17,20,19,14,17,16,22,17,19,19,19,21,13,16,12,17
788,16,21,18,19,18,14,17,19,23,18,20,19,21,21,14,17,13,19
789,16,21,22,19,16,15,15,25,22,16,20,19,20,20,13,16,13,18
790,18,19,25,20,17,14,16,24,20,16,19,17,18,18,15,14,12,15
791,16,19,28,22,15,11,17,25,19,14,18,16,18,17,16,15,13,14
792,17,18,27,22,16,10,12,28,20,14,17,14,18,17,16,13,12,10
793,16,17,27,20,13,7,9,28,19,12,17,10,17,14,12,10,11,7
794,14,12,29,18,11,5,7,28,15,9,14,6,17,12,7,6,10,5
795,8,12,28,15,10,3,2,26,13,7,12,4,14,12,4,3,7,3
796,6,9,24,14,6,0,1,26,12,4,10,0,11,10,3,-1,3,-1
797,3,8,23,13,4,-3,-2,25,8,-2,8,-2,12,8,0,-4,0,-6
798,4,7,22,12,0,-7,-5,21,6,-1,7,-7,10,6,-3,-7,-3,-11
799,-1,4,17,10,-4,-9,-9,20,4,-5,6,-11,8,5,-7,-10,-8,-12
800,-5,2,13,6,-8,-11,-9,19,2,-7,4,-12,5,2,-9,-15,-10,-15
801,-7,0,12,5,-11,-15,-14,10,-1,-11,2,-15,4,0,-14,-16,-10,-16
802,-11,-4,7,4,-14,-16,-16,7,-5,-12,-1,-18,4,-4,-17,-18,-15,-19
803,-14,-6,0,2,-14,-14,-19,3,-6,-16,-4,-21,1,-6,-18,-21,-15,-22
804,-17,-9,-1,-2,-17,-15,-21,0,-9,-18,-6,-20,-2,-9,-21,-22,-18,-25
805,-16,-12,-2,-4,-21,-18,-21,-3,-12,-20,-8,-21,-4,-11,-20,-22,-21,-27
806,-18,-12,-7,-7,-20,-19,-24,-5,-15,-21,-11,-21,-7,-12,-21,-22,-21,-25
807,-18,-16,-11,-10,-21,-20,-24,-13,-18,-20,-14,-21,-11,-14,-23,-22,-21,-27
808,-21,-21,-11,-13,-23,-20,-24,-15,-18,-22,-17,-22,-12,-18,-23,-23,-22,-24
809,-21,-19,-16,-16,-22,-23,-22,-19,-20,-21,-18,-23,-16,-19,-24,-23,-26,-24
810,-22,-22,-18,-17,-23,-24,-24,-21,-20,-24,-20,-24,-18,-18,-23,-23,-23,-24
811,-20,-23,-22,-18,-23,-22,-24,-26,-22,-27,-19,-23,-19,-21,-22,-20,-24,-25
812,-21,-23,-24,-20,-24,-23,-21,-27,-21,-23,-22,-22,-20,-21,-22,-21,-22,-23
813,-23,-22,-25,-22,-25,-21,-22,-29,-22,-21,-22,-23,-22,-19,-21,-20,-20,-19
814,-22,-22,-29,-21,-21,-20,-20,-31,-20,-21,-22,-21,-22,-18,-21,-16,-19,-17
815,-22,-23,-27,-22,-21,-16,-15,-29,-19,-20,-22,-16,-19,-20,-17,-16,-19,-14
816,-20,-23,-28,-19,-20,-14,-13,-28,-17,-16,-22,-13,-21,-18,-15,-13,-18,-12
817,-17,-20,-26,-20,-16,-14,-12,-27,-17,-13,-18,-12,-18,-18,-17,-10,-14,-8
818,-14,-18,-21,-19,-13,-11,-8,-23,-15,-13,-17,-8,-21,-16,-14,-5,-11,-5
819,-13,-17,-22,-20,-11,-5,-2,-21,-17,-9,-19,-4,-21,-15,-13,-2,-6,-1
820,-10,-15,-21,-17,-7,-1,0,-19,-14,-5,-18,0,-19,-15,-10,-1,-4,1
821,-6,-12,-17,-16,-6,4,4,-15,-11,-1,-13,2,-20,-15,-6,3,-2,4
822,-3,-10,-16,-15,-1,7,6,-13,-11,2,-12,6,-16,-12,-1,8,2,9
823,2,-5,-15,-12,1,8,8,-11,-10,4,-11,9,-14,-13,4,9,5,11
824,5,0,-12,-9,5,13,10,-7,-5,8,-7,10,-9,-11,4,13,7,13
825,8,2,-11,-9,8,17,14,-7,-4,11,-7,14,-9,-7,10,14,12,14
826,10,7,-9,-4,9,17,15,-4,-3,11,-4,15,-8,-8,11,16,13,18
827,11,9,-5,-2,13,18,17,-5,0,12,-2,16,-5,-1,14,19,13,17
828,12,8,-6,1,16,21,17,-1,5,14,2,18,-2,-2,14,18,18,19
829,15,9,-2,3,15,21,18,3,8,15,2,18,3,0,17,19,18,18
830,14,13,2,5,16,21,19,6,9,14,5,20,6,3,18,20,19,18
831,15,18,2,9,20,23,19,9,12,19,9,19,9,6,22,20,21,18
832,17,15,6,12,21,22,20,13,15,19,13,21,11,8,22,21,22,22
833,21,20,6,13,19,21,24,14,15,17,13,21,14,12,22,21,24,23
834,19,19,8,15,23,20,22,16,17,21,16,22,18,14,24,22,24,21
835,20,19,9,16,23,21,21,16,21,23,23,21,18,17,25,19,26,18
836,22,21,12,18,21,22,21,20,21,20,21,21,18,19,26,18,24,18
837,23,24,16,19,19,18,20,19,21,21,21,18,19,19,22,18,23,17
838,20,22,17,21,21,19,15,17,22,21,23,16,20,22,22,17,21,18
839,20,22,18,18,20,16,16,19,21,21,24,16,18,22,20,16,19,17
840,18,24,18,23,18,17,15,19,20,18,23,14,21,23,18,13,17,14
841,19,23,19,22,16,15,12,21,20,18,24,10,22,23,17,11,13,13
842,17,22,20,22,17,11,10,19,19,14,24,11,23,22,15,8,10,8
843,18,23,21,21,12,8,9,16,22,13,25,8,22,21,12,9,10,7
844,15,18,17,25,10,6,8,18,19,11,23,6,21,21,8,5,8,4
845,11,17,16,21,8,3,6,18,16,11,22,5,22,19,8,4,3,0
846,8,14,15,21,7,0,2,16,16,7,20,2,20,18,4,2,1,1
847,6,13,16,19,4,-3,1,15,16,3,15,2,16,16,0,0,0,-2
848,3,8,13,15,0,-2,-4,14,10,1,11,-1,15,11,-3,0,-1,-5
849,1,4,15,13,1,-4,-5,13,9,-1,10,-1,13,9,-5,-4,-5,-5
850,-3,3,15,10,0,-7,-9,12,5,-1,6,-3,12,7,-2,-5,-8,-8
851,-4,0,15,6,-4,-10,-9,15,3,-4,3,-6,9,2,-6,-9,-9,-12
852,-7,-3,15,3,-4,-12,-9,14,1,-4,0,-9,6,0,-9,-11,-12,-12
853,-8,-3,12,-1,-6,-15,-10,11,-1,-6,-2,-12,2,-3,-10,-14,-16,-13
854,-10,-10,9,-5,-8,-17,-14,7,-4,-8,-5,-15,-2,-5,-14,-17,-14,-15
855,-13,-10,5,-5,-10,-18,-14,4,-7,-10,-9,-17,-3,-6,-16,-16,-18,-17
856,-15,-11,4,-10,-12,-18,-13,3,-9,-13,-13,-18,-8,-5,-16,-16,-19,-17
857,-15,-13,1,-13,-15,-19,-17,-2,-13,-14,-12,-18,-12,-8,-20,-18,-17,-17
858,-15,-15,-3,-10,-19,-19,-18,-6,-18,-15,-15,-19,-12,-11,-20,-16,-18,-19
859,-15,-17,-7,-12,-20,-19,-19,-9,-18,-17,-15,-19,-15,-15,-20,-17,-19,-20
860,-18,-18,-8,-15,-19,-19,-20,-10,-21,-19,-16,-22,-17,-16,-19,-19,-19,-17
861,-18,-18,-11,-14,-22,-18,-19,-10,-20,-21,-18,-19,-18,-16,-21,-20,-22,-20
862,-22,-19,-14,-15,-23,-15,-20,-12,-20,-20,-20,-22,-19,-20,-23,-19,-21,-19
863,-23,-21,-15,-16,-22,-17,-20,-14,-20,-20,-20,-18,-18,-20,-20,-18,-21,-16
864,-23,-21,-19,-19,-22,-15,-21,-16,-19,-21,-20,-17,-20,-22,-20,-16,-19,-14
865,-22,-23,-20,-21,-20,-14,-20,-15,-18,-23,-20,-16,-20,-23,-17,-16,-17,-16
866,-22,-20,-20,-22,-17,-12,-19,-16,-19,-21,-18,-16,-20,-23,-16,-14,-15,-15
867,-21,-18,-23,-20,-17,-11,-18,-18,-19,-20,-20,-15,-20,-21,-15,-14,-11,-12
868,-19,-18,-22,-19,-18,-10,-14,-18,-18,-16,-19,-14,-19,-21,-12,-10,-12,-10
869,-18,-19,-23,-20,-16,-9,-13,-22,-18,-13,-19,-9,-18,-18,-11,-10,-9,-8
870,-14,-15,-25,-20,-13,-7,-12,-22,-18,-10,-16,-9,-17,-19,-7,-9,-6,-7
871,-16,-12,-25,-19,-10,-4,-8,-25,-14,-12,-14,-7,-17,-14,-6,-5,-2,-5
872,-12,-13,-26,-19,-9,-2,-6,-22,-16,-7,-15,-6,-15,-15,-4,-5,0,-2
873,-11,-10,-24,-16,-8,-2,-3,-24,-14,-5,-12,-4,-15,-12,-3,1,2,-2
874,-6,-6,-23,-14,-5,3,-1,-23,-10,-2,-10,0,-14,-9,-2,1,4,2
875,-1,-4,-21,-12,-1,3,2,-25,-6,-2,-6,3,-11,-5,0,2,7,3
876,0,0,-20,-11,1,3,4,-21,-6,3,-3,5,-9,-4,3,5,7,7
877,4,-1,-17,-7,4,7,7,-17,-4,4,-1,9,-4,-1,6,8,7,8
878,5,3,-10,-3,4,8,9,-16,0,5,1,12,-2,1,7,8,9,9
879,8,3,-7,2,7,10,12,-13,3,9,4,11,-1,1,8,11,9,13
