,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
355,-20,-20,-21,-20,-21,-22,-17,-21,-17,-23,-22,-21,-20,-22,-20
356,-18,-21,-19,-18,-20,-21,-14,-18,-18,-21,-20,-19,-15,-23,-20
357,-14,-18,-18,-13,-18,-19,-11,-15,-16,-20,-19,-16,-14,-21,-14
358,-13,-18,-12,-10,-16,-16,-9,-13,-15,-16,-16,-11,-10,-21,-9
359,-7,-12,-7,-1,-14,-13,-6,-7,-13,-13,-10,-7,-4,-16,-1
360,-3,-9,-1,5,-7,-7,3,0,-6,-5,-5,0,1,-12,4
361,2,-3,6,9,-4,-1,7,3,0,2,-1,5,6,-6,10
362,9,4,10,12,3,6,14,8,4,8,5,10,11,2,15
363,13,10,14,20,6,10,20,17,9,11,11,16,15,10,19
364,20,14,24,26,9,15,21,24,15,15,19,23,18,14,28
365,24,22,28,28,15,22,25,26,21,22,25,25,24,21,30
366,26,26,27,28,23,26,25,31,25,26,28,27,28,25,32
367,29,29,25,29,24,28,27,33,25,30,30,28,27,27,34
368,29,28,29,27,27,30,28,33,27,31,28,30,27,28,34
369,30,31,27,26,27,30,26,31,28,33,30,27,27,30,31
370,24,32,26,22,29,30,21,28,27,29,29,25,24,29,27
371,22,28,20,17,26,23,17,23,22,26,23,20,20,25,18
372,16,23,18,15,22,16,13,18,20,22,18,16,15,20,15
373,16,20,14,10,16,15,7,13,15,19,15,13,12,16,12
374,12,15,7,3,12,13,3,7,11,15,9,6,7,12,5
375,6,8,1,-2,11,5,-4,1,7,8,5,2,3,4,-2
376,-1,2,-2,-8,2,-1,-8,-6,1,0,-2,-4,-5,2,-6
377,-6,-2,-8,-12,-2,-3,-11,-10,-4,-5,-5,-9,-7,-4,-11
378,-11,-6,-12,-18,-3,-9,-15,-15,-7,-8,-12,-12,-13,-9,-18
379,-15,-12,-18,-21,-10,-16,-17,-18,-12,-13,-13,-17,-17,-15,-23
380,-19,-17,-22,-24,-14,-21,-21,-22,-16,-21,-18,-21,-23,-20,-23
381,-20,-21,-22,-25,-18,-24,-20,-23,-19,-20,-19,-21,-24,-23,-24
382,-22,-22,-22,-24,-18,-24,-20,-22,-18,-20,-23,-21,-23,-24,-22
383,-22,-20,-22,-25,-21,-23,-19,-23,-18,-22,-24,-22,-23,-22,-25
384,-22,-23,-22,-21,-22,-21,-19,-22,-18,-22,-21,-22,-23,-21,-22
385,-18,-22,-17,-18,-17,-21,-15,-20,-20,-21,-21,-20,-22,-21,-20
386,-13,-18,-14,-14,-16,-18,-11,-14,-15,-17,-16,-14,-16,-18,-16
387,-9,-14,-11,-11,-14,-15,-10,-10,-10,-12,-12,-11,-13,-15,-11
388,-9,-10,-10,-7,-10,-10,-7,-8,-8,-8,-10,-10,-8,-8,-6
389,-5,-8,-7,-3,-7,-7,-1,-5,-6,-6,-8,-6,-5,-8,-5
390,1,-4,-1,2,-5,-3,1,-1,-5,-2,-3,0,-2,-4,2
391,5,1,3,7,-2,1,4,4,1,0,1,3,2,0,7
392,7,7,4,6,2,4,8,5,4,5,5,5,5,5,5
393,8,7,5,6,5,6,7,5,5,8,7,5,7,8,8
394,10,8,5,7,7,5,7,7,6,9,8,8,8,4,8
395,6,10,7,7,7,5,7,5,5,9,9,9,9,7,9
396,4,10,7,6,7,8,5,4,4,6,8,9,5,8,5
397,-1,7,2,2,5,6,2,2,4,9,5,3,4,3,1
398,-7,6,-3,-1,4,-1,-1,1,-1,3,2,-1,1,1,-2
399,-8,3,-4,-4,0,-3,-5,-1,-4,-2,0,-4,-4,-2,-3
400,-10,-1,-8,-6,-3,-5,-8,-5,-5,-5,-3,-8,-8,-5,-3
401,-12,-2,-11,-8,-7,-7,-12,-8,-8,-6,-4,-7,-7,-6,-4
402,-14,-3,-13,-10,-7,-9,-14,-9,-12,-9,-7,-10,-10,-6,-6
403,-13,-9,-12,-11,-8,-11,-13,-9,-14,-9,-8,-9,-12,-8,-7
404,-11,-10,-11,-10,-9,-11,-10,-9,-11,-8,-10,-9,-11,-9,-8
405,-9,-9,-8,-6,-11,-7,-9,-6,-10,-6,-12,-6,-8,-10,-3
406,-5,-9,-7,-3,-9,-7,-6,-2,-6,-6,-9,-5,-6,-7,-1
407,3,-7,-1,1,-7,-2,-2,1,-3,-2,-6,2,-2,-4,0
408,8,-3,3,7,-3,2,5,9,1,3,0,6,0,-1,6
409,12,2,11,13,1,5,10,12,7,9,6,11,6,5,10
410,18,5,18,16,7,9,15,17,14,15,11,17,12,9,14
411,21,12,21,19,11,15,20,20,18,18,15,20,17,14,16
412,25,17,25,24,17,19,24,24,22,21,19,23,22,20,20
413,28,18,28,28,22,22,28,28,28,27,25,26,27,23,23
414,30,24,31,30,26,25,31,30,29,30,27,28,31,25,24
415,31,27,32,32,29,27,32,30,31,30,31,28,31,29,23
416,28,29,30,28,30,27,30,27,32,29,31,27,29,31,21
417,24,26,28,26,30,26,25,24,27,28,31,25,27,29,22
418,24,26,27,21,29,22,23,23,26,25,28,21,25,24,20
419,17,23,21,14,25,22,18,17,22,24,25,17,22,20,14
420,10,21,10,4,22,16,12,8,18,15,20,11,17,18,7
421,0,13,4,-1,17,9,2,-2,10,8,13,3,8,9,1
422,-8,4,-3,-9,9,1,-7,-8,4,1,4,-5,0,0,-10
423,-16,-1,-11,-17,3,-8,-15,-14,-6,-8,-4,-15,-6,-5,-15
424,-26,-8,-20,-27,-9,-18,-23,-24,-14,-17,-11,-23,-15,-14,-21
425,-33,-17,-29,-35,-17,-24,-32,-31,-24,-25,-21,-32,-24,-24,-25
426,-39,-23,-35,-38,-26,-31,-36,-35,-33,-32,-29,-38,-31,-31,-33
427,-41,-29,-42,-44,-34,-38,-42,-42,-38,-38,-36,-42,-37,-36,-37
428,-44,-35,-44,-45,-39,-39,-43,-43,-43,-39,-42,-44,-43,-42,-39
429,-48,-38,-48,-49,-42,-43,-46,-43,-44,-45,-45,-49,-46,-45,-39
430,-46,-41,-46,-44,-47,-45,-45,-43,-45,-48,-43,-47,-46,-46,-37
431,-43,-39,-45,-41,-47,-40,-40,-38,-46,-43,-43,-42,-42,-47,-34
432,-37,-38,-35,-35,-44,-39,-35,-36,-43,-39,-38,-36,-38,-43,-29
433,-33,-35,-30,-26,-42,-35,-31,-27,-35,-36,-35,-31,-34,-35,-25
434,-23,-31,-25,-18,-36,-28,-22,-20,-29,-29,-29,-21,-28,-31,-15
435,-13,-24,-15,-7,-27,-21,-12,-9,-20,-20,-21,-10,-20,-23,-5
436,-1,-12,-2,2,-18,-8,-1,0,-10,-10,-11,0,-11,-14,5
437,9,0,8,10,-8,3,9,11,1,3,-1,10,1,0,13
438,20,10,17,22,3,12,21,20,11,13,8,20,12,13,23
439,29,18,29,31,13,21,30,29,21,21,20,30,24,20,30
440,35,26,34,37,22,28,37,39,30,30,27,35,30,29,34
441,42,32,40,44,32,37,43,43,39,38,35,44,38,37,45
442,46,37,45,47,38,42,45,48,42,43,40,47,43,44,45
443,50,44,48,47,45,45,51,49,51,51,47,48,48,49,45
444,49,45,47,48,49,48,49,50,56,51,46,48,52,50,45
445,47,44,46,47,48,46,46,47,53,50,46,46,49,52,45
446,45,46,43,46,50,44,44,46,53,49,46,44,44,47,41
447,39,43,41,36,47,42,38,41,48,44,43,39,42,43,36
448,33,35,31,26,44,35,29,33,39,37,38,31,38,38,27
449,25,28,21,18,36,28,22,23,30,28,31,21,30,29,18
450,13,20,13,11,29,19,11,13,22,22,21,12,23,20,8
451,2,12,2,0,19,11,3,5,11,10,10,2,14,9,-1
452,-9,3,-8,-11,8,0,-8,-5,2,0,4,-9,2,0,-10
453,-18,-9,-18,-22,-1,-9,-19,-16,-10,-11,-7,-20,-11,-12,-22
454,-28,-17,-27,-31,-12,-22,-27,-28,-23,-20,-19,-30,-19,-21,-31
455,-36,-24,-37,-38,-23,-31,-34,-35,-32,-30,-25,-35,-28,-30,-36
456,-44,-31,-44,-45,-30,-37,-43,-40,-39,-38,-33,-44,-37,-38,-40
457,-46,-40,-50,-47,-37,-46,-47,-44,-49,-43,-42,-50,-46,-44,-46
458,-50,-44,-50,-50,-45,-48,-49,-47,-53,-45,-45,-51,-51,-48,-47
459,-50,-47,-52,-48,-47,-47,-50,-49,-53,-46,-51,-50,-53,-49,-46
460,-45,-47,-47,-46,-50,-48,-50,-48,-51,-47,-48,-48,-51,-50,-44
461,-44,-45,-44,-44,-49,-46,-46,-43,-47,-45,-45,-45,-48,-48,-42
462,-40,-44,-39,-37,-47,-43,-41,-40,-46,-43,-43,-39,-43,-45,-35
463,-31,-37,-33,-27,-42,-38,-33,-30,-36,-36,-37,-30,-38,-41,-25
464,-23,-28,-24,-19,-36,-27,-22,-19,-30,-28,-28,-20,-28,-30,-14
465,-15,-18,-14,-8,-27,-17,-14,-11,-15,-18,-20,-11,-18,-19,-7
466,-5,-11,-5,1,-15,-9,-7,-6,-8,-9,-9,-2,-8,-10,1
467,4,-4,4,7,-8,1,3,2,3,-1,-1,7,-1,-2,10
468,15,6,12,18,2,9,12,15,13,11,9,15,8,6,21
469,24,18,25,26,11,19,22,22,23,19,21,23,19,16,29
470,32,27,32,34,22,27,29,31,34,27,27,35,25,26,37
471,38,30,36,36,29,34,37,36,38,34,33,38,31,32,42
472,42,35,41,40,35,39,43,42,45,40,40,43,36,37,45
473,43,39,45,43,39,43,43,46,50,43,43,45,39,41,46
474,43,42,46,41,45,45,44,45,53,45,44,43,40,43,44
475,42,42,43,39,46,45,44,45,51,46,44,44,41,45,42
476,40,41,40,36,45,44,41,42,49,44,44,42,38,43,38
477,39,40,36,33,42,41,38,38,44,43,42,38,39,42,36
478,31,35,32,28,39,37,33,35,38,38,39,31,33,38,31
479,26,30,24,20,37,29,28,25,32,32,34,24,29,33,25
480,19,28,20,17,33,23,20,19,26,24,25,18,20,25,17
481,13,19,14,11,25,19,15,14,19,17,20,13,16,19,11
482,5,12,7,2,20,12,9,6,13,12,12,6,10,12,6
483,-1,7,-3,-5,12,3,-1,-6,3,3,7,-3,3,4,-6
484,-8,1,-12,-15,3,-5,-10,-12,-3,-5,-3,-11,-6,-5,-15
485,-13,-6,-19,-18,-8,-12,-18,-18,-13,-14,-12,-20,-13,-13,-22
486,-20,-13,-24,-24,-14,-20,-20,-24,-20,-21,-17,-26,-18,-20,-26
487,-25,-18,-27,-27,-18,-25,-27,-28,-26,-26,-22,-28,-23,-24,-28
488,-31,-22,-30,-30,-23,-29,-29,-31,-31,-30,-25,-31,-29,-28,-31
489,-31,-27,-34,-34,-28,-33,-32,-34,-35,-32,-31,-34,-33,-34,-34
490,-32,-30,-37,-34,-31,-36,-32,-35,-36,-34,-32,-36,-34,-37,-33
491,-33,-33,-34,-30,-34,-33,-31,-34,-35,-35,-33,-34,-34,-36,-30
492,-32,-31,-31,-28,-33,-32,-28,-29,-34,-33,-33,-29,-32,-35,-30
493,-31,-31,-29,-24,-32,-29,-27,-26,-31,-31,-30,-27,-31,-31,-26
494,-27,-28,-22,-22,-28,-27,-24,-20,-30,-25,-28,-23,-26,-28,-20
495,-21,-25,-20,-15,-24,-23,-16,-18,-24,-24,-24,-18,-21,-24,-14
496,-12,-19,-11,-8,-22,-15,-11,-11,-21,-15,-17,-12,-13,-18,-5
497,-6,-14,-5,-1,-17,-9,-5,-3,-12,-9,-12,-4,-9,-13,2
498,3,-8,3,5,-11,-3,3,6,-5,-2,-3,3,-2,-5,9
499,8,-1,10,11,-1,6,10,13,6,5,3,10,5,4,16
500,16,5,18,18,6,11,17,17,10,14,8,17,12,9,21
501,21,12,23,24,12,18,24,23,19,20,17,23,19,15,22
502,27,20,29,26,19,23,25,27,22,24,21,27,23,23,27
503,31,23,32,29,24,26,26,28,28,30,24,31,26,30,28
504,32,27,36,30,27,28,28,32,31,31,28,32,26,30,30
505,31,28,35,29,30,30,29,30,32,31,32,33,29,33,29
506,28,31,32,29,31,29,28,30,30,30,31,31,30,35,28
507,26,28,29,23,31,28,26,25,31,29,31,27,26,32,21
508,21,26,23,18,30,26,20,20,26,27,26,23,20,29,16
509,16,23,17,14,24,20,15,14,23,20,22,18,19,25,11
510,11,19,12,9,22,14,8,13,18,16,17,14,15,21,3
511,4,15,5,-1,18,8,3,4,10,10,11,7,7,12,-5
512,-4,8,-3,-7,13,2,-6,-3,2,3,4,-4,1,5,-11
513,-13,-2,-10,-13,3,-8,-14,-10,-3,-7,-3,-11,-7,-3,-16
514,-18,-9,-19,-20,-6,-13,-20,-15,-10,-11,-12,-21,-13,-10,-20
515,-22,-14,-26,-25,-11,-20,-24,-21,-17,-20,-16,-24,-19,-18,-25
516,-29,-22,-30,-29,-17,-23,-29,-25,-22,-26,-22,-31,-24,-26,-28
517,-33,-24,-36,-33,-27,-29,-33,-31,-30,-30,-27,-33,-28,-31,-32
518,-32,-26,-35,-32,-31,-34,-34,-33,-33,-35,-32,-36,-32,-35,-33
519,-34,-28,-36,-31,-33,-35,-32,-33,-36,-36,-34,-37,-33,-34,-29
520,-34,-31,-33,-29,-36,-34,-32,-32,-34,-36,-34,-34,-32,-35,-24
521,-31,-32,-29,-26,-33,-34,-25,-28,-31,-33,-31,-30,-29,-35,-21
522,-22,-28,-25,-21,-32,-28,-20,-22,-26,-28,-25,-25,-26,-32,-16
523,-17,-24,-19,-14,-30,-23,-13,-16,-20,-23,-20,-19,-22,-26,-8
524,-11,-18,-15,-6,-20,-19,-9,-10,-15,-16,-14,-12,-15,-21,-2
525,-7,-12,-6,2,-16,-10,-1,-5,-10,-10,-10,-6,-9,-14,6
526,1,-4,2,8,-7,-3,5,3,-1,-1,-1,3,-1,-6,11
527,9,1,8,15,-3,6,12,13,5,6,7,11,7,0,18
528,16,9,17,19,5,14,16,20,12,13,14,18,14,8,22
529,20,17,22,22,14,17,23,26,17,22,19,24,21,15,25
530,24,18,26,26,19,23,24,30,24,24,24,28,24,23,32
531,27,23,27,30,23,27,28,32,25,29,25,27,28,26,33
532,30,25,29,30,26,30,27,35,28,34,27,30,28,29,34
533,30,29,30,28,32,31,28,32,29,35,30,30,32,31,30
534,28,28,26,25,31,29,24,31,27,33,29,26,31,33,25
535,26,24,25,20,30,27,22,26,24,30,26,24,24,30,22
536,21,22,22,18,28,23,19,23,26,26,21,20,22,26,16
537,18,19,17,13,22,21,15,17,22,20,19,15,18,19,11
538,12,15,14,8,17,17,10,13,16,14,16,9,12,18,8
539,7,10,7,1,14,11,1,5,12,8,8,3,8,10,-2
540,-1,2,0,-1,8,7,-2,-1,6,3,3,-2,6,4,-7
541,-6,-2,-4,-8,2,-1,-7,-4,0,0,-1,-9,-1,-2,-11
542,-10,-6,-8,-13,-1,-5,-10,-9,-4,-4,-7,-10,-6,-6,-12
543,-11,-8,-10,-18,-5,-11,-14,-13,-8,-9,-9,-11,-10,-12,-14
544,-13,-10,-12,-17,-8,-12,-15,-15,-11,-13,-13,-15,-13,-16,-15
545,-15,-13,-15,-16,-13,-14,-15,-16,-14,-13,-12,-16,-15,-15,-18
546,-15,-14,-15,-16,-14,-17,-14,-17,-14,-16,-16,-16,-16,-15,-19
547,-15,-16,-16,-15,-13,-16,-13,-18,-18,-17,-18,-17,-17,-17,-21
548,-15,-16,-17,-12,-16,-17,-13,-15,-17,-16,-18,-18,-18,-16,-19
549,-12,-13,-15,-11,-14,-15,-13,-13,-17,-15,-16,-14,-19,-14,-15
550,-10,-11,-12,-9,-14,-15,-10,-12,-18,-13,-13,-14,-16,-14,-12
551,-10,-7,-9,-8,-13,-13,-10,-13,-16,-9,-11,-10,-11,-16,-9
552,-11,-6,-9,-5,-11,-10,-7,-9,-12,-10,-6,-9,-11,-13,-5
553,-7,-4,-8,-4,-8,-10,-5,-9,-11,-9,-7,-7,-8,-12,-1
554,-5,-2,-4,-2,-9,-6,-6,-4,-9,-5,-3,-6,-5,-9,1
555,-5,-1,-3,-2,-8,-3,-5,-2,-3,-6,0,-3,-4,-5,2
556,-5,1,-5,0,-3,-3,-6,0,-3,-3,1,-2,-1,-3,2
557,-5,1,-3,0,-1,-4,-4,2,-3,-3,-1,-1,-3,-3,3
558,-3,1,-2,1,0,1,-3,0,0,-2,-1,0,-1,-4,3
559,-3,2,-1,3,-2,1,-5,0,2,-1,2,1,0,-3,6
560,-1,3,-1,2,-2,2,-3,2,3,1,2,2,0,-4,4
561,1,2,1,1,1,1,-3,4,2,3,3,0,0,0,5
562,-1,2,1,3,0,2,-2,1,4,3,3,2,2,-1,5
563,1,1,2,4,1,4,-2,3,7,5,2,0,4,0,5
564,5,1,5,3,2,2,0,7,4,4,3,4,3,2,6
565,5,2,4,1,2,5,4,7,7,7,5,5,4,1,5
566,5,4,6,2,0,5,4,5,8,6,4,2,3,6,9
567,6,3,6,4,1,3,5,6,7,6,8,6,2,5,8
568,7,4,9,6,2,7,11,8,8,8,7,7,4,6,8
569,9,6,9,5,4,8,11,9,8,9,7,7,4,10,7
570,8,6,10,7,7,9,12,8,8,11,8,8,4,12,11
571,10,7,12,9,9,10,13,13,10,11,9,10,6,10,9
572,11,8,13,7,10,9,12,12,13,12,11,12,8,12,11
573,12,11,12,10,12,12,10,13,12,11,12,11,9,13,9
574,9,15,11,9,13,10,12,12,11,7,10,11,8,11,9
575,8,14,8,7,14,10,11,9,8,10,10,9,8,10,7
576,6,12,7,4,9,7,8,8,9,9,7,5,6,8,5
577,3,10,4,2,8,4,5,4,7,8,5,2,5,5,3
578,3,8,3,1,7,2,2,2,3,4,4,1,3,4,0
579,1,6,2,-4,5,0,0,-1,3,1,2,-1,2,3,-2
580,-1,1,-3,-8,2,-3,-4,-4,0,-3,2,-5,0,1,-3
581,-5,-1,-7,-6,0,-6,-6,-8,-6,-6,-3,-7,-4,-2,-7
582,-7,-5,-7,-10,-4,-8,-7,-10,-9,-8,-8,-10,-6,-6,-10
583,-7,-8,-10,-13,-5,-8,-9,-11,-12,-11,-5,-12,-7,-10,-9
584,-10,-9,-12,-11,-8,-8,-10,-13,-10,-11,-7,-12,-9,-10,-8
585,-11,-12,-15,-10,-12,-10,-12,-14,-12,-12,-10,-12,-9,-13,-6
586,-11,-17,-15,-9,-12,-11,-10,-9,-14,-12,-11,-9,-9,-14,-9
587,-12,-15,-11,-9,-9,-11,-6,-9,-12,-10,-9,-10,-8,-15,-8
588,-12,-12,-10,-6,-9,-9,-7,-7,-9,-8,-7,-9,-7,-13,-3
589,-10,-11,-7,-3,-9,-6,-1,-8,-10,-7,-7,-5,-3,-7,0
590,-5,-9,-3,0,-8,-3,2,-3,-8,-4,-4,0,-2,-6,5
591,-3,-2,2,4,-4,1,3,-1,0,-1,-1,4,2,-2,9
592,0,0,3,6,1,4,3,1,2,3,3,5,7,1,9
593,3,7,3,10,1,6,7,3,6,5,4,6,8,3,12
594,7,6,4,9,4,8,8,5,8,9,9,11,10,4,16
595,10,9,8,12,5,10,9,7,11,9,11,11,10,9,16
596,10,12,11,15,9,13,11,11,12,13,12,14,14,12,14
597,12,14,11,11,12,13,10,10,12,13,12,14,12,14,11
598,13,15,12,11,10,12,8,10,13,12,10,12,11,12,9
599,12,13,9,11,10,11,9,9,10,13,11,11,8,9,7
600,11,12,10,8,11,12,6,6,10,15,10,12,7,11,5
601,5,11,9,4,11,8,4,4,10,9,10,7,8,10,-2
602,3,9,3,0,8,5,-1,1,6,6,6,5,3,9,-6
603,1,6,2,-5,2,0,-4,0,2,1,2,-1,-1,4,-11
604,-1,2,-3,-8,0,-3,-5,-2,-3,-1,-3,0,-3,1,-12
605,-6,-2,-7,-12,-1,-5,-8,-6,-4,-4,-4,-7,-6,-4,-16
606,-8,-5,-11,-12,-6,-8,-11,-9,-9,-7,-10,-12,-8,-6,-19
607,-13,-8,-14,-15,-6,-12,-13,-11,-11,-12,-14,-13,-12,-10,-20
608,-11,-11,-12,-14,-10,-15,-15,-11,-14,-14,-15,-17,-16,-15,-20
609,-13,-13,-14,-16,-14,-18,-15,-10,-12,-14,-15,-17,-17,-15,-21
610,-13,-13,-14,-14,-13,-18,-14,-11,-14,-15,-15,-17,-16,-13,-18
611,-10,-13,-14,-14,-13,-16,-12,-11,-15,-15,-14,-14,-17,-16,-14
612,-11,-13,-11,-13,-12,-17,-12,-12,-13,-13,-12,-12,-14,-14,-12
613,-7,-11,-10,-7,-10,-15,-7,-11,-11,-9,-9,-9,-9,-10,-7
614,-4,-10,-7,-4,-9,-13,-4,-8,-8,-9,-6,-5,-9,-8,-3
615,0,-8,-3,0,-7,-8,0,-3,-4,-4,-5,-4,-5,-7,2
616,2,-4,-1,4,-3,-4,3,2,-2,-3,1,2,-2,-1,7
617,6,2,5,10,-2,2,6,7,4,3,5,4,3,2,12
618,7,6,7,11,4,7,10,10,8,6,9,9,7,6,14
619,8,9,10,13,9,8,11,13,11,9,10,12,11,11,18
620,14,11,13,16,11,10,13,14,15,12,13,14,12,13,23
621,17,15,16,17,13,14,16,16,16,16,17,14,15,17,20
622,15,16,17,17,16,17,15,17,16,18,16,18,18,19,20
623,13,18,15,16,16,16,13,17,17,19,20,18,18,21,22
624,12,15,15,14,14,15,10,15,17,17,20,13,16,23,19
625,10,14,11,10,15,16,6,14,15,16,19,13,15,18,14
626,6,11,7,7,11,11,4,9,13,13,14,8,13,15,8
627,2,6,2,2,8,7,1,6,7,11,8,3,9,8,7
628,-5,2,-2,-2,5,5,-4,2,2,4,3,-1,4,1,1
629,-10,-3,-5,-7,0,-4,-11,-2,-5,-2,-3,-6,1,-2,-5
630,-15,-5,-10,-12,-6,-10,-14,-9,-8,-6,-7,-10,-4,-6,-11
631,-17,-12,-15,-14,-11,-12,-17,-12,-11,-14,-11,-17,-9,-11,-15
632,-18,-17,-17,-20,-14,-16,-19,-15,-13,-17,-14,-19,-15,-15,-19
633,-20,-19,-19,-24,-16,-19,-23,-20,-15,-19,-20,-23,-19,-19,-23
634,-24,-22,-23,-26,-20,-23,-25,-23,-17,-22,-22,-23,-23,-22,-27
635,-24,-23,-24,-27,-23,-24,-25,-25,-19,-23,-24,-24,-25,-25,-30
636,-25,-26,-22,-25,-22,-27,-24,-25,-22,-24,-24,-24,-28,-25,-28
637,-22,-24,-22,-22,-22,-27,-22,-25,-22,-23,-25,-24,-28,-24,-27
638,-21,-23,-21,-19,-24,-24,-18,-20,-22,-24,-25,-21,-24,-23,-24
639,-19,-20,-16,-17,-22,-22,-14,-15,-22,-19,-23,-17,-24,-21,-20
640,-11,-18,-11,-11,-17,-17,-9,-13,-19,-16,-19,-12,-19,-23,-15
641,-8,-12,-8,-6,-16,-12,-4,-6,-15,-10,-12,-8,-13,-14,-6
642,1,-7,-1,2,-8,-7,3,-2,-7,-5,-5,-2,-6,-6,-3
643,6,-2,6,8,-2,-2,10,4,-2,2,0,4,0,-3,4
644,11,5,14,14,5,5,16,10,2,8,9,11,5,3,13
645,20,11,19,21,12,12,21,16,10,14,15,17,15,11,22
646,25,19,29,25,18,18,27,24,16,21,22,25,22,19,29
647,28,26,32,30,23,25,29,28,21,27,27,28,27,24,31
648,32,29,31,34,29,32,32,31,27,30,32,31,29,28,33
649,34,33,35,36,31,32,34,35,32,34,36,33,33,32,39
650,34,37,35,37,33,36,36,39,35,37,37,37,37,33,41
651,34,39,35,34,36,37,34,38,35,39,39,35,38,35,38
652,30,37,30,28,37,35,27,35,33,36,38,32,34,33,37
653,26,34,26,26,34,31,23,31,31,32,33,25,30,30,31
654,22,30,23,20,32,26,20,23,28,29,28,21,23,26,27
655,16,24,17,14,27,23,13,20,23,24,25,15,20,21,18
656,7,17,8,5,22,13,5,12,15,12,19,5,13,14,9
657,-1,9,-1,-3,13,5,-6,1,7,5,8,-2,1,7,-1
658,-7,1,-11,-14,4,-5,-14,-8,2,-2,-1,-7,-8,-1,-9
659,-18,-7,-16,-21,-4,-12,-21,-15,-7,-10,-8,-16,-15,-10,-15
660,-23,-14,-25,-28,-14,-19,-27,-22,-16,-18,-16,-25,-22,-17,-26
661,-32,-24,-33,-34,-20,-24,-31,-30,-20,-25,-25,-31,-30,-25,-30
662,-35,-29,-36,-39,-29,-32,-37,-36,-28,-30,-31,-36,-38,-33,-36
663,-42,-30,-40,-43,-37,-37,-39,-40,-34,-37,-36,-42,-41,-36,-40
664,-40,-34,-41,-45,-38,-41,-39,-42,-38,-40,-41,-43,-44,-41,-43
665,-43,-40,-42,-43,-43,-42,-41,-40,-40,-41,-42,-42,-45,-44,-43
666,-40,-41,-41,-40,-43,-43,-38,-39,-40,-41,-42,-41,-44,-42,-40
667,-36,-38,-38,-35,-44,-39,-33,-36,-36,-40,-40,-37,-39,-42,-35
668,-29,-35,-31,-29,-39,-36,-28,-31,-32,-33,-36,-31,-35,-37,-30
669,-24,-30,-23,-22,-33,-29,-20,-24,-28,-28,-29,-25,-30,-30,-22
670,-15,-25,-17,-13,-25,-24,-11,-17,-19,-22,-21,-17,-21,-22,-12
671,-6,-16,-5,-1,-18,-16,-2,-3,-13,-12,-12,-8,-11,-14,-2
672,5,-10,6,10,-9,-4,10,8,-3,-2,-4,5,0,-5,6
673,16,0,16,17,1,6,21,17,10,9,6,17,11,3,17
674,27,10,25,27,10,15,31,22,18,18,16,24,22,16,28
675,37,18,34,35,22,25,40,32,27,27,27,33,30,23,36
676,46,29,42,47,31,34,46,41,36,36,34,42,36,33,45
677,53,36,48,52,40,43,51,48,43,44,44,49,49,42,51
678,53,44,50,54,46,50,54,52,49,49,50,51,52,48,56
679,52,48,51,52,51,51,54,50,51,50,51,50,52,50,52
680,50,49,49,48,52,52,52,48,53,51,54,51,54,51,51
681,47,51,48,45,53,51,48,45,50,51,56,47,53,49,49
682,41,47,40,38,52,47,39,40,45,47,50,40,47,47,39
683,30,43,31,27,47,39,31,31,38,38,42,32,40,40,31
684,18,34,22,18,37,30,19,20,29,30,34,23,32,31,23
685,8,25,12,8,29,20,7,9,19,19,25,12,23,22,13
686,-1,16,0,-4,19,10,-3,-2,8,9,12,2,11,13,1
687,-16,6,-11,-19,8,-1,-17,-14,-5,-3,1,-13,-2,-2,-13
688,-26,-6,-24,-29,-7,-15,-29,-29,-16,-14,-13,-25,-17,-14,-22
689,-35,-19,-34,-39,-19,-25,-38,-36,-30,-26,-26,-34,-29,-24,-33
690,-48,-29,-44,-48,-31,-37,-47,-43,-38,-37,-35,-44,-38,-36,-43
691,-52,-37,-50,-54,-41,-44,-53,-47,-45,-44,-43,-51,-47,-43,-51
692,-55,-46,-56,-56,-48,-49,-56,-53,-52,-52,-51,-56,-52,-52,-56
693,-56,-50,-57,-56,-53,-53,-58,-52,-55,-54,-56,-56,-57,-54,-58
694,-56,-50,-54,-55,-58,-53,-56,-51,-55,-55,-56,-52,-57,-56,-57
695,-52,-50,-51,-49,-56,-52,-53,-47,-54,-53,-53,-50,-54,-53,-52
696,-43,-48,-45,-42,-55,-49,-44,-41,-50,-49,-50,-45,-51,-51,-46
697,-34,-45,-37,-32,-49,-44,-35,-33,-42,-43,-44,-37,-44,-46,-38
698,-27,-36,-26,-23,-42,-32,-24,-24,-34,-34,-36,-26,-35,-38,-29
699,-16,-27,-15,-10,-33,-24,-14,-13,-22,-23,-26,-12,-23,-29,-17
700,-1,-16,-2,2,-22,-12,1,0,-10,-13,-15,0,-12,-16,-3
701,13,-4,11,15,-8,0,15,11,4,4,-3,13,2,0,8
702,22,9,22,25,2,14,25,23,16,16,13,24,16,12,20
703,33,20,33,39,17,25,36,33,28,28,25,33,27,26,37
704,45,31,45,47,30,34,47,44,40,39,34,45,37,34,43
705,52,42,51,53,40,43,54,52,51,49,45,53,48,45,52
706,55,50,56,58,52,52,56,57,57,54,52,57,53,52,59
707,56,53,58,57,57,55,58,59,61,58,58,56,56,57,61
708,57,56,57,55,60,53,59,61,59,58,60,60,59,60,60
709,55,56,56,52,60,55,54,56,60,57,62,57,56,59,57
