,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
710,48,55,50,49,57,55,51,49,56,55,56,49,55,59,52
711,39,50,40,40,56,47,42,43,50,47,51,41,47,53,46
712,30,41,31,29,48,41,32,33,41,37,41,31,39,45,35
713,18,34,20,19,37,30,17,21,29,26,32,19,29,35,24
714,5,21,3,4,29,17,5,8,20,16,21,5,17,23,12
715,-8,9,-8,-12,18,6,-10,-5,4,3,8,-7,5,10,-3
716,-19,-4,-19,-22,3,-10,-23,-16,-8,-10,-5,-20,-8,-5,-16
717,-29,-17,-31,-32,-13,-22,-33,-29,-21,-23,-17,-31,-22,-19,-29
718,-42,-27,-38,-43,-21,-33,-44,-39,-30,-32,-30,-42,-35,-30,-38
719,-50,-37,-47,-52,-33,-43,-52,-48,-43,-42,-42,-52,-43,-41,-47
720,-56,-48,-55,-60,-45,-49,-60,-56,-53,-52,-51,-58,-50,-52,-56
721,-62,-54,-62,-61,-53,-59,-64,-61,-60,-61,-54,-62,-56,-62,-58
722,-62,-59,-64,-60,-59,-62,-63,-62,-61,-61,-60,-63,-58,-65,-57
723,-63,-59,-64,-60,-61,-61,-63,-61,-61,-62,-60,-61,-60,-68,-58
724,-58,-59,-59,-56,-62,-61,-59,-58,-61,-60,-60,-56,-56,-64,-56
725,-51,-56,-53,-46,-61,-56,-50,-50,-54,-56,-56,-51,-53,-63,-48
726,-41,-50,-44,-36,-55,-49,-40,-41,-46,-48,-50,-40,-47,-55,-38
727,-31,-39,-32,-26,-46,-39,-29,-30,-36,-36,-42,-30,-35,-42,-29
728,-18,-30,-21,-16,-35,-26,-18,-18,-24,-25,-30,-18,-27,-30,-18
729,-4,-18,-10,-4,-23,-17,-3,-7,-12,-13,-19,-5,-18,-17,-6
730,9,-6,8,11,-13,-3,13,10,1,0,-6,11,-6,-6,7
731,23,8,21,24,0,12,22,20,15,14,8,21,9,11,21
732,34,20,31,33,15,24,35,32,24,25,18,35,21,22,31
733,43,30,40,41,26,35,42,41,33,37,32,41,32,34,40
734,49,40,50,49,35,45,49,49,43,47,45,50,41,41,48
735,58,46,57,55,43,51,54,55,51,50,53,55,49,52,55
736,59,53,58,57,53,56,56,58,53,57,55,56,55,56,55
737,57,56,58,54,59,58,54,59,57,58,57,58,58,59,58
738,56,57,54,50,58,57,49,57,56,59,56,55,56,59,52
739,50,55,51,45,57,53,43,51,51,56,54,49,51,55,46
740,40,49,41,36,55,47,34,41,43,50,49,42,46,48,38
741,29,43,32,25,48,40,23,28,37,39,41,30,36,42,28
742,21,31,22,16,39,29,12,20,24,27,31,16,25,29,19
743,9,22,11,6,26,16,2,7,13,15,21,7,15,20,6
744,-2,11,0,-6,16,6,-9,-2,4,5,10,-2,4,8,-3
745,-15,1,-14,-17,6,-2,-17,-13,-7,-6,-4,-13,-3,-1,-12
746,-24,-12,-26,-25,-5,-15,-24,-23,-15,-17,-14,-25,-15,-13,-22
747,-32,-22,-33,-34,-18,-25,-32,-33,-26,-27,-24,-33,-26,-24,-32
748,-41,-27,-40,-40,-27,-31,-39,-38,-33,-35,-31,-42,-35,-36,-39
749,-47,-32,-47,-42,-35,-39,-45,-45,-37,-40,-38,-45,-40,-41,-42
750,-46,-37,-50,-43,-41,-44,-44,-47,-41,-44,-43,-47,-45,-44,-44
751,-46,-40,-49,-43,-44,-46,-44,-46,-43,-45,-46,-45,-48,-47,-46
752,-45,-41,-47,-41,-47,-46,-40,-45,-42,-45,-45,-46,-46,-50,-42
753,-42,-40,-41,-35,-45,-44,-35,-41,-36,-44,-44,-39,-44,-48,-36
754,-32,-37,-32,-26,-41,-37,-29,-33,-32,-37,-39,-32,-39,-40,-26
755,-24,-32,-26,-19,-35,-30,-19,-27,-23,-31,-31,-24,-30,-33,-19
756,-17,-24,-20,-11,-31,-21,-12,-18,-20,-23,-24,-18,-22,-27,-11
757,-7,-17,-8,0,-22,-12,-1,-5,-8,-13,-15,-8,-14,-19,-1
758,1,-9,1,8,-12,-3,7,7,1,-4,-4,3,-4,-9,10
759,10,1,9,16,-3,4,17,14,10,8,6,12,8,2,18
760,20,9,18,23,7,13,22,23,18,18,15,21,15,12,25
761,29,16,25,27,16,19,30,29,24,24,22,29,20,22,30
762,35,21,32,33,24,27,35,36,30,31,28,34,29,27,34
763,36,27,33,36,30,30,38,37,34,36,34,36,35,34,36
764,36,29,36,34,34,37,41,40,36,38,37,39,35,39,35
765,35,29,36,31,38,35,36,37,33,37,39,36,33,39,32
766,35,31,33,27,36,34,32,34,34,36,36,33,31,38,28
767,30,29,28,25,35,32,27,30,30,31,35,29,30,35,25
768,26,26,25,20,31,27,24,26,25,28,30,23,27,30,21
769,19,22,19,13,29,23,17,19,22,23,24,19,22,24,13
770,13,17,11,6,21,17,11,11,14,16,17,11,14,17,8
771,5,14,7,2,16,8,4,4,6,12,11,4,6,11,0
772,0,7,-1,-6,12,2,-2,-3,3,5,3,-2,-1,5,-7
773,-8,1,-9,-13,4,-6,-11,-10,-7,-4,-5,-9,-6,-4,-13
774,-14,-5,-15,-19,-7,-13,-16,-17,-14,-12,-9,-16,-13,-10,-18
775,-16,-11,-19,-21,-11,-18,-19,-21,-18,-15,-15,-22,-16,-16,-20
776,-23,-13,-20,-21,-14,-21,-22,-25,-21,-19,-20,-22,-18,-20,-21
777,-24,-14,-22,-23,-19,-23,-26,-27,-22,-22,-23,-27,-20,-24,-20
778,-26,-19,-25,-22,-22,-25,-24,-24,-24,-25,-24,-28,-24,-25,-20
779,-24,-21,-25,-21,-25,-24,-23,-22,-22,-26,-23,-24,-22,-26,-17
780,-23,-18,-21,-18,-24,-21,-18,-18,-20,-22,-19,-21,-21,-22,-11
781,-18,-14,-18,-16,-19,-19,-15,-14,-18,-18,-16,-18,-16,-21,-5
782,-18,-12,-14,-11,-17,-19,-11,-11,-16,-15,-14,-14,-13,-19,-4
783,-11,-8,-10,-5,-13,-14,-7,-6,-13,-10,-12,-8,-11,-14,-2
784,-4,-3,-4,1,-12,-6,-2,-1,-5,-7,-7,-3,-7,-10,4
785,4,-1,-1,6,-6,2,5,5,2,-2,-1,5,0,-3,8
786,7,4,7,11,1,7,8,11,6,5,7,9,6,1,11
787,12,6,10,13,5,9,11,18,12,11,12,11,9,5,15
788,14,12,13,17,10,14,13,20,15,14,14,14,14,9,17
789,18,16,17,20,13,17,15,24,17,17,16,18,19,13,17
790,19,19,19,18,17,22,18,27,22,22,21,20,20,17,14
791,18,16,17,18,18,22,17,23,21,20,20,20,22,18,14
792,19,17,17,18,18,19,16,21,20,20,19,16,20,21,11
793,19,16,18,13,17,16,13,19,18,20,17,17,19,19,8
794,14,13,15,8,16,15,8,15,16,18,14,16,14,15,7
795,10,9,10,4,14,11,4,9,11,15,10,8,14,14,2
796,4,7,7,1,9,5,-2,6,5,10,3,3,5,9,-1
797,0,1,3,-7,5,-1,-4,0,1,6,0,0,1,2,-7
798,-7,-6,-5,-13,0,-3,-6,-4,-3,-1,-2,-6,-6,1,-12
799,-14,-9,-10,-16,-4,-9,-13,-10,-6,-5,-8,-12,-10,-5,-16
800,-14,-14,-15,-21,-7,-15,-16,-16,-13,-12,-13,-14,-15,-12,-20
801,-18,-18,-17,-21,-12,-21,-18,-20,-16,-16,-15,-18,-21,-14,-22
802,-21,-20,-20,-22,-17,-20,-19,-20,-17,-16,-20,-19,-21,-16,-21
803,-20,-22,-22,-21,-19,-22,-22,-21,-18,-19,-21,-21,-23,-17,-20
804,-21,-21,-21,-23,-18,-24,-20,-21,-20,-22,-20,-20,-24,-18,-20
805,-18,-22,-20,-21,-19,-22,-17,-20,-20,-20,-21,-20,-24,-18,-17
806,-16,-17,-17,-15,-17,-18,-17,-17,-19,-19,-16,-17,-19,-19,-15
807,-11,-14,-13,-11,-14,-15,-12,-14,-15,-16,-16,-13,-12,-13,-9
808,-8,-11,-6,-7,-11,-14,-5,-11,-12,-13,-12,-8,-9,-11,-5
809,-4,-6,-2,-1,-8,-10,-2,-5,-7,-7,-7,-2,-2,-10,1
810,3,1,3,5,-4,-3,5,1,2,-2,-1,1,4,-5,9
811,7,5,7,12,3,4,11,8,7,6,4,6,10,0,15
812,13,10,13,15,7,7,15,12,11,12,9,10,14,4,19
813,17,19,17,18,9,12,19,17,17,13,15,16,19,12,24
814,20,25,21,23,16,16,22,22,21,19,20,21,23,16,29
815,22,23,22,23,21,19,24,24,24,23,23,22,25,19,30
816,21,26,24,24,21,23,25,21,27,26,26,25,26,20,29
817,22,26,23,24,20,23,24,21,27,25,27,22,26,23,27
818,22,26,21,25,24,24,24,22,26,24,24,23,22,22,24
819,18,25,19,20,24,23,23,20,26,22,23,21,21,22,23
820,16,22,18,17,21,21,19,18,24,20,24,19,19,21,19
821,12,19,12,13,22,19,13,12,20,16,22,16,17,18,15
822,8,15,8,8,16,16,11,11,17,11,18,9,11,15,8
823,2,12,3,2,14,11,5,6,12,6,11,5,7,9,3
824,-2,7,-2,-6,5,7,-2,0,6,2,5,0,0,4,-3
825,-7,-1,-8,-6,1,-1,-10,-5,-1,-2,-1,-5,-6,-1,-10
826,-12,-7,-10,-12,-4,-5,-11,-10,-6,-5,-6,-9,-11,-6,-15
827,-16,-10,-15,-18,-8,-7,-18,-12,-11,-12,-8,-15,-15,-10,-20
828,-19,-16,-17,-20,-13,-14,-22,-17,-18,-14,-16,-17,-18,-14,-22
829,-19,-19,-21,-20,-18,-20,-26,-17,-20,-17,-17,-22,-19,-20,-22
830,-21,-21,-20,-22,-19,-19,-24,-21,-23,-19,-21,-21,-21,-20,-24
831,-23,-21,-19,-22,-19,-20,-27,-22,-24,-20,-20,-22,-21,-20,-26
832,-22,-23,-22,-22,-20,-22,-26,-20,-23,-21,-22,-22,-23,-23,-26
833,-19,-25,-22,-23,-21,-22,-24,-20,-28,-24,-25,-23,-23,-22,-25
834,-16,-22,-18,-19,-23,-24,-23,-18,-27,-22,-24,-20,-21,-24,-22
835,-17,-20,-16,-19,-19,-20,-20,-17,-24,-21,-22,-18,-19,-20,-19
836,-14,-18,-15,-15,-17,-22,-19,-18,-23,-17,-16,-16,-18,-18,-15
837,-9,-14,-10,-12,-13,-17,-11,-13,-20,-16,-13,-13,-16,-14,-11
838,-6,-8,-7,-8,-12,-13,-6,-10,-16,-10,-12,-10,-10,-13,-5
839,-2,-4,-2,-4,-7,-9,-1,-7,-9,-9,-6,-6,-6,-8,0
840,0,0,2,0,-5,-5,1,-4,-6,-4,-1,0,-4,-3,3
841,-1,2,4,3,-2,-1,6,2,-2,-4,3,1,1,-1,8
842,3,6,3,6,1,2,10,5,2,0,5,3,4,4,9
843,7,9,8,7,4,5,12,7,8,5,8,6,6,5,11
844,10,9,10,10,9,7,13,12,9,7,11,10,7,6,11
845,11,11,11,12,10,11,13,11,11,10,13,11,13,7,15
846,13,10,9,13,13,11,16,14,14,12,14,11,14,11,17
847,14,10,12,15,17,13,17,14,16,13,14,11,13,12,18
848,15,12,13,17,16,15,17,14,18,15,16,12,14,10,15
849,12,13,12,15,16,16,13,15,20,15,17,12,16,12,16
850,13,13,12,14,16,12,12,15,20,17,16,10,15,11,13
851,13,9,10,12,13,12,11,15,21,15,12,12,13,10,13
852,10,9,9,9,12,14,10,12,18,13,12,11,14,9,11
853,7,8,5,8,12,11,7,9,16,13,11,8,14,9,8
854,5,4,4,6,10,8,4,4,14,9,7,6,8,7,5
855,6,1,4,2,5,6,2,4,10,6,5,5,5,5,2
856,4,3,5,-1,4,2,-1,1,7,5,3,2,4,4,1
857,0,0,-1,-3,0,-2,-1,-3,1,2,1,-1,0,3,-1
858,-5,-3,-4,-6,0,-4,-5,-5,-1,-1,1,-2,-3,1,-6
859,-7,-5,-8,-6,1,-5,-9,-10,-3,-4,-3,-3,-5,0,-8
860,-9,-9,-10,-12,-5,-7,-11,-12,-10,-7,-6,-7,-8,-5,-11
861,-12,-9,-14,-12,-7,-9,-11,-15,-11,-7,-8,-12,-11,-7,-11
862,-15,-8,-13,-16,-7,-9,-15,-17,-14,-12,-13,-12,-13,-11,-16
863,-13,-11,-16,-18,-10,-14,-19,-16,-17,-15,-12,-16,-17,-14,-19
864,-15,-15,-17,-16,-14,-18,-18,-18,-18,-15,-15,-17,-19,-19,-18
865,-14,-16,-17,-17,-13,-16,-17,-17,-19,-15,-16,-17,-18,-18,-17
866,-14,-14,-16,-20,-17,-16,-17,-18,-21,-17,-17,-16,-20,-19,-17
867,-12,-16,-17,-17,-17,-18,-16,-17,-22,-19,-16,-16,-19,-17,-16
868,-10,-12,-14,-13,-14,-17,-13,-13,-20,-16,-18,-15,-18,-18,-14
869,-8,-9,-11,-10,-13,-16,-10,-8,-16,-11,-16,-9,-15,-14,-11
870,-6,-9,-5,-6,-11,-10,-6,-3,-10,-10,-10,-9,-9,-13,-6
871,-4,-7,-7,-3,-7,-5,-3,0,-6,-8,-7,-6,-5,-6,-3
872,0,-4,-1,6,-5,-5,5,3,-3,-4,-5,-1,-1,-3,4
873,4,1,5,8,0,0,8,9,2,0,0,3,4,1,12
874,8,5,11,11,3,6,12,12,8,8,8,8,8,6,18
875,13,8,14,14,7,10,16,16,11,13,12,11,11,10,20
876,15,12,17,20,15,14,18,22,15,16,15,18,15,14,24
877,17,19,20,22,15,18,21,24,18,20,21,22,22,20,28
878,19,23,24,24,20,23,24,24,25,22,25,23,25,23,32
879,22,24,26,28,21,24,24,26,25,25,28,27,26,25,32
880,22,27,24,27,24,26,23,28,26,28,29,26,27,27,29
881,24,25,22,26,23,27,24,27,27,27,27,26,29,27,29
882,20,24,23,23,25,27,21,24,25,25,26,19,24,27,22
883,16,23,22,19,22,24,20,24,23,24,23,20,23,24,18
884,14,20,16,15,20,24,15,18,21,21,21,15,21,21,13
885,9,16,11,12,17,20,9,15,17,16,19,10,19,18,10
886,5,12,8,8,14,14,4,11,13,11,15,5,12,12,5
887,3,8,4,1,12,10,-1,7,7,7,8,2,5,6,-2
888,-4,5,0,-1,6,4,-7,2,3,3,4,-3,2,4,-8
889,-8,2,-7,-8,1,-1,-12,-2,2,-3,0,-9,-3,-1,-13
890,-12,-3,-12,-13,-4,-6,-15,-5,-4,-5,-9,-11,-8,-8,-16
891,-13,-9,-13,-16,-9,-10,-16,-11,-10,-9,-12,-14,-13,-12,-19
892,-17,-12,-18,-19,-13,-15,-19,-16,-16,-14,-16,-18,-15,-12,-20
893,-18,-18,-18,-21,-18,-18,-22,-16,-20,-16,-18,-19,-20,-14,-23
894,-20,-18,-19,-22,-19,-19,-23,-19,-20,-17,-21,-23,-22,-19,-24
895,-20,-18,-19,-22,-22,-21,-23,-21,-22,-19,-21,-22,-22,-16,-21
896,-21,-19,-19,-21,-23,-21,-21,-21,-23,-19,-23,-20,-24,-19,-20
897,-19,-22,-17,-18,-21,-23,-18,-20,-22,-16,-23,-19,-23,-17,-18
898,-16,-18,-14,-18,-19,-20,-14,-17,-19,-16,-19,-15,-20,-16,-13
899,-14,-15,-12,-14,-18,-16,-13,-13,-17,-13,-17,-12,-15,-15,-10
900,-12,-13,-11,-8,-16,-15,-10,-11,-14,-10,-13,-8,-10,-15,-2
901,-8,-10,-3,-6,-13,-9,-3,-7,-8,-8,-9,-2,-4,-12,1
902,-2,-3,-1,-1,-7,-6,0,-1,-3,-4,-4,-2,0,-8,6
903,1,0,2,4,-2,-2,7,2,0,-1,1,6,5,-3,11
904,5,3,7,9,5,2,9,6,6,4,7,7,11,2,16
905,9,9,12,11,9,5,13,8,11,7,8,8,14,6,18
906,13,13,12,15,13,11,17,13,15,10,13,14,16,8,24
907,16,17,17,18,15,15,20,16,18,14,18,15,17,11,23
908,18,18,18,20,18,18,21,22,18,18,18,17,18,16,24
909,20,21,21,21,19,19,23,22,20,19,21,21,22,18,26
910,19,23,23,23,20,18,23,20,23,22,23,19,23,22,24
911,19,25,19,22,23,20,23,20,22,23,21,20,23,22,23
912,18,27,19,22,21,20,21,20,19,24,23,19,21,19,19
913,15,23,18,18,19,19,19,19,18,20,20,20,17,17,17
914,12,20,13,14,16,14,15,16,16,16,18,15,15,16,12
915,9,17,11,9,15,14,9,11,13,13,15,11,10,12,10
916,8,13,9,3,12,10,5,7,10,12,10,5,7,7,5
917,1,6,3,1,7,5,0,0,8,6,8,0,0,5,0
918,-5,2,-3,-6,3,0,-7,-4,3,0,2,-4,-3,1,-7
919,-10,-4,-8,-13,-2,-6,-14,-8,-1,-3,-5,-8,-6,-3,-15
920,-15,-9,-15,-19,-7,-10,-19,-14,-7,-8,-6,-12,-13,-9,-18
921,-19,-13,-20,-19,-13,-16,-25,-17,-13,-13,-10,-20,-19,-16,-21
922,-25,-18,-24,-25,-17,-20,-29,-20,-17,-17,-18,-22,-21,-19,-27
923,-27,-22,-26,-26,-20,-22,-30,-22,-22,-22,-24,-24,-26,-23,-29
924,-29,-25,-26,-30,-22,-24,-35,-26,-24,-25,-23,-28,-25,-26,-32
925,-29,-26,-30,-34,-26,-27,-36,-28,-27,-26,-29,-28,-31,-29,-32
926,-27,-27,-30,-32,-28,-29,-38,-28,-30,-29,-30,-29,-33,-31,-32
927,-28,-25,-29,-29,-30,-28,-34,-26,-29,-28,-32,-30,-30,-32,-31
928,-26,-25,-26,-25,-30,-29,-31,-24,-28,-27,-29,-27,-31,-28,-25
929,-22,-26,-25,-21,-28,-27,-24,-20,-27,-26,-27,-21,-28,-26,-19
930,-17,-22,-18,-16,-24,-24,-17,-15,-24,-19,-21,-17,-23,-22,-16
931,-11,-18,-13,-10,-20,-18,-9,-12,-19,-14,-17,-13,-14,-18,-10
932,-4,-12,-4,-3,-14,-12,-2,-4,-15,-9,-10,-7,-9,-9,0
933,2,-8,1,4,-8,-7,8,0,-6,-1,-6,4,-3,-5,4
934,10,-3,8,8,-1,2,15,6,3,4,1,8,0,2,12
935,15,3,15,16,7,8,23,13,9,9,11,15,8,9,18
936,21,10,19,21,10,14,29,18,15,16,16,22,16,15,24
937,26,15,24,28,21,19,32,22,22,21,21,27,22,19,28
938,28,20,26,29,24,25,36,28,29,25,28,28,28,27,31
939,32,22,32,34,30,28,40,31,34,28,31,32,30,28,35
940,34,26,34,34,32,30,40,35,38,30,37,34,36,32,35
941,33,31,31,32,37,34,38,35,41,31,37,32,35,32,37
942,31,32,29,31,37,36,34,33,40,33,38,30,37,33,34
943,29,30,27,30,37,30,31,29,37,32,33,28,33,30,30
944,24,28,24,25,33,27,28,25,34,28,30,25,27,27,26
945,18,29,19,18,30,23,20,20,29,23,26,16,26,22,20
946,13,24,14,13,25,21,14,13,25,18,22,11,18,18,14
947,6,18,9,5,21,14,8,8,20,12,17,4,12,12,12
948,0,13,1,-2,12,8,-1,-2,10,7,6,-1,9,5,2
949,-6,5,-8,-8,6,0,-11,-7,1,-4,1,-7,0,-2,-6
950,-13,-4,-14,-15,-3,-8,-16,-13,-9,-8,-6,-15,-9,-10,-12
951,-18,-10,-20,-20,-11,-14,-23,-21,-16,-13,-15,-22,-14,-16,-22
952,-25,-16,-26,-27,-16,-19,-28,-26,-19,-17,-20,-27,-21,-21,-27
953,-30,-22,-32,-29,-24,-26,-34,-32,-26,-24,-25,-31,-27,-26,-31
954,-33,-27,-34,-35,-30,-32,-35,-34,-32,-30,-32,-36,-32,-31,-35
955,-34,-31,-35,-39,-32,-35,-36,-38,-35,-32,-38,-36,-35,-34,-37
956,-32,-32,-36,-36,-33,-33,-34,-36,-35,-33,-37,-33,-34,-35,-38
957,-32,-33,-33,-30,-34,-34,-32,-32,-35,-32,-35,-30,-35,-33,-33
958,-26,-29,-27,-26,-32,-32,-26,-24,-34,-32,-33,-25,-33,-30,-29
959,-17,-27,-21,-20,-29,-28,-19,-19,-30,-26,-27,-20,-27,-23,-23
