,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
244,2,-7,-3,-3,-5,3,-7,-6,-2,-1,-3,-4,-5,-5,0,-5,-4,0,-5,-6,-6
245,-2,-8,-7,-5,-6,1,-10,-6,-5,-5,-6,-6,-5,-6,-4,-7,-3,-4,-8,-5,-8
246,-7,-7,-8,-7,-6,-2,-13,-5,-5,-8,-9,-9,-4,-4,-5,-10,-1,-8,-7,-2,-12
247,-8,-4,-12,-8,-4,-7,-14,-3,-6,-9,-10,-15,-2,-3,-8,-12,-1,-10,-11,-2,-13
248,-11,-2,-13,-7,-4,-9,-14,-4,-9,-10,-12,-17,-3,-3,-10,-13,-3,-13,-12,-3,-13
249,-11,0,-12,-8,-1,-12,-14,-4,-11,-11,-12,-18,-5,-2,-11,-14,-2,-14,-13,0,-14
250,-12,-2,-11,-8,-1,-14,-12,0,-12,-14,-11,-16,0,0,-10,-14,-2,-14,-15,-2,-12
251,-11,-2,-13,-9,-2,-13,-15,-1,-13,-11,-11,-16,1,-2,-10,-13,-1,-16,-13,-1,-11
252,-11,-2,-11,-12,2,-13,-12,-2,-11,-13,-12,-15,2,1,-10,-11,-2,-15,-15,-1,-10
253,-9,-3,-12,-9,0,-13,-11,-2,-12,-13,-11,-14,2,1,-7,-12,1,-15,-13,-1,-7
254,-8,-3,-11,-5,1,-11,-8,-1,-10,-12,-7,-12,4,1,-9,-11,0,-14,-11,-1,-5
255,-7,-3,-10,-6,3,-9,-9,-3,-10,-11,-10,-11,4,-1,-8,-11,-1,-8,-9,-2,1
256,-1,-3,-8,-6,3,-6,-7,-3,-9,-11,-9,-11,4,-1,-8,-9,-1,-7,-7,-2,2
257,1,-3,-6,-7,3,-3,-5,-2,-7,-11,-6,-7,4,-4,-3,-7,-1,-2,-5,-2,6
258,5,-1,-4,-5,3,2,-4,-5,-9,-6,-6,-3,4,-6,-5,-4,-1,0,-5,-2,9
259,6,-3,-4,-4,2,6,-4,-6,-5,-4,-5,-2,3,-4,-3,-2,0,4,-6,-2,12
260,7,-2,-1,-5,2,7,-5,-4,-4,-4,-4,0,3,-4,-1,-2,-2,8,-2,-1,13
261,9,-3,0,-5,1,9,1,-7,-3,-3,-2,2,-1,-4,-2,-1,-3,11,-1,-1,13
262,9,-2,-1,-1,-1,13,-1,-5,-3,0,-3,0,-3,-5,-1,2,0,11,-1,-3,13
263,13,-4,1,-5,-1,14,0,-5,-2,-3,-2,1,-4,-3,0,1,1,10,0,-2,12
264,14,-2,0,-1,-2,14,-2,-2,-2,-1,-1,3,-3,-3,1,3,-1,12,1,-2,14
265,14,-4,-1,0,-2,18,1,-3,-1,0,0,3,-4,-3,1,1,-2,13,0,-3,13
266,14,-6,2,1,-2,14,3,-3,-2,0,-2,4,-5,1,0,3,0,9,1,-2,11
267,14,-2,3,-1,-3,14,2,-1,1,-1,1,4,-5,-1,-1,0,1,10,4,-1,8
268,12,-5,1,1,-2,12,4,0,2,1,1,4,-5,0,0,-1,3,7,3,1,7
269,12,-3,3,0,0,8,3,1,3,-1,1,4,-5,1,1,3,4,3,4,1,5
270,8,-2,6,0,1,4,5,2,2,1,7,4,0,2,2,3,4,2,4,2,2
271,8,0,4,1,1,1,7,5,4,0,7,3,-2,5,2,2,7,-1,6,4,-2
272,3,0,4,0,1,0,8,4,8,2,7,4,1,6,3,3,6,-4,5,4,-5
273,-1,3,6,2,4,-4,9,7,6,3,7,3,2,8,7,6,9,-9,4,6,-6
274,-5,4,9,3,7,-6,8,4,5,5,9,5,7,7,7,7,8,-8,5,8,-12
275,-7,4,12,3,8,-8,8,6,6,3,9,4,10,8,7,11,10,-6,4,8,-11
276,-9,5,13,5,8,-11,9,8,6,6,13,4,10,8,11,10,12,-10,4,8,-11
277,-12,8,11,5,9,-13,12,7,8,7,11,7,9,7,13,11,9,-10,5,7,-11
278,-16,9,12,7,10,-16,10,7,10,7,13,9,11,5,11,9,10,-9,4,7,-15
279,-16,8,14,9,10,-14,12,6,11,8,11,7,10,4,10,12,5,-7,6,3,-14
280,-15,6,13,10,7,-16,11,3,13,8,12,9,9,2,11,11,2,-8,6,1,-11
281,-14,5,13,9,9,-15,9,2,9,7,13,9,6,0,10,9,-2,-5,6,-2,-9
282,-12,5,14,11,5,-9,8,1,11,9,11,11,4,0,11,8,-4,-5,7,-8,-9
283,-10,6,11,9,2,-11,6,-1,10,8,8,9,0,-2,9,5,-6,-1,6,-7,-5
284,-8,4,7,8,-2,-6,5,1,7,9,6,9,-7,-2,8,5,-10,-1,9,-8,-3
285,-3,2,4,5,-7,-5,0,0,4,11,5,8,-9,-4,4,4,-14,0,5,-12,-1
286,-2,0,0,4,-8,-4,-3,-2,4,6,1,4,-14,-5,2,-1,-17,4,4,-14,3
287,3,0,-4,0,-12,-1,-7,-1,-1,5,0,2,-15,-4,-2,-2,-18,5,1,-16,6
288,5,-1,-6,-5,-16,5,-9,-2,-5,1,-5,-1,-18,-2,-5,-7,-19,5,-2,-17,8
289,8,-3,-8,-5,-18,5,-12,-3,-10,-1,-9,-3,-19,-4,-7,-10,-18,5,-4,-17,8
290,9,-3,-13,-8,-18,8,-14,-4,-11,-4,-13,-6,-17,-5,-9,-11,-19,5,-6,-17,11
291,12,-2,-16,-12,-16,12,-17,-3,-12,-7,-17,-9,-18,-3,-14,-10,-17,6,-10,-15,14
292,11,-4,-17,-14,-16,11,-21,-3,-17,-9,-18,-11,-15,-2,-16,-16,-12,6,-14,-11,12
293,13,-2,-20,-16,-15,12,-20,1,-20,-12,-22,-14,-11,1,-19,-16,-9,6,-14,-5,12
294,11,1,-22,-18,-12,12,-22,6,-18,-15,-20,-16,-7,1,-21,-16,-2,5,-15,-5,9
295,9,1,-21,-21,-8,11,-20,4,-21,-18,-21,-16,-4,2,-20,-18,3,4,-18,0,7
296,8,3,-19,-20,-5,10,-17,6,-21,-19,-20,-16,1,5,-19,-19,8,3,-18,3,5
297,6,8,-14,-18,0,8,-16,7,-20,-19,-17,-16,5,4,-18,-16,13,4,-17,9,2
298,4,8,-11,-15,4,6,-12,11,-19,-19,-15,-16,9,7,-14,-14,17,4,-16,11,-1
299,3,11,-9,-12,9,4,-7,10,-15,-16,-11,-14,14,7,-13,-11,23,2,-15,20,0
300,3,13,-5,-12,13,2,-3,9,-9,-14,-8,-10,19,8,-10,-7,24,2,-12,24,-1
301,-3,15,-2,-7,19,0,0,10,-7,-10,-1,-7,24,9,-6,-1,28,1,-10,25,-4
302,-1,14,0,-4,21,-3,5,9,-3,-6,2,-4,26,11,-1,0,29,1,-4,27,-7
303,-4,12,6,0,24,-6,10,8,2,-2,8,-2,26,10,4,5,29,0,1,28,-7
304,-4,13,10,3,24,-7,12,6,6,0,10,3,25,11,5,7,28,-2,6,27,-8
305,-6,11,15,9,25,-6,17,7,11,6,16,8,24,12,12,12,23,-2,11,22,-6
306,-8,8,16,10,23,-9,20,8,13,10,17,12,22,7,16,16,20,-3,12,20,-5
307,-8,6,19,13,22,-6,22,6,19,13,18,12,19,4,21,21,17,-4,15,17,-4
308,-5,4,21,17,19,-8,24,2,21,15,20,15,17,4,24,22,10,-5,19,10,-4
309,-7,0,19,20,15,-9,24,-2,23,19,20,19,10,0,25,22,4,-4,20,3,-1
310,-5,-3,22,20,9,-5,23,-1,23,22,22,19,4,-3,23,19,-2,-5,22,1,-1
311,-5,-6,23,23,2,-5,21,-5,22,21,21,19,0,-7,22,19,-9,-5,22,-7,-3
312,-3,-8,19,22,-2,-5,19,-9,20,21,20,18,-4,-10,19,18,-16,-5,20,-11,-3
313,-2,-12,18,20,-10,-3,15,-13,18,19,17,17,-11,-14,15,14,-20,-6,16,-13,1
314,-3,-13,14,18,-13,-4,10,-15,15,17,13,14,-17,-17,11,10,-25,-5,16,-19,-1
315,-4,-15,9,13,-17,-3,6,-19,13,17,9,13,-22,-19,8,7,-27,-6,13,-23,-3
316,-1,-18,5,10,-20,-1,1,-18,8,10,2,9,-27,-22,2,2,-28,-3,8,-23,-3
317,0,-19,0,6,-23,-1,-3,-23,2,5,-3,6,-27,-24,-4,1,-28,-1,3,-24,-6
318,-1,-20,-3,2,-28,-1,-6,-23,-1,2,-4,3,-27,-23,-7,-4,-28,-3,0,-24,-6
319,-1,-20,-5,0,-29,1,-12,-23,-6,-1,-6,1,-25,-23,-10,-7,-26,-1,-3,-24,-5
320,-4,-20,-8,-4,-27,1,-16,-23,-8,-5,-9,-3,-24,-23,-13,-10,-19,0,-7,-19,-3
321,-2,-19,-8,-7,-26,0,-17,-19,-14,-7,-13,-8,-23,-20,-16,-13,-16,0,-11,-18,-5
322,-4,-19,-14,-8,-21,-3,-16,-18,-17,-9,-14,-9,-17,-18,-17,-13,-11,4,-10,-14,-4
323,-4,-18,-14,-13,-18,-4,-15,-15,-17,-12,-16,-9,-11,-14,-19,-14,-6,3,-12,-6,-4
324,-5,-14,-15,-13,-10,-2,-15,-11,-16,-13,-18,-11,-7,-8,-19,-16,-1,3,-13,0,-3
325,-4,-9,-14,-14,-6,-3,-11,-5,-15,-14,-16,-11,-2,-7,-16,-13,4,4,-15,5,-3
326,-5,-5,-11,-13,1,-1,-10,-3,-14,-14,-14,-9,7,-4,-13,-10,10,7,-13,10,-3
327,-3,-2,-11,-12,4,0,-8,0,-13,-12,-8,-10,11,4,-11,-9,16,4,-12,13,-1
328,-2,5,-7,-10,9,-1,-4,7,-12,-11,-6,-9,13,8,-10,-6,21,5,-11,18,1
329,-2,6,-3,-10,14,-1,-2,12,-9,-9,-2,-8,19,9,-2,-4,20,6,-7,21,1
330,-3,10,-3,-5,19,2,4,15,-5,-7,-2,-6,23,12,-1,-1,22,4,-5,23,2
331,0,13,3,-3,21,4,7,19,-2,-3,2,-8,24,16,3,2,24,0,-2,22,3
332,4,15,7,1,22,4,9,21,0,-1,3,-3,26,17,7,6,23,3,0,21,4
333,7,19,6,3,25,5,11,22,5,3,6,-2,25,19,10,7,20,3,3,20,8
334,7,18,7,6,23,9,14,21,8,6,8,0,21,17,12,11,20,1,7,17,7
335,9,19,10,6,21,9,13,21,11,8,10,4,18,17,11,12,14,-1,9,13,8
336,9,19,9,9,19,12,11,19,11,9,12,4,15,18,12,12,10,-2,10,10,9
337,11,19,11,10,14,13,10,17,12,9,13,6,8,16,14,12,8,-1,9,3,8
338,11,17,12,9,10,14,10,14,12,9,10,4,4,14,14,10,5,-2,10,-2,7
339,12,14,9,8,6,12,9,11,12,8,8,3,0,10,10,8,-2,-4,9,-4,8
340,11,11,7,8,1,9,5,9,8,8,8,4,-6,9,9,6,-5,-4,6,-7,6
341,11,7,5,8,-2,11,4,4,8,7,5,4,-9,5,6,3,-9,-1,5,-10,5
342,9,3,4,7,-8,10,0,3,7,5,3,2,-12,5,5,1,-12,-2,4,-13,5
343,5,1,2,7,-13,4,-3,0,5,5,2,1,-16,2,2,-2,-12,-1,3,-16,2
344,2,-1,1,4,-15,0,-4,-2,-1,1,2,1,-16,0,1,-2,-15,1,0,-18,-1
345,-1,-3,-2,4,-19,-1,-6,-4,1,1,0,0,-18,-4,-2,-1,-17,-1,-1,-16,-1
346,-2,-7,-6,-2,-19,-2,-9,-7,-4,-1,-4,-2,-15,-3,-3,-4,-15,-1,-3,-17,-5
347,-4,-6,-6,-4,-17,-5,-6,-6,-5,-2,-5,-3,-16,-6,-7,-4,-16,1,-5,-16,-6
348,-6,-5,-6,-5,-17,-6,-10,-4,-5,-7,-6,-4,-15,-3,-7,-6,-14,4,-4,-13,-7
349,-8,-9,-9,-6,-19,-7,-9,-7,-6,-7,-9,-5,-12,-3,-8,-6,-13,2,-7,-9,-8
350,-9,-8,-10,-6,-14,-9,-9,-5,-9,-9,-9,-6,-10,-4,-9,-8,-7,4,-8,-7,-8
351,-11,-5,-10,-10,-10,-9,-10,-3,-13,-11,-10,-5,-9,-2,-8,-9,-5,3,-7,-5,-9
352,-10,-5,-10,-9,-8,-8,-10,-1,-12,-9,-9,-6,-3,-1,-8,-7,-5,4,-7,-2,-9
353,-11,-3,-6,-8,-4,-8,-7,0,-10,-8,-9,-3,0,-2,-7,-8,0,4,-8,3,-8
354,-10,0,-6,-9,-2,-8,-7,2,-8,-7,-7,-3,2,1,-6,-6,3,1,-4,4,-6
355,-9,2,-6,-6,1,-8,-4,4,-6,-6,-6,0,3,4,-5,-3,6,-1,-1,10,-3
356,-6,3,-2,-4,5,-7,-4,3,-3,-5,-4,0,6,5,-5,-1,9,-1,1,11,-3
357,-6,3,-1,-3,9,-3,-2,4,-3,-4,-3,3,7,5,-2,0,10,-2,2,13,3
358,-1,4,-2,0,10,-1,1,2,-2,-4,-3,4,8,4,-3,0,10,-4,4,10,6
359,1,7,0,3,12,0,2,4,1,0,1,7,9,3,-2,4,12,-5,5,13,3
360,4,7,4,5,13,3,4,3,1,2,3,5,10,3,2,4,10,-3,5,11,6
361,5,7,3,4,12,5,4,2,4,3,4,5,7,1,0,7,9,-3,6,9,9
362,10,4,3,4,12,4,4,2,6,5,6,6,6,2,2,6,7,-5,7,8,9
363,10,5,4,2,11,8,5,-1,6,5,6,6,4,1,5,6,7,-4,7,7,11
364,11,2,5,7,9,10,6,-1,6,4,7,2,3,2,5,7,5,-6,7,5,10
365,10,0,7,6,6,11,7,0,6,7,5,4,4,2,4,4,1,-4,5,3,11
366,15,0,6,6,7,16,6,0,7,7,5,2,4,0,5,5,1,-2,3,4,12
367,14,-1,7,4,4,13,5,-1,6,5,5,3,3,-2,6,6,0,0,2,1,12
368,14,-2,5,5,6,11,3,-3,7,4,6,5,1,-2,7,7,-1,3,4,-1,7
369,10,-3,4,2,3,14,3,-3,6,4,3,2,-2,-2,6,5,2,5,0,-2,8
370,9,-5,5,2,2,11,6,-2,3,4,2,1,-2,-4,4,5,0,7,-1,-3,7
371,7,-4,6,3,2,9,2,-2,2,0,4,2,-2,-5,3,3,-2,7,1,-1,5
372,4,-3,7,3,1,4,1,-3,3,0,4,2,-1,-3,5,-1,-2,9,2,-3,0
373,5,-2,5,3,-1,5,1,-1,3,-2,2,-1,0,-1,2,-3,1,9,1,-5,0
374,2,-3,5,3,-3,2,0,-3,2,1,2,-3,0,-1,3,0,1,10,-2,-4,-2
375,1,-2,5,0,-3,-2,-2,2,2,-2,0,-2,-1,0,1,-1,-1,11,0,-4,-5
376,-2,0,4,-1,-4,-3,-2,2,1,0,-1,-2,2,1,0,-4,-3,11,1,-4,-4
377,-3,2,2,0,-3,-5,-1,1,-2,0,-1,-4,1,1,0,-4,-1,11,-1,-1,-6
378,-6,3,-2,-4,-4,-8,-2,-1,1,-1,-1,-3,0,1,0,-4,-1,8,-1,-1,-10
379,-9,5,-2,-1,-2,-11,-3,0,1,-4,-2,-4,0,2,-4,-3,-1,6,-2,-1,-12
380,-10,5,-5,-2,-4,-12,-3,2,-2,-1,-3,-3,1,0,-3,-2,1,2,-1,-1,-13
381,-10,2,-6,-2,-4,-11,-4,3,-3,0,-2,-1,0,2,-1,-1,-4,-2,1,-1,-11
382,-12,2,-5,-2,-2,-12,-5,2,-1,-1,-3,-1,0,1,-1,-3,-3,-6,0,-2,-10
383,-11,2,-5,-3,-1,-12,-4,3,-2,-4,-3,-2,0,1,1,-4,-5,-10,-2,-1,-10
384,-9,0,-8,-2,-2,-10,-5,2,-2,-3,-2,-1,-2,2,-3,-4,-5,-11,0,-3,-10
385,-9,-2,-6,-4,-1,-10,-5,1,-3,-5,-5,-1,-2,-1,-2,-3,-1,-14,-1,-3,-8
386,-6,-4,-6,-6,-2,-7,-3,-2,-4,-4,-4,-2,-3,-3,-4,-5,-5,-19,0,-4,-6
387,-5,-4,-7,-5,-3,-7,-5,-4,-4,-2,-3,-3,-7,-4,-7,-3,-5,-20,1,-3,-2
388,-4,-8,-7,-5,-2,-5,-4,-6,-7,-2,-5,-3,-5,-8,-6,-2,-7,-21,2,-3,0
389,-3,-8,-5,0,0,-3,-4,-10,-6,-4,-2,-2,-5,-8,-4,-2,-7,-21,1,-6,3
390,0,-8,-3,1,-4,-1,-4,-11,-5,-4,-5,-1,-7,-10,-4,-1,-8,-18,-1,-5,7
391,2,-9,-1,0,-4,-1,-3,-12,-3,-2,-6,-1,-6,-12,-4,0,-8,-17,-2,-4,8
392,6,-10,0,0,-4,4,-1,-10,0,-3,-5,1,-6,-11,-2,0,-6,-13,-2,-6,8
393,7,-8,1,-1,-4,8,-1,-11,0,-2,-3,1,-8,-11,-1,0,-4,-9,0,-5,11
394,10,-7,2,0,-4,12,2,-11,0,-1,-2,3,-5,-10,-2,1,-1,-8,0,-3,15
395,10,-8,2,0,-3,10,2,-8,0,1,0,1,-7,-6,-1,5,-1,-2,-1,0,14
396,13,-9,5,1,-1,12,2,-6,0,1,1,2,-5,-3,1,3,1,4,0,1,13
397,16,-7,5,2,1,17,4,-5,0,1,0,0,-2,1,2,2,4,10,1,3,14
398,16,-2,5,3,3,16,8,-1,3,5,2,2,1,6,1,2,9,11,2,3,15
399,18,1,7,5,3,16,6,3,5,5,5,6,2,8,5,2,10,18,2,6,11
400,16,1,6,4,5,16,7,6,5,4,2,5,6,8,4,2,9,21,1,8,11
401,13,3,5,4,4,13,6,7,8,6,4,2,10,10,4,4,11,24,2,9,10
402,13,9,5,2,6,10,5,11,8,5,6,5,12,12,3,4,12,25,2,11,10
403,8,10,3,3,8,9,3,15,6,3,4,4,12,16,3,3,13,22,3,11,6
404,6,12,3,3,8,7,5,15,5,1,5,2,12,17,5,3,13,20,3,11,4
405,5,14,1,1,9,3,5,17,4,1,4,1,13,16,3,3,12,22,3,14,1
406,3,14,1,0,8,3,2,17,3,-1,2,4,13,16,0,1,11,18,1,13,-4
407,-1,14,1,0,9,-2,1,14,1,0,3,0,10,15,1,1,8,12,2,14,-6
408,-3,14,-1,-2,7,-7,2,12,2,2,0,-1,11,14,-2,0,8,10,-1,8,-7
409,-6,12,-1,-1,8,-7,1,9,1,-1,-2,-1,9,11,-2,-2,4,4,-4,7,-13
410,-9,10,3,-3,7,-8,1,5,-1,-1,-2,0,8,7,-3,-3,2,1,-3,6,-14
411,-12,8,0,-2,6,-11,-1,4,-3,-1,-5,-2,5,3,-5,-4,1,-5,-3,1,-16
412,-13,4,-2,-2,3,-13,-1,0,-2,-3,-3,0,4,1,-3,-2,-2,-7,-3,-2,-16
413,-13,3,-2,-4,2,-13,-1,-3,-3,-3,-5,1,-1,-2,-4,-3,-4,-10,-3,-5,-13
414,-15,0,-3,-3,0,-13,-1,-6,-4,-2,-4,2,0,-6,-2,-3,-6,-14,-2,-6,-14
415,-16,-3,-4,-4,-1,-13,-2,-9,-3,-3,-2,2,-2,-11,-1,-2,-8,-14,-1,-11,-15
416,-15,-7,-3,0,-3,-13,0,-12,-1,-2,-2,-2,-3,-13,0,-3,-8,-15,1,-10,-14
417,-14,-8,-1,0,-5,-13,1,-15,0,-2,0,1,-8,-14,2,-2,-11,-19,2,-10,-11
418,-13,-10,1,3,-6,-10,1,-13,-1,-1,1,1,-9,-14,4,0,-11,-16,3,-13,-8
419,-11,-12,2,2,-6,-8,2,-13,2,1,2,3,-11,-14,4,5,-12,-14,2,-11,-7
420,-8,-11,3,7,-10,-7,3,-14,2,2,3,1,-11,-14,3,4,-12,-13,2,-12,-5
421,-6,-9,2,6,-10,-6,2,-13,3,3,2,1,-11,-15,4,3,-12,-9,4,-11,-4
422,-4,-9,1,5,-12,-6,3,-11,4,5,5,0,-14,-12,6,2,-14,-3,5,-12,-2
423,-3,-8,1,5,-11,-3,2,-8,5,5,5,2,-12,-8,6,8,-11,-1,4,-14,-1
424,-1,-7,2,4,-11,-1,4,-4,4,5,6,3,-11,-7,5,6,-10,0,7,-12,-1
425,0,-3,3,5,-9,-1,3,2,2,8,1,1,-11,-2,4,2,-7,5,6,-9,1
426,0,0,1,4,-8,-1,3,3,2,7,5,1,-11,1,4,5,-7,6,6,-8,1
427,0,2,3,4,-8,4,5,6,1,3,3,-1,-10,6,3,5,-3,11,4,-4,0
428,4,4,2,1,-7,4,3,9,-1,3,0,-1,-8,7,-1,2,-3,11,3,-2,-1
429,3,7,0,-1,-8,3,1,11,-2,1,-3,-1,-1,10,-3,0,2,14,2,-1,1
430,2,8,-1,-2,-5,3,-1,13,-3,0,-3,-2,-1,13,-3,-1,4,15,-1,0,1
431,3,10,-1,-5,-1,4,-3,14,-5,-1,-4,-4,1,15,-5,-3,7,11,-2,4,2
432,4,13,-2,-4,0,4,-3,15,-5,-2,-3,-3,3,16,-4,-5,10,11,-5,4,1
433,4,15,-5,-5,4,4,-4,14,-3,-4,-4,-3,5,15,-5,-8,12,11,-7,8,2
434,6,13,-4,-8,7,3,-5,11,-5,-3,-4,-4,6,15,-6,-8,13,9,-10,9,2
435,7,14,-4,-5,9,3,-4,11,-7,-4,-7,-6,9,13,-6,-5,12,6,-10,11,4
436,5,12,-3,-5,8,2,-3,13,-7,-4,-4,-5,12,11,-3,-5,13,3,-9,12,5
437,6,12,-2,-4,9,5,-3,11,-7,-6,-5,-4,12,8,-4,-5,12,1,-6,12,6
438,9,9,-3,-2,10,5,-1,4,-4,-6,0,-2,11,6,0,-5,14,1,-4,10,7
439,8,6,-2,-1,9,5,2,1,-2,-6,3,-3,10,3,-1,-3,11,-3,-4,10,6
440,10,3,-1,1,10,8,3,-1,-1,-4,2,-1,11,0,2,-2,9,-6,-1,8,7
441,9,-2,2,2,9,7,6,-6,3,-3,3,-1,11,-4,4,3,7,-7,2,6,8
442,10,-1,5,1,8,9,9,-7,2,0,7,2,8,-5,4,2,2,-10,4,4,11
443,10,-6,4,4,5,11,8,-11,7,3,9,4,6,-11,9,5,1,-9,8,1,10
444,9,-7,9,4,2,11,9,-12,9,3,12,5,6,-13,12,8,-1,-10,10,-5,9
445,9,-10,8,7,1,12,11,-13,10,9,14,9,2,-14,11,10,-4,-10,13,-4,8
446,10,-11,12,8,1,11,10,-13,12,9,10,12,-1,-14,12,11,-8,-10,13,-8,7
447,9,-12,14,8,-3,9,7,-14,13,8,14,9,-5,-14,13,12,-11,-10,14,-9,6
448,12,-13,12,10,-7,8,9,-11,12,11,12,9,-7,-12,11,10,-14,-9,13,-12,4
449,7,-14,10,12,-10,4,9,-13,12,13,11,13,-11,-12,11,9,-15,-8,12,-14,2
450,5,-10,8,10,-12,3,4,-12,10,11,10,11,-11,-12,9,10,-16,-7,14,-15,-1
451,1,-9,8,9,-12,-2,4,-9,6,11,6,10,-12,-9,7,9,-16,-4,10,-16,-3
452,-5,-9,5,8,-13,-2,2,-9,5,10,5,8,-14,-8,6,6,-15,-6,6,-14,-6
453,-5,-5,3,7,-14,-6,-2,-6,3,8,3,8,-16,-4,2,3,-15,-3,3,-14,-7
454,-11,-2,0,4,-14,-9,-8,-1,0,7,-2,6,-14,-1,-2,-1,-13,0,1,-10,-12
455,-15,-1,-6,-2,-12,-12,-9,1,-5,2,-6,0,-15,4,-4,-5,-12,1,-4,-8,-14
456,-16,1,-9,-3,-12,-14,-13,3,-8,-1,-13,-2,-15,6,-8,-10,-9,2,-9,-9,-16
457,-19,4,-12,-7,-11,-17,-16,6,-10,-2,-15,-7,-13,9,-12,-11,-4,3,-14,-5,-18
458,-22,6,-15,-11,-6,-19,-20,9,-12,-7,-18,-10,-9,12,-17,-15,-2,5,-16,-5,-18
459,-23,7,-18,-16,-3,-20,-22,8,-16,-8,-21,-13,-6,12,-22,-17,1,5,-19,-1,-19
460,-24,8,-20,-19,-1,-18,-22,11,-19,-16,-23,-17,-2,11,-21,-20,5,7,-20,3,-15
461,-21,9,-20,-20,2,-17,-25,12,-20,-16,-23,-21,-1,13,-24,-21,11,9,-22,7,-14
462,-21,12,-20,-23,6,-18,-23,11,-22,-19,-23,-22,5,12,-26,-19,12,6,-20,9,-11
463,-15,9,-21,-23,10,-14,-21,11,-22,-22,-20,-23,12,13,-23,-19,15,6,-21,14,-8
464,-11,8,-18,-24,12,-10,-16,10,-19,-23,-17,-22,14,7,-21,-19,17,6,-20,17,-4
465,-3,8,-16,-23,13,-9,-14,8,-17,-21,-14,-20,18,5,-17,-17,20,6,-17,19,3
466,1,7,-14,-20,14,-3,-11,6,-13,-22,-14,-17,21,6,-15,-11,23,6,-14,20,6
467,6,2,-10,-15,15,1,-5,5,-11,-18,-10,-12,23,5,-13,-9,23,6,-13,22,8
468,10,1,-5,-13,17,4,2,4,-7,-14,0,-10,25,1,-5,-3,22,6,-7,21,14
469,13,-2,3,-7,18,10,5,2,-3,-11,4,-7,21,-1,-1,3,23,5,-2,21,17
470,17,-3,9,-2,18,14,12,0,3,-6,9,-2,20,0,6,7,18,2,2,17,19
471,20,-5,13,3,17,16,16,-1,9,3,14,7,19,-3,12,13,14,1,6,15,19
472,23,-5,17,7,16,20,20,-1,14,7,17,13,17,-6,14,17,12,-2,14,11,20
473,25,-6,21,13,13,20,24,-3,18,11,20,13,15,-9,20,19,9,-3,15,8,23
474,25,-6,23,17,10,21,24,-6,22,17,22,16,12,-8,24,19,2,-5,17,3,19
475,24,-9,27,19,6,21,25,-5,26,19,24,22,6,-8,26,23,-2,-4,22,0,17
476,21,-8,29,21,3,21,27,-7,28,21,24,23,2,-8,24,23,-7,-5,24,-4,15
477,17,-7,23,26,-3,20,24,-5,29,23,25,24,-1,-8,24,23,-11,-7,24,-8,13
478,16,-5,20,25,-6,15,19,-7,26,23,25,24,-6,-7,23,23,-15,-6,23,-14,8
479,11,-3,18,24,-11,11,16,-6,23,22,20,24,-11,-5,21,20,-18,-3,22,-15,5
480,6,-2,15,22,-14,8,11,-7,22,20,18,19,-15,-2,18,15,-20,-4,18,-18,-1
481,0,-2,10,18,-18,5,6,-6,17,20,13,16,-16,-4,15,11,-23,-2,16,-21,-3
482,-2,-1,6,14,-22,-2,2,-5,10,16,8,14,-19,-3,13,8,-23,-1,10,-22,-6
483,-7,1,1,11,-21,-4,-4,-2,6,9,4,10,-21,-2,3,3,-23,1,9,-18,-9
484,-10,1,-5,5,-22,-6,-9,-1,0,6,-3,4,-21,-2,-3,-1,-21,2,5,-16,-10
485,-10,2,-6,3,-21,-9,-13,-1,-5,2,-7,1,-19,-2,-7,-5,-17,3,-2,-13,-13
486,-13,3,-10,-5,-18,-10,-17,-1,-10,-5,-10,-4,-17,-1,-11,-7,-14,2,-7,-12,-14
487,-16,2,-13,-7,-15,-14,-16,0,-15,-8,-14,-8,-16,-2,-13,-10,-11,1,-11,-8,-13
488,-17,-1,-15,-12,-13,-15,-19,1,-19,-11,-17,-12,-14,-1,-15,-13,-6,1,-13,-5,-13
489,-15,-2,-18,-15,-10,-14,-17,2,-20,-11,-17,-14,-10,1,-17,-14,-1,3,-14,1,-12
490,-13,0,-17,-17,-4,-12,-17,0,-19,-16,-16,-15,-3,-2,-18,-16,3,0,-16,3,-9
491,-11,-1,-18,-17,-3,-11,-14,-1,-19,-17,-19,-15,0,-2,-17,-14,6,1,-17,7,-6
492,-8,-4,-15,-16,3,-7,-11,-2,-17,-17,-16,-17,5,-1,-15,-13,11,1,-17,13,-3
493,-5,-4,-14,-15,5,-5,-9,-1,-15,-14,-14,-15,11,-1,-15,-13,15,-1,-16,17,-2
494,-1,-5,-10,-13,9,-1,-8,-2,-11,-12,-10,-13,13,0,-15,-10,17,0,-12,22,2
495,2,-5,-6,-9,13,1,-4,-3,-6,-11,-6,-11,15,-1,-10,-7,16,-3,-9,24,7
496,3,-4,-4,-6,15,4,1,-1,-6,-9,-3,-7,15,0,-7,-3,17,-3,-7,21,11
497,9,-2,2,-3,17,6,5,-2,-2,-6,3,-5,15,3,-6,-3,18,-4,-4,21,11
498,9,2,4,2,18,8,8,1,2,-3,5,-1,17,1,0,3,20,-3,0,20,13
499,11,-1,5,4,17,10,10,1,5,-1,9,1,16,1,5,7,17,-4,1,16,12
