191,-10,87,18,,0
192,-5,86,12,,0
193,3,79,4,,0
194,8,74,-3,,0
195,11,63,-13,,0
196,13,51,-17,,0
197,16,36,-20,,0
198,22,18,-24,,0
199,22,-1,-25,,0
200,24,-19,-25,,0
201,24,-35,-27,,0
202,24,-52,-22,,0
203,20,-62,-17,,0
204,13,-68,-13,,0
205,10,-75,-10,,0
206,5,-78,-4,,0
207,-2,-76,1,,0
208,-9,-69,5,,0
209,-13,-65,8,,0
210,-15,-52,12,,0
211,-20,-39,12,,0
212,-25,-26,11,,0
213,-25,-11,12,,0
214,-24,7,13,,0
215,-23,26,12,,0
216,-19,40,10,,0
217,-16,52,7,,0
218,-10,64,7,,0
219,-5,71,7,,0
220,1,77,8,,0
221,7,81,7,,0
222,14,80,9,,0
223,17,74,10,,0
224,19,65,9,,0
225,20,55,11,,0
226,22,40,11,,0
227,20,21,11,,0
228,19,2,10,,0
229,16,-19,10,,0
230,12,-38,8,,0
231,8,-55,5,,0
232,2,-70,0,,0
233,-5,-82,-4,,0
234,-8,-94,-7,,0
235,-13,-98,-11,,0
236,-20,-96,-13,,0
237,-20,-91,-19,,0
238,-23,-81,-20,,0
239,-21,-68,-21,,0
240,-24,-48,-23,,0
241,-20,-29,-25,,0
242,-18,-7,-22,,0
243,-13,13,-17,,0
244,-7,38,-16,,0
245,-4,59,-9,,0
246,1,72,-4,,0
247,8,88,3,,0
248,14,98,7,,0
249,19,102,10,,0
250,20,101,18,,0
251,22,95,23,,0
252,27,82,23,,0
253,26,66,23,,0
254,24,47,21,,0
255,23,24,19,,0
256,17,0,16,,0
257,13,-26,14,,0
258,8,-47,8,,0
259,3,-70,4,,0
260,-3,-88,-4,,0
261,-9,-102,-8,,0
262,-12,-108,-9,,0
263,-14,-111,-15,,0
264,-16,-108,-17,,0
265,-19,-96,-17,,0
266,-20,-83,-18,,0
267,-19,-63,-19,,0
268,-16,-39,-18,,0
269,-14,-14,-17,,0
270,-8,11,-14,,0
271,-2,35,-11,,0
272,1,59,-7,,0
273,4,75,-4,,0
274,6,92,1,,0
275,11,102,7,,0
276,13,106,13,,0
277,17,108,14,,0
278,17,99,18,,0
279,16,88,21,,0
280,17,71,23,,0
281,17,51,20,,0
282,14,31,19,,0
283,12,9,17,,0
284,10,-16,16,,0
285,9,-41,13,,0
286,5,-62,8,,0
287,0,-78,8,,0
288,0,-88,6,,0
289,-1,-100,5,,0
290,-5,-103,1,,0
291,-7,-100,0,,0
292,-11,-91,-1,,0
293,-9,-82,-4,,0
294,-7,-63,-7,,0
295,-10,-46,-9,,0
296,-10,-26,-11,,0
297,-11,-5,-12,,0
298,-9,20,-12,,0
299,-8,41,-13,,0
300,-7,58,-12,,0
301,-4,74,-11,,0
302,-4,85,-12,,0
303,0,91,-9,,0
304,5,91,-8,,0
305,5,89,-4,,0
306,5,81,1,,0
307,7,67,4,,0
308,7,53,12,,0
309,8,34,15,,0
310,8,12,20,,0
311,7,-7,23,,0
312,7,-27,27,,0
313,7,-45,28,,0
314,5,-60,29,,0
315,2,-73,26,,0
316,0,-80,22,,0
317,-1,-81,18,,0
318,-1,-83,12,,0
319,-7,-79,4,,0
320,-6,-69,-5,,0
321,-6,-56,-13,,0
322,-5,-43,-21,,0
323,-5,-25,-29,,0
324,-5,-10,-37,,0
325,-5,10,-42,,0
326,-5,26,-46,,0
327,-6,38,-50,,0
328,-6,51,-46,,0
329,-5,61,-41,,0
330,-4,68,-33,,0
331,-3,69,-23,,0
332,-3,68,-11,,0
333,0,64,0,,0
334,-2,59,13,,0
335,0,47,25,,0
336,1,33,38,,38
337,1,21,46,,46
338,-1,7,53,,53
339,0,-7,58,,58
340,1,-21,60,,60
341,2,-33,56,,56
342,2,-42,48,,48
343,2,-49,38,,38
344,8,-52,27,,0
345,6,-55,14,,0
346,5,-55,-2,,0
347,5,-51,-16,,0
348,7,-47,-31,,0
349,9,-39,-42,,0
350,8,-27,-51,,0
351,8,-16,-58,,0
352,10,-6,-61,,0
353,11,4,-62,,0
354,13,14,-57,,0
355,10,23,-53,,0
356,9,32,-45,,0
357,5,39,-31,,0
358,4,43,-15,,0
359,0,46,-1,,0
360,-4,46,14,,0
361,-6,45,28,,0
362,-9,43,43,,43
363,-14,38,55,,55
364,-17,31,63,,63
365,-18,22,67,,67
366,-18,12,68,,68
367,-20,2,69,,69
368,-17,-8,62,,62
369,-15,-18,54,,54
370,-12,-26,42,,42
371,-8,-35,29,,0
372,-2,-40,14,,0
373,3,-48,0,,0
374,12,-53,-12,,0
375,16,-54,-26,,0
376,21,-52,-36,,0
377,30,-49,-48,,0
378,37,-44,-55,,0
379,39,-34,-61,,0
380,36,-22,-62,,0
381,39,-13,-58,,0
382,32,-2,-51,,0
383,24,14,-41,,0
384,16,27,-33,,0
385,3,36,-24,,0
386,-4,45,-8,,0
387,-11,52,5,,0
388,-22,57,15,,0
389,-33,60,24,,0
390,-40,54,37,,37
391,-46,52,46,,46
392,-48,44,53,,53
393,-50,34,56,,56
394,-46,21,56,,56
395,-43,8,54,,54
396,-35,-2,49,,49
397,-25,-13,42,,42
398,-12,-20,33,,33
399,1,-31,22,,0
400,12,-35,12,,0
401,23,-39,2,,0
402,34,-41,-10,,0
403,45,-45,-20,,0
404,47,-41,-27,,0
405,50,-37,-34,,0
406,54,-33,-40,,0
407,50,-26,-45,,0
408,42,-17,-46,,0
409,35,-11,-45,,0
410,25,-4,-42,,0
411,12,3,-39,,0
412,-1,14,-33,,0
413,-13,19,-28,,0
414,-24,22,-21,,0
415,-34,31,-15,,0
416,-43,33,-6,,0
417,-49,32,3,,0
418,-54,32,13,,0
419,-55,30,22,,0
420,-52,26,29,,0
421,-48,23,33,,33
422,-37,18,37,,37
423,-25,13,42,,42
424,-11,8,45,,45
425,3,0,46,,46
426,15,-4,43,,43
427,28,-11,41,,41
428,40,-16,33,,33
429,51,-18,25,,0
430,56,-23,19,,0
431,60,-26,9,,0
432,60,-27,-1,,0
433,58,-26,-12,,0
434,53,-27,-22,,0
435,44,-24,-28,,0
436,33,-22,-38,,0
437,20,-19,-46,,0
438,9,-17,-50,,0
439,-7,-15,-51,,0
440,-21,-12,-53,,0
441,-33,-9,-50,,0
442,-43,-8,-42,,0
443,-48,-5,-34,,0
444,-55,-4,-25,,0
445,-59,-1,-15,,0
446,-56,4,-1,,0
447,-51,11,12,,0
448,-44,13,24,,0
449,-33,17,33,,33
450,-21,23,42,,42
451,-8,29,50,,50
452,6,36,55,,55
453,22,38,55,,55
454,33,40,57,,57
455,45,42,54,,54
456,53,41,45,,45
457,59,37,37,,37
458,63,30,27,,0
459,59,22,15,,0
460,54,13,2,,0
461,46,-2,-12,,0
462,35,-13,-27,,0
463,22,-27,-36,,0
464,10,-39,-46,,0
465,-6,-51,-56,,0
466,-18,-62,-57,,0
467,-31,-67,-59,,0
468,-44,-68,-56,,0
469,-51,-68,-52,,0
470,-55,-59,-44,,0
471,-56,-48,-32,,0
472,-55,-30,-20,,0
473,-53,-13,-7,,0
474,-48,7,5,,0
475,-38,27,23,,0
476,-28,45,35,,35
477,-16,57,45,,45
478,-3,71,54,,54
479,8,83,61,,61
480,17,85,64,,64
481,29,84,64,,64
482,34,76,58,,58
483,40,65,52,,52
484,46,55,41,,41
485,49,37,30,,0
486,46,16,14,,0
487,42,-7,0,,0
488,41,-29,-17,,0
489,32,-47,-30,,0
490,23,-58,-40,,0
491,14,-69,-50,,0
492,4,-78,-58,,0
493,-6,-81,-65,,0
494,-18,-81,-62,,0
495,-25,-75,-59,,0
496,-33,-66,-52,,0
497,-42,-54,-41,,0
498,-43,-38,-31,,0
499,-45,-23,-17,,0
500,-44,-4,-4,,0
501,-41,12,10,,0
502,-35,31,22,,0
503,-29,47,34,,34
504,-21,58,42,,42
505,-13,70,52,,52
506,-3,77,56,,56
507,9,79,57,,57
508,16,75,59,,59
509,26,69,57,,57
510,32,59,50,,50
511,39,46,43,,43
512,42,31,27,,0
513,44,13,16,,0
514,43,-7,5,,0
515,43,-22,-8,,0
516,37,-38,-20,,0
517,31,-53,-31,,0
518,21,-62,-38,,0
519,11,-69,-45,,0
520,2,-74,-47,,0
521,-9,-76,-48,,0
522,-22,-75,-47,,0
523,-31,-65,-44,,0
524,-35,-53,-41,,0
525,-44,-41,-31,,0
526,-46,-27,-18,,0
527,-44,-8,-9,,0
528,-46,7,-1,,0
529,-40,22,8,,0
530,-34,32,19,,0
531,-23,44,25,,0
532,-13,52,33,,33
533,-6,56,38,,38
534,6,58,43,,43
535,21,58,40,,40
536,28,53,39,,39
537,32,44,36,,36
538,38,37,32,,32
539,43,28,27,,0
540,44,15,19,,0
541,43,5,11,,0
542,37,-7,1,,0
543,33,-15,-9,,0
544,25,-25,-17,,0
545,16,-30,-23,,0
546,5,-34,-28,,0
547,-7,-35,-32,,0
548,-16,-39,-34,,0
549,-24,-37,-32,,0
550,-31,-36,-31,,0
551,-34,-31,-28,,0
552,-36,-29,-25,,0
553,-36,-22,-21,,0
554,-34,-16,-14,,0
555,-27,-11,-9,,0
556,-20,-6,-1,,0
557,-12,0,5,,0
558,-6,11,13,,0
559,6,15,19,,0
560,15,19,25,,0
561,24,25,28,,0
562,28,33,33,,33
563,36,38,34,,34
564,38,38,34,,34
565,38,41,32,,32
566,36,40,28,,0
567,32,38,24,,0
568,26,35,17,,0
569,17,28,10,,0
570,7,24,-2,,0
571,-3,16,-10,,0
572,-12,9,-15,,0
573,-21,-4,-24,,0
574,-29,-14,-32,,0
575,-33,-24,-35,,0
576,-35,-34,-37,,0
577,-38,-39,-37,,0
578,-39,-41,-35,,0
579,-35,-45,-31,,0
580,-30,-43,-27,,0
581,-20,-41,-18,,0
582,-12,-36,-8,,0
583,-3,-32,0,,0
584,11,-27,12,,0
585,19,-18,22,,0
586,27,-4,32,,32
587,33,7,39,,39
588,40,15,45,,45
589,42,24,50,,50
590,41,37,48,,48
591,38,40,46,,46
592,35,43,44,,44
593,25,45,32,,32
594,20,44,22,,0
595,10,41,10,,0
596,1,38,0,,0
597,-10,29,-8,,0
598,-21,20,-23,,0
599,-25,10,-33,,0
600,-32,0,-40,,0
601,-40,-8,-44,,0
602,-40,-17,-45,,0
603,-37,-25,-47,,0
604,-35,-31,-46,,0
605,-32,-38,-40,,0
606,-24,-41,-30,,0
607,-17,-42,-21,,0
608,-7,-42,-7,,0
609,3,-40,3,,0
610,11,-35,16,,0
611,18,-29,29,,0
612,24,-21,38,,38
613,30,-10,43,,43
614,33,-1,45,,45
615,37,2,48,,48
616,37,10,46,,46
617,36,16,43,,43
618,30,22,37,,37
619,23,26,25,,0
620,18,28,15,,0
621,12,28,4,,0
622,7,31,-7,,0
623,-3,27,-17,,0
624,-9,22,-28,,0
625,-16,17,-35,,0
626,-23,10,-44,,0
627,-27,3,-48,,0
628,-29,-4,-52,,0
629,-28,-10,-49,,0
630,-29,-12,-45,,0
631,-25,-16,-37,,0
632,-24,-18,-29,,0
633,-17,-16,-17,,0
634,-12,-21,-2,,0
635,-7,-20,9,,0
636,1,-21,24,,0
637,6,-20,36,,36
638,12,-17,48,,48
639,15,-17,54,,54
640,20,-16,59,,59
641,23,-13,59,,59
642,27,-11,58,,58
643,28,-8,50,,50
644,28,-4,40,,40
645,30,0,30,,0
646,28,2,16,,0
647,22,7,3,,0
648,19,13,-14,,0
649,12,14,-28,,0
650,5,17,-39,,0
651,-1,18,-47,,0
652,-10,23,-53,,0
653,-15,20,-57,,0
654,-21,20,-58,,0
655,-28,21,-51,,0
656,-28,21,-45,,0
657,-28,18,-35,,0
658,-28,16,-24,,0
659,-28,14,-15,,0
660,-27,9,0,,0
661,-21,6,13,,0
662,-16,1,26,,0
663,-9,-5,35,,35
664,-4,-8,45,,45
665,2,-15,50,,50
666,8,-20,52,,52
667,14,-25,53,,53
668,19,-27,50,,50
669,22,-29,45,,45
670,26,-30,34,,34
671,27,-33,26,,0
672,29,-28,13,,0
673,28,-23,1,,0
674,26,-20,-10,,0
675,22,-11,-22,,0
676,18,-4,-32,,0
677,11,3,-38,,0
678,4,13,-46,,0
679,0,22,-48,,0
680,-9,31,-49,,0
681,-16,37,-48,,0
682,-22,44,-44,,0
683,-28,48,-39,,0
684,-33,49,-32,,0
685,-35,45,-23,,0
686,-35,39,-11,,0
687,-36,31,0,,0
688,-33,24,13,,0
689,-30,11,24,,0
690,-24,0,32,,32
691,-16,-11,40,,40
692,-6,-21,47,,47
693,3,-33,50,,50
694,10,-39,51,,51
695,19,-47,49,,49
696,25,-48,46,,46
697,32,-49,42,,42
698,37,-45,33,,33
699,41,-43,22,,0
700,41,-37,11,,0
701,39,-27,0,,0
702,38,-15,-15,,0
703,33,-3,-26,,0
704,25,7,-34,,0
705,15,18,-43,,0
706,7,28,-49,,0
707,-1,36,-49,,0
708,-12,41,-50,,0
709,-21,42,-44,,0
710,-29,40,-41,,0
711,-34,36,-33,,0
712,-39,34,-22,,0
713,-40,27,-11,,0
714,-40,19,0,,0
715,-38,10,12,,0
716,-37,3,21,,0
717,-30,-3,32,,32
718,-22,-10,40,,40
719,-15,-16,47,,47
720,-3,-21,50,,50
721,7,-27,52,,52
722,17,-30,51,,51
723,22,-30,48,,48
724,28,-31,42,,42
725,33,-29,32,,32
726,36,-26,20,,0
727,40,-21,10,,0
728,39,-18,0,,0
729,36,-12,-13,,0
730,32,-8,-24,,0
731,26,-1,-33,,0
732,18,6,-42,,0
733,10,11,-48,,0
734,6,14,-50,,0
735,-1,18,-53,,0
736,-10,22,-48,,0
737,-18,21,-45,,0
738,-22,20,-37,,0
739,-25,19,-29,,0
740,-29,18,-17,,0
741,-31,17,-4,,0
742,-31,13,8,,0
743,-29,8,19,,0
744,-28,4,31,,31
745,-23,-1,39,,39
746,-19,-7,47,,47
747,-14,-11,51,,51
748,-7,-13,53,,53
749,2,-14,53,,53
750,9,-15,47,,47
751,16,-14,46,,46
752,24,-14,37,,37
753,30,-10,25,,0
754,33,-6,14,,0
755,33,-3,6,,0
756,35,2,-8,,0
757,35,7,-22,,0
758,31,10,-29,,0
759,24,13,-35,,0
760,20,16,-43,,0
761,10,19,-46,,0
762,0,17,-50,,0
763,-8,17,-46,,0
764,-13,14,-44,,0
765,-19,7,-38,,0
766,-26,2,-33,,0
767,-31,-4,-26,,0
768,-35,-9,-12,,0
769,-36,-11,-2,,0
770,-36,-15,8,,0
771,-33,-20,18,,0
772,-32,-21,26,,0
773,-24,-19,36,,36
774,-17,-17,41,,41
775,-8,-17,45,,45
776,0,-13,46,,46
777,8,-6,46,,46
778,18,0,45,,45
779,29,2,39,,39
780,34,7,36,,36
781,38,8,28,,0
782,43,13,20,,0
783,42,14,10,,0
784,40,16,2,,0
785,39,16,-9,,0
786,32,17,-20,,0
787,26,16,-26,,0
788,18,15,-34,,0
789,6,11,-41,,0
790,-3,7,-43,,0
791,-11,6,-42,,0
792,-21,2,-40,,0
793,-29,-2,-37,,0
794,-36,-3,-36,,0
795,-43,-6,-32,,0
796,-40,-12,-24,,0
797,-37,-15,-15,,0
798,-37,-16,-8,,0
799,-35,-17,3,,0
800,-26,-16,9,,0
801,-19,-13,19,,0
802,-12,-12,26,,0
803,-2,-10,32,,32
804,10,-6,36,,36
805,18,-4,39,,39
806,27,-1,41,,41
807,31,0,39,,39
808,38,5,35,,35
809,42,8,32,,32
810,43,8,28,,0
811,41,8,23,,0
812,35,10,15,,0
813,30,8,6,,0
814,23,9,-5,,0
815,14,7,-13,,0
816,3,9,-21,,0
817,-6,3,-27,,0
818,-17,4,-32,,0
819,-25,2,-36,,0
820,-35,-2,-38,,0
821,-37,-2,-39,,0
822,-39,-3,-36,,0
823,-41,-4,-30,,0
824,-40,-3,-24,,0
825,-35,-4,-16,,0
826,-29,-4,-8,,0
827,-20,-3,1,,0
828,-11,-1,11,,0
829,-1,0,18,,0
830,7,1,26,,0
831,19,1,33,,33
832,30,3,38,,38
833,35,3,39,,39
834,43,6,40,,40
835,45,5,40,,40
836,46,6,36,,36
837,43,9,32,,32
838,40,11,26,,0
839,32,7,18,,0
840,23,4,13,,0
841,11,3,3,,0
842,3,1,-4,,0
843,-6,-4,-11,,0
844,-15,-7,-20,,0
845,-25,-10,-25,,0
846,-30,-14,-31,,0
847,-36,-13,-33,,0
848,-39,-15,-30,,0
849,-41,-15,-31,,0
850,-39,-15,-31,,0
851,-36,-15,-27,,0
852,-29,-16,-22,,0
853,-23,-15,-13,,0
854,-15,-11,-7,,0
855,-1,-6,0,,0
856,7,-1,7,,0
857,15,4,12,,0
858,25,10,18,,0
859,29,15,24,,0
860,35,18,26,,0
861,39,21,28,,0
862,37,23,27,,0
863,36,26,29,,0
864,31,25,26,,0
865,30,24,20,,0
866,20,21,16,,0
867,12,21,12,,0
868,2,16,8,,0
869,-7,11,0,,0
870,-14,4,-6,,0
871,-21,0,-12,,0
872,-30,-7,-17,,0
873,-35,-14,-19,,0
874,-36,-20,-23,,0
875,-37,-26,-24,,0
876,-34,-27,-24,,0
877,-30,-29,-25,,0
878,-25,-28,-23,,0
879,-20,-30,-23,,0
880,-13,-25,-20,,0
881,-3,-22,-17,,0
882,7,-19,-12,,0
883,15,-11,-9,,0
884,24,-3,-4,,0
885,33,2,-2,,0
886,36,6,3,,0
887,39,13,6,,0
888,41,20,9,,0
889,41,26,11,,0
890,35,27,13,,0
891,29,32,16,,0
892,25,32,17,,0
893,16,28,16,,0
894,8,25,19,,0
895,-1,21,19,,0
896,-11,11,18,,0
897,-17,3,15,,0
898,-26,-2,11,,0
899,-31,-8,8,,0
900,-36,-16,1,,0
901,-39,-21,-4,,0
902,-42,-22,-7,,0
903,-37,-26,-10,,0
904,-33,-29,-15,,0
905,-29,-31,-19,,0
906,-20,-31,-20,,0
907,-11,-29,-22,,0
908,-1,-23,-23,,0
909,5,-18,-19,,0
910,13,-12,-17,,0
911,23,-8,-14,,0
912,29,-2,-12,,0
913,36,7,-6,,0
914,38,12,2,,0
915,42,17,5,,0
916,40,22,10,,0
917,38,27,13,,0
918,33,27,15,,0
919,26,27,19,,0
920,19,28,19,,0
921,9,25,18,,0
922,-1,25,16,,0
923,-10,21,15,,0
924,-19,19,12,,0
925,-25,11,9,,0
926,-30,8,4,,0
927,-37,0,1,,0
928,-36,-5,-4,,0
929,-36,-10,-4,,0
930,-33,-17,-7,,0
931,-31,-20,-10,,0
932,-24,-25,-13,,0
933,-19,-25,-13,,0
934,-14,-26,-14,,0
935,-7,-25,-13,,0
936,2,-26,-14,,0
937,9,-24,-12,,0
938,17,-21,-10,,0
939,23,-17,-5,,0
940,28,-9,-3,,0
941,30,-6,0,,0
942,34,1,5,,0
943,33,7,8,,0
944,30,11,12,,0
945,25,18,14,,0
946,22,20,17,,0
947,18,22,17,,0
948,9,24,19,,0
949,-1,27,19,,0
950,-6,27,15,,0
951,-12,23,10,,0
952,-20,18,7,,0
953,-25,17,6,,0
954,-29,11,1,,0
955,-31,4,-5,,0
956,-33,-1,-9,,0
957,-32,-7,-10,,0
958,-30,-14,-12,,0
959,-23,-17,-13,,0
