,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
493,15,8,22,18,12,12,9,-10,17,-5,-6,-9,-6,-11,-5,-8,-8,-11,-9,-9,22,-10,34,8,20,21,16,-8,-4,-15,-21,-6,-4,6,-30,-23,15,-23,14,10,7,-12,-12,-17,-13,-11,-12,-9,-29,-13,-47,-45,30,32,-1,0,-6,-7,7,-12,-7,3,4,3,6,-14,14,-1
494,9,0,17,13,3,5,8,-11,9,-6,-5,-7,-6,-12,-6,-9,-8,-10,-8,-10,11,-4,33,1,12,14,12,-9,-7,-14,-19,-7,-5,1,-35,-25,9,-26,11,5,2,-14,-13,-18,-15,-11,-11,-11,-30,-12,-44,-47,24,30,-3,-1,-8,-12,5,-12,-3,6,4,4,5,-18,13,4
495,1,-9,7,6,-3,-3,6,-9,-2,-7,-4,-4,-7,-8,-3,-8,-7,-8,-6,-10,5,-1,27,-8,5,4,7,-11,-9,-16,-16,-10,-6,-4,-38,-27,3,-26,7,-2,-3,-19,-16,-19,-18,-11,-11,-9,-29,-11,-41,-48,21,29,-3,2,-9,-12,6,-10,-3,4,5,4,3,-22,14,6
496,-6,-13,-1,-3,-12,-10,8,-9,-10,-6,-5,-9,-6,-7,-5,-7,-6,-8,-7,-11,-2,0,22,-15,-6,-6,3,-13,-11,-13,-14,-10,-6,-10,-37,-29,-2,-24,0,-6,-8,-21,-19,-20,-21,-14,-12,-14,-29,-11,-41,-48,15,26,-5,2,-13,-12,7,-8,0,1,3,2,4,-23,9,9
497,-16,-22,-11,-10,-20,-18,4,-7,-17,-6,-4,-6,-4,-7,-5,-8,-6,-7,-7,-12,-10,0,18,-25,-15,-14,0,-17,-10,-12,-8,-9,-8,-14,-40,-27,-8,-24,-6,-10,-11,-23,-26,-23,-27,-12,-11,-11,-28,-9,-38,-45,9,23,-7,3,-14,-12,3,-9,4,0,1,-1,3,-22,8,11
498,-24,-27,-18,-18,-27,-25,1,-8,-23,-9,-6,-7,-8,-6,-5,-10,-6,-8,-5,-7,-15,3,12,-30,-24,-24,-7,-18,-10,-10,-8,-10,-11,-17,-41,-23,-12,-22,-9,-15,-17,-28,-27,-26,-28,-11,-12,-13,-25,-8,-34,-39,2,21,-11,1,-16,-11,2,-11,7,1,0,0,2,-19,8,13
499,-26,-32,-26,-25,-33,-30,0,-8,-29,-10,-6,-9,-9,-4,-6,-5,-7,-9,-5,-8,-24,3,5,-37,-30,-30,-11,-20,-10,-5,-5,-7,-10,-23,-41,-19,-18,-17,-15,-17,-20,-28,-28,-26,-30,-14,-9,-10,-22,-11,-32,-37,-3,21,-14,2,-19,-14,3,-12,11,-2,-2,-3,1,-16,5,14
500,-31,-35,-29,-32,-39,-35,-2,-11,-32,-13,-8,-11,-11,-6,-7,-8,-8,-11,-6,-10,-29,2,-2,-43,-39,-38,-16,-20,-7,-4,-2,-8,-10,-22,-43,-15,-20,-11,-19,-20,-22,-31,-32,-28,-30,-14,-6,-10,-18,-8,-30,-31,-12,19,-16,0,-22,-13,4,-12,12,-2,-3,-3,1,-14,2,16
501,-32,-34,-33,-36,-40,-37,-5,-10,-35,-16,-10,-11,-15,-8,-9,-13,-12,-11,-8,-11,-33,2,-9,-44,-44,-45,-19,-20,-6,2,2,-5,-11,-26,-43,-9,-25,-5,-23,-21,-23,-31,-31,-30,-30,-11,-6,-12,-18,-8,-25,-27,-20,17,-16,0,-24,-12,2,-13,14,-4,-1,-2,2,-10,-3,18
502,-36,-32,-38,-37,-37,-37,-7,-7,-35,-16,-11,-14,-15,-11,-11,-15,-13,-15,-8,-12,-34,3,-13,-45,-46,-49,-24,-21,-4,2,6,-1,-12,-25,-41,-4,-25,0,-25,-22,-23,-32,-31,-28,-30,-10,-5,-9,-13,-8,-20,-21,-26,17,-18,1,-24,-12,3,-14,14,-3,-4,-1,0,-2,-3,15
503,-35,-28,-39,-38,-34,-35,-8,-8,-33,-21,-13,-17,-17,-11,-15,-14,-17,-16,-11,-12,-35,2,-21,-46,-51,-51,-26,-23,-3,5,6,2,-12,-23,-39,3,-26,8,-28,-21,-20,-31,-30,-27,-28,-8,-2,-8,-13,-5,-17,-15,-32,13,-19,0,-24,-10,3,-16,13,-4,-3,-2,0,4,-6,16
504,-31,-22,-35,-36,-29,-29,-10,-11,-36,-22,-15,-20,-20,-15,-16,-16,-17,-17,-14,-16,-34,1,-27,-45,-50,-54,-29,-21,-1,5,6,4,-11,-18,-37,10,-24,13,-27,-17,-18,-28,-28,-22,-26,-8,-2,-8,-9,-7,-13,-8,-36,10,-20,-2,-24,-8,2,-20,10,-4,-3,-1,-3,11,-11,16
505,-24,-15,-29,-30,-20,-22,-8,-10,-38,-21,-18,-21,-21,-17,-18,-18,-17,-17,-17,-15,-30,-1,-33,-45,-51,-52,-30,-21,2,5,9,7,-8,-14,-32,17,-19,21,-24,-11,-16,-26,-24,-21,-21,-8,-3,-7,-4,-4,-8,-2,-37,8,-19,-2,-24,-8,0,-21,6,-3,-3,1,0,13,-12,15
506,-18,-3,-24,-24,-12,-16,-8,-12,-38,-22,-22,-19,-23,-19,-21,-20,-20,-17,-16,-19,-29,-1,-38,-41,-45,-49,-31,-22,3,3,8,8,-10,-7,-28,22,-17,26,-20,-8,-11,-21,-18,-15,-17,-7,2,-4,2,-1,-6,0,-44,3,-22,-4,-22,-7,-2,-22,-3,-2,-4,0,0,19,-13,12
507,-9,8,-15,-15,-1,-3,-8,-11,-37,-24,-22,-21,-20,-20,-22,-19,-22,-21,-19,-19,-23,1,-43,-35,-45,-46,-34,-20,7,3,9,10,-9,-1,-25,28,-14,29,-15,-2,-2,-15,-10,-10,-11,-3,1,-1,3,0,-3,3,-48,1,-21,-3,-20,-3,-1,-23,-14,-2,-3,1,0,24,-17,10
508,3,17,-4,-5,9,7,-5,-10,-34,-20,-22,-23,-20,-24,-20,-17,-20,-21,-21,-21,-17,0,-47,-31,-38,-41,-33,-20,8,3,8,10,-9,5,-23,33,-5,37,-11,3,3,-8,-5,-4,-5,-1,3,0,7,1,2,7,-50,-5,-20,-2,-15,-1,0,-23,-25,-2,-2,1,0,23,-21,5
509,13,26,5,5,19,19,-3,-9,-30,-19,-25,-20,-16,-19,-21,-18,-22,-19,-21,-18,-12,1,-51,-24,-34,-37,-32,-20,9,1,7,9,-8,13,-16,34,2,36,-1,10,8,-4,1,4,1,0,6,1,9,4,7,6,-51,-7,-18,-3,-14,-1,0,-25,-41,-1,-5,0,1,23,-23,2
510,21,34,15,16,27,29,-2,-12,-27,-12,-24,-19,-15,-19,-18,-15,-20,-18,-17,-16,-5,3,-54,-18,-26,-31,-31,-20,10,-2,3,8,-5,21,-14,37,7,37,3,15,17,6,11,12,9,0,9,3,13,6,8,8,-53,-12,-18,-1,-12,1,-1,-23,-54,-1,-2,0,0,22,-26,-1
511,30,40,24,25,37,38,0,-11,-26,-7,-23,-17,-11,-18,-17,-13,-15,-14,-16,-15,3,2,-52,-9,-18,-23,-29,-19,9,-4,4,4,-5,25,-6,39,15,37,11,18,21,16,18,19,17,3,7,4,13,4,10,6,-52,-18,-14,2,-7,4,1,-22,-72,3,-2,-1,-1,20,-28,-4
512,39,45,37,30,40,43,1,-8,-22,-3,-21,-11,-6,-17,-14,-9,-14,-11,-15,-11,11,4,-55,-4,-12,-16,-27,-18,7,-5,5,2,-3,29,-2,37,21,35,17,26,23,25,25,28,28,4,8,7,15,4,16,5,-52,-22,-10,2,1,6,1,-17,-89,0,1,1,0,15,-32,-7
513,45,47,39,39,47,49,1,-7,-16,2,-17,-5,-2,-10,-10,-4,-8,-6,-10,-5,15,2,-56,2,-6,-7,-23,-15,4,-5,5,0,-3,34,2,35,23,32,25,30,29,31,34,33,38,4,9,8,17,7,16,4,-51,-27,-6,4,5,6,1,-15,-101,2,1,0,1,10,-32,-12
514,48,47,44,45,49,48,1,-8,-15,10,-11,2,6,-5,-5,-1,-2,1,-5,-1,21,6,-54,6,-1,-2,-20,-13,3,-4,5,-3,-2,32,10,30,28,25,27,31,28,37,42,41,40,6,11,11,17,10,22,4,-48,-33,-3,4,10,9,2,-12,-117,3,-1,2,1,4,-33,-14
515,48,42,48,47,46,43,4,-8,-12,16,-7,6,9,1,2,3,4,4,-2,6,27,6,-54,12,3,3,-15,-11,-1,-3,6,-6,-1,32,13,26,32,22,30,28,30,42,48,46,48,9,9,15,20,9,26,1,-46,-38,0,5,14,10,3,-7,-128,5,3,2,0,-7,-31,-13
516,47,39,50,45,42,41,3,-12,-8,25,4,12,16,5,9,10,10,9,2,11,30,11,-55,13,11,9,-11,-10,-5,-3,1,-11,0,30,17,21,29,14,33,27,29,49,53,49,54,10,8,16,20,9,28,-1,-42,-44,5,7,20,12,5,-4,-141,7,4,2,1,-17,-30,-15
517,43,31,44,41,37,36,3,-11,0,30,10,22,19,12,15,15,16,14,10,16,32,13,-51,18,14,15,-12,-7,-7,-2,2,-13,3,24,23,15,30,10,32,25,29,53,55,55,56,12,9,17,21,11,32,-5,-39,-47,12,7,24,11,4,-1,-148,5,3,1,5,-29,-29,-18
518,35,21,38,36,31,28,2,-7,5,32,18,29,23,18,21,20,21,20,16,21,32,15,-48,22,17,18,-9,-6,-9,0,3,-15,5,19,25,10,27,2,30,20,25,52,55,55,57,14,8,18,22,9,34,-7,-36,-53,15,5,31,11,4,1,-152,5,2,3,3,-39,-29,-18
519,28,10,30,27,22,17,4,-3,10,37,22,33,26,22,28,26,25,27,21,25,30,14,-47,24,20,22,-4,-4,-9,2,4,-17,8,15,28,2,24,-3,27,14,19,54,57,54,60,15,8,17,23,11,36,-8,-35,-58,20,4,31,12,4,2,-157,8,5,3,5,-47,-27,-14
520,18,1,24,19,12,8,1,-4,11,42,29,35,31,26,32,30,29,30,26,29,26,16,-42,25,22,24,-1,-1,-10,1,3,-16,6,8,31,-3,19,-8,24,8,12,53,56,52,59,15,9,18,25,10,36,-12,-30,-62,26,3,34,12,3,1,-158,5,6,3,6,-58,-21,-11
521,8,-9,16,9,1,-3,-1,0,11,41,33,37,36,32,36,36,34,34,31,31,22,19,-38,25,23,26,0,1,-13,2,2,-19,8,3,34,-10,15,-13,17,-1,4,49,53,52,54,14,8,18,24,9,38,-12,-28,-64,31,2,34,11,2,1,-156,6,5,2,5,-64,-18,-11
522,-1,-17,4,-1,-8,-13,-2,3,9,41,37,40,35,33,39,37,39,39,34,35,18,19,-32,25,25,26,3,4,-16,3,1,-21,9,-5,36,-18,8,-18,12,-7,-3,46,50,46,49,15,10,16,24,9,39,-14,-23,-67,32,-1,36,11,6,5,-149,5,6,4,0,-67,-14,-9
523,-9,-25,-6,-12,-19,-22,-4,6,8,39,40,42,34,39,38,37,40,38,38,37,12,18,-26,23,25,28,6,3,-14,6,2,-19,11,-9,34,-22,0,-20,7,-10,-9,42,43,40,42,18,9,16,24,11,39,-18,-24,-69,34,-6,37,12,5,4,-143,4,4,2,2,-69,-6,-6
524,-18,-31,-14,-19,-27,-26,-4,5,10,35,43,38,34,40,37,38,41,39,37,36,5,19,-21,21,26,27,6,7,-16,5,0,-17,12,-15,33,-23,-6,-23,0,-17,-12,35,35,34,35,17,10,16,24,11,40,-16,-19,-70,35,-8,35,10,5,5,-134,5,6,2,-2,-64,-3,-3
525,-27,-33,-24,-25,-33,-31,-6,3,11,31,42,37,36,38,37,38,39,39,38,34,1,17,-13,21,26,25,7,10,-14,6,-3,-16,11,-17,37,-24,-10,-23,-7,-18,-16,25,31,26,29,16,11,14,21,11,41,-17,-15,-71,37,-12,34,6,4,4,-119,4,2,-1,-3,-59,1,-5
526,-32,-38,-30,-29,-38,-34,-6,3,14,30,42,35,31,38,36,34,35,36,39,32,-3,17,-5,22,22,23,8,11,-14,6,-5,-12,14,-19,36,-23,-14,-24,-12,-18,-21,19,22,20,19,19,12,12,21,12,40,-16,-9,-72,35,-13,33,7,2,7,-107,0,2,-2,-3,-53,8,-1
527,-35,-36,-34,-35,-40,-32,-8,4,12,21,40,29,26,34,34,31,32,31,32,30,-8,15,0,18,19,19,11,9,-14,3,-6,-8,12,-23,37,-24,-20,-24,-18,-20,-23,12,12,12,13,16,13,10,18,11,39,-16,-5,-70,35,-13,30,4,0,7,-91,-1,-1,-3,-5,-43,11,1
528,-38,-34,-39,-35,-40,-36,-9,3,15,16,34,20,23,31,28,26,27,27,29,26,-15,10,8,17,17,18,11,11,-10,2,-7,-4,10,-22,35,-22,-22,-20,-20,-21,-24,8,5,4,4,14,11,7,18,13,38,-11,-1,-68,31,-14,28,1,1,10,-77,-4,-3,-8,-6,-29,17,2
529,-36,-31,-39,-34,-41,-34,-7,5,13,11,30,16,17,24,23,23,23,21,25,19,-17,7,16,16,16,17,10,11,-6,4,-10,0,12,-22,34,-17,-24,-19,-22,-21,-25,2,0,-3,-3,15,13,5,16,11,32,-8,5,-63,29,-15,28,0,1,13,-59,-6,-6,-6,-7,-15,19,3
530,-32,-23,-37,-31,-37,-30,-6,4,14,2,24,10,12,22,17,16,18,14,19,13,-18,3,24,12,16,13,9,11,-2,1,-12,4,12,-21,34,-14,-23,-15,-22,-18,-22,-4,-9,-8,-11,15,10,4,16,15,29,-3,7,-60,25,-16,24,-3,0,16,-44,-6,-7,-7,-9,0,25,3
531,-28,-17,-34,-28,-29,-23,-6,4,12,-4,18,4,5,14,10,10,11,7,12,8,-18,1,29,9,12,10,10,10,0,-1,-14,9,13,-15,33,-10,-22,-10,-23,-15,-19,-10,-13,-12,-16,16,11,1,12,13,27,3,12,-55,23,-14,20,-6,0,20,-26,-7,-9,-6,-8,13,26,5
532,-26,-12,-29,-23,-23,-14,-5,2,10,-10,10,-5,-1,6,6,5,5,2,6,3,-15,-3,33,5,8,5,11,9,5,-2,-14,13,10,-11,35,-4,-17,-8,-21,-8,-12,-14,-16,-17,-20,15,11,0,8,14,23,10,19,-47,17,-11,18,-6,-1,22,-9,-10,-10,-10,-6,26,25,5
533,-19,-3,-23,-15,-16,-8,1,3,12,-14,1,-9,-5,0,0,-2,0,-5,0,-4,-15,-8,35,1,5,1,13,10,10,-4,-13,16,9,-4,33,2,-13,-2,-15,-4,-9,-16,-21,-21,-24,13,11,-2,5,13,21,17,24,-43,14,-7,16,-6,-1,27,8,-7,-9,-8,-7,37,25,4
534,-12,3,-15,-7,-5,1,6,1,14,-21,-6,-14,-12,-4,-8,-8,-9,-10,-5,-11,-13,-10,40,-2,3,-1,13,9,13,-4,-15,17,7,2,29,4,-10,1,-13,-3,-3,-19,-23,-21,-26,12,10,-4,1,14,16,24,29,-40,8,-5,12,-8,-2,29,26,-9,-9,-9,-9,43,24,7
535,-1,12,-9,1,1,6,5,-1,17,-23,-11,-17,-14,-8,-14,-12,-12,-14,-9,-14,-9,-11,44,-4,0,-3,11,10,16,-6,-15,23,5,9,28,5,-5,5,-5,3,2,-21,-23,-18,-28,11,11,-5,-3,13,14,29,33,-34,5,1,8,-7,0,28,41,-9,-9,-9,-7,48,22,8
536,7,15,-1,11,11,14,7,-1,18,-22,-18,-21,-15,-13,-18,-16,-16,-17,-14,-16,-5,-16,47,-5,-2,-4,10,11,23,-5,-12,24,3,15,28,9,2,8,1,8,10,-21,-22,-19,-26,10,8,-3,-6,9,10,36,38,-29,-2,6,4,-9,-3,29,57,-8,-9,-7,-4,52,20,8
537,11,19,6,16,17,20,12,0,21,-24,-22,-22,-18,-16,-19,-20,-19,-19,-18,-19,-3,-16,49,-7,-3,-5,12,10,24,-5,-9,26,-2,18,25,9,7,8,6,13,16,-20,-21,-20,-27,8,5,-3,-8,7,4,39,41,-22,-4,10,0,-9,-3,29,70,-5,-8,-4,-2,51,18,11
538,18,22,9,19,22,23,11,-1,20,-24,-23,-23,-20,-19,-24,-22,-20,-22,-19,-20,1,-19,50,-8,-4,-10,11,9,26,-5,-4,26,-3,20,22,7,14,8,12,16,21,-22,-21,-18,-26,5,3,-3,-14,6,-2,44,45,-19,-8,19,-5,-10,-4,25,79,-3,-4,-2,2,48,14,12
539,21,27,15,22,26,26,12,-3,19,-18,-24,-21,-18,-21,-21,-21,-22,-19,-20,-20,3,-19,50,-9,-4,-9,10,8,25,-6,-1,24,-3,27,19,7,18,8,14,19,25,-20,-17,-16,-25,5,1,-4,-14,3,-5,48,48,-14,-8,25,-7,-9,-4,25,91,-3,-2,2,4,43,9,12
540,24,24,17,27,27,28,12,-5,20,-16,-26,-21,-18,-20,-20,-19,-20,-18,-20,-18,8,-18,51,-10,-5,-10,9,6,25,-4,3,21,-1,27,17,7,22,5,21,20,24,-18,-18,-16,-22,2,-2,-6,-16,0,-11,53,50,-10,-11,30,-10,-10,-4,22,99,0,2,6,5,38,8,17
541,24,19,20,27,26,24,11,-3,18,-10,-24,-16,-16,-20,-18,-19,-20,-16,-19,-15,12,-21,51,-10,-6,-8,10,6,22,-5,7,20,-5,25,14,5,25,4,26,21,23,-16,-17,-18,-20,-4,-2,-6,-21,-3,-14,52,50,-5,-17,33,-11,-11,-5,18,105,1,5,6,4,30,4,17
542,25,17,20,25,24,20,13,-2,19,-4,-19,-14,-10,-16,-17,-15,-16,-15,-18,-12,14,-19,46,-8,-4,-6,9,5,18,-1,9,15,-6,23,10,4,24,4,26,19,22,-13,-15,-17,-20,-8,-8,-8,-23,-6,-16,52,49,-2,-19,37,-13,-13,-5,13,108,4,5,7,8,20,2,16
543,20,12,18,22,20,15,12,-4,18,-1,-17,-9,-7,-14,-14,-9,-12,-8,-13,-8,18,-17,44,-5,-6,-6,9,5,15,-2,12,13,-8,21,6,-2,23,0,26,16,19,-14,-14,-16,-17,-9,-9,-8,-24,-8,-21,49,47,1,-20,40,-18,-15,-3,9,109,4,7,7,7,12,-1,16
544,15,7,17,19,16,12,11,1,19,5,-14,-5,-1,-12,-10,-6,-7,-6,-10,-4,16,-15,40,-5,-2,-4,6,3,13,-1,15,6,-10,15,2,-4,18,-5,25,14,15,-16,-14,-19,-15,-10,-10,-8,-26,-11,-23,44,48,6,-19,43,-19,-11,-3,4,110,3,5,8,5,1,-3,16
545,13,2,10,13,12,6,14,4,19,7,-10,1,1,-4,-5,-1,-5,-3,-4,-1,17,-13,36,-4,-3,0,6,3,11,1,17,1,-12,8,-4,-9,15,-8,21,11,10,-17,-17,-19,-18,-14,-14,-11,-28,-13,-25,45,45,11,-23,41,-20,-13,-7,2,107,5,7,7,6,-6,-5,14
546,8,-4,11,8,5,-1,9,8,15,10,-3,6,5,-1,-1,2,0,5,-1,5,18,-12,32,-3,1,0,5,3,5,4,20,-1,-11,2,-11,-9,14,-9,17,4,5,-17,-17,-23,-20,-15,-16,-13,-27,-16,-29,39,43,13,-23,41,-24,-13,-6,-2,104,4,7,6,5,-13,-7,14
547,2,-9,6,2,-1,-6,7,11,12,9,1,8,7,2,2,6,3,5,0,8,17,-10,23,0,-1,0,5,3,-1,5,20,-5,-14,-6,-15,-13,6,-12,6,-1,-2,-17,-19,-24,-20,-17,-17,-13,-27,-18,-32,32,37,17,-22,38,-27,-14,-5,-8,97,5,6,5,2,-15,-8,13
548,-4,-12,1,-2,-7,-7,4,15,5,9,3,12,7,6,4,8,6,8,4,8,12,-7,19,0,-1,-1,4,1,-6,7,22,-9,-17,-12,-20,-13,2,-12,2,-8,-10,-20,-22,-28,-21,-21,-20,-16,-27,-19,-32,24,34,21,-25,36,-29,-12,-4,-10,89,4,6,2,2,-18,-8,9
549,-7,-14,-5,-11,-11,-14,1,17,2,11,8,13,9,11,6,11,7,12,6,12,7,-4,12,1,0,2,1,4,-10,10,23,-12,-19,-21,-24,-14,-5,-15,-4,-13,-15,-22,-23,-31,-22,-25,-23,-20,-24,-21,-30,18,28,25,-25,30,-31,-13,-4,-14,83,3,3,-1,2,-19,-6,7
550,-12,-18,-7,-15,-14,-15,-4,17,-1,9,11,16,11,13,11,12,12,13,9,12,2,-3,6,3,-1,3,-1,1,-11,14,20,-16,-19,-28,-28,-16,-12,-16,-14,-20,-19,-21,-25,-31,-23,-25,-23,-17,-24,-24,-31,10,23,29,-26,26,-32,-12,-4,-19,76,1,4,-3,-2,-21,-10,5
551,-14,-19,-11,-15,-17,-16,-5,17,-2,4,16,16,10,11,12,13,11,12,10,10,-1,-3,-1,5,1,4,-3,-1,-14,15,17,-17,-21,-31,-31,-15,-19,-13,-22,-25,-24,-25,-25,-29,-25,-26,-24,-15,-19,-23,-29,-1,17,31,-27,21,-35,-10,-5,-22,71,1,3,-3,-2,-21,-8,0
552,-16,-19,-12,-21,-20,-20,-7,17,0,2,20,14,7,11,11,10,8,11,11,9,-6,-2,-9,7,1,4,-1,-2,-17,14,20,-18,-24,-35,-35,-11,-26,-11,-28,-31,-32,-27,-27,-32,-24,-27,-25,-17,-16,-21,-28,-10,14,37,-29,12,-36,-10,-3,-23,61,0,2,-3,-2,-18,-7,-3
553,-19,-20,-18,-18,-19,-18,-10,16,-3,-3,20,12,5,10,9,6,9,8,9,9,-10,-2,-12,9,2,4,-2,1,-16,15,14,-16,-25,-34,-36,-9,-31,-10,-34,-33,-31,-26,-28,-27,-25,-26,-26,-17,-15,-24,-25,-19,7,41,-27,7,-39,-5,-1,-27,52,-2,-1,-6,-1,-17,-5,-9
554,-20,-16,-17,-19,-15,-17,-9,16,-4,-6,16,6,4,6,6,5,6,6,5,4,-13,2,-20,10,3,4,-2,2,-15,14,13,-14,-23,-35,-41,-6,-33,-6,-38,-34,-33,-25,-27,-27,-24,-23,-24,-15,-15,-23,-24,-29,2,44,-31,-1,-40,-4,-2,-32,46,-2,-2,-6,-1,-15,-4,-14
555,-15,-12,-15,-18,-14,-15,-9,13,-5,-13,11,1,-1,2,2,0,3,3,4,0,-18,3,-26,12,5,5,-3,2,-14,15,9,-13,-25,-35,-45,-3,-35,-2,-39,-31,-31,-24,-23,-26,-22,-21,-21,-14,-12,-24,-21,-38,-3,46,-28,-9,-41,-5,0,-35,38,-5,1,-4,1,-12,0,-16
556,-15,-10,-14,-15,-13,-13,-12,14,-6,-16,7,-3,-5,-1,0,-4,-1,0,0,-4,-20,3,-28,11,4,5,-4,0,-15,12,5,-12,-26,-31,-47,3,-36,5,-36,-31,-32,-23,-22,-22,-20,-16,-19,-12,-10,-22,-18,-47,-9,47,-28,-15,-40,-1,-1,-39,30,-2,-2,-3,2,-6,-2,-19
557,-12,-6,-12,-13,-10,-10,-11,13,-9,-18,2,-8,-9,-7,-4,-5,-3,-5,-5,-9,-23,7,-34,12,6,6,-4,2,-12,10,2,-6,-26,-27,-47,6,-33,12,-37,-25,-29,-20,-17,-18,-17,-17,-19,-10,-8,-20,-14,-53,-15,47,-28,-17,-39,-1,1,-41,23,0,-3,-4,0,-3,-3,-21
558,-9,-2,-11,-11,-6,-8,-10,12,-13,-21,-2,-12,-15,-9,-11,-11,-8,-10,-10,-14,-22,7,-36,11,8,6,-3,0,-11,7,-4,-5,-23,-20,-46,10,-32,17,-34,-23,-21,-15,-13,-14,-13,-13,-15,-7,-5,-18,-11,-61,-19,49,-28,-21,-36,2,3,-43,14,-2,1,-2,2,0,-1,-23
559,-5,2,-7,-5,-1,-5,-11,12,-17,-23,-7,-16,-18,-14,-14,-16,-14,-16,-13,-21,-23,7,-40,11,10,8,-3,-3,-8,1,-8,-2,-22,-16,-45,14,-27,19,-29,-17,-16,-9,-10,-10,-7,-8,-12,-4,-3,-15,-7,-68,-23,49,-27,-23,-30,5,3,-45,6,0,3,0,1,4,0,-23
560,-2,5,-3,-1,1,0,-9,12,-17,-25,-14,-18,-20,-17,-19,-20,-20,-20,-15,-23,-22,7,-43,7,10,8,-5,-3,-7,-1,-10,4,-21,-5,-44,20,-22,24,-21,-7,-8,-5,-4,-4,0,-9,-8,-3,-3,-11,-3,-74,-25,47,-28,-22,-25,6,6,-46,-2,3,0,3,4,8,3,-22
561,0,6,0,2,1,5,-7,10,-18,-25,-20,-25,-24,-23,-22,-24,-21,-22,-17,-22,-19,7,-42,6,10,8,-7,-1,-4,-4,-12,5,-20,3,-43,23,-13,24,-11,0,-2,1,4,5,7,-8,-6,-2,1,-9,3,-76,-27,49,-26,-23,-21,7,6,-44,-9,3,2,5,5,9,5,-23
562,3,8,4,4,3,8,-1,7,-16,-25,-23,-28,-27,-23,-25,-27,-23,-27,-20,-26,-13,7,-45,6,9,7,-5,0,3,-10,-16,4,-18,9,-42,25,-3,28,-8,6,7,7,9,13,11,-4,-2,1,4,-6,4,-76,-30,49,-25,-22,-15,8,8,-44,-16,3,3,5,7,9,5,-22
563,6,11,7,7,7,9,0,4,-17,-23,-27,-27,-27,-25,-25,-25,-22,-27,-22,-28,-12,4,-44,2,6,2,-4,-2,3,-12,-19,7,-16,16,-36,29,4,28,4,14,15,14,14,18,16,-3,1,2,2,-6,10,-76,-31,47,-20,-20,-10,11,9,-40,-21,5,2,6,6,12,9,-21
564,8,15,9,8,10,11,2,2,-19,-22,-31,-28,-28,-29,-26,-28,-27,-27,-21,-28,-6,5,-42,-2,3,2,-4,-2,5,-15,-21,10,-12,24,-32,29,10,26,10,24,21,21,17,26,22,0,6,7,1,-3,15,-75,-30,45,-18,-15,-3,11,12,-38,-21,4,5,8,5,11,10,-19
565,12,16,12,14,12,14,3,2,-19,-20,-31,-28,-27,-28,-27,-26,-25,-27,-23,-26,-2,2,-40,-5,1,-1,-4,-2,5,-17,-23,8,-8,30,-31,30,20,25,18,30,24,25,24,32,27,2,10,10,4,0,17,-71,-29,44,-12,-15,6,14,10,-35,-27,5,6,7,4,8,8,-12
566,13,16,14,16,14,17,5,1,-18,-16,-33,-26,-24,-28,-27,-27,-25,-23,-23,-23,3,3,-42,-7,-4,-5,-4,-5,8,-18,-21,10,-4,34,-24,27,26,23,26,33,30,29,27,35,31,4,8,14,4,4,24,-67,-29,43,-9,-13,14,13,10,-30,-24,8,3,9,2,6,12,-8
567,15,16,14,18,13,14,6,-1,-19,-12,-32,-24,-19,-24,-24,-23,-21,-19,-22,-22,10,0,-41,-11,-10,-10,-4,-7,7,-17,-20,11,0,37,-19,21,30,21,32,36,36,32,28,36,34,6,10,13,6,7,30,-62,-30,40,-6,-11,18,12,13,-25,-23,7,4,9,2,3,11,-3
568,15,16,13,16,13,17,9,-5,-18,-8,-29,-21,-17,-23,-21,-18,-19,-16,-20,-17,15,0,-39,-16,-15,-14,-5,-6,9,-18,-19,10,5,38,-14,22,35,15,36,40,38,36,31,37,36,8,11,15,7,9,31,-54,-29,36,-3,-8,26,13,13,-22,-21,5,5,7,0,-3,12,3
569,17,13,16,16,15,18,11,-7,-17,-2,-28,-16,-13,-18,-18,-16,-15,-12,-19,-14,19,-2,-35,-20,-19,-16,-6,-8,10,-15,-14,9,9,36,-10,17,38,9,37,40,37,34,34,40,38,9,14,14,8,11,34,-47,-29,33,2,-8,31,12,12,-18,-17,5,4,6,0,-9,11,5
570,18,13,17,16,14,15,8,-8,-14,0,-21,-11,-8,-15,-13,-12,-13,-8,-14,-11,22,-3,-33,-22,-23,-21,-5,-8,8,-14,-13,6,10,34,-2,11,40,4,40,38,34,35,36,38,39,11,16,14,10,12,38,-37,-29,28,6,-5,36,14,15,-17,-9,4,0,5,-1,-18,10,11
571,17,11,16,18,15,15,8,-7,-12,5,-17,-7,-5,-12,-8,-5,-7,-6,-8,-5,19,-4,-30,-26,-28,-24,-6,-8,8,-13,-9,6,14,32,2,5,38,-1,39,32,33,37,34,38,36,13,16,12,10,15,40,-25,-25,20,12,-3,41,14,15,-16,-1,3,1,5,-2,-23,14,16
