,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
207,-34,-22,-29,-29,-28,-28,-14,0,-23,-1,-18,-14,-15,-20,-16,-15,-17,-18,-18,-17,-7,5,0,-52,-49,-51,-11,-5,3,-18,-20,4,0,-1,-19,-5,0,3,3,0,0,-18,-19,-11,-20,6,3,-6,3,-4,-34,-22,0,92,-9,-30,14,-2,1,-3,-120,-6,-2,-4,0,-10,29,-3
208,-29,-19,-30,-28,-22,-26,-15,-3,-19,2,-15,-8,-11,-15,-11,-12,-14,-12,-15,-15,-8,13,1,-53,-49,-52,-12,-6,2,-14,-16,6,2,-2,-13,2,-2,11,2,3,2,-20,-19,-11,-18,11,10,-2,7,-1,-31,-20,-6,92,-6,-26,16,1,1,2,-103,-3,-1,0,0,-16,28,-2
209,-22,-14,-27,-23,-19,-18,-11,-1,-23,7,-8,-4,-5,-10,-7,-9,-10,-9,-12,-7,-9,22,3,-51,-47,-54,-11,-8,3,-15,-16,9,4,0,-8,7,1,15,1,3,1,-21,-19,-12,-18,14,14,1,8,4,-30,-15,-10,91,-1,-22,17,5,-2,5,-86,0,1,0,2,-18,27,2
210,-15,-9,-22,-18,-17,-14,-12,7,-26,7,-4,2,-1,-6,-6,-5,-5,-3,-6,-5,-10,25,3,-49,-48,-53,-10,-9,6,-12,-11,8,6,2,-2,17,-2,20,3,3,2,-17,-15,-11,-15,15,16,7,7,7,-30,-9,-13,88,4,-19,20,9,0,10,-68,0,3,1,2,-21,23,6
211,-12,-4,-15,-13,-10,-12,-8,6,-23,11,1,2,4,1,-1,5,-1,0,-1,0,-9,30,3,-44,-45,-50,-12,-10,6,-11,-7,9,7,3,4,21,2,24,4,5,6,-13,-10,-9,-12,18,24,10,10,13,-28,-6,-15,82,8,-16,24,11,-2,15,-49,0,3,5,2,-23,23,11
212,-8,2,-11,-12,-4,-4,-8,2,-18,13,4,11,7,8,4,10,4,4,2,5,-9,33,6,-41,-39,-49,-10,-11,4,-10,-2,10,10,5,8,24,4,26,2,7,7,-11,-6,-9,-8,16,28,15,13,21,-27,0,-21,79,11,-9,27,13,-3,14,-31,5,4,6,2,-22,21,15
213,0,8,-8,-3,0,2,-6,0,-14,16,9,13,9,11,7,15,9,9,8,10,-8,34,7,-35,-34,-41,-11,-11,1,-6,1,6,11,7,17,26,8,27,4,6,6,-6,-5,-6,-4,17,32,23,11,24,-22,5,-24,73,17,-4,28,15,-1,15,-14,6,5,6,6,-21,16,17
214,4,12,-2,2,6,8,-5,0,-13,18,14,15,15,12,9,16,12,12,10,15,-5,33,9,-27,-30,-36,-12,-12,1,0,2,7,11,7,21,31,9,29,6,10,6,-2,0,-4,2,17,33,24,12,27,-22,12,-28,68,20,1,31,18,-3,17,1,4,6,7,4,-18,14,19
215,12,15,4,7,13,10,-2,2,-16,14,16,16,15,15,13,18,14,16,14,16,-4,32,8,-18,-23,-30,-9,-15,0,0,6,2,11,10,28,31,10,29,8,12,7,2,3,-1,6,17,33,27,13,30,-19,14,-28,59,24,5,30,20,0,19,17,4,5,8,4,-14,12,18
216,16,16,11,10,14,14,-2,4,-18,11,20,17,14,18,14,19,15,15,14,14,-1,29,10,-8,-14,-22,-7,-17,-3,3,10,1,12,12,35,27,11,23,9,14,8,5,9,4,11,16,33,30,10,34,-16,20,-33,52,30,10,31,24,-1,18,30,6,6,8,2,-11,9,22
217,20,17,15,12,16,16,-6,5,-20,9,21,18,15,18,17,21,17,16,15,18,0,25,11,-2,-8,-13,-5,-18,-5,6,14,2,10,11,39,25,11,18,8,11,9,9,12,10,13,13,33,35,9,35,-13,27,-34,42,32,12,30,25,1,17,43,8,6,9,5,-8,4,21
218,18,18,17,16,20,15,-4,0,-22,7,21,18,12,18,18,18,16,18,16,16,4,22,10,9,0,-5,-1,-16,-5,9,16,1,9,11,40,19,11,12,6,12,9,12,17,13,16,12,31,35,10,35,-12,33,-33,32,36,16,30,24,1,14,54,8,6,9,4,-6,1,22
219,21,18,18,17,21,17,-3,0,-23,4,19,15,13,16,13,16,16,15,14,17,6,17,10,17,7,4,-1,-16,-6,8,18,-1,8,12,44,12,11,6,8,12,8,16,19,12,19,11,27,37,10,34,-8,32,-34,20,37,19,28,27,1,12,65,6,7,6,4,-4,-3,18
220,24,15,20,19,22,19,-4,1,-24,2,15,11,11,12,10,15,12,11,11,15,9,11,9,25,14,12,2,-18,-3,9,19,0,5,9,46,4,10,-1,10,9,8,19,21,17,23,8,24,39,8,33,-4,33,-33,7,40,19,29,27,2,11,74,5,5,6,2,-2,-7,16
221,24,15,21,17,19,18,-7,-2,-23,-2,13,9,5,11,10,11,7,9,9,12,12,7,11,31,21,19,4,-21,-1,13,21,0,3,8,47,-3,9,-7,9,6,9,20,25,17,25,6,23,39,9,27,3,35,-31,-5,42,20,25,28,3,10,82,7,5,5,4,0,-13,13
222,21,12,20,17,20,18,-10,-3,-17,-6,9,2,3,8,4,6,4,5,6,6,13,2,12,36,30,30,7,-21,0,14,20,3,2,7,48,-11,6,-17,6,4,6,19,26,20,25,5,16,35,9,23,6,36,-29,-18,44,18,21,29,1,6,86,6,4,4,2,1,-17,10
223,21,11,20,15,17,15,-11,-4,-16,-7,6,-3,-1,4,1,3,-1,3,4,5,16,-3,14,40,36,35,8,-20,0,14,20,4,-1,6,48,-14,5,-21,6,5,6,18,27,21,25,5,13,33,10,21,8,31,-29,-30,45,23,20,30,3,3,91,4,3,5,3,-1,-20,8
224,19,10,17,16,16,15,-12,-5,-12,-9,2,-3,-6,0,-1,-2,-5,0,2,1,20,-8,11,46,38,39,10,-21,2,15,18,2,-5,3,52,-24,4,-26,3,3,5,19,25,20,25,5,10,31,10,17,13,26,-28,-41,43,19,17,29,4,4,92,0,3,1,1,-4,-23,3
225,17,6,17,16,15,14,-15,-6,-11,-10,-1,-7,-6,-2,-5,-4,-5,-7,-2,-4,20,-11,11,49,43,45,16,-20,6,14,17,1,-5,-1,50,-26,4,-33,2,-3,3,19,23,20,24,4,7,27,12,12,17,24,-27,-54,42,20,13,27,5,1,89,2,3,-3,1,-6,-22,-1
226,16,5,15,13,10,11,-17,-6,-11,-9,-4,-9,-7,-5,-6,-7,-9,-5,-5,-7,18,-12,13,48,45,49,17,-17,9,13,14,0,-7,-2,52,-31,2,-34,2,-6,1,17,20,19,22,4,4,21,10,8,20,20,-22,-66,40,19,11,27,7,-1,87,-1,1,-2,-2,-10,-25,-5
227,14,5,13,11,7,8,-17,-9,-11,-7,-8,-10,-5,-7,-9,-7,-9,-8,-7,-8,21,-11,13,49,47,50,21,-14,8,11,10,1,-8,-4,52,-32,0,-34,0,-8,-1,14,18,16,16,6,0,18,9,4,23,17,-20,-78,37,21,9,26,7,-4,84,-3,-2,-6,-2,-9,-27,-8
228,9,2,12,10,6,6,-19,-14,-5,-5,-10,-10,-4,-9,-9,-7,-12,-5,-11,-10,20,-10,12,46,46,47,21,-12,9,8,6,1,-11,-6,49,-31,-3,-33,-3,-9,-5,11,12,11,13,8,-4,16,7,-1,25,12,-17,-86,30,21,2,25,4,-8,76,-3,-6,-7,-9,-12,-27,-14
229,7,0,8,6,6,7,-21,-22,0,-2,-8,-9,-2,-7,-9,-9,-10,-9,-9,-10,15,-7,15,43,43,46,22,-13,7,7,0,0,-13,-10,47,-29,-5,-30,-6,-13,-5,9,11,10,12,8,-6,11,10,-4,27,5,-12,-96,25,22,-2,25,5,-11,69,-5,-8,-9,-9,-14,-25,-18
230,5,-1,6,6,5,3,-18,-21,10,3,-9,-7,0,-8,-7,-8,-9,-8,-8,-9,11,-3,16,38,40,45,25,-10,7,2,-4,-1,-13,-9,47,-27,-7,-24,-7,-12,-9,5,7,5,8,7,-6,6,8,-6,30,-2,-12,-105,23,21,-5,24,6,-15,60,-9,-11,-13,-12,-16,-25,-20
231,5,-2,5,3,0,-1,-15,-19,15,10,-10,-4,1,-3,-5,-5,-5,-5,-6,-6,11,2,17,34,37,41,25,-8,6,-3,-8,-3,-15,-9,47,-20,-9,-20,-7,-14,-10,2,3,3,4,10,-5,3,6,-7,32,-4,-7,-109,18,20,-7,22,6,-19,50,-11,-12,-14,-12,-20,-22,-24
232,0,-5,2,1,-1,-2,-14,-19,19,14,-8,-2,5,2,-2,-2,-3,-2,-4,-3,7,6,20,29,32,38,25,-9,4,-6,-14,-5,-15,-12,44,-13,-10,-13,-11,-15,-7,-1,1,1,1,12,-7,-4,5,-11,34,-10,-6,-116,8,22,-10,20,4,-18,42,-10,-14,-15,-13,-22,-23,-23
233,-4,-6,-2,-1,-6,-6,-11,-19,24,18,-4,3,8,2,1,2,2,-1,-1,1,4,14,21,25,27,32,25,-6,3,-10,-18,-6,-18,-13,40,-6,-10,-3,-11,-12,-11,-2,-4,-2,-1,13,-9,-8,4,-11,35,-14,-7,-116,1,22,-15,17,4,-21,34,-12,-15,-14,-15,-23,-20,-24
234,-5,-5,-6,-7,-7,-6,-8,-15,25,22,1,10,12,7,9,4,7,6,5,9,-1,16,21,17,20,26,25,-4,-1,-12,-20,-7,-19,-13,37,4,-14,5,-13,-13,-14,-4,-6,-6,-6,13,-10,-10,3,-11,36,-20,-6,-117,-5,23,-21,13,4,-23,25,-14,-16,-16,-16,-21,-17,-23
235,-6,-7,-8,-9,-12,-9,-5,-11,26,28,7,14,16,11,10,11,12,10,10,10,-3,21,22,12,15,20,22,-1,-4,-15,-21,-6,-20,-13,34,11,-11,14,-12,-16,-13,-5,-9,-8,-10,13,-10,-13,3,-10,37,-22,-3,-115,-12,24,-22,10,5,-23,20,-15,-17,-18,-17,-17,-13,-24
236,-8,-11,-9,-11,-17,-9,-3,-10,28,32,15,18,19,13,16,13,17,13,13,13,-6,25,22,6,6,15,21,0,-5,-18,-22,-8,-22,-13,29,19,-13,23,-11,-15,-12,-8,-11,-8,-12,14,-12,-15,3,-9,35,-26,-2,-112,-17,23,-26,8,4,-26,15,-16,-17,-17,-15,-14,-12,-23
237,-12,-13,-13,-14,-20,-12,1,-10,33,31,18,26,24,16,21,17,20,18,18,20,-8,25,24,1,4,5,17,1,-7,-21,-24,-11,-22,-11,25,25,-13,27,-10,-14,-13,-11,-14,-10,-17,12,-11,-21,0,-12,32,-26,-1,-109,-20,20,-26,5,-1,-25,12,-15,-17,-19,-16,-12,-5,-21
238,-17,-13,-17,-18,-21,-16,3,-8,35,33,22,26,26,20,24,22,27,23,21,23,-12,24,24,-4,-2,2,11,6,-9,-19,-23,-11,-20,-9,22,27,-11,32,-10,-12,-9,-12,-14,-11,-18,9,-13,-23,1,-10,30,-26,0,-105,-25,20,-29,0,-1,-24,14,-15,-18,-17,-14,-8,1,-16
239,-21,-14,-19,-18,-22,-15,8,-8,38,31,26,28,24,22,27,23,30,26,23,24,-16,25,23,-10,-8,-4,8,8,-11,-18,-22,-10,-21,-7,14,34,-13,34,-10,-10,-9,-13,-15,-16,-20,8,-14,-25,-2,-13,32,-26,3,-96,-30,17,-29,-3,1,-20,15,-16,-18,-18,-12,-5,2,-12
240,-20,-15,-19,-20,-19,-17,11,-8,40,29,29,30,22,25,28,26,29,26,27,26,-16,22,23,-14,-11,-12,0,8,-10,-20,-20,-9,-21,-6,9,37,-11,35,-12,-6,-9,-15,-14,-17,-17,6,-12,-26,-6,-13,30,-26,5,-89,-36,15,-30,-2,-1,-19,18,-15,-16,-16,-6,0,9,-8
241,-17,-16,-22,-21,-20,-20,12,-8,40,23,31,28,22,25,32,28,30,30,29,28,-17,17,23,-19,-13,-16,-4,9,-14,-20,-17,-8,-23,-4,1,36,-12,33,-8,-6,-7,-15,-13,-12,-17,3,-16,-28,-6,-11,27,-25,7,-82,-37,13,-30,-6,-4,-15,23,-13,-13,-9,-5,7,12,-2
242,-20,-15,-19,-20,-18,-23,16,-7,34,19,27,27,19,25,30,28,29,27,29,26,-16,11,24,-20,-17,-17,-7,11,-13,-16,-13,-5,-24,-3,-6,32,-8,31,-6,-4,-4,-15,-15,-15,-18,-3,-15,-29,-10,-13,22,-24,10,-72,-38,12,-31,-8,-6,-10,26,-11,-10,-7,-1,12,16,1
243,-19,-11,-18,-19,-16,-22,17,-6,29,10,25,22,15,23,25,25,27,26,27,23,-15,7,24,-25,-18,-20,-10,10,-10,-15,-8,-5,-21,-3,-12,30,-9,28,-8,-1,-5,-13,-13,-12,-15,-7,-17,-32,-9,-14,21,-19,13,-60,-41,9,-29,-9,-6,-4,33,-8,-7,-5,1,19,19,8
244,-18,-6,-16,-17,-13,-17,20,-7,21,5,23,17,10,18,19,20,23,23,26,21,-15,3,19,-25,-21,-24,-11,11,-12,-13,-3,-4,-21,-1,-17,25,-8,23,-7,1,-4,-13,-12,-12,-14,-7,-17,-29,-10,-13,15,-14,14,-50,-41,4,-28,-10,-5,-2,34,-5,-3,-1,3,25,20,16
245,-13,-4,-14,-11,-10,-13,19,-6,14,-4,18,12,3,17,16,18,18,17,22,18,-10,-6,15,-27,-22,-27,-15,12,-10,-7,0,0,-18,1,-27,17,-6,17,-4,1,-3,-13,-10,-8,-15,-13,-15,-30,-12,-14,13,-12,16,-39,-41,1,-27,-13,-7,2,38,-3,-1,1,6,29,21,20
246,-7,1,-11,-8,-5,-9,19,-7,6,-10,13,7,-2,11,12,14,12,14,19,9,-12,-11,14,-28,-24,-28,-16,15,-7,-3,7,3,-18,-1,-33,9,-3,9,-5,4,-2,-12,-9,-7,-13,-15,-17,-28,-14,-15,8,-7,20,-26,-42,1,-25,-16,-5,6,41,1,3,8,10,36,23,24
247,-3,8,-3,0,-1,-4,21,-3,1,-16,11,1,-7,6,5,6,9,6,13,1,-6,-20,12,-25,-22,-25,-18,16,-5,1,12,3,-16,-2,-37,2,-3,-1,-3,4,-1,-10,-7,-5,-9,-15,-14,-28,-16,-13,3,-3,21,-15,-41,-2,-24,-16,-6,10,39,4,7,11,14,41,23,26
248,3,12,1,4,5,1,20,0,-5,-22,3,-3,-12,0,-3,0,2,0,7,-2,-2,-26,8,-24,-23,-26,-21,16,-3,6,17,6,-13,-2,-43,-5,-2,-10,-1,1,1,-5,-3,-3,-5,-20,-14,-28,-13,-15,-4,3,21,-3,-38,-5,-23,-17,-6,15,35,8,9,14,18,46,20,30
249,6,15,4,7,9,7,16,1,-9,-26,-3,-7,-15,-5,-9,-7,-6,-5,-1,-6,-1,-30,4,-21,-20,-23,-21,16,-1,9,20,8,-15,-1,-46,-15,0,-17,-1,3,0,-4,-1,-2,-4,-23,-11,-24,-11,-14,-8,11,22,5,-35,-7,-20,-17,-3,16,28,11,14,15,21,47,17,31
250,13,20,9,12,15,12,15,0,-13,-29,-9,-14,-20,-11,-17,-10,-13,-8,-8,-15,-1,-32,5,-21,-21,-20,-23,15,4,11,22,10,-15,-3,-46,-21,1,-23,0,1,1,0,1,1,-3,-22,-13,-21,-12,-15,-13,14,26,17,-33,-9,-16,-18,-3,20,18,14,17,20,26,48,15,31
251,18,22,13,18,21,19,13,4,-19,-32,-14,-19,-23,-15,-21,-14,-19,-16,-15,-17,1,-36,4,-18,-17,-19,-22,15,10,19,25,11,-13,-1,-49,-27,3,-26,1,-1,-2,5,2,2,2,-22,-9,-17,-11,-13,-18,17,28,28,-28,-14,-18,-21,-5,19,8,18,20,22,27,43,9,30
252,19,21,17,23,23,22,13,7,-24,-32,-19,-22,-26,-20,-24,-18,-20,-21,-20,-20,2,-36,1,-14,-15,-14,-23,13,13,20,27,16,-12,-2,-50,-31,2,-31,2,-2,-1,8,7,4,5,-23,-8,-14,-11,-11,-26,23,28,37,-23,-17,-18,-19,-5,21,-3,20,22,24,29,38,6,26
253,24,26,21,25,24,24,8,7,-27,-31,-23,-25,-25,-23,-27,-23,-24,-27,-24,-23,2,-37,-3,-9,-14,-13,-19,14,13,22,29,15,-12,-3,-51,-33,2,-32,3,-3,0,9,9,7,8,-22,-7,-10,-9,-11,-30,25,27,49,-20,-21,-14,-20,-5,22,-18,22,25,28,28,32,3,25
254,25,28,26,25,27,26,8,7,-28,-28,-26,-28,-23,-25,-29,-28,-28,-27,-28,-26,1,-33,-7,-6,-12,-8,-16,11,15,22,33,21,-9,-4,-51,-31,4,-32,0,-4,0,13,11,6,9,-21,-6,-6,-7,-11,-34,32,25,56,-12,-22,-15,-20,-1,23,-35,22,28,30,30,23,1,21
255,27,24,23,26,26,29,9,6,-27,-26,-28,-29,-22,-26,-29,-27,-28,-30,-31,-27,0,-28,-9,-3,-8,-7,-16,10,17,27,32,22,-9,-4,-51,-28,4,-30,-1,-6,0,14,14,9,12,-16,-4,-2,-8,-8,-36,35,24,63,-5,-23,-12,-22,-2,26,-49,28,28,32,29,13,-3,13
256,25,20,24,26,26,27,6,5,-22,-18,-28,-28,-19,-24,-26,-24,-27,-28,-30,-26,1,-26,-13,2,-3,0,-13,10,19,29,32,22,-10,-5,-50,-24,3,-27,-1,-6,2,16,16,9,12,-15,-2,3,-6,-8,-43,34,21,70,-1,-24,-11,-20,-2,27,-66,29,28,32,30,3,-11,9
257,23,14,23,23,17,22,5,7,-15,-13,-27,-26,-17,-23,-26,-25,-23,-26,-28,-25,2,-22,-15,9,0,1,-12,7,22,29,32,22,-8,-4,-48,-20,3,-21,-1,-5,0,16,16,11,14,-12,0,7,-2,-5,-45,36,20,73,6,-28,-8,-17,-1,27,-79,29,30,33,28,-10,-15,3
258,19,11,20,21,12,17,6,12,-12,-7,-23,-21,-12,-21,-20,-23,-20,-22,-25,-22,0,-15,-17,10,2,4,-8,5,22,27,31,21,-7,-3,-44,-14,3,-12,-1,-6,3,16,16,10,15,-10,1,11,-1,-1,-48,37,18,77,13,-28,-5,-17,-1,27,-94,31,30,31,27,-19,-16,1
259,13,4,13,14,8,13,4,14,-4,-2,-21,-17,-8,-17,-16,-17,-17,-18,-18,-18,1,-11,-18,16,4,6,-2,5,21,27,30,21,-7,-2,-42,-5,3,-5,-1,-6,2,19,17,10,15,-6,2,15,0,1,-50,37,10,82,19,-28,-2,-16,-1,28,-108,28,30,30,25,-30,-19,-1
260,5,-5,6,5,0,6,3,16,3,4,-17,-15,-2,-12,-18,-13,-12,-13,-16,-14,-1,-4,-21,18,8,9,0,2,19,28,25,17,-8,0,-41,2,3,3,2,-2,6,15,17,9,13,-3,7,17,0,3,-51,35,6,84,24,-29,-2,-13,0,29,-115,27,25,24,19,-39,-21,-9
261,-2,-12,2,0,-5,-2,1,17,6,9,-12,-8,2,-6,-8,-8,-9,-7,-13,-9,-2,2,-25,20,9,12,1,-1,16,27,23,13,-7,4,-38,10,3,12,5,2,6,14,18,12,12,0,9,18,2,6,-51,33,2,86,29,-30,2,-8,-2,29,-123,28,24,22,17,-44,-20,-10
262,-9,-21,-4,-8,-15,-10,-1,18,10,11,-6,-3,7,-1,-2,-3,-4,-3,-6,-5,-3,8,-26,20,15,14,5,-1,13,24,20,8,-6,7,-34,15,5,22,6,1,8,15,16,10,10,3,11,18,6,8,-53,28,1,83,34,-29,6,-10,-2,28,-126,25,20,21,14,-50,-17,-13
263,-15,-28,-12,-14,-21,-20,-2,18,11,16,-3,1,12,3,4,3,2,2,-1,0,-2,12,-25,23,16,16,6,-4,9,18,12,6,-5,11,-33,23,5,27,6,3,12,12,10,12,12,3,11,17,8,10,-52,25,-6,86,38,-31,7,-9,-2,26,-123,22,14,13,8,-52,-15,-16
264,-25,-34,-19,-22,-27,-29,-4,18,16,18,3,4,16,8,8,7,7,8,3,6,-3,16,-26,20,18,19,8,-5,5,13,7,3,-5,13,-30,27,8,32,8,8,14,12,9,13,8,5,15,17,9,13,-50,23,-11,83,37,-26,12,-6,-3,24,-120,19,14,9,2,-48,-16,-16
265,-31,-35,-25,-27,-32,-32,-7,14,21,20,7,9,14,10,11,9,11,13,8,8,-4,19,-28,19,17,19,11,-8,0,8,0,-3,-6,15,-29,34,10,35,9,12,16,8,9,13,9,8,17,16,10,16,-46,16,-15,77,40,-28,13,-5,-3,20,-113,14,7,5,-2,-47,-15,-18
266,-36,-35,-29,-29,-35,-34,-8,11,25,18,13,11,19,13,15,11,12,15,12,10,-3,21,-26,18,19,16,12,-11,-5,1,-3,-6,-2,15,-26,35,12,38,14,15,18,6,9,12,7,7,17,12,11,19,-47,11,-17,75,39,-29,17,-3,-4,17,-100,10,5,-1,-9,-46,-14,-18
267,-38,-35,-32,-32,-36,-33,-11,10,28,15,13,12,15,15,15,14,17,13,15,11,-1,22,-28,14,18,18,12,-15,-10,-3,-12,-13,-4,18,-25,35,17,35,14,18,18,6,5,9,6,7,18,13,9,18,-42,6,-18,69,37,-26,20,-3,-4,12,-85,1,-3,-6,-13,-40,-10,-20
268,-37,-30,-33,-32,-33,-32,-10,8,28,14,15,12,15,17,11,14,15,14,16,10,1,19,-28,11,19,17,11,-17,-15,-8,-21,-15,-3,20,-24,36,22,36,18,20,19,3,4,6,5,9,16,11,13,19,-41,-1,-21,64,38,-24,22,1,-5,11,-68,-2,-7,-11,-17,-32,-5,-16
269,-35,-23,-31,-30,-28,-30,-11,7,24,7,14,10,9,15,14,12,15,11,14,10,1,18,-29,8,14,16,14,-18,-18,-11,-24,-20,-3,23,-19,31,20,32,22,21,17,1,1,8,5,9,17,8,10,20,-37,-8,-25,57,36,-24,25,0,-5,10,-48,-7,-14,-17,-20,-22,-4,-15
270,-31,-16,-30,-26,-22,-23,-13,4,19,1,13,8,5,13,9,7,13,11,15,8,1,15,-28,6,15,13,15,-21,-20,-20,-29,-21,-1,27,-16,27,20,26,22,22,18,-1,-1,3,2,9,16,8,9,20,-35,-12,-23,54,35,-21,29,2,-7,5,-23,-9,-19,-20,-25,-17,0,-16
271,-24,-7,-23,-18,-15,-13,-15,4,16,-5,10,5,1,5,7,7,8,6,10,5,3,11,-27,2,13,12,15,-22,-23,-22,-35,-21,1,23,-15,24,21,21,22,24,18,-2,-3,-1,0,8,15,8,8,18,-29,-15,-21,48,30,-19,31,6,-4,5,0,-15,-20,-20,-30,-8,4,-15
272,-13,4,-16,-11,-6,-4,-15,3,8,-13,8,2,-7,0,3,2,5,0,8,1,5,6,-27,-1,9,10,12,-25,-21,-24,-41,-21,2,24,-14,17,21,13,23,24,19,-3,-6,-2,-1,11,15,7,7,16,-26,-20,-20,39,26,-18,30,8,-8,1,24,-20,-24,-22,-30,-3,8,-12
273,-5,15,-8,-2,5,5,-17,3,1,-16,3,-3,-13,-3,0,-4,-1,-5,0,-2,4,4,-25,-5,8,6,13,-27,-25,-28,-40,-20,2,24,-11,8,21,6,23,24,18,-4,-5,-5,-3,9,12,4,4,16,-19,-25,-21,33,23,-15,30,12,-7,0,52,-22,-27,-26,-29,2,11,-10
274,6,24,1,9,14,14,-20,2,-3,-21,-4,-7,-16,-7,-7,-10,-6,-10,-4,-10,7,-1,-25,-9,3,3,11,-25,-24,-33,-41,-18,4,22,-9,-1,21,-1,20,22,18,-5,-7,-6,-3,8,9,5,2,13,-15,-29,-18,26,17,-12,32,15,-6,-3,82,-26,-30,-28,-30,8,13,-12
275,17,34,14,19,25,26,-20,1,-9,-28,-7,-13,-20,-13,-14,-12,-12,-14,-5,-13,10,-5,-25,-11,0,0,10,-26,-21,-33,-43,-18,6,19,-8,-6,18,-9,21,21,16,-6,-10,-9,-6,8,7,6,0,10,-9,-29,-16,18,11,-10,31,16,-7,-3,103,-27,-31,-29,-30,12,14,-6
276,28,42,23,30,36,37,-20,2,-14,-30,-11,-16,-24,-19,-18,-16,-17,-19,-10,-19,10,-8,-25,-13,-2,-7,4,-28,-19,-34,-41,-14,8,14,-4,-15,16,-17,17,20,10,-8,-10,-11,-8,9,4,4,0,10,-5,-31,-14,13,7,-7,29,20,-8,-4,127,-28,-30,-27,-27,9,15,-4
277,36,46,32,37,43,45,-19,0,-22,-32,-17,-21,-28,-22,-21,-21,-22,-20,-14,-22,9,-9,-27,-19,-8,-8,4,-28,-16,-35,-38,-10,11,12,-2,-21,12,-21,14,16,6,-12,-12,-15,-10,9,1,3,-2,6,0,-29,-9,7,0,0,27,20,-6,-4,146,-28,-30,-26,-24,11,14,-1
278,43,48,43,44,48,48,-19,-2,-29,-29,-20,-22,-28,-25,-24,-24,-24,-23,-20,-23,10,-11,-25,-21,-15,-14,-1,-27,-14,-36,-37,-7,14,6,2,-28,9,-27,9,9,4,-12,-15,-17,-12,11,0,4,-5,4,8,-28,-6,-1,-4,3,24,21,-4,-7,158,-29,-28,-26,-22,12,18,-1
279,48,49,46,50,53,50,-18,2,-37,-29,-22,-22,-29,-28,-24,-25,-28,-24,-21,-24,7,-11,-25,-22,-18,-21,-2,-25,-9,-34,-35,-4,16,1,5,-31,5,-30,3,5,-1,-12,-13,-18,-15,11,-3,6,-4,-1,12,-24,-6,-8,-11,9,24,22,-4,-5,172,-25,-24,-22,-19,11,17,6
280,46,46,49,48,51,49,-17,2,-41,-26,-25,-22,-28,-29,-25,-25,-27,-26,-23,-24,9,-10,-28,-24,-25,-22,-3,-24,-4,-35,-34,-2,13,-5,10,-35,1,-33,0,0,-3,-15,-17,-19,-16,12,-1,8,-5,-1,17,-20,-4,-12,-16,17,20,22,-4,-8,180,-23,-19,-19,-14,8,18,7
281,47,42,52,48,45,46,-15,-3,-44,-17,-26,-20,-25,-27,-23,-22,-25,-23,-24,-22,9,-6,-29,-29,-27,-29,-5,-20,-3,-34,-29,2,14,-10,13,-34,-4,-36,-4,-6,-5,-16,-19,-19,-16,10,-2,10,-2,-1,23,-13,-3,-17,-23,19,18,24,-1,-8,183,-20,-20,-16,-15,8,18,7
282,44,31,51,45,38,40,-15,-8,-47,-12,-26,-15,-18,-24,-22,-17,-21,-19,-22,-19,7,-5,-27,-27,-32,-31,-8,-20,-1,-30,-23,4,14,-15,13,-32,-9,-32,-12,-11,-10,-20,-18,-20,-18,9,-2,8,-2,-3,29,-7,-2,-21,-27,24,13,25,2,-8,181,-21,-17,-13,-11,6,19,13
283,39,19,41,40,29,32,-13,-5,-45,-5,-24,-12,-12,-19,-19,-13,-18,-14,-21,-15,8,-1,-31,-29,-33,-33,-8,-17,0,-28,-17,5,14,-18,16,-33,-12,-31,-16,-15,-16,-20,-18,-21,-19,8,0,14,0,-6,32,-2,0,-24,-30,27,11,25,0,-8,175,-18,-14,-10,-5,7,17,15
284,28,6,36,28,19,20,-9,1,-44,4,-19,-7,-8,-14,-10,-9,-12,-8,-15,-8,7,4,-30,-27,-34,-33,-9,-15,2,-26,-11,6,13,-23,17,-29,-18,-28,-19,-21,-19,-22,-17,-19,-20,7,2,13,-1,-6,34,4,3,-29,-35,31,6,27,5,-11,167,-13,-8,-7,-4,10,14,13
285,15,-6,24,14,5,6,-6,-1,-39,12,-14,1,2,-7,-5,-2,-4,0,-9,-1,4,10,-32,-26,-35,-32,-10,-14,3,-20,-4,5,14,-25,19,-21,-20,-23,-21,-26,-22,-22,-19,-17,-16,7,0,12,3,-4,40,13,6,-30,-37,37,2,27,5,-12,156,-13,-7,-6,-4,11,14,15
286,4,-19,14,2,-8,-8,-1,1,-32,20,-8,8,10,3,3,6,2,10,-4,4,6,16,-33,-25,-36,-32,-11,-12,5,-14,3,6,12,-30,19,-14,-23,-16,-23,-27,-23,-21,-18,-17,-17,8,0,14,6,-6,41,16,5,-33,-40,38,-5,27,6,-15,141,-8,-4,-4,-1,14,9,16
287,-6,-33,1,-10,-18,-20,0,8,-27,27,0,14,19,8,10,15,11,13,4,11,3,20,-34,-19,-33,-30,-10,-7,4,-11,10,5,8,-28,21,-7,-25,-7,-25,-28,-27,-19,-17,-19,-14,8,-1,15,5,-6,43,21,5,-32,-40,37,-8,25,6,-15,124,-4,-2,-1,0,18,9,16
