,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
531,-28,-5,23,-12,15,16,15,17,17,18,19,2,17,10,17,17,13,14,17,17,13,17,19,19,12,14,18,11,18,15,15,19,18,16,15,16,14,18,21,15,18,18,13,18,16,13,25,13,17,19,23,13,20,15,19,14,12,17,15,17,12,14,18,27,21,28,17,27,24,14,17,15,22,19,13,15,15,21,14,16,16,22,13,15,15,13,19,15,25,25,26,24,23,15,15,24,12,14,22,15,13,19,28,12,25,13,14,28,22,32,20,26
532,-22,-3,21,-10,13,15,14,15,20,19,19,4,19,10,15,13,10,14,15,16,14,16,17,17,11,11,18,9,19,11,15,16,20,14,14,13,12,19,22,13,17,15,12,16,16,12,24,14,18,17,22,16,19,12,18,14,15,14,16,14,14,15,14,28,21,25,18,27,23,16,14,14,24,17,13,17,15,16,14,15,17,21,17,17,14,11,17,14,21,22,21,23,21,16,16,21,15,15,20,16,12,16,27,14,22,15,15,25,22,30,18,27
533,-15,0,21,-9,13,15,13,14,17,14,19,7,18,10,15,11,10,12,16,14,12,16,16,15,11,11,17,11,18,12,13,13,17,12,15,12,7,19,20,15,14,13,12,16,14,12,19,13,16,16,20,16,17,12,17,10,13,13,15,14,15,14,16,23,19,22,16,24,21,14,16,14,23,17,14,13,15,14,13,12,16,17,15,17,16,14,13,15,18,23,20,23,20,13,15,20,13,15,17,15,13,15,24,13,23,15,14,22,19,29,16,27
534,-8,3,22,-9,12,15,13,15,16,11,17,6,13,10,15,9,9,10,16,12,10,12,14,13,11,8,16,9,17,9,13,11,18,9,12,7,6,17,18,12,12,12,12,14,13,12,16,12,16,14,21,13,20,13,17,7,14,12,13,15,13,12,16,22,19,19,16,21,16,14,14,15,20,15,14,14,14,13,13,11,17,14,14,15,15,14,13,13,16,21,19,20,22,14,15,16,12,13,14,16,12,14,21,14,19,15,14,21,17,27,13,27
535,1,3,21,-7,11,16,9,14,13,12,17,11,11,7,12,9,6,9,12,12,10,11,15,12,8,9,15,7,17,9,11,8,17,5,12,4,3,15,19,13,11,12,9,11,13,13,14,11,15,13,20,14,17,10,16,6,13,11,16,13,15,13,14,19,17,18,13,19,16,13,10,14,17,14,14,15,14,8,14,11,16,10,15,13,13,15,13,14,11,18,17,18,18,15,14,15,8,12,11,19,11,11,17,14,18,14,10,19,14,23,12,23
536,10,2,23,-3,10,13,11,12,14,12,11,12,10,5,12,7,6,8,11,11,10,10,16,10,10,8,17,6,15,6,12,7,15,1,11,1,1,14,18,13,7,10,12,9,12,13,12,8,13,9,16,12,15,9,17,5,12,10,14,10,13,13,13,18,16,14,13,15,11,14,10,11,13,13,11,16,14,5,11,11,15,6,12,12,11,12,10,11,9,16,11,14,17,14,16,13,7,12,9,15,12,12,15,14,16,11,10,17,10,21,13,20
537,19,0,22,-8,11,10,8,10,11,10,10,10,8,4,9,4,7,7,9,7,10,6,12,8,8,5,14,8,11,7,10,5,15,-2,9,-1,-3,12,14,13,8,8,8,9,10,9,7,5,14,6,15,12,14,7,15,3,10,7,12,10,10,13,12,16,13,13,13,11,9,13,10,12,10,12,12,11,12,2,11,12,14,5,10,11,12,13,8,12,6,13,7,9,12,12,13,10,7,11,6,13,9,10,13,13,15,12,7,14,7,17,11,17
538,27,-3,22,-7,11,8,7,9,8,7,11,9,4,4,6,3,4,4,8,8,10,7,9,7,7,3,12,3,9,7,8,1,13,-5,9,-5,-5,10,15,10,9,7,10,5,9,8,6,4,11,2,14,8,12,6,14,2,11,2,10,8,11,10,10,12,11,11,11,9,3,14,9,10,7,7,10,13,12,-3,9,10,14,0,10,9,10,12,4,11,1,11,6,9,10,11,15,5,6,10,4,12,8,8,13,11,10,10,5,11,5,13,9,12
539,31,-9,20,-8,9,8,5,6,7,7,6,11,2,3,5,-1,1,-1,7,5,9,4,7,5,7,2,5,5,7,5,8,-2,11,-7,6,-8,-9,9,12,8,3,7,10,5,7,7,2,3,9,1,13,5,9,4,8,0,7,3,11,6,10,9,8,9,10,8,10,7,0,12,6,9,6,8,9,13,11,-4,7,8,11,-1,6,7,9,9,3,12,-2,9,4,7,8,10,12,3,6,10,2,9,9,5,9,12,8,11,7,10,1,10,8,10
540,38,-11,22,-5,7,4,1,3,4,4,2,13,-4,1,1,-3,-2,-3,5,1,6,1,5,2,6,0,6,5,7,6,7,-2,10,-9,4,-11,-11,7,11,5,1,5,10,4,3,6,1,2,6,-3,7,4,7,-1,7,-4,7,5,10,4,8,7,7,4,7,4,8,5,-2,11,4,7,3,4,5,11,9,-8,5,5,5,-4,8,4,9,5,2,12,-1,6,0,3,8,10,11,1,2,9,-1,8,7,2,5,10,4,8,5,4,-2,8,8,7
541,44,-10,22,-5,5,1,1,2,1,1,0,14,-5,-2,-2,-4,-4,-3,2,1,1,-2,3,2,5,-2,0,1,4,1,4,-4,8,-11,3,-15,-12,3,7,4,-2,3,6,1,3,4,-3,0,3,-4,7,4,6,-3,5,-3,7,3,9,3,7,5,5,1,6,0,8,0,-5,11,4,3,0,3,5,9,3,-11,3,6,2,-7,6,4,8,4,0,11,-6,1,-4,0,4,8,8,-2,0,8,-6,9,7,-1,1,7,-1,7,2,0,-5,5,4,9
542,45,-14,22,-6,4,-2,-3,-1,-1,-1,2,14,-6,-5,-6,-8,-3,-6,1,2,4,-3,-1,-2,4,-3,-2,0,3,-1,3,-6,7,-15,-1,-14,-15,0,6,4,-3,0,2,0,2,2,-7,-5,0,-6,5,4,2,-3,3,-6,7,-1,11,1,8,2,4,-1,4,-1,8,-1,-9,8,3,4,-1,1,4,7,4,-12,0,0,1,-10,4,0,7,4,-5,11,-9,0,-7,-2,2,7,7,-6,-1,5,-8,6,4,-2,0,6,-3,4,0,-2,-9,3,1,5
543,48,-15,23,-3,-2,-4,-6,-6,-3,-2,0,13,-8,-5,-5,-10,-5,-6,-3,0,3,-7,-2,-3,0,-5,-4,-1,0,-1,0,-8,3,-14,-2,-16,-16,-3,4,2,-6,-2,3,-5,1,-1,-8,-3,-4,-9,3,3,-1,-4,1,-7,5,-2,8,1,3,1,2,-5,0,-4,7,-5,-13,4,0,2,-3,-1,1,7,1,-16,-1,-1,-2,-15,0,-1,4,3,-7,9,-10,-2,-9,-5,-1,8,6,-8,-1,5,-7,5,1,-4,-5,5,-6,4,-3,-3,-11,0,-1,0
544,51,-18,21,-3,-4,-11,-6,-7,-4,-4,-3,13,-13,-5,-7,-10,-7,-10,-3,-2,0,-11,-6,-5,0,-5,-6,-2,-1,-5,-3,-10,1,-16,-3,-18,-16,-7,1,-1,-8,-3,-1,-7,-1,-3,-11,-6,-4,-12,2,-2,-3,-7,-2,-8,4,-5,7,-3,4,-2,0,-9,1,-8,6,-8,-12,4,-3,1,-4,-5,-3,3,-4,-16,-2,-2,-3,-17,1,-1,2,2,-10,8,-13,-7,-12,-8,-4,6,2,-10,-4,1,-11,4,-1,-7,-7,3,-9,6,-2,-4,-12,-3,-4,-3
545,50,-21,25,-4,-4,-10,-9,-8,-8,-7,-7,9,-14,-5,-7,-13,-5,-12,-6,-8,0,-11,-8,-6,-1,-8,-9,-7,-1,-7,-5,-10,-2,-15,-3,-20,-18,-10,0,-2,-8,-4,-2,-9,-4,-3,-13,-7,-6,-13,-1,-5,-6,-8,-3,-10,2,-5,3,-5,1,-1,-3,-11,-4,-8,4,-10,-14,1,-3,0,-7,-6,-4,2,-2,-16,-4,-4,-4,-17,0,-5,1,1,-14,4,-13,-9,-14,-11,-5,3,2,-12,-8,1,-12,2,-1,-7,-9,-2,-12,2,-7,-7,-16,-8,-7,-6
546,47,-24,23,-2,-9,-13,-11,-8,-9,-7,-9,11,-15,-6,-13,-13,-9,-14,-7,-8,-3,-11,-7,-5,-1,-9,-14,-6,-5,-6,-4,-12,-5,-17,-7,-21,-19,-11,-3,-2,-13,-4,-2,-11,-6,-3,-15,-10,-8,-14,-2,-3,-7,-10,-4,-10,2,-8,1,-6,-1,-3,-7,-13,-5,-11,2,-13,-14,-1,-7,-4,-11,-10,-3,-3,-3,-19,-4,-7,-6,-19,-1,-8,0,0,-13,3,-17,-13,-18,-13,-9,1,1,-16,-9,0,-14,0,-1,-10,-12,-2,-14,0,-8,-11,-18,-10,-9,-10
547,43,-24,24,0,-13,-16,-14,-12,-12,-8,-8,11,-16,-9,-14,-14,-11,-14,-11,-8,-5,-15,-10,-6,-5,-9,-13,-6,-5,-9,-5,-15,-6,-16,-10,-21,-21,-13,-4,-5,-13,-5,-4,-12,-7,-5,-16,-9,-11,-18,-4,-7,-8,-8,-10,-10,-1,-7,-2,-8,-1,-5,-9,-16,-8,-16,-1,-15,-18,-5,-10,-4,-13,-12,-6,-3,-7,-20,-6,-8,-8,-20,0,-8,-2,-4,-14,0,-17,-14,-17,-14,-9,-1,1,-17,-11,-1,-15,-1,-5,-12,-15,-2,-16,-2,-11,-10,-21,-14,-11,-11
548,39,-20,26,2,-14,-17,-15,-15,-14,-11,-12,7,-17,-11,-15,-15,-10,-16,-14,-11,-6,-16,-12,-7,-5,-9,-16,-8,-9,-8,-6,-15,-9,-17,-9,-21,-20,-17,-7,-7,-16,-9,-8,-13,-8,-7,-18,-8,-15,-20,-5,-7,-9,-9,-11,-10,-6,-9,-3,-13,-2,-6,-9,-18,-10,-16,-4,-18,-22,-5,-10,-5,-16,-13,-8,-7,-8,-21,-9,-9,-10,-22,-2,-8,-3,-5,-16,-1,-20,-16,-18,-18,-11,-1,-2,-15,-10,-3,-18,-3,-9,-11,-14,-4,-16,-2,-10,-14,-23,-14,-11,-15
549,36,-17,25,1,-17,-20,-14,-15,-16,-13,-13,6,-18,-12,-18,-17,-10,-17,-14,-14,-8,-18,-15,-11,-9,-13,-17,-11,-10,-9,-6,-16,-12,-17,-8,-20,-24,-17,-9,-7,-13,-11,-11,-16,-12,-10,-18,-10,-14,-22,-8,-7,-12,-12,-15,-12,-8,-14,-4,-11,-5,-7,-11,-21,-10,-15,-6,-18,-20,-7,-10,-4,-21,-15,-8,-6,-6,-23,-10,-11,-13,-22,-5,-10,-7,-6,-17,-3,-25,-19,-21,-19,-15,-4,-6,-21,-11,-5,-20,-2,-10,-13,-16,-6,-17,-7,-14,-19,-23,-16,-13,-18
550,27,-13,26,3,-15,-21,-17,-16,-18,-14,-15,6,-19,-12,-19,-19,-10,-19,-15,-15,-8,-17,-19,-10,-10,-14,-19,-12,-13,-12,-5,-16,-13,-19,-9,-20,-22,-17,-11,-9,-15,-9,-10,-17,-12,-12,-22,-13,-18,-22,-11,-9,-13,-12,-15,-13,-9,-14,-5,-13,-7,-8,-12,-23,-11,-17,-7,-20,-22,-9,-11,-8,-21,-17,-10,-9,-9,-24,-10,-11,-16,-23,-11,-14,-9,-5,-20,-5,-24,-20,-21,-20,-15,-4,-7,-21,-12,-9,-20,-6,-11,-15,-20,-8,-21,-11,-16,-17,-25,-19,-14,-21
551,22,-6,27,5,-17,-20,-17,-17,-20,-16,-16,5,-18,-12,-19,-17,-10,-19,-16,-16,-8,-19,-17,-11,-12,-14,-20,-13,-13,-12,-6,-16,-14,-17,-11,-22,-21,-18,-14,-10,-17,-11,-13,-16,-11,-14,-23,-15,-16,-23,-12,-9,-14,-12,-16,-17,-9,-14,-7,-15,-9,-9,-12,-24,-12,-16,-7,-22,-21,-11,-15,-10,-23,-15,-10,-10,-10,-23,-11,-12,-17,-24,-12,-15,-10,-8,-21,-6,-25,-22,-19,-21,-15,-5,-10,-21,-12,-8,-21,-7,-12,-15,-19,-12,-22,-14,-17,-19,-27,-18,-15,-23
552,18,-2,27,7,-18,-22,-15,-17,-19,-16,-14,5,-18,-12,-20,-16,-12,-19,-20,-16,-10,-22,-18,-10,-13,-13,-21,-13,-13,-10,-9,-18,-17,-16,-14,-23,-23,-18,-14,-10,-16,-14,-12,-18,-11,-15,-23,-14,-18,-20,-15,-12,-16,-16,-19,-16,-8,-16,-10,-16,-10,-12,-14,-23,-13,-17,-10,-24,-22,-11,-15,-10,-24,-16,-9,-11,-11,-21,-12,-16,-18,-22,-13,-16,-13,-9,-22,-9,-22,-22,-22,-22,-16,-6,-13,-22,-13,-10,-21,-10,-15,-17,-22,-13,-25,-11,-15,-22,-27,-19,-14,-24
553,14,-2,26,9,-20,-22,-16,-17,-19,-16,-17,1,-19,-14,-18,-17,-10,-21,-19,-18,-12,-20,-19,-13,-11,-13,-18,-14,-12,-12,-11,-20,-17,-16,-14,-22,-21,-20,-14,-11,-15,-13,-14,-20,-12,-14,-21,-11,-19,-21,-15,-10,-20,-14,-16,-16,-12,-15,-9,-17,-10,-13,-13,-23,-16,-17,-11,-22,-23,-12,-18,-10,-24,-18,-12,-10,-13,-21,-13,-15,-17,-21,-14,-18,-16,-13,-21,-12,-23,-24,-24,-24,-18,-8,-13,-22,-14,-11,-22,-10,-16,-17,-22,-13,-24,-12,-17,-23,-26,-22,-16,-26
554,11,-1,28,10,-20,-21,-15,-16,-20,-17,-19,-4,-17,-15,-19,-17,-13,-20,-20,-20,-11,-17,-17,-14,-13,-13,-17,-15,-15,-13,-13,-21,-17,-15,-14,-20,-20,-18,-17,-13,-16,-14,-15,-19,-13,-15,-20,-11,-19,-23,-14,-10,-18,-11,-18,-18,-12,-15,-9,-17,-11,-14,-15,-23,-16,-19,-14,-23,-24,-14,-16,-12,-24,-19,-13,-11,-14,-22,-13,-15,-20,-22,-13,-19,-16,-13,-22,-14,-23,-23,-23,-23,-20,-9,-15,-23,-14,-16,-20,-11,-17,-19,-21,-13,-22,-15,-17,-22,-25,-21,-13,-27
555,6,0,27,11,-17,-18,-15,-15,-19,-16,-18,-7,-16,-12,-18,-16,-14,-20,-18,-20,-12,-17,-17,-12,-14,-14,-17,-15,-14,-13,-12,-19,-18,-14,-14,-17,-15,-17,-17,-15,-16,-14,-15,-18,-14,-14,-22,-12,-18,-24,-16,-12,-20,-13,-20,-19,-13,-17,-12,-18,-12,-15,-14,-22,-15,-20,-17,-24,-22,-13,-17,-13,-22,-18,-14,-13,-14,-23,-15,-14,-17,-21,-16,-18,-17,-12,-23,-15,-21,-24,-22,-22,-19,-12,-15,-23,-12,-18,-22,-11,-16,-18,-23,-14,-22,-17,-19,-23,-25,-22,-16,-27
556,4,-1,27,13,-20,-20,-15,-16,-20,-17,-19,-6,-15,-13,-17,-17,-12,-17,-18,-18,-14,-17,-18,-16,-13,-13,-16,-12,-17,-15,-14,-18,-18,-14,-14,-17,-15,-20,-18,-15,-16,-14,-14,-21,-13,-14,-19,-11,-17,-22,-18,-11,-19,-13,-21,-18,-14,-17,-13,-14,-12,-15,-15,-23,-16,-20,-16,-23,-19,-15,-17,-14,-24,-18,-15,-14,-13,-20,-19,-13,-17,-20,-15,-19,-18,-13,-22,-18,-22,-22,-21,-23,-16,-12,-17,-22,-14,-17,-23,-13,-17,-16,-23,-14,-22,-17,-19,-22,-22,-23,-17,-26
557,2,1,26,14,-20,-19,-17,-15,-19,-15,-18,-5,-13,-13,-17,-15,-15,-17,-16,-15,-14,-17,-16,-16,-16,-12,-15,-14,-18,-12,-15,-17,-20,-12,-16,-15,-13,-17,-20,-14,-14,-15,-17,-18,-13,-14,-19,-12,-16,-20,-18,-12,-18,-13,-20,-14,-12,-16,-14,-16,-15,-16,-13,-23,-15,-21,-17,-24,-20,-18,-17,-14,-22,-17,-15,-13,-14,-17,-19,-14,-17,-19,-15,-19,-17,-15,-19,-18,-19,-25,-19,-24,-17,-12,-16,-20,-14,-17,-20,-16,-16,-15,-21,-15,-22,-16,-16,-21,-23,-24,-17,-22
558,2,1,26,15,-17,-17,-15,-15,-18,-16,-17,-5,-11,-13,-14,-12,-12,-15,-15,-16,-15,-14,-18,-13,-12,-12,-14,-14,-19,-12,-17,-14,-19,-11,-11,-13,-11,-14,-17,-14,-12,-13,-15,-15,-15,-17,-20,-14,-18,-18,-19,-13,-17,-9,-19,-15,-14,-15,-14,-15,-16,-15,-15,-22,-17,-23,-16,-24,-19,-16,-16,-13,-22,-16,-13,-17,-13,-15,-17,-11,-15,-20,-14,-20,-16,-14,-18,-18,-19,-25,-17,-22,-17,-14,-16,-21,-12,-17,-20,-14,-16,-13,-21,-16,-21,-16,-13,-22,-21,-22,-21,-23
559,5,2,28,15,-15,-14,-14,-15,-15,-16,-18,-6,-11,-13,-14,-12,-13,-12,-16,-15,-11,-13,-16,-11,-15,-12,-14,-13,-18,-13,-14,-14,-19,-10,-12,-10,-7,-15,-17,-14,-13,-14,-17,-13,-14,-16,-16,-13,-16,-17,-17,-12,-15,-9,-17,-17,-13,-14,-14,-14,-16,-14,-16,-20,-16,-22,-16,-21,-18,-15,-14,-12,-19,-16,-14,-16,-16,-13,-17,-12,-13,-15,-13,-18,-16,-16,-17,-22,-18,-22,-17,-19,-15,-16,-19,-19,-10,-18,-18,-16,-17,-13,-19,-16,-19,-17,-15,-22,-17,-19,-20,-24
560,6,1,27,15,-16,-12,-12,-13,-14,-15,-15,-6,-7,-10,-13,-9,-11,-12,-14,-14,-12,-11,-13,-13,-14,-9,-14,-13,-17,-14,-15,-13,-19,-8,-14,-9,-5,-12,-16,-14,-12,-14,-13,-14,-12,-12,-13,-11,-14,-12,-18,-12,-15,-9,-17,-11,-16,-13,-15,-13,-17,-14,-14,-18,-13,-21,-16,-18,-16,-16,-12,-14,-18,-17,-13,-15,-15,-10,-15,-10,-15,-13,-16,-16,-17,-14,-17,-21,-15,-23,-16,-20,-15,-16,-14,-17,-10,-18,-14,-19,-15,-12,-18,-15,-19,-15,-14,-21,-14,-19,-17,-23
561,6,1,28,18,-15,-11,-11,-14,-11,-13,-13,-4,-5,-9,-10,-8,-9,-11,-12,-12,-10,-11,-15,-12,-12,-8,-9,-10,-15,-12,-15,-11,-16,-6,-12,-7,-4,-9,-17,-12,-11,-11,-14,-14,-10,-11,-11,-15,-15,-14,-17,-15,-13,-10,-14,-9,-14,-10,-14,-13,-17,-13,-11,-16,-12,-19,-15,-19,-12,-15,-12,-13,-17,-14,-11,-14,-13,-10,-14,-6,-13,-12,-14,-15,-14,-14,-16,-20,-13,-19,-13,-15,-15,-15,-16,-16,-9,-17,-15,-18,-12,-11,-17,-15,-16,-17,-14,-17,-9,-18,-17,-21
562,8,2,27,16,-12,-9,-7,-13,-11,-12,-14,-5,-4,-9,-7,-6,-7,-8,-10,-11,-11,-10,-12,-11,-15,-8,-10,-7,-13,-11,-15,-8,-15,-4,-8,-4,-1,-11,-12,-12,-9,-9,-12,-11,-9,-14,-10,-11,-13,-12,-17,-15,-14,-10,-14,-6,-13,-8,-14,-10,-15,-14,-9,-15,-13,-16,-15,-16,-12,-14,-10,-15,-15,-10,-10,-15,-13,-8,-14,-6,-11,-9,-11,-11,-14,-14,-12,-17,-11,-16,-11,-15,-14,-13,-14,-14,-9,-15,-13,-17,-12,-9,-15,-13,-16,-15,-14,-18,-6,-17,-18,-18
563,9,3,27,16,-6,-7,-8,-9,-8,-12,-11,-4,-6,-6,-4,-5,-5,-8,-10,-11,-10,-8,-10,-12,-13,-9,-14,-8,-12,-10,-12,-8,-13,-2,-8,-2,0,-8,-11,-10,-8,-7,-9,-10,-11,-12,-8,-11,-11,-9,-15,-13,-11,-8,-12,-3,-12,-8,-16,-12,-14,-13,-5,-14,-11,-14,-14,-13,-10,-14,-12,-14,-14,-10,-12,-15,-12,-5,-9,-5,-8,-5,-11,-9,-12,-12,-9,-15,-8,-16,-10,-15,-12,-14,-12,-9,-6,-12,-8,-16,-13,-9,-13,-12,-13,-15,-10,-15,-3,-14,-17,-16
564,9,4,27,18,-7,-6,-6,-9,-5,-10,-8,-6,-4,-5,-5,-3,-5,-4,-6,-10,-7,-6,-8,-9,-9,-2,-11,-6,-10,-8,-9,-6,-13,0,-8,-1,4,-7,-10,-11,-5,-7,-8,-7,-9,-7,-5,-13,-9,-5,-14,-11,-11,-7,-12,1,-11,-6,-14,-8,-12,-11,-6,-13,-8,-13,-14,-11,-7,-12,-7,-10,-10,-11,-12,-12,-12,-1,-11,-6,-7,-2,-9,-9,-10,-11,-9,-14,-5,-11,-8,-10,-11,-11,-13,-9,-4,-12,-8,-15,-10,-8,-11,-11,-10,-14,-13,-13,-1,-13,-16,-12
565,10,11,28,17,-6,-5,-4,-5,-5,-9,-7,-2,-2,-5,-3,-3,0,-1,-4,-8,-6,-3,-8,-8,-7,-2,-8,-5,-8,-7,-8,-4,-11,2,-6,4,5,-6,-10,-8,-6,-5,-5,-7,-9,-5,-4,-8,-6,-3,-9,-9,-9,-3,-11,4,-9,0,-14,-9,-11,-11,-3,-10,-11,-12,-10,-10,-7,-10,-6,-11,-7,-8,-7,-12,-10,0,-7,-5,-6,0,-8,-7,-7,-14,-7,-10,-2,-9,-6,-8,-10,-12,-11,-6,-5,-10,-6,-15,-11,-8,-7,-12,-8,-12,-9,-8,4,-12,-14,-9
566,11,14,30,16,-3,-2,-2,-2,-3,-5,-3,-2,-4,-1,-1,-3,1,0,-3,-5,-4,-2,-4,-5,-7,0,-8,-2,-4,-7,-6,-4,-9,2,-2,4,9,-5,-9,-6,-4,-3,-5,-7,-5,-3,-2,-6,-4,-2,-10,-7,-5,-1,-8,5,-9,-2,-10,-4,-11,-8,-1,-4,-8,-9,-8,-6,-2,-9,-1,-8,-5,-7,-7,-11,-7,4,-6,-3,-4,3,-4,-6,-4,-12,-3,-8,0,-6,-3,-3,-11,-11,-7,-4,-2,-7,-3,-10,-6,-6,-7,-9,-7,-8,-7,-8,5,-10,-12,-6
567,8,19,29,15,-2,0,1,-1,-1,-4,0,0,-2,0,0,-1,1,1,-3,-4,-2,0,-4,-2,-5,3,-5,-1,-3,-5,-5,-2,-7,3,-1,8,10,-3,-6,-3,-3,-2,-3,-3,-3,1,1,-6,-6,1,-7,-4,-7,1,-4,8,-5,-1,-8,-2,-8,-5,-1,-2,-7,-5,-8,-4,-2,-9,-2,-7,-2,-3,-7,-9,-5,9,-4,-2,-3,5,-2,-2,-3,-10,1,-9,3,-2,1,-1,-7,-9,-4,-2,1,-6,0,-9,-4,-2,-2,-6,0,-6,-6,-5,9,-7,-10,-4
568,7,24,28,15,1,2,1,-1,0,-1,-2,-1,-1,4,2,0,3,4,1,-2,-2,2,-2,-1,-1,5,-3,1,-2,-2,-3,0,-6,4,0,11,10,0,-4,-3,-2,-1,-3,-4,-1,1,7,-2,-4,7,-7,-3,-4,3,-4,8,-6,3,-7,0,-4,-5,1,0,-7,-2,-7,-3,3,-8,0,-7,1,-2,-4,-5,-2,11,-1,-2,-1,6,-3,-1,-5,-8,2,-7,4,1,3,1,-6,-6,-2,3,0,-2,2,-6,-2,-3,-1,-5,2,-4,-3,-2,11,-3,-7,-1
569,6,29,26,14,-1,4,3,1,2,-1,0,-2,-1,4,2,0,4,2,2,-1,-4,1,0,1,-1,7,-2,4,-2,-2,-1,2,-3,5,1,14,11,1,-5,0,2,3,0,1,2,4,7,3,-3,11,-7,-3,-3,7,-3,12,-6,5,-5,0,-3,-3,4,5,-6,0,-5,1,6,-3,3,-5,3,-2,-3,-6,1,11,2,1,-2,11,-1,1,0,-5,5,-7,8,5,5,7,-6,-5,-3,6,4,-1,3,-4,-1,1,1,-2,7,-1,-2,-2,13,-1,-5,1
570,0,29,29,13,2,7,5,6,2,0,2,-4,0,4,3,2,5,6,5,1,-4,1,1,3,3,8,-1,6,-2,0,2,2,-1,5,0,16,14,2,-5,4,5,3,3,4,3,6,9,5,-1,11,-4,2,-1,8,0,12,-3,5,-3,3,-2,1,5,6,-3,4,-1,4,9,-2,5,-4,7,-1,2,-1,1,14,6,2,1,14,3,4,0,-3,7,-4,9,7,8,10,-3,-4,0,8,7,0,5,-1,2,1,6,-1,7,-1,-2,2,15,4,-4,5
571,-3,30,29,12,2,9,9,7,4,3,1,-2,0,9,3,2,10,6,6,3,0,4,2,6,6,12,3,9,2,3,4,3,0,6,5,18,18,5,-2,4,4,6,4,5,6,9,10,7,3,16,-5,4,-2,8,1,15,3,8,1,4,1,2,8,11,-3,8,0,6,14,-1,6,0,9,-2,5,2,6,15,10,4,2,16,6,5,3,1,12,0,10,11,12,13,-3,-2,2,11,7,4,9,1,5,4,7,4,11,2,-1,6,18,5,-1,5
572,-6,26,29,10,5,11,9,8,6,3,3,-1,1,10,4,4,12,7,8,2,2,6,4,6,9,14,4,11,1,8,10,6,2,9,7,20,18,3,0,6,5,6,9,6,7,9,14,11,3,18,-1,4,0,11,3,14,3,9,0,5,4,7,8,11,-1,12,1,8,17,1,10,1,11,2,6,5,7,18,10,6,3,18,8,5,6,4,15,1,15,12,15,15,-2,2,6,16,8,7,13,3,7,7,12,4,13,4,1,11,20,8,1,7
573,-12,23,31,6,7,9,9,10,6,7,5,-3,3,10,7,9,11,7,10,5,1,4,4,9,10,13,4,14,5,11,9,8,1,9,8,22,20,7,3,7,6,8,11,8,9,13,15,17,4,17,1,5,2,11,1,14,7,9,4,6,6,10,10,15,1,14,6,14,17,5,12,4,17,3,10,5,10,22,12,9,4,20,9,9,10,6,17,4,20,17,17,15,-3,3,9,18,11,9,14,7,11,9,16,7,14,10,6,11,21,10,5,12
574,-18,17,29,6,7,12,10,12,8,6,5,-3,5,13,8,10,14,8,11,8,6,7,6,11,15,16,6,13,6,13,10,8,3,11,11,24,20,7,5,11,7,11,15,9,10,13,17,18,4,20,2,8,4,14,5,16,11,12,7,7,8,11,13,16,5,17,10,16,20,6,15,5,18,5,10,7,10,23,16,11,6,21,11,7,12,11,20,7,24,18,19,20,1,7,11,21,14,12,17,7,13,8,17,9,14,13,6,12,22,12,7,13
575,-20,16,28,4,8,11,12,13,11,8,5,-1,8,15,10,10,14,11,13,10,6,10,5,13,14,19,7,15,8,13,12,10,7,11,12,24,23,9,4,12,9,12,15,11,12,15,19,19,7,22,2,14,6,17,6,18,13,12,10,7,7,13,16,20,4,18,12,17,23,10,14,9,18,5,12,11,12,24,18,15,8,22,15,10,12,14,21,8,22,21,20,20,5,8,10,23,16,14,20,10,14,10,18,11,19,13,8,16,25,15,7,16
576,-20,11,29,1,9,12,12,13,10,9,6,1,6,16,10,12,16,12,14,10,9,10,9,15,15,18,9,17,8,15,13,12,8,14,14,25,24,10,9,14,10,14,16,12,12,17,21,20,7,24,4,15,7,20,7,18,15,14,14,10,14,15,17,20,6,20,12,21,24,14,16,10,23,6,12,12,14,24,18,17,10,25,14,11,14,16,23,9,25,22,21,23,7,10,13,26,17,16,23,14,17,11,22,16,19,15,12,18,24,17,9,19
577,-23,6,28,0,12,12,11,15,12,10,8,1,7,18,12,12,16,12,13,12,11,11,9,16,20,20,10,20,9,17,14,11,9,12,14,26,25,13,10,15,11,15,20,13,14,17,24,24,10,25,6,18,8,22,7,18,16,15,15,13,13,17,18,23,9,22,16,23,25,14,17,12,24,7,18,14,17,24,18,19,10,25,15,11,16,17,24,15,24,24,26,26,9,11,16,26,18,16,23,14,16,13,22,15,21,16,13,18,26,20,10,21
578,-24,2,29,-3,15,13,16,15,14,10,9,3,8,19,11,12,16,10,15,11,13,11,14,16,20,21,12,21,8,18,18,12,12,14,16,26,27,14,10,16,12,18,18,14,16,19,23,24,11,29,8,18,8,21,8,18,16,16,15,15,16,19,18,21,9,25,17,26,25,18,19,15,24,9,17,14,15,26,20,19,12,28,18,13,18,16,26,17,26,25,24,27,11,12,17,26,20,19,27,14,19,15,25,17,23,17,13,25,27,24,13,19
