,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
140,-57,37,8,12,-17,-14,-14,-15,-16,-17,-17,-14,-16,-21,-15,-11,-21,-15,-24,-18,-25,-17,-20,-23,-22,-20,-19,-22,-18,-26,-21,-14,-22,-13,-25,-17,-12,-19,-22,-24,-16,-23,-25,-21,-21,-22,-24,-21,-19,-22,-21,-22,-20,-18,-20,-15,-27,-22,-26,-22,-26,-22,-22,-31,-22,-31,-28,-29,-25,-27,-21,-27,-25,-23,-22,-29,-24,-16,-20,-19,-21,-20,-25,-21,-24,-26,-24,-29,-21,-29,-22,-30,-22,-30,-26,-28,-20,-27,-23,-26,-24,-18,-27,-28,-29,-23,-22,-37,-23,-31,-21,-34
141,-52,36,8,11,-14,-13,-14,-17,-14,-17,-18,-15,-16,-20,-15,-13,-18,-13,-22,-18,-23,-12,-18,-23,-22,-15,-18,-19,-18,-24,-18,-13,-21,-10,-23,-15,-7,-15,-19,-25,-16,-21,-24,-22,-21,-20,-20,-17,-17,-18,-21,-19,-18,-17,-20,-10,-26,-18,-24,-19,-24,-20,-17,-30,-20,-28,-27,-26,-18,-25,-17,-26,-23,-20,-20,-25,-20,-11,-14,-19,-21,-17,-22,-22,-22,-25,-19,-27,-18,-29,-19,-26,-21,-28,-23,-25,-16,-26,-18,-26,-24,-17,-24,-24,-24,-22,-21,-32,-17,-30,-21,-33
142,-43,23,7,13,-15,-14,-15,-15,-15,-16,-16,-14,-15,-19,-12,-10,-17,-12,-19,-16,-22,-15,-17,-19,-20,-10,-16,-16,-17,-21,-18,-10,-17,-10,-21,-9,0,-14,-21,-22,-17,-18,-23,-21,-20,-18,-19,-14,-17,-15,-23,-18,-21,-12,-21,-8,-22,-17,-25,-19,-25,-22,-15,-28,-16,-25,-25,-24,-14,-23,-15,-26,-23,-18,-18,-25,-19,-3,-13,-16,-19,-11,-21,-23,-22,-23,-19,-27,-15,-22,-17,-19,-21,-25,-21,-16,-12,-23,-14,-22,-18,-16,-23,-20,-21,-18,-18,-31,-12,-28,-18,-28
143,-36,9,7,11,-13,-10,-12,-12,-14,-15,-14,-10,-11,-16,-13,-10,-14,-9,-16,-17,-21,-12,-18,-16,-18,-8,-18,-10,-16,-20,-20,-10,-17,-8,-21,-5,4,-14,-19,-20,-11,-17,-19,-18,-17,-16,-15,-9,-17,-10,-19,-16,-18,-9,-17,-4,-20,-13,-23,-18,-20,-18,-10,-22,-17,-20,-24,-20,-13,-24,-13,-23,-15,-18,-14,-24,-20,-1,-11,-12,-16,-4,-17,-18,-16,-23,-11,-24,-12,-18,-12,-14,-19,-24,-20,-11,-7,-19,-8,-22,-17,-13,-21,-19,-19,-17,-16,-27,-9,-24,-15,-25
144,-27,-1,6,11,-12,-9,-11,-8,-14,-15,-14,-8,-11,-12,-11,-10,-10,-6,-14,-16,-21,-9,-17,-12,-15,-4,-17,-7,-14,-18,-16,-8,-15,-6,-17,1,9,-12,-18,-17,-11,-12,-16,-15,-13,-12,-13,-5,-16,-6,-20,-17,-15,-6,-17,-2,-18,-12,-20,-15,-19,-14,-9,-17,-18,-16,-19,-14,-9,-20,-8,-20,-10,-17,-13,-20,-15,4,-6,-9,-13,1,-16,-16,-15,-22,-7,-21,-4,-12,-6,-10,-18,-23,-18,-10,-4,-16,-4,-16,-10,-11,-16,-16,-15,-15,-12,-21,-3,-19,-16,-21
145,-22,-17,5,10,-12,-8,-10,-6,-10,-13,-13,-9,-7,-10,-10,-10,-6,-6,-10,-12,-17,-7,-13,-13,-13,-2,-14,-7,-17,-12,-13,-7,-14,-2,-13,7,14,-9,-14,-15,-9,-10,-13,-10,-11,-9,-9,-3,-13,-3,-17,-11,-14,-2,-14,3,-15,-8,-19,-13,-18,-10,-5,-12,-16,-11,-17,-11,-5,-17,-4,-17,-6,-15,-9,-17,-12,11,-1,-6,-11,5,-13,-13,-11,-18,-2,-19,-1,-7,-2,-5,-16,-23,-15,-4,-1,-14,-3,-14,-7,-9,-10,-12,-11,-11,-10,-17,4,-13,-15,-17
146,-11,-29,6,10,-7,-7,-7,-7,-8,-10,-12,-6,-6,-6,-8,-8,-6,-2,-7,-11,-15,-4,-12,-6,-9,2,-13,-2,-15,-8,-8,-4,-14,0,-12,10,19,-8,-13,-11,-8,-4,-8,-8,-10,-5,-7,0,-10,3,-15,-7,-12,1,-13,4,-12,-3,-17,-10,-15,-8,-1,-9,-13,-6,-13,-7,2,-13,-1,-11,-1,-9,-4,-15,-6,11,2,-2,-6,9,-9,-12,-7,-16,2,-14,5,-1,3,0,-15,-18,-11,3,6,-10,4,-10,-4,-8,-9,-8,-7,-8,-10,-11,7,-11,-11,-14
147,0,-40,5,11,-5,-3,-4,-4,-3,-8,-9,-4,-5,-3,-7,-7,-2,2,-5,-6,-11,-1,-11,-5,-5,7,-11,4,-12,-5,-7,1,-10,4,-8,15,23,-6,-11,-6,-4,-3,-4,-5,-5,1,-3,4,-7,9,-14,-5,-10,2,-8,10,-8,1,-14,-6,-10,-3,2,-3,-10,1,-8,-3,5,-12,2,-8,4,-8,0,-12,-2,20,6,1,-4,14,-4,-9,0,-12,10,-12,13,3,7,5,-12,-14,-6,8,11,-6,9,-8,1,-3,-3,-3,-2,-4,-5,-5,12,-5,-7,-7
148,7,-45,6,7,-4,1,-2,-2,-2,-7,-8,2,-3,4,-4,-5,2,3,-3,-4,-9,2,-8,-1,2,10,-5,11,-8,-4,-3,2,-9,5,-3,20,27,-3,-8,-3,-2,2,-1,-1,-2,4,2,10,-4,12,-10,-2,-10,6,-5,12,-6,4,-12,-2,-6,2,6,5,-10,4,-6,6,9,-8,8,-4,8,-6,4,-8,-1,25,11,3,-1,20,1,-4,3,-9,17,-6,16,6,12,13,-10,-13,-4,12,14,-2,13,-3,3,1,2,-1,3,0,-1,1,19,0,-6,-2
149,18,-50,1,4,-2,4,0,0,-1,-1,-5,7,2,10,0,-3,6,6,1,-1,-5,5,-3,2,3,15,-4,13,-7,1,3,5,-6,6,2,25,30,0,-7,1,2,7,3,4,1,8,8,12,-3,19,-10,0,-7,10,-3,17,0,8,-8,0,-2,3,8,12,-8,12,-1,8,16,-3,10,-1,14,-2,6,-4,5,29,13,7,1,25,6,-1,8,-3,23,-2,21,12,18,18,-7,-8,2,15,16,2,18,1,10,5,8,2,8,4,1,6,24,5,-3,3
150,28,-52,1,6,-2,4,3,3,4,0,-2,10,5,10,1,-3,10,9,5,3,1,8,0,6,5,18,-3,15,-3,5,4,8,-2,11,7,28,34,1,-5,4,3,9,8,8,4,12,11,16,-1,23,-5,7,-3,13,-1,19,3,13,-4,3,2,8,14,14,-2,14,4,14,20,0,15,3,19,2,11,0,8,31,17,11,2,29,11,2,13,2,26,3,26,17,21,23,-2,-3,5,19,21,7,22,5,15,7,14,7,14,7,5,14,28,12,1,8
151,36,-48,2,4,4,8,6,7,5,3,2,11,7,14,5,2,13,13,7,5,6,9,1,7,9,22,2,17,-2,10,9,9,1,14,11,33,34,3,-1,8,8,11,13,11,9,14,18,21,3,29,-4,9,3,16,2,20,7,16,2,7,7,12,18,20,0,19,8,19,27,6,19,7,22,6,15,4,13,34,19,16,8,35,17,8,17,6,29,8,31,23,27,28,1,3,9,26,21,11,24,6,16,11,18,12,19,11,10,20,32,17,5,16
152,44,-43,1,4,9,9,9,8,7,7,4,8,11,18,8,7,19,14,12,10,9,13,6,14,14,25,5,21,0,14,13,11,6,19,16,34,37,8,3,13,11,15,14,15,12,20,24,22,6,31,0,13,8,19,4,23,12,19,7,11,12,15,20,26,6,24,11,24,31,6,21,8,28,7,18,10,18,34,23,19,13,36,19,13,19,13,31,10,32,28,31,31,6,7,12,30,24,14,28,9,21,14,24,16,24,16,13,25,36,23,7,20
153,51,-40,1,1,11,12,10,11,13,9,5,9,15,20,13,10,18,16,13,13,13,15,7,15,17,29,8,23,4,17,17,16,8,20,20,37,41,11,5,16,17,19,17,19,15,21,28,25,9,38,3,15,9,25,4,26,15,24,10,15,16,18,23,32,8,29,15,30,34,10,25,14,29,13,18,13,19,36,25,19,16,37,22,14,22,15,35,16,34,32,31,37,10,10,17,35,26,17,31,14,25,18,29,18,27,21,17,29,38,24,8,27
154,56,-31,0,2,16,13,14,15,14,13,8,12,16,24,15,11,22,16,14,18,14,17,11,18,21,29,12,28,7,20,22,18,11,23,23,40,41,11,10,22,18,23,20,22,19,24,31,31,12,40,8,20,14,24,8,27,21,25,14,21,19,21,23,38,13,32,19,35,37,16,28,17,34,14,23,18,22,38,29,22,18,41,26,18,24,23,37,20,39,34,35,40,13,11,23,38,29,23,34,20,25,23,33,22,31,23,18,36,38,29,14,29
155,63,-24,-1,1,19,17,17,17,17,15,10,13,18,24,18,16,24,20,17,21,20,18,17,24,24,31,15,32,9,25,24,21,14,25,28,39,40,15,14,25,22,26,27,23,22,30,33,32,16,43,9,22,14,29,12,29,22,27,18,24,22,27,28,39,16,36,22,35,38,19,29,21,38,18,27,21,26,40,32,25,22,41,29,19,29,25,34,23,40,38,38,42,17,17,26,36,30,25,36,24,29,24,36,24,35,23,19,36,39,36,15,33
156,69,-15,-2,1,21,17,21,19,19,21,13,12,21,28,22,20,29,22,22,23,23,23,18,29,27,34,18,33,13,26,27,22,15,26,31,37,37,18,18,27,22,29,28,25,24,30,37,32,19,41,13,25,16,31,14,31,27,27,24,25,25,31,28,43,18,39,25,38,38,23,33,24,41,21,26,25,27,38,32,29,24,38,28,23,29,26,36,27,41,40,39,40,20,23,28,39,33,25,38,25,33,24,38,27,38,26,21,42,38,39,17,34
157,70,-11,0,2,23,21,23,21,21,21,18,10,23,30,22,21,28,25,23,24,24,24,20,33,28,34,22,32,19,30,28,23,20,27,33,36,37,20,17,28,24,29,30,24,23,31,38,33,21,42,13,26,20,32,18,32,27,29,25,25,29,31,31,44,23,42,27,40,37,26,32,28,40,23,27,28,31,40,31,31,23,38,32,25,31,29,34,28,38,40,40,42,22,26,31,44,32,28,37,28,33,28,39,28,40,31,27,40,36,39,20,34
158,75,-6,-3,3,24,22,24,24,19,22,18,10,23,32,26,24,32,24,22,28,28,25,23,32,32,33,24,33,21,32,30,25,23,30,34,35,34,20,22,32,26,31,31,27,29,32,38,34,23,40,16,28,25,32,20,31,33,30,26,26,30,31,33,44,23,42,29,37,37,28,32,29,42,26,31,30,29,37,31,34,20,37,34,27,32,30,35,28,39,42,41,40,24,29,31,42,34,32,38,30,33,29,41,29,40,31,26,42,36,41,24,39
159,78,-7,-6,0,26,21,24,26,22,25,20,10,26,33,23,24,33,23,24,28,29,26,24,31,32,32,27,34,23,29,32,27,26,27,35,32,32,24,22,34,28,29,31,27,30,33,39,35,25,39,19,27,24,32,23,29,34,32,30,28,32,33,31,43,24,42,31,40,38,32,33,31,40,25,32,32,31,36,31,34,23,36,35,31,33,32,32,31,36,41,39,41,28,34,32,39,33,35,37,33,35,30,39,28,40,32,29,44,37,40,25,40
160,81,-9,-4,-1,24,21,25,25,23,25,22,9,26,34,25,27,31,25,24,29,31,26,25,33,34,33,28,33,26,31,35,27,27,27,34,30,28,26,22,33,27,30,33,27,32,33,35,32,25,36,21,30,24,31,24,31,34,32,30,28,33,33,31,43,27,41,32,37,35,33,31,33,38,28,32,33,30,31,31,33,25,30,35,28,31,33,32,33,35,39,37,38,28,33,33,36,30,33,36,33,36,27,40,30,38,33,30,40,33,40,28,38
161,84,-14,-3,1,24,23,26,27,22,25,24,8,27,31,27,28,30,26,24,30,31,24,25,31,34,30,28,32,29,33,34,29,26,29,34,26,24,24,26,35,29,29,32,26,34,32,36,33,29,32,23,32,27,31,24,31,30,32,32,26,35,34,30,40,29,37,33,36,33,33,31,35,36,27,31,34,30,26,31,31,26,28,32,29,33,34,29,32,32,37,34,34,27,34,32,34,27,32,31,32,33,31,41,31,38,35,30,38,32,38,30,40
162,82,-21,-3,0,24,22,24,25,23,25,25,7,26,30,27,29,32,25,27,30,33,24,25,30,34,28,29,30,27,32,34,26,28,27,32,23,20,29,26,36,26,32,35,28,33,32,32,33,30,31,25,31,28,32,26,27,34,31,31,25,34,34,28,36,29,36,32,36,30,34,30,34,32,29,34,32,30,27,29,31,23,27,32,31,29,32,28,31,27,37,30,33,28,33,34,32,29,33,30,34,31,29,39,30,33,33,29,37,29,35,30,40
163,82,-29,-5,-5,20,20,23,24,22,28,25,6,26,30,23,28,30,24,28,28,34,25,25,30,33,26,29,27,26,33,34,25,27,25,32,19,15,26,23,34,26,31,30,27,33,31,30,29,28,27,26,31,26,30,28,26,33,30,32,24,31,32,27,34,29,33,33,33,27,33,27,33,30,27,30,34,30,22,26,30,21,24,30,28,30,30,24,35,24,33,27,29,26,34,34,29,27,29,29,35,31,27,33,31,30,32,30,33,25,33,29,39
164,78,-37,-4,-8,23,20,22,26,21,27,26,6,23,29,23,28,28,23,26,27,32,25,26,29,31,27,29,25,28,30,33,24,26,21,32,14,13,26,26,33,25,31,29,26,30,29,26,24,26,22,27,31,27,28,26,22,31,28,32,24,32,31,24,30,28,29,30,28,23,33,25,33,27,28,29,35,28,19,25,30,21,21,29,28,31,30,21,34,19,28,19,25,24,35,32,25,24,30,25,33,27,26,31,29,29,32,28,30,19,26,28,36
165,73,-39,-5,-6,19,19,20,25,21,22,23,8,21,25,23,24,24,22,23,25,29,20,24,26,28,21,28,21,27,29,33,22,25,17,29,9,7,22,24,31,24,29,28,24,29,24,23,24,29,19,27,31,27,23,28,19,32,28,32,21,30,29,23,26,29,26,31,26,19,30,25,33,23,26,30,30,27,13,24,26,18,15,26,25,29,29,19,29,17,27,17,21,25,34,30,21,23,29,17,30,25,23,26,30,24,30,26,26,19,25,27,33
166,69,-44,-8,-8,19,21,20,21,20,22,24,10,21,23,20,24,23,20,23,23,29,20,25,24,26,18,26,20,25,27,31,20,24,16,28,5,2,26,24,32,22,27,25,22,27,23,19,23,25,13,30,29,25,22,27,16,29,22,29,21,27,28,20,22,28,22,30,23,16,29,22,31,18,23,26,32,24,10,21,24,18,11,24,24,24,29,13,28,13,19,13,17,23,31,28,17,21,26,15,29,22,19,21,27,22,24,23,24,12,23,27,28
167,64,-46,-7,-10,17,16,18,18,19,21,23,9,20,20,16,21,24,16,19,20,30,16,23,23,21,13,25,17,24,24,26,16,21,11,22,1,-3,22,24,27,18,20,23,19,26,22,14,17,22,8,27,25,24,17,25,11,25,19,27,19,29,26,17,19,26,20,26,18,13,30,19,30,12,23,21,29,20,4,18,21,16,6,22,22,21,26,9,27,6,15,9,12,21,32,26,10,16,22,12,26,22,17,21,25,15,25,22,21,6,18,25,23
168,59,-46,-7,-13,14,16,16,16,17,19,21,7,15,17,16,18,18,15,18,17,28,15,21,20,16,8,20,13,23,22,24,16,20,7,20,-5,-7,19,22,24,15,20,19,16,23,18,12,12,17,7,26,24,23,14,23,8,23,18,25,16,26,21,13,12,22,16,25,13,9,25,15,26,8,24,17,24,17,-3,14,18,16,1,18,19,16,21,6,26,4,14,4,8,20,29,22,4,11,20,8,23,19,15,18,20,11,24,20,15,6,14,24,17
169,55,-42,-7,-14,15,13,14,13,13,15,22,7,13,11,15,16,13,13,12,15,25,16,17,17,14,8,19,9,18,18,20,11,20,3,18,-8,-11,17,18,20,14,17,17,16,19,14,8,7,17,3,25,20,21,12,22,5,24,14,24,14,21,18,11,6,19,12,22,10,8,22,15,23,4,20,13,22,15,-4,11,16,14,-1,14,15,13,22,4,23,-1,7,-2,2,17,24,21,3,7,19,3,19,16,11,14,17,8,20,15,13,2,8,22,15
170,50,-43,-10,-15,11,12,11,10,13,11,18,12,11,8,12,14,10,10,11,14,21,12,15,13,11,2,16,6,17,15,17,9,15,-2,14,-13,-15,15,16,16,11,15,14,10,14,9,3,4,14,-3,21,18,18,9,17,1,20,11,21,12,18,14,7,4,16,6,18,6,1,19,8,18,-1,16,10,20,12,-7,6,10,10,-4,13,13,8,19,1,19,-5,5,-6,1,13,22,16,0,4,15,-1,18,9,9,5,15,6,16,10,9,-3,6,20,10
171,45,-38,-11,-14,10,10,7,6,10,11,15,12,7,7,8,10,7,6,8,8,18,10,14,13,6,-3,14,2,15,12,14,7,15,-3,12,-18,-20,12,13,11,9,11,11,7,11,7,-1,2,11,-9,20,14,15,7,18,-2,14,8,18,8,14,9,2,-1,12,3,17,2,-2,18,4,15,-3,12,6,16,11,-12,1,6,11,-9,8,9,8,14,-3,15,-7,2,-7,-6,14,19,14,-3,1,14,-5,17,6,5,3,11,1,10,8,2,-8,2,14,7
172,41,-32,-11,-18,5,6,3,3,8,9,12,12,5,2,4,5,1,2,3,3,13,5,11,10,1,-5,10,-1,12,10,10,3,12,-8,7,-20,-22,7,12,8,5,7,7,2,9,4,-4,-2,9,-11,18,9,14,2,14,-6,9,4,16,8,10,7,0,-4,11,0,13,-2,-7,14,1,11,-9,10,2,12,11,-16,-4,4,9,-14,2,6,6,10,-6,10,-11,-2,-10,-8,8,15,9,-10,-4,10,-8,12,1,1,0,6,-5,7,3,-3,-12,-4,11,1
173,36,-23,-12,-22,5,4,1,3,4,4,8,9,0,-3,2,2,-3,-1,2,2,9,0,8,4,-1,-9,8,-7,8,5,7,-2,7,-12,5,-24,-25,6,9,5,2,5,3,3,6,1,-10,-7,5,-14,15,8,10,-3,10,-9,5,3,11,5,5,2,-4,-7,7,-2,9,-4,-10,8,-2,9,-11,7,2,10,6,-20,-6,0,6,-18,-1,6,2,6,-10,5,-17,-9,-12,-13,8,11,2,-15,-8,4,-13,10,-3,-1,-8,6,-8,4,2,-6,-16,-6,8,-3
174,31,-14,-13,-22,0,1,-4,-2,3,3,6,10,-1,-7,-1,-1,-6,-4,1,-1,1,-1,3,0,-5,-10,2,-11,4,-1,2,-5,6,-13,0,-26,-25,2,5,0,0,-2,2,-3,1,-1,-12,-11,2,-17,11,4,6,-6,7,-13,3,-3,6,2,0,-5,-7,-11,1,-7,3,-10,-12,6,-7,5,-14,5,-4,4,0,-21,-10,-3,4,-21,-3,1,-4,5,-14,4,-20,-12,-13,-15,8,9,2,-18,-12,2,-17,3,-6,-4,-12,-1,-11,-2,-1,-10,-19,-9,4,-8
175,26,-8,-12,-24,0,0,-5,-5,0,-2,1,13,-5,-10,-4,-3,-8,-7,-1,-6,0,-5,1,-3,-11,-16,0,-12,2,-6,0,-9,3,-17,-4,-29,-27,-1,3,-4,-3,-7,-5,-6,-5,-5,-18,-16,0,-19,7,1,2,-10,4,-17,-1,-9,2,-3,-3,-6,-10,-16,1,-10,3,-16,-16,2,-9,0,-16,1,-8,1,-2,-24,-13,-7,0,-25,-6,-2,-8,1,-18,1,-23,-16,-18,-20,2,4,-3,-20,-17,-2,-20,-1,-10,-7,-15,-4,-14,-5,-7,-14,-23,-9,2,-11
176,20,-1,-14,-24,-5,-3,-7,-7,-3,-2,2,15,-9,-13,-7,-5,-12,-12,-6,-5,-3,-9,-2,-7,-12,-18,-2,-18,-1,-8,-3,-13,1,-17,-6,-31,-30,-4,1,-9,-8,-9,-9,-9,-8,-10,-21,-17,-3,-23,6,-3,1,-13,0,-20,-5,-11,-1,-5,-5,-6,-12,-18,-1,-14,-1,-21,-22,-3,-12,-5,-19,-3,-11,-2,-7,-28,-14,-11,-3,-26,-11,-6,-10,-4,-22,-2,-25,-18,-20,-22,-2,0,-5,-25,-20,-9,-21,-8,-14,-10,-16,-6,-21,-7,-7,-18,-25,-15,-3,-15
177,12,9,-14,-22,-4,-4,-9,-12,-6,-6,-3,12,-10,-18,-10,-8,-14,-15,-8,-9,-7,-13,-4,-12,-15,-21,-3,-20,-4,-11,-10,-15,-4,-20,-12,-30,-31,-7,-2,-11,-10,-13,-11,-11,-11,-13,-24,-20,-7,-26,3,-10,-4,-20,-3,-24,-8,-17,-3,-7,-10,-12,-15,-21,-6,-18,-5,-23,-24,-7,-16,-8,-22,-7,-14,-8,-12,-29,-17,-16,-6,-31,-14,-9,-13,-10,-25,-6,-28,-22,-21,-24,-2,-1,-10,-26,-24,-12,-24,-12,-16,-10,-20,-9,-24,-10,-11,-21,-27,-17,-7,-19
178,5,9,-18,-18,-7,-6,-11,-12,-10,-10,-6,9,-11,-22,-12,-15,-21,-19,-11,-12,-9,-16,-8,-16,-17,-25,-4,-24,-8,-15,-12,-19,-6,-21,-17,-30,-32,-9,-4,-14,-12,-16,-15,-15,-15,-20,-29,-23,-10,-28,-2,-10,-8,-21,-7,-26,-13,-20,-5,-13,-14,-18,-18,-23,-8,-22,-9,-26,-26,-14,-21,-10,-28,-11,-19,-11,-11,-27,-22,-19,-9,-32,-17,-11,-18,-13,-27,-10,-29,-24,-23,-28,-3,-7,-13,-30,-26,-15,-26,-12,-21,-16,-22,-16,-27,-16,-16,-22,-31,-18,-13,-22
179,-3,12,-16,-19,-9,-8,-16,-12,-11,-10,-9,6,-16,-23,-15,-16,-23,-16,-14,-13,-13,-15,-12,-17,-17,-29,-10,-27,-10,-20,-17,-20,-8,-20,-20,-31,-32,-12,-6,-18,-16,-21,-19,-18,-18,-22,-27,-26,-12,-27,-4,-14,-10,-25,-7,-31,-16,-21,-10,-14,-19,-22,-21,-28,-11,-27,-9,-28,-29,-17,-23,-16,-28,-13,-23,-14,-19,-30,-25,-23,-10,-32,-22,-12,-22,-18,-28,-14,-29,-25,-24,-28,-7,-12,-16,-31,-29,-18,-29,-13,-28,-17,-24,-16,-30,-20,-17,-27,-31,-22,-15,-24
180,-9,15,-16,-17,-13,-13,-16,-18,-13,-13,-10,7,-17,-27,-19,-17,-24,-19,-15,-16,-17,-18,-13,-21,-23,-31,-13,-30,-11,-23,-22,-20,-8,-22,-22,-34,-33,-14,-10,-21,-17,-23,-23,-19,-20,-24,-31,-24,-13,-29,-7,-19,-15,-26,-9,-33,-19,-26,-14,-17,-19,-23,-25,-28,-14,-29,-13,-28,-29,-21,-25,-20,-28,-14,-26,-16,-22,-32,-25,-25,-13,-35,-26,-14,-23,-19,-32,-19,-32,-26,-26,-33,-11,-16,-17,-31,-35,-20,-30,-20,-29,-21,-28,-20,-30,-23,-15,-28,-31,-25,-19,-25
181,-19,18,-17,-15,-15,-14,-17,-18,-13,-15,-12,8,-17,-30,-20,-19,-30,-21,-16,-19,-21,-20,-15,-26,-25,-31,-14,-32,-13,-26,-24,-23,-13,-23,-27,-32,-29,-15,-13,-25,-20,-27,-24,-18,-25,-27,-32,-27,-15,-30,-10,-21,-16,-30,-12,-35,-23,-30,-19,-19,-22,-27,-28,-32,-15,-32,-19,-30,-31,-23,-27,-24,-29,-16,-30,-20,-25,-31,-29,-29,-13,-35,-27,-16,-28,-23,-31,-21,-33,-27,-28,-32,-16,-21,-21,-34,-35,-23,-30,-22,-33,-21,-32,-21,-34,-26,-17,-28,-34,-30,-21,-26
182,-24,25,-17,-11,-19,-16,-20,-19,-15,-17,-15,8,-20,-32,-20,-22,-31,-22,-17,-18,-23,-23,-17,-28,-24,-34,-17,-35,-16,-30,-29,-22,-14,-21,-30,-31,-29,-17,-14,-27,-20,-30,-28,-19,-31,-28,-32,-29,-16,-31,-12,-25,-16,-31,-16,-37,-25,-31,-22,-22,-27,-31,-32,-31,-17,-32,-23,-33,-31,-29,-31,-28,-28,-19,-33,-21,-30,-32,-33,-30,-17,-35,-32,-18,-29,-25,-31,-21,-34,-29,-28,-31,-16,-23,-27,-32,-38,-26,-31,-26,-33,-21,-31,-28,-32,-30,-21,-31,-33,-31,-23,-29
183,-31,33,-16,-7,-17,-18,-21,-20,-18,-18,-18,4,-22,-33,-19,-23,-32,-21,-17,-19,-25,-24,-17,-32,-24,-33,-22,-33,-20,-31,-33,-23,-15,-20,-32,-30,-28,-19,-17,-31,-23,-30,-30,-20,-33,-31,-33,-34,-20,-29,-16,-26,-18,-33,-18,-39,-29,-33,-27,-22,-32,-30,-32,-33,-18,-33,-27,-35,-32,-30,-34,-29,-29,-19,-34,-24,-34,-33,-33,-33,-19,-33,-32,-20,-32,-30,-33,-24,-32,-28,-30,-32,-17,-27,-29,-33,-38,-28,-33,-29,-35,-22,-31,-29,-32,-31,-22,-32,-33,-32,-23,-30
184,-39,38,-15,-7,-20,-20,-20,-19,-20,-20,-18,0,-21,-33,-21,-24,-33,-21,-19,-21,-28,-21,-21,-34,-29,-33,-21,-35,-21,-32,-35,-26,-17,-22,-33,-29,-29,-22,-20,-31,-22,-33,-32,-20,-33,-31,-32,-35,-22,-31,-17,-32,-19,-36,-20,-38,-30,-35,-26,-23,-32,-33,-32,-33,-20,-33,-32,-34,-32,-31,-35,-32,-30,-23,-37,-25,-33,-31,-31,-35,-18,-32,-35,-22,-32,-32,-32,-26,-33,-30,-31,-31,-17,-30,-32,-34,-39,-31,-33,-29,-33,-24,-33,-32,-34,-35,-21,-33,-34,-34,-22,-29
185,-44,43,-16,-6,-21,-22,-23,-20,-20,-22,-22,-3,-22,-34,-22,-25,-33,-22,-20,-21,-31,-21,-22,-34,-31,-35,-22,-34,-21,-34,-38,-26,-19,-21,-35,-29,-24,-22,-18,-33,-24,-34,-32,-22,-34,-33,-31,-36,-23,-28,-20,-32,-22,-36,-21,-37,-31,-38,-29,-23,-35,-34,-34,-33,-22,-35,-34,-34,-31,-34,-35,-33,-30,-24,-38,-29,-33,-29,-31,-35,-19,-31,-35,-24,-34,-34,-32,-29,-31,-30,-32,-30,-20,-33,-34,-31,-38,-31,-32,-31,-34,-23,-33,-34,-34,-34,-22,-35,-33,-31,-25,-31
186,-49,48,-20,0,-20,-24,-23,-19,-21,-21,-23,-5,-21,-35,-19,-26,-35,-24,-21,-22,-32,-21,-22,-34,-30,-34,-26,-33,-21,-34,-39,-24,-20,-20,-36,-27,-22,-20,-19,-33,-24,-35,-34,-23,-35,-34,-30,-36,-23,-28,-19,-36,-23,-37,-24,-35,-32,-35,-30,-23,-36,-35,-33,-30,-26,-33,-35,-33,-31,-35,-35,-36,-31,-25,-36,-30,-33,-28,-31,-37,-21,-29,-34,-23,-35,-33,-30,-27,-29,-27,-30,-29,-21,-37,-34,-31,-34,-32,-30,-34,-32,-23,-31,-35,-36,-37,-22,-33,-32,-32,-26,-31
187,-55,54,-20,3,-20,-24,-22,-19,-20,-23,-23,-6,-18,-35,-21,-25,-34,-21,-20,-24,-33,-23,-25,-35,-28,-31,-26,-31,-23,-37,-36,-24,-21,-21,-36,-25,-22,-21,-22,-32,-24,-35,-34,-22,-36,-34,-31,-36,-22,-27,-21,-34,-24,-36,-25,-33,-33,-35,-33,-22,-37,-38,-32,-28,-25,-32,-36,-30,-30,-36,-35,-37,-30,-26,-35,-33,-34,-25,-31,-36,-22,-27,-35,-23,-35,-35,-28,-29,-27,-29,-28,-27,-22,-38,-35,-31,-33,-34,-32,-32,-33,-22,-31,-33,-34,-38,-21,-32,-29,-32,-27,-30
188,-56,53,-21,8,-20,-23,-20,-19,-19,-22,-20,-10,-18,-32,-21,-23,-32,-18,-19,-19,-34,-21,-21,-36,-29,-29,-26,-33,-22,-35,-38,-21,-22,-19,-36,-21,-17,-21,-20,-34,-23,-36,-32,-20,-35,-36,-26,-36,-24,-24,-23,-35,-26,-35,-27,-31,-36,-34,-33,-23,-33,-36,-34,-27,-26,-30,-38,-30,-25,-36,-34,-39,-29,-24,-35,-33,-35,-19,-29,-34,-22,-21,-36,-22,-36,-33,-28,-32,-26,-27,-29,-28,-23,-35,-35,-27,-34,-37,-31,-34,-33,-22,-30,-34,-32,-35,-20,-29,-26,-32,-25,-31
