
1000000
32768;-32768
16009;16009
44;44
65408;-128
8074;8074
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
22;22
3975;3975
0;0
1;1
37203;-28333
47142;-18394
1879;1879
0;0

1000000
0;0
0;0
0;0
0;0
8075;8075
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
32768;-32768
15931;15931
44;44
65408;-128
8075;8075
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
15;15
1047;1047
0;0
1;1
41754;-23782
62401;-3135
1879;1879
0;0

1000000
8076;8076
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
32768;-32768
15931;15931
44;44
65408;-128
8076;8076
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
15;15
1047;1047
0;0
1;1
40164;-25372
12123;12123
1880;1880
0;0

1000000
8077;8077
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
32768;-32768
15956;15956
44;44
65408;-128
8077;8077
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
17;17
3511;3511
0;0
1;1
59100;-6436
27382;27382
1880;1880
0;0

1000000
8078;8078
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
32768;-32768
15956;15956
44;44
65408;-128
8078;8078
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
17;17
3511;3511
0;0
1;1
3724;3724
42641;-22895
1880;1880
0;0

1000000
8079;8079
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
32768;-32768
15931;15931
44;44
65408;-128
8079;8079
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
15;15
1047;1047
0;0
1;1
2119;2119
57900;-7636
1880;1880
0;0

1000000
8080;8080
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880

1000000
0;0
15969;15969
44;44
65408;-128
8080;8080
0;0
0;0
0;0
32768;-32768
36864;-28672
0;0
1;1
18;18
3399;3399
0;0
1;1
45800;-19736
7622;7622
1881;1881
0;0

1000000
8080;8080
0;0
51039;-14497
6154;6154
32768;-32768
35840;-29696
3;3
0;0
44244;-21292
49255;-16281
28672;28672
17523;17523
0;0
16850;16850
0;0
16384;16384
31982;31982
14647;14647
47855;-17681
16384;16384
8080;8080
0;0
31555;31555
6223;6223
32768;-32768
35840;-29696
3;3
0;0
57572;-7964
16916;16916
43691;-21845
17087;17087
2730;2730
17506;17506
0;0
16864;16864
5874;5874
15519;15519
16933;16933
16864;16864
8080;8080
0;0
13738;13738
6292;6292
32768;-32768
35840;-29696
3;3
0;0
45863;-19673
16803;16803
16384;16384
17378;17378
57344;-8192
17416;17416
0;0
16808;16808
27219;27219
15206;15206
52819;-12717
16808;16808
8080;8080
0;0
22587;22587
6361;6361
32768;-32768
35840;-29696
3;3
0;0
50955;-14581
16520;16520
55978;-9558
17418;17418
19115;19115
17374;17374
0;0
16768;16768
49895;-15641
14863;14863
5515;5515
16768;16768
8080;8080
0;0
42446;-23090
6439;6439
32768;-32768
35840;-29696
3;3
0;0
44244;-21292
49255;-16281
64171;-1365
17416;17416
2730;2730
17378;17378
0;0
16512;16512
42467;-23069
14669;14669
47317;-18219
16512;16512
8080;8080
0;0
41302;-24234
6693;6693
32768;-32768
35840;-29696
3;3
0;0
26512;26512
49312;-16224
0;0
16496;16496
4096;4096
17529;17529
0;0
16384;16384
26389;26389
14563;14563
60526;-5010
16384;16384
8080;8080
0;0
60954;-4582
7286;7286
32768;-32768
35840;-29696
3;3
0;0
37694;-27842
49300;-16236
21845;21845
16389;16389
31403;31403
17529;17529
0;0
16384;16384
32331;32331
14595;14595
15594;15594
16384;16384
8080;8080
0;0
2106;2106
8254;8254
32768;-32768
35840;-29696
3;3
0;0
33656;-31880
49318;-16218
21845;21845
16213;16213
51884;-13652
17529;17529
0;0
16256;16256
53128;-12408
14596;14596
60424;-5112
16256;16256
8080;8080
0;0
60122;-5414
8323;8323
32768;-32768
35840;-29696
3;3
0;0
4328;4328
49266;-16270
43691;-21845
17436;17436
43691;-21845
17338;17338
0;0
16544;16544
16078;16078
14696;14696
53342;-12194
16544;16544
8080;8080
0;0
22607;22607
8791;8791
32768;-32768
35840;-29696
3;3
0;0
33656;-31880
49318;-16218
21845;21845
16341;16341
38229;-27307
17529;17529
0;0
16256;16256
45963;-19573
14607;14607
50668;-14868
16256;16256
8080;8080
0;0
64191;-1345
9497;9497
32768;-32768
35840;-29696
3;3
0;0
16461;16461
49351;-16185
21845;21845
16085;16085
58710;-6826
17529;17529
0;0
0;0
27438;27438
14557;14557
58348;-7188
0;0
8080;8080
0;0
43440;-22096
10041;10041
32768;-32768
35840;-29696
3;3
0;0
27980;27980
49306;-16230
0;0
16913;16913
61440;-4096
17520;17520
0;0
16512;16512
62216;-3320
14620;14620
41042;-24494
16512;16512

1000000
8080;8080
0;0
64844;-692
10127;10127
32768;-32768
35840;-29696
3;3
0;0
4328;4328
49266;-16270
54613;-10923
17036;17036
25942;25942
17512;17512
0;0
16448;16448
39496;-26040
14632;14632
6293;6293
16448;16448
8080;8080
0;0
34402;-31134
10218;10218
32768;-32768
35840;-29696
3;3
0;0
47492;-18044
49283;-16253
27307;27307
17415;17415
10923;10923
17381;17381
0;0
16544;16544
17651;17651
14621;14621
7533;7533
16544;16544
8080;8080
0;0
48767;-16769
10356;10356
32768;-32768
35840;-29696
3;3
0;0
33656;-31880
49318;-16218
21845;21845
16341;16341
38229;-27307
17529;17529
0;0
16384;16384
28312;28312
14590;14590
57096;-8440
16384;16384
8080;8080
0;0
61544;-3992
10427;10427
32768;-32768
35840;-29696
3;3
0;0
25422;25422
49344;-16192
21845;21845
16085;16085
58710;-6826
17529;17529
0;0
16256;16256
3320;3320
14615;14615
52251;-13285
16256;16256
8080;8080
0;0
16755;16755
10523;10523
32768;-32768
35840;-29696
3;3
0;0
6916;6916
49197;-16339
43691;-21845
17042;17042
43691;-21845
17511;17511
0;0
16608;16608
60817;-4719
14678;14678
7072;7072
16608;16608
8080;8080
0;0
43544;-21992
10927;10927
32768;-32768
35840;-29696
3;3
0;0
37694;-27842
49300;-16236
2731;2731
17421;17421
60075;-5461
17369;17369
0;0
16656;16656
15729;15729
14686;14686
50114;-15422
16656;16656
8080;8080
0;0
46975;-18561
11003;11003
32768;-32768
35840;-29696
3;3
0;0
34522;-31014
49119;-16417
30037;30037
17338;17338
50517;-15019
17436;17436
0;0
16832;16832
20972;20972
14744;14744
13706;13706
16832;16832
8080;8080
0;0
26180;26180
11076;11076
32768;-32768
35840;-29696
3;3
0;0
45221;-20315
49337;-16199
21845;21845
16085;16085
58710;-6826
17529;17529
0;0
16256;16256
42642;-22894
14594;14594
47532;-18004
16256;16256
8080;8080
0;0
8656;8656
11160;11160
32768;-32768
35840;-29696
3;3
0;0
6916;6916
49197;-16339
13653;13653
17450;17450
38229;-27307
17311;17311
0;0
16720;16720
13806;13806
14713;14713
53346;-12190
16720;16720
8080;8080
0;0
13339;13339
11229;11229
32768;-32768
35840;-29696
3;3
0;0
55317;-10219
49294;-16242
60075;-5461
17369;17369
2731;2731
17421;17421
0;0
16512;16512
46836;-18700
14666;14666
2248;2248
16512;16512
8080;8080
0;0
32544;32544
11302;11302
32768;-32768
35840;-29696
3;3
0;0
45221;-20315
49337;-16199
46420;-19116
17384;17384
42326;-23210
17413;17413
0;0
16448;16448
53827;-11709
14666;14666
54477;-11059
16448;16448
8080;8080
0;0
22164;22164
11382;11382
32768;-32768
35840;-29696
3;3
0;0
37694;-27842
49300;-16236
43691;-21845
16914;16914
54613;-10923
17520;17520
0;0
16544;16544
34079;-31457
14647;14647
29841;29841
16544;16544
8080;8080
0;0
39640;-25896
11466;11466
32768;-32768
35840;-29696
3;3
0;0
44244;-21292
49255;-16281
61440;-4096
17435;17435
8192;8192
17340;17340
0;0
16656;16656
8038;8038
14686;14686
18802;18802
16656;16656
8080;8080
0;0
54323;-11213
11535;11535
32768;-32768
35840;-29696
3;3
0;0
57525;-8011
49178;-16358
5461;5461
17284;17284
62805;-2731
17463;17463
0;0
16608;16608
48759;-16777
14673;14673
24829;24829
16608;16608
8080;8080
0;0
38407;-27129
11616;11616
32768;-32768
35840;-29696
3;3
0;0
42916;-22620
49276;-16260
16384;16384
17461;17461
32768;-32768
17289;17289
0;0
16512;16512
3845;3845
14656;14656
26761;26761
16512;16512
8080;8080
0;0
46955;-18581
11698;11698
32768;-32768
35840;-29696
3;3
0;0
49798;-15738
49324;-16212
0;0
0;0
0;0
17530;17530
0;0
16256;16256
44040;-21496
14600;14600
53770;-11766
16256;16256
8081;8081
0;0
0;0
0;0
32768;-32768
33024;-32512
0;0
16880;16880
8080;8080
0;0
21496;21496
11845;11845
32768;-32768
35840;-29696
3;3
0;0
45221;-20315
49337;-16199
21845;21845
16085;16085

1000000
0;0
16256;16256
1992;1992
6;6
2455;2455
16256;16256
1480;1480
8;8
23487;23487
11961;11961
1736;1736
8;8
3;3
0;0
1736;1736
8;8
21845;21845
16213;16213
1736;1736
8;8
0;0
16256;16256
1992;1992
6;6
53110;-12426
16256;16256
1480;1480
8;8
56620;-8916
12036;12036
1736;1736
8;8
3;3
0;0
1736;1736
8;8
49152;-16384
17152;17152
1736;1736
8;8
0;0
16776;16776
1992;1992
6;6
22955;22955
16776;16776
1480;1480
8;8
52970;-12566
12105;12105
1736;1736
8;8
3;3
0;0
1736;1736
8;8
5461;5461
17156;17156
1736;1736
8;8
0;0
16736;16736
1992;1992
6;6
61642;-3894
16736;16736
1480;1480
8;8
38247;-27289
12176;12176
1736;1736
8;8
3;3
0;0
1736;1736
8;8
55978;-9558
17523;17523
1736;1736
8;8
0;0
16720;16720
1992;1992
6;6
64846;-690
16720;16720
1480;1480
8;8
38286;-27250
12249;12249
1736;1736
8;8
3;3
0;0
1736;1736
8;8
21845;21845
17039;17039
1736;1736
8;8
0;0
16608;16608
1992;1992
6;6
29440;29440
16608;16608
1480;1480
8;8
25159;25159
12359;12359
1736;1736
8;8
3;3
0;0
1736;1736
8;8
21845;21845
16469;16469
1736;1736
8;8
0;0
16384;16384
1992;1992
6;6
17645;17645
16384;16384
1480;1480
8;8
12275;12275
12453;12453
1736;1736
8;8
3;3
0;0
1736;1736
8;8
60075;-5461
17191;17191
1736;1736
8;8
0;0
16576;16576
1992;1992
6;6
30644;30644
16576;16576
1480;1480
8;8
53922;-11614
12523;12523
1736;1736
8;8
3;3
0;0
1736;1736
8;8
54613;-10923
17096;17096
1736;1736
8;8
0;0
16384;16384
1992;1992
6;6
32259;32259
16384;16384
1480;1480
8;8
12047;12047
12626;12626
1736;1736
8;8
3;3
0;0
1736;1736
8;8
21845;21845
16341;16341
1736;1736
8;8
0;0
16256;16256
1992;1992
6;6
57138;-8398
16256;16256
1480;1480
8;8
36542;-28994
12728;12728
1736;1736
8;8
3;3
0;0
1736;1736
8;8
21845;21845
16085;16085
1736;1736
8;8
0;0
16256;16256
1992;1992
6;6
40150;-25386
16256;16256
1480;1480
8;8
1150;1150
12850;12850
1736;1736
8;8
3;3
0;0
1736;1736
8;8
27307;27307
17264;17264
1736;1736
8;8
0;0
16736;16736
1992;1992
6;6
33173;-32363
16736;16736
1480;1480
8;8
29342;29342
12928;12928
1736;1736
8;8
3;3
0;0
1736;1736
8;8
51884;-13652
17514;17514
1736;1736
8;8
0;0
16512;16512
1992;1992
6;6
19651;19651
16512;16512
1480;1480
8;8
63308;-2228
13003;13003
1736;1736
8;8
3;3
0;0
1736;1736
8;8
27307;27307
17194;17194
1736;1736
8;8
0;0
16704;16704
1992;1992
6;6
6962;6962
16704;16704
1480;1480
8;8
48280;-17256
13101;13101
1736;1736
8;8
3;3
0;0
1736;1736
8;8
43691;-21845
17185;17185
1736;1736
8;8
0;0
16544;16544
1992;1992
6;6
52345;-13191
16544;16544
1480;1480
8;8
3964;3964
13207;13207
1736;1736
8;8
3;3
0;0
1736;1736
8;8
57343;-8193
17511;17511
1736;1736
8;8
0;0
16576;16576
1992;1992
6;6
65455;-81
16576;16576
1480;1480
8;8
13036;13036
13330;13330
1736;1736
8;8
3;3
0;0
1736;1736
8;8
32768;-32768
17256;17256
1736;1736
8;8
0;0
16448;16448
1992;1992
6;6
11071;11071
16448;16448
1480;1480
8;8
60610;-4926
13490;13490
1736;1736
8;8
3;3
0;0
1736;1736
8;8
35499;-30037
17315;17315
1736;1736
8;8

1000000
1992;1992
6;6
27263;27263
14690;14690
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
4328;4328
49266;-16270
1736;1736
8;8
10923;10923
17529;17529
1992;1992
6;6
52604;-12932
14637;14637
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
16461;16461
49351;-16185
1736;1736
8;8
58710;-6826
17529;17529
1992;1992
6;6
5243;5243
14598;14598
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
60093;-5443
49187;-16349
1736;1736
8;8
4096;4096
17529;17529
1992;1992
6;6
59944;-5592
14709;14709
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
49798;-15738
49324;-16212
1736;1736
8;8
45056;-20480
17529;17529
1992;1992
6;6
63264;-2272
14526;14526
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
9815;9815
49331;-16205
1736;1736
8;8
54613;-10923
17470;17470
1992;1992
6;6
40370;-25166
14601;14601
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
16461;16461
49351;-16185
1736;1736
8;8
58710;-6826
17529;17529
1992;1992
6;6
2971;2971
14581;14581
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
25422;25422
49344;-16192
1736;1736
8;8
0;0
17530;17530
1992;1992
6;6
24642;24642
14585;14585
1480;1480
8;8
8080;8080
0;0
1736;1736
8;8
32768;-32768
35840;-29696
1736;1736
8;8
25422;25422
49344;-16192
1736;1736
8;8
